,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.02572609580546283,-0.030738255863300732,0.05036656932492371,0.008601296734377015,0.05846854481949433,-0.05594035871163143,-0.016581943102768826,-0.037549698765379766,0.10581003097925053,0.054427567012254104,0.1375250815788481,0.03930728832457121,0.08855661551768071,0.07688484383525476,-0.02771943559815893
LAMC3,0.014514820824959274,-0.035618785928039166,0.0022285894535066307,0.0032826150044819196,-0.008131134587335623,-0.02876810012525649,-0.019065158825744177,0.010487855625034365,0.07253386348345633,0.027673186101426134,0.08064281315921074,0.057078788871830335,0.08071217002463327,0.06897371213585247,0.10660701617627315
CCL7,,-0.01995039253428495,0.012666448269041716,,,,,,,,,,,0.056077889290742776,0.007935408985957976
NGF,0.07214017833553858,-0.023735838304344236,0.038737679606394196,-0.030363891535262266,,,,0.0086925190795963,0.037352851242086635,,,0.01651453418470902,0.04720799211773842,0.13435925073738378,0.06533566314879702
TNFSF15,-0.03077023339038172,,-0.013109057283367333,0.05830874776852673,,,,,0.020506894190460676,-0.00895049738032402,,,0.009127517043361438,0.11764102311139749,0.02710191003036216
HMGB1,0.036203505039301934,-0.05676597280244089,-0.0312524720732842,0.03398160531621661,0.008250371071620605,0.01780130701844876,-0.07205081800322413,-0.02683346356866488,0.15148575205144274,-0.04537343565667996,0.026496881954950154,0.005012969190223306,-0.03737130440701814,-0.08077607154473562,-0.0373801463245089
ITGB3BP,-0.023171965683436664,-0.02838122421329409,-0.019008595940837477,-0.014048883568032508,-0.011710389848645185,-0.05544066159194596,0.08120236527153481,0.018534435104586796,0.04912193798303206,0.07852086611820881,-0.05161205220431774,-0.02697665393066417,0.002785761730848158,0.054510182505552715,0.013452924236994068
AANAT,-0.0313018931196716,0.030317465417934085,-0.011927902691543398,,-0.019928467853651183,0.02090747833351406,-0.0050144311541292,-0.01802912467455686,,,0.06950366751278589,0.04924515006488191,,0.02759549853448333,-0.023243454348213757
RELN,0.053262396875820864,-0.05054935341062466,0.03742634113346071,0.015132763478493265,-0.004741089131429962,-0.025705859332717778,-0.04190673553637004,0.031835665693837445,,,,,-0.018624537147036834,,-0.007717968372571944
IL15,0.11806727620923073,0.033721111804137005,-0.041401395343850185,-0.026234073409685275,-0.021521988141377957,0.009538264766946802,-0.034644623726344206,-0.00542763276275314,0.14067605972085023,-0.04081529769861146,0.060953455414632984,0.01726898690374381,-0.037611799892870425,0.1101574780277401,0.005210200107872448
UTS2,,,,,0.011493496744636886,,,,,0.03279828708741407,0.013102552177719743,,,,
BSG,-0.05446122666416291,0.022140349957806782,0.015353498706186889,0.0772096384207197,0.02295761419728122,-0.09201270156360557,-0.0183291885575296,0.10953075032436928,0.09173143198208966,0.04774230678502456,-0.03521113677793598,0.009206007110471683,0.05240347139896477,0.07383441670191872,0.12986399377892657
ADAMTS3,0.023410676574809518,-0.00792014512816271,-0.013722150002356666,-0.004856714631750931,0.03344160518537067,-0.012127576228921237,-0.019744325259687563,-0.02895053784833254,0.01986955129928115,0.08420056701503942,0.0730569087891494,0.05352167990031259,0.010723987490335778,0.006876282403862332,0.0370558761993048
CD34,0.0247857145995709,-0.033543882111156616,0.0009922552385565218,0.05605383225702635,0.06657662592633709,0.03688249241079789,-0.028645491509467363,-0.02411829978473364,0.11524865262016167,0.07728826990669933,0.15829388180839307,0.037212356744463236,-0.004064877418241188,0.09394386813929095,0.054866678762518724
CCL23,,,,,-0.022675432981397937,,,,,0.01910625308343988,,,,,
PLAT,0.005061873022029107,-0.005032739260882582,-0.06257821246898025,-0.07096860198024799,0.043618934579624874,-0.08204431414442348,0.018977045478766705,5.206240889243726e-05,0.08747050956410174,0.08819556125416451,0.06275551716833774,0.030315070126092025,0.047068223549030876,0.061656255458192165,0.0431065999125366
NTF3,,,,,,,0.023817162502362012,,-0.021626649518421835,,,0.019368650983044786,-0.07182744007115675,,
LTA,,,0.0633351611993059,,,-0.014962977480150942,,,,,,,,0.09200987622538585,
CKLF,0.08188513101474938,-0.021928688088852406,0.011521588384511694,-0.03726664121974445,0.02073707956519971,0.008154972868147242,-0.025099491502518542,-0.03143328723233468,0.04426404640422104,0.10685708559260332,0.10922762598431969,0.03161022111992766,0.010928136888718486,-0.026136524437850934,0.004562911571062115
APELA,,,,,,,,,0.07066118109458233,,,,,,
CD24,0.03132656779627952,0.02616715268791098,-0.03778009586145104,0.05652278994390067,0.09540176547585777,0.0928610362038037,-0.04827596382577903,0.027128299777382067,0.11878390836520358,0.06487217237440995,0.07882235476371448,0.0002774216147371782,-0.06308739012241685,0.03327607685538751,0.0806577946224224
HSP90AA1,-0.012801959705515151,0.005409141664593513,-0.06965485093362796,0.09672001975316433,-0.015666263470326416,0.10056922710038138,0.02954699514760176,0.08393738749074836,-0.06946835846974693,-0.10113838654600522,-0.14864473584283733,-0.04526136920165022,-0.008004857097410932,-0.11046852632762469,-0.013994103912692374
BMP4,0.01700171394783628,0.01784147021410184,-0.03520275734662971,-0.05157185974283536,0.02003692223389342,-0.01659976271322017,-0.026481964893911733,0.10009731968922952,0.017628083882994677,0.21289874407146375,0.1154448430069371,-0.026402358642768256,0.007140564822173582,0.09495480430166144,0.04558151970791534
SCGB3A1,,-0.019950390539272354,,-0.033488258691512625,,,-0.016361263089808956,-0.03173630484169533,0.07975412241454065,0.004042548092011277,0.06537761914615725,0.11850548855419996,-0.03202049414607179,0.024453317854748864,0.10375639977148267
IGFBP4,0.07996017979726568,0.013376269214929218,0.003223989486558759,-0.008017162281056119,0.03421113091544789,-0.03752188479510426,0.0005396680296054747,-0.008987012683849525,0.11605877773417259,0.052944221178827834,0.04114336221751431,0.0069364979123967265,0.0676707657521027,0.17323014616579924,0.09821634127936155
RSPO4,0.04861752786758221,,-0.02309524868675968,,,-0.01740285373229837,-0.016361260696604114,,,,,,-0.02156444009005475,0.03083445607694742,0.01882109259508088
LEFTY2,-0.05089366021277685,-0.03205648234499141,-0.01494016558411068,-0.028510514416633957,0.03257858872690835,-0.029079622908021085,-0.017940322456441317,-0.019176919572270114,0.03176879392073484,0.024730124218775684,0.17211493124530972,-0.015825837468369283,0.09224053542640269,0.07461036570364109,0.09602592939759079
PF4,,-0.020695327678374925,-0.010271119768187731,,,,,,,,,-0.012615428079650342,,-0.0020854125321242917,-0.00884628912125023
ANGPTL2,0.022154066316849175,-0.028826295076348173,0.023165301740506527,-0.060269214061855696,0.005357746918166025,0.013162338831251407,-0.023094464568031596,-0.03211037578960204,-0.15748966448661111,0.0632430414480004,0.10295166361525414,0.03180907093059152,0.012279493967410963,0.0453642687944963,0.03248248004460796
LRIG2,0.001955429725315415,0.04086778903662793,-0.007642105970418592,-0.04024419572063669,0.05446461117483559,-0.029896130483168967,-0.052152440788116435,0.03656500543564463,0.05005658730376186,0.012646297251527905,-0.09147142114802942,0.039008647264283956,-0.001571612114402224,0.07109246669115091,-0.00844100943818772
ICOSLG,-0.03748005486379019,-0.02408723402764607,-0.002942963119846943,-0.01335267589572421,-0.012131705667069458,0.002479197818287759,0.007137899670230915,-0.08752543780663058,0.012206964761904035,0.04689646670376474,-0.02905557684721975,0.05269565077909502,0.048817890789195816,0.06515443422443051,0.02767972823048911
WIF1,0.01379682897742969,-0.009097608967406471,,0.0650850071346549,-0.030308295841958408,0.027179744930977162,0.026817377201578087,0.15388944928231651,,,,,-0.020046235836476488,,-0.0010237426966590998
NPPC,0.06850776532151705,-0.001597349329940641,-0.01593303968459098,0.04010011624861564,-0.00266953189181944,0.04121138631855194,0.052375561131397484,0.03379764332212997,,-0.02663998700335365,0.028233447828820406,0.09435078018166078,0.033427889694452054,,-0.016158060674465367
LYZ,-0.0010554105957097432,0.03172483456480508,-0.023244362827473053,-0.000775757187940702,0.006027885515339071,0.04425630694219665,-0.014999107791329649,-0.054397062640682836,0.11601087869411626,0.043382158033212395,-0.06263399311908384,0.02994814816193126,-0.010098657440636242,0.09934551700536033,0.03984870561252823
EREG,,,,,,,,-0.019727446008289632,0.003363065990544938,,,-0.003514193947411831,-0.02685887371014297,-0.020847351336912845,0.026972609787915987
SPTAN1,0.03273878296728584,-0.044742239435769264,0.012826030217765431,0.05263289869627699,0.05181550765147256,0.08937114402639083,0.004277728088129059,0.09154647940196385,0.16299541238200713,-0.025046321181376792,0.0270561285665385,0.015000840356870328,-0.03876905212589109,-0.024781396665837275,-0.050615809406328004
PTH2,,,,,,,,,,,,,-0.03429464376262785,,
LIPC,-0.03201567172209595,-0.02533652073742678,-0.01845796718924298,0.018133261104160317,-0.05212262851678653,0.011555059950470997,,-0.035331496245177375,0.0037053273144514714,-0.028248979238206694,-0.014426442485115609,,,0.08127000256857445,-0.018944470947545748
COL8A1,0.010784838584760556,0.015851330487088863,0.0008973144450990363,-0.07156990023530702,0.04411656099382578,-0.0634279603442491,-0.033506224247280045,-0.03804846416148831,-0.11930941134737348,0.06103250573569418,0.04771775815785193,0.0015382740869746855,-0.0375745835884887,0.12430834552989381,-0.0160381362755532
GSTM2,-0.0423125766294532,-0.03126135532603901,-0.0033265431866645974,-0.022184441554378865,0.024499461688429248,-0.025644689575116238,0.004882431977846345,-0.03137674592004239,0.07361798510914325,0.053958940351419904,0.011638573042016133,-0.03899775765391143,-0.0189819623936402,0.07043626594476447,-0.052428349817070716
IL4,,,,,,,,,,,-0.06369169074869147,,,,
SPX,-0.024688924939130764,-0.03215096003425952,0.04238064230725531,-0.005399454453086166,0.08543748472716961,0.04213855642358931,-0.04128032482171783,0.008950426099563565,,-0.03531641305065245,,-0.015663666447078586,-0.0110492483576738,-0.07462236956615145,-0.08862985298154256
MFGE8,-0.03241537582823005,-0.017299642465904343,-0.03431961317783403,-0.03981700776468549,0.02294137679848657,-0.05041185567171969,0.048032491604221496,0.09213393334111919,0.004280330443659819,0.07382063538353595,0.028543172323838583,-0.002396566630313529,0.08193231513492842,0.07486388222602966,0.03267073546183759
TGFA,0.05870347657917936,0.06619489178319465,0.02473528078650518,-0.08502683312229838,0.01465228753572254,-0.06044120140841868,0.006070716820476008,-0.028055510576705623,0.04401811483234696,0.04338688362652628,-0.14855490505934885,-0.0045360971308042375,0.007136372826445952,0.0915231021657149,-0.027377100150385143
SLIT2,-0.0221121225538182,0.023134723377236988,0.0017703745090436246,-0.006945600092498484,0.0045103786108841,-0.012007639667053644,0.06126346049762321,0.05861811810389512,0.04716570024828517,0.07191756931585504,0.041228588441973094,-0.009842276031861155,-0.020545646356018927,0.08370489056112355,0.0654164381289166
PLTP,-0.02958692843811764,-0.034823529208403765,-0.036030472823155496,-0.027518893619707073,0.005973585052265578,0.065125259381243,-0.05048532632767344,-0.05951427408266102,0.1168818823724213,0.015406624135370677,-0.02171360676305765,0.03973519470390964,0.04472866594170413,-0.0021891852740061053,0.05276662047627352
APOD,-0.0503624336888945,0.017613764140722923,0.005683231499836953,-0.009008849757936976,-0.024957006132841134,0.04628349644722803,-0.0451413434413058,-0.09426737689346765,0.09386581719319344,-0.0815461244321721,0.00795842253746691,0.03695685801164697,0.053771426737997736,0.029655408516745356,0.05615712111519291
B2M,0.09786191629827586,0.05485090356956534,0.03392845091464386,-0.03489817345201435,0.06717241654395485,0.04182179308924417,-0.06880542174791794,-0.0835253483111629,0.20844025581258535,0.06370042721829894,0.09409642902186682,0.03218140393370793,0.024571633022384225,0.1252585961982684,0.05009270862296844
OMG,-0.004116925163972977,-0.013013951369887958,0.011168551433392517,-0.03577785889992149,-0.025555355718651245,0.04889142957964849,0.031666509343421724,-0.03346474030713622,-0.024029943522041464,-0.018014341474056603,0.08299645158686444,0.040755535807708236,-0.018799593994877035,-0.009922058710697252,-0.008507767322961437
CXCL3,0.10525236743650292,-0.00723736786060716,-0.006196450915622118,,0.03208106586309299,-0.05731023501543822,-0.017503090556270834,0.010016362238783749,0.11348809979494706,-0.027455178136190004,0.02641137092467779,0.014057464792163734,-0.03366705009163998,0.05936636699064568,0.03100560301826264
CXCL10,0.013936756581970761,0.05371543049277491,0.028706810224763075,-0.03585900634581302,0.028009746002284404,0.020359247258131857,-0.026588475635941376,-0.011578224148559173,-0.006213762917750834,0.029156140499888843,0.04825439789988392,-0.016920946223112736,0.034481190076221455,0.019553879044944395,0.023177615198103466
RSPO3,,-0.0271000706498978,-0.011927901810206436,0.09635739678496111,0.041877761452286645,0.08099163275113098,0.014208312728909015,0.17356230878878365,,,,-0.041686888571957195,-0.045732663621233495,0.10630012399411483,0.04271189601242066
CORT,-0.03406599379783609,0.011690426872270922,-0.026749235694980417,-0.0015044432690231664,-0.010088164218777543,0.026459729486807162,-0.03724026344173932,0.006536533273980409,,,,-0.01320140429229516,-0.035864556022642,,
NCAN,-0.015300490808769272,0.009687159628187189,-0.028163671750514218,-0.07693446518309094,0.024451221634846823,-0.0924226705840366,-0.02154667664782742,0.07632120735829001,,-0.04974944265816215,-0.013352280863305371,0.024615621102094108,0.03617695033753692,-0.12330449884008395,0.02197162489842775
PRG4,0.007901181718085572,-0.006535454819742766,0.012222092608875862,,0.06623520937082662,-0.02224015620286688,,,,,,0.06464096507289431,0.10349249691676123,0.09342466799633863,0.03952129003706913
ZG16B,,-0.027665170265715387,0.007506199842343485,,0.04718727347574612,-0.011889443924363627,,,0.014258381490433058,,,,,0.05013148972293343,0.002382510596092556
TGM2,0.0003355244988980096,0.021218179605764633,-0.02713628366220909,0.02848917078132963,0.0449206705174748,0.043717037067687016,-0.0018375220034215595,0.059524121044076665,0.028813873485938116,0.09499491951356394,-0.008792526189389816,0.011094867687829035,0.030199580293782474,0.10242855538295595,0.012723160913369374
VEGFC,0.019360945336919472,-0.0006122915279401861,-0.0067051216569773125,-0.014491012624914087,-0.026700523361231573,0.05778092567094891,-0.04433072264567251,0.1941984231943164,0.014239359362514676,0.03902494305077979,-0.019222036654929144,0.006280340570034073,0.049259914679649415,0.14914017102163404,-0.03318071428970061
WNT6,-0.04230809648942414,0.03268038334322651,-0.016282640893059065,0.028203268109578454,-0.027876082785240043,-0.026459533385380603,,,-0.011067905234962715,,-0.0807653944954816,-0.02453539993028868,0.06264998085123495,-0.01707652060470899,-0.002235980793648297
NRG4,0.03962714024074354,-0.018375011933187874,-0.014327457690520184,0.11603032775263086,-0.03530864563937985,-0.022841546851080287,-0.0321582563775264,0.05956499793776527,,,,,-0.0008493715134182231,0.0252991817252061,-0.00717886475433938
PMCH,,0.04467802274342351,0.0673019967350026,,,-0.017402852892422712,,,,,,0.00324452932796018,0.07469077533967511,-0.014225340591831821,0.006582442339089424
COL9A1,-0.024526732620736964,0.008526390844580537,-0.01496398385783915,-0.02793597696254977,0.03790387361269361,0.00537697958798471,-0.02653023430622579,0.0911957919003718,,0.05357692205026309,0.129356753308983,0.013309032091622063,0.022332409133406714,-0.036658667323039726,0.046425100276274237
GDF11,0.05349629450223448,-0.033471551106154046,-0.010002419300784755,-0.00033868410195483814,0.03995178139571997,-0.0137099282403754,-0.006238832653275978,0.009127454556754143,0.04447961026173947,0.019029610160143106,0.04679623638365399,0.0012596551819399893,0.004013091767701365,0.06110161205055645,-0.01861019797739633
RAET1E,,,,,,,,,,,,,,0.033591693321043864,
IL24,,,,,,,,,-0.012634524260761858,,,-0.01241428149283978,,,0.02039595152420592
SORBS1,0.06235614333408449,0.020099838062692894,-0.042443083851360704,0.0006612653356172166,-0.01450608384807915,0.0194223340699301,0.03286128443947051,-0.0521220639641861,0.03815381596174173,-0.10267329911998281,0.07985517787201091,-0.014282802796780694,0.07660990762052643,-0.005929322164182533,-0.09008628504171552
DLL1,-0.026716194084503587,0.02637207112805106,0.024290534305190976,-0.02524883166111265,-0.004716050977055982,0.0741382073554683,0.027120337006408,0.027726020646892214,0.03541121007515106,0.0268492206848067,0.13546253973409828,0.020169185439885596,-0.0020433719561684296,0.049777409061171986,0.053030515370653904
TLN1,0.04832821088714491,-0.015457372925667073,-0.06575802630160736,-0.04430474040871484,-0.015425881476480692,-0.059679020391155246,-0.02101646941055819,-0.04119139506731555,0.10466802351164575,-0.004614866585657937,-0.012863995179338752,-0.05728039951889657,0.06144220065755708,0.10132880149064231,0.010378843055533696
COL2A1,0.07727477540256379,0.0014704046275261311,,0.0579626371419362,-0.02616513456389791,,,,,,,0.034970385618085534,0.040289533915319316,0.05395968696658806,0.015248739664082186
SHH,,,-0.012233378211007668,0.03879839670907799,-0.02056897499733131,0.013872958494102038,-0.0187856479342885,,,0.11474932060090828,0.04800086998321429,0.05203105362960563,-0.04766853544969022,-0.04661983200022014,0.026467977759335678
PON2,0.019260492920976938,0.011189318075301614,-0.02173412133721185,-0.07700446440144612,-0.03840845621828979,-0.03654754707886128,-0.08790508446249334,0.020761745459307566,0.12098894742976661,0.03858524757695328,0.12546720054653518,0.04228257856175622,0.03561651235344628,-0.035596828361063995,-0.06414718391268744
ICAM5,-0.014397211061780872,-0.039287214399085696,-0.01906658822030753,0.007273770382811794,0.04235072475839812,0.09761971244723033,-0.0020616485333825197,0.12440123194011538,0.021181422966425556,,,0.07889939916536984,-0.02794693897906274,-0.009856048621233937,0.010958052369025497
HPX,0.024752442459928012,-0.027903963920940536,0.018458482544627494,-1.5566605313854026e-05,-0.02812759637422243,-0.02333229681915091,-0.016361261421817586,,0.06471780599912107,0.02539602648931355,0.04721644609695207,-0.01679594180423266,-0.009338781025166372,0.06540730657765845,0.015315294764250241
SFRP2,0.011669811124001023,-0.026524097388557002,-0.01393249205284988,-0.0055543198300023735,0.07223808880067088,-0.019445943636357054,-0.0556059196165056,-0.03494260910019897,0.027563021125775376,0.01846678703432958,-0.04518626638623164,0.07010253719532547,0.037137677995772146,0.13400621225255382,-0.03704145556978873
CFC1,,,,0.09258765266282051,,-0.014962978384440967,,0.16081023184201174,,,,,,,0.006012288940776364
CD70,,0.010635118842258586,0.07564191654012505,,,-0.027911193708122898,,,0.10908639522625811,,,0.03738319073810907,-0.01384025424220791,0.09650095673114306,-0.05384133923506738
HP,0.026916685775640756,0.059127403092748165,0.03606680816812876,,0.02198563679213514,0.0008913539216139942,-0.0012887527485376722,-0.04572588104683424,,0.007880590160365564,-0.03339778763125397,0.05289154096113773,-0.003750481760889498,0.099905406990198,0.018537736738188426
CXCL2,0.10579738135615711,-0.025207028318546047,-0.021506144071926053,-0.041587599171389114,-0.013938090160345138,-0.055550905332926497,0.0023580768787624237,-0.03258595821960248,0.16084357019650639,-0.0031188301172749033,-0.06381326419724857,0.02198820051082026,-0.02027716169386619,0.04305098781588675,0.004625542698881373
NPPB,,-0.012035297542310162,0.01163747550182349,,,-0.013102192398115067,,,,,,-0.013904563828861054,-0.024504824479837914,-0.025187867067101972,
CCK,0.053808605555874967,-0.015133533794570641,-0.05742380664764815,0.06098326124542997,0.020112461700816386,0.09238526244808883,0.08883982275605654,0.07371622459859975,,-0.02824900203900014,,-0.0009685019090697633,-0.03616973171789712,0.058147637987096636,0.011597907411284546
SEMA6A,-0.001860631871005942,-0.01047226463747885,0.02016437786979434,-0.04669689367415957,0.015562327603705645,-0.025832078813284604,-0.019669119396350795,-0.03382706519301486,0.07124892596695619,-0.019307623781013222,0.062140930161951276,0.030384693518098235,0.02082119772750172,-0.05720450801654667,-0.03966873793905191
