,UKF251,UKF260,UKF313,ZH1007inf,ZH8811Abulk,ZH916bulk
UTS2,,,,0.015019263382581262,-0.014467017923586603,
BSG,-0.02608798605437327,-0.04377538196826055,0.053674753308580965,0.041560588532281034,-0.011777848802108888,0.0632613314293186
ADAMTS3,0.03544038085635404,-0.0006055991058812767,0.08628993558437088,0.04291995511944567,-0.018949395139178784,-0.032901091067048714
CD34,0.02346076786417584,-0.01340734987565568,0.030791139566091207,0.024717527237680042,0.0762806003882099,0.04149787866305398
CCL23,,,,-0.03166894324223141,,
PLAT,-0.015030743750253065,0.05655116088158107,-0.03902137768461508,0.03446517462886642,-0.07937256083690908,0.05483095352193728
NTF3,,,0.058082851003690684,,0.01662895996016405,
LTA,0.03584025424847523,,,,,
CKLF,0.029751579872073254,0.050818241525858995,0.02819223918535595,-0.01218795539295268,-0.011561036942076216,0.014723495365010502
APELA,,,0.06663219416000746,,,
CD24,0.0776615790172559,-0.010120356781701496,0.008236079343920875,0.055955350534002746,-0.08631202294822357,-0.023255837640960834
HSP90AA1,-0.02917879770903323,0.07115874247535921,-0.01793285862938224,-0.07334329627847425,-0.036782811746292096,-0.11598623418798064
BMP4,-0.014015222175024121,-0.0073909575179069206,-0.044738930453192376,-0.024323826574890496,0.05585283622003633,0.04716621770943004
SCGB3A1,,-2.7351401314365324e-05,0.05766516597383399,0.03503508539935572,0.09082839965669379,0.006234808145190952
IGFBP4,-0.014387279281770306,0.01505355965970316,0.05589109452092826,0.020745290026338743,0.11191885980234584,0.09132191645981244
RSPO4,-0.02137354189986207,0.011280461151256334,,,,0.052103604011434684
LEFTY2,-0.013383552719984752,-0.034261552668748654,0.14985056320205614,0.004144992101483661,-0.0164387011343395,-0.06850468036619102
PF4,-0.012026457023707748,,,,,0.12672929175798447
ANGPTL2,-0.03650626465955166,0.05030000007295444,-0.022943100300671284,0.06479191828705236,0.04029002148065832,0.04629797306223731
LRIG2,-0.007610987925022764,0.012515773539067649,0.018544822045288838,0.023569592389666903,0.02737787948580037,-0.024283677517416623
ICOSLG,0.03377659859906495,-0.031989495188424456,-0.04120574796411218,0.0057075116156543905,-0.0023113808751892696,0.08596803848153448
WIF1,,-0.02548585389754907,,,,-0.023531984295869977
NPPC,,0.011542444035384406,,-0.027980598249193304,-0.028908468749403126,-0.02678320572182381
LYZ,0.04335574246703898,0.10151684685274982,-0.0700119239412485,0.03206678305466167,0.09845841143877658,0.052883708664401334
EREG,,0.07898021791300945,-0.019021294401439473,,-0.039307499283283164,0.021271984703619684
SPTAN1,-0.05267586761630666,-0.046053934104644846,0.0049384477242170235,-0.007469190370432141,-0.02764446432739499,-0.01749510378014324
LIPC,-0.018100460569545656,0.04797796210171638,-0.023783685185251174,-0.029670560233928018,,0.09807322823758469
COL8A1,0.056660529756005024,0.04499218753035734,-0.07504617850879534,0.07120959989269232,0.03615956818626957,-0.04371606267513629
GSTM2,-0.02635307353723178,0.007758158654684465,0.0013790010869124054,-0.058256228153024406,-0.04659136153647129,-0.015889199189184192
SPX,0.012152043659395212,-0.006048168286116963,,-0.03709365042289526,0.11552335421559004,0.008379259166251585
MFGE8,-0.030576893479204684,0.029724320472631204,-0.02277506567767433,0.05988835709983273,0.024459155698488506,0.014794280486099112
TGFA,-0.023568172783140322,-0.03952498322424796,-0.0107104835415622,0.05107538640414504,-0.03985991828882027,0.05073431844207466
SLIT2,-0.0091368400915443,0.03943462125898442,-0.0069941621755707445,0.033684239161108916,-0.03177442875434177,0.013369593077015374
PLTP,-0.002242296387648649,0.0823502207278662,0.0072657070111585235,-0.035595243378354076,0.06764958140469651,0.0018463290515874618
APOD,-0.02047922793174506,-0.03626538136718345,0.029050439732569395,-0.062122538654875596,-0.03640544152130106,0.09451506106510871
B2M,-0.01525134045544118,0.09912990499774174,0.013777700247699443,0.09820083343303547,0.12323405459687015,0.07975544873979311
OMG,-0.05170151471341574,-0.08769382585393506,-0.012046290254853391,0.1069283701678981,-0.022353628216477555,-0.06518716461380511
CXCL3,-0.011202117610655088,0.13287174215028827,-0.02181981324592164,-0.001659614732975976,-0.007090201801066275,0.04900250375898586
CXCL10,0.010646482633633395,0.027555862454656615,-0.01641430451069799,0.02477544570704578,-0.019996857794966502,0.10589857807692152
RSPO3,,0.049700616205876805,,,0.03641445453197123,-0.04146671766448876
CORT,-0.021478490673849212,-0.025936705421594753,,,-0.022081236853363908,
NCAN,0.02419585019078007,-0.06616031043275179,,-0.04691764817725025,-0.09802296182642742,-0.005822618429178122
PRG4,,-0.015301423713018696,,,-0.0212100455136441,0.0065496870113703875
ZG16B,-0.014471886384454293,,-0.021458649974850023,,,0.15344899075723253
TGM2,0.006956684591758917,0.0074590512439146805,-0.05660424529779034,0.08341233791043504,0.08914845348424362,0.015031248038837224
VEGFC,0.05066356047047169,-0.023553961496026225,0.01865712178618689,0.1451275285388513,0.07916075705481394,0.025183522886394024
WNT6,-0.013383553071229445,-0.02108388873890067,-0.02399515703285127,,0.0912145380131638,-0.017916307308904325
NRG4,,-0.021794877073196425,,,,-0.0269433782085669
PMCH,,,,,0.18150812946568076,0.07303236175912536
COL9A1,-0.03324145434945444,0.013501098188275341,,-0.012427407456414212,-0.03328125886806543,0.05087180767442212
GDF11,0.0551982936407673,-0.04630809567682791,0.015720103874919535,-0.033998207064160985,0.023015250542040597,0.006027719938858804
IL24,,,-0.013531751213497843,,-0.014675319864062314,-0.030121800519675616
SORBS1,-0.010757447873212488,-0.08404102724785133,-0.010920324396252002,0.04540836997650079,-0.025845621680769454,0.015523261423158548
DLL1,-0.0017378460695419674,-0.055876093447682074,0.054246521593098986,0.0503435770109173,0.008559292837673725,-0.02159522834892448
TLN1,0.02174153039499264,0.008912353818804659,-0.007430529516397031,-0.010115871773990369,0.10379867057304236,0.03762084349267153
COL2A1,,0.013001555863005013,,,0.12766266612109162,-0.024274537593991542
SHH,,-0.03464548346378881,,0.08202106036591703,0.02032174416671157,0.0244517853293134
PON2,-0.017699271189946953,-0.0937128389423316,0.06747694566298151,0.030866407115849405,0.040616086611037314,0.04199592618472279
ICAM5,-0.017227638531351935,-0.03624346074746505,-0.012809465152590861,,0.09283904369703827,-0.03996967102605601
HPX,,-0.02886059344679193,0.06957220719847718,-0.028836797378312896,-0.01159712099680035,-0.016051050740339537
SFRP2,,,-0.0133546431807798,-0.0018943354239232596,0.035927300827177065,0.150060949358268
CFC1,,,,,,-0.023840650375220707
CD70,,,-0.030016891023083386,,0.007268884200023089,-0.02608673840388949
HP,,0.12239547489654237,,0.028509886013853125,0.0929897251210717,-0.04743906959603749
CXCL2,0.11682681893325503,0.0486654383864366,-0.03442741296599664,0.06672327940081091,0.013947164194389109,-0.013027542138783918
NPPB,,,,,0.010434634445145245,
CCK,-0.03825144796673721,-0.040647321249858155,,-0.00509457417036379,-0.046317105019650716,-0.10242986714333338
SEMA6A,0.007876172564291196,0.024433435760985212,0.061332548389954195,-0.014179007579297924,0.020020595085476555,0.09205393370310337
IRAK4,-0.020356443561160294,0.0031434353953843593,0.017742321166917912,-0.06213699410165525,0.006242416418189316,0.03690642030475131
GSTP1,-0.01350695373355252,-0.022619943446712296,0.027950910750023338,0.09201603625449714,-0.05064762845075246,0.05258028247696691
VCAM1,0.034468781301952016,0.017708074214003056,0.048132925905979874,-0.03936470579261945,0.03128873111926996,0.02411898391467973
NXPH3,-0.016484100060618203,-0.049644339423613564,0.01895467899648619,0.06276849431855247,-0.0056151992017717265,0.0541322615820268
MTMR4,0.038674836013679624,-0.051436179156608475,-0.005807963859793169,0.00900746698694021,-0.043873121231867686,0.0244439281952288
LAMC2,,,-0.01965548468890225,,-0.018041967053147832,-0.005740585748629075
IL10,0.050037123657009686,0.05570869841233043,0.017095764295291114,0.028454649995377047,-0.034340722697178645,0.0978587529118547
SEMA4D,-0.0573463852446821,-0.0021924414985220945,-0.014631014022949322,0.09870563226293706,-0.04331464237599523,0.039253603822665725
TRH,,-0.013448864891689151,,0.027312051190835674,0.004253738509289438,-0.009600965633358076
SEMA6D,-0.00634676511463354,-0.021488964236083118,-0.018234461481290012,0.0653280634846892,-0.031372036741047785,-0.01841235027117914
CEL,,-0.02653320950810645,,,-0.022223528747108062,-0.027719196111271126
PDCD1LG2,-0.034550844116251506,-0.005023294355906106,-0.028776316045058252,-0.047834126295880706,-0.03584656820791699,-0.07047958760611667
SPINT1,-0.0036910771315593373,0.03105519717415917,0.0041182142162176265,0.06767077558102515,-0.05909996044722843,0.04035933225829445
CTHRC1,-0.020076839906097894,0.00019431543993978677,-0.06926552493592432,0.0531769878339161,0.039064156858202866,0.08640395839103454
PODXL,0.011704159806588336,0.03850163250605356,0.03427014525145874,0.0726748531949621,0.05687704984250832,0.09334709131374455
JAM3,0.013873711013227655,-0.03667879365608626,-0.02694533326809285,0.06070308893258966,0.055225237129021006,0.03468303483990255
TGFB2,0.01538310583852315,0.10351154105982811,-0.002609804954167973,-0.02131813178877842,-0.02627846469921157,-0.014686649944480046
COL18A1,-0.00442600344350206,0.03789023519420424,0.022885914876992992,0.016551032741796427,0.10296199459426814,0.09338787140100135
NODAL,-0.012890605498827024,-0.03239152153986874,,0.0612916928815709,0.057508299937608635,-0.010054918304815155
INHBB,-0.00495578142025125,-0.0005171690933674968,-0.009605046750759776,0.07044895740253844,-0.014547642748476267,-0.0036750392934638424
LCN1,,,,-0.03809867404842221,0.08915334412069728,0.0628792323043574
ARF4,0.019290745465673057,0.10372647530613963,0.024916545875318278,-0.0556955623189397,0.04968996846785243,0.04025087501195964
CXCL14,0.03821913367085947,0.03112130559531587,0.0037563267713541285,0.08469941717210772,0.013200047893573806,-0.050620533429197305
LIF,0.06422342588627493,0.031072712185395555,-0.053384923214468145,-0.014450132798328137,-0.011694455766508313,0.05075182939907153
IL17B,,,-0.03251459200570257,0.08935474147434358,0.17356146654593826,-0.020575944970315105
MMP1,,0.1733542030091568,-0.06297338410935861,0.09497988959930424,-0.00460580825687606,0.07158097091524829
MATN1,,,-0.013531753163941692,,-0.029361864615102422,0.03518928136640296
ADAM28,-0.020948576889261904,-0.040333679879500456,0.0540354783353138,-0.024592427926398666,0.11501690151371753,0.04613674012830486
TCN2,0.019430438541436463,0.005499998817982857,-0.007399372738828089,0.01940750602363097,0.08623997655170425,-0.01327968701391774
THPO,,,,,,-0.02810017615516203
CUBN,-0.03104961103508515,0.010611604620636882,0.049163555964142694,0.0633921882521564,0.052114487679916825,0.07395942687226921
TIMP3,-0.07828310738839155,-0.008776736483724784,-0.09357213240138143,0.004901031770587921,0.03685226967913891,0.07892376505976265
PIGF,-0.00877851474898345,0.0419851450593852,0.017999139029019173,-0.0019057832791113066,0.013913176554908018,0.000532770531414328
CRH,0.10207011922184461,-0.013666495136739797,,,-0.039672223283521525,0.020869234747272616
BDNF,0.07630106067318124,-0.029795119984078064,-0.020872703606221926,-0.03501101171438061,0.028601353056328355,0.07271829702783968
CCL5,0.0046404305813798645,0.04280201012647268,-0.04822735352419445,0.025119795325088953,-0.002249938262189727,0.038141474224165514
GAD1,-0.018822553177595673,-0.04993484619053268,-0.020272097800069038,-0.008887671821629025,0.0018000065005710018,-0.09725519909241381
COL14A1,0.011682266828357645,0.044571419126609876,0.06208065609788117,0.03329627301569311,0.02363523913748796,-0.03490793539523725
HLA-A,0.011786228502968276,0.07831691446640637,-0.055326592770255104,0.017916377408961518,0.061093633406847425,0.08128836801255258
CD5L,-0.036997167353304834,,,,,
FGF18,,-0.01864670482012816,-0.01405044009083504,,-0.024006763188620266,-0.025741827665441613
ADM,-0.03158888854733425,0.041584301856857284,-0.06867275022582328,-0.03473856637610527,-0.06677985641277712,0.04340031271940835
CCL15,,,,0.023781007682268863,,
GNAI2,0.03113097491640811,0.0368192303915291,-0.028195894900385342,-0.057761020245977006,0.03053514626083393,-0.019200588692100083
HDC,,,,,,0.13948038753838624
COL11A1,-0.03705897931643459,-0.03348742792719965,-0.03755721298691193,-0.054637949098856844,-0.0066408509043052915,0.1025039098645521
NUCB2,-0.061934390622002906,0.09651909167930618,-0.01729025792873031,0.033991561922707594,0.08201856050209069,0.006781353179694579
FGF16,,,,,,-0.018476728828253533
CXCL1,-0.017354777387739696,-0.005874372975040177,-0.04556093489048066,0.1640403977527156,-0.0348827642520869,0.02514439327683116
VCAN,-0.030546276867860357,0.03489298885041057,-0.004973568796626236,-0.03393782579135612,-0.04380950427829489,-0.04298005571651282
MMP7,,,0.030959395440782998,0.03490920357517428,0.08580609039759185,0.014661508281092302
PTPN6,0.0498889167523088,0.029055689105305618,-0.01507356587037168,-0.01692769604349518,0.041520139231753544,0.07103016151292747
PTGS2,-0.015488228453273462,0.06408492215028515,0.02151027277075663,0.11485428389999894,0.0031383811717844282,-0.030034220908300727
XCL1,,-0.014300414004566605,0.11487359080660078,,,0.02967141048327086
CD58,0.004048010813839423,0.027136929542526757,0.004887312064611373,0.1552981099221916,0.03835606921017709,0.003056020699740554
TNFSF14,-0.018100460666040277,0.05205907160305754,,0.06376362044166049,-0.01920414786365072,0.042440459201709774
CNTN4,-0.014168982868538068,-0.033679518668902335,,0.009524393746496754,-0.0035096600777928823,-0.05200540577245014
INSL3,,,,,-0.02135740753680916,
BTLA,,-0.014908657659117036,,,,
MFNG,0.056996119159354194,0.0025330520727063948,0.01715382041554796,-0.027390591156654442,0.02022578160428923,0.02243264148015914
ICAM1,-0.04838888701625702,0.037068901369239515,0.021129214058699997,0.027368641878594096,0.005503386633714029,0.01712520527367196
PROS1,0.005844171468961881,-0.03157383843352034,0.030000812952932374,0.061226032763394084,0.013359126656221411,-0.004647136670518208
CLCF1,-0.019122564368771137,0.060402217834920884,-0.007899905792976617,0.007515586876003506,0.027220248232025263,0.06142878172844457
PSAP,-0.018801913180311755,-0.0030129145194347723,-0.040191636383571205,0.035479278977118986,0.01871344816912819,-0.010673359080919455
EFEMP1,0.027274336666994504,0.031171309128640884,-0.02035059843741995,0.06463015839225016,0.04147499741560925,-0.011663553414361632
C1QTNF1,0.021354144762066728,-0.0036552786528088023,-0.007952821789144707,0.0015268766234526941,0.023100848252339254,0.015544187454243718
ALB,-0.0096807357740493,0.0077384620852605545,-0.012809469363845818,0.039361174074941,-0.031658910013967034,0.012030109790664491
CCL13,,,0.03765288310844494,,-0.014255834160726762,
EFNA3,0.042822270181809195,0.003004489248866449,-0.05134758245666446,0.019035464456249953,-0.052397832768587144,-0.010223851556424697
DRAXIN,0.02666960854676895,-0.024280713278351452,-0.0202063147130012,-0.03392039505993333,-0.0426690563513851,-0.011230782544185367
NPTX2,-0.023428354913445387,0.0327985549829082,-0.01634044590306842,0.05574078693169481,0.10079971950552392,0.03311112685820148
FGF11,0.04540346745578581,-0.018462648939243806,-0.03349818228840941,0.008614699449338008,-0.03406813371453703,0.010998906731215704
CD59,-0.06271552759173335,0.020448229229148386,0.05144234199519551,-0.021670466271131762,0.07403463389713383,-0.010755385790948282
COL9A2,-0.04496465562962901,-0.0654417762555001,0.04466422691580588,0.06215364890394957,-0.0136047118745504,-0.004218109254816976
DLL3,0.031216504938184658,-0.015665991751733954,-0.016414305570029042,0.001397891868803976,-0.10866583767648008,0.018254058333182308
FGF5,,,-0.03090394495201627,,,-0.01587804684418728
LIN7C,-0.02563959572748458,-0.009830331817624658,-0.02175208930396034,0.04826547073712178,-0.0885629844084301,0.04614273584235841
GDF7,-0.0152043268661382,,,,,0.04506742539360028
PSPN,0.018889086412482946,-0.037597222370841364,-0.0065827314933639336,-0.0038105508874522543,0.06633417017448527,0.01075101883263879
ANGPT1,-0.039366652511971814,-0.021806848287198092,-0.00044066307663346763,0.049335696825918235,0.04454758163624978,-0.05737380250080884
PNOC,-0.031817917592388834,-0.06413342187612381,-0.012809469363845818,,,-0.045142239248042455
L1CAM,0.00027739230673724097,-0.0009764689511138718,9.212889897977983e-05,-0.0273598238884105,-0.06868409619523733,-0.09327724390840385
APOA1,-0.021055951568681508,-0.04169549426895567,0.03182731244820486,0.13098790860812123,-0.05307826395611937,-0.012079366505132335
PSEN1,-0.037771277696766636,-0.05153967749968036,-0.016283338337959245,0.06310029361360324,0.0009881607234418143,-0.0038897956309226042
CALM2,-0.049461420635713724,-0.0005718255644770573,0.02794543121462945,0.08647120847576065,0.0459342699001157,-0.08912030698528384
CLEC2B,0.027880861208858496,0.09616350577257794,-0.0003716769783874395,0.04198878331279627,0.08315317639792416,0.08986776355921157
NTNG1,0.01491425139277458,-0.01592017930443915,-0.020991021798853926,0.06613853821254337,-0.013422437999446842,-0.009523039364647441
LRIG1,-0.059216901303198476,-0.09329452053833928,-0.0073031862034049645,0.015864538920469275,-0.023264339649409594,-0.064647889472717
CPAMD8,,0.023233259758132025,,0.01664658266688437,,-0.02032456268560733
GHRL,-0.0192850466113643,-0.03074971935620865,,-0.0416098242639272,,0.09498339603299745
NPY,-0.03147522607478946,-0.031220983853263957,,-0.03606513184576362,-0.02409574925149699,-0.09443705314339064
MMP2,0.03287228483158269,-0.0032871100653943316,-0.056950351938004504,0.033321023625381925,0.020030517115411206,0.12692343143497195
PPY,,,-0.011848187957603633,,0.0016593816663510073,-0.007830410335572463
ALKAL2,-0.012203963390808785,,-0.017644126290546628,0.02553203461843312,0.019429031728526006,-0.05498645228228868
CSF1,-0.037052282299782115,0.0005884945517884251,0.032871250845676124,0.07032402883017885,0.014059014128073765,0.06938347007705678
SEMA4C,-0.01343516739993916,-0.020656666884610705,0.03155593620554232,0.017973579251148435,-0.005381468946042845,0.033076109529396616
ICAM2,0.05039971855957055,0.06240812922853239,0.010070501530435236,0.030229238421487715,0.04815113239272259,0.057165956293476386
SYTL3,0.0038408569894778904,0.03103123683148368,-0.0019612344136070727,-0.01009047296358752,0.037355061528852075,0.0739603121956006
IL1A,0.015454664059267653,0.029980556026316003,,0.037264535134826096,0.016805929006928295,0.029744808802673925
HLA-G,,,,,-0.031445673468448426,
PGF,-0.004720915903820501,-0.05342557411644016,0.0018378422885034257,0.020794826566981686,0.09683790576024524,-0.012541664720614071
LGALS8,-0.023456196009073928,-0.004786159049829902,-0.0323398097458041,-0.07247220860367504,-0.017345864864511555,-0.024496393493777142
DKK3,-0.06160448623943594,-0.043982453589055434,0.042545250325531275,-0.03235467981915073,0.029849856275159924,-0.07094308811399817
COL16A1,-0.05299711681606224,-0.040086776687134285,0.049143426976762036,-0.07773830072504856,0.014539965235463968,0.08527051631261989
TPH1,,0.1491400105240617,,,-0.006981540027678058,0.06415555820023341
TNC,0.010975535739093415,0.0484759832805838,-0.053126959652035684,0.05321492306035304,0.041936219443620054,-0.04434514776816722
TNFSF9,-0.02040780898739648,-0.012205264077702624,0.0388785661196353,,-0.03503715478702498,-0.011493186602416149
C4A,0.04190491452406538,,-0.014050447715611881,,-0.015871246009543764,
CNTN2,-0.021025961107083598,-0.06313884338840824,-0.014877182556999706,0.01394729895763865,-0.0020333621680418226,-0.07338265386937803
F7,,,0.22391760112063175,,-0.019996853625618503,-0.025122308035949767
LUM,-0.017731186040467653,0.06835861992407186,-0.049018004863462236,-0.020915640234145674,0.09621558009741597,0.02900811970124539
BTC,-0.018819272163280568,0.08032668088665745,,,-0.014467020582847061,-0.009484736959694953
APOC1,0.09711657521940427,0.013956257984056688,0.04335099496043246,0.05102480822564075,0.01447465006231051,0.08009368831195503
PKM,0.024123030773382056,0.049218752313600435,-0.04709764653309658,0.024461797892580264,-0.02766757749704555,-0.043625968897226856
TNF,-0.026703740099751794,0.004420115645530192,0.06487934361192545,-0.0367748072658965,-0.014041671339853023,-0.019552484029580253
GNAS,-0.0119533889877102,-0.07575032408624613,-0.04449958968618143,-0.012769240360783312,-0.027831499373230404,-0.028804949671377044
BMP8B,-0.013683674364664668,-0.00039653941222651893,0.026478571828686636,-0.00802449712897647,-0.0010311898505671218,-0.0034553116190319364
LIPH,,,,,-0.014255839403675778,-0.031177837228355935
CCL28,,,,,,0.04056391288515914
PTPN11,0.009607737853034039,-0.039439900501759814,0.0347495815285184,-0.015178932933171803,-0.051805586619051984,0.00038154384137100924
ADAM12,-0.014321188269920628,0.07191959625532117,-0.007550834070352477,0.014315067183672384,0.09607372129844104,0.03646781864361599
EPO,,0.11398571750968732,-0.011646865465286298,,-0.015482205668406145,
EDN3,-0.043936295753779726,0.05563283589450284,,,0.012735996709440485,0.10007670302453439
CCL22,0.0893040607287609,,,,-0.017522522221814045,
CCL2,0.03805590070367942,0.04342129494652934,-0.02847548607013169,0.07362144630796387,0.005768245609352386,0.0006077535390338215
DSCAM,0.006960855018189882,0.013257305288846997,0.07398758828686457,0.0003761406810902551,-0.026211382050632344,-0.007780962449079556
ANG,-0.04030325610304286,-0.006605917678900984,0.004151509631457004,-0.05715302698118942,-0.04506545398903031,0.006109817164402739
FBLN2,-0.00482399838727293,0.03928580711705222,0.0037568076515676735,0.05058886746723789,0.08223085627065257,0.13857223923217435
VTN,,-0.0192822275305122,,0.08932462030889166,0.007052258623467802,-0.03169491186734813
VEGFA,-0.0064816096239465335,-0.004509430891845353,-0.07031013721562204,0.023744284404267183,-0.06903579287798409,0.020728238081933664
F10,-0.01735477703683394,0.002500362940704321,0.07080214328940282,-0.028411605877311775,,0.11150906029711352
SERPINA1,0.011384383190969492,0.10985601200962673,-0.021686417033009223,0.02564894843290274,0.048481521945759845,0.027868008162768174
VWF,-0.017046394869446615,0.034190659262756495,0.02866844868495892,0.008333220872772657,0.07329519627761928,0.0002943816956447721
GDNF,,,0.011778565642003429,,-0.03903255305303649,
VASP,0.002242094271037593,0.023592779906923152,-0.013649543062592428,0.0239940113656999,0.06824018498368255,0.01647338813693733
ADAM15,0.008809521025927554,0.0018779894344360616,-0.013994502165133739,0.04156666858843445,0.02186677005887414,-0.011035166909864638
WNT2,,-0.015494276994430872,,,-0.019204139160552705,0.03583274792365429
CALCB,0.06810304593455008,-0.023290942251212036,,,-0.016807134297895272,0.07759991336729384
OLFM2,-0.01913880929123101,-0.03286730046317906,0.02041912675921417,0.04699672837307798,-0.07911383572781547,-0.05161881109675024
MFAP2,-0.010741418123680277,-0.006521012780580792,0.007342553578775746,0.057907211377252896,-0.037542507090114266,0.05503471216177699
HLA-C,-0.01605008521703893,0.09022652709701974,0.026218513148630912,0.10783528422012195,0.05999132547869985,0.06530963839124633
THBS1,0.002840518496957142,0.08450376883268479,0.02916196665477168,0.0781088722286796,0.052892608699638334,0.08021830384208796
HSPA4,0.01172620500358925,-0.008498735759221547,0.04436764561878612,0.00015463359096927178,0.0032715026191618398,-0.10557804469228164
LMAN1,0.03155353463226881,0.03208621056971639,0.030403999763219374,0.014299700202378468,0.00816124846937604,0.014737770090721237
LYPD3,-0.014015224865124604,-0.019282229189586098,0.02224841483845948,0.04882470729171053,0.05118335206521066,0.11339911525351655
APOE,0.03556836501912476,-0.029022043911839542,0.02034746842904389,-0.04809667532307732,-0.06304781382092627,0.010302902286511893
SOSTDC1,,-0.024072447787759525,,,-0.0319767570321546,-0.010722880248941148
ANXA1,-0.013298783015826036,0.06699778934339526,0.026964567080953728,0.04303003744756216,0.037782862948707335,0.04707787218899612
WNT2B,-0.019740966971285516,-0.0005087258074757969,-0.0200274604576188,-0.008174798378110441,-0.018953041832893085,0.05957215148398973
AMH,-0.018819274142988698,-0.023943737964146422,-0.028593657787510444,,0.0071309184458687724,-0.03653660358152983
GDF10,-0.01576735722157294,-0.02653320410676103,,0.10959967353604695,-0.02387365227020554,0.07892466852652993
