,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DKK3,-0.10041554866851264,0.07470563260491318,-0.1320469225194371,0.031140241568401134,-0.03415322103835364,0.08120626248924662,0.04581446484484573,-0.003386868140251036,-0.0629747890972883,-0.021381979308152464,0.13019652371121362,-0.13773290735497612
COL11A1,0.10728650086662192,0.033246012685816964,-0.024506187824073284,0.06719226133250883,0.03460186228651119,0.07956266407244413,,0.032731815496872374,0.09804793237558196,0.10427392527165083,0.08128381920793865,0.10206205882765793
COL5A1,0.0010673453854803292,-0.0572994264258198,0.08301627093254853,-0.006913904288413791,0.029131382657662956,-0.17904967928144386,-0.016785088257622503,0.03902509233389882,0.17766914992266658,0.1620117966360207,-0.1796081877264929,-0.07073883800074963
KISS1,0.00341428839713005,-0.010664728961903389,,,,,,,0.05052125585659899,-0.020748664965055716,,
MEGF10,0.06185630496971205,0.04230798715804924,0.003065485587741821,0.00136259294087106,0.04933700659665873,0.04961135232195927,0.03081785265606429,0.03927682027566953,-0.08416403566862289,-0.020676288487689775,0.28254660956754724,0.10583018615626051
CEACAM1,-0.0362152228444201,0.04663444614320849,0.07998476842473505,-0.03388131831924024,,,-0.02874947063304206,-0.04463911514686405,-0.020080485851870986,-0.0005898088372297531,0.04606624836517695,
EFEMP2,-0.046011403969080225,-0.005901510366329714,0.13432433950290426,-0.008695088472201911,-0.0617697760562255,0.04025678260803027,0.09515352725358665,-0.006688333999889714,0.09261124523307925,0.1129597307384372,-0.012637593117393106,0.05672128326036529
IGF1,0.057452241391686316,0.043831030606767095,-0.044159358360740676,0.04035871153295442,-0.01077048594434084,0.07564620950500778,0.012886210219284582,-0.0011618182802915695,-0.06457498320838949,-0.03407936271439614,0.06071059873188047,-0.012432626972412625
COL6A3,0.0632425140870619,-0.07997877615877437,-0.04309257192182033,-0.03575752831287369,-0.010342534791712026,-0.19969733312087584,-0.04034392043855506,0.03737833708188353,0.16014157796105663,0.12878095166078438,-0.16474715660528763,-0.07272722774721097
RLN2,0.008099986618527275,-0.018826719836591087,-0.010965435975259126,-0.010360372847264569,-0.028736415902719706,,,,-0.015482202976561684,,0.04220197024999854,0.09106182266275831
WIF1,,,-0.13771423744648018,-0.025288840065908452,-0.016249025675231916,,,,,,,-0.0008551810118990163
IL13,,,0.02337862088944062,,,,,,,,,
PLAU,0.02325283362424568,0.0018579310600924635,0.18687803218865084,-0.05835563653877864,0.01457850030010441,0.026320469147907637,0.07901012583332233,0.047490508406123504,0.0134304534845912,-0.05188336326846999,-0.0687697873525738,0.041724755409998524
CXCL12,0.021379447899198704,0.031157094818974173,-0.049638955881331326,-0.04861696845145228,0.04554945219771605,-0.03182821961683655,0.07963944023241275,-0.08171657048659342,-0.05618026614891399,0.07775055624483877,-0.059178326195854135,-0.07599840452720427
MMP9,-0.03294267411068477,-0.051192500945286164,0.19629443720119477,-0.0229939033277937,,0.04980047702112651,-0.04387619969716824,0.09623949545223419,0.1410954960922175,0.19732362008188403,-0.16820580593927711,-0.051561501662205696
TNFSF14,-0.01921312840952309,0.014309859654903154,0.00028622297549538535,-0.025916845150578065,0.05700885393437382,,,0.020061462525348905,-0.0008404397956650418,-0.021897446408303007,-0.035727143745981314,0.08802935530672672
HBEGF,-0.0074472406714187,0.029908570059111017,0.027241770301647476,-0.08946572067919709,-0.03833652577049534,0.07842825235289641,0.09051931302984974,0.05579149008032377,0.038354134424906844,-9.196399202589105e-05,-0.138995798990331,0.01836436142363196
NUCB2,0.004823211862648572,0.0541178280444101,0.06219036555967153,-0.0025983480773188604,0.026040162150712778,-0.0067502120281987795,0.06504390914580771,0.060690517190680714,-0.02649916025257321,-0.032353218070944705,-0.014722470112918173,-0.0903731653668674
VCAN,0.10201879017686813,0.07557863433810988,0.1513799797444283,-0.03753295668312525,0.011930148381415564,0.0683300360154426,0.05461491695333159,-0.019610512856318013,-0.12655494367457165,-0.11987666320624739,-0.1679529721518782,-0.00768117061929884
VEGFC,0.00014907111787839096,-0.02757024871133857,0.03639545565342745,-0.04040598366085074,0.0020179774688614373,-0.009045061732420413,-0.006069259147017032,0.19137404914967301,0.06978723584799498,0.20092785992565945,-0.024255939163325614,0.05835323207579658
LMAN1,-0.02834081898585488,0.02060387858335284,0.13510336366514197,-0.010787559451604214,0.037412539235682954,-0.011395578033438424,-0.10122284064177182,0.04972298056070182,0.03658625434920268,0.14976531458202308,-0.10116020603623292,-0.07625200572096788
IRAK4,-0.009094595063388155,0.008481089612119226,0.10527806036444669,-0.012789663108376075,0.01566316706265117,0.05553858642048477,0.0543103172437738,0.09729420610618122,-0.01757860526354184,-0.03013660273563418,0.14082129775675584,0.13698011378007582
MICB,0.031184262854245033,-0.03436460624530958,0.10371908753391108,-0.08787020035989711,0.026208819486563607,0.05185789116799978,-0.08079717226174253,0.05023664079015696,-0.007224810367792751,-0.030229022218991455,0.08922635512303756,0.0028027823258731546
COL1A2,-0.07076073835977086,-0.04306995402492857,0.1467027141979616,-0.02668645309631463,-0.02510473001028494,-0.17130114802527882,0.052533288712088275,0.048803141135365505,0.1525471557053353,0.11331031914596577,-0.24108351950879892,-0.11760034320908014
ICOSLG,-0.01086372770969349,0.05784867082506522,0.1115895426384763,-0.03712443707819513,-0.027177910853372067,-0.01650623112076604,-0.03200064451725472,0.03962722836784318,0.005812382890523513,-0.006966244370990288,0.05443535259926512,0.0036095082082365586
GNAS,-0.04686804703862616,0.021908326187818995,-0.1427699483167884,0.06988545964844206,-0.009459901364341368,-0.15078586721316883,0.10513234380009337,-0.06899530477206092,-0.016126169685057406,-0.003557829910233359,0.07966743951519048,-0.06893840869437433
C4B,-0.021642942105810567,-0.025315625554606223,,0.007340809068171464,,0.0060472627017425775,,,,,0.03246687295098189,
COL2A1,,,0.054275083811359204,,,,,,0.0819576171022768,0.09448737784637896,0.036577623265728026,0.029258434409412365
GSTM2,0.028995622259762533,0.00991538969167631,0.0634361768154512,-0.004743828964129324,-0.04232718306847867,0.019348168851275358,0.01962427269763527,-0.04249358242506528,0.0723041762975941,0.008056022943470383,0.11395382142528752,0.0433799791011921
NLGN1,0.04646136744767266,0.016134146582929523,0.13341960650160453,-0.036908698969115035,0.02130541920764907,0.11349554626721263,0.012407175282065783,0.02168624281573808,-0.10149909417186485,-0.05055995144367649,0.1109354420592934,0.07134079510448813
SCGB3A2,,,,,,,,,-0.019320164203846343,0.023279470439550348,-0.005783207769148492,-0.021989986906455795
LEFTY2,-0.017810677817785,-0.044300492392148956,0.2103699101142962,0.017656739236158694,-0.015702762912375486,-0.0018935387255233473,,-0.042126045235971035,0.08065668645878436,-0.02214457961618201,0.028877721195598755,-0.04222867656677064
ACE,0.08645835849988683,-0.06586926392483487,0.1534959457574935,0.008060647410111489,-0.021080396380219,-0.02399651547108583,0.022946483296803856,0.03392047600458053,-0.04478252284992799,-0.10322625166359772,-0.03754268849946353,-0.1086736340945389
RPH3A,0.021548879141644838,0.03371167596050787,-0.11831147682675419,-0.011847530577632916,-0.036697515358182456,,,0.027294801372477587,-0.021063292174466116,-0.049140385538776386,0.0868162211419683,-0.0674985349642758
NCAM1,-0.04000059412032106,0.03549440152672042,-0.055100310126062486,0.018184194761031974,0.005967490592222799,0.08282992006681396,0.03965121363536427,0.013310960572985834,-0.11105764446336182,-0.136967826955967,0.15136857930077172,-0.0541937949361743
GIP,,,,,,-0.032304056514885555,,,,,,
EFNB2,0.09962329633356179,0.01718386707946088,0.09559105124767579,0.001581030050081306,0.010233634851421205,0.0946750711673424,0.00572839667538014,-0.0590522439576568,0.04455485363357882,0.013844326345840935,-0.026689813369957682,-0.03803167365518075
ICAM5,-0.0324952066032718,0.05651612273166163,-0.05782431710505978,-0.006849629032406405,0.004633369074073469,-0.023388267596469114,,,-0.02274689371410429,0.0854718484491989,0.04480000047233499,-0.04719568811672691
CCL5,-0.0011652533989734166,0.0040617561731139664,0.16582348251948623,0.0015213443389912077,0.01265436886952329,0.029508947664709104,-0.04757484938782067,-0.0042945356029645415,-0.018387820305724206,0.03368856153527591,0.07395694774264894,-0.060633247682808374
PSPN,0.03502560188494094,-0.050335667375908846,0.04085030876214323,-0.020309793062796243,-0.03581862208380055,0.003968682848693787,0.05469337007610456,0.04552043834005857,0.07397981236369902,0.012847581639511682,0.13102835770833465,0.03363694381086309
PENK,-0.0002432134730433119,0.0011569442867405107,-0.10156193685532583,0.01009135129662047,0.004157215259448863,,,,,,-0.019225028521309414,0.04520929598739523
EGF,0.04551869994362162,0.046474686936134046,0.12227015060899217,-0.027364150917922277,-0.024924397346406994,0.04102525810733029,0.02369688835093482,0.09103690885792791,-0.018929546586465746,-0.02026356457409918,0.12556474790438119,0.08092302729379261
SERPINC1,,,,0.03413968125550834,,,,,,-0.020263566186110415,,
UTS2B,-0.03964114837954384,0.07448037219174986,,-0.025288840065908452,0.008053792618170436,,0.20324049288570642,,,,0.07478454723472502,
F10,-0.0318944832663117,,0.10475022172598818,-0.0032752686026982013,0.033508283574997515,0.05682878362054374,-0.028749500103727843,,,-0.0281790620511659,0.023405426070814597,0.010550187753554936
FN1,0.020018762406035392,-0.06435318053244456,0.17936862370630294,-0.016661153074962243,-0.006192503650640303,-0.18359183437216114,0.009005933726321285,0.0741649352294547,0.16111263970140016,0.17578719832472944,-0.2518924440339876,-0.14547029108350903
FGF2,-0.05287223923913329,0.04757450851298314,0.12009119879825841,-0.018659386794920168,0.08986734822209798,0.10351336862341082,0.019588858513755573,0.06717493826962614,0.06325830095501894,0.0520742766102881,0.04430516518521434,0.004950758474595876
GDF9,0.0240486977000343,-0.029661270170878284,0.1252246556226418,-0.020205289725060346,-0.024924397213748416,-0.010386688918356224,-0.023517658558061042,0.17005912446287624,0.024896750672051583,-0.01546548742473948,0.1776424669404879,-0.015704262987436098
CSF1,-0.026573883800542895,0.004227505496303628,0.06877666694572503,-0.049565740183131236,-0.039795676104565046,0.13093529057269382,0.04384571447202346,0.16882355464150167,0.04101736087543194,0.0626308311598777,0.03668322224893613,0.13651151459719005
GZMB,-0.0017516814164798451,0.01408379660765534,,0.03164575114373648,-0.01816736047241556,0.05217980562243827,,,0.04925093596948203,0.03757779370522657,-0.02779646169558316,0.005264200372163696
WNT11,,0.02206391205709558,-0.03365474260309883,,-0.00802850726011484,-0.0038802829540746935,,,-0.045229970200556364,-0.0011317797892518501,0.01979463470856832,0.022428024518697888
GDNF,,-0.01848224137923009,,,,-0.04413670929236402,-0.04193656790511396,-0.006681935395941444,0.03676880497746389,0.03850214061486696,,
FASLG,,,,,,,,,,,-0.027065139015513544,
SHBG,0.015500359422549861,0.05910954632654126,0.03029303767481028,-0.020928867279773812,-0.02807929890995837,,-0.05700216719046421,0.006949729725295105,0.13284787485936814,0.04835367326859081,0.029605087263617314,0.13164777041672535
EFNA5,-0.043553814025083,0.0481129290128394,-0.0753392053075784,0.07815651707854246,-0.00567562211597043,0.05101725545524803,-0.008909401852388215,0.10439679175728193,0.10096496376657464,0.03186971693949324,0.1638278450826469,0.05241209024068673
THBS1,0.025679046095365955,0.06574629178431594,0.07022623571829326,-0.05848257633620712,-0.018491299890813745,0.10771481859623229,0.040169726933185386,0.047505363504521565,-0.004853268226078603,-0.046152207099810764,-0.26253038379870697,-0.0966328006184323
PODXL,0.07259713947221398,-0.04198581256268413,0.1848058301033215,0.03917813443603547,-0.019693359506035756,-0.0007421066985124288,-0.032375153103444236,0.05546757061250729,-0.03282889296784581,-0.060035060685684385,-0.04821600335018207,-0.017195182146316202
LCN2,,0.0036063958544009156,,,,,,,-0.007050583468253024,0.17440674310068238,,
C5,0.012522455429313777,-2.3553337938634952e-06,0.12751387911762085,0.04805640234904937,-0.004627108722027058,0.007230631798581812,-0.019905641592695315,0.05474773203704961,-0.051799096976803134,0.042385471160894965,0.08145551304758088,0.004847814757826607
DLK1,,0.0919543709512146,,0.059275518460272236,,0.0012126063513532132,,,,,,0.02814824953242057
CXCL5,0.004934458126616861,-0.014405434371789606,0.002647736009410088,0.045415599905155125,-0.045028849944879636,0.0849872791307834,,,0.15987077780720704,0.19002127144832873,0.01996205979476151,0.04773682764085618
BCAN,0.1029152759943986,-0.02073750400339942,0.21347308269477566,0.05339588970399961,0.026609345741336762,0.009268764027605608,0.122754571275374,-0.0005638250990465329,-0.11919372637345214,-0.14228869531530347,0.2686774747953439,0.14193271857298312
RELN,-0.013530767498528213,-0.027205911521197307,-0.06236464052215481,0.016771938453800435,-0.03107412701225403,,-0.025474197993231494,,,,,-0.02299483620351562
COL4A3,0.050972745766971986,-0.034136524463378067,,-0.005565156053470092,0.019579756334413678,,,,,0.05659883550851655,0.05183794603935474,0.08202834276232361
GNB3,0.1010292097127783,-0.013420195451269374,0.11173038585610119,0.02560332837449082,0.02492689124812273,0.010197495474555434,0.0154352748128261,-0.00887392495475584,0.017603110002390676,-0.04994085671223861,0.09962009199531364,0.0031297896791709075
PYY,,,,-0.031060217038812975,,-0.02304742073005696,,,0.056765270697162536,0.009033156198524756,0.056776884501518424,-0.053909248749696374
MSTN,0.06324792171194421,-0.041397983099663464,0.15013964716150816,-0.013367505640123078,-0.016540213487093954,,0.07183503459386133,0.038159459398310225,-0.02187603420396731,-0.03035649613293695,0.1450028649754012,0.05838010899003109
COL18A1,0.0380474902335688,-0.008752831004358376,0.12898931082065485,-0.06197434458125468,-0.020950338568274798,0.03926170068566494,0.010481617044695475,-0.007025496136702295,0.15829685379234448,0.17466371227931624,-0.18471852591523238,-0.061485832539558
FABP5,-0.036124246037718626,0.010508550200369917,0.11190675295044172,-0.03837639415266453,0.03507292319229542,0.04431877668354791,-0.0030901423490178894,0.05273427829932211,-0.1833515107450712,-0.1696141135554558,0.08868936001818706,0.11133005401736347
TGFB3,0.01655140707191377,-0.006405253989184071,0.022569085802888737,-0.002617470138785181,-0.02000515658057466,-0.04101854950679077,0.030546473965299588,0.08082327980316217,0.01760807753259162,-0.004589241928228337,-0.1072797095719253,-0.03166299776338427
BSG,-0.056346236572529795,0.010910888552002503,0.04871195100753984,-0.03361671686451005,-0.019521593993615406,0.057133116231762385,0.024078894046218876,0.061116428072419945,0.09627336010652691,0.09635922444339458,0.01469197379209423,0.09438695271467082
TDGF1,,,,0.06630817983481566,-0.021365586994318633,,,,,,,
BMP8A,,,,,,,,,,,-0.05630280224295089,
S100A10,-0.0869728549066165,-0.04368190321901209,0.1824297270658715,-0.0496645798807144,0.046184690029788485,-0.09693553430952213,-0.13459013978114953,0.12264152764542609,0.03805392060218389,0.05279881366827072,0.007733072073607546,0.04616151626469721
PLAT,0.07873393637329601,0.042006078494703177,0.22425201667640574,-0.0419109925909892,-0.008635763399902423,0.014527875875235925,0.006601349188319929,0.05822171520074042,-0.08881596137273338,-0.15527366201954068,-0.04205816576586882,0.02415091464937934
SFTPD,0.012552489151492149,,,0.02634398188108722,0.027140713054757952,,0.008389288753666884,0.0011966145372310757,0.032040112501018306,0.022420139827134488,0.13358431380725258,0.02477704097348661
EPO,,-0.02272272679716123,,0.001510954767083174,,-0.021265525368722723,0.024512767099325792,-0.017998607507154818,-0.017070526912383418,-0.02346364528620997,-0.0010936159371157516,
FGF7,0.035102555136966654,-0.0072998034299924025,0.012281475485541947,-0.0039646910527989946,1.876973130855549e-05,0.023963179515052866,-0.02302361624369601,0.025243891640097802,-0.010144898739888919,-0.024108006276138044,0.11441953109802191,0.06779083364528077
CGN,-0.01627111129751634,-0.00965816568480253,0.07036852758373704,0.04767978886760326,0.01504196096364382,,-0.029262901795819064,0.05638996725565344,-0.014691898118888796,0.003259699260196549,0.028702830760294614,0.12728953066361914
FGF13,0.04868335671878945,0.022161886249999593,-0.11943261180027115,0.0011477473380301806,-0.039984240210399334,0.02483424471192017,,,-0.0695497303200798,-0.06340687843605833,-0.004692503503724354,-0.04435244584835184
CXCL13,0.009388313297517863,,,,,-0.015088957566075499,,,0.17005132760904604,0.15974249152333872,,0.056510734184626
ACTR2,0.0447376482055296,0.03106616429245263,0.034551430668674485,0.026984667842687177,-0.027019280397329794,-0.0076722455618541685,0.06563190583182821,-0.08643880939539038,0.08519634874178232,-0.034411468392137746,-0.1768082231868436,-0.1406067769192789
SLIT2,-0.04478117679274009,0.08407959204281468,-0.06289624459379344,0.02441255687500457,0.010150322187070234,-0.044262736580994576,0.15183719881763402,-0.0446390606056825,-0.06785455406926842,0.008123339727874563,-0.06723041542326862,0.049401721621872896
LAMA5,0.09788067864629507,-0.01082020096305963,0.09110177816326898,-0.010163850537708836,-0.013194589627989044,0.16732304754510424,-0.0056170605727119145,0.012020623391649983,0.15693996945620897,0.15101735854629586,-0.016030109401755494,0.06548519638076296
TIMP1,-0.008745466768839342,-0.009753455122635504,0.17559277353465133,-0.07099260003509365,0.046073615466765694,-0.04795457485451449,-0.07308189832235054,0.07905210340472592,0.17880973770512432,0.1912384988982544,-0.21666652801624586,-0.09360005435707769
PLTP,-0.03809688436214257,0.026564369230705227,0.1864223830323176,-0.03044027073934427,0.043896861411887,0.038051418321679076,0.0493688437017511,0.04741067155444757,-0.0063668303007445685,0.07295361411377377,0.09533564737551639,0.07673249208457508
TNFSF15,,-0.017225703282626126,,,,0.035023281966577585,0.06321859170592618,0.042274324303774716,-0.020815479989957766,,0.023440432325627193,-0.053581013541260825
PRND,,,-0.006803246722483885,,,0.012097108201974805,-0.039449751253700004,0.035257399669427786,,,-0.030146894492431794,
NPW,,0.02100653870159772,,0.005871412118012147,,-0.03102721218985437,0.016434731541608755,0.0779125570899945,0.036575163327949085,-0.015217390217367812,0.02083321794911064,0.09335461124509133
SHANK1,0.021580414699002688,-0.03067988426527943,-0.0293508641010683,-0.015525529921513752,0.02031570960443419,,,-0.028101287926293073,0.045477882032234504,-0.028179059092454075,0.050628286265672603,0.023428814308772455
PTHLH,0.022113909449493607,0.03184521481275063,-0.03852143159194047,0.048244213062146525,0.0012508422760375804,0.04786899634434578,0.017040615844988498,-0.0003928660639816605,-0.08485418424744536,0.06851770486586978,0.05086717602042972,-0.019132598742704822
SYK,0.011010018390254353,-0.01989339607180714,0.08165268361820906,0.0377026774852593,0.017815451582709172,0.029904491845564575,0.054622259846646766,-0.0511507204938117,-0.011579698007810245,-0.06686726411309146,-0.015759181291628316,-0.01568451014266137
CD160,-0.03796468817964184,,,,,,,,,,,
FARP2,0.0016653935176724167,0.07130234965522568,0.16149776805928676,-0.018094005576567835,-0.029033656980316163,-0.019972151600422504,0.024409527689712995,0.026541445534239663,0.024887536832808452,-0.019567923090901114,0.14416134033311556,0.09200100985666759
P4HB,-0.04938565054311839,-0.01972151862075586,0.11736909655113209,-0.07197191157290021,0.03979559654726135,-0.10561105191854492,-0.10344828937634891,-0.026488854459933153,0.16190877274827065,0.1648297406355569,-0.2098375825369604,-0.01257196574976877
TAC3,0.02714960386762136,-0.030679882292997344,-0.0970664398939189,0.03796689820706631,-0.053022330469913226,,,,-0.0374893293127838,0.021768482343887084,0.02352476071145464,0.010944784080442008
C1QA,0.00334635201311301,-0.021447744814973364,0.1230634445855504,-0.004029921187773219,-0.011981302919839256,0.14401764197106715,0.10838956913681118,-0.06596302488073165,-0.02267736064517956,-0.1569431658879352,-0.10434389976350972,-0.027349412412204777
EDN3,0.016862873712434796,-0.02828663649734928,-0.010895807097090404,-0.02808830641997491,-0.004121938020290023,,,0.039708159458476444,0.01911612706291692,0.06916892259694979,0.10738065634277644,-0.00614736021048181
AANAT,,-0.015673629926787978,0.08051546117017096,-0.009531348795807162,0.05027525980988278,,,-0.03296466274306028,-0.018731438675635,-0.02591761995278268,0.010155680861662767,-0.03222767979080411
GDF15,-0.04040042245425217,-0.04755402687043563,0.2310867654584614,-0.08503571924866782,,0.07402248637391351,-0.032137416083595306,0.027512341559547814,0.12089629585675458,0.162320900943273,-0.03030690899256525,0.046843478599225975
LRPAP1,-0.005419080461099319,0.026518511103139464,0.08352601841303348,0.01615902835740903,0.004799429353975039,-0.010366500707438468,-0.09985343053496619,0.04443863483437967,-0.03438764833033109,-0.09683318276756014,0.08509009352181922,0.025039438664026515
LAMA3,-0.007422387293733751,-0.027570248520078854,-0.02488216007119157,-0.02473763862087382,0.005329504294081163,-0.031938906211051624,-0.06783601321599031,0.1387644760562543,,-0.018472293458359962,0.00912987302031262,-0.015476034072115457
VCL,-0.0460330068927417,0.006773270141339602,0.018726626355306437,0.0015640646441869705,0.033032163776032346,-0.06318640142798458,0.03871615884521016,-0.024443570830854137,0.07872550715110345,0.08109242432334685,-0.17149195550870028,-0.10590558269702306
COL5A2,0.06481053305042,-0.006548859338891163,0.19011532656061317,-0.05886136528939631,0.0037307171800808046,-0.17681596685819687,-0.04901054023153446,0.13602037086229984,0.12358144246836514,0.1071570314971193,-0.1726311815318018,-0.07859421169940979
DKK1,,,-0.036501214849165846,-0.03463117652905544,0.07487717919921916,,-0.03834480223824193,0.02940587850919945,0.009945218566093563,0.12473239244554112,-0.054194507602767006,0.04292100558246643
COMP,,,,,,-0.014301631501822929,,,,,0.050115912171207984,
POMC,0.002506604096675244,0.0639442685243185,-0.0028091465986954905,-0.011514790750209069,-0.03722873443904955,-0.03121830245857673,-0.0360908753982479,-0.04538551517223045,-0.005958774788496231,-0.009125468511637714,0.027757950584595268,0.06381000771090412
CCL13,,,,,,0.07100531092446509,,,0.1201304614721963,,,
CD34,0.060170178600523816,-0.025922236540913766,0.11279213911145623,0.061177306575766144,-0.031764353404179206,0.047155952665660215,0.043155226926360264,0.026502496141604586,-0.025103423133957557,-0.004461984531668295,-0.06155255289052394,0.01519063709993905
SPON2,0.044334703508648536,0.011016674674570383,0.09065611768534902,7.847330654692559e-06,-0.0309137143530979,0.004841040150846482,0.06486912757991098,-0.006677003822431956,0.07735135181475218,0.047123409173714284,-0.078334230882386,-0.05962565107553061
THPO,,0.013297991372707704,-0.035959736228245165,-0.022200330803091032,-0.017666651967869956,,-0.030603757306150867,0.09542797450054337,,,0.10290618472545422,0.0585738010078978
SFRP1,0.0727752967212601,-0.019826457267054756,0.026962143145106244,-0.016775406995596407,-0.020351397829103977,0.01654750487249703,0.06828441275687244,0.019814104790922122,0.013076671425110332,0.009262874577180884,0.01565340527475061,0.0395258200786151
ARPC5,0.010215690380872153,-0.051066384931052214,0.02333913954049394,0.002307703855273545,-0.052775690523880724,0.14035589954308408,-0.0231108947445598,0.04027383703484276,-0.06731400241980959,0.04612770884200769,-0.11840569993561437,-0.05855210725486101
VEGFB,-0.014176671760612892,-0.0685339417779911,0.114455450841573,-0.04534883354463854,-0.0344966433192678,-0.14237381824943154,-0.06022202482190458,-0.07187921283695639,0.058357451907567554,0.04145421886683541,0.13133660218735005,0.06885380542969265
GDF6,,-0.021090658468592347,0.034295848452890645,,,,,,0.016771491250912752,0.08660269382568807,,
LAMA4,0.07430047303981353,-0.04602228185251348,0.23186558798200455,0.0016761992386877212,0.04853382557248657,0.006404486972587699,0.014868400874810221,0.018961018215223925,0.02655457485798019,0.11694271775733578,-0.10429368352105564,-0.06212923606725261
NPPC,,0.007174401552356889,-0.013735606932608821,0.024743155703119094,0.00894131766116262,,-0.005393586897183945,-0.02107845083659151,-0.03187419185300643,-0.0071666309885853995,,0.01959540839833967
HAS2,0.10871707417022972,-0.037206890641194555,0.08602247492537311,0.005249016935576023,0.031198641601231765,-0.022836793488727834,-0.031458647298146576,0.006493005485489419,0.030660078802350922,-0.031005499456539652,-0.025197636301416197,0.03257607742790166
JAM3,0.029571017107733317,0.0375846584397673,0.17899994166820984,-0.05956617103655484,0.008910552444715055,0.011866069830240364,-0.05246558944527012,-0.11420856721822804,0.020354567204454308,0.009995651379634691,-0.08923186796715198,-0.01335750358426598
MEPE,,0.008959175553664002,-0.05437016856903968,0.01008012290710188,-0.03675822704256059,,,,0.03252629001907595,-0.033399441253635205,0.02969421848632845,-0.05284992869630293
ALB,-0.025191659775837205,-0.013783211975078263,-0.04282469886028287,-0.03106021624375216,-0.017835022129996707,-0.0060920802098273705,-0.04088552500023717,-0.008364562919148447,-0.021498282398511218,-0.04589137554160771,-0.02594777151030886,0.06066169048641455
SAA1,,-0.021518667456840987,0.06284185843949196,-0.04523655786252718,-0.017496755504074528,0.0721717505312825,-0.045952406937134795,0.10252362962062815,0.08909534583607415,0.07903124127292235,-0.024185474331661502,-0.09807814917492681
SFRP2,,-0.018307721821800627,-0.031810332781933445,-0.036618646859169685,0.01016935912071578,0.07123383092765774,,0.03219252143124579,0.018399283362059055,-0.04061236442995816,0.1047158005271435,-0.03570395183649888
CHAD,,,,,-0.01697745141693646,,,,-0.03895742912548092,-0.048424164479389846,,
CXCL8,-0.006415465355089847,-0.01326963203570076,0.07370337669270291,-0.025448844837629818,-0.013901599222532951,0.09296848437976242,-0.010934250844245146,-0.0018410334813115056,0.15343861855521176,0.18508824640051424,-0.003325092310031876,-0.06449812860266417
