,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH916bulk
CCL7,-0.021891747105908275,-0.01893110561317934,,,,,,-0.06419648336169022
NGF,0.04620675533666665,0.051202320985952766,-0.011272248680507052,,0.0667618364598041,,,-0.014529145232535325
TNFSF15,-0.024377531114064176,0.08851362560827669,0.051734963504179075,,-0.024560072598306726,0.04771799299125471,,-0.06572023724896517
HMGB1,-0.009400542365071268,0.030155316414516294,0.07694162166896756,0.07376156648078946,0.1290452402981446,-0.10182690888731423,-0.26089634125201927,0.09251712192093065
ITGB3BP,-0.005647336382635752,-0.01673978519806605,0.00968250589014866,-0.022968326501038215,0.06793544460044267,0.09915436415300795,-0.13248454990757977,-0.08216975301533129
AANAT,0.004267646012544793,-0.012629728514582612,,-0.040706713705639774,,,0.02768904618706284,-0.057125134865078836
RELN,0.0809217193092394,0.11318971527086454,0.07747110182409489,0.08955353931332144,,,,0.10875901682058496
IL15,0.012283253491215635,-0.017593124574454975,0.07431686023172641,-0.033628657361611615,-0.0015038422409419689,0.04120044139216689,-0.011424630331842704,-0.024647478641871397
UTS2,,,,,,0.09513814685556841,0.06828480450039956,
BSG,-0.0017734547311733363,0.011244119904073807,-0.030363940987825033,-0.07153375283177743,-0.037934112216567055,0.30691660147677974,0.3912026619963928,-0.0016396088883832852
ADAMTS3,0.0006755632261968543,-0.02835802832276423,0.007940580784968941,-0.04938800740924357,-0.048185747868797944,0.3453270666301396,-0.06706163395613875,-0.06847893466892253
CD34,-0.05433727958650965,0.019031521496445433,0.1306220780555735,0.020711761456475564,0.010518509537361505,-0.0316366001984021,-0.21413633843886953,0.025752486565629434
CCL23,,,,,,0.16066161063117226,,
PLAT,0.021217127590975795,0.0004775042289971037,0.025262517998307234,-0.16376332827451398,0.012297350158824901,0.03762054593173268,-0.12615994958006657,0.049962364981181236
NTF3,,,,,0.0846795165807877,,,
LTA,0.004571715972322085,,,-0.0028433630377643878,,,,
CKLF,-0.05653050149897307,-0.03816147634099579,0.0694514835640613,-0.015404146461566992,0.11298747406651949,0.11618506621017183,-0.11398279853572359,-0.03837846233114284
APELA,,,,,-0.045275177555167585,,,
CD24,-0.01714501570896523,0.014291353092975419,-0.0416413700818118,0.11983841864753837,0.09692956528703875,0.2350402737410392,0.029007804077734727,0.12196977632585082
HSP90AA1,-0.034970850830222,0.13618084858552626,-0.03680085402960979,0.0026680112701062556,0.025677777796447167,0.044098168360920696,0.09044207423823722,0.1535247024844592
BMP4,0.024117236411673706,-0.024510028369231548,0.04380389828175484,0.01294583079826108,0.023008564805128945,0.15252063499897733,-0.0797801955854744,0.0006603577667921027
SCGB3A1,,0.033311142348797826,0.03197806216011178,,0.04983498926969607,0.14985760066919995,-0.06000955399697465,0.050796793662364746
IGFBP4,-0.07923367051440937,-0.05599356468265214,0.06664913777114001,-0.09789463527481468,0.05514956954117905,-0.10172893551207142,-0.19772751823288187,-0.020511961330022397
RSPO4,-0.021873357862686016,-0.017359121347292984,,-0.013660776257626663,,,,-0.03161662391691075
LEFTY2,-0.020352816616212188,-0.026944039707614158,-0.0194459345416738,-0.05560872903579826,-0.027769825058935327,0.14228331332084568,-0.10771107596354124,0.07899261388811807
PF4,-0.019100118056769956,,,,,,,-0.030129158679730015
ANGPTL2,0.037994003713033915,-0.08742343957972247,0.010230680675468146,-0.02618943573172895,0.02169328484680821,0.3330063268023439,0.031990183994990956,-0.010197467698330813
LRIG2,0.04149660954241642,0.03312569919119364,-0.004565148862568084,-0.005784043846127622,0.02309384804654698,0.07745537226624855,0.10190523072728576,0.12018267691740885
ICOSLG,-0.0011358881274342435,-0.040670372333000616,0.046768642209769534,-0.00923951856665889,0.04684396231785802,0.14790392848495362,0.06139449431954511,0.0015050567181873215
WIF1,,0.10404956806082208,0.09902311520344116,0.06398903873616761,,,,-0.04760753234786678
NPPC,-0.019780016267368875,0.07743274924978782,0.006020939097583595,0.10402680720574961,,-0.11384931272395528,0.14823099180709368,0.05648478433962142
LYZ,-0.03991512770268953,-0.045885557488438596,-0.03245101593183428,0.018060117000164563,0.032096862329918666,0.23378861846563143,-0.11943609120181412,0.038508289264626114
EREG,,-0.024428402525572664,,,0.11390960036370264,,,-0.016080631013318806
SPTAN1,0.05111449493795419,0.09131007716909724,0.07857690132789219,0.10531840148021322,0.021707158464434363,0.10290987231024731,-0.03997116604555707,0.118175570959824
LIPC,0.03497412273599834,-0.01680648661209943,0.08133394823686749,0.00475800937936498,-0.0009570379111635583,0.0655018252220118,-0.08474569886659146,-0.050434515423667475
COL8A1,0.023227616826653506,-0.018095699040122894,-0.0024772722276481325,-0.030183235508323955,-0.11296192726418142,0.1699211914005372,-0.021058532082707093,-0.04258559537964363
GSTM2,-0.001137098480364212,0.002670095819372057,-0.0005514693997145509,-0.025578643561427826,0.01988969340613038,0.0547924684422217,-0.0743123966476512,0.02737791331647749
IL4,,,,,,,0.0006925304196306953,
SPX,0.016169317251605766,0.1777048726987159,-0.007542387763577347,0.05091432805618573,,-0.08239351057025582,,-0.0002747234828046891
MFGE8,0.04867580233309383,0.038583182041909775,-0.004656690155449204,-0.056789974170497644,0.023292279750247977,0.04390584976328532,-0.12287019418842868,-0.052610644795362524
TGFA,-0.01744362700064965,-0.023609033662429092,0.05674047279093887,-0.1312101806207155,0.06783461566604902,0.031182437752937907,0.2572993086453987,0.0024519994948899435
SLIT2,-0.02446152328794119,0.05170581119242019,0.032352651495476344,0.1317692701020512,0.04470752624216014,0.11108178602689994,-0.011320222091170496,0.016889371304216232
PLTP,0.029366773081845807,-0.12398198305166055,0.027185807721220506,0.03659139266421172,0.03786925397253969,0.20768513030815952,-0.169257117434232,-0.024569526027628165
APOD,-0.006065493997965603,0.010595877452605817,-0.10947342037342138,0.04309495217202048,0.018795591312042795,-0.34844235644588295,0.0973796557865195,-0.017922899478801418
B2M,-0.05830353600783564,-0.13044041951435958,0.011087870506437615,0.006934439787660265,0.07007948818808614,0.3930065870734874,-0.21146000937838136,0.01016476094280121
OMG,-0.017219114689823022,0.06398928315978329,-0.09206503546607216,0.14054501639953065,-0.0205649975315457,0.01375700487175914,-0.07796812734917784,0.11469996501720683
CXCL3,-0.04273458521954623,-0.05740303340934388,,-0.04722126130663411,0.017825181512858963,0.10587339284281935,0.0193567415874565,-0.07242437544959048
CXCL10,-0.023105476859713234,0.043479381438288583,0.07902805015390249,-0.0004312524224668892,-0.014006804348457394,0.2095088738701629,-0.044191881388967874,0.01130334203381474
RSPO3,0.01749005742802339,0.2898517212606241,0.10964198916082084,0.12481438809990453,,,,0.11620829880368366
CORT,0.07119644882783599,0.12359797073020057,0.04349911686095505,0.04452024263797682,,,,
NCAN,-0.06561420500785924,0.13733846338073244,-0.07671782060953232,-0.06513696101551537,,-0.18916704989136898,-0.03812427553846729,0.15249300322247
PRG4,-0.02189175051741209,0.1092664111291278,,0.01689977326546206,,,,-0.0863111257151153
ZG16B,-0.02540805383087666,,,0.049407543219468164,0.017150348819654836,,,-0.054147425947733994
TGM2,-0.024763867364696882,-0.006848476577919224,0.14492337032850192,-0.02898204356240743,0.010900023166273119,0.14378220170191328,0.22034496219161537,-0.025638674595712525
VEGFC,0.03775769731070778,-0.01852335415024624,0.03892468717753057,0.06936776045284043,-0.004377762873522268,0.09951399061956816,-0.09142369538547752,0.037761983586290994
WNT6,0.026112699213451437,-0.01658083452505152,0.062279338240938266,0.027441638342527466,-0.022283867761609788,,-0.05666481009588544,0.018533535403071892
NRG4,-0.0037601149376389714,-0.017139971412282816,0.07565805989398082,-0.02784288944048157,,,,0.0033600613323998656
PMCH,0.06084878630789802,,,0.07249029393505836,,,,0.025456198329487735
COL9A1,-0.0278269424108524,-0.012195416285600438,0.007295657687662862,0.01960257125397417,,0.0329813818718823,-0.0030531153215305816,-0.03373479296843897
GDF11,0.04337363550500093,-0.012941835441789803,-0.009538000399618746,0.001555459715170653,0.056257887036148556,0.1302439870501377,-0.07740623522572182,-0.022591825431479362
IL24,,,,,0.04766428259203827,,,-0.020539187780021076
SORBS1,0.0803458786433963,0.015193280303091257,0.015589182766365955,0.06965445533281957,0.09988414434582682,0.025080115020484378,-0.014016379855269726,0.0787324588336209
DLL1,0.040633667331616836,0.002534586186439728,-0.013800547245137176,0.10410998989978013,0.08733218960662907,0.12269260657664133,-0.09387115861622268,-0.05813479569060842
TLN1,-0.005981301853566732,-0.060006116798800455,-0.0037815822234969266,0.0005718886465375924,-0.007759384216568095,0.06939386997801392,0.031076474586211933,-0.07985477986761119
COL2A1,,0.0560194008842494,0.004813124623598175,,,,,-0.0562525652220441
SHH,-0.022749123107985252,-0.02724597134178594,0.019343469152279424,-0.045249153443776925,,0.41097963610388755,0.21498822439911877,0.0036459153911695395
PON2,0.06572834390840926,-0.08094100184146846,0.005235939473733364,-0.027115964898927848,0.06125719565161214,0.2734641078170995,0.024345009552438193,0.03317343253397103
ICAM5,-0.026632268197347313,0.108674017903774,0.05607002789904246,0.038033860399852425,-0.021867862526168045,,,0.09886696546820249
HPX,0.013817471142838777,0.06468428189957814,0.02867445264379114,-0.024729311399726294,-0.008755960011980536,0.14186755425619463,0.030569553555251486,-0.05054491249596099
SFRP2,-0.0259087859007018,,-0.011255861694483693,0.036766967405506175,-0.02279857103200381,0.13496482015855588,0.1059660819458918,-0.0317923458501741
CFC1,,,0.07538706746865152,-0.03144477465184648,,,,0.07374423328550074
CD70,-0.008724158453642635,,,-0.019912637453964325,0.07798131608469687,,,-0.08378545802448742
HP,0.018811570227391647,-0.023706854378051104,,-0.07484714532180972,,0.07804181924121498,-0.022371119669422367,0.004575777211562946
CXCL2,0.03005379685008993,-0.04908759320081547,0.038368306291718286,-0.043324713833793174,0.10683235454912939,0.12316422689711627,-0.048942807808738026,-0.06446227659442225
NPPB,-0.0404490241022932,,,0.05692832876496731,,,,
CCK,0.037205463122397864,0.1618429690828156,0.08249262989544213,0.17927425578636685,,0.005588995753721537,,0.14155968604322144
SEMA6A,0.0638986949203844,0.07064714280331114,-0.06208309741062591,0.021261972086861848,0.007102679080454021,0.12734992047373192,-0.061706472881879144,-0.028659434547156595
IRAK4,0.06520178390089254,-0.038250245275199116,0.012428461125565164,-0.02196114730414153,0.019407095312707096,0.06748206788889055,-0.08630928457772698,-0.05598382465056346
GSTP1,-0.04307048242221488,-0.05406156346337961,0.004755781305914945,0.050332062130547146,-0.05024924549573416,-0.1247417743176886,0.008215033043646142,0.009850489117322184
VCAM1,-0.0071951095411405055,-0.08116333248725387,-0.025023039445505147,0.11428958075694448,-0.02860528109854206,0.08463831192367058,0.2577322082095136,-0.03416273566529627
NXPH3,-0.011618433976449837,0.033705590881353754,-0.018082007665709103,0.06995289352202777,0.054026996041160506,0.11701789858508621,0.02683688101433221,0.05657946706637374
MTMR4,0.012595996682235574,0.019820143003904115,-0.0006046050660316641,0.05098353713532283,0.037696446423070525,0.15119450008812452,0.16079899518748042,0.07356918511969346
LAMC2,-0.05084828412225715,,0.05354267685884507,0.00442923376059021,0.11192301037330024,,,0.045752056597821514
IL10,-0.024161299762464717,-0.03331608803266687,,-0.07507867666987318,0.0562447319315664,0.089040342384859,-0.08500610641564507,-0.06753110413229232
SEMA4D,0.03336636095027935,-0.005327166495459777,-0.03515253690531299,0.0600457491667016,-0.049675447200549755,-0.04452159344257035,-0.08770013508895472,0.016456567944853954
TRH,0.010747872881598189,-0.01057648359277482,0.020678466677912077,-0.039424595670498594,,0.21505776546668187,-0.0051557967740808305,-0.026055835749112338
SEMA6D,0.016770145732690846,0.08290050397717373,0.010374210966152958,0.010636899616924081,0.05503454484827137,0.19921443589843454,0.12841555299393548,-0.054060080174314164
CEL,,0.049402878302508536,,,,,0.01892812853669317,-0.0010057944996145357
PDCD1LG2,-0.005113685411782399,-0.02351589454532961,0.040230166118332134,-0.0267525398855527,-0.009715859951381328,0.1422952243425087,0.07206608881440991,0.021322161448487587
SPINT1,0.026974734079480187,0.09122199312811818,0.03941347577547056,0.04822969266330374,-0.014177851402890792,0.06821100974854004,-0.14903206290716184,-0.06665190481390088
CTHRC1,-0.0038508804496626813,0.008515411618177064,0.004917693219808901,-0.0358561129358776,0.0023876006499184426,0.26332609916665567,-0.12428002352227215,-0.04975068318152065
PODXL,0.0373123859394824,-0.06622642276271551,0.029083931619325196,-0.0795338262023625,0.07079619300463827,0.3251417090476653,-0.09193008350564084,-0.018899328961855817
JAM3,0.03565657232043583,-0.03012007057438149,-0.017408405257054987,-0.040696845339463765,0.026134322253242075,0.016301089725769397,0.05838520478042605,-0.06638950816333201
TGFB2,0.05426715762304804,0.08844999351150577,0.03923402343470226,0.04729924750282678,0.09656803233683459,0.19898427546920278,0.0390447409951804,-0.03339945982247449
COL18A1,-0.057094269280227795,0.013479674673029206,0.027784247475043267,-0.11062235053432946,0.05933652062020902,-0.03093982940110341,-0.16799110353620025,1.4641615370636854e-05
NODAL,0.04191775337681183,-0.025473406036158445,0.13117050838107855,,,0.09361136215113967,-0.1958915587956011,0.01068527601474028
INHBB,-7.201591001210276e-05,0.04785571200822863,0.07507740922428592,-0.017263673373720957,0.07696605174144079,0.009885506440379124,0.16699641753594813,-0.02126079087853596
LCN1,,,,,,0.013848942060155712,,0.0064150601882288685
ARF4,-0.04672641308952989,-0.0787420186867033,0.07755038934685886,-0.015512812216649368,0.10978945680806808,0.1585437662749594,-0.19582944098916508,-0.05934758578697062
CXCL14,-0.003960016542508616,0.1314050760575777,0.09997399833625041,-0.12934400156735512,0.027228874934946985,0.5388969173972852,-0.014596605863493598,0.10389624651333408
LIF,-0.05335878581822835,-0.044019690305680946,-0.02020998611417216,-0.1207712972934024,0.05554660764401388,0.2757138688428368,0.2049082436825861,-0.14414041171152206
IL17B,,,,,0.03432886638299866,-0.011061411294278595,-0.035731339134900085,-0.039821297459918664
MMP1,,-0.01057648128554543,,,-0.09558848391092035,0.12295416499959028,-0.07925272933267452,-0.0572570361003453
MATN1,,,0.031241204946721644,-0.0347604754340992,-0.023100926885090523,,,-0.0006139110263341986
ADAM28,0.10026214884074836,-0.024605289802748335,0.018788488961484065,-0.02545388118063073,-0.016090022972999416,0.15918323318146557,0.061960434653151014,0.006832653861473929
TCN2,0.02463658732717427,0.028794228746687186,0.014085994192898773,0.0009682133134123591,0.03304204738326659,-0.03643852230866549,-0.017786470143125475,-0.0007608687043129652
THPO,0.03417760751225012,,0.045657600675812364,0.016990849056393417,,,-0.053804831907414724,-0.04536356418445286
CUBN,-0.032158228117927984,0.028574049575551402,0.08509741122073657,0.006090100806960985,0.0754287096078387,0.09756725481000364,0.07298110197796254,0.12032610805153372
TIMP3,0.023200698543854266,0.07769369465368585,0.0654562694639924,0.028412583132712242,-0.08016904756198927,-0.06448142299804877,-0.14920272711903468,-0.020765579803952938
PIGF,0.03704417371450401,-0.02526676472761157,0.07397257529639963,-0.007450300923965684,0.013430595209474153,0.09747608938924185,-0.08220387970537514,0.04746514823021613
CRH,0.04268749697963896,0.12496337234565508,0.03670760574313681,0.03482766833727603,,,,-0.00044566629724286357
BDNF,-0.007315500475701687,0.008277260078128158,0.1466502272952227,-0.028108832294966114,-0.013692079330115715,0.12146979657955949,0.12006794907082195,-0.07223258206220717
CCL5,-0.07803152761742846,0.03897001992600178,-0.013589150818393209,0.021648474933798845,0.03205510517060352,0.10020104787553237,0.05170929627753897,0.018179774451918554
GAD1,0.1176194272548405,0.15005903221922196,0.10866538536431251,0.19467976502510673,-0.03460780309935731,0.05716297932476923,0.1200268603101712,0.12414209386796056
COL14A1,-0.011828436987144782,-0.041272252872469835,-0.00782299698765561,0.026333558130418964,0.011510238276084918,0.08486105348548605,0.046606638364111455,-0.019769192349788783
HLA-A,-0.025151091130205746,-0.12634773901879567,-0.013773070364540988,-0.11525992522646855,-0.12074438210586932,0.024635188546479014,-0.08271318197680197,-0.06787457456726018
FGF18,-0.020386337322766068,0.009888991974914522,-0.01456172357848523,-0.037247218883352626,-0.023986410726633284,,,-0.006189523016342629
ADM,-0.0003217806740355612,-0.03334218687781496,0.09707982933757785,-0.13689326908301064,-0.10819770970681933,0.2644971591473223,0.3021962713086257,-0.13495268606524854
CCL15,,,,,,0.05322301113237847,,
GNAI2,-0.007194445531625149,-0.018963205990152554,-0.006338761828119403,-0.05384118388936298,-0.05719958638634725,0.12406635552152964,0.19846800528401679,0.04972154085232365
HDC,,,,,,,,-0.0669829930955217
COL11A1,-0.022913072324863025,-0.0852038259364038,0.03705101069741166,0.013036421587218738,-0.04177593295378255,0.26372313751105125,0.002686540476684706,-0.015759794275147558
NUCB2,-0.004034079844400141,0.0007123352771555037,0.06855008233652957,-0.013705387493662579,0.05986790017069499,0.07678316866394465,-0.07080880237251842,0.07494085891419866
FGF16,,,,,,,,0.04382103043404767
CXCL1,-0.019126952420004617,-0.03370699424464142,,0.013225269103651016,0.1745370395610974,0.06363580429851706,-0.09234689639298822,-0.11864334302144502
VCAN,0.03398740961483968,-0.06640188987977842,0.01661479881093556,-0.05782736331260136,0.00897935664009242,-0.20567044642117635,-0.35059880525301584,-0.020856781291809744
MMP7,-0.040529425334349826,,-0.01497800884825705,0.0063783527318462445,-0.014303517895381219,0.26790017136378,0.05664647239754513,0.033796889561910654
PTPN6,0.024803538653215055,0.03317630064098364,-0.023400555573608352,0.014497429248469064,0.01457879284537998,0.15234810183829287,-0.0022136888544302454,-0.10745889728725287
PTGS2,-0.08759650675638853,-0.017516313665594075,0.04109090872586445,0.001420353364799857,0.02116027033473696,0.033334121152046405,0.04811093246015202,-0.06964226083566007
XCL1,-0.022181064599541476,-0.011246160572454785,,-0.050649954578506025,0.040424933690487046,,,0.046516287037450865
CD58,-0.05436090058958613,0.026672229219337224,0.002263948988433174,-0.09688848058478017,0.0905503989490134,0.2551536802152393,-0.0507044643011437,0.02319153546307789
TNFSF14,-0.025173224999715336,-0.0316541866654561,,-0.02321816438856991,,0.01593739199064147,0.04632488862001429,0.079737722169106
CNTN4,0.005565011022184783,0.1316945815742137,-0.014696472413562086,0.07185908642548065,,-0.03771409617259638,,0.056739682600960975
NTF4,-0.006256436231920669,,,,,,,
INSL3,0.03689013999266601,,,-0.006956201073201785,,,,
BTLA,-0.03235930648293781,-0.011724496780348242,,,,,,
MFNG,0.008153129632565351,-0.012417511924370215,0.08663310587932153,0.0037839471729143826,0.07992184159322013,0.034043995099070426,-0.07557778897493696,0.005614084792095805
ICAM1,0.030912462041517107,-0.03130954114512169,-0.0017410311260426458,-0.046134613057710494,-0.003219786535038143,0.382871351663567,0.3688756924471272,-0.13521838679485024
PROS1,-0.009055459280471391,-0.03533909061761108,-0.029188506777255676,-0.0024128311686442993,0.038676917303210705,0.37350602385778087,0.08357055203587235,-0.04231040294378061
CLCF1,0.058153039210332796,-0.06427968198014579,-0.016306291580220376,-0.07077725914780224,-0.0005976286378716841,0.22478280755925506,0.1703056524876807,-0.04852810151573808
PSAP,-0.032580886088978946,0.0231663669534463,-0.0032041446131545414,0.09250299527207889,0.07021018535567498,0.3989996087520422,0.09080475875274117,0.06319854309956847
EFEMP1,0.026297198877076173,-0.13850659427703937,-0.01969881160823433,0.009915038657732977,0.0420574987165789,0.35808624903562325,0.19137251464735525,-0.06087445920049372
C1QTNF1,-0.05211595592088049,-0.00962377082193796,0.018860655013110815,-0.07415171994099554,-0.07162702471761419,0.16663629431596474,-0.030553830977832114,-0.11022411461630076
ALB,-0.03619302430577093,-0.027694277852020284,0.049913229963954156,-0.030604796801685652,-0.021867869715472468,-0.001682477210897453,0.15825882110235762,0.022718475554629698
CCL13,,,,,-0.005276856243912896,,,
EFNA3,0.027843454670428907,0.018143441435168484,0.08992592505444828,0.05171367208677662,-0.021657692787007323,-0.0003062759826779325,0.1601423352129501,0.006381789292119076
DRAXIN,0.050405873104027006,0.03334646767598979,0.03222627001443504,-0.1176264723231913,0.07600044680906441,0.18858305988824545,0.31015712832468806,0.04841160433425534
NPTX2,0.05218216381662251,0.11082337985383356,0.0782685238079734,0.14101196876967342,0.0831117288843146,0.0676710271213017,-0.02519230143885005,-0.035165900236410336
FGF11,0.005402598779625508,-0.0628346046628266,-0.013814531481393376,0.0016001054919000857,-0.057933540234733315,0.05013775550606385,0.14985389919048187,-0.007729257505226916
CD59,0.05558689556112914,0.06251378308483578,0.1298067561717347,0.04759096798639636,0.018197171765768905,0.2942964697994901,-0.17763692109732548,0.086459462007525
COL9A2,0.010262897541005876,0.016552969239306686,-0.04512339600968833,-0.022430706946622705,0.0868196866161387,0.05051687862556304,-0.014749086053968321,-0.04444524027659865
DLL3,0.04692588456138512,0.05874767495435924,-0.020500151201428743,0.08130934881657094,0.06841965450542792,-0.20367143420091352,0.04153470127250406,0.017336888295588784
FGF5,,,,,0.04460522036975355,,,-0.05193139688022588
LIN7C,0.047958122170171875,0.027015561852942616,0.04965941141165699,0.006668548288410888,0.022262747696564205,0.10938352155154238,0.06145179931321785,0.06465395930944821
GDF7,0.031145342940119246,,0.007478931901958473,0.029597121077347917,,,,0.10827473322476687
PSPN,-0.00264701020026613,0.058895601151188845,0.0323745103887389,-0.07211302068225046,0.10531614042339853,0.19338163124638516,0.0908709895069337,0.020391065470003703
ANGPT1,-0.04148608551094521,0.0639818750126548,0.019841104134603504,0.06981046409728144,0.038107477268260755,0.10512633577452801,-0.0070997565834016495,0.05543692791170904
PNOC,0.13012184779748995,0.17941879988020357,0.13561424599980723,0.22812250860993982,-0.021867869715472468,,,0.16280365056612625
L1CAM,0.06522916532748203,0.05451537273890053,0.047397888516377794,0.13481477468253844,-0.01108929346252228,-0.03904642958029587,0.20096062045586802,0.14606421675277265
APOA1,0.026498402949898088,0.03299137447484359,-0.03312471354165061,0.02742482458266234,0.0054063844594086875,0.032260705411489995,0.1406346548835456,-0.02492966918799758
PSEN1,0.002801415404797637,0.05820048304954761,0.038012328632265266,0.004618025885937937,-0.009274171619762104,0.11120296072755081,-0.031469663938682425,-0.0032216532929941148
CALM2,0.049907651228353826,0.12674111234798646,-0.014650913173384,0.18767985906268783,-0.011797414849544103,-0.044222226504453795,-0.2886568804737996,0.15926023627625846
CLEC2B,-0.04037202312185795,-0.01564954213227035,0.04626365693857966,-0.033481779309040734,0.03285826665946839,0.1220548355873825,-0.00014055593138078844,-0.049733475152435355
NTNG1,-0.006855665205108192,0.07766470716719157,-0.0335309116078441,0.010195546861575543,-0.035835124535882,0.16151347934709293,0.07835983943207761,0.11213836722470792
LRIG1,0.06869996787780029,-0.0664133771550627,-0.08018258967537216,-0.03556200723922621,0.011840286148176558,-0.04171590176849586,-0.11033966267254659,0.03298919245441748
CPAMD8,-0.02411339466778572,0.08633060821201492,0.011004130533575594,-0.030682180466916065,,-0.008763901244330985,,-0.042941886280779606
GHRL,0.0043355778306560745,0.03515141422806254,-0.005221639290972417,0.005828113475728645,,0.002059287090466514,-0.0717087747072474,-0.0032170418690770693
NPY,0.09567662906029696,-0.03574894158720922,0.04317125019193994,0.13657071825626121,,-0.0027672378157784267,0.16109853364885302,0.17291746800827432
