,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf
CEACAM1,-0.045496539411361774,0.04961986815777235,-0.013997076336599879,0.0017446202365333828,-0.02393077672011448,,0.013063320698849107,-0.027626436385584333,,,,0.022236625083763884,0.04294750066833906,-0.014804990764154298,0.1156814162491372,-0.012712569437745642,
PDAP1,0.04507333441178849,0.06550419462452745,-0.029604907659044888,0.013637998533624586,-0.04421352098040022,-0.0094076680470307,0.016069444006938147,-0.019182694619234122,0.01284886550769851,0.04381764583391837,0.01415040338603299,-0.11524394260893911,0.06425225172558398,-0.060220346171624174,-0.04366559880236307,0.011601381845305259,0.0983990575329109
QDPR,-0.08280460684491725,0.009532159077218999,-0.04367333473236861,0.03725297603059334,0.1289910823871885,0.028159232670439658,0.026910069870605693,0.009554327552088657,-0.04581950491259876,0.008856515784993874,-0.03915879002034659,0.018955826450830583,0.033620310230464245,-0.07817298856922394,-0.003955348990946978,0.02390764491801909,0.07638752429842735
POMC,-0.02556080518514156,0.04101574542556108,-0.024870571520220788,0.028072540692164055,0.1073255738503047,-0.014549786348680618,0.06773670504622084,0.0025932120700737386,0.03566315069301674,-0.006533295415903934,0.058999849890003515,0.05391534570740793,0.11413230425423843,0.036165157053313746,0.03693855645530201,-0.020796093605439325,
CCL18,,-0.02526039746089091,,,,,,,,,,-0.06491187090260918,,0.061087729499926295,,0.03819285716792751,
CCL17,,,,0.0026488897412360836,,,,-0.03979628578770538,-0.014833014256437257,-0.001615314743511707,,,,,0.03967862723427819,,
VEGFD,,0.02884277144577383,-0.020048003627626435,-0.020051721382096276,-0.007090718164140143,,-0.015255062692115004,-0.028005515925252498,-0.036317335654618976,-0.020899864559455448,,-0.07313047850939206,-0.06884517361694048,,0.05975195842571704,,
TNFSF13,,-0.019062312578563105,,-0.022787058088233607,,0.06707966603885535,,,,,,,,,0.08624404777350271,-0.014275363449955076,
WNT5A,0.020929183323206473,0.03235393084743908,0.009000374664148034,0.026117416951777755,0.011219264832290948,-0.013126448548124,0.01334353649848318,-0.011753809205421172,-0.015767827102493148,-0.022651580261825954,-0.01420225330772784,-0.03297765050302431,-0.0018187909703903978,0.10838157356624624,0.015934452093839244,-0.06017303429980103,-0.03390502124735337
CXCL8,,-0.016334880330530925,0.015544615416242408,-0.03643463224055109,-0.06814879266980477,-0.025417129198144022,-0.026356660178706578,-0.035124988037193675,-0.013557593329843763,0.006378759400742022,,-0.012071296155020833,-0.004312120714403953,-0.04426828954519812,0.02546852634939994,0.022830535080152384,0.052151751308992265
GRN,-0.06863024523382812,0.07201195713185247,0.050390290904402335,-0.014761595359500015,-0.03161430486160136,-0.034058676731336036,-0.009735272410898239,0.02800348383292308,-0.03811561178619652,0.026205665393014093,-0.026140063092123276,-0.12001319481022403,0.07557010550301478,0.054738776701420265,0.04043567292912987,0.0013585595993715512,0.08379177859248302
MIA,0.04593043229467645,-0.028373250890312434,-0.017829292412912184,0.012252759880081246,-0.04206152763656283,-0.03231013509784344,-0.024604503916450488,-0.009941800571611202,-0.05410176588774887,-0.028623322303976583,-0.043165482656376895,0.0203517548871644,0.027857943932240184,0.05630078422552328,0.07061620194029213,-0.07613069855095222,
COL4A4,-0.012620616186849122,0.0649496166472665,-0.0299835594455603,0.015255888532248458,0.005446681933385476,-0.017001320340230188,0.05000375651141761,0.014695147416068557,0.03124214067460624,-0.003483766121001316,,,0.02329299103280313,0.07967761165379146,-0.0348844290479086,-0.025620221287731528,
TAC1,0.02615366864511927,0.024595057614939596,-0.004407937457472151,0.06857795033516861,0.12197153941991551,0.03416136932113409,0.007076915238096892,0.09126290389973722,-0.04321587546894913,-0.03519074583843962,,,,,,-0.021932803868577138,-0.014068034283770733
RARRES2,0.12310272805990413,-0.06112089205564654,-0.039371683853699616,0.056590526180690826,-0.14419885715993555,-0.021700797842803942,0.04211953471903637,-0.0012777403079260385,0.050360198248929275,-0.01916099276307975,-0.10291393883387931,0.09495175576204072,-0.020949671851237674,0.012935000213981335,-0.03288010046055267,0.029885536994414916,-0.03492271152230176
FGF7,-0.04274306270395481,,-0.00840286442119801,0.023167618463350036,0.025639425709660824,-0.016830516682926174,0.02346468741348853,-0.01970245744905599,0.0028976460912866196,-0.008618206229101451,0.010739668775656502,0.058930107206394924,-0.017955055042276128,0.08651800356688531,0.01713222730557591,-0.007960817850079634,-0.0036467218531679234
HBEGF,0.01854865642778982,0.021066090654166973,-0.013577528132989939,0.0398742384883611,-0.048412167972006426,-0.030849281113866936,0.04987712559402212,-0.06720105993533063,0.011335447787978353,0.05420885448350638,0.0029068406201510576,0.006695935111587168,-0.01513655812660523,0.046733867663456156,0.0532352485628603,-0.06371318194788542,0.11912598135974646
CSF3,,,,0.019768056624659105,0.00683171779746821,,-0.022859599621879535,,,,,,,,,-0.018225204809033568,-0.038062712909669054
PI3,,0.025180248976942664,,-0.050687231909482,-0.05465896958037336,,0.0039536074651493405,,,,,0.028379012465235744,,,0.004550411303242518,-0.004839849797206284,
PCSK1N,0.09167972708140144,-0.038962562921952514,0.012609465993668748,-0.01875976585976146,0.07045141470941345,0.04543400078836885,0.04997630909890886,-0.03696784242841603,-0.05782990680408864,-0.016742672466822726,-0.06618784441098852,0.06066081102667181,0.07618165471242766,0.0031490155591217357,0.01458504083574177,-0.03172330790876103,0.03808978056954694
NTS,,,,,-0.06072814186259608,-0.020754749296407058,-0.028097197747727152,-0.011672594480256936,-0.01771756721554295,,,,,,,-0.0324895142711363,
SFRP1,-0.025982478931287085,0.011873774676123768,0.008766301397671792,0.1250628455942123,0.043576425117920585,-0.0011787298135075694,-0.0024660471951957357,-0.009799270889245166,0.004681334176126703,0.055120764489974446,0.0966241157041926,0.038307528595592485,-0.04549080530460686,0.0460095706875692,-0.0028697339945660803,0.011783167030097045,-0.09963916441489544
CXCL13,,,0.0071578971314730615,,-0.011571024823328514,,,,,,,,,,,-0.029729101633373257,
MICA,0.06892753890022102,0.02509614441970284,-0.02694861264744386,-0.02925116983795118,0.003255961230417273,0.08143176810265507,0.013894570485858416,0.0505826825964242,0.001842538838583352,-0.027599141808985234,-0.04073517647196371,0.09062600271816396,0.05395962733168521,0.02545207465438243,0.03793228707660542,0.025581558934427817,0.02144955780334273
TG,0.016188328327353528,0.03069438547960252,-0.01903320362657547,-0.03110634934314381,-0.01900720510336432,0.0236027469035534,0.014902676239239939,-0.040093251900637034,-0.03253011732794096,0.04085183855723136,0.06789111502887273,0.009278366478375493,0.052832315844210255,-0.052489116203009854,,-0.014999623616917264,
ADA,-0.04917026798762075,0.058700935191997,0.04834411925961705,-0.007568092296860605,-0.015470338273703635,-0.011185303774164615,0.007244989154267465,-0.028789649075551843,-0.021451375518930317,-0.00022708849164534902,-0.006194823880117897,0.05688964736813064,0.0646852139234849,0.0750548234947929,0.002706952663598077,-0.0067024452099025975,0.015065931554618451
LAMC3,-0.03632004979428138,0.06952325793264102,-0.0140561393298065,-0.021894914657567127,0.052377923493239394,-0.048748045612158515,-0.0025932995610601474,0.011949297357772807,-0.01711672518987014,0.008255918373914007,0.05292057664991461,-0.08402938879393233,-0.005263503744643622,0.10196051255305949,0.04298727250922164,-0.009679304239210396,0.0436853040176108
CCL7,,-0.01606774672705279,,0.06659955903173823,-0.01303532917597613,,,,,,,,,,,,
NGF,,-0.027587523220729333,,0.008753185232028856,-0.01655204157214177,-0.022860880655605098,,,,,,,0.062341720228775155,0.04672904794681325,,-0.03128869392374706,
TNFSF15,,,,-0.025043537778970754,-0.010994203723744328,0.02755905194864211,,,,,0.13729285356317908,,0.08140909608982522,-0.004589291738850233,,0.02144570320207791,
HMGB1,-0.00659298994436901,0.04376549644525948,0.01835828938244209,0.041395802968403644,0.036241986790073004,-0.024212587084500085,0.03730086743185143,0.02122467195612257,-0.04075931928331951,0.041712294361625685,0.01746339960734614,-0.09250772547689666,-0.03261173584971658,-0.050485807250203976,-0.038179395922400106,-0.0492080455686535,0.0008954942823761394
ITGB3BP,-0.022425180534351184,0.037711080491587105,0.006221660429215229,-0.02128387736718796,0.04850360451773551,-0.07370032743280894,0.008372114558137153,-0.026525442285775535,-0.007776188092348156,0.0288633305207881,-0.005177496996019402,-0.0752664058673159,-0.011930995010692854,0.0753581128276996,-0.008139714674419004,-0.02024842073989926,0.00948501479608955
AANAT,,0.05133980884922544,,-0.022787060520252946,-0.022895615517772885,,-0.020619977483604456,0.004295007683994061,-0.02923327738306271,-0.01305569860096163,,0.026732871601487983,,0.007391994829935316,0.050685293887935405,,
RELN,-0.031459536489633205,0.0009294372142239806,-0.04466468361626898,0.08335017172551389,0.007496658008132142,-0.009456535876131112,0.004930047699014496,0.006458407647301887,0.038173406149962785,0.0656922055029025,,,-0.014678515924101828,,-0.017605489363622846,0.09735175546857963,-0.010027441797132183
IL15,0.03118907733738349,0.047339467104837836,-0.024248010229216375,0.012165129171992844,0.01663381114210576,0.0960691018165459,-0.017763655644210386,-0.002055767476456989,0.046800651590705095,-0.02426105461853218,0.03639305378641601,0.03901175482485144,-0.03602401360498025,-0.005897213484447772,0.0656767666573575,0.027562422259066386,-0.04025710336256028
UTS2,,,,,,,0.017070248851751988,,,,0.023174257762444743,-0.03709050866861883,,,,,
BSG,0.031036487944099213,-0.008586856626084981,0.0016132973053034627,-0.040458500389104424,0.0053776388469739915,0.049433260825537374,-0.010155376303016848,-0.04495316834888459,0.031123219587378584,0.013253449440003727,0.04875313155287466,0.04724315868819242,0.12257637874314133,0.08918667310199117,0.06374628658520791,-0.018588519824018598,0.02869713272855026
ADAMTS3,0.12929049313155774,-0.020926792599204627,-0.012709684188915044,0.0070030099434976074,-0.03494010729211702,0.01612888709108369,-0.002886891922888809,-0.0067421600409472175,-0.02097085759483052,-0.021548248252528168,0.03181944411490963,0.03908702950251911,,0.08668161547512875,0.016283706671710543,0.019622704204105446,0.06989178479592698
CD34,0.016937197441111138,0.11087051314184361,0.04353415315119316,-5.951198464398579e-05,0.04817201240645938,-0.04369154928257061,-0.01438892194583199,-0.04514778593606715,-0.020615068382106586,0.05637268412930507,0.09772583535079389,-0.05889724041565549,-0.0014967669105066938,0.12069580676778753,0.08189071938716627,-0.003327714567811441,0.029024293299219035
CCL23,,,,,,,-0.023462261170355967,,,,-0.03588262997552882,,,,,,
PLAT,0.03894959723152322,0.019536178376430235,-0.04600794835423978,0.0666011818943284,0.016663149394974697,-0.08820652072307401,0.01546816441229701,-0.07801173185421462,-0.036142730748977885,0.006648217967725312,-0.015712073198342696,-0.037978590654506206,-0.05015189547073054,0.09595883561528973,-0.030493011716014814,0.012770696931251171,0.02607233776648293
NTF3,,,,,,,,,0.016091144172520392,,,,,,,0.02724217999643413,
LTA,,,-0.013997077772950622,-0.008877452569948745,,,,-0.03472577783039865,,0.0032396668423826823,,,,,,,
CKLF,0.03173142788926235,0.02469036632459507,0.06534296292258994,0.07659059533050262,-0.056929710103318626,-0.028179204741439885,0.006894267350210071,0.0022332644217349156,-0.031681226799450665,0.06275966920594198,0.0045863470506995714,-0.02034521969137559,-0.03880529209477147,0.12197114771048934,0.0035249656073866454,0.013640762808906852,0.08566800517753705
CD24,0.09846111581557422,0.04103482182257734,0.0004618497286676946,0.014202429500148316,0.0257647407725567,0.013479813442300436,0.039500147407811645,0.02977565163468768,0.021995373595405005,0.0007851292077062539,0.03501730844510872,0.07307579611667724,0.025434219247491226,0.033329464476712437,0.022228652892752394,0.007964369016501549,0.10866098321632219
HSP90AA1,0.014279452864334989,-0.07661250539015482,-0.06133568546297914,0.012710775311200793,0.10402573273180514,0.1173967828805197,0.005460919022394256,-0.07529620962640947,0.016023192136908223,0.05771134926361844,-0.04674920507244698,0.0035950937929743734,-0.029759286401194116,-0.0679734831466714,-0.0033980836531363064,0.0491810886686875,-0.041311656993805956
BMP4,0.03763583702749002,-0.0008965094834798618,0.027977134832438914,-0.04838841527798632,-0.010372113121153288,-0.0004663185050980865,-0.003867097127895323,0.045566278425498555,-0.0315443011198511,0.045751568318156854,-0.03094426023817803,0.10906635520381086,-0.042568741334587656,0.14502729495437258,-0.01844350791047197,0.0020546906118571067,
SCGB3A1,,-0.016067745120299584,,,-0.02726585162703605,0.03625424253026215,,,-0.05150954935794175,-0.01692904516351176,-0.010678902067229492,0.11978744783781858,0.01123419785235305,,,-0.023502957940548762,
IGFBP4,0.010947466180762618,0.08029021397178857,0.03826392529967424,-0.051819230933833935,-0.03483255776210164,-0.06725433821417198,-0.025199360398526886,-0.010100200879055445,0.018538649707944402,0.047105049677452465,0.03679100101678336,-0.11185563235608403,0.02323967948073874,0.05926493183950192,0.09664046227246935,-0.04842759733426988,0.08034397410488843
RSPO4,,,-0.022627874832769193,-0.015945741618409427,-0.03146922498255448,,,0.004492195769480154,-0.013777348466900338,-0.023340311528592186,,,-0.03067917236933896,,,-0.015828241942050635,
LEFTY2,-0.000424597174366377,0.09331420548977476,-0.01416898318418329,-0.029982343843605017,-0.0320477403764323,-0.05661652683970171,0.04034385504429444,-0.059416126496083334,-0.0022074426595938544,0.08651563588361565,0.1353783859493238,0.08867824137653094,,0.07856705070111931,0.10491330506785819,-0.021525363334952478,-0.06233230825780554
PF4,,-0.016667706311945602,-0.012732244636341398,0.053579235825113355,,,,,,,,,,,,,
ANGPTL2,-0.01460995362884515,0.03811465910752291,0.006230950982300484,0.07761756936054189,-0.055937185636446354,-0.0872419679495572,-0.005368656895179173,0.039526351841002026,-0.0412793847999253,-0.014463405114091155,0.04899496683363548,0.12336394569598752,0.013064497440990757,0.03929224740151659,-0.0006367259421593527,0.023975550438558733,-0.009285567370719958
LRIG2,0.045717800860831444,0.016098390245220032,-0.008997567186110354,0.014903376061376674,0.001989588235174719,-0.03979500344967034,-0.030306033428222058,0.041757056254955315,0.02457142803456669,-0.0354402565026974,-0.022266761749104583,0.04695282164285755,-0.10027783680576463,0.14896486045167964,0.05791595022719443,-0.029803272520285997,-0.021194955086196458
ICOSLG,-0.053796833007377746,0.015653457928630137,0.05677615340253262,-0.03132701922761756,-0.038907483477037534,-0.0006774830152687872,0.045229545866779255,0.018727738386533094,0.03644893735619971,0.05535289030833606,0.03106944895205818,0.007868706679670533,0.023482561697693815,0.1204613163820112,0.10954868121261012,0.030868127858106668,-0.09813625339336073
WIF1,,-0.02999083211774682,,,0.1033134756027649,0.037228471070958356,-0.010732057842762242,-0.01175554211625933,-0.027128009149126917,0.017393789854619267,,,,,,-0.01471388403882041,-0.04096509088510893
NPPC,0.13117650777357057,0.06399314327413934,,0.01956131430490957,0.06150128651875385,0.009145914584558566,0.060258743287834884,0.009288527133060902,0.06739027659845766,0.012126328864599878,0.018936686205330382,0.05794968271358393,0.05376466849292362,-0.02276190776219034,0.02407393156027335,0.026712037141664795,-0.009823546603250405
LYZ,0.04207469545582692,0.09561234578020843,0.0476476819682498,0.0035221936075975286,-0.05739586490143714,0.004200011687877705,0.012278821973574458,-0.00981836547799008,0.000375140842451476,-0.005777036110838652,-0.041587248372646136,-0.045367835113292454,0.11698526112892871,0.09368903564571836,0.08172524337167558,-0.05466853023842632,0.196142411459701
EREG,,,,,-0.04428466623752978,,,,,,,,,,,-0.01971434220409878,
SPTAN1,0.1017762362303285,0.04330596483868381,0.019369807535548244,0.02390312151271217,0.09540856931680931,0.03613122542775918,-0.000726632036284458,0.011145177502591235,0.03481057292690089,0.03799538463631955,0.05959969131851308,0.03346936461945978,0.09594766954369158,0.058053138589072795,0.026058530780957,-0.01689088687476363,0.06979222476066732
PTH2,,,,,,,,,,,,,,,,-0.025172177739112962,
LIPC,-0.02820202876026728,-0.003874650750409101,0.015181662572476544,-0.010157844126310015,0.053047320134965686,-0.030629594568770662,0.05964489558331815,0.04419515597859721,,0.016469336890937315,0.032091296039952116,-0.06586763537904848,0.03378181594060387,-0.038352391349893426,0.014867829265779009,,
COL8A1,-0.06473381303316028,0.033192575338438945,0.038635949582074613,-0.008793805341558688,-0.01940690526031556,-0.06225508834603671,0.019221436554221878,0.022522033080171408,0.011682553101334665,0.021923199650560114,0.07133392753003494,-0.006948076354285356,-0.07906537622667288,0.07660539377777456,0.06807105133521565,-0.06782434611237433,-0.026122775365075835
GSTM2,-0.000702516211482016,-0.021504611199248652,0.11756399707146072,0.022461653384177997,-0.016475916485892268,-0.016702597893189355,0.05687242355282269,-0.024808523763553438,-0.0374400473720042,-0.0008280795622002291,-0.06600746550321804,-0.07277418608014254,0.16961508824291044,0.05878162316915819,-0.006199509500541415,0.11888044343356789,0.0037089567413045917
IL4,,,,,,,,,,,,-0.026549121137496176,,,,,
SPX,-0.023766771630517793,0.01103153539216572,-0.01929444227240713,-0.0010871183404220401,0.1370029928510656,-0.04329279365624941,-0.010266653371515147,0.025648879521765235,-0.027345250844335395,0.008937188385412851,-0.04202911737172903,,,-0.020563415962701653,0.013593072752643254,0.053231682777538245,0.03791653625558382
MFGE8,0.014037538987866645,-0.011137235312305852,0.03730940034277898,-0.0071418531418747724,0.0480203720543805,-0.02131956390261289,0.015054492826181431,-0.030848937320481665,-0.0409239645812704,0.00040998425349015254,0.06939860202743563,0.06813250841032437,0.10075708829737952,0.10535223013480169,0.055417718219419265,-0.040038347095870994,0.01525315989835368
TGFA,-0.011965493357629314,0.014955997537608966,-0.015038090265442077,-0.036596016017745904,-0.030295734790701325,-0.04168523314585165,0.001999418268172286,-0.05683684715190357,-0.020094746274667608,-0.020222868783937004,0.01323980139565255,-0.009878107960551519,0.10000242303975555,0.036389397308558925,0.040423421895721935,-0.05477283048800057,-0.003173182008152914
SLIT2,-0.00029445205214277296,0.046543296398084646,0.006779713331806934,0.01833186210879913,0.04678158970469668,0.01832531453943443,-0.033744965098499474,0.03220355067041153,0.040897579546162036,0.09777741182042383,0.05056318207463017,0.03750260382506673,-0.01974581324130098,0.030061347516717678,0.006823111843284785,-0.08296920694013463,0.11999717920087519
PLTP,0.06939465412217484,0.03146043239101961,-0.020509203888338087,-0.03388868140481226,-0.12485238536897084,-0.04121213249464572,-0.007801544405979585,0.028359053827507006,-0.047655316029518835,0.02580528586817479,0.036261833157924785,0.04110506453031819,0.07802464777146374,0.11883951350232409,-0.006382473647088334,-0.07537497694028149,-0.0425010059757527
APOD,-0.11813892881372813,-0.014037130746929371,-0.09140135570283316,0.024526690420190855,0.006760987665668064,0.002466636307421238,0.07571432547114125,-0.005975386771919923,0.05033327813450726,0.04766676568058231,-0.02931364490453401,0.004205647125521438,0.08079021252078235,-0.12710388894525132,0.008207120166382583,0.06477379968037823,-0.016925125865080184
B2M,-0.0012165823602684465,0.1255757889457919,0.02117839358991691,0.07131560969127294,-0.13989539775884283,-0.08746251299538639,0.00855099329716513,0.02713863700344877,0.013563915953078655,-0.01939451305371707,0.09188433661489306,-0.05642827768571702,0.055722605016715665,0.031991523114144264,0.08454380950335276,-0.07356144706828538,-0.01732796055607623
OMG,-0.04910243695788266,-0.03684998540535283,-0.02599125867098177,0.03574450624643127,0.07456539896776186,0.043690014356369836,-0.005942536478041612,0.03067369172035971,-0.0505486941705163,0.02721960514529617,-0.06782182992598833,0.07060293271746412,0.06520400559262533,-0.045332411276797664,-0.04847945198490513,-0.03458822845320621,0.12090208324294956
CXCL3,-0.0305592935111888,-0.008051831820254166,-0.026176283267348253,-0.027710029301629503,-0.06966465049070122,,-0.027073044747798192,-0.06563174880769522,0.05900191330999021,0.021720208575738517,0.059152016118965964,0.0007737247521087207,,,0.019410653227355155,-0.0054173866122124254,0.08246532337623158
CXCL10,0.0017787710486452122,0.03137999165492362,0.00594666382171006,0.01722891599140786,0.040786576475926074,-0.026998135714857298,0.004518649719335613,0.012355934929829325,0.013040912187085092,0.009162889020054178,-0.04595976346179972,-0.08207429152883476,-0.05806414103517483,0.09234206220654084,-0.03653929111474733,-0.003951292559461778,
RSPO3,,-0.02182599017736075,,0.07802303928313371,0.11584512516734485,0.0452583082612547,0.01345141763204959,0.0038368932660696126,0.049890687981969946,-0.01825827404956742,,,,,,-0.013672658351759326,0.09225981078255321
CORT,0.025983529544358498,-0.017727741150377722,0.10691808857516148,0.032481482578629366,0.035313030981322956,-0.010964820016641392,0.08632786967157094,-0.00819523575502517,-0.005582244408840807,-0.024007295240430913,,,,,,0.001750193795155871,0.09496059451075026
NCAN,0.024176842727039984,0.07631793166448449,0.004960711983229877,-0.04215920713982881,0.16216086603307706,0.0037575261118377094,-0.0066036432426026135,-0.029601260424326193,0.004769854885436058,-0.018273283408212184,-0.0070535566621352875,0.08022695096657197,0.061651340879493685,0.023746965426348826,0.005893737860166511,0.04435278648809841,0.0027068374049999643
PRG4,,0.03227602201389777,,-0.022489844380274883,0.011376898414323053,,-0.029331176545656187,-0.01324110676133309,,0.011228375849314534,,,,,,0.05682285266315042,
ZG16B,,0.1035030234108664,-0.015321187065565473,-0.026102214905453495,,,-0.019388601833596135,-0.0069931855054025365,,,,,,0.1528354787254882,,,
TGM2,0.017119939019010492,0.014510680935855036,0.04624556277199736,-0.009570617309588912,-0.00411859651125483,0.004441552684152784,0.006987486509829964,-0.02831101224271231,-0.022159506832660224,0.08952416659132198,0.0016464100184696749,0.02943075646026532,0.04233434211058164,0.13127341248258356,0.03393228691694742,-0.007081815884819806,0.14096880762500114
VEGFC,0.0515493646331508,-0.01956084471586352,0.04782537007973182,-0.040082924560440034,-0.03357978710578771,-0.004528309712493875,-0.018436825649945296,0.010704561514254574,0.04271752713733342,-0.02178540373576064,-0.022703981872738963,-0.05587237841450911,-0.07729363185779597,0.028024438929851205,0.027765310670066098,-0.012558739188440554,
WNT6,,-0.025924954134477814,-0.014168983556041216,0.06524108203733402,0.07909553217281183,-0.02025900777589703,-0.028843371381279122,-0.012173851603061546,,-0.019013200284642904,,0.07503302245298431,,0.05033474139349307,,0.05140893689701524,
NRG4,,-0.014798958834602064,,0.015268325626500597,0.0159118024412435,0.06616487541151196,-0.03653384110646466,0.019551706157199866,0.032327414541989175,-0.02541521448994083,,,-0.008565848356569736,,0.060202941420667525,-0.02090160415911623,
PMCH,,-0.017056596476566266,,-0.03792542183878826,,,,0.018557186168078325,,,,,,,,-0.01203428069695436,
COL9A1,-0.030578706752072082,0.02079654704310925,-0.0351922705091532,-0.028587188763236585,0.019718128892437826,-0.08245920033857838,-0.040526022500582286,0.010530101016128342,-0.013233551051523797,0.018840890492755787,0.05476046466865173,0.009952074599335926,0.0014541204104035548,0.01877758264198205,0.07342760450741631,0.037088216383236575,
GDF11,0.0867967532498562,0.03191607842395953,0.03570917309797442,-0.040126636740016056,0.03283431131255883,0.004199417180417948,0.034712853464847454,0.020372641172153937,0.08685893827164186,0.02654928089668034,-0.02296118094788707,-0.06685108957351846,-0.00471987185999843,0.0005132242712366751,0.025584346376609467,-0.06951211538482811,-0.013995126595746931
SORBS1,-0.011654260969905466,0.05565664915088603,0.022429314863292624,0.022344701609653517,0.009261624328157497,0.09529317574967139,-0.005446914029319825,0.08645246093750128,-0.0004950426802492978,0.011334847069855394,0.02401012120430503,0.049325789210259485,0.06795675315532491,0.1256591970426896,-0.0223656945145808,-0.021936588276299924,0.058641260211128525
DLL1,0.02927497106281964,-0.02323608918375468,-0.004844769685989221,0.05968476325863003,0.014072801303281129,-0.008816416446025151,0.012052137621328082,0.037758167059653173,0.01882602824107742,-0.005047728880372213,0.08643080614973418,0.01741890529121241,-0.019305115117206253,0.027366130831800214,0.032717732307085814,-0.03969510617337234,0.13000990900978715
TLN1,-0.05308338613130186,0.0620326993796305,-0.007382494993601364,-0.015440009595540566,-0.11139590486940454,-0.029394272839086036,-0.016463801875472715,0.00271360106061705,-0.06078221596787503,0.03177416012594856,0.0880251880869867,-0.03618037466164766,0.12822092138755398,0.07567777843601393,0.14018556132185572,-0.019074083035313834,-0.018270987581269396
COL2A1,0.01760029265082288,-0.004501928263419927,,,-0.019483682736229795,0.04442361538242569,0.0013512194858954745,,,-0.017738027278501784,,,,,,0.09964613985657675,
SHH,,,,0.02558384917951319,-0.020542507105085036,0.007335353338770334,-0.02128270996147291,-0.019560209697429658,0.0014350588042930928,-0.016929043683807824,-0.03459696554279508,-0.0006932248652001422,,,-0.0030483402567142524,-0.011581490641123494,
PON2,0.03729329262459873,0.035844001935596476,-0.031090823794613504,0.03779955557366806,-0.049280489885119814,0.02604924377987682,0.03256064291402704,-0.03065984308937862,-0.0272853906766177,-0.043889477705865244,0.025234053064248658,0.14338037446844826,0.07298855643850348,0.03882364510336826,0.009067544336410206,-0.016897873243017326,-0.044630874965174726
ICAM5,,0.008066603317016093,-0.018238663960236698,-0.019641150417836536,0.12696950399775173,-0.012714658299394905,0.02590850331559993,0.020954388610770064,0.008182803716195026,-0.0330615078587752,,,,,,-0.0065129223464318545,-0.009160366584191003
HPX,0.05985695602038333,-0.011642381944151634,,-0.010234183136630342,-0.055273738901093196,-0.020259009142510085,0.05956264617586217,-0.032200435396890686,-0.02032294883182252,0.020269086778537827,-0.03267365513559185,-0.002230935388707468,-0.09396877077998045,-0.03509244655076175,0.005736961065967972,-0.022448442059259405,
