,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
LAMC2,0.0003029271133580004,-0.012420914611446841,-0.0005688665819167287,-0.010453839085613982,
IL10,0.07160364712024912,-0.03093061845991235,-0.056945650073923756,-0.004439532056329598,
SEMA4D,0.05158046721503646,0.006494799986552589,-0.0020433202049837886,-0.049527125986789815,-0.10128825791242159
TRH,0.03198529159929538,0.015270080454688842,-0.01710442815134993,0.05927083003067477,
SEMA6D,0.048755397910182886,0.09277195081013824,-0.014556229157414464,-0.05135814505765203,0.01668894852180849
CEL,0.09602475892672892,0.038725293330367776,0.04127680844911076,-0.013551383704647459,
PDCD1LG2,0.0037139218808736277,-0.044604482476072356,-0.021463396866727984,0.09210006236968878,
SPINT1,-0.009330404077950806,-0.008708664458028904,-0.03586821359172883,0.06053467760418927,
CTHRC1,0.02937885160086332,-0.020531292544417865,-0.011621492630609886,-0.047102841464291445,0.019756368896119314
PODXL,0.08490318545876835,0.060329587228230834,5.297903093636665e-05,-0.027233281107732196,-0.05029156456229007
JAM3,-0.03828856217805817,0.08275911251411155,0.08607017828675854,-0.02421801738743732,-0.12598568069764546
TGFB2,-0.00264615599124081,0.043666713565289714,-0.004138178952158691,0.03883377581041196,0.0649864172157797
COL18A1,0.053334894160317455,-0.030807217021764234,0.0014217309717100926,-0.07446739451940734,-0.03885407265269792
NODAL,0.04386154576488521,-0.014204247444002874,-0.02340896539305092,-0.059202603882067086,
INHBB,0.011523219185192857,-0.02985308022812467,0.0357524754896592,-0.07433382260162544,0.01782391157989606
LCN1,-0.026375192215778446,,-0.017296928721329867,-0.019933919650260326,
ARF4,0.03813624107397949,-0.010852860744023607,-0.011580332678350557,0.09183783279760506,-0.06076778707098371
CXCL14,-0.07088399871062316,-0.052709882976252946,0.020369449222478055,-0.016372160954188128,0.20354950269163694
LIF,-0.011939590287852821,0.019453328215612412,0.0024873147733543793,0.08256061443103532,
IL17B,-0.004081837112765776,-0.017671403707761723,0.031133237433896115,-0.02253803664042597,
MMP1,-0.03626236871963303,-0.012796411820130773,-0.078880225420253,0.06247276454747776,
MATN1,-0.019081616656038077,0.02239307069464871,-0.020802639631425663,0.004408139996574229,
ADAM28,0.08735227747623321,0.0046716548033373904,-0.04387755617022194,-0.06648176704112554,-0.054029978835369856
TCN2,0.021842984384521685,-0.03885410532634571,-0.04671719603700665,-0.017193543204167723,0.07142411968145865
THPO,,-0.015798308163063705,-0.022519572066052623,0.03533587286574914,
CUBN,0.09002707062424523,-0.016239442249993123,0.009078484609824331,-0.04455154744982522,
TIMP3,0.005911354716617142,-0.05763697925549798,-0.016267695090794645,-0.03780695490939346,0.022913743588051316
PIGF,0.028290279436483812,-0.0180002966586395,-0.022424771875886384,-0.01142226202289375,-0.029035439776855562
CRH,0.05314429021770892,0.049526757138977896,-0.025649131506069622,-0.03311322737316714,0.09104701957285438
BDNF,0.003175383623247401,-0.009643436769919939,-0.06882045591064627,0.01970031784423157,0.11548599932932048
CCL5,-0.0012545551015600313,-0.009616157718276584,-0.05412141875075994,-0.04632860600933752,
GAD1,-0.019219735958234417,0.0628733906437193,0.0862810615448635,-0.049452506681768656,0.21654708248978896
COL14A1,0.018073255849205834,-0.076942779366228,-0.056300874690161436,0.0409435951040978,
HLA-A,-0.02823815439634723,-0.026677960817645948,0.02207934647653465,0.019264764852689624,-0.035951257051080626
FGF18,-0.010934702397308586,0.012562672368363276,-0.017104429523624783,0.008017887817741912,
ADM,-0.0854033438717754,-0.01582303558441532,0.05584734149817915,0.10200556283500313,0.054334277890935194
CCL15,,,-0.014834670397967365,,
GNAI2,-0.02046576851230447,-0.005917738532517911,-0.038466084093000966,0.03446718497871966,-0.010515714332422824
HDC,,,-0.021635655404600725,-0.020539129805224682,
COL11A1,0.014787002051220837,-0.02935454400662573,0.005233401350777844,0.041131892676788184,0.0813693427021258
NUCB2,0.02785145559545481,0.005909923789926501,-0.019757502185821615,0.06814941900820877,-0.031873574604897405
FGF16,,,,0.07839980256994884,
CXCL1,0.005070123485437654,-0.014797601538153625,0.04120471733246284,0.031840439606312124,-0.03216173186290772
VCAN,-0.0052912253509735975,0.03144381278860942,0.004704714606814394,0.09137007433617507,-0.13794015960052186
MMP7,0.009673170031365664,-0.029684194752271426,-0.07702240343445524,0.0852142467585166,
PTPN6,0.023614836477521654,-0.012541650075187786,-0.03164246861849858,-0.007773332634019315,0.031537319364602204
PTGS2,-0.053245580416469,0.006148964262578904,0.01770643372232069,-0.02113377276890134,-0.05623170522777221
XCL1,,,,0.019545326163112168,
CD58,-0.0009990933973964237,-0.03349934212277806,0.04670165055970349,-0.02383745578914857,0.06089138837307024
TNFSF14,-0.021706379541709064,-0.018477347097953862,-0.03558063536344564,0.003599961826027042,0.10170992213545037
CNTN4,0.016013452606547306,-0.03411739323401406,-0.008104045999450433,-0.029493921246848555,0.08371686142222158
INSL3,-0.0241402012373804,-0.018477345312744618,-0.020312028659423578,,
BTLA,,,-0.01964071609884167,,
MFNG,-0.0016921874200730917,-0.00610892350891205,0.04250657188004569,-0.05780769775725475,0.08762540202712854
ICAM1,0.02996288782953269,-0.01599167538366909,-0.04378949040443941,0.09940070956717412,-0.03810146680635363
PROS1,0.003963427438417853,-0.02330052299837552,-0.031108782523519236,-0.0027592920953711936,0.06728730767141289
CLCF1,0.014179468368487784,-0.056842463960379515,0.002100061732187382,0.13607625603224863,
PSAP,-0.002182124055441791,-0.043008115152659544,-0.003276415506352087,0.011786834306206181,-0.14039165830202108
EFEMP1,0.044581840535985816,0.027581924980364988,-0.0672523169428765,0.07646414104307482,-0.1256939918272068
C1QTNF1,-0.026894549833391512,0.031203363665699167,-0.018115159735333775,0.04225999129752918,0.04335742274775713
ALB,0.013842889868608267,0.04751617378120818,-0.022968040468051055,-0.02907972051295634,0.09154131188332593
CCL13,-0.016113318287977987,-0.020726182288467714,,,
EFNA3,0.08914767629657537,0.05420506720923369,0.03385455434445578,-0.06339652946048505,0.08453282629827892
DRAXIN,-0.04411696054765427,0.03200345929116507,0.03240844348214121,0.05671008509492388,0.14765165321681628
RAET1L,,-0.006207023469794407,,,
NPTX2,0.0693769815020398,0.018762808888940188,-0.03154601648031377,-0.009862918823804988,0.13255811785689275
FGF11,-0.07979445189893832,0.02606664329873153,0.043802780388183124,0.07461300226399294,0.022751081987900535
CD59,0.08833072934551865,-0.05587080429311084,-0.03989182049673567,-0.06992114410210316,0.02206845152018344
COL9A2,0.04764857437685327,0.016604190201264746,0.014667439191560274,-0.037416343376243846,0.08376190779586695
DLL3,-0.004941350277144549,-0.012722928373490889,0.01949610162786237,-0.08640464137659488,-0.019720107371233222
FGF5,,,-0.01180950028740358,-0.034717279718312156,
LIN7C,0.028053675688518638,0.03846788413740853,0.01915134326643846,-0.07255182090404871,0.055261843848840975
GDF7,,-0.015021003226184241,-0.028974137306236013,-0.031396797932766674,
PSPN,0.05624745601070999,0.013998971859099967,0.10091830090165257,0.026854354942227668,-0.056878716125361925
ANGPT1,0.012187968141100208,0.06928060045002445,-0.06397816811557379,-0.03411282683057922,-0.012254781406902253
PNOC,,0.024626842447516603,-0.02096389922147857,-0.09611924707346445,0.008527593603030426
L1CAM,0.0337681486824194,0.07575595781323709,0.02348124905559679,-0.0051400184275467616,0.11613824241062573
APOA1,-0.01559615145293882,0.04029820134157642,-0.03179370491094111,-0.027622079020827094,0.17332093306597307
PSEN1,-0.05479009327991131,-0.004252218765588159,0.008139496542466033,0.0066952732080318555,-0.09525910003746636
CALM2,0.053556606155613834,0.08714991685605673,-0.0018167000091150434,-0.074294127649109,-0.0144455863725252
CLEC2B,0.0270203861596246,0.009884661030926245,0.07598445238351866,0.02900719050890077,-0.03350112701781775
NTNG1,0.023356661981778208,0.00017038324962839784,-0.031653918099494305,0.04319299233537642,0.13482027548777129
LRIG1,0.027341210523077135,-0.04092977836781546,-0.03720213705612763,-0.040195856383411076,-0.021189777474693586
CPAMD8,,,0.018098887351605353,-0.02226268291297035,-0.08310463953594065
GHRL,,-0.0162481313362673,-0.014257495748920953,-0.01962478663197955,
NPY,0.07268820167876927,0.07075622075788177,0.05714609373416844,-0.04109075255176083,-0.015097331425917791
MMP2,0.003304825505970983,-0.0020923666838514768,0.0015996973396158938,0.0029848722292380703,0.040534722165893766
PPY,0.033343651736879296,-0.02176992571963982,0.10247464917454223,-0.012659289449538614,
ALKAL2,0.012542161635296272,0.08555509366798131,-0.04225017742619131,0.03890383913513534,-0.05311685474628543
CSF1,0.00936672550757727,0.007629873399001078,-0.03733324837963425,0.0009635594764993127,-0.04582997784136256
SEMA4C,-0.019868117576211215,-0.015916038226724046,0.035027907529260285,-0.13388607335863445,0.02732753399414802
BMP8A,,,0.09683542542420981,,
ICAM2,0.06362614178362942,-0.007282374459653596,-0.028180680503334554,-0.012263266537936907,0.08833964676024354
SYTL3,0.04798117168898653,0.040229373098802146,-0.0027156874344054383,0.08131341983858352,
IL1A,-0.040708251663025004,-0.023959269704389816,-0.029193446119640396,0.03918974700416076,0.029679304797621493
HLA-G,0.015062035697445212,0.026712270730889793,,,
PGF,0.07959056219454515,-0.01775546845904054,0.026045068497179504,-0.04440602438922883,0.046245233530910985
LGALS8,-0.053185515710003635,-0.016683587559214518,0.058238620600356304,-0.01707961350180321,0.03877508652842713
DKK3,0.02562541274016235,-0.03501901892904994,-0.017844741886624497,-0.09673030089350156,0.1486167389320355
COL16A1,0.05051248479273849,-0.010743157195709912,-0.004807189667655285,-0.09149623635517598,0.06099506392752538
TPH1,0.0859193795708801,-0.025132315720220684,0.02719213993960005,0.03148643107229422,-0.02790031473518543
TNC,-0.055711723134671196,0.0347409159842086,-0.05361525978020504,0.09724762081868879,-0.005266191572084823
TNFSF9,-0.03960237055393072,0.039276010411556546,-0.02885211897839837,0.12095327293834411,0.01038293998041255
C4A,-0.017939212514347998,0.009710773608003062,-0.007821783705053138,,
CNTN2,0.013358947279757828,0.01220146967351293,-0.019251205913033753,-0.04359667552711193,-0.15044206921785805
F7,-0.02260237202501737,-0.015021004678678548,,-0.027517934161622733,
LUM,0.09722179018202291,-0.002824352419152901,-0.044508163278975034,0.009831945516720971,
BTC,-0.016352021544438305,-0.01453611614658756,0.010553558221167884,0.06780908040026463,
APOC1,0.03814913574703976,-0.011976344295379127,0.016877407164620172,-0.03362605862813127,-0.11171017826028273
PKM,-0.04253676291731662,0.007874742326492188,-0.029595943670653078,0.1216999700016872,0.08240710258343475
TNF,-0.015871250818668015,,0.005881287892747822,-0.02141697997860045,-0.07852592754342438
GNAS,-0.08086969413132383,-0.005228191093840795,0.07951096085007772,-0.07409047318183537,0.09887604172182186
BMP8B,-0.019015944131705702,-0.05457439182836979,0.05121544361640327,-0.05128561971751116,0.05679491524532801
LIPH,-0.01611332421406448,-0.023854019808652465,-0.029824964460365443,-0.03415090965861781,
CCL28,,,0.10457337545742072,0.03007566090083469,
PTPN11,-0.013713251009422897,0.0554344868881099,0.055523824887098804,-0.012261403602130556,-0.06766448254184604
ADAM12,0.023991767203140574,-0.03861662659222248,0.0020243010192926543,0.028589839042123335,
EPO,-0.017499481610288824,0.03671156924851868,-0.015054281367874709,,
EDN3,-0.016606189788423976,0.005750542148102495,0.03559862624460959,-0.03415090004789755,0.06781986739449572
CCL22,-0.01980564410226437,-0.012609994394499852,-0.02326280970054151,,
CCL2,0.01850924641880791,0.0042075707177109236,-0.061059341548077226,0.0814033407447719,-0.12878514835839688
DSCAM,0.0011767129776918636,0.014071540439413341,0.008136620563091158,-0.038885689617326975,0.06915265284285012
ANG,0.009783378327071374,0.03555311939501272,0.07916953154889618,0.08702156253247502,
FBLN2,0.05607087980664182,-0.00925560018061998,0.05585670472341191,-0.0033098420971314655,0.09641559223123175
VTN,-0.02000310502856258,-0.01860860496034586,-0.024551020093763788,0.024241746950540963,
VEGFA,-0.0928523529903859,0.005668413901945056,0.024580919951792374,0.12649273859357646,-0.099687754915525
F10,,-0.024889778704984773,-0.02657825447477277,-0.028196540416093978,
SERPINA1,-0.010703732823262672,0.017996581267818175,-0.01343062665153426,0.10961744898966697,-0.031060544761273613
VWF,0.08692934343665906,0.00802144338119417,0.01092205984993981,-0.1226876009698344,0.0822609451406395
GDNF,0.016886088487228813,-0.020123869275345877,,,-0.03947960810255683
VASP,0.017421356104760966,-0.0063644973023416615,-0.018159963980124174,0.049421364788077446,0.07947282653579889
ADAM15,-0.007055518032220257,0.0515732577676644,0.010709683830783086,-0.021881274286627516,0.022837779988591673
WNT2,-0.0015608686390338107,0.08889920172500025,-0.03660996630039726,0.009199375203390217,
CALCB,0.07032448130851994,-0.022448247297101945,,0.0441443615574861,
OLFM2,-0.03441173097458404,-0.023851913862524988,0.02838909789404274,-0.014617037799715396,0.08587290285684057
MFAP2,0.0828535846516398,-0.01159188773955417,0.015051341249831578,-0.049267016081455,
HLA-C,0.014409544922866151,0.049771103510082904,0.0008392397199436531,-0.06357188988840899,-0.016335279686842823
THBS1,0.004113776032073539,-0.020218972075599938,-0.05288240694165098,-0.017837356248107457,0.09265670190227553
HSPA4,0.059053047504722816,-0.02294214889713144,0.1352931548660632,-0.04751107689203144,0.026962948628553026
LMAN1,-0.047389129296670426,0.01579259053322314,0.036744746694861996,0.10691008856661642,-0.068644264522621
LYPD3,-0.009879970957505787,-0.022888570136295954,0.02389424164538711,-0.031192278837916913,
APOE,-0.019424802549915826,-0.09748496577724833,0.008340977676246648,-0.035955315969372285,-0.04111769972488198
SOSTDC1,0.037781939057296314,0.013399431161956023,-0.02510518982369119,0.01046843186403227,0.09235661716764312
ANXA1,-0.012826167682053148,0.002360223198488238,-0.03107994835458047,0.06380269482201856,0.061247047722238164
WNT2B,0.01193445265220874,0.01708783019811168,-0.03125876116361012,-0.053535552515012,0.052230690987834054
AMH,-0.01573787878155928,0.06554961935255224,-0.006131567509450301,-0.04002068004289706,
GDF10,0.040171907909338785,0.1063547120264735,0.02763965723992822,-0.03452935462836888,0.1447143611774605
EFNB3,0.06268009530895673,0.0006162194536664798,-0.02274530884693608,-0.05455434129218867,0.19171680789158804
LTB,-0.04093128953082755,-0.005970283239187677,-0.017123770962890413,-0.043958922013737724,-0.03492413358729177
ANGPT2,0.06068518975010259,-0.0007836621328867385,0.029880868526346534,-0.10761916435845119,-0.016255853283810635
NRTN,,-0.012796412833528368,,,-0.04137037678315719
ADAM17,-0.02561173507472566,0.03584681324109961,0.02788983149468182,0.05544837433918527,0.006971477380438069
LRPAP1,0.054303488227919756,0.01619284876078822,0.08621540950906938,-0.06414743492413785,-0.021452067670933862
NID1,0.02036817719143033,-0.034824261145178295,-0.00016978186546007617,-0.07147342422829571,-0.022847050372431493
MST1,-0.02561314018882418,0.020190340575754126,0.08752895165723448,-0.03844967818488364,0.19055652634896683
DCN,0.10410410139107525,-0.0041236023885629115,-0.020232484662322255,-0.05775460085086066,0.11472889344549002
IGFL2,,,-0.03977592992307419,,-0.034387118139292225
COL7A1,0.013011410261275272,0.03174807181874817,0.03588935090852804,0.0048736298095913635,0.08341751194177911
CALR,-0.022928316651818933,-0.0022228113765970863,-0.021275197606090826,0.055711707061203604,0.03461466491723901
PIGA,-0.02353156985745335,0.07656170999365441,0.011254771572778894,0.006264407810250372,-0.05671290389564526
CD200,0.013744457551403518,0.015924674420385462,-0.014797850456867837,-0.008714787610507209,0.19325088716065944
GRP,,-0.0140355733000328,-0.017862876031700205,0.015381613242823767,
CDH1,0.10138921987295063,-0.0032864579099027465,0.0983331815432699,-0.02168619948878257,-0.02650354452603757
LPL,0.021729663608462995,0.006088543902726674,0.0353615618920448,0.002493190086164512,-0.046987145117252715
SEMA5A,0.0187778847952137,-0.02737162026555643,0.011356712562212887,-0.059425276352683444,-0.01798708897269953
SEMA7A,0.03082112706798004,0.027273696627737553,-0.06938632771187317,-0.035822282903945166,0.09382019090680911
SEMA4G,0.014451396868396344,-0.007660348457674741,-0.015599486090903987,-0.024262059976560977,0.13022832017524752
SEMA3B,0.02723231855663667,-0.06253909696486577,0.05241948838821216,-0.020564560416616206,-0.04217079694720237
RPH3A,0.0555143194738494,0.05267687535317984,0.00924773896566583,-0.026125095471988716,0.05467387720741627
JAG2,0.11955910416132086,0.07559063346267036,-0.055134259288813145,-0.06632674361911503,0.15944163545231582
CGN,0.027506918545847706,-0.047997272644777274,0.0010916560155030527,-0.05336547855062399,0.04621690144986089
GDF15,-0.0008042157744787775,-0.04160890003268882,0.03308847634542836,0.056657228568848944,
SEMA4F,0.08226450320565565,0.05080116563515572,0.02176815691534578,-0.0031970464106324866,0.009456571046353356
NXPH1,0.05460363376159042,1.4497577564593462e-05,0.02143405379429859,-0.01316880321953204,-0.06208267100330286
ARF1,-0.04574429210430602,0.03923463486665547,-0.007945378766538422,-0.05778476938865294,0.05160793874427216
DSC3,,,-0.015054285937444074,,
EBI3,0.02450570436047932,-0.02530317686871601,-0.02632169877170677,-0.08070507397524895,-0.06430662472904036
TIMP1,-0.024405248007111784,-0.055232018809250154,-0.001563265383847096,0.09566061997717139,0.03033315907058879
SEMA3C,0.0023670135009104913,0.098848777901245,-0.0006753617016973645,-0.03831246497769239,-0.027971932730874168
GNRH2,,,-0.016313370535703475,,
