,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
LTBP1,0.0285864583745971,0.028942538367539773,-0.010110122232727368,0.05523324999302427,0.05878114201879055
NTN4,0.03519195993956723,0.0306751168946188,-0.0018239429853561936,-0.029478875470024715,0.09498813763982106
APP,0.0008995279857557183,0.0972280927226868,-0.0601887649058635,-0.08719458359845114,-0.0044551197358436295
RIMS2,0.012569166915884118,0.013755400806960416,-0.018231143100991533,-0.04817964496589231,0.16056879872856447
WNT7A,0.06575241112146499,0.004944660957018006,0.01707751328841966,0.05849327081384792,-0.034924218889175684
GAST,,,0.06402394750201686,0.02618623063431982,
GPI,-0.06109174291263162,0.05088156909282828,0.0443284052635417,0.11539836362919023,0.17233921842433506
IL1B,-0.00688697333661243,0.014475279059082047,-0.026980771425277376,-0.017377732043656446,-0.07019918116757698
SFTPA2,0.08279314290534022,0.039846607859765466,,0.00384477097602195,
HAS2,-0.007446175265705588,0.02482547981420956,-0.011294827492378316,0.06929927589329485,
IL11,0.013345289083344779,0.006521355727444265,0.011229294708176109,-0.009784523656196257,
SEMA4B,0.03012090940996896,0.06026209684992102,-0.026727982568576357,0.002984732884068228,-0.018767940016346307
FGF12,0.025111816691468256,0.021564231200916797,-0.0313682597160243,-0.02966552458288451,0.05803241254064506
CP,-0.042472827808368224,0.030223661599476745,-0.0022122610699071986,0.07387792041383812,-0.0617608563557247
NLGN3,0.04733277710367188,0.019484555784102024,-0.0016294589185020343,-0.044650323762881666,0.044574263838537215
GZMB,0.04367832209850635,-0.02899650025672717,-0.04792239825312373,-0.0055951833181639874,
PROC,-0.024470320384679587,-0.02569346629757848,-0.02921693584252219,0.03758220181477465,
TNFSF11,-0.01635201778724785,,0.006269171120872812,-0.021416986349881623,
AGT,-0.03304580726276866,-0.0054365261808893926,0.06652102871419609,-0.06761732586199729,-0.0876981677123399
PTHLH,0.0021517211933145194,0.03073243385819956,-0.052127096460961767,0.07056857016163898,-0.043641251148911285
COL1A1,0.03335721036972592,-0.010927378909182366,-0.03534616676353411,-0.019672571620451502,-0.037006383667165216
LAMB2,0.018482733716132495,-0.034630429857572954,0.006568693495229619,0.029755600608112363,0.11987907863350429
DSC2,-0.0027915886758686065,-0.014164761120596522,0.010776952421037324,-0.0021045535890886736,0.10344110484486328
WNT5B,0.02932416949701244,0.017748990273428952,0.011015355272092932,-0.015889837754996725,-0.033842522007822166
LEFTY1,0.0025191249817753066,0.03858641645402121,0.011186181766920978,-0.03279810791410302,
FGL1,-0.023973641707674097,-0.019252858467317037,,0.009641496818670369,-0.03801160796055884
CXCL5,-0.0398762465410409,-0.01964134322510492,-0.005169246608791491,0.09884770069299317,-0.033842560166995356
S100A1,0.07735852489106768,-0.036754542900517294,-0.005228963614780869,-0.10364729591741864,-0.005049335366789666
C4BPA,,,0.04058650764566057,,
NPTX1,0.024677425841008488,-0.02623401439731528,,-0.06875482722398402,0.1108585967904704
TGS1,0.06763525087889583,-0.016774286905359235,0.08420900149377668,-0.039727739933035036,0.06204887865969817
SST,0.013068335087936573,0.007703303075887698,,-0.014407278008066824,0.10754880467870376
IL34,-0.025567198490939365,-0.029191481696086992,-0.018435766798729856,-0.038625041200799896,0.05059104842587975
DHH,0.09229156794066,0.009845340537010784,-0.021909069300991228,,
XCL2,,,-0.01548466883287658,-0.024385587337538414,
TF,-0.03202351102116341,-0.02257557450165938,0.05957738117771921,-0.06736542622366222,-0.1470115769272987
IL33,0.020614989368900907,0.016893671917526346,0.02870583933527909,0.09245729528406263,-0.032673014465479926
RBP4,0.007755623514299146,0.01421930864247591,-0.027353518980177332,0.011564595744953032,0.0303617239686214
CCL19,,,-0.013179950787290853,-0.03139678771859921,
CCL20,-0.06888754647364682,-0.00931520084093672,0.017853586372508633,0.0327334092562833,
NAMPT,-0.05900790114847755,0.0022612304683908365,-0.012869174910708249,0.13332786910877611,-0.05051457384460908
