,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFBP4,-0.0418816452974997,0.03028744745192783,0.05668544453948521,0.005172510316649784,-0.042344273975752904,-0.049204951400815246,0.04534031987934063,0.09311150844394225,0.12717980028527306,-0.002225896147686342,-0.030195694861338863,0.17039694408554273,0.04607943528772048,-0.07688692275173559,-0.02169145394017759,0.029368659942279496,-0.04874933710316915
RSPO4,,0.004363001697420013,,0.10873143159043049,,0.011154027767096569,-0.03236059762371141,,,-0.01112238752505282,,-0.03959861034058881,,,-0.008542921423284245,0.19403365041831863,0.10769326333615006
LEFTY2,-0.024065152332868458,0.05157510221237418,0.06007784277141818,-0.01810045974333357,-0.0027971138238646887,-0.03452009998960427,0.009530990285784456,0.24327580782768776,0.13798407863225637,-0.012195833951008648,0.008375514253088568,,0.1432832926785245,-0.018903163555571926,-0.03257576847393861,0.006331400732442161,-0.01707786613052823
PF4,,,0.006119008152460624,0.003150953213782419,,-0.01266714479134009,,,,,,,,-0.015068491685815193,,-0.029709937516483004,-0.02317622172775536
ANGPTL2,0.044595476725025916,0.03144083123796569,0.022652189642627045,0.01150916384851261,-0.10556529242422155,-0.01609902977202307,0.03411451611102396,0.13521449838034183,0.08484113796234326,0.015783225548701117,0.03533645851596113,0.04431677845981453,0.030170453518157118,0.059627677285564264,0.007404864244268433,0.0037485472473647425,-0.027379522825656605
LRIG2,0.0459066236309974,0.045513948002800786,-0.015540653723255193,0.012636400990791066,-0.0012467869779283238,0.004598202451654524,-0.04095762444558518,0.049031013098911606,0.035201757417788936,-0.05191754118539505,0.04055140870839651,0.006278834584835673,-0.0283927056581889,0.0555173641653544,0.02805940235941913,0.01220387191904917,0.017028936841970006
ICOSLG,-0.02455700413767348,0.0014127213230472509,0.0673851687617462,-0.033085269049713296,-0.04294638310177051,-0.039279167117710824,0.0070285160941889226,0.10934878596803554,0.09962667653262117,0.06180171089615764,-0.013757394994249666,0.11182219390545928,0.01804002118830442,0.09385738832821505,-0.018363839756655398,0.03420694559442576,-0.008832611800714525
WIF1,,0.011308011413889492,-0.023852459509140316,,0.03661758451244499,,0.023229147829242763,-0.096633114468794,-0.02794101300584277,0.03499148634475607,,,,,-0.022267502403673256,,-0.015742265257914403
NPPC,-0.04690628155835558,0.04743779670360305,-0.05844678522824011,,-0.012728466255762797,-0.019649865370666632,-0.0564505691583749,0.021943417304555537,-0.033561262266966714,-0.015457396775373541,,0.13167089176496366,0.013014637074140722,0.0006606315217811545,-0.010247489066495894,,0.0714813910296988
LYZ,-0.027228700445934485,0.005037525682860831,0.0834694266568711,-0.026924955653671256,0.035543017585418404,-0.0010563692334125446,0.040720849989339995,0.030075428082934008,0.10820310238406766,-0.0015436426527927615,0.007715486686373694,-0.0049773905739059965,-0.005186373112098088,-0.0071756413728566795,-0.05936790563558631,0.02595896953379655,0.004821099010701675
EREG,,,,,-0.012566602450577223,,-0.01842855214279306,,,,-0.018727369723954373,,-0.04050730774261128,-0.030258209140807287,0.04492621433539889,-0.024628177091634795,-0.026682696765470533
SPTAN1,-0.027740414773875965,0.06987453520783359,-0.057207866200020344,-0.048163996942405,-0.06476396584891854,-0.03270602456895322,0.0013337853498062555,0.015444301112740581,-0.024059489156496857,0.028710213469799566,0.007168020156919684,-0.029069074667197454,0.011409332952134376,0.04499326355910052,0.004713843546356166,0.0075266409932561885,-0.014878092837285363
PTH2,,,,,,,,,,,,,,,0.019982120638147416,,
LIPC,0.10575730599510486,0.03343855254208521,-0.02832862021971324,-0.011522824547413312,,-0.022763802605448503,0.015977904737656787,-0.020916496247033133,0.1023186463680694,,0.0434555131299568,0.06532765505995436,,,,0.07815623150916132,-0.02094803654566005
COL8A1,-0.04146209700717464,-0.03612456069841209,-0.018522392595748508,0.0474412870790156,-0.02799928781417282,-0.015560876768161777,0.04788350456698479,-0.01570725861776194,0.045184333031907616,-0.018919992889507225,0.004543328431461756,0.008619568298995935,0.0574932242528113,0.03939447331894688,0.035192732191740635,0.07324444507990759,0.00027050269132670096
GSTM2,-0.03883286997007744,0.023705308691277818,0.02987824670481503,0.038682787203187866,-0.023837013762003312,0.038781349141433316,-0.010496953785160868,-0.011405956594175723,0.0421411933499813,0.03799347401260788,-0.03433115755310406,0.06783547365127818,0.039545064203982336,-0.019026437603419957,-0.028349833355773846,0.03059911907024662,0.004754681281137231
SPX,0.09678789396388301,0.02433753568100982,-0.030758707714053764,0.0013206734798530434,,0.031408642902328414,0.03695826324273622,-0.03323909641851491,0.0009876884783936186,0.01948070743294851,,,-0.019329302243720592,-0.018709458461256434,-0.0020882092097594647,0.017040750874293714,0.02303913485954815
MFGE8,0.0027577086164187812,-0.03634272190373834,0.004216354617621879,-0.05229109573365161,0.01055853453171501,0.040560153068366064,-0.042184382704807837,0.04387818215199103,0.01723723927315571,-0.0649009130627839,-0.025072981971824566,0.03485418947767024,0.0006973395212250056,-0.003775987917639552,-0.00949685157977467,-0.0051261545366883985,-0.03515059254722767
TGFA,-0.04982030079734059,-0.0038670902572939974,-0.0012149959415588907,0.022341731458972246,0.009129703723075873,0.04990736971487031,0.04240555508352038,0.09382840831850194,0.07088389758733063,-0.005198951129938846,-0.025238719834733893,0.015167653708092255,0.04685583287000602,0.007890817277419696,-0.01694803848446015,0.0891693270946628,-0.0008766927164586736
SLIT2,-0.025013850356549815,0.02284237754829214,-0.04495333399175267,-0.03412721339220044,-0.0178170717609457,-0.027560936422385374,0.011294069780132391,0.09447961029378811,-0.03772062157484194,-0.0365900539152779,-0.01870818279629278,0.022903973009256503,0.10126708556077524,0.04334587411799986,-0.004619148620358855,0.056778709778144504,0.07844226068715483
PLTP,0.04915001769774174,0.08498785040120872,0.006666833727719382,-0.02740166228498327,-0.03733753479497298,0.0027850790821189624,0.07298644177954793,0.0554848955323786,0.16822008960852763,-0.012371459774141794,0.02918390380305154,0.06869258552713396,0.055091921353052624,-0.07388802932566962,-0.0320432143435592,-0.014784079592766515,-0.041159874942375156
APOD,0.07654070881705227,0.10759119740860423,-0.015820966426667065,0.0005959697705578706,-0.022826839505417626,0.014846647974211974,-0.07352006062049365,-0.005932201169629519,-0.005277329819705444,0.024155297014223528,-0.04845117091058261,0.05511463721195379,0.13006090873713866,0.1273498772625564,-0.013154193815264227,0.021255861054557828,-0.09835201386291283
B2M,-0.10147080883060691,0.026420681458875914,0.063743056219795,-0.030359767635287912,-0.03828215020168502,0.004906764732295523,0.07381029334469101,0.10905928190345845,0.1783102197271628,0.04513540025386701,-0.007358822406986616,-0.02232168524450092,0.07391697770298701,0.0320593444785847,0.011266024138922479,0.0033246664273525422,-0.02645879912344653
OMG,-0.054612161626114146,0.10688963315881435,-0.03210085254003225,0.04733376906375448,-0.022951628845859502,-0.02374565198438934,-0.04727027408316188,-0.039901728119329606,-0.06744979898977536,-0.010186189411919094,-0.011860146141665081,0.04945011348704624,0.09351254466218377,0.08003253128451565,0.01837255400980532,0.027694254897795593,-0.01790750699454554
CXCL3,0.029458094652223633,-0.03527926326486528,0.0272766393831159,0.005505606451999005,-0.005013006912540228,0.03471041154938241,0.051580046561859494,,0.05155599855225356,0.17821691300611148,-0.03242444601637365,,-0.027129205385941903,-0.030011609414019553,-0.01563218039106593,0.026157827188254393,0.02797055113083863
CXCL10,-0.036238663537570194,0.016702850131485925,0.02721511214056452,0.00907175498284538,,0.026136699233730305,0.03395438219082673,0.06047832775300152,0.13481483318385706,-0.018074849805720983,-0.016160664087621207,-0.01880257245789836,-0.033998673986947975,-0.02021121565350538,0.011850755013461157,0.06771483822123192,-0.05368202667318076
RSPO3,,,-0.03030043538039161,,-0.022426014740398643,-0.01471041743225936,0.028562411182920154,0.05504416261350171,-0.025947641705839557,0.0027266431846016,,,-0.008687673623018595,0.04219149608292252,0.0797263405369407,0.055634866998174166,-0.02484593194551321
CORT,0.01471729562953099,-0.035311421742112235,0.009096231593893422,0.005509366016654438,-0.029762376920426246,0.03179514336507109,0.06185800973967336,-0.019336834475139703,-0.04490820738860442,0.0024510191616051364,,,-0.03754253696773653,-0.01576841067648084,-0.039838605808861255,,
NCAN,0.039471948070737235,0.10781468077018293,0.0006063833147145702,0.05104492465638621,-0.002588721077918167,-0.020355835482701635,-0.009767744171779669,0.06901924847818298,0.05506255311669896,0.005886171400243807,,-0.07276540831613806,0.07911283406238408,0.1284769275269327,0.024974263567927077,-0.031083633575883982,-0.02810404896685333
PRG4,,0.0006314860781532378,0.030194934244138893,,-0.025075181559401628,-0.014518547619220784,0.010622221810616962,,0.22434973675913406,,,,0.07623907098809553,-0.023267254885991382,-0.043768015140133475,0.09156212731710024,-0.032258143180001975
ZG16B,,,0.02363273944392332,-0.019572366350884038,,0.016975415074461316,,,-0.00840133165053973,,-0.021127062300530332,,,,,-0.011120694684806578,-0.019771694082711355
TGM2,-0.04536437540931713,0.01807736175758057,0.006447188517226334,-0.029514356582041105,-0.026460688821832237,-0.003872063297079054,0.05560736174731506,0.03367722005040971,0.09073040325410849,0.0013837356098794352,0.006111060261456804,0.014377476223388771,-0.004241488488004481,-0.08861619835117458,0.07719680546347198,0.01571938712249869,-0.03097207449832001
VEGFC,-0.024305473904273227,-0.03457857861070133,0.0066019482234249425,-0.012104606494868443,-0.017153620445110613,-0.014383326911085051,0.06205095651141279,-0.027650650940419914,0.009308451503982065,0.026223889830475217,0.09553079666007692,-0.05103183054876149,-0.042371820340952764,-0.018275724781434844,-0.04088258056367441,0.005721188817670218,0.01570891490264351
WNT6,,0.06320386369343392,0.001927163723504317,-0.018100460218371146,0.021387271417588956,0.05289578101932058,-0.018924937397713306,0.09396736743108147,-0.022103881851425027,,0.07480892683775363,,0.013632614829457167,-0.015269838979163845,-0.03179078042872645,0.0613411495237249,-0.020430091923706567
NRG4,,0.002467440150444152,-0.020544996686109505,,-0.016809503568088517,-0.0016851164527939126,-0.019677535528403657,0.09105965885973996,-0.02799741045251617,-0.033987918871601096,,-0.03160438089990021,,,-0.031631792096892195,-0.021173128698299872,0.0718047263702397
PMCH,,,0.00519639141991869,,,-2.8922282820206967e-05,,,,,,,-0.03346539331454253,0.016303188069864256,-0.018212279887411215,0.013887573706607913,-0.03934615116535604
COL9A1,-0.029000086745834423,0.15393273630830517,0.02284247336155744,0.027235701365674023,-0.04813622298958171,-0.01845475025708607,-0.003397905537259147,0.13926023191664916,-0.007867423990498381,0.024475333581596835,,-0.02961468067916398,0.0398588463429304,0.08682675503596139,0.0030339128028702435,0.028284718276983565,-0.03410284227392227
GDF11,0.0128638419965757,0.025646127134397543,-0.006839688602354174,0.016546534106946915,-0.020790474011677277,0.030492788414309552,-0.016844130148448603,0.06670954644981378,0.022621133370881223,0.023600620149743783,-0.059429986544038124,-0.04360009030695029,0.016178062771906174,0.01854956555021869,-0.05265590806658782,0.04735509344045749,0.07074035818062312
RAET1E,,,,,,,,,,,,,,,,-0.02322677174289753,
IL24,,,,,,,,,,,-0.013322653161215186,,-0.02495099084207255,-0.014828232246987727,,,0.1007105493213475
SORBS1,-0.03632847478790863,0.026887176956367394,0.03038811531280496,0.01748127252464011,-0.00668785583362683,-0.008275844536742254,-0.011805641877390693,0.006513739476303958,0.03253309916439719,0.03319584304258994,0.032089663632495706,-0.04298934262133817,-0.023549389973423686,0.0588516561352934,-0.04212227652397128,0.041780886846451135,-0.025863126890552555
DLL1,0.020264908120145447,0.08610309459098935,-0.02709002919204692,0.023393222773694853,-0.03285799077042507,-0.039294637211868017,-0.067856145418394,0.0997282617601691,0.040655858938483495,0.009362322501145234,0.13013946245874614,0.027582450413346095,0.13461344828914945,0.0978546969150222,0.12038417735725407,-0.02476110408058779,0.03373582042350752
TLN1,0.05131844374048245,-0.04832106959433528,0.04133699834315482,0.021960013545652704,0.027525910072399812,-0.011646483088923873,-0.01252945792784082,0.061578806872879185,0.10505819724632114,0.01782807516849051,0.0025650479850564422,-0.04671937637605802,-0.00800278912994505,-0.05466584438821086,0.004809770076904649,0.01246664996623775,-0.04081101952109249
