,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
FGF14,-0.03197237479356375,-0.008605576377910835,0.0011507830932030695,-0.02827640695980482,0.016212658713645935,0.01775500055938701,0.03881185063533843,-0.04208095680123384,-0.12758462621883288,0.0624441263813459,-0.07108718454792888,-0.029582330114533376,0.001338752551473837,-0.0018346370158531333,0.009970054721808667,-0.019799582107720676,0.010062195498719447
IGF1,-0.01200012650394219,-0.016700701425178825,-0.00925705320751565,0.003802396282702682,-0.032566741645723325,-0.033513071925308814,-0.03405975030517203,0.04769559699381594,0.07704155247068473,-0.035199934484415815,0.008776724134199073,-0.0198910724493499,0.0982418372521038,-0.014989092701492238,0.056138738316990934,0.05882647903157522,0.09384012856737182
TNFSF10,-0.021781013874465155,0.016879047992910023,-0.050969705053306724,0.01659342319986395,0.00771090939616612,0.05625732585658554,0.039921521888717705,0.02397354481199817,0.03717571071699227,0.09190197209244004,0.023159000166833452,0.011121540694313052,0.004112779634913707,0.0003570644894102338,0.0007162324340541685,0.009720694218775593,-0.022024766553466416
GDF5,0.030506660208052958,-0.0015227994076559542,,,-0.019336904926606294,-0.02163191557581253,,-0.013618002286992689,-0.044321326130957066,,0.1369238784114152,-0.009144672603901696,0.005594857853147164,-0.046542358821524354,0.015470671352803049,0.030757175657501447,-0.027705550102687715
CHAD,,,,,0.05134066173162795,,,-0.011443968607999415,,,,0.0420056580095044,0.07407972104624358,-0.02498748521834421,-0.020168518044233443,,
RGMA,-0.026529301737248767,0.07293232770243471,0.052031844558383465,0.002668376557285022,0.04747468595209816,0.08928139416721513,0.0029181948444382062,0.046728222855530736,0.03707463890125656,-0.0003532603752162346,0.01139778061926778,0.03759717948981257,0.05927938090491502,-0.04025815203454445,0.009126766009454623,0.03049746168610028,-0.004928144285885001
CLEC3A,,,,,,,,-0.02704240660238813,,,,,,,,,
WNT16,0.014509847858058795,-0.006902910059172296,-0.021627266339750952,-0.0072050470881706115,-0.012709193576823765,-0.013529565964074399,-0.02250466583771008,-0.03432093005408374,0.0007258821154744911,,,,,-0.020642323695517266,-0.020606956024336414,-0.02742466037865576,0.14307602177067216
CX3CL1,-0.0276632901868218,-0.0751961269011292,-0.033346197217722987,0.046379239540608234,-0.002597444627706793,-0.0014008427998180696,0.07261941705615294,0.05319816503450042,-0.05496478527937926,0.08343066576179774,0.05338600028086183,-0.06273768742583437,0.03790654802614214,-0.02830526908840748,-0.048244475461629806,0.0518237910142453,-0.058923660668972214
FGF1,0.0019001617834915113,0.04191482926074542,0.0030296207826356076,0.03870694817142396,-0.022687894742491097,-0.032276445289326376,-0.006288393248959041,-0.026960582044822386,0.05622549630201917,0.013571518448306645,-0.013355291422580035,0.03947478666172374,0.0562187243470875,-0.017658923982545698,0.06829270057680614,0.03424065549025404,-0.04102168191498521
ALOX5AP,0.057101211361829496,-0.023104286867955307,0.013549131571634475,0.02169383511723031,-0.00024106539866387234,0.12303385796251695,0.03529106623901139,0.016650664607230324,0.14764052612871875,0.024753761006096595,0.034545298171862096,-0.03523436830155171,-0.00915142949636117,0.020949070046204794,0.00856169850809201,-0.020356088102364046,-0.005258149969067919
IL1RN,0.08967005940625443,-0.0367537661695041,-0.03955709825347251,0.011043524072934055,-0.04386163237574786,-0.01246632848954971,0.0038042821760913303,,0.011000726524360169,,0.036506290806365346,-0.019028223542174955,-0.018071812265993924,,-0.02154775777227113,0.05736927202773744,0.0460004673766257
PCSK9,,,,,,,,,,,,-0.021596299976165783,0.04237614157962123,,0.18538838579272438,,
NPW,,-0.01711137268663093,,-0.013067912989605648,-0.023093107885221002,,-0.01814971651775268,,,0.017949100711170583,0.1117465070724387,-0.014657646478572225,-0.022149637751375437,-0.02305400814617628,-0.027750432868060598,-0.016681500252218612,-0.021587319692969023
CXCL9,0.06121799511149285,0.06611594162974685,-0.005633247288857584,0.05546794307681237,-0.020268206288115233,-0.01507730607581605,0.0211096654261491,-0.013618000061500529,0.07580479722957696,0.001653289369143806,0.20306556338255694,,,-0.02704275530410193,,-0.026395772459687907,0.05740157761349901
ANGPTL4,-0.0008327527258010425,-0.04669951328662931,0.04311271735687141,-0.016236186077840654,-0.04214971239407045,0.021459708142800283,-0.061172801664608444,0.010713151637097943,0.0692646767365039,0.0883274556293329,-0.0069088341022445435,-0.0780693662125295,-0.021624453715938647,0.04691388700672946,-0.054203405268899815,0.006189236316242734,0.0015543513344368832
UCN2,,,,-0.01714529223423908,,-0.013210153600747888,-0.020499434217664887,,,,,-0.03734229728938587,0.012865507671939143,,-0.02260246552750887,,
OBP2A,,,,,,,,,,0.02289651478369149,,,,,,0.007709798605161102,
COL4A3,,0.060342501403052605,0.04397490688764003,-0.04514867339439007,0.044048144501794874,,0.07007934431440048,-0.01959147894799741,,,,,-0.01996702288683534,-0.03877766546991397,-0.03161211179120417,0.026099553148566407,0.0020855065479414604
NRG3,-0.03117909508898025,-0.0370107887013993,0.03156454060512775,-0.006027981557042253,0.024035813739945247,-0.05059060216775329,-0.009811390357017497,-0.00775957623400887,-0.023397673315667954,-0.05605803626190599,-0.029166059927686856,0.0024410415674213583,-0.00835692484658829,-0.015656853441020656,-0.0721943575169084,0.010035849369761441,-0.03493245021816383
IL23A,,-0.041768023722680125,-0.028848422241051934,-0.026974587207055083,-0.03514489801022121,-0.01616051571953398,,,,-0.02663997678851738,,0.12189786216097195,0.04358861850431161,,,-0.03615299792170421,-0.023750884954266617
COLQ,0.09437120905187847,0.07490513421436926,-0.013942121325357095,0.049737443564597396,-0.0035832661401205925,0.04736539224350851,0.014797815134985614,0.05233634996435194,0.05833942241663125,0.01029467760035531,-0.0698787165093976,0.027018494326189243,0.05547253696267347,0.01826975751019269,-0.04136848024313893,0.013230721375396623,0.040762113130913824
SCGB1A1,,,-0.021946478406331533,,,,,,,,,,0.07170884284317323,,0.08907660680524805,,
TNFSF12,0.03723837318949843,0.0010545152615810491,0.06002212022770627,-0.02736170956392095,0.005750797260952735,0.09378806363059765,0.03557794182737746,0.05659974382339461,0.06736590144343349,0.001757930827163698,0.04745805971154707,0.04086874103013284,0.04447318188373808,-0.028113596787607765,0.036726538772234155,0.03514167040609582,0.038607946109383486
DKK2,,0.09697585140641937,-0.0005808088134795311,0.017050341603521722,-0.014048101856466873,-0.023526470307121516,0.03261125546450588,0.0513800492761887,-0.013308487972318116,,-0.025070417577515776,-0.025492923837879787,,,-0.02663832267593182,-0.015190555020801171,-0.029991262342008666
FYN,0.0455066704606121,-0.004784927321909727,-0.02506238170110734,0.06425638739177905,-0.036702139113935786,0.04329147117915972,0.012368673114642827,-0.03711555416943575,0.014091895280903433,0.08248258929468505,-0.03362899649562602,0.026166013723825977,0.025562873657603694,-0.032898656597922286,0.017666445942703,0.008665666999915519,0.01280908975968974
ACE,-0.06493611299023103,-0.04887422685851261,0.04228189089974256,0.07123573571551105,0.029372713621356246,0.05286370305189844,-0.01499482653496079,0.02513603014169021,0.031141544880849893,0.05587900394051368,0.022249410533401324,0.05185489793179505,0.0733581533002978,-0.012177853292277283,-0.01239388835507529,0.03444655900092361,-0.010417766587732179
IL18,0.06440733931825815,0.011686777428602435,0.007863231328048574,0.003648211550224826,0.017014515798492034,0.09379116444257672,-0.022215743114166,-0.05171363747363357,0.1073775106887584,0.04174760921129694,0.031415076064256676,0.04104022223218499,0.04937663268343665,0.004590369410067751,0.0391504270658473,0.027959066536381756,0.026066459013839974
PPBP,,,,,-0.013298713899474901,,,,,,,-0.009242793806218943,0.011536854477142382,-0.026542364262906338,,,0.030535419334257824
CCL27,-0.01955345271305819,0.00511896154345229,,-0.04039400161850488,0.028841958324370344,0.05579688894719922,0.00909822299527216,-0.009653100294497912,-0.03746997795061324,-0.026639976089129398,0.0339084378495466,-0.01030031188473303,0.05821018488404367,-0.028496713700355916,0.08014290714058557,-0.002049229600649933,0.019655011407751062
SERPING1,-0.03648354070668113,-0.03353831545727524,0.020684965995332243,0.04187589003592739,0.03702891338330911,0.12535105827372492,0.07032676328086192,-0.017139191745980446,0.08422713315065375,0.0556112583198526,0.0583418030372214,0.009069104701273383,-0.031024388892821383,0.04134643412535369,0.010931864800489882,0.056298639530351684,0.04251516894793828
AZGP1,-0.04027351321808461,-0.03884026041899118,0.02580439554173991,-0.016199129826050054,0.07210378078770091,0.0018926034072917924,-0.013648536576517845,0.013089824319828865,0.006932337510156971,0.09959315538885953,0.02390187311262011,0.01196266624813698,0.019958367013940215,-0.09091380750622619,-0.0735633636608031,0.08916683638349847,0.025234088086194845
INHA,0.05827641240294668,0.07689532231799036,-0.03363051527753236,-0.003958225085024819,-0.03688304030177208,-0.03167551222772962,-0.003954360377975029,-0.014872488995294177,-0.029669886899650107,,0.0433167561878663,0.009465215493719615,0.09836551733519065,0.06271693427131077,0.021425105319190146,0.11865790193780616,0.06226624225333468
SEMA3G,0.08055990041008972,0.03431135727578645,-0.017838430397423968,0.012609893679220316,0.010249657651640678,-0.01056632999839342,0.011636982092355225,-0.018165133933688064,0.008498550416587486,-0.00014923053137223994,0.1348374628398674,,,-0.021269092121778486,-0.033184819824106794,0.006143554316126086,-0.022719798001490897
OXT,,,,,,,,,,,,,,,-0.019379643061912314,,
COL6A1,-0.008187468954115113,-0.007904169110170516,0.026065233304937704,-0.021270311187531414,0.00565940248824529,0.10080645131488201,-0.045618263558483176,-0.053464554014665065,0.01745081827610726,0.060414765270071315,0.08875518784776333,-0.0198270851534553,-0.0019148815947644905,-0.002601717576642702,-0.013748675238045276,-0.0010760978553912843,0.017362155093752416
FGF17,,-0.024190739799360504,-0.024067746874854214,0.059496281338677334,-0.023894996051241874,0.0001192447303720442,-0.010937353077163486,0.0107048775816198,0.000898381251978476,,,-0.03103188659429032,-0.01807393120173427,,-0.014719615519578814,-0.023859241208878907,-0.012654519646623032
TNFSF8,0.06638161632443933,-0.018290121463655686,-0.021303485129254545,0.005260898871463447,-0.013298710452367381,-0.012466328596048447,0.049185435806539814,,,-0.03257704798649334,,-0.028692193198299038,-0.02764021653219205,-0.020642331720629507,-0.02060695874424461,0.0007808880682335098,-0.02232892582031264
FGF20,-0.012177362151593693,,0.07196775683704977,-0.007021666926338206,-2.0799511630719255e-05,0.01845810677215522,0.08529761802640397,-0.019372276606813614,-0.001828990896089659,-0.02298795788319471,-0.02466725160107517,-0.0014905740890298759,0.03729718257409676,-0.03601640712623394,0.006068742674104433,0.03198499398976892,0.10679775135272854
ICAM3,0.0015207808915211442,-0.030203115487807606,0.0726714206873747,-0.014175058676991875,-0.006442679397077556,0.04977120998611408,-0.006628249435060711,-0.0271547224164931,0.026373187788953156,0.03842311991652646,0.10047283283234593,0.003872041586103293,0.06836361608611212,-0.011943339504765454,0.010278894565341219,0.018515756548108546,-0.0036522376165487613
LAMA4,0.02159401459211187,-0.025162266865452636,0.003990759383143756,0.043107614615304546,0.06315674055781745,0.10075261599576178,0.023262044645070864,0.02047121222141441,0.0200284928960815,0.03862311215602407,0.08067318858388518,0.03528926957378174,0.01184568153634774,0.022632980775682175,0.018407316139102514,0.021608569697492044,-0.011017656954892248
INHBE,,-0.028768112219525535,,,,,,,,,,,,,,,
DLL4,0.015876802437546137,0.05748167107797741,0.03172979482526826,0.058313454933815026,0.040575683153226696,0.07884725584953844,0.019887304900524556,0.07094071101288021,-0.01547904447652962,0.05477533920370372,0.1258359562671155,0.1077488590829026,0.0799548327942854,0.038897237734845595,-0.0059613600858850115,0.04732062074200166,0.010338682218924493
SEMA3A,-0.02062341538132315,0.0065639679056923965,0.028756376825743328,-0.015168233316217956,0.0012619814556318267,-0.02903664576330867,-0.022656528473111146,-0.05701786774849546,-0.029596438048252377,0.021368566818747634,,0.038935673793003764,0.00893216012466858,-0.04778035464389788,0.017465037043114924,0.03826284597464737,0.062231211338311436
RLN2,,,0.06663577951202537,-0.02207238836503296,-0.02039815027273649,0.173316232835807,-0.017095557978380308,0.0338405370657555,-0.03963460697048713,,,-0.019840581907543436,,-0.03437086371089229,-0.02260246303511021,-0.027536241172536485,-0.01941873736087079
C5,0.01830891424673643,0.03164249494975943,0.022937793675691008,-0.012065362319598634,0.03990151352383583,0.022118940783264006,-0.015943094427193726,-0.019447969271907062,0.012117830631498775,0.043020007260025854,0.01813327916888763,0.006528756627056569,0.04276399797544016,0.021774111007227818,0.012601804078672984,-0.025222906575195523,0.07083481361215752
COMP,,,,,,,,,,,,,,-0.02471974575026171,,-0.034016252000129095,
EDN2,,-0.02473634290229068,,,-0.01749002747488783,0.02790622302292224,-0.020759704402367078,,,,,,,,,,
C1QA,0.04730339326025733,0.02008593486241773,-0.05426546996195308,0.06262182064234843,0.06003132255760388,0.14078667624414495,0.04517517642822602,0.01819450390400498,0.127560812908143,0.1020657727761345,0.05602338272201823,0.05553990073665951,0.04362367854311988,0.07319792739550139,0.0059425454710181815,0.024981504392872195,0.07217970816824083
UTS2B,0.03290555083529479,-0.01966877113013041,0.04009814764401224,0.03322977309319705,0.036694641262191734,,-0.01477727148506892,0.028057239919601587,,,,,,,,0.05663542722654076,
COL9A3,0.009942834872976659,0.08440317687177057,-0.04400324136181862,-0.024877354067130857,0.08154154036013765,0.025331888470375246,-0.01773478686401717,-0.011575911363767125,0.0983800764833437,0.012258833963770662,-0.011078436046096823,-0.010032129395305138,0.017410119811947143,0.017761298439923953,0.06446656396646695,0.05815011844909886,0.01795670487519362
DLK1,,,,-0.036737070540291177,-0.011879890248386453,,-0.02586174009258583,,,0.06935829230803545,,,,,,,0.031431049425248374
HGF,0.0436661729196084,0.07252683831467828,0.01738952117597828,0.004895611247466677,0.07804841881324666,-0.03252894216692444,-0.011708708634746797,-0.02400110502265173,0.07574108760428594,-0.07661332652683538,-0.042378938121842104,-0.035371394203763395,0.019149768709003222,-0.069843937156297,0.013807067095270999,0.009259354722072762,-0.010519299544414936
P4HB,0.02592862883341935,0.014759189022118256,0.05462977307708296,0.011322854309031221,-0.04899909520738677,0.06596377664448122,-0.040858390600989926,0.02187799157518738,0.0646241869931709,0.044777478595030784,-0.0019015834875394117,-0.06838770184339427,-0.04882635141044998,-0.03310626422499058,-0.029602535143297797,-0.05651166498879172,0.0683480087249978
ADCYAP1,0.028615217876507535,,0.18049020949290848,-0.031281573346617506,-0.02400767953166525,0.021410336227980737,0.011452282267416165,0.04590893956033076,-0.05976355425001046,-0.050458822692170266,-0.027743057637413724,-0.009359851848819751,0.012330933501581699,-0.01773251722272438,-0.05668196900373429,0.03391873268491567,0.011012747149132142
GREM1,0.06541661156086265,-0.01966875893543646,-0.02190968338526649,-0.01907746326900664,-0.01581775894248098,-0.03828496558130082,0.009191095318672871,-0.010960819879654875,0.03298534916596585,0.09400601579249408,0.02917576731324533,0.06643770839590375,0.04849182198601583,-0.012137973396908197,0.09794130585762817,0.005547614099235546,-0.00467107810654899
EGF,0.10549622170428676,0.07913154324494846,0.004294411010797976,-0.05884380972690486,-0.027103355795992615,0.03907581985269376,-0.013610799037824296,-0.01680075612061774,0.030298851081839297,0.09984829424749492,0.06248594527110993,-0.02425838364798656,-0.024091351442675848,-0.009281728538532203,0.023662989783556677,0.04528784118770188,-0.023851138883620324
VEGFB,-0.01997956722975484,0.00411722317987021,-0.03221392562245975,-0.03024719665365966,0.009942263343021293,0.06149857069964704,-0.012626416883234097,0.01444903455725474,0.08745776131595052,0.06035425880517098,-0.06069444394398751,-0.055563883974882336,-0.01792719471803182,0.016728323886507794,-0.04552987709138401,-0.04626016290496559,-0.010811355099574314
FARP2,0.002846494330814129,0.012905933395014274,0.017683971203762725,0.015391233155004404,-0.012489037430991664,-0.006121932102677496,0.039189569764356856,-0.008589022577811096,0.01556084605840577,0.027348366130588903,0.013976050323653379,0.0377905399928235,0.00796686881452269,0.010579543465001617,-0.027701318926473546,0.051586200056879195,0.009526738248070226
BMP3,,,,,,,,0.01497083223571566,-0.03358745257186169,,,,,,,,
IHH,,,,,,,,0.0186996291350392,,,,-0.025971710943747138,-0.0011733577024136041,,0.07676296828173963,,
LAMA2,-0.01604425343445675,0.09646958750708826,-0.034294902063461946,0.11378710055080002,0.00014236694591700076,0.12036601412133884,-0.02095603113510337,0.019278664062294545,0.02113358063675383,0.02852997303570083,0.09803869919272903,0.06887955823448509,0.047275175630630155,0.05481098086788171,-0.005692936759834266,-0.0074260089553877286,0.0682383824953028
SERPINC1,,,,,,,-0.01581034555746085,,,,,,-0.006181147134621516,,-0.022049738801981338,,
NRG1,,0.04950545324292321,-0.004747105507669058,-0.007394032972582001,-0.01347953989057541,0.00030475166716115626,0.01891255675155111,0.020315998240980595,-0.0349411083207042,-0.023758940764285065,-0.042123008064859725,-0.04180513200067838,0.05537686533074372,,-0.015817209701195326,-0.006787577788105797,-0.006601105033721888
SPINK1,,-0.04615564587548096,,-0.04369094208769097,-0.023781850150615527,,,,,,-0.026627423349188963,-0.025773170823727664,-0.046995226854597526,,0.029141766487953268,-0.038384398037940456,-0.007493120488811421
EFEMP2,0.022469448147586116,0.05412014084244893,0.0008492224293116037,0.02215066123096182,0.0639344966452046,0.08696330861136038,0.04094718017996222,0.010008330515589565,0.04338362525758172,0.13925033552590133,0.10112683708962346,-0.008594486255518471,-0.03967622690284208,0.007483306105978788,-0.03619246236140223,-0.006655126230482617,0.0048271442315507215
SELPLG,0.11395987987361937,0.007134815275294018,0.05111686668664343,-0.017265304157694703,0.0009240136846388272,0.07483116149108496,0.03141821588072978,-0.02581657933107555,0.014254806545737304,0.05225797644652609,0.09381771781617848,0.03371442652329336,0.08168074574919651,0.050178479872751765,0.05247778252065999,0.04774080113315062,0.04595888225472459
GDF6,,0.08075962502734045,,-0.013055812965677658,,0.031570411012597874,,,,,,-0.015305724599822441,-0.02080777539202179,,0.03983915138151803,,
HLA-E,0.050357833088928834,-0.006285451291800195,-0.03637994976178071,0.08946395670258867,-0.0394521329227769,0.10443381425759664,0.05369839368485206,0.0028029104485011425,0.12584027421153457,0.007478517230448465,0.07390094450026267,0.06578822986254002,0.0033616874351178076,0.04407453465081689,0.010820265736264925,0.0035764546383136512,0.019945733511763996
PTN,-0.036958433075860664,0.1049238471200716,-0.029573331536108208,-0.00716974768559031,0.025673279819716007,0.08255345780939108,0.002063249558415427,0.021385872498930505,0.06017936259541204,0.09163151448891906,0.13575458587735442,-0.07303069350259912,0.03737940048170858,0.015500011608489045,0.015545674915059354,0.01739074946066757,0.06186807461226791
CD274,-0.05451805219489144,0.07893627786846455,-0.0029559659862127084,-0.0219810615236761,-0.035028853177829285,0.0012004909687719837,0.01590831633558132,-0.013001571296343262,0.03798909322589281,0.09367164097322594,0.08001023067870172,0.045600519566773495,-0.010629175585049357,-0.020373910554915567,-0.02799155362541656,0.06023364952870882,0.04334083506762505
FGF10,,,,,,,,-0.012246049416594683,,,,,,,,,
CD14,0.008697882740671218,-0.04859060260408476,0.003824255182805989,0.061000634612139865,-0.027056752187548997,0.11972520671266014,0.0036870482220251848,0.011524735383898296,0.07704190661664205,0.03622316645519034,-0.02204441713557343,0.1044632529095548,0.02531748007331766,0.010584254275302038,-0.05019234038786402,0.05140910602663965,-0.0014033963584707792
SFTPD,,-0.025005150058470017,-0.0008905599935125935,,-0.014934793729877497,,0.045039014616166335,0.012902653355128501,,-0.03050613667487482,-0.0526995201430539,-0.010592663903574329,-0.007923190660488895,0.04854023480910071,-0.011299089474416513,0.03163106445589011,-0.03873495182385158
SLIT1,0.05063054241947746,-0.02658140679898989,-0.0229506435365934,0.05344621600999733,0.07209844523273912,0.08564085913462649,0.07062385406567621,0.010360419086119833,-0.09663837923773269,0.1137608961944541,0.09367219676654348,-0.03940531418866084,0.0009340801279337139,0.08726435404861783,-0.04954937110763552,-0.04543284207269867,-0.002995446689834972
CNTF,-0.0021598534065969555,,,-0.017398057227068633,-0.01329871166613733,0.07561179132305174,-0.013477028469113693,-0.01096081893233707,0.1307417942564912,,,,,0.07371730002566372,0.028455232900634175,,
BST1,0.04678998640857423,-0.03926096364567738,-0.005695877193891753,0.05209868306620879,0.028941669977205833,0.13031876344349186,-0.0033158016101876905,-0.020588164120420575,0.06987912017051755,-0.020659057710303443,0.10678659085709659,-0.018641433410464824,0.035543287723108795,-0.010972519682255126,0.002352691143039823,0.043084591376519044,-0.03934598589128821
AGTRAP,-0.022005111112335603,-0.008920994062309725,-0.0319656965677951,0.026013585982493176,-0.03338552720109152,0.11930119274863867,0.025932022750306122,-0.04093038610599398,0.08393618279868355,0.04246899318703267,0.05329435494183192,-0.0158067496878576,0.020004440473295273,-0.028953099331445353,-0.03553869100709131,0.07863042681030294,-0.035219859410893485
LAMC1,-0.05254984847757181,0.05622098708468084,0.10178316749075186,0.020674594517648682,0.04081517048422723,0.09202538833159345,-0.03575249469182544,-0.01241470710670659,0.02208473145668628,0.03269103007372461,0.09731837323889299,0.08503013306709153,0.048754541850137896,-0.02476235542260613,0.0040567203158884246,-0.009917799627077915,0.031886629067007934
COL6A3,-0.02555598974744219,-0.01428358682910168,-0.033416971064036634,0.008265331796936927,0.04528019506350494,0.13122717447762025,-0.007209940891159991,-0.030228047458497533,0.0790783264999919,-0.0033301277550674226,-0.01909913761518043,0.02003692304819144,0.017336867262113982,-0.041125085851219566,-0.022200894584457124,0.03614042490890427,0.0026927556649719723
FN1,-0.06063595480593028,-0.07316664340457353,-0.000521286432701894,0.04351129072080648,0.015288609875716635,0.09763594472936127,-0.004839688368266044,0.014524093055730596,0.06457387854587146,0.033783435389510307,0.13246616307141743,0.021857140476872962,-0.06017732302321492,0.009581557325556435,-0.05831027086563397,-0.03580801612135487,-0.009907389723095298
MIF,-0.047985982515207845,0.03770613105842043,0.060121813464039414,-0.018791404106884017,-0.060379800834879406,0.0020674345658061206,-0.027462195982761606,0.06678402656534047,0.05802030632467538,-0.08491837513411957,-0.010464000749533036,-0.05464694227400395,-0.004421777179860642,0.03440248358386843,0.037655840036455474,0.006612988730445283,-0.019748772969738322
JAG1,-0.0571608125345694,0.000753673635080571,0.020170922728357073,0.021556533455902683,0.016948014438570972,0.012928777813613134,0.03830180737617473,0.005601930428433742,0.006502640679541235,0.005739483714519187,0.07675392222006912,-0.019273822527269637,-0.030075582148538775,-0.012537414351293883,-0.03542770523159855,-0.04534191721597319,-0.009276932111139955
NID2,-0.019992749912126004,-0.04575989287191855,-0.039924321810067435,-0.0023556796884711185,0.10746101517254418,0.10222922436751462,-0.010573834655265514,0.010905797882178684,-0.01920148493649174,0.009197930395408975,0.07941113457441369,0.03930798904259935,0.027729680437691046,-0.03567605431225084,-0.008208432273782007,-0.00262712283565552,0.012311021284734405
EFNB1,0.07416441953031504,0.08139524440984372,-0.0003850979216204948,-0.025996958120373108,0.022471005758920783,0.09945855474387019,0.007065586868802713,-0.008498580122159347,0.05306585089201862,0.018662772421556638,0.033818832209467915,-0.014951242775712248,0.038338979815047525,0.027269768095378653,-0.01159943945515722,0.03654798004529805,0.07647576722136859
COL4A2,-0.07858623587591745,0.006355605586777966,0.008490584207750885,0.06725747517296152,0.015921570132557947,0.12845000026333542,0.00020328825423062698,-0.02228588590333369,0.0876325757882877,0.02350603936963576,0.10807240852052812,0.06826532649781795,0.0063308453732718335,0.021628060658057027,0.005582874134023803,0.006273265003382524,0.01945475852878704
SPP1,0.05350786856186394,-0.05942833810301966,-0.02597213897754414,-0.02955537027574601,-0.0322498195493997,0.12349651391189356,0.014391302601746807,0.032114057997826274,0.12207387014546503,0.12793852183930873,-0.11461646805775887,-0.02989803870160578,-0.016938739397817853,-0.050041971699379476,-0.026729589377555544,-0.059481712487989356,-0.020717949343115452
PODXL2,-0.049086954025379666,0.03044340599095639,0.017243979948304504,-0.017342943936087322,0.063101816152284,-0.022428487237539915,-0.013717702011140146,0.04437037290689377,-0.017503457362270186,0.01976514628648071,0.057800910661000994,0.019305803192751183,-0.0008649161942950553,-0.018039719829239468,0.006753882192646303,0.016373576100494593,0.022429436618608946
IFNE,,,,,,,,-0.012246048461114682,,,,,,,,,
FGF9,0.0010937924510747636,-0.040885819252689325,0.01330995903901005,-0.047636452655741096,-0.03931926356684448,-0.03888235790902378,-0.014448568756304717,0.04667418506474586,-0.03112718804793061,,,0.020992991857586702,0.016238522356855217,,0.010044414580536697,-0.03897408093099569,0.04191979963838789
ITIH2,-0.027024245833648163,-0.018290140935924896,,-0.0232444760908426,-0.020268205037990525,-0.0163098366222572,,-0.048878021422203585,0.042991199689150786,,0.08741188954328045,0.08128629764254047,0.0018456238476393548,0.02663995853552138,0.043746353819173044,0.00604434123592147,0.08824472593384737
ADAM10,-0.036821021375951994,0.020668817545421075,0.03943869429431077,0.019256087311839303,0.04877005756402813,0.041780285788201435,-0.041373669265315646,-0.030644519687616296,-0.03992258950277084,0.09897213835057243,0.08201357673349888,-0.042295303076592974,-0.00038808301551319425,-0.05477051170238221,-0.05185793936024882,-0.04426249602745454,-0.05566367415083938
CFH,0.0042599662788112775,0.01121136498367527,0.06829544106139901,0.07211507579535975,0.08205605874872544,0.07839902655296062,-0.031730054001618005,0.02016975493831028,-0.01677758429431002,-0.050132294543768566,0.09927927804156028,0.0627184915705058,0.08775792383924799,0.025405164982107577,0.029846211188932666,0.01100950910444305,0.039758674574587385
COL4A5,0.0399094017937193,0.04028508399800553,0.0057750183024861314,-0.0548439641797971,-0.04097880743897063,0.04770164290789945,-0.02525635671343471,-0.035288976758901455,0.09992344567165348,-0.031159712849543202,0.034888374308027714,-0.00695190501180074,0.071813318658731,-0.07721751172517817,-0.002694953296143862,0.008781217416701757,0.051461668505391266
LTBP3,0.017742304191396534,-0.003860134427228677,0.04265469995035961,0.022065440675035193,0.031081054957811518,0.02480401290846052,-0.012275085274933433,0.021432101030988696,0.028049284774403275,0.10832643214665355,-0.01787260178158542,-0.0647762030793876,-0.01388663101859496,0.0026022476667517625,-0.025907213401627344,0.026297655608537394,0.03828704166478757
GNB3,-0.03310579883761143,0.05832666211368148,-0.051822423118596535,0.004106043599449677,0.06488487096878083,0.06807953435662001,0.043201307798903785,-0.016209617696460565,-0.002329715803368388,0.06581073368179537,-0.05281270048981575,0.023048149326033218,0.009476900301266413,-0.009013649022991422,0.008614054454690412,0.007768758256385314,0.008110170944384
COL6A2,-0.013462528950462684,-0.01066780780298238,-0.0034025504129358663,0.0935967919709276,-0.010271561721221735,0.0943409722481469,-0.012522618602220833,-0.0069983905839713515,-0.021356576393021975,0.009542740649760805,0.07474179590158804,-0.0017260992088068612,0.0037007326378711695,-0.00112863213802298,-0.0012192000568752557,0.010408786491642457,0.010547555388623514
GDF9,0.018434291303757885,-0.031999530918171384,0.016842710525666396,0.024032373672244808,0.06348167955555899,0.021325019066267676,0.04439539739543929,0.000351595581652166,,-0.006616471866410193,0.006105605163313222,0.0029033590770374124,0.007447981801833004,-0.031224851523488945,0.045412326051974386,0.04671222528152651,-0.030697269747161072
NCAM1,0.0028604884387421633,0.06841595993872719,-0.04510353358645519,-0.000534316921219155,-0.011737996385232922,-0.04829878451881569,-0.01529022077557758,-0.010376276721717582,-0.049280375580485376,0.06986217206559645,-0.06809670627003986,0.0013157001031705526,-0.027357793378316883,0.016625841551851428,-0.06046342791828916,-0.03382238439760993,-0.038001581624745075
APOC2,0.02953493836778975,0.059160144863414456,0.025556724412905026,0.0014882783876763086,0.010476659449226627,0.018145121055428072,0.033809738505307614,-0.02572362701133073,0.13436004644571445,0.04376313720555722,0.04270998170840389,0.03444739472700571,0.0818865464746104,0.015516273035725411,-0.0181931216613897,0.09409183599079081,0.016924051742577956
