,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
COL4A4,0.04099621052900274,-0.024950076428943355,-0.045250078638229115,-0.01636137613075958,-0.011447107005859691,0.019385875572421055,-0.04250772516270803,-0.014875240492418703,-0.004676761499332807,0.0047489929976424995,-0.06680818751932308,,-0.021433349629934817,-0.02487010795580622,0.08729703068899486,0.04301317992386363,-0.023845573185772757,0.03219951771396023,0.10909479220130887,0.03813006236887142,
TAC1,-0.003833264682910705,-0.025537857587451064,0.06181754591454305,0.0019086971109277678,-0.0023725480182493733,0.05964742165515978,0.12306538629303249,-0.0321307866467616,-0.004508814404326129,0.07214515102778048,0.017020985053137906,0.043399922806624136,0.08898204084362481,,,,,-0.004529534410225068,0.12925401558816996,-0.054427163426446074,0.1338481169475216
RARRES2,0.062097806997384285,0.06944696248227056,0.0019999628663615776,0.02014573907949008,0.051199487126780616,0.05910199289947883,-0.058980067536002614,0.0022342806936637588,0.05502571825229147,0.026467056429043158,0.01486646748185381,-0.033373186452929866,-0.09985388801121405,-0.04517800511463973,0.07225063927624087,0.05031041464238082,-0.024042885876697208,0.0405568045152896,0.02801125336354204,-0.041569173476881646,0.1030666945952405
FGF7,0.06105718677836643,0.05771344148458397,,0.008958606340389802,-0.04562981851467664,0.06163068321104451,0.03418432932771038,-0.04263494082319148,0.0903723994817252,-0.01198302834283351,-0.0503982273967349,0.005984887180166588,-0.005188132963550654,-0.07006773653660416,0.03838764146521138,0.0201875143549834,-0.03586035842144083,0.013117207576936862,0.005673371050731873,-0.007342564803480995,-0.10490973358081583
EFNA2,,,,,,,,,,,,,,,,-0.06018093870140375,,,,,
HBEGF,-0.007345621858160547,0.048387301494067725,0.06161571522847278,0.02393524829552169,0.1364597623639471,-0.01486989240003743,0.016700214339877024,-0.01993533986518452,0.03243658239028164,-0.03981726134472871,0.01039772073867379,-0.08499077947693635,-0.004261800063796302,0.11143138170645238,0.013044665414285759,0.07760643578524312,0.028420358319505734,0.10379464155155578,-0.03059046744427804,0.09377404749151667,0.08786540565104511
CSF3,,0.06134258869653564,,,0.05003035012753692,-0.02618727617050046,0.015879519483490562,,0.010211496016957198,,,,,,0.04640493696770195,0.014807441040815007,,0.026079838119121606,0.09213492701889654,-0.04198956229132443,
PI3,,0.015105239943512625,0.04993757215154933,,0.12497482462575413,0.01700140563561639,-0.0029259766247857126,,0.033637950514558826,,,,,,-0.01225104709269651,-2.6873262730350467e-05,-0.00749765627149555,0.06375581118788891,-0.0528998723077755,-0.07350787850250301,
PCSK1N,0.023763966118115255,-0.00676051667562539,0.06771278015354773,0.025904331667529118,-0.07883533439331049,0.0342127479509812,-0.007688138664262894,-0.03678235125911878,0.013344483056370334,-0.01860648926469585,-0.011471847493978898,0.11213850306520903,0.13974201377014647,0.010145058287079147,-0.03393473944065392,-0.06768439467941402,0.012232704429266567,0.02326982826088617,0.031178576332689514,-0.044013571195962685,0.11168173127690854
NTS,,,,,,,0.03747478338170665,-0.018159288864957226,-0.0005106729459742494,-0.024548534207337557,-0.020810051737174887,-0.027762630917566127,,,-0.08282540387967234,0.011829058440505903,,0.10498942694598429,-0.024717520694826765,,
SFRP1,-0.020661705472674742,0.02367622061796007,0.07746272876859844,0.015071095703440666,,0.021744085745223542,0.141726218605362,-0.028048675950669073,0.10285716201061157,-0.008519289767326918,-0.002574038898201386,-0.08456605723740904,0.001763455241354972,-0.05529853230988588,0.06097875978538539,0.041023348290554214,-0.06675882273790001,-0.07381347658571526,0.17143504838664383,0.0161640547975631,0.10307169210599552
CXCL13,,,,0.005172321641250563,-0.019502246155652374,,0.04428764686368275,,,,,,,,0.03875926571426363,-0.009251506361627523,,0.08883530536658729,,0.03139205578326148,
MICA,-0.0181161908652522,-0.03089634910074508,0.016277424248646845,-0.029138198184319314,0.008584746259807307,0.041426029225205926,-0.00613675094506733,0.022870334268530683,0.025854278146434345,0.04617017573216613,0.042873039824391654,0.06708372963483401,-0.04931313789332854,0.06877155587511609,0.05871828240877919,0.10558492645306107,0.07037974308272703,0.037641626105944674,0.03082169794494483,0.04287333962167503,0.028193815102598795
TG,-0.027625267621883054,-0.03177211159497153,-0.041384849683225304,-0.01865019909859415,,-0.016770113331030935,0.01029227577659965,-0.020960606379767748,-0.028191664384610956,-0.02073618786640155,0.0319985095332461,,-0.007414937748151933,0.13053577461054366,-0.00387718384004242,0.04378765172575483,,0.02462225949490583,-0.02066971691396678,-0.0009072444745821776,
ADA,-0.02359372328263076,0.0038992626065267365,0.0442365833897363,-0.024945690953756833,-0.043083722769453645,0.005734841456126301,-0.03502984811541253,-0.020843414381259733,0.014350497120127773,0.08103392841771222,-0.03837233914967748,-0.08397476409317875,-0.049513443529610845,-0.006907422383271251,0.05281186056353626,0.0596557123989669,-0.051884543089783484,-0.030561518201679346,0.06072139633742378,0.0527615592534305,0.0261752426897878
LAMC3,0.11840725473560663,0.04646696825390139,0.0664536654589078,0.015921036265543177,-0.008518809161015526,-0.010621156740777543,0.12725213827154774,-0.015035618913423974,0.09154650556555784,-0.009374423617970369,0.11728839127619205,-0.06829364701078512,0.07605702353520143,0.09464115683395212,0.061973786992098066,0.052641279380296564,0.08252340108677562,0.03182284377247613,0.07956116012978712,0.15007089672420826,-0.043673463891304054
CCL7,,,-0.009044351687488569,,,-0.019762044777010882,-0.01619159852188404,,,,,,,,0.0433021015492429,,,,-0.025514226698880732,-0.04051960558561036,
NGF,,0.026041190475092162,-0.04114829085011421,,,-0.012299246569803178,-0.030991959221458015,0.10929408650123196,,,,0.0487192477452409,,-0.029232133643006353,0.06481043748666425,0.027512052793224873,,0.08389931980842481,0.03758617753297323,0.013764924142075896,
TNFSF15,,-0.028407538938102685,,,,-0.02200600340843033,-0.021497497823742155,-0.024286862248489718,,,,,,0.02040778198794576,0.02526210398446238,,,-0.03236301645465582,-0.027664269796979873,-0.05721065276497816,
HMGB1,-0.023613780835365264,-0.004308520065397299,-0.004459835751776168,0.07865851837317266,-0.06501732754377351,0.012852348825160547,0.008013983979776018,0.029663061101511057,0.022203359715950395,0.06856090429496826,-0.035676161236975965,-0.07418806495579358,-0.033810364382715306,-0.012383245097373012,-0.023072774881114776,-0.044894412495459265,-0.0295278238208841,-0.06675270429766568,-0.016908027132953713,-0.04931448634822725,-0.008817729148427015
ITGB3BP,-0.053584775619709764,0.07476657871594046,-0.029342010745481734,0.030283668233477504,0.009189748548510636,0.013844935419157657,-0.00925556721242252,-0.010477328748668633,0.01258807519160502,-0.036665305115648764,0.009931529243093623,-0.06659815574981855,-0.07150981160737331,-0.02710847444875615,0.056884157718143834,0.04260664613753,0.06996941772970379,0.0047202751426867395,0.0024198357146702682,-0.06202886699346029,0.0183635825809379
AANAT,,0.017539846027874527,0.043254838260340114,,,-0.02002321460739735,-0.01937053121328859,,0.016584278870596186,-0.018648174930914002,0.00703905072626668,-0.026100973192795068,-0.02019291713084599,-0.020488020882513152,0.029412969873717897,0.03974819548598727,-0.0021781648599993536,,-0.026995115846244155,-0.015078497660692317,
RELN,0.10190523057599593,0.020864014821980418,-0.008023186524246235,0.03298184741600395,0.071169578939247,0.033122531657543086,-0.025663900209126598,0.043121939389499285,-0.028200523368511626,-0.02026800688602881,-0.013931161656836093,0.20398848519813667,0.11481519049224169,,,,0.0982493874022264,0.002687619435201282,,0.03426936946742081,0.09473165924821662
IL15,0.04857042827897977,-0.010756733260965793,0.020104629821020816,0.03088425915825043,,-0.05078696082004602,0.014535719278375811,-0.01728154632707746,0.08165223057230499,0.042747624823763236,-0.023024048906578918,0.018374363550337693,-0.0005655136801998301,-0.03463372919901806,0.03363750307522209,0.02818869845372817,0.01572015558746614,-0.03262556871384438,0.05713427598880734,-0.024089479751401684,
UTS2,,,,,,,,,-0.021875271705600392,,,,,,0.019866868053036116,,,,,,
BSG,0.0021009481753827904,-0.007508852665182253,0.0632253714607762,0.059476372751424186,-0.008731305078927575,0.016115763235830825,-0.007490633799743422,-0.05383658401353975,0.08931092342645645,-0.05216581948355117,-0.019473093288442503,0.03784866148579524,-0.10593433772578574,0.015080207088191369,0.16332304106161571,0.08084061529414187,0.10024917354020041,-0.0033865870282412764,0.05947572029944542,0.12536410401586318,0.18402497796032113
ADAMTS3,-0.0015635412262749592,0.07856832406024165,0.02522038959853259,-0.007827145532713468,,0.09782103739646132,-0.016066009232872637,0.08254884637007741,0.04795324132158605,0.0022049782074517227,0.05031508895714563,0.011159823118231842,0.002787025371626518,-0.024532319239824723,0.0583795363523164,-0.020598459766573683,0.10275261076960485,0.05849777225295295,0.09922932062584239,0.08855774330894949,
CD34,0.006826693888583337,-0.018366504838287227,0.08404751258545977,0.06648265795438056,-0.04453388540443806,0.04825172176406068,0.12053529506173784,-0.0531457419115992,0.06337941316707585,-0.011442786647441878,0.002994570218697037,0.0722433338325336,-0.006071435086634173,0.05029238112367962,0.03231166219067302,0.059167678173947906,0.09735626607355252,0.08882002237924905,0.013187624092023916,0.0033958028711698015,0.03921063504550509
CCL23,,,,,,,,,-0.023974352395132972,,,,,,,,,,,,
PLAT,0.04807149044001433,0.07674007639938801,0.059276203527257314,0.04839517633830745,-0.05383495807058762,0.045948499012328836,0.022776332738249784,-0.005513901872270563,0.05015056873225275,-0.06050728471424859,0.1781193703724844,-0.0029224969937885685,-0.06282520750746595,0.07680822749154724,0.00012165203388340351,-0.0370391198776347,0.09949986402513127,-0.07443337978957214,-0.01587683729486334,0.029434222043688382,0.029578822070546153
NTF3,,,,,,,,,,,0.046225626661985986,,,,-0.002179775180791688,0.0064448619747757155,,0.07205203955940837,,,
LTA,,,,0.012240529686438304,,0.009252526930369254,,,,-0.017960135902237134,,,-0.018727999649204723,,,,,,0.00045439628997908163,,
CKLF,-0.013690478354883268,0.04402302136224711,0.00826133756554794,0.043522623447575896,-0.03294789490390842,-0.027598129464320255,-0.007125016196783025,0.04126740411088919,0.07447605428802304,-0.0030950189109032666,0.008572251248546887,-0.09221930932580454,-0.07272541702061859,-0.017153872081187446,0.06986427535725773,0.09903428939868447,0.02188582682140453,-0.022582512689282696,0.0013244732033095886,-6.102980322546405e-05,-0.04826665353333173
CD24,0.02812887020894715,-0.031093874884868977,0.08026616689750785,0.06712019677043131,-0.0702993013238544,0.04591496236001477,0.058351543321839665,-0.028479021747299858,0.008839628104337064,-0.02410036933401866,-0.010834419272177397,-0.10955457573158663,-0.025850752102488862,-0.057234133874805124,-0.011072532652120243,-0.04303692327933205,0.013937693340813464,0.011073056622562215,0.007882124465165095,-0.035850443818074076,0.0056747282932624
HSP90AA1,0.03217815847451368,-0.004971958121517103,-0.011539621761074459,0.06078004546350206,-0.017486013192085762,-0.033941199320834045,0.08705177029657075,-0.013691678849306558,-0.07807348020814113,0.006938213749744441,-0.05176019049915151,0.14264450173471407,0.11876910230987618,0.10035988855868666,-0.09829656377481534,-0.026068764447027097,-0.0922812154524177,-0.002765087501657082,-0.06852272240160627,-0.101703965723468,0.1860361074557671
BMP4,-0.028430410891786127,-0.03714778479246811,0.039135453151076444,-0.014879910346095978,-0.004844749163643155,-0.03750090736319691,0.04509836161404954,-0.028907923851341322,0.007190649152829962,0.006696307705282583,0.023723874707704894,-0.04163161860427707,0.027187625087603168,0.03427841967185673,0.02541856463163234,0.029684079093587452,0.09659075166494864,0.036462621299693423,0.03024274512646434,0.07051538776422604,
SCGB3A1,,,-0.023965915469308725,,-0.028708781890185324,,-0.023067911390650928,-0.02206019953336224,,,0.05392037559052758,-0.023102183744424347,0.03810841303532628,,0.005863555073536131,0.03449517286238,,-0.016606392999413574,0.012570159512444048,0.053969305362278064,
IGFBP4,0.0826310554410163,0.04410061757853314,0.13235545562128284,0.04080186573329329,-0.009174664428154298,-0.006881137916824864,0.05420902926249902,-0.034664179141948005,0.09422947386852502,0.05934670416377199,0.026925875334643037,-0.057189089674551746,-0.008937280111761137,0.10055255296037446,0.02766416718460459,0.01732489506022844,0.12170964274685492,0.10131801330988698,0.12575819973656105,0.14190445260537618,0.05341824542700208
RSPO4,,0.013492736450274642,,0.014861576181615549,,-0.03114174332196507,0.0013063642285272112,,,0.005773738123975031,0.008196730546701374,,-0.025978683896685454,,,,,0.08427021068302909,-0.02151635993342507,0.09041410402411694,
LEFTY2,-0.02735212891118608,-0.020290469594279915,0.06028807132729948,0.007489562043674313,-0.03949699227537074,-0.027723804741837464,-0.041324749108090836,-0.03349578516311078,0.0760967175242154,-0.008196296358780166,0.021436873396536466,-0.027762649197416563,-0.02311950641949129,-0.000171313710377842,0.045682280535885834,0.014020176598198686,0.05104083849996924,-0.016892108193679985,0.022262107975695607,-0.0348428104488012,
PF4,,,-0.024860790207251175,-0.03948113876193167,,0.016044548692806745,,,,,,,,,,-0.0010897935918239804,,,-0.00241292118619397,0.033759718217515784,
ANGPTL2,-0.02118967638061426,0.034688363955079744,0.05083089885182076,0.03393246111427463,-0.05378782603991316,-0.0037549666178477155,-0.07114474495703604,-0.03723895319054522,0.08188039124042287,-0.010357156153080107,0.034941720463491595,-0.10097722472116823,-0.14310811941083987,0.1468589387780743,0.06503820112422902,0.03927061808752264,-0.04902216023480055,-0.09872601352337607,-0.02529569680827717,0.022848043957144154,0.012997385630368122
LRIG2,0.020367535567133964,-0.03775505412625734,-0.014929945390857824,0.012695451426983612,-0.05776636335573191,0.07911231165432742,0.0016475685251149152,-0.05609289397300701,0.013384478696120946,-0.028753950990061408,0.04789607350922698,0.02063450861556977,-0.04415896787137248,-0.04988964341988362,0.0913575050501371,0.005629331178989247,-0.01565186796773703,-0.0027567580813408735,0.03575369107243555,0.0040475808749555735,-0.0824651048471146
ICOSLG,-0.008626245576417007,0.04134472603301406,-0.005101194835740178,0.005096051702544806,0.07182683728759713,0.03189603305465856,0.11409227426204167,-0.04403632281988537,-0.011025083672673321,0.010294785509955147,0.02365761659321327,-0.050860968162225004,-0.05392921115516254,0.09801558511013772,0.08859883044292244,0.10744755303701832,0.03375310833130263,-0.04804116241407714,0.035928163957248606,0.028062456055571342,0.008123299243465327
WIF1,,-0.06527941115315737,-0.04473295674077435,,0.07145201743606318,,0.03112871872600934,-0.006446861494279523,0.04010799666187194,-0.016119339288034683,-0.02178123155955342,0.045730904745715124,0.1942485344229328,,,,,0.03848549636921953,,-0.00852708641360082,0.20587651301085363
NPPC,0.029214791543551805,-0.04680491950036627,0.08889841607375652,,0.09631532457267587,-0.015556036180121592,0.01362599081612706,-0.02281432987177912,-0.012971686140504526,-0.013374550318421965,-0.016388103509442455,-0.010622988228468206,-0.08328428690337664,-0.024532272124036587,0.007946461920313086,-0.08213319719984916,0.060544578117307464,0.018410154197297555,,0.002327330318844306,0.13605751391259582
LYZ,0.03330433859679603,0.03509270732408231,0.03751763933514282,0.0006317901222429712,-0.024811327240884442,-0.014261522989947503,0.0046045574992240965,-0.049442306680237566,0.022552984742622805,0.01969356335734658,0.047480335691190444,-0.14084532450936302,-0.01676391194191502,0.0653507495492499,0.0820032467243834,0.12403590504845684,0.09435034425476628,0.02806717908978514,0.017230865648735275,-0.010633941440772834,-0.0045559244262926
EREG,,,,,-0.006327841279959675,,0.05472024748284583,,,,,-0.028559652712997586,,,0.05223451282678761,0.06176391382839809,,-0.019349530843146313,-0.0466354035385002,0.035262583840754556,
SPTAN1,0.0762102214168062,-0.0012298611432801233,0.017527110442002336,0.009653806938112105,-0.12391306448229752,0.04708330062015503,0.027369411910730577,0.008359240890218356,-0.021710382151220325,-0.03991016285934335,-0.03347110589704794,0.11184064111490033,0.12135417797990204,0.006722097294549421,0.08428695033803875,-0.003992524560504928,0.07436952407658141,0.020371098508071166,0.05629783732597656,0.009142131010999414,0.09524607149852686
PTH2,,,,,,,,,,,,,,,,,,-0.03548849924913946,,,
LIPC,0.10457689230609273,0.016019251900745053,0.08194910134177001,-0.05373655086170646,,-0.02149784815405515,0.030089176971583576,0.016433130189090754,0.012948764641062625,-0.03905361068662824,,-0.039928377136444114,-0.029419936106970402,-0.05040583513079429,,,-0.04321245422586324,,0.010087754094649015,0.013961352723770488,
COL8A1,0.037162992098850545,0.05586346853814572,0.06480403809390092,-0.05276474224288999,0.09522464247319075,0.010018673807213198,-0.03741445762733161,0.06397555165384898,0.03223296324633274,0.02609156744205861,0.055713980032751236,-0.0519664821293169,-0.052331623594745344,0.07904605304548684,0.10465478144111762,0.17080639440644496,0.028324523341383044,0.011221176392902574,-0.10461001722347006,-0.08535696748613826,
GSTM2,0.03403590828309869,-0.010405794814792091,0.027394523249238113,-0.009565597034754743,-0.020595761807730983,0.004348711671376343,0.04323415412517474,-0.014613874424884443,0.02849205743887498,0.016560474550424722,0.004095442747709805,0.09395536201120286,-0.035217033610905286,-0.01387494802708977,0.012604259319029502,0.005779338076034794,0.03904298464724387,-0.01659272672449836,0.05221082454630017,-0.03974143634221754,
SPX,-0.025897103648658795,-0.03975150781892499,-0.034640670312441356,0.02280630824627218,,-0.03946474182273306,0.06631961979632794,-0.0232911451595099,0.012247257230983128,-0.019617281177511922,0.033197232397665685,0.02899919370152515,0.16389129677994071,-0.057914548902367496,0.08344335879992054,0.02705013673170021,-0.059110236494262024,-0.021812776464083722,0.050187156953959956,0.08568703395130217,0.04009895819874839
MFGE8,0.10075089149626953,0.018350406975757877,0.049290734140190993,0.05292259436478435,0.04796225188708986,-0.04032546563130385,0.08373233540380892,-0.00996053321469231,0.04723705004975306,-0.028692223848086812,0.04807453531318111,0.06394700309813324,-0.02844340755238612,0.10959291513609268,0.06680550964628466,0.07170516920007669,0.11419694924024472,0.01090859563326515,0.005004876487510746,0.04959534406389623,0.09473587691473052
TGFA,0.007255104288433066,-0.008359910106161354,-0.00697026652870692,0.020503581889713324,0.052105572997131144,-0.0003315577323163619,-0.12863317053184586,-0.0587752511672525,0.011842428592670365,-0.09756587602563994,-0.020382431173360412,-0.0014183836686494893,-0.07935345176961248,-0.03532231983930896,0.05188456802274701,0.01688114192641479,-0.038826275344031436,0.01762484448077654,0.05135750119782762,0.0674483558553629,-0.0741451194478267
SLIT2,0.037108170600205916,-0.05684746488834184,0.006745775242196115,0.04497104905852183,-0.02133838159606102,-0.04736981304765142,0.044758103554694895,-0.07209095805713553,0.06151550381862268,0.03448928917238891,-0.024596284931347037,0.0064308239657825,0.05729518690295721,-0.027743830203678557,0.09307290200993146,0.08209535279917536,0.001452190437078157,-0.038321825227873044,0.013193607504387016,-0.062243360865384845,0.07273767668732478
PLTP,0.02779642205256509,0.008068634967329406,0.0077574293491298055,0.02848336730490705,-0.05179519068142344,-0.05091962718675221,0.026455897326983755,-0.007369026084234938,0.06740794622076969,-0.028527078033479834,-0.038030554380459644,-0.19939365171981493,0.006678044255271971,0.0006308101029212893,0.03757323971726229,0.04936696196219655,0.11145594348229837,0.1020261185822819,0.12653473066493154,0.12532770544901622,0.04189160388087852
APOD,-0.003968190197278267,0.01691236273915616,0.043332829937056984,0.0006605804755011454,-0.03365289258321559,-0.0227181463244349,0.04552972134603946,-0.014786396972559936,-0.056668250165599836,0.09047785179440866,0.20788642435384488,-0.030791332685620586,0.0963016342795148,0.11245592539733845,0.10365810966560278,-0.006448045259332519,-0.05976403882181791,0.07383082302210306,0.12378613555550315,0.21423680323825278,-0.042479774660811855
B2M,0.023311999043814882,0.05315576748142837,0.10616645101730403,-0.036382849307811195,-0.09584112560834522,0.029827503349551466,0.0382692585974302,-0.006806489451112065,0.07237162851882421,0.03431096057200419,0.09521897896561854,-0.1562663301082962,-0.11923707314091968,0.12241533810634041,0.0945704947592998,0.07493313944103294,0.10844206772415221,0.020887059260244645,0.017183333175234756,0.0022319727119146505,-0.04665709535254581
OMG,0.027372791497691628,-0.0012419110913180521,-0.04881862620011894,0.020145922273647244,0.010070609219380456,0.07250751352285982,-0.018869270001662792,0.028162395392338082,-0.06686583043808615,0.028463321802437856,-0.011180838825256202,-0.04338796054061623,0.09385856125202856,0.0727576264112162,0.06463960871184643,0.02473929869103976,-0.04251954446338674,-0.05256137404364473,0.06389477538433812,0.026890375029282786,0.009298604609419663
CXCL3,-0.022246715633300877,0.03839210900820097,0.05086848738214721,-0.0320769261295811,-0.005398229202319455,-0.033208363522281514,-0.022022799125139127,,0.026792812424873802,0.03368610292458345,0.02653006062084997,-0.040204702522245776,-0.013487551133261739,,0.09503827142590426,0.05171397882707518,0.0426853397555812,0.04949212419918175,0.05852221307198607,0.07049064359376646,
