,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH881T1,ZH916bulk
ADA,0.02079781950836709,0.05086637347902714,0.04888132739434474,0.019322570088632442,0.0352381046756131,-0.03440810725382638,-0.014585099862054451,0.014523552279489047,0.02092420539418974,0.06364667100764841,-0.026187941756107128,0.0048931275162163316
LAMC3,-0.035895882079955206,-0.026673768853334976,-0.0240277181070405,-0.01644919254074677,0.027637051371171777,0.015184820143329052,-0.021368276272708046,-0.006014215142106043,-0.02597417019505963,-0.05949135593776809,-0.08935257935867537,-0.08242204502123293
CCL7,,-0.012544742632953531,,-0.012912347347101413,,,,,,,,0.03667206429783197
NGF,-0.026137931215120223,0.06180135352064934,,0.06458391281577916,-0.012281269161557359,,,,-0.019176921490764703,,-0.035145414354847804,0.06994562968930342
TNFSF15,0.0764475832723084,,,-0.014378530305816314,-0.032588856232474664,,,,,,0.016109189527368055,0.039463670406015866
HMGB1,0.07920983077796272,0.007399089305903043,-0.026815517503458935,0.00031581313755663277,-0.02804916475967362,-0.0024893010469982197,-0.04318720270119124,-0.020022538838655658,-0.030631112699261394,-0.012861825497339063,-0.03638997914173315,0.007919967181507481
ITGB3BP,-0.052659457282127196,0.016776601205065283,0.0019000071624308674,-0.03066409852837966,-0.01357507806035085,0.018685466045315777,0.022490204365697503,-0.028565811034763047,-0.002111125694335654,0.0886632028764753,0.03088304094333084,0.004079054380374204
AANAT,0.05740755389067864,-0.01820051301107473,,-0.013082993431784744,,0.06663410565997913,-0.013964822622026057,-0.012733421527452136,-0.018029126478223915,-0.030778443547513898,,-0.01870528175911328
RELN,-0.045067446136807986,-0.03929266879068625,-0.05369717307803308,-0.009586958478645045,-0.02000576417281684,0.03463643482852978,-0.03074603155400992,0.020241527575618916,0.010748896781946222,0.04410476387918439,0.008462400472942984,-0.02942171069969848
IL15,-0.045964899544102905,0.0009567503034429509,-0.007542484209350835,-0.0038646772898536497,0.04044923096288174,0.003203010623938685,-0.011019763088974933,-0.027368295854234243,0.05307674382947081,0.041195011067124976,-0.018969275256012774,0.061991146898142495
UTS2,,,,,,-0.012782378691858928,,,,,,
BSG,0.07195313590980236,-0.02493102834457879,-0.040022485765057104,0.013933259080589218,0.018941524535531603,0.08858262690521287,-0.03457386719043029,-0.007799267809235412,0.06338746011472879,0.0169469529619396,-0.010473529551685928,0.0013920144911863472
ADAMTS3,0.14040491340951258,-0.025994769287079462,-0.02454198962808477,0.029841293030468417,0.013362195125023287,-0.005859200839798691,0.043931307309709094,0.038285728025473975,0.10693600972803197,0.020729774470702268,-0.03186880760772282,-0.01061299132468374
CD34,-0.027680021436482283,-0.016959556891136617,-0.014518824032547183,-0.022354162137798464,0.10191900429377528,-0.022091307752607096,-0.003596092944563493,0.028164157915693693,0.003738059646876712,-0.040784116575409785,0.02260913107035454,0.013596744658972688
CCL23,,,,,,-0.021308013369672297,,,,,,
PLAT,0.07415958690064989,-0.05250705090991664,0.07080457090872874,0.008823554664735769,-0.06196111942888956,0.027876450553767987,-0.03264000295671563,-0.03523658801334654,0.013242300412553337,0.02108091887568852,-0.12536251230951914,-0.07902727785328915
NTF3,,,,,,,,-0.02055477996060242,,,0.015456857705363532,
LTA,,,-0.01540453526087058,-0.016549414480079603,,,0.12808559103690081,,,,,
CKLF,0.022067262643767623,-0.013836991521599954,-0.032065652143042786,0.004050161585446514,-0.016814318230633916,-0.015976695056155066,0.030523963872503737,-0.02026043980100082,-0.04150371399871442,-0.025979750554002024,-0.018827157343878395,-0.013807299946085977
CD24,-0.029558326132661326,-0.05433609601584944,0.021975458110663204,-0.012570254802392905,0.028011997401705693,-0.024808246295119747,0.012218060018946987,0.03373908870927726,-0.014186887178443327,-0.021727317408003044,0.09487557594670004,0.05381890067493607
HSP90AA1,-0.08448333045474513,0.06200580807057922,0.04188043591775185,0.04110679451417843,0.009871280263150739,0.005222855201295073,-0.012063542673703825,0.0593893451848657,-0.006821873073545149,0.11245827041051741,-0.01115718324211453,0.008364646225627692
BMP4,-0.022470716069986674,0.0016459120237765626,0.07485477530584621,0.03386552839833876,-0.011858600070692706,0.011243162717656843,0.021950407209622404,-0.007296169901378417,-0.02875684794453881,-0.01390118920196298,0.027164924611720747,0.0777574296977175
SCGB3A1,,-0.012544741378496026,,,-0.029601051947216964,,,-0.010740765600047678,-0.01373524029982737,,-0.026399989638372996,-0.0228475990237155
IGFBP4,-0.0046886217042039526,-0.021528227540112053,-0.029524297986731864,-0.02221195948409356,0.02004460579384859,0.010297558816724126,0.020625148708522688,-0.01669597697944347,-0.029078602444346638,-0.014517475207474644,-0.13925058598128917,-0.03844968286927072
RSPO4,-0.03193016273864799,,0.045400096398930556,0.02221336768701765,,,0.053857190367218206,-0.010740764028967736,,,0.067342819248967,0.06335402595634078
LEFTY2,0.026113349728759262,-0.03079811371633182,-0.016380112122778512,-0.0038484420843779843,0.062281169079637246,-0.0016614640572985828,0.024065912600893115,0.012124830116553402,-0.019176921490764703,0.05610979464817902,0.008547466816615615,-0.043853601736416926
PF4,,-0.013013155454645703,-0.02537481601571425,-0.01126576867193464,,,,,,,,-0.018476733590236945
ANGPTL2,0.030286025788058148,-0.05911477039222297,0.027422635858859533,0.013942563476306897,-0.024735234844134472,0.006022369386008753,-0.004633142616649606,-0.05225669283782651,0.05195522373676324,0.02260189793494608,0.0028249090323823178,-0.04639618888916606
LRIG2,0.06041035535333365,-0.018487005865564607,0.01237997260783985,0.021106485736383473,0.00834516632981178,0.05664516118654405,-0.007336842412198658,0.011183036542873935,0.06302107362379626,0.01832940061715418,-0.024070104331469125,0.03787801402384719
ICOSLG,-0.02866145837940664,-0.02929803006127762,-0.02992209697743221,0.042154963798556655,-0.04450936675091278,0.04453684940627065,-0.006162948494182417,-0.006403577317409838,0.02121178281333745,0.007890323144068725,0.13415789648540222,0.005005426930842243
WIF1,0.008890109944892387,0.006651469022380498,,,0.04324702244384706,0.006603473512897234,0.03331488923956221,-0.020211894078207754,-0.04392888780310341,,0.05163906223801728,-0.03390441137020206
NPPC,-0.0169876197672543,-0.03891714788559766,,-0.01747598542111321,-0.007904128899040097,-0.03398591672839864,-0.011910646179759286,-0.014927033507189871,-0.020631151981275558,0.04274170260813797,-0.02153006639155127,0.013069880930175953
LYZ,-0.06430789177342568,-0.028849180373017706,0.04817329653605215,0.004644131711657844,0.05934137355074817,-0.042229730121280805,-0.027441266324694187,-0.021214529825674483,-0.030167580598279113,-0.04500244183353546,0.01622638889381874,0.026937205620633644
EREG,,,,,,,,,-0.019727447981859905,,-0.022144379921542563,-0.02127219377670428
SPTAN1,0.0725305318057702,-0.023134985555739437,-0.03125765343093849,-0.006932873979791,0.11514580379379145,0.026037306878768082,0.018875272267605193,-0.04470810146730547,-0.034291083341185566,-0.04640864423852189,0.05926048093122253,0.05805475849857476
PTH2,,,,,,,,,,,-0.028274961524793907,
LIPC,0.1028622374913451,-0.01593152271662311,-0.020471481899748442,-0.0062956260061029865,0.017222965018857433,0.060901423208840684,-0.029245582906042282,,-0.035331499779805764,-0.007065410914379258,,-0.02881336003581304
COL8A1,0.06033231654469785,-0.037680425323347054,-0.014999394372076367,-0.0002977660096247411,-0.016837143255303704,-0.05214922778364626,-0.007841178875015703,0.027862045792701393,-0.06728241661102156,0.051419941824705946,0.0657138747341805,0.027690183078566598
GSTM2,-0.03623923042262094,0.04315567898104928,0.026297986034466564,-0.011807035700150138,-0.0007743996209449198,0.06160073928678152,0.003201879487409359,0.03629829562188789,0.03498007269674659,0.017244381699229424,-0.005041697503662774,-0.009289485480194348
SPX,0.06249765626534711,-0.025766720992091454,0.025329881985771626,0.02300523230021029,-0.032885794760013215,-0.038667000411074286,0.002795458077490369,0.05780268379126634,0.027180108712924086,0.05617919367380126,0.083423701452893,0.05005116317269888
MFGE8,-0.032338515229553735,0.06071726815010111,-0.037771365622541214,0.021820443992316547,0.019439691931799917,-0.024844288401159303,-0.006910155587482379,-0.02599604189193718,-0.05151824673433521,0.027215044280710515,-0.04470285474229366,0.024899429044538384
TGFA,-0.050224897622563616,-0.030941235427183827,0.008685283460436453,-0.019708363740089344,0.028304618247474097,-0.06374524901567273,0.009656770385865024,-0.026754701028238764,-0.0106385618162881,0.04108612093232851,0.02695228110938985,0.013244057837907969
SLIT2,-0.05486016186023789,-0.02552739452041637,-0.010785993266713135,-0.0068424150179034506,0.09484225375312862,-0.005653274367096081,-0.0402543618977482,0.000127721813484959,-0.054604310495562004,-0.019099963432372944,-0.01584719829711517,0.0051575022658871235
PLTP,0.11223825355920555,0.0213935219233889,0.013354851364063693,-0.0024005309534227814,-0.049412483012109674,0.00653484500306732,-0.001376577622233516,0.02982645605981353,-0.03227448950969126,0.044268188621781134,-0.061550980765712526,0.036055289734911546
APOD,0.06799570247436684,-0.004015817062589445,-0.011228053921408349,0.031091067774675425,-0.040956161071877516,-0.06518495651769865,0.007071536202058326,-0.03844477219103846,0.03371885458357791,-0.0863854514419435,-0.050016227439545584,-0.018942936267704977
B2M,0.021800777048628064,-0.0760133643855139,-0.02624212342158134,0.04095305138295416,0.013510442002560491,-0.021832957186495347,0.09827585666634173,0.043201270600322576,-0.009199165085553252,0.029354265118232203,-0.08019315846814794,-0.09552364598656204
OMG,0.11338571933129844,0.038854806012593036,0.0014422275305390163,0.022264792912936305,-0.05506164022951159,-0.03539137811344069,0.03148704067320543,-0.05630783835542562,0.07200892013985231,-0.042008221001195854,0.11958875353042103,0.0179237595636933
CXCL3,-0.08585439980239735,0.01534030098306415,0.08326585044900912,-0.01205345569512782,,-0.024587263574266487,-0.02969254252794715,-0.011490347163869747,-0.027771212262423503,0.023976692833174634,-0.04987436558979471,0.029152737280531017
CXCL10,0.07882063412391975,-0.04516020686956859,0.006001634841463331,0.05475965475291172,0.0625520205126575,0.024060336793117802,0.08356561582084537,-0.01745467833996914,0.10167577308006916,0.023816999887702642,-0.024293735677062594,0.00967957846511514
RSPO3,,0.0029149812148466206,,-0.013082992465099655,0.055587242866117506,0.0074790364117461325,-0.023625903232684126,-0.02790205126710962,0.007358754095725979,,-0.06228114280061453,0.028993693388219558
CORT,0.01278691204002032,0.06461824012718546,-0.04531781455417624,-0.029339615182374365,0.029626299142242588,0.09432820484098534,0.017041697576483175,-0.03775166176236384,-0.04827262356773013,,-0.015637256444561532,
NCAN,0.1997238147548219,0.01698156696811421,-0.008932783263514628,0.01586542483209043,0.03699623941130505,0.00067572361143991,-0.05922630515228914,-0.03545447079110269,0.0512754969262992,0.08521433989279595,0.12778707741051784,-0.007435848718357492
PRG4,0.08137049442543844,-0.018865794757603443,,-0.012912349359299073,,-0.011683390019291303,-0.01999072379731717,,,,-0.04239679942853492,0.01307977522441456
ZG16B,,0.022944945333557783,-0.030534466940840867,-0.01498636060844987,,0.04092038303442746,-0.010686911882615549,,,,,-0.015762548722789732
TGM2,-0.05830896595737984,-0.0301515605552635,0.05121203567645798,0.02137726511324002,0.09466841690505631,-0.035569707955897735,-0.0248989282759502,0.002523191283616737,-0.03188988863515242,0.006499189895549183,-0.03998924192435968,0.015186991805975459
VEGFC,-0.035056368946714156,-0.023953879651811553,0.08698833723832611,-0.02301326396552438,0.06990843063977263,-0.0009564072785202887,-0.02877721705303088,-0.036439569965491615,0.1250724036824117,0.02439656466535523,-0.03034417647143057,0.12066281877233122
WNT6,0.06411435309596661,-0.0036646390851776643,-0.028238174896358166,-0.017859441794996503,0.006930870447983504,0.0028696379014619606,-0.02378334121793857,,,,-0.02359599218526129,-0.016287441936504856
NRG4,0.04330458294437091,-0.011554148379945825,,-0.015714919856962294,-0.0038982832008100654,0.0283016720327253,0.0059447162260781745,-0.03270859769899249,-0.024834529446395037,-0.00042345504088881506,0.05815650919714028,-0.024493814522104272
PMCH,,-0.013316777805092599,,-0.008125243534406409,,,0.07276441904014341,,,,-0.01351765537378353,-0.03136785458057852
COL9A1,0.12716022073181368,-0.0348968157524245,-0.0005996220130210728,-0.016413086825753653,-0.029095298545851155,-0.0018088194320470404,0.01988519563583062,-0.009879366385615521,-0.019453970864156605,0.05894583930210926,0.020781491488422548,0.07061342021895627
GDF11,0.02703063561957735,-0.06186967956313365,-0.026971323436904206,-0.0040953908808049055,0.00820974887941002,0.029408670198269,0.05509062182857008,-0.025891631384143323,0.007920019778075053,0.02854106311610297,-0.028595705107789554,-0.0024530730165540464
IL24,,,,,,,,,,,,-0.0273832698071309
SORBS1,0.03630994922830508,0.016462415944584637,0.004793358267906915,0.017595495545919024,-0.021958130419127624,0.017635208015810276,-0.023286240033153504,-0.005134600603700888,0.026115077839997152,-0.004455357505966117,-0.05499033254787867,0.025767737938269277
DLL1,0.03343547273367667,0.018854627591118618,0.005817747776447805,-0.006211468144420397,-0.014709366617534317,0.013893705102064833,0.026312962513118886,-0.03374956083850108,0.049663226344912055,0.030309135507095054,0.08436549848821866,-0.026033583284611167
TLN1,0.05080949624024841,-0.003993301198087738,0.01270389560020195,0.017440884199941664,-0.0662754492578725,0.004503881477694368,0.021567617535711996,0.005782742643616409,-0.022867109466635883,-0.01743139012058763,0.01970893255720481,0.06633692287314408
COL2A1,0.051602487008719757,-0.02660576800731685,,,0.0032978582165650388,0.102875209523085,,,,,-0.028477118784148856,0.07343668873973634
SHH,,,,-0.01341805101215514,-0.0020177860592307424,0.10330406982771449,0.014619192821831724,-0.012332314442941254,,0.0826563084355795,-0.05504954604725757,0.004344970286296508
PON2,0.17268725346887073,-0.07056543941883271,-0.022868920800235046,0.021052007380650505,0.06340263811329913,0.030133441932300744,-0.03453684518750301,-0.024782287645469532,0.041894986237697905,0.013561219729105359,0.05764481858357845,0.052269475311364874
ICAM5,0.002929150324153666,0.08090895706633404,-0.0007519728857852998,-0.0066624467876927156,0.015474061458504287,-0.0063709873611419755,0.0006448504607914741,-0.004728513935498453,0.028823505984353102,,-0.07308315690361611,0.022478496812015032
HPX,-0.008556042694179882,0.0633142890898656,,0.03893907131585978,0.006802581073630131,-0.013092275021535874,0.03153514395311491,-0.010740764505052491,,0.03512029261338546,-0.03741748603588836,0.01144006337329179
SFRP2,-0.017175414514283407,-0.01667826709369396,,-0.015281705990530874,-0.012590111868702533,-0.019622928469888258,-0.017479125805892528,-0.010179881044519671,-0.04449441896828254,0.008060307940078299,-0.09924299423270672,0.004736075687258938
CFC1,,,,,0.00037997538797258836,,0.02789991858569333,,-0.020264119403668797,,,-0.02167317193325519
CD70,,-0.017933130025030948,,-0.025974552111910344,,,-0.025088176503030888,,,,-0.03418988131451403,0.04378406376728336
HP,0.09241250403916312,-0.0363055093594055,,-0.05307126459480074,,0.0458686731193836,0.0027991768656029864,-0.03601697916364359,-0.04572588562133616,0.005728147510071641,-0.058454618158928655,0.024052097977062387
CXCL2,-0.009943122388715916,0.09226481644278955,0.050304987842002324,-0.012596689277729712,-0.005761078899895869,0.056942341271068043,0.007680554058852415,-0.014927032338954139,0.003431774857433416,-0.019399760719500222,-0.04118327740653503,0.003420092215845921
NPPB,,-0.016183930516179473,,-0.02275650484910547,,,-0.011776999539970124,,,,-0.02020353306874977,
CCK,-0.0027827373794704576,0.036644974135008286,-0.022071344992457737,0.07448216702979374,0.07862228419038055,0.01055526594429299,-0.035788318018485796,-0.02199213683853369,0.004879188258750108,0.06958500515491779,0.005491198612936846,0.005378223816192217
SEMA6A,0.18315878013712103,0.02487089954811361,0.0054078978217068285,-0.008554708894151436,-0.06272801026112916,-0.0018185284400382955,-0.045241622545064336,-0.01837372374117011,0.03656201367921706,-0.021055640416947432,0.08648589431283782,0.01832386225567453
IRAK4,0.003906843467243513,0.056693002182369376,0.011671823031236154,-0.07251599064265013,-0.03533435115096041,-0.008908812765501364,0.06320104597644241,0.0243941824806441,0.008727554398361972,0.07791212137567682,-0.017466043624781238,0.024160247976784947
GSTP1,0.015286564567983735,-0.08419380474170698,0.0066328154632879915,0.040746411797069476,0.010084678668645089,-0.03691651838430834,0.06031309596126328,-0.0015925542658915821,0.021866626388703934,-0.06404728934059754,0.08660074905928539,0.028874755773210505
VCAM1,-0.0158382867490738,-0.0038630500884376975,0.04378521838212215,-0.008610895216483385,-0.013865616751398732,-0.014110675568089436,0.0226980690296508,-0.0533559798274162,0.09962796575955124,-0.006882446404812057,0.02711840529402443,-0.007394987102296169
NXPH3,0.05012220176588166,0.04685334323955508,-0.054915621132450854,-0.012985683837874282,-0.001323596454917127,-0.006309099227214252,0.044612287493913674,0.0028120617722302696,0.04706314156190553,0.07028398512197798,0.0017569183205183685,0.056674059691529124
MTMR4,0.01996394039070565,0.008710548563511415,0.0716668390341691,0.0007841300380034036,0.019577954168844457,-0.002434301794505905,0.0017919628160949668,0.06105985633282427,0.0075056284435364145,0.049080847908850235,0.0044005075176012515,0.08618447272336065
LAMC2,-0.030257656411555006,-0.01270269321221339,,0.009493564060942185,-0.03258885302952987,,-0.014825928529464205,,,-0.022195144195434897,-0.013120992994599649,-0.002250002818282043
IL10,0.0050278876839803255,-0.026839394512279065,-0.02403071627180866,0.015134881139990087,,-0.03226399053050549,0.05362815754973667,,-0.02843952525094549,-0.02140934808184508,-0.010008890701568834,-0.0025021133447217132
SEMA4D,0.03034423204594703,-0.06609261087249792,0.013332019221959148,0.0004924305868568529,0.005095992502944976,-0.04463740751523431,0.015426482904625602,-0.021001340958988476,0.0619225367573073,-0.08141349639331168,0.15444965252454637,-0.04043478414490634
TRH,-0.059046687152416844,-0.026546612660614997,,0.006390153557038003,-0.009905287014383164,-0.010095539671859145,-0.006378619017439932,,-0.031556939447384205,-0.04905783901581179,-0.06738393709943744,-0.013387331422419928
SEMA6D,0.16180925569172389,-0.03157003569070137,-0.02823300602987663,0.02269454685888831,0.010560420131832298,-0.023346301371173436,-0.04471004915679716,-0.013657363202610307,0.03724309327962829,-0.022379603322908972,0.021924369433629957,0.034393800845795054
CEL,,,,,,,,,,-0.005030201381958025,0.07737608866392999,-0.025199098754269456
PDCD1LG2,0.026230954543933097,-0.03543159765547503,-0.028934126734953273,0.02374394955519262,0.044937192628373715,0.021952020977838327,0.062185568293462806,-0.015724260308733105,-0.007261779155637397,-0.025660314605373206,0.012816062724877345,0.04261623904812881
SPINT1,-0.04684808068956879,-0.007971128855118484,0.029475473079575293,0.01278860937783015,-0.0296010609918272,-0.020443889041853135,-0.02575681101291198,-0.000614053770587383,-0.030647261819374397,-0.04385345320138046,-0.009508537011590386,0.01221145042173036
CTHRC1,0.02499570650501379,-0.022446391248748674,0.01163130985357185,-0.023175429682715618,-0.01825888556929391,-0.010734088816293577,-0.03095426588070427,-0.027902048068017476,-0.04208936217359315,0.048103739660311964,-0.059578864259758814,0.037619537288595614
PODXL,0.09226958679603908,-0.01967229761356247,-0.027607253764893848,0.030413715071838054,-0.02449592568961477,0.044920557658231136,-0.0001614145775814846,-0.04288280376388564,-0.03531332456984868,0.018417010081543485,0.00022776797293510022,-0.03089748715962907
JAM3,0.03573910970208098,-0.0013774462329048446,-0.03235794630848222,0.03466331832401712,0.050846463341977795,-0.020127064839582216,-0.01324046994202127,0.038119703854060855,-0.009259341961877382,-0.04208658907919931,-0.06297186941546416,-0.005983648150755975
TGFB2,-0.008656522128403345,0.02869460521896303,0.05999666800553393,0.009347288229657994,0.04578369598051251,0.013578014963133543,-0.026467422588161767,-0.04299071399170257,-0.025762391416193586,0.07916737259423948,0.09504479869435478,-0.002178769184164063
COL18A1,0.027711859953364035,-0.038904954605153724,0.040309039355805244,-0.030982158831290425,0.03236901281205652,-0.006166865179213401,0.013071344145344707,-0.037977891551745004,-0.015789205824805034,0.011950643112110741,-0.13338444825996215,-0.01393539424971686
NODAL,,0.0013477010670496987,-0.027198096847565703,-0.002990038783024348,0.03594184100145787,-0.02516319319992363,,,,0.04389558921472531,-0.015004839581987273,0.017385224418433265
INHBB,0.05938790032257702,-0.030332049662802785,-0.02712824581854445,-0.030828979984686606,-0.030396571165489113,0.004394024510403546,0.021533328820336633,0.003311981782389212,0.12296745417861599,0.016016317757924208,0.009975399534052543,0.09368128447276541
LCN1,,-0.012702696070371085,,,,-0.021576757316047582,,,,,,-0.016544010229818374
ARF4,0.023804294683875446,-0.07010600015133986,0.01234961802766805,0.0010435701533184438,-0.012218100880384856,0.009053824415571999,-0.015492497858808916,-0.036592247028987904,0.01064600963292894,0.041369614204340245,-0.04545270056859524,-0.007809709319751339
CXCL14,-0.056254030465965485,0.0731117289885346,0.023903266222766215,-0.0075283523309173,0.03434706777332042,0.04617614042481535,0.0194517933817425,0.01805424769248802,-0.04551865289442376,0.08390564056126534,0.07515691648224591,0.04649695976959754
LIF,-0.05027877581508933,0.010090503032850837,-0.024165431877994435,-0.014540891360618455,-0.028871955135880773,-0.010643200758401777,0.07153458102059532,-0.012733421527452136,-0.027570473203838732,-0.006970255771094199,-0.10855934729457432,0.03370079645193412
IL17B,0.04552254320809355,,,,,-0.013976364634064558,,,,,-0.018667414720056195,-0.018705278002580844
MMP1,,0.06100501213236383,,,,,,,,,-0.013517654303267937,0.053173220384102604
