,UKF248,UKF259,UKF260,UKF304,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.031516799158250654,-0.015054242797995462,-0.010863951558394126,0.027799747083385024,0.0026891949154159434,0.023419482354227764,-0.0025498161710620433,0.00428756923378157,-0.008695217601959125
TG,0.024905876974431734,-0.018192312022059582,0.016603342664560858,,0.006855380372208776,,0.07848657412111615,0.032390657410317075,0.062261889901413695
ADA,0.028774501594907936,-0.016924830043931242,-0.03060450408778424,0.08722042104249039,0.02865060689659852,0.07155548245585151,-0.051415361112631036,0.03930569040351665,-0.043996183191223094
LAMC3,0.02031336232316269,0.03904990014815382,-0.0072456073007327974,0.000146863705809793,0.02498696174642826,0.005415423087877935,0.029201443289847022,-0.0494906032762152,0.007613245943224025
CCL7,0.09666620251735905,-0.013153012525559015,-0.020570324749860733,,,,,0.011524029634883045,0.0779986826815351
NGF,0.04199110062139885,-0.030136911133185174,-0.02195668068378809,-0.02423530113113395,,,-0.032785528303008286,-0.033226541404535896,0.06904936501775816
TNFSF15,,-0.014646522752811952,-0.01523019864099221,,,,-0.011858964323900406,-0.013687986806155926,0.10720099990336798
HMGB1,0.05446845850925733,0.03859761054717226,0.057715560547581604,0.008369104566072615,-0.0021775107255404473,-0.08551288915230712,0.017285525343513804,0.060549740878835245,-0.029454942616222307
ITGB3BP,-0.009275652493678477,0.00883083793483611,0.019908742575063598,0.06516405466061952,0.06769541282264752,-0.0438374061321974,0.015532173216090761,0.038318820668231515,0.04054151130836879
AANAT,-0.01820051301107473,0.030278141486795546,-0.013723319829068848,-0.02278474725682541,-0.055691089282168954,0.09582268274461847,,0.0427707693181281,-0.028447760109904772
RELN,0.0007776098566525548,0.029195324728536472,-0.04131365256019133,-0.022934007176962163,,-0.0201149567233309,0.037001279488520625,,-0.02925608347238342
IL15,-0.003945143571305469,-0.01877210935940511,0.006702470082575151,0.10387469390225726,0.09896186453210704,-0.005844289455862151,0.023885156841558928,0.011798464403759748,-0.027926426170833685
UTS2,,,,,-0.09796327346924759,,,,
BSG,-0.017488555714191688,-0.020160593571175955,0.009582174543416172,-0.04401642594253326,-0.03256489166583306,0.018433617837957213,-0.042610666771767655,0.06514153511219282,0.06580396840111487
ADAMTS3,0.022931873061905365,0.017781476380620758,0.05135643066759565,-0.02235990603773255,-0.06580867948653478,-0.04433080387866727,0.02729194840265299,0.046220676140352614,0.048839483544327295
CD34,0.01674113007339619,-0.015312455769614859,-0.011863026465026747,0.033434123351010536,0.046709010590176576,-0.0197089738689938,-0.013860350592780376,-0.023129381033173996,-0.0353205774026892
PLAT,0.04168226962953013,0.016027056755292726,0.05358944519860898,0.02627637252739052,-0.05069576258694718,0.002778018566501983,-0.02278451871178203,0.03935209383169468,0.02027883261435672
NTF3,,,,,,,0.003371320967013336,,
LTA,,-0.016857868681484832,,,,,,0.044003372129957356,
CKLF,0.021430532753072735,-0.00812509329320117,-0.02623234003896917,0.07847273038189856,0.061017214334880165,-0.05645907885238632,0.024120081535925146,0.03615799544674172,-0.021290672680191046
CD24,0.006107809929853023,-0.004106921065149849,0.039093473835329746,0.02034221323202071,0.05772123707580343,-0.006550140638044934,0.06904106625735833,0.015870419363013588,0.08289042073315314
HSP90AA1,-0.003941137593018105,0.005054546318328401,-0.0004518119093507061,-0.07173960798455892,-0.10637927029491938,-0.016080735615863456,0.016603676065281042,-0.039810910582220436,0.019187581912681956
BMP4,0.04567917587344233,-0.006289679668576714,0.016193956532213883,0.023829269056934874,-0.01415654394217673,-0.005674693431394215,-0.004447890953421727,0.04148645673303172,0.029357720167423704
SCGB3A1,-0.012544741378496026,,-0.01634277977804504,0.07516390255528566,-0.04607085797744828,,0.06788419084083362,-0.016622966226157512,-0.03902931010232673
IGFBP4,0.03799193521918128,0.03942111771500098,-0.02156907906709292,0.01632036965907963,0.022710399178463934,0.02573440630199797,-0.056207259929240444,-0.056897142441154534,-0.013389247855607762
RSPO4,,-0.025803921522386204,-0.018862224467094256,,,,-0.016585456569157334,-0.016385787789803943,-0.035871498657128055
LEFTY2,0.025008469351352786,0.05031940779810979,0.08738114817586315,0.020982013570575428,0.02587545593407641,0.04239451071205322,-0.022555125201790645,0.12872113475188862,0.04223239894945419
PF4,-0.013013155454645703,-0.011475744298752167,,,,,,0.052925174018421506,-0.028100174675722026
ANGPTL2,0.06827206379058952,-0.010733744970617375,0.054066853113661516,0.04356538925861532,0.043314663240265235,-0.02354643918869861,0.04411674703216358,0.045124187374945154,0.11907583964129605
LRIG2,0.010158759612539555,0.05792108993726722,-0.030477795258735937,-0.03816830006427906,-0.03464711022673205,-0.046226229255825785,-0.015327644255916905,0.043051395156012216,0.11069370670367654
ICOSLG,-0.026954666483718873,0.017159891392927566,0.007986931846218301,0.05126935860443692,0.006434164320276136,0.06390471844119515,0.015080359327325947,-0.014944912611382966,0.015072784030342358
WIF1,-0.02341506103228574,,0.006127878255907453,-0.05551620080296606,,,0.009017767257905108,,0.058531819888161814
NPPC,-0.03891714788559766,0.014312092878560471,-0.03290369724137302,-0.06016937905798905,0.01947306098084512,0.04920238206743527,0.04390469793971799,,-0.04410138267698479
LYZ,0.05100615161106497,0.021136195778305875,0.014477056628676101,0.0852375103734734,0.06293001558474642,-0.033553381541331695,-0.032712457686314374,-0.0727602824773829,0.003784536336217857
EREG,,,-0.026543625255649114,-0.024931042379216138,,,-0.020657465788852157,-0.008832345992707451,-0.032351625244899776
SPTAN1,-0.015700629951619714,0.0006582990063547716,0.03175423860660369,-0.10475429258864681,-0.025359978643616304,-0.029670814687425665,0.0924672166622075,0.03097332653650883,-0.04541757327976138
PTH2,,,,,,,0.033216296542002824,,
LIPC,-0.01593152271662311,0.0366932009012969,-0.01826173782868732,0.04599478223928033,0.061764907496790505,0.04625384866668193,,0.007753715647114196,0.0011974302053383828
COL8A1,0.04716234575398058,0.025069831229113555,0.08246500585504264,0.09455915484300896,-0.06161062038708563,-0.003769297133846095,-0.0020014544276488275,-0.0022983374261816066,0.00836276332772708
GSTM2,0.03909234746952387,-0.026401690133856334,-0.02724817016754923,0.21806454819387056,0.05731396561170769,-0.023849509580278223,0.020218017062904912,0.07511577805876359,0.015506985803788285
IL4,,,,,-0.0396656809375036,,,,
SPX,-0.025766720992091454,0.029877641087386896,-0.02515503843547497,-0.07480599195539746,,-0.03386060001657783,-0.013046939099078088,0.02937388570096727,-0.04943348152261771
MFGE8,0.015200639874450837,0.0502341698695254,0.012077990167749117,-0.02361943668091772,-0.038267659060195504,-0.05198958559111344,-0.041277780517781124,-0.040536546093294976,-0.007300188666847826
TGFA,-0.006062483473283525,-0.01276557843784664,-0.006078231870902159,0.07553374317008178,-0.06660304441914887,0.07167038191049782,0.021639644789837695,0.01790022907291024,0.06364444121908908
SLIT2,0.08098483198938622,0.01123630304788377,-0.008581661213137024,-0.05035624636908105,-0.007717432299987038,-0.015998941241977996,-0.0019707131018112225,-0.008360416594818607,0.0817174220075188
PLTP,-0.02252729883575627,0.033156776689872984,0.05100092802338114,0.11158434545617388,0.1005013737490794,-0.002912282587615026,-0.04168249168075252,-0.05250364000815181,0.015068617612942557
APOD,-0.016558801148266272,0.05120859310662455,-0.025314716292336642,0.0055133749647801236,0.043324465875177354,0.0003421261322508565,-0.012597402306616202,-0.1634718571824209,-0.03470801125476994
B2M,0.04969170545946923,0.019594658202709614,0.08942948738095001,0.16448679617287199,0.13473280344178573,0.008324113461848706,-0.04042485437180967,-0.03856444757608554,0.018748656964848526
OMG,-0.011651969980050124,0.03175140344297531,0.020596818360266264,0.002342009637080206,-0.02729211590981573,0.025996496812229587,0.008938275424598331,0.08514236881656531,0.011918109272203074
CXCL3,0.049127174678967996,-0.05262358527801704,-0.044206160693166546,0.07010860794577518,0.03802319520054784,-0.020147853754721747,-0.04652548432433691,-0.017627950510042564,0.06135970426912975
CXCL10,-0.00938762431791567,-0.017509893323427037,0.007086848497438259,-0.006137649264266399,-0.032027834223576065,-0.02714345664826441,-0.022662500165296084,-0.037434717797505755,0.014989963983850767
RSPO3,-0.017040437227167086,0.029838463281624237,-0.018261726569430117,-0.05354443379892411,,,0.013990296737551639,0.06236517886546152,0.04203640261617764
CORT,0.0034563114482381346,-0.029886457947205083,-0.02216336244248808,-0.061005702563741486,,,0.07236727744611408,,
NCAN,-0.009170872843707885,0.03670453044644443,0.0005479211901986583,-0.05091519537801014,-0.09986528586647608,-0.02017512507191837,0.05418401488722219,0.06415776176080193,-0.04002162828234178
PRG4,-0.018865794757603443,-0.013153014575260769,-0.013075330660746004,,,,-0.0395500093863445,-0.03158623859502043,-0.01336422706976691
ZG16B,-0.01739577004732238,-0.015265682024867016,,,,,,0.011103472643365532,-0.02397233094701402
TGM2,-0.014393642784382196,0.005190563005310554,-0.010908841729307134,0.001954897277288713,0.007749528638202358,0.040818785627437175,-0.027128954289900285,-0.06721566530836019,-0.009704974218579973
VEGFC,-0.023953879651811553,0.0019870039087023735,-0.001560947168062074,-0.028171969335487927,0.006608504195748065,-0.026575351101820306,-0.028306675985976523,0.041253766749806804,0.0491117945795082
WNT6,-0.020240664911688102,-0.0024357582434526162,0.08272925746095303,,-0.05029878044044859,,-0.022011607597414433,-0.025152071751560454,0.09862461330046575
NRG4,-0.011554148379945825,0.019665180679295874,-0.01862409863207003,-0.031385240841354495,,-0.02133962308058551,-0.02190152572066564,0.009655007182648058,-0.010178091177656098
PMCH,-0.013316777805092599,-0.022180394749907916,,,,,0.01690168450243413,-0.010218956309045912,0.07228511087999254
COL9A1,-0.002745572965806995,-0.01671900010114636,-0.045597778465813824,-0.02458542901769689,0.06878595077451154,0.04807393925686476,0.004407234603937728,0.06694222454898664,0.14547850541180193
GDF11,0.0368919044542749,0.04072499908825308,0.014299266375902744,-0.04938813543640836,0.07097426174052045,0.022626157978516456,-0.026317842450206852,0.0027154656499548016,-0.019899120766327657
RAET1E,,,,,,,,0.005165931787413832,
IL24,,,,,,,,,0.01827422831601501
SORBS1,0.025839985113512667,0.035471278813077343,0.04182170107606068,0.041996308873008786,-0.006144115764744461,0.028322680874219634,-0.062447592147036345,0.03267051624940697,-0.02829437905231014
DLL1,0.05886007554348222,0.022805356718765556,-0.02366643985068131,-0.033114492763365325,0.09534994629486102,0.008125385805686178,0.04335379065297207,0.020789818917039394,-0.008778274922088457
TLN1,0.006388095054678653,0.0004343916364828769,-0.02624170964338533,0.14444618082051386,0.0026303261633984533,-0.04235254038231225,-0.02984556167269162,-0.04888635614764088,0.10231349694928757
COL2A1,-0.008301978500944178,,-0.01167825383116835,,,,-0.02656498439481507,-0.035333611298536946,0.07222564677962755
SHH,,0.007553076805800672,-0.029605163590432828,,-0.028743294533724335,-0.03443789667004,-0.0055917359980206,0.010067634468205543,0.0035027925113660517
PON2,0.00773894602519459,0.044483071062211645,0.020726949081480053,0.13148297043888685,0.010487734583568848,0.07523079635994494,-0.01515044316146436,0.02977178593422269,0.007173488948068835
ICAM5,-0.033810689319163235,0.03193958336668537,-0.03097066275994152,-0.025305938254358028,,,0.02752593859658781,0.0374718246165289,0.01378886702228923
HPX,-0.019676932477502244,-0.015672191432355,0.012266878611038338,,0.0665351323978744,-0.028610951044446976,-0.03490503867932979,0.06544220908726361,0.01903891310582407
SFRP2,-0.01667826709369396,0.05796883912279518,,0.04202901553923687,-0.039665704284099844,0.006219091206393318,-0.031965493334912186,-0.02508220313043874,0.046701298113657135
CFC1,,,,-0.025609273946377534,,,,,-0.03296144928036583
CD70,0.12855234742495572,-0.026458675567648426,,,,,-0.03189415581207615,0.020404099777960517,0.03413771010505445
HP,0.0003485471780014363,-0.016239626838103607,-0.03718719826441441,0.05295769083084247,-0.01759526237204251,0.026948894785467945,0.03173085242916489,0.04653662785851501,0.05712697764527462
CXCL2,-0.0026343387522233916,-0.014327893133577052,0.030364593910631774,0.1398090196281498,0.14757668242850494,-0.008058809181455752,-0.07359431801763161,0.026788260934870682,0.0015448061297205118
NPPB,-0.016183930516179473,-0.016561907199268748,,,,,-0.01884693970480656,-0.024627968071448264,
CCK,-0.000998711103412303,-0.0020813913327054896,-0.02793464956080688,-0.11458624981947728,,0.022000798767567633,0.046773496294271896,-0.03194912304181709,-0.06596277564293163
SEMA6A,0.001547181589424091,0.026300378797130923,0.026876865438765295,0.06531223947169985,-0.04476177735122833,-0.01914959676376973,0.050508577511611176,0.06908828559870675,0.08620295024445948
IRAK4,0.058656792793643255,0.0316581547892611,0.07306220345730531,0.004144708365860022,0.03295308367663942,-0.04464431871083884,0.0641767841631312,0.07707879104211544,0.07298749378243063
GSTP1,-0.040156894611237684,0.01730235231844529,0.05496918993092741,0.08210971822921503,0.06364535972771937,0.011228303184103729,-0.01491691162978528,0.07051718175556014,0.03513048571698716
VCAM1,0.024813351911530925,-0.004312389532458805,0.030638204556926805,-0.004024357476663158,-0.054401270523185725,0.06365440540065,0.04412581133010307,0.029164580529422928,0.004152686149945567
NXPH3,-0.004159417165720855,-0.016525899344603474,-0.007091615412691862,-0.0009611118224087225,-0.021040298147802845,0.06263676052790129,0.002168940157920876,0.07145416011675751,-0.03903961916123051
MTMR4,-0.009606331806907177,0.057508726572616894,-0.03830702196042238,-0.010393571514699251,0.022247121978246284,-0.03131861402248843,0.07038353612425813,0.0734932700444321,0.06647021816772604
LAMC2,-0.01270269321221339,-0.011054768258997434,,,,-0.02063211686037212,-0.012239966296732062,0.03404430522928109,0.12681554291515904
IL10,-0.026839394512279065,0.035596666932794015,-0.024675612019227387,0.15973170494824493,-0.0692810331014129,-0.019901658112221884,-0.01792360151969674,0.032506781600849154,-0.00900374074839568
SEMA4D,-0.005083078704377829,0.023431188253491927,-0.012392232514738765,-0.003701151481255128,0.010187539374359355,-0.010735909974368634,0.03920893264477225,0.0026336475791186955,0.008869517508203447
TRH,0.04054860195099342,-0.01412022180455814,-0.011492287173311796,0.04495341430430974,0.14294216109347074,-0.0013889474799453426,0.018506004646126555,0.03518525790431737,0.12297043967241403
SEMA6D,0.00020959732044449365,0.01937799910059072,0.0007645615503260763,0.031419618536732405,-0.0950756362919021,0.040857023998112765,0.0022542655421944366,0.042934250216259705,0.09798189294343465
CEL,,,-0.022673085479893464,,-0.05080736998925341,0.03701834796120931,-0.0037385076931967347,-0.012520130637268768,-0.0110900550721786
PDCD1LG2,0.005425595458216042,-0.011975375759763717,0.0033874251718201327,0.05442892477924612,0.031009553394836388,-0.032004617841956406,0.024440312057327693,0.07948038443799216,-0.01860804417850657
SPINT1,-0.0111717712405128,-0.03808812839129216,-0.03065337961529759,-0.038731222808360416,0.12908965438766262,0.05897485788408348,-0.020687624209152853,0.058276971137131324,0.050099441268530505
CTHRC1,0.03882164613835708,0.01047620027497645,0.0074524352400220225,-0.0020885585410186144,0.1496977370374624,0.04379481752927825,0.016602619521659284,-0.03601977941998587,0.07489403771103297
PODXL,0.04174752113338927,-0.019185417676547464,0.015828890525818644,0.015881955225774572,-0.009677595408711666,0.02537252814347833,0.0009155547121711146,0.05926731129493567,0.07788951678167447
JAM3,0.016383138149008308,0.016695829723931573,-0.04245289610713107,0.06469389955148631,0.05142354947819891,-0.025665411933125482,-0.06242396559212882,0.029443390020718694,0.03780282400306124
TGFB2,0.018371992781818842,0.0002508001365439417,0.04671494017145329,-0.03470817197486967,0.03903242468224696,-0.03265165732503207,0.05151829388322906,0.0014234719020421553,0.07805454151565869
COL18A1,0.06885671596482444,-0.02225180063435073,-0.01270711520490645,0.09172417700508181,-0.05891143893675165,-0.029448391118929367,-0.08871602554215055,-0.057216439693555235,0.021871954816504387
NODAL,0.025064609896256248,0.12391339771167094,-0.027679114223738175,,-0.018450743374304857,-0.031037326737080678,-0.013997319474752091,0.04126355731744667,-0.024108529828817987
INHBB,-0.05234134168106819,-0.001405252467982691,0.03397360519797385,0.046443989235182045,0.009931260712403134,0.05660360052827366,-0.04094817965198227,0.09907780320327052,0.06630512761836031
LCN1,-0.012702696070371085,,,,,,,0.10511463933941965,-0.025160809675822498
ARF4,-0.005507776177836722,-0.00457390794322487,0.0517049550918743,0.0353448347836516,0.000729818103324224,-0.030472177258522224,0.0037704569961697957,0.027342562328988,0.01007056745921181
CXCL14,0.04451218172786218,-0.040676492774690085,-0.013813190454986182,0.01376807227180849,0.03579123731728139,0.003584778111984332,-0.04176345444752375,0.10730577669732293,-0.02432232010039666
LIF,0.08267931696922529,-0.01306135139967569,-0.04375492384801722,-0.03484285633357134,0.016946673321831734,0.04896185255929766,0.0023526618791542397,0.014964600855650004,0.08999058358689149
IL17B,,,,,-0.05230951688789965,,-0.017413966085848026,0.01563314743231043,0.1280318380173629
MMP1,-0.01751276415130216,,-0.011492284666302496,,-0.006419477536550698,,-0.012609993249060727,0.031808327008736016,-0.04630535223640326
MATN1,-0.016678269366508198,,,,,-0.02087038328150542,-0.017946961528721758,-0.03354922516619534,-0.006415201977836232
ADAM28,0.024098767643230268,0.033567419870203605,-0.006729666625757263,0.06295353032569218,0.10499732845597438,-0.026799473033379123,-0.016431411046149064,0.01184415694331039,0.015672267447939283
TCN2,0.02801977024376858,-0.013441624289746988,-0.03603666649240824,0.06068803940934525,0.014905658098095931,0.06110242010397263,-0.006095488091680681,0.03705014532752658,0.00015779065367428215
THPO,0.010892080775970005,0.08038098434000601,,0.07689954488627641,0.01694358744622561,,-0.01556815786198872,0.024253673320123823,-0.013404947044367909
CUBN,0.04788777314035159,0.011647866931941605,-0.0011609624891541768,-0.026596733533120982,-0.10201309738367784,-0.003398452560015479,0.020214837239284744,0.1406932403439175,0.0835692842361487
TIMP3,-0.039299707443220644,0.023969976882974982,-0.004252991565201702,-0.028872903813962365,-0.019482944566690235,-0.02633403836380344,-0.037405734390495694,-0.05834325523310669,0.017641595720319602
PIGF,-0.04943335682159283,0.009973769271634902,-0.0004197504949998745,0.11407206868670701,0.0564925982106142,-0.018729762775786616,0.023042655564482234,0.0886803406212781,0.0013496438846037576
CRH,0.07876678480356075,-0.015416798759016487,-0.011678255973940151,-0.029671185708478754,,-0.035176769350942654,0.004924992835656798,0.07970134355749,0.04054192391354477
BDNF,-0.005596183827298817,-0.04134695502573539,-0.010104203352915064,0.02827980245972642,0.01643024718175129,0.03639711337249448,-0.002385093817940221,0.09695194536633339,0.09223560943052643
CCL5,-0.03605134447328818,-0.007488078229012663,-0.031018618893444386,0.0004439750801764012,0.004113623647203082,0.00015972259183505156,-0.031730167928066204,0.013992996899708605,-0.0433298733245205
GAD1,-0.0008633529200959355,-0.01015873105459211,0.010210131601128011,-0.09594166437411558,-0.03138930212122582,-0.019830183089601997,-0.006790273224976346,0.05058392616968644,-0.03980538115904178
COL14A1,-0.007372730265890135,-0.0065034834075084124,0.09768855667485384,0.11919712894844711,0.07822259897719505,-0.02978249976284955,-0.044209533755506944,-0.0006714734348741059,0.054682644657280996
HLA-A,-0.02684246797132886,-0.049445560503769,0.020456327241725004,0.13995469981147501,0.08511067440496085,0.03370939452768105,-0.11237618912018946,0.0067625199855496886,0.08646287456871699
CD5L,-0.014882719088657393,,,-0.004921706486269034,,,,,
FGF18,0.0866686099138197,-0.012248531323671543,-0.015933931105316892,,,,0.0121929970429275,-0.012018207298473667,0.03591791702868085
ADM,-0.012728723206740827,-0.04206913886261058,-0.0772548950664663,-0.01741467194041407,-0.03247063916657968,0.03417535845871683,-0.006670966670119453,-0.0007027586306384168,0.07610578258323948
CCL15,0.015621528773762342,,,,,,,0.04600167235071638,
GNAI2,0.011363998432060214,-0.038231793813093225,0.028114630445014093,0.05761422360308173,-0.11329819794164984,-0.027828347034129,0.022663385685960234,-0.006576510695558272,0.065690294427675
HDC,,,,,,,,0.07980443636877532,0.03336894734273593
COL11A1,-0.012008880243257216,-0.00577188378545955,0.03367594889299241,-0.01903071446083188,0.005720601867677414,0.023187164754822385,0.030613042879973653,0.0516944690854231,0.046229036756191416
NUCB2,-0.0275561097543432,0.009776625867063904,-0.03958992629279876,-0.03508622646507098,0.08565400351933503,-0.02383311958985137,-0.004642952863267002,0.0021899674960624946,0.025213669524387906
FGF16,,,,,,,,,-0.02554543397744509
CXCL1,0.052082909710101745,-0.003497575214725118,-0.03662563783233341,0.08674751921368688,-0.007930962927924484,-0.03137123372161444,0.007316280888871944,-0.02270972026101295,0.08716041265658432
VCAN,-0.05227664276046698,-0.012739711484062327,-0.04048429674471237,-0.0051070539515251775,3.873158151526257e-05,-0.05670415803605402,-0.01629760837919009,-0.045937453247266495,0.11612904408872686
MMP7,0.07762295134390944,-0.024350913451422995,,0.004233481046669425,0.055153097366806,,-0.06756494573317857,0.02642487090063711,0.09265292092437497
PTPN6,0.013091859823180814,-0.00750137983202955,0.04494773726505754,0.042960932449172165,0.09123356758807454,-0.055951000526784395,0.04693278437408861,0.01584198485909561,-0.03315589513574082
PTGS2,-0.009050402386112454,-0.03999589511903251,0.035678130888484004,0.005225265939724533,-0.0598251641868016,-0.025801109170887456,-0.02828049447176852,0.03279866103876068,-0.022151282066854572
XCL1,0.026507242238979194,0.07363428155092679,-0.01221995058774717,-0.02786341474008996,,,,,-0.00377095422308432
CD58,0.027273519211458003,-0.020792622560181502,0.023828466711574983,0.0032465972390290747,0.006865142181358718,0.0004310890472150206,-0.05756861406806669,0.024651162838370363,0.07282794927595569
TNFSF14,-0.016432795465366076,-0.019779228568640842,0.013271868007947328,0.07730047371551535,0.018481958950219864,0.03227655936188436,0.02184243936576222,0.0622287637778085,-0.009866602164903045
CNTN4,-0.02889082951202257,0.024991195472936253,-0.028779730000940484,-0.07772868156955243,,-0.02619071668842294,0.04998243611888801,-0.040708938314852526,-0.02902099125740718
NTF4,,0.0006067991907800149,,,,,,,
INSL3,-0.01460967324767268,-0.012248528921193614,,,,,0.002068839625139505,-0.03275799779023103,
BTLA,,-0.019442137780479592,-0.01273970528866307,,,,,-0.018830975790872718,
MFNG,0.06477052889492327,0.061610897607733944,0.01912856089328551,0.04882297171910345,-0.015984274673579976,0.020033463800659092,-0.016635939979671017,0.060512027165067844,0.05883266616200841
ICAM1,0.010981826606243639,-0.007023878485055909,-0.063881480864946,0.07503218607257658,-0.022416905512526425,0.0023658639687504156,-0.03746610681894264,0.038372058543591464,0.1001337178463382
PROS1,0.005804641833020532,-0.04887931544786781,0.028825683816258156,0.07855138127101449,0.03195581946548093,-0.04867433164772654,-0.062401900165917706,0.04067790554035566,0.06080370387279856
CLCF1,0.06763082268063084,-0.00527026846880016,-0.004778347317225374,0.04097604925473937,-0.0918955574279478,0.005024444726522247,-0.007230607916069378,0.07979855570255347,0.09364766069468171
PSAP,0.029046347864317007,-0.09261608355492981,0.022424361232515636,0.06605957457173811,0.05603324492950234,0.0009789850517896409,-0.035448281583043445,-0.030716020163338235,0.08914990068500711
EFEMP1,0.035024619644722456,-0.00383928425903207,0.0747722476156848,0.09436292216718996,0.11475753444748694,0.02417374308238168,-0.019955175106039367,0.02943596049167461,0.14916312246575464
