,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.02462729258105949,0.01178744583487246,0.02766875734900156,0.02366150565200022,0.01760528835273446,0.11020245415226522,-0.03486033968049338,0.006246673648134843,-0.02257919530047123,-0.01763518508221399,0.03682100484570428,-0.07716079445783929,0.004740966626070301,-0.038713651607818415,-0.0919944034724451,0.077643997310513
CSF3,0.14045300362668262,,-0.059033910516760074,0.020102491161666056,-0.06795531474096742,,,0.07236902814663135,,,,-0.024638773714866315,-0.10084456548785704,-0.0523328855259776,0.024039682532790613,0.061632655041508506
PI3,0.1011351695286923,-0.02516583793338308,-0.07181513942957002,-0.009975808955968583,-0.037563939138903116,,,,,,,-0.048096206807168716,-0.14777521839894608,-0.07794205098839822,-0.023905987008554664,-0.010247761658063763
PCSK1N,-0.03988219762562801,0.026672974566547998,0.07014004203266336,0.009638922524496139,0.04168816611710884,-0.045114487649585415,-0.009824899181884091,-0.01690073662688072,-0.05125588102417777,-0.03705876489354038,0.021274513912504043,0.02022553474316986,-0.012517245340244102,0.004458099332394468,0.10739456847038147,-0.13839736870416253
NTS,,,,,0.038718118606563205,-0.011430623421007357,-0.04081658497653838,,,,,0.018381303253999927,-0.031475113649411864,0.02864176614306537,0.11903454783466137,
SFRP1,-0.012788165082573244,-0.02089865817136461,,-0.038695648188231534,0.019102594140022366,0.1508564090739822,-0.0009065014259244661,-0.02686052889096709,-0.03181237609171706,0.06957867780368684,0.1718967390900046,0.04700412558995561,-0.0220795944933494,0.05249208502401311,0.018708377800357286,-0.05244890497863623
CXCL13,,,-0.04286560409229713,,-0.02397967304853287,,,0.11379272518613094,,,,-0.030438901401016807,-0.046613485645037034,-0.02372569673940882,,0.023868096918505343
MICA,0.06690484210001564,0.0551609442706812,0.08788950058652978,0.023602616787264663,0.04360639143410276,0.011145266431270373,0.01648412439961607,-0.029755710949125852,0.03497019711245884,0.011407143595127577,0.043895038738648216,-0.022466951215266623,0.002192955943740051,0.07751661953974893,0.04710373279048573,0.09141713392580532
TG,0.030861801847488244,0.013971128335768202,,0.0504502307183561,0.03652089034936052,-0.02967709755431752,-0.03447783753563013,0.03620953174148137,0.026329602331122384,0.032961434997471735,0.05520600621892905,0.05199085979132477,-0.007211942661285323,-0.004046194134034722,0.06422937521179317,0.00686402816178049
ADA,-0.03564003374280725,0.024535490193817507,-0.05068888336876055,-0.003308100700402509,0.00884090190387512,0.047020241340177654,0.015717787627340052,0.005866166514038515,0.03416843316172121,-0.02813229763793889,0.052636980619646265,0.06995671941033932,0.023333243647484125,-0.03970182586493392,0.0343290339395139,0.00653981108382748
LAMC3,-0.007008548060775405,0.05468132734582299,0.13219593698772358,-0.028435268137529526,0.027150407923510603,0.06932686265470309,-0.002850009565223506,0.003837766965276586,-0.03057434402836872,0.08833366161576826,0.13770127622891284,0.023641564177406312,0.07138918282595194,-0.005895581846558435,0.015120791168355565,0.02654830220042577
CCL7,,-0.0035414442465731112,,-0.011395148848416132,-0.06030074068098294,,,,,,,0.041997977393829565,,,-0.04291827250053027,0.010714594069504214
NGF,-0.03764925986167364,-0.020101338755013097,,-0.005832069173430304,-0.03745405715546271,0.0230058165050135,,-0.006070687263636244,,-0.061243721637551755,0.0005568009957139955,-0.045862386788552985,-0.02548778975702882,0.013030086123703356,-0.07266671180225569,-0.017377237752233984
TNFSF15,0.03021510277883571,,,-0.0063376513791375795,-0.0007758407904006327,-0.0237188250808466,,0.05830544336192409,,0.05467883914997685,0.06649021091375032,0.005008987396666143,,-0.008132939139048435,0.03048172543215243,0.044322115561299294
HMGB1,0.005785393542072959,0.06882636564503311,0.12692225412800104,0.005091184103557205,0.01796971764815396,0.1087399039310022,0.014192942636759,-0.002824645562965619,0.01845714405981021,-0.004023479801643853,-0.005795060004408678,-0.04434382117882516,-0.0869537964657528,-0.0009628998107501556,0.0026388504359546026,0.01329701603576918
ITGB3BP,-0.015176732079575133,-0.04466947960649167,0.04601539463568814,-0.015306568023772955,0.026072484897495536,0.14309648709483014,-0.013083377979462544,-0.03178528193449676,0.0774662609470762,0.07183446168471197,0.06323598780757168,0.023195286245100415,-0.04435483707240335,-0.051572315076392254,0.045757603054681885,0.09185272071534627
AANAT,0.06847057493865677,0.09844638708327998,,-0.020972151589542253,-0.024371671234220387,,-0.031006120784901895,,-0.01892393753420139,,-0.05790692989493015,0.079469256932499,0.011670685984220955,,0.06252541325223865,-0.029763948950652604
RELN,-0.06491546622194519,-0.05395010058489567,0.025139453592988085,0.005158490841504744,-0.008909129276613468,-0.022010893532746444,-0.037085510331163904,,0.14354679816200375,0.014552264579581808,,,,-0.009928363444686812,,-0.07237540508300722
IL15,-0.01837779487382986,0.06559483549849392,,-0.013578378928340983,-0.001443101125446423,0.039310795603139784,0.014979850398326878,0.05195870079041863,-0.017551077412806995,0.08036663919940722,0.04895442343385605,-0.01945312585553222,-0.009951362733541896,0.05988425343093332,0.06132561032425566,0.08494318909151237
UTS2,,,,,,,,,,,,-0.029666482151897294,,,,
BSG,0.09367500767235917,0.035026545512124765,0.09975336839929914,0.016268276630521314,0.029786643764510203,0.08388117190296114,0.005149695077392867,0.09876059154371458,0.07907329177842333,0.05768217701497097,0.032567478696254384,0.0329170358080799,-0.04509056928982725,-0.07799742646221333,0.07102701495881845,0.08853362988918922
ADAMTS3,-0.00026913549033932946,-0.014728900948583801,,0.06293282621474666,0.03031956313585463,-0.0288902234760126,-0.051221739761356015,0.02821446097147429,-0.005967891107901349,,0.06892541039844781,0.022118044273622142,0.015195767896801361,0.03146014326093042,0.12703157364841097,0.0059024616201127375
CD34,-0.06278197358543512,-0.011801316281047717,0.18182765661846353,-0.06070359117370345,-0.0225940668418894,0.0718459988384355,-0.00523533512419605,-0.020936019817412027,0.025307168834558216,0.01068812835235018,0.14487250932070705,0.09582857253251165,0.09803199519264608,0.022423681153526102,-0.016338257856877772,0.042739326081154765
PLAT,0.015876943675684846,0.0022525139179494645,0.06238175995730366,0.008540115125134943,0.015882895949231285,0.13029937886493106,-0.005852743238136228,-0.0051130846355567075,0.02014481734270645,-0.0650502442828392,0.07896722145528627,0.08992815074647126,0.08900614838862235,-0.10819651888293144,0.0056304676230432005,0.027033264861651335
NTF3,,,,,,,,-0.03210642923654245,,,,0.10567358875293054,0.1363181206681648,0.12583434203605298,,
LTA,,,,-0.03112517655809721,,,0.038153792765809116,,0.15265110380995303,,,,,,0.0015976013682176156,
CKLF,0.045707654270657164,0.03991694495496959,0.08901622507707566,-0.014277314339365528,0.03238626756404291,0.13366707125222646,-0.011168376520628047,0.0678048057813623,0.006628782421559646,0.07289825984512138,0.0861229538446357,0.023345919809970535,0.10013027188254389,0.053937451272291166,0.11315014452615864,0.10104861936477434
APELA,,,,,,,,0.0076748117602759005,,,,,,,,
CD24,0.008957686983055872,-0.015406933146125248,0.006762546612932148,0.018273606149643854,0.12729144749559884,0.1276881659867409,0.007491713591872102,-0.12437860094493933,0.10049584773870454,-0.03191559352602518,0.08391551601864809,0.10088492976414352,0.03681138978536017,0.1351326342733943,0.035032567745546805,-0.08477497239905603
HSP90AA1,-0.08597275925831648,-0.01646608014020334,-0.12703212616825205,-0.008054088725471248,-0.06691083143015764,-0.18265617954051705,-0.010771757157202659,-0.0727854989123261,-0.015313292605251235,0.027691348717157345,-0.13667009450519893,-0.10690704605394118,-0.18785746811189477,-0.0848626260553168,-0.05503443669954295,-0.15294097653813313
BMP4,-0.0738658684882829,0.05000725972917628,0.1545586921470302,0.03502588905128157,0.011370711903661951,0.3232982436738425,0.049292148313836576,-0.015924706859769266,-0.014955332554751526,-0.04432719279205172,0.08457567972784204,0.0060788213536360864,-0.05477188037780128,-0.05205998982501854,-0.005522627911626288,0.002082580722153377
SCGB3A1,,-0.015979329478524932,0.02560444012604513,,-0.008659471284619248,0.17710550905635572,,0.0006492618515018357,-0.012246911227129372,0.06269307280741418,,-0.00515394079806021,0.0494246588617985,0.03441649948999326,0.025606106052442446,0.02782425946278108
IGFBP4,-0.022770118503022203,0.002414303978499222,0.07746467960300317,-0.05561696257582222,-0.015040620961658004,0.12551544073500326,0.03466322875421929,-0.015537572490956829,-0.04880182144574022,-0.027245924179643218,0.08285975779693719,-0.018332389608759582,-0.05161432700271432,-0.09533682641131228,-0.013785104352374627,-0.04444232517977355
RSPO4,-0.020306394338900337,,,0.03511306789334547,-0.0006037097383742947,,-0.03473147010135682,,0.21231562879919708,0.015664326110600608,,,,-0.004863683608846975,0.10729738451040963,-0.009764428961911615
LEFTY2,0.05352599777818294,0.0520363450416172,0.09759845793700868,-0.003584962075986401,0.013518275256336044,0.12094681270820498,0.03415098855996736,-0.004086080317693909,-0.021666611736631803,,-0.03534301878654356,0.09850216293422992,0.08583153432559064,0.019746165146611223,0.013052300844866424,-0.03783676863163947
PF4,,-0.029426360407608064,,-0.02634148786533413,,,,,,,,,-0.02367961781589752,,-0.007884481800752817,-0.012483079673953606
ANGPTL2,0.03827909928245409,0.05078220318277174,0.036743057078899195,-0.02826199631233276,0.03046515456464025,0.20924748964902928,0.029500035538761984,-0.11808882130884593,0.10677555654931885,0.00830757963649243,0.07228879795048111,0.06770260910438326,0.09028774877038008,-0.016916055754744707,-0.01012977539040265,0.003913603930647338
LRIG2,0.0130311812823413,-0.0006118037120821207,0.0745470408715044,0.03898721785034226,-0.0031672224365670194,0.08693314193072146,0.025569025920619617,0.033880350301797806,0.02165665104675954,0.05489140275855689,0.11159126685573174,0.02412059033028982,0.014617950060419946,-0.004698197106626503,0.06919228735625707,0.019801973583921106
ICOSLG,-0.025268653080301056,-0.04220819447943643,0.034064431363299376,-0.03496453071743214,0.012430216377393501,0.12632034647067486,-0.0004980753196567511,-0.04547362026329749,0.020145841773796455,-0.09698268349684808,0.05572955796658799,0.08806370734944945,-0.02559749201022257,-0.02524470336483722,0.03436021059614613,0.1394475246367942
WIF1,-0.04807541369256558,0.036368512322921945,-0.031138009339989108,,-0.012437700036492366,-0.1526194183271289,0.016159689816170313,,-0.023069222764010234,,,,,-0.04225028015402201,,-0.016417683983130586
NPPC,-0.03684143721857867,-0.005022258109950127,0.022618289189387537,-0.02700990648187964,-0.07241052753000778,-0.053086890494144286,-0.00024070725904141302,,0.08466665816213827,-0.06414448627835305,0.05205437084989681,0.017147948556750232,0.02933491509749341,0.04191164089426371,,-0.07065566831624814
LYZ,-0.0008697655375186742,0.0019555856044570063,0.040151055374395936,-0.0022302884519721897,-0.03481418536070985,0.03438691970529452,0.06515777893220356,0.054224011438303424,-0.020475844510660795,-0.10111470260085287,0.01860779313922896,0.0015404713108994885,-0.04878920572424229,0.0015313785678410885,-0.016524136248856423,-0.07098440587371828
EREG,,,-0.019805483783808583,,-0.03993452156506522,,,0.019424553301408624,,,,0.08442203248766315,-0.028076436414500427,-0.056608879000123506,-0.019423124706186144,-0.003715380816131655
SPTAN1,-0.019188758137841377,0.06756953119675896,0.08123868127028513,0.010947300166070439,0.06887449634192772,-0.008510889119242575,0.028382703741383675,0.039971185791277564,0.01447593158085166,-0.06173691060137512,0.12995809211962678,0.043570262471565424,0.07955584329807572,0.0875370714200586,0.07696141185567694,-0.12743515738226527
PTH2,,,,,,,,,,,,,,-0.00845280392118799,,
LIPC,0.048885018275057486,0.001993120733428102,,0.010524979563318767,0.05278903464954988,-0.037943743475595496,-0.023204754922120926,-0.020381756718431385,0.0588195869783694,0.09431805013080358,0.09444372849343997,,,,0.048774336869683896,0.042536789706231176
COL8A1,0.0982391395054767,0.01887685943482251,0.07666759941274458,-0.01426278777119904,0.09035674156853281,0.16789119896714022,0.0027677290722801814,-0.04250269528346412,0.07806523279044508,-0.04961526670337152,0.05815637034285142,0.08932906296345793,0.0075106026988320754,-0.05424651755145416,-0.033978243403745105,0.08849449025588738
GSTM2,-0.011147327257676849,-0.005834786293762602,-0.013328555721962242,0.07963391104587181,0.035998824061501636,-0.020691070148260042,0.004509239834095735,0.0712712996797903,-0.00317051823385947,0.018472641065655677,-0.007716769899940911,0.06071746606781798,0.08905906329029116,0.07679580920637508,0.05768902674746892,0.0013918861395625568
SPX,0.07581174346530653,0.024514136293772585,,-0.0027005036423771935,-0.0022022498585112815,-0.018670371147197187,0.03037580662996109,,-0.047790846573733455,,0.10406917295555385,0.0295035827488968,0.026193436967075275,0.008225754405133175,0.10925723957339778,-0.01233716384543321
MFGE8,0.043301189784698685,-0.04349286515537111,0.016095254121921213,-0.008361008142061624,-0.026681596510595477,0.14114063933932416,0.033549051536703504,0.11769361722548043,-0.03871041226748758,-0.06770371180837592,0.09323468029855247,0.005512471080910364,0.022303024661586852,-0.09182065024920344,0.037453825085982995,0.011980775806911034
TGFA,0.06818661006987327,0.08184066321732883,0.12357782307087317,0.0439073163007725,0.06255822944684254,0.10214899352703652,0.010961348083957068,-0.012016856646915024,0.07395898195244269,-0.08357534981710103,0.03219974506650017,0.04098396357165048,0.0802032655043313,0.026458426053054214,0.14154234117750505,0.05660078428440254
SLIT2,-0.08564511601602502,-0.0032853633307517523,0.058730596134023746,0.01138099707379432,-0.042985663393572016,0.011140256606490744,0.03603440493459692,0.03129572509723844,-0.021762634386743248,-0.05281320525225132,0.05575830980082352,0.0646554447472839,0.06196359366215091,-0.009248152034259603,-0.03771953235087326,0.02988705172362163
PLTP,0.06078642226499164,0.05007124716989613,0.10064194826952501,0.010368809347359138,0.04025389860570351,0.13935242946749873,0.030178266785677837,-0.01866361930103969,0.040486979175397515,-0.06387078075173847,0.07706510593802476,-0.039637037237189685,-0.05165951423973954,-0.09741667748180212,0.07758360005914174,-0.03126352267947778
APOD,-0.10059393109430793,-0.030784043999595744,0.11186220434968173,-0.03130521951354026,0.1376291330895884,-0.0553581217288943,0.028194292422102803,-0.01579656562833259,-0.005667248461311988,0.0005314486365522724,-0.1425170632348178,0.09631898998603497,0.17723086183391684,-0.12096342083486976,-0.05297547936566662,-0.10417711446785675
B2M,0.002607716995869391,0.10573289595315996,0.09604769235503562,-0.05361374360028518,-0.04167227107612567,0.1378695627028488,-0.02109523662283362,0.11250208525502856,0.05466557795659764,0.006236423908709304,-0.00036060086029787047,0.022518550931612317,0.0230671244029921,-0.10226989575647309,-0.06440683749809457,-0.03259613155650369
OMG,0.05963078233925523,-0.0044108367106455255,0.0801854382914282,0.015993006796096405,0.09363329472058861,-0.03197864269071917,0.03322335000130078,0.030929528002582186,0.030684700577869133,0.08378891193287548,-0.055801229701582425,0.01914970404730728,0.12441650712846317,-0.0017898051867766356,0.13050759104894835,-0.159904734819995
CXCL3,0.04146450652736084,-0.00415919955782843,-0.016633292449955414,0.025088782255127028,0.014365385337734533,,0.006464390801668972,0.026039763286024954,-0.012639955558738977,,,-0.020315808247802023,-0.07720857058486016,-0.040398317135629726,-0.005533556614807514,0.006623756734878003
CXCL10,0.002982855360124943,0.015254374027537917,,0.04966519139655669,0.05895115433615115,0.03286719651641875,0.008087521704700635,-0.004756503824514328,0.08048833698956241,-0.0710882025770702,-0.011080764190483032,0.015541017360459795,-0.017818020582321105,0.021337933110911807,0.04102847552821958,-0.04491746798584933
RSPO3,,-0.03853316354342224,-0.0011065714794195173,0.04541257751624425,-0.06386116037780701,-0.012257023224692345,-0.03050936452258026,,-0.013208509947602209,,,0.16029947842759054,0.05057863154470121,0.0776818395184254,-0.02344896672939075,-0.05470868166666276
CORT,0.010719526524095456,-0.00013436852272397706,0.12419611943695665,-0.0009865164594002828,-0.05848375528854832,-0.035311071682221536,0.01855688452749924,,-0.005280093909062643,,,-0.014774265242612335,-0.008459812451688352,0.12870012091306346,,
NCAN,0.040419940920918974,0.04418207993022076,0.20075582218336296,0.041000057905890695,0.021717581874131708,0.1312669846165366,0.030400323331209213,,0.05212188098677654,0.07234783369910947,0.12898622540347823,0.09634550980646626,0.19743449039849495,0.003273417570244275,0.1432381744788968,-0.13196530888219085
PRG4,-0.05257731291467947,-0.01727226176509418,-0.007340957414521474,-0.03019150347088759,-0.005189462432134471,,-0.03185036412878083,,0.22337313068519854,,,-0.04349392805033979,-0.03656369295700638,-0.0352017294068403,-0.004856968132650797,-0.04092118688798631
ZG16B,,-0.021710269822552874,,-0.009152458444691071,,,0.02425633548013432,0.01096340039426329,,,0.0716573260653587,,,,-0.022248922807367698,0.05786049473446342
TGM2,0.07212202282766866,-0.012201594265882278,0.07428166849641288,0.007334777921412284,-0.06785092941176374,0.025382300458847307,-0.002996782883368017,-0.021880276829080635,0.006363695796903189,-0.020032084175027262,0.09998405456192644,-0.007505791025438103,-0.025751020127910695,-0.051667898528967894,-0.024041462511649823,-0.024741157949650223
VEGFC,-0.03794700661445387,0.013928051049340548,-0.036103846131934555,0.03795437249087955,-0.026068913932313573,0.06980861987862756,0.034960450743975656,-0.0025976351997146836,-0.015760127226436407,0.05450488346048146,0.07500345878975141,-0.05110506353683975,-0.014651006282750527,-0.015230257646482937,-0.021736669492457398,-0.008572035362896739
WNT6,0.03943243198459956,0.010434384790761395,0.08498327769925604,-0.02815339454487647,-0.04629406312568304,0.005190726484333464,0.030125811284094403,-0.02057992017737219,-0.013754643205249124,,-0.046059516203638566,0.0720509204282587,0.0006205539610759762,-0.024105842771180507,-0.020195102519666448,-0.005688746597043477
NRG4,-0.022449125708441,-0.01218265688562102,0.1078968573537247,-0.012347906559119257,-0.031622578530328634,0.018648095027955718,-0.007925592432486675,,0.018410464903765893,-0.011593518085259645,,,,0.01751466986706409,0.07681883714039367,-0.02602623277784108
PMCH,,-0.03011293490855786,,-1.258767027620789e-05,,,0.006855497014186205,,,,,-0.040362935504379416,0.0013941521047201066,-0.034555915321677545,0.08437860344139786,0.02281810101872901
COL9A1,0.01091770666658256,0.04209034089183183,0.0890218858195783,-0.022760246077697825,0.0010910549292034773,0.22149570500305676,0.02911206856041282,,-0.02095044027822223,0.04334552931684276,0.039128027786365,0.13483730863580343,0.1024108742749474,-0.046422461432629125,0.14588976428100178,0.15907014113946688
GDF11,0.02969822828367663,-0.036090818491285585,0.10355574968865189,0.06567502338386806,0.057093635763469305,0.10491012751248555,0.00661995808894264,-0.04199099487052006,0.012059064253953866,-0.005171775519136098,0.08193373384983636,-0.01047726151260493,0.006161116738564347,-0.01503659046230036,0.11254241151640705,0.028213696219936198
RAET1E,,,,,,,,,,,,,,,-0.013956500476514594,
IL24,,,,,,,,-0.018338641601473638,,,,-0.030093632089221504,-0.023302058348983388,,,0.0764082986754306
SORBS1,-0.002474955553968884,-0.03713097035598376,0.07918082046175648,0.032733424424848875,-0.003564730581456813,-0.03454829491165711,0.02353574242968424,-0.01426363904424183,0.03961690647556731,-0.03807611600110461,0.0978483724352932,0.0569399541067631,0.023046648013319473,-0.0476241620560624,0.06869231628181473,-0.032387943802363595
DLL1,-0.0030435759711496513,0.045494185578487265,0.11457221136612764,0.016322066942802357,0.09109881246798601,0.14810709318778745,0.001994383785528206,-0.03281149418910929,0.04227862513626415,-0.06787394346171319,0.0419028472852143,-0.0211389169118139,0.14537154944707295,0.04220274362538043,0.06747081272141903,0.08608235118297038
TLN1,-0.016806068221249696,0.022982017628146684,0.054572589940158074,0.002211336490933602,0.02935971735190387,0.15822903378215986,0.022411395128412004,0.019737100971319366,0.05026493536955062,-0.08168020676562328,0.05841615036249077,-0.03426504088769781,-0.020310603858831794,-0.09181096577465817,-0.08766902412846778,0.01977807493241508
COL2A1,-0.035953648833278465,0.04840903573393845,,,-0.045212097640595326,0.05625217197125324,,,-0.012832149913122868,,,0.026803331738990094,-0.06073229233165546,0.04210211863072359,0.066019973780892,-0.005507219013167203
SHH,,,,0.10863988303174882,0.003702670928857279,0.05715325611969975,-0.014245506899212019,,-0.01224691015667309,,,-0.007838149547559067,-0.05518347120915215,-0.04832684301884517,0.09575224562529215,-0.012449552945691571
PON2,0.09018267577721994,0.07892774317310346,0.12434991225209249,-0.004100936236475425,0.12709791325439523,0.013886392993673686,-0.02645729731281804,-0.012770423579973962,0.045164208484866894,0.0285771134082583,0.09970826754488188,0.02707685666842304,0.07316664785124873,-0.04781503005970816,0.1004310631155742,0.09401477693806878
ICAM5,-0.03680642281361593,-0.028038320182206727,0.033140412292614475,-0.024394402349422074,-0.09238865368455616,-0.0628203078584089,0.01837070944756408,-0.01735977752130191,0.07460684384446721,,,0.024959149431538704,-0.031509459236691795,0.00893224265804466,0.04589636759062922,-0.05238741340431059
HPX,0.03419848635588762,0.04747372099459876,-0.02279858397137908,-0.002069237844075344,0.004343035441037554,0.12601968490973608,-0.02284306658955804,0.022562689491609278,0.04767325343995276,-0.03813979602549979,0.010309631312770335,-0.020199248139758513,-0.0014632007421451244,0.05897518289766847,-0.05581253456822488,0.11949936448562472
SFRP2,-0.03256845684219399,-0.02848418467856408,,0.0658841983817301,,-0.014339474908511307,-0.016763272490766486,0.06776962148727585,-0.009678746248495072,,-0.07187974000689416,-0.019261787545058896,-0.04744674816506896,-0.06303838944139703,0.03372538178238473,0.015285180038351309
CFC1,,,,,,0.07253009849626643,-0.0298621274637252,,,,,,,,,-0.03448647239466678
