,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HBEGF,0.0023284461728987483,-0.00544316252083161,0.01807212780616667,-0.030157390656113624,0.03324874507155657,0.04769045232220163,-0.04017193746791272,0.031317431967207196,0.03804932734502077,-0.014051456573191467,0.016802277851100313,-0.009168323517942943,-0.033993252594073375,0.032524403040947586,0.016754639017271866
CSF3,-0.037385906835178256,,-0.025357418262874666,-0.02831588566178229,,0.0013152609357319509,,,,,0.03271708757224161,0.035669234942388016,,-0.03245351338889918,0.09351164348233311
PI3,0.04150818345742885,-0.020139962052109876,0.0399102195849722,-0.009586907443097906,,-0.021119488831005534,,-0.05441902161993014,,,0.02136328158627986,-0.09581683857886669,0.08758337505255386,-0.028708514807183668,-0.03307881620147203
PCSK1N,-0.0058827971741439965,0.037032732990814346,0.04333878557253115,0.018753365178151377,0.07638483691934382,0.02028568603117457,0.0016805583000476798,0.11601393007195,0.00756924875922368,0.009428900669395963,0.053631765202737464,-0.02344294456497272,0.04615963307180702,0.04906832036699341,0.08257502603298397
NTS,,,,,-0.013966639055657776,-0.023053364115425645,0.013104362252644882,,,,0.09528563892735023,-0.011047344566063105,,0.06440460835212025,0.014707943820634341
SFRP1,0.01485156392487496,-0.023960624097552046,,-0.020728617568523226,-0.04250684980845263,-0.03468262488983506,-0.033390871181499124,0.03985920701685075,-0.07077752545038433,-0.033485395427682745,0.07039263837661826,-0.003313606533708427,-0.025562688216702628,0.00544577219894289,-0.022022199707207462
CXCL13,,,-0.018412486019379923,,,,,,,,-0.03657789150884949,0.00922623401301539,,0.01522604338577207,
MICA,0.029365658835066113,-0.02909538936162779,0.04456489506792033,0.013844209595030991,-0.029644649509459334,-0.020969099832408977,0.04713255149121314,0.03999905987875583,-0.05361716711597368,-0.022361489305356214,0.02825931196194034,0.034811295570514406,0.0024709512705947973,0.0073202726063725,0.022686486658835603
TG,-0.02980253497884277,0.05570699198254901,,-0.02236946247928096,0.006978723844737077,-0.022636798159609967,-0.015190366998820566,0.11400742533142436,0.0856916496700928,-0.014390658322669805,-0.021637772241035646,0.016668283656097443,,-0.02670974021860037,-0.029691608465200366
ADA,0.07763977515264765,-0.041945637147658775,0.004575378161103135,-0.04614186310638547,0.04642673912205338,0.008150671180549327,-0.008998051757844907,-0.00228573922475654,-0.09335020417163428,-0.06554213718297508,-0.013900107324577502,-0.020731966794538616,0.026690265983952025,-0.024249113679925237,0.018536683499635744
LAMC3,0.023082173905079786,-0.0162277064391932,-0.0013282906469182355,-0.05702187395465866,0.003517782473015056,0.05660221169141867,0.05676407807713257,0.08642590359756903,-0.05209209018845408,-0.022057966080437304,-0.024084163544675092,0.018869525071834814,0.01725893519501923,-0.016454824177461698,0.024372520310171952
CCL7,,-0.012176999848339557,,-0.016173085632174372,,,,,,,-0.007011780378759358,,,,0.009533129726348472
NGF,-0.021539083678169695,-0.02090730404091348,,0.003126670031198038,-0.01538393280744562,,,,-0.03469192373284949,-0.009488528267253195,-0.028187463690349003,-0.02145251913573789,,0.006828052156972831,0.017304688280809794
TNFSF15,0.061055704380625096,,,0.044970219660467194,0.022438841926094716,,,,-0.062001585043461684,-0.008801509313460814,0.050899668558774716,,,-0.02015307465642674,-0.031205945091276544
HMGB1,0.05556507590609674,0.01589851506322533,0.062112277310984565,-0.05648900364997501,-0.0839812920182918,0.03647117537029726,0.044512627626986434,-0.04698982096055944,-0.09578457727963974,-0.0333632671272572,-0.021292919150676888,-0.08137613349383574,0.008494018347612393,-0.00785995332046779,-0.046938636392031476
ITGB3BP,0.05556617355317334,0.056951457596210696,0.02190479289813333,0.029090571020854154,0.01886696437716995,0.03521107279579852,-0.012965614228846373,-0.02767028810011941,-0.03644219867811942,0.017490521793771495,-0.010068680534636486,-0.02133709822027396,-0.06521799806042512,0.013448942158378777,-0.0600890854011754
AANAT,0.05139843295913698,0.04130066625238779,,-0.016386824750724206,,0.02965403171491383,0.025937680326482665,0.074369302275421,,-0.02226785351756342,-0.021411318853466563,0.028295589301321,-0.025731037329612873,,0.0074507850923045005
RELN,-0.03713803841294743,0.031072198915788996,-0.028556327389308574,0.04338415193372853,-0.0012438338607132235,-0.0345199819034071,0.04025630861629444,,-0.029668804978069688,,,,0.06590271605735018,-0.024342730149347337,
IL15,-0.03787758906360496,0.06299526695327662,,-0.006079056209289563,0.0992894203794119,0.002283726680134016,0.0006336339412751851,0.012511666872377125,-0.0629390584505746,-0.037642425932362306,-0.01600339798857453,0.026120965763327047,0.127356908606166,-0.04915955161704858,0.09664353601317818
UTS2,,,,,,0.10555891227602707,,0.06438750263472612,,,0.0289425224527122,,,,
BSG,-0.028792592036300507,0.04926162884451324,8.170987465912804e-05,0.06000413074865739,-0.009524316658087915,0.05546726419967799,-0.042198231850109194,0.009745296695545915,0.0014689247605496913,-0.029728527084547585,0.01987998972375462,-0.038941448100191546,0.0362853632406965,-0.011466289745887717,0.08788640127957656
ADAMTS3,-0.008400506735998776,0.052257240515186036,,0.01826474746403264,-0.021408844097253025,0.03538212944368213,0.04216633046411809,-0.05581991805612102,,-0.026663487625824323,-0.02491583274325829,0.007915795791312021,0.020897185825853884,0.003594362363064327,0.047737242351392234
CD34,-0.014280738732387756,-0.004555765113437816,0.10064574211913065,-0.026321983626163215,0.011525939337285518,-0.04234533304751874,0.012609805673703596,0.09033923162892085,-0.0614413616478211,0.001390573520788809,0.05261687517790314,0.012368375827625856,0.02858873752031727,-0.024422638969463315,0.02270225765673805
CCL23,,,,,,0.0797639717863607,,,,,,,,,
PLAT,0.019429201224822622,0.010305608307413644,-0.013314741155546409,-0.016052548433679748,0.010720760314569033,0.07849371316786026,-0.020326540566116637,0.0067572270170365295,-0.04638246071351311,0.04939436370330928,0.028536495007401956,0.09187232285364128,-0.009448685823014863,0.011608351715113785,0.01498637888067189
NTF3,,,,,,,,,,,-0.02153407301773527,0.09224524316544624,,0.017674977588861798,
LTA,,,,0.13335716396027705,,,-0.01315676041620563,,,,,,,,0.1061078748590947
CKLF,0.04793817643329205,0.029812797593600636,0.04719240402340861,0.004833197335799949,-0.04486418279698899,0.05476877094871656,0.040118467062961065,0.10022849546391088,0.10367110052593104,-0.05014378848134307,0.041662508054683564,0.026455255739940765,-0.03653435990927699,0.009986671837895856,0.04113393942367784
CD24,-0.08693163438928678,0.07096221167219532,-0.027873593890785364,0.014625479009229251,-0.06921928872143242,0.0211298880752565,-0.00821530287884893,-0.030776706471103275,0.017045857350270612,0.04501194257034501,-0.05901698695980709,0.0471859729165781,0.01659576204668042,0.04504299755536207,0.020527638448764998
HSP90AA1,0.016412825309357035,-0.041844077149403906,-0.04975028111432857,-0.0003060414858040104,0.028844662702654695,-0.050320056283887964,0.010971152956303193,-0.055810701794729585,-0.06620932751893051,-0.01489071349555782,-0.013357650687749169,-0.12554211387137942,0.03780555254354184,-0.06596238201365875,-0.02736730576566973
BMP4,0.03601832508579188,-0.008267955757930203,0.011792899078594337,-0.01659655484059036,-0.05326264074399083,0.02336647755699576,-0.0087287907671741,0.06497722373175788,0.02829706513393336,-0.025033978690748675,-0.03775473856742646,-0.019907390189082958,0.031721187183602575,-0.003361815486314535,0.05498924075938633
SCGB3A1,,-0.012176998630655843,-0.027104572517830702,,-0.016966900337866627,,,-0.03830047715901983,-0.05912146506671582,,-0.013397843972363441,-0.0028059435297228433,,-0.00440546125126407,-0.03345190091310467
IGFBP4,0.0024677834382103576,0.014206994772103458,-0.037838360376080606,-0.049509040023016454,0.024779915025443976,0.04113843769737543,0.02142106881030964,0.1434003718939923,0.01551060478109345,-0.03304624271736762,0.05631041735286382,-0.06985714454799222,0.03300727514097168,-0.004802933672880112,0.00854190794233641
RSPO4,-0.026312198981052814,,,-0.03172877936643815,,,-0.015302113327233979,,0.0995068268401207,,,,,-0.028185255922855926,-0.0009399327145395637
LEFTY2,-0.03086679135759438,-0.004188505139712826,0.015102264979331514,-0.026678787927966765,-0.038099356617714644,0.050175219444594535,-0.005696463865960548,0.015292052435506133,,0.020563912904025688,-0.020718288588157937,0.044576680377602165,0.04171215572975504,-0.03833008597223238,-0.05227505144012691
PF4,,-0.0126316813851072,,-0.014110698585286074,,,,,,,,-0.01993062007985265,,,-0.022718353978895437
ANGPTL2,-0.02938738790633097,-0.024079769771094002,-0.036648966773491436,-0.04687403833337507,-0.012572990788820269,0.054698204130269136,0.02978109936735072,0.013675382864710334,0.0032251792152812207,-0.01837186150264927,-0.0510521472223551,0.00924613892928724,-0.034716532712236334,0.012240873307994475,0.01888421241679045
LRIG2,0.05221940695413699,0.06482417157600243,-0.016271164360048107,-0.01958657964841235,-0.012167014443656674,-0.005783616783569574,-0.07266371193428485,-0.081990428084931,0.01631873738940109,0.05687661780036231,-0.02739641383747374,0.033061541548417527,-0.0034322996956411534,0.0033138425934004716,0.00925924461537471
ICOSLG,-0.01443429235782631,0.0283261335811406,0.07758324134206603,-0.0021901539070756063,-0.044450719981883186,0.037335224441757534,-0.008584844243121344,0.027579766957706777,0.0609023450868827,-0.035619068532696425,-0.0015560646300373606,-0.012326704310170768,0.04918867909132904,-0.025073595998425586,-0.02389573493747926
WIF1,-0.02140914058943832,0.007285435984324497,0.015896126711695234,,0.031753636522983957,-0.010126820626750459,-0.011808278413627497,,,,,,,0.0314505921048856,
NPPC,-0.007172477884544275,0.04452771711232385,-0.03400492984120909,-0.02188917329471798,0.050449704365322416,0.011662443671091139,0.02688737248065464,0.05684095534189213,-0.03092672432375998,-0.026663436416999683,0.012073960524027781,-0.03771006933996241,0.02068272931926734,-0.025196917884660983,
LYZ,0.056371806946814186,0.03562915189998442,-0.038774116208391274,0.018024755285073125,-0.0032285821490130578,0.0574461600478624,-0.004800773857887621,0.08884573956471768,-0.046893103637370794,-0.004715654757469444,-0.08119377396872862,0.02998562062072307,0.028010175385115643,0.05396015401717128,-0.008286226392876808
EREG,,,0.0419606277655976,,,,,,,,-0.040191486011194835,0.07974196439456299,,-0.02395055686219455,-0.034309976906632275
SPTAN1,0.006645483199750084,0.040655733178466893,0.06831504141923878,-0.04762045842182737,-0.031651071337755285,0.02623923511320579,0.00018047660966594102,-0.010026824567082808,0.04012882957121429,0.04521089258088172,0.08137257799850153,0.04889846387246266,-0.00017673794209893743,0.01938022774816453,0.023417325703454662
PTH2,,,,,,,,,,,,,,-0.03649888934789938,
LIPC,0.040226596188867196,-0.015464498187035587,,-0.025357976285234497,-0.020611787964946053,-0.025231839648750816,-0.02860885919731453,0.12173212084697707,0.03542352612994535,0.04219379912997507,,,0.0806276529709706,,0.07355189285435221
COL8A1,0.07527728073285109,-0.005303244372748044,-0.031659199484648966,-0.007493812777680957,-0.04189375337131648,0.01189674393761725,-0.04451952932888221,-0.1098716100432462,0.04145194181590535,-0.013586437891769313,0.007456609101974052,0.017721728254505485,0.009786841387909823,-0.007861828720676464,0.02892211466280529
GSTM2,0.08670490281618455,0.08119620484272552,-0.02820362383678807,0.021764033281111442,-0.011239796382717548,0.07579196555649727,0.02619200640189424,0.02777807260721356,-0.061647855121807246,0.029484642436669258,-0.025897561211567686,0.11119853854337612,-0.039864669730272424,0.03430976877695985,0.040313511230163177
IL4,,,,,,,,-0.03297560699840844,,,,,,,
SPX,0.08314242768043453,0.0180829396754148,,-0.034606637412636664,-0.03592957689345302,0.007000762745903786,-0.01999880615845453,,,0.02387039937708477,-0.02460767906925892,0.07368181479960458,-0.03153016573155407,-0.04201282702862726,0.0197526733432853
MFGE8,0.034887111645816905,-0.03193509023547885,0.049870265800150256,-0.05765422490405898,-0.008033786972678023,-0.009379818488716964,-0.009424767529003474,0.010881096182206904,-0.00994358250041482,-0.009563019296299567,-0.055883918613014574,0.054116237367600406,0.06866167237637663,0.02903639977692354,0.02386649418288475
TGFA,0.07211043528297444,-0.011803966847401216,0.04296219878852317,-0.036219595808883724,-0.01934606427653636,0.03735747103198811,0.00900385472112044,-0.028543742773488825,-0.043552169641231354,0.002132859349433094,0.006167112722608582,0.04192460748075036,0.024316897993877932,0.004409887105635486,0.10016012791904297
SLIT2,-0.05332344863919838,0.007920378458499234,-0.02014602060080113,-0.04802550288281388,-0.012857762068078685,-0.03285074876274344,-0.039377959239529754,0.08133064046323803,-0.045017084800097,0.06518238166194859,0.03877880007177102,0.05901474014189527,-0.01723204041216524,0.018286947897220122,0.07454447397922537
PLTP,0.02392675595364847,0.0353390930094117,0.07017058867241606,0.031872685955644756,-0.008582616436369431,0.049569871356318546,0.008652031726467696,0.10632678424165966,-0.09154366709213557,-0.009753455078629514,0.022236193080342397,-0.08659391159137907,0.05448903325732025,-0.025089951874350938,-0.0568208396446574
APOD,0.058839862933579005,-0.017310948348483117,0.058865113650534956,0.016577835423796795,0.04250284424178235,0.017584240343421282,0.00380228624664335,0.009685004059053,0.015767763787528664,-0.011416404812014185,0.011720455058994696,0.1110223714142818,-0.06818692515903386,0.002461732273037336,-0.03237700005610672
B2M,0.06856145890508601,-0.02042535000694127,0.03873000534760714,-0.03375283738839184,-0.02265053223799182,0.04192960415976276,0.02046332554309635,0.18123438238522657,-0.007699643409136838,-0.07605392350922917,-0.004921514238336806,-0.02370612083143593,0.07566030693764106,-0.02672312393557775,-0.04558276394243606
OMG,0.015263736264772083,-0.0137432413904562,0.015432739641809067,-0.01749644380094877,0.017325671782500218,-0.04506074289289983,0.03127860894034617,0.12537545202407283,-0.022231922740905994,0.021927665475281022,-0.011882973103230256,0.08025666790899962,-0.02000054719879531,-0.0059136423053452935,0.014565081474548783
CXCL3,-0.05451922971852394,0.026072829574830095,-0.0366194099606183,-0.010520125813174916,,-0.022213060672026996,-0.03786815054356001,-0.06683075897010468,,,0.059304770156091036,-0.00022285836299460157,-0.008757861537825951,0.03639718704293558,-0.036894803964638394
CXCL10,-0.0008110322106127436,-0.03158118438812599,,0.024811046878857882,-0.01816804488071324,0.05253439184307311,-0.009760000907318534,-0.056289753473792455,-0.006715628214178084,-0.035965770644922235,-0.025202761901122545,0.0032560480114054956,-0.03664344745300786,0.002334247184190283,0.023971689223659186
RSPO3,,-0.016540905429639673,-0.025357419053800817,-0.01638682353992339,0.015073769198107517,0.0020290883592258653,-0.010982813905074124,,,,0.08234178949161872,-0.006191407537916277,,-0.030830449143455126,-0.016190494457657866
CORT,0.08699411203927218,-0.02661379635421508,-0.002625140893264925,-0.019598867047727224,-0.0045413803013400564,-0.020650816701840522,0.02380995557077539,,,,-0.027829780088634935,-0.0010277020404718768,,-0.03877036983286117,
NCAN,0.1217667805457027,0.06024980658636627,0.019537989829379612,0.03791631623445315,0.03934705983126811,0.06661811513075713,0.03049010344938847,-0.04172865742142627,-0.009289085196146343,0.02697408356153324,-0.013001767957924156,0.0758813352946662,0.020810053386267693,2.502070989440158e-06,0.019055187530098855
PRG4,0.015863094248927737,0.00030595376186006394,-0.02835287027197339,-0.01617308815250969,,-0.024065826738737413,0.0093569870757277,,,,-0.026731786187272833,-0.01787660591182538,,0.04268931011357768,-0.01255119280653289
ZG16B,,-0.016885821847914758,,0.027476692957236457,,-0.02598292732466503,-0.010454240501415628,,,-0.024754398027044364,,,,,0.020617512013390894
TGM2,0.012968729863584457,-0.010985566946929747,0.01938479073566586,-0.016887269878905656,-0.030975407549384396,0.07315545644065333,0.007097960680659167,0.07356774229332923,-0.017253066643805274,0.05864659953306143,0.009925405483632768,0.005178033136715102,-0.013287499324356411,0.0537968898362454,-0.015354286623677356
VEGFC,0.013343635197723719,-0.023251683786722592,0.017554594978734853,0.013240345237754497,0.0011322730581401171,0.056443258469697034,-0.018342730835599924,0.1388242359901564,-0.013133060845593961,-0.009626393625703951,-0.03140966320569248,0.08741594491421183,0.1161108836952619,0.023223907407987632,0.03832944910977259
WNT6,0.04516192841321393,0.033802435134456486,-0.009986882401461578,-0.022369463408072908,0.0943311815653611,-0.023665589313897447,0.012864261395360569,0.08799891475521578,,-0.02354143542997691,0.06186932907553229,-0.03876251613741358,,0.0034133576995906694,-0.024380922598462956
NRG4,-0.0273040426014605,-0.011215444364773541,-0.019006748679895127,-0.01968338813364269,-0.016689356577528795,-0.02997551389730901,0.007149192726250242,,0.048222175271188994,,,,-0.010221878281381717,0.016521260943190768,-0.016190496272226018
PMCH,,-0.012926403199936006,,-0.027273251884206314,,,0.02062627620691981,,,,-0.024807448077463875,-0.0019112629542469132,,0.013074467905001639,-0.03491286057313035
COL9A1,-0.000712419617491557,-0.03387383325095441,0.050699287183522034,-0.020557862299205858,-0.026928737666826186,0.018989635651107357,0.011562388271385688,0.0418113468671548,0.002519910371343652,-0.02148534620271892,0.0005016879437233506,0.057166641610734356,-0.02066103630663956,0.04914147707679708,0.019912289868971388
GDF11,0.03343276824760278,0.050662818172594284,0.03687717787238109,0.0018652386875548381,-0.004710114336048556,0.021995681332763816,-0.03684721649205577,-0.04316508651222316,-0.13789770540346868,-0.0004127797056784322,-0.028381249677647043,-0.07284606739117984,0.020782160363060402,0.038194807886749574,0.029980415117526
RAET1E,,,,,,,,,,,,,,,-0.01776085937405287
IL24,,,,,,,,,,,-0.018495835503209677,-0.019612836475779223,,,
SORBS1,-0.012585489067849705,0.023179934290947318,0.008095619358209294,0.016769280081172098,-0.04514477519368913,-0.010723757814340876,-0.02542492134128551,0.007831085002074184,0.0054703062260124755,0.09129786237290041,0.014763895210476217,-0.0007374546952706496,0.01015559402274219,0.03877090099318816,0.06250368064400952
DLL1,-0.010247671897817934,-0.03500790720700132,0.059632246818731284,-0.024266634898718328,0.011331338612620548,-0.035338049625495235,-0.021580819389037904,0.048518076791196574,-0.010390464907043666,-0.028465459718589724,0.04980912445735629,0.11360883485096013,0.029660132285984724,0.046768112369699286,-0.005767739303813302
TLN1,0.03834026726453448,-0.03732763193379417,-0.009941144607867011,0.0010340936861141712,0.009694174832760331,-0.040295814748015156,0.0017660961165917213,0.10558085548110199,0.014481586477791656,-0.04773357525033952,-0.004628193200566944,-0.03353813723336225,0.0043659688465068364,-0.04461711387134689,0.01850189866000417
COL2A1,0.015752337797471296,-0.009846133718187003,,,-0.014769698093175456,0.01240114634043659,,,,,0.03938581734271039,-0.015021973084441248,,-0.027659527809168787,0.012487565015617347
SHH,,,,-0.016806493986175498,-0.01612118498510318,-0.017462170658798893,-0.05550265323762506,-0.013888233290245655,,,-0.05861175452890384,0.004343678357092024,0.06553164231332691,-0.015506175233632164,-0.004199985283476726
PON2,0.05966209985550127,0.06342405377196252,0.08358968700898901,0.015554967227897107,0.025982568240048184,0.019618643183526772,0.05976117953648789,0.056764463165628824,0.01903873713176914,0.14898088711099897,0.030375028221415627,0.012763454109091802,0.02683836061284798,-0.05191150145617101,0.04607424968491781
ICAM5,-0.046507740060546976,0.014635680186767376,-0.027104574436018512,0.017970649869051135,0.010302293034427723,-0.02376440249902315,-0.033968612935467817,,,,0.04404637727897084,0.0966334922217223,,0.022137636697850408,0.015583655059680894
HPX,-0.004901219545460589,-0.030428329628410383,-0.004750178312370983,-0.04089248626601184,-0.01363303715587121,0.015477944146149092,0.047924158421944155,0.12498057772909156,0.01072420541982619,-0.02311729466445641,-0.016980501320108175,0.022758539264601738,0.08541861781153402,-0.012510644316042034,0.06779904126895653
SFRP2,0.012933095571913116,-0.016189352130428065,,0.042340151724593454,0.018431108599680158,-0.01772809321980344,0.08105384567347322,0.0005005303982851111,,0.09156297476454497,0.027759391240661183,-0.024006790520128458,-0.05511952539705336,-0.04874984592046191,-0.024184435203780132
CFC1,,,,,-0.02303649644192423,,0.00784901295142554,,,,,,,,
CD70,,-0.017902018391686952,,-0.03253387198088378,,,-0.024541966265418363,,-0.024971773221284365,,0.03159265149084861,0.033260137582374866,,-0.011085661874318524,0.07807352474774855
HP,-0.011385805681208576,-0.024634139122651257,0.04758180448172208,0.046797778572593374,,0.021797709974801967,-0.043706354950200525,0.022481360716076794,-0.03370903447429355,0.021307359595436188,0.04407294251513519,-0.07730603700448191,0.017449451665840925,-0.01734247425473648,0.04525004149164308
CXCL2,-0.030553552178355675,0.020347201781786603,-0.035453168391204215,-0.0064864413237579535,0.015205813983004685,0.0064457023348722395,-0.021755126103991655,0.09492595364512045,0.02331838689839925,,0.03179553448042937,-0.014341009915100969,0.01398569137019985,0.06240995290059603,-0.05715849779869657
NPPB,,0.005735490397336913,-0.08019520096969718,-0.012577059875879917,,,-0.011520595184862346,,,,-4.92619081656507e-05,-0.003305526987524478,,-0.03202841095918029,-0.016423455329034876
CCK,-0.06840981674336567,-0.009460449833650119,0.0007394643453490308,-0.030743403753759963,0.06665247737202137,-0.01800629468040497,0.030230791320659377,,,-0.030809908009772107,0.0030564853864287083,0.08428765166953134,0.032049990875153866,0.03576577524194374,-0.021305655162328848
SEMA6A,0.1054622370357813,0.06069563082257585,-0.005230202936884728,-0.01333385995082678,-0.01796385873584885,-0.006525890278976847,-0.01159473771279681,-0.0548743595539115,-0.08128779747801772,0.0744121222354428,0.040826194936672104,-0.04547305291160006,-0.02272852474930303,-0.003041171509807866,0.012913378313528286
IRAK4,-0.009283275228617239,-0.00510470117821883,0.03953586310256697,-0.0008130755782975028,-0.033418639416661164,-0.014943175678788105,-0.02556780517069938,-0.08474035230112675,-0.06149554762113164,-0.007039408280896116,0.0567889684659875,0.05163998992851416,0.1290668473698232,-0.03831872302184635,0.05655981940336251
