,MGH258,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007nec,ZH8811Bbulk
PLAT,-0.022507352454004814,-0.03138260995074719,-0.04710739775847713,0.1186114035054535,0.015311555616205692,-0.032404944452155277,-0.012100753282519385,-0.04017045725982725
NTF3,,,,,,-0.023780913929300887,,0.01914611425252565
LTA,,,-0.018608035926505322,,-0.002129845660314097,,,
CKLF,0.027833888896270285,0.01411625373131578,-0.010371604773116997,0.1494744514192456,0.03983214158685555,-0.014881406008690968,0.0166857330579028,0.03787238068994742
CD24,0.004851213329217416,-0.01704699826401827,-0.016387142328400692,-0.0028337488163358722,-0.008102577645726588,-0.0010826500621585443,0.03226739646737427,0.008025033756180073
HSP90AA1,-0.029347579093560963,-0.05542080848062123,-0.009626963899319097,-0.12261651011668487,0.04900225440995308,0.034960100928272966,-0.039903510417883974,-0.11248601028732756
BMP4,0.02057077408879702,0.03414720645466239,-0.021949946025051577,0.029129090805419377,-0.018031924364886657,0.0041364240617902575,0.049072137493309076,0.008326874164306929
SCGB3A1,,-0.012544737442465165,,,,-0.012426560768789844,-0.008634929882495684,0.0314598132333333
IGFBP4,0.0609676533495329,0.06306687000488827,-0.03292570060720721,0.08047551468191975,0.04193322439190635,-0.010278741434992293,0.0342171951421505,-0.10394593696168282
RSPO4,,,0.012291236433504773,,0.0334013334351692,-0.012426558951124224,,
LEFTY2,-0.02136918072562199,0.09449865267870694,-0.009819809072310896,0.10758893288135848,-0.026463934630751175,0.028410343045382768,0.07572737966635881,-0.019335700114423395
PF4,,-0.01301315137164551,-0.012667144716170626,,,,,0.09187416655518185
ANGPTL2,-0.03130117245212699,-0.01588522241740384,0.0022379880124421326,0.12217050587235768,-0.02880615061295714,0.030841164366939136,0.05260028511614486,0.02117407768312473
LRIG2,0.036251426122967965,-0.0213621624962436,0.02896466677048651,0.04188675924028226,-0.04291798359544574,-0.021014975590487553,0.11687536845926853,0.008432889784370911
ICOSLG,-0.021967345291992964,-0.021130040483260715,-0.018457766680905045,-0.007370408664058103,-0.029487516429724345,-0.011390572984306348,0.06970784582103505,0.008417196972719893
WIF1,,0.005746442579307729,,-0.06106407159270508,-0.015818927609701907,-0.023384211085853812,,
NPPC,-0.03970837223169653,-0.004325978545993681,-0.019649865254060254,-0.031952739139306845,0.03601365800549837,-0.017269875899166225,0.011643815787311785,-0.0018145068002267764
LYZ,-0.013731728003662012,0.030565146718669414,0.0026518721619247804,0.14226193796803968,-0.00943493092513017,0.051437333955208976,0.03836541105842571,0.05512602377400419
EREG,,,,,,,,0.037554574807029555
SPTAN1,0.02053987038104288,-0.004751463227174136,-0.06918190291184406,-0.032413442561364025,-0.05689129735680438,0.005491923107152374,-0.0072889313662733175,-0.006739152966601456
LIPC,-0.027632154980084103,0.026898660718444625,-0.022763802470363376,0.13165979391099544,-0.024146346798196595,,-8.606750152271108e-05,
COL8A1,0.014567991395258446,0.0561107632057193,-0.009246189562023412,0.058132701425886266,0.0030815453910577957,-0.018851852533249475,0.0791133287412592,-0.002896911601034921
GSTM2,-0.03665063766568718,-0.025524502398978747,-0.007648088285846504,-0.012617793428224226,0.022817894349231288,-0.036728877649398646,-0.03282171116609121,0.05170253267824587
IL4,,,,,,,0.08549145458504864,
SPX,-0.037614220536476124,-0.025766712907539853,0.010211902594731695,-0.050535167010031856,0.02765105063104299,-5.0686775001773405e-05,,-0.019137562717827863
MFGE8,0.04485422438713288,0.0010002318045081201,0.026475144271584466,-0.014326080769329643,0.005016724808973686,0.031078643191495225,0.08295087352337716,-0.042840378065278045
TGFA,-0.06021646685141798,-0.03973047545010306,0.017663718483243298,0.07879358810028808,0.033324887155159445,0.03881053640656085,0.015011279766416114,0.009597376255244856
SLIT2,-0.022211597978655472,-0.026276644534746124,-0.028759014657435005,-0.039976015401745016,0.04329623842475062,0.009767226531421633,0.1406144821658103,0.006267893696233747
PLTP,-0.07685676836944741,0.004216283492561391,0.010905539413519391,0.1610017035629227,-0.011775871788106641,-0.04753342473391905,0.018612341402230153,-0.060056962081820674
APOD,-0.10544762248418622,-0.0592681973078937,0.02659289811121534,0.06186580805195059,-0.016311363766607814,-0.043670704281677554,0.026158468267180005,0.04171299840883083
B2M,0.029559228028523978,0.08380944591028971,-0.02876932178130669,0.1870898110247906,0.037348553374635066,-0.007919495794710057,0.06759617148271238,-0.02101617221045171
OMG,-0.05937856485168601,-0.08183523455651717,-0.02211661495180576,-0.03381432530383946,-0.014880137763472448,-0.009840470038698326,0.07811117241445382,0.09040937279019205
CXCL3,-0.017380515003536216,0.011299063718734934,-0.007915286273940038,0.037898533457881196,-0.02230910493949563,-0.013293791392830101,-0.004481339871109853,-0.04302026357388272
CXCL10,-0.014498862572659305,0.01791002280415836,-0.009927172133848028,0.1553943753918965,0.059380843329330205,0.08108509969531098,-0.0479391143897782,-0.020673682670905507
RSPO3,,-0.017040431880569272,0.06460343398758707,-0.03585984737335375,-0.021207616063341792,0.09652841131349878,,0.050765244849498556
CORT,0.02180844207505189,-0.01479041045367079,0.041051352118487774,-0.062063500067670835,-0.011002653284012535,0.015606287137419367,,-0.016129218753526305
NCAN,-0.0368736784857556,-0.018186126274474017,-0.027747995289794977,0.08592460543900765,-0.009953490655775984,0.0031060439138365188,0.037370350633352256,0.045431392305640576
PRG4,,0.05492129881428698,0.06490663118300971,0.01975908194364968,0.017314423905123135,,,-0.006491555182854449
ZG16B,,-0.017395764589235543,-0.016850550026725655,0.0015143095765065098,-0.01400499445503034,,,
TGM2,-0.0380274070379057,0.0714770251035866,0.018317901693029624,0.12944610306435994,0.011685094038322788,0.037591322664699084,0.05791762063675023,-0.05484035074783845
VEGFC,-0.02158257954481832,-0.023953872136056008,0.04481432045128223,-0.0039864338692171455,-0.03057427141635685,0.007578351470981082,0.09965012414143985,-0.03231707595430031
WNT6,,-0.020240658560988688,-0.00544153761019281,0.11236208957547894,-0.031167615634705107,,-0.055938400866460354,-0.029976873968767637
NRG4,,-0.011554144754722854,0.04822509555568214,0.012272470704404214,-0.02690586195862119,0.03738623398722872,,
PMCH,,-0.013316773626828031,0.04905161602289537,,-0.007198425990577426,,,0.051048592650492525
COL9A1,-0.0034937315993468195,0.07040846618095545,-0.018454750147571752,0.038459354155489005,0.02458799604579712,-0.015138508614706276,0.03750956814190426,0.03975678361176966
GDF11,0.014088871901334205,0.04338179441121838,0.035463859970958155,0.12086065960535095,-0.019198989249799868,-0.03975850051480417,0.02056244699348955,-0.04993408713561814
IL24,,,,,,,,-0.015167527441207846
SORBS1,-0.034304052547543706,-0.016486208958181228,-0.015151128146554126,-0.010404116144588003,-0.003678844499356257,0.00875258973528701,0.06379529111581936,0.0009797453293813201
DLL1,-0.008468777661760548,0.028934097450035938,-0.043703253024963605,0.07211808124097634,-0.0785107849809399,0.04584226792658866,0.11705749787805128,0.046906482347215984
TLN1,-0.02162110773521067,-0.002597409736500182,-0.0797584443018969,0.11312945077783332,0.010203904707802438,-0.0008077886874351194,0.1061895872143889,-0.026305891561291865
COL2A1,-0.020271560436474465,-0.030840407789949148,,-0.01479521985467384,,,,-0.03953121637205192
SHH,,,-0.015087154630056915,-0.022540315965019743,-0.006542191273756813,-0.014267907945440486,0.03320371608337639,0.036712140963370096
PON2,-0.03057452518480625,-0.03924537347876548,-0.07371051479510461,0.13392136365919516,-0.021394341101641276,-0.07360921479892128,0.009494752627872497,0.0682951124458413
ICAM5,,-0.03381067871074075,-0.011394666235536952,-0.056029481122245706,-0.01858905795470507,-0.010521103836954662,,-0.03187525447226877
HPX,-0.023026102831392274,0.07068490424988833,0.01927309824822012,0.11830999867258184,-0.02748393361826807,0.033855690144548256,-0.03882276719844573,0.023972934238890006
SFRP2,,-0.01667826186073044,-0.0007447578532810857,-0.022883571031322134,0.0013709268042134237,-0.024022935634101537,0.11340281334123317,-0.010015717124495947
CFC1,,,,,-0.017625418870550826,,,
CD70,,-0.030470771583649577,0.041555128001389774,,0.012375963673344701,,,-0.02859856995153382
HP,-0.04022328765038088,-0.0087145162381257,0.019130669074784352,0.054213111629105776,0.0010006396733132847,-0.03217174631114291,0.11493188831924786,0.01581742642751657
CXCL2,0.01903021730834449,-0.03652980879552888,0.024409366426231646,0.03575377309735902,-0.0247458032734899,-0.000965770780971349,-0.009610197130545013,-0.07451387034594387
NPPB,,-0.016183925438318713,0.05051149638265904,,-0.015433533565714148,,,0.029285532654837323
CCK,-0.004307023358442604,-0.032405818056725516,0.019172413718638103,-0.13443049859286152,-0.02349039749735004,-0.015611526127132767,,0.08501012558526538
SEMA6A,-0.031171138014186504,-0.03188083370158757,-0.05638129405155348,0.044114594564841424,-0.00662560401254799,0.051676121178695855,-0.012684201384255151,-0.03998400669304681
IRAK4,-0.02865558824716,0.0561828085780336,-0.004052441531079516,0.09009216890159519,-0.021012159024179033,0.016091793277793455,0.07979102756909898,-0.01756704609398015
GSTP1,0.08022307531303453,-0.061310152749662054,0.00886216828482718,0.13741416542823628,0.022880487732681,0.024153532797264697,-0.017292234363024815,0.06940571184960762
VCAM1,-0.04125558964788167,-0.025990144968459583,-0.0035971987205492147,0.13061244721003357,0.026598471470305116,0.002883860725393278,0.016423739437848146,-0.01568852734596696
NXPH3,-0.08033961134303066,-0.04048721809702709,-0.011111849287896085,0.027526913850507616,0.02363550617934365,0.03437032719151337,0.04402233106214163,0.04175933506010489
MTMR4,0.036869899272784584,0.0025702367259932833,-0.010411894847048879,0.06538048916258236,-0.04895931903969165,0.0006998521203518574,0.05701273037414442,-0.018729732662324496
LAMC2,,0.04102072863264798,0.001013963200479012,,-0.019429096929636572,,,-0.019919219456838205
IL10,-0.022417728427236664,-0.026839386091166033,-0.030014243985952375,-0.027555283956971,0.010669394602917675,,0.02713117533896473,0.025804543102809
SEMA4D,-0.10249972865539245,-0.030026129142424703,-0.008168976944813514,-0.04161260907203452,0.014010637637087368,0.0007402275841903838,0.019410222248566505,0.0031042751758084026
TRH,-0.01981694960149007,0.019932044219494367,0.017295845003201873,0.061053739211441346,-0.011151516784613243,,-0.02973405880238031,0.01416314482324091
SEMA6D,0.004198322341059508,-0.015514526802983703,0.05101102312134603,0.09861404201949225,-0.008426807930878796,-0.008949203570170174,-0.010697947523076167,0.049472865134123994
CEL,,,,,,,0.02547939923127751,0.04204306516709587
PDCD1LG2,-0.017976859824514534,0.059103264977872105,0.051833881221705846,0.06202395263654537,0.01741650037837395,0.03429199446145916,0.05583560582083248,-0.05569500029498254
SPINT1,-0.03134688371773151,0.0006878889675517395,-0.03485459845674816,0.01061624766794563,0.08248872016984904,-0.02030773213438227,-0.0009806425768139624,0.005323442890351316
CTHRC1,0.04839679107126723,0.013165597362328509,0.005080094615982923,0.08730127147227232,-0.0006290415620000648,0.04326664282812782,-0.06187280736223596,-0.05478483666511086
PODXL,0.0003763073842349211,0.04133691925240211,-0.008517515472117935,0.13312653185541168,0.03459421082414136,0.0013658728496949923,-0.04444998810196249,-0.06503705684926889
JAM3,-0.002354524344322983,-0.020191431547031673,0.03401494074957674,0.10392847933313727,0.004309051931195994,0.009898460227169939,-0.027612319586684832,-0.04530328958316651
TGFB2,-0.056905642045783765,0.005400856607945409,0.030700449596085845,0.1422493253813159,0.008303339991300328,0.02780973247643859,0.03701804211341555,0.04030938754893448
COL18A1,-0.014803492802273669,0.0680692343087058,-0.04638119692873006,0.13252548136372527,0.004564995693676318,0.03187762034313135,0.013430909115215987,-0.0932547705907592
NODAL,0.001156827284967084,-0.0001707801496234323,-0.01977610270586147,0.13965459116790516,,,-0.020384977049284488,-0.018735469292518746
INHBB,0.06030237230513522,-0.047873386896077834,-0.0221327949191408,0.05532151119898934,-0.02174782437808187,-0.00648738619121734,0.052338116415136894,-0.037438645928914834
LCN1,,0.09619492504641687,,-0.025162057713508348,,,,-0.0176932810188215
ARF4,0.014898531974796415,0.06669569510070471,0.030787488253288486,0.13475900761172593,-0.03332742470104977,-0.0530629449150295,0.051579292048026304,0.021973032895355342
CXCL14,-0.05918871859396597,0.014399866032752113,0.09973265535674163,-0.017409460796892137,0.04220063777695905,-0.010656823564378635,0.030858173072197934,-0.04572074830947651
LIF,0.02634110422731908,0.013954308166682588,-0.0007623165655649396,0.05359437459919073,0.041593295354177155,-0.014731969982176909,0.0038398730592437706,-0.07357486111083673
IL17B,,,,0.016515966152827632,,,-0.018162410517253272,-0.01419428445317461
MMP1,,-0.01751275865650732,,,,,0.0479855656490941,0.02820402847154865
MATN1,,0.0035466839239087374,,-0.026380706870611906,0.001697906095432134,,,-0.03129450634534459
ADAM28,0.019117425439971875,0.1251885338379869,-0.03289779182853945,0.03654543522694279,0.014413124692608584,0.04595549785050592,0.05570906543907154,0.047905483936786925
TCN2,0.0064539881133474485,0.08889931086944534,0.016701820527478102,0.09644559421659563,0.002687967292424695,0.012217543085144538,0.06116339588004074,0.054152892070011636
THPO,,-0.021732468734983287,-0.030607973388517305,0.03528427275213825,-0.03208230610967158,-0.015330013753871226,0.10350290956105077,
CUBN,-0.04920656508356264,0.0451710002805594,0.06473103470754918,-0.0074713089328498645,0.02510580326578002,-0.04398684630374048,-0.044120216028757535,0.04824859866648683
TIMP3,0.011234517613782196,-0.03552594993527117,-0.07607176012509628,0.05526119379670967,-0.0007302746865073415,-0.020575265771846655,0.0224109488861686,-0.0456948969955197
PIGF,0.01814316285674848,-0.01154294436328191,-0.0013366130397516728,0.08762083132148825,0.01668937817452554,0.039229047911838774,-0.021973120794252045,0.06044770032686181
CRH,,0.007572906879146159,0.01717233645476941,-0.03869262805390082,-0.02460112294192975,-0.007104006345053749,,0.01899026224217315
BDNF,,0.06208999953930504,0.015240827424334535,-0.10338685936933108,0.001141435421230438,-0.02493818242703233,0.04749423598837963,0.004330580216729806
CCL5,0.004049775368533055,0.0346821049213514,0.009574022163065434,-0.03526416715298585,0.0823083295848054,-0.03830740002502363,-0.04627721022461208,-0.015488327975598652
GAD1,0.10774644273142119,0.00634387748815988,-0.025049009827804263,-0.114504475723375,0.02159272033532599,0.015639557507892022,0.03043660110729803,0.03212726306434454
COL14A1,-0.038416822539417014,0.03302531515008277,-0.019941659902381885,-0.00804347580534284,-0.033946022186113194,-0.020080172673274665,0.04867295272071256,0.013089625979728424
HLA-A,0.024847396434778755,0.01713969529936499,0.04076761363572485,0.16753778223340246,0.025355874904785015,-0.0007272760532285811,0.04681682251252732,-0.06712554140599408
CD5L,-0.037889172848776353,-0.014882714419063985,,,,,,
FGF18,,-0.013466166587567016,0.007371297355992212,,0.048348372864390525,,,-0.027619275946892407
ADM,0.05452715504626283,-0.03671990235429286,0.030686573679520865,0.0731711999559721,0.009452313447531866,0.03191590522199799,0.021418241587435608,-0.011645272229797084
CCL15,,0.10436769710519127,,,,-0.013079266222528951,,
GNAI2,-0.031004240871250054,0.024124860639378163,-0.027229743408791595,0.15202819199169987,0.06686493257374254,-0.04691117146049664,-0.04218628594076501,-0.06041922076522206
HDC,,,,0.11926983779246185,,-0.018662319964449867,,
COL11A1,-0.02495801372736057,0.03665432848927077,0.002288571801630421,-0.0457467389308126,0.03168607849401461,0.024454345286118777,0.09912130148305952,0.018701050092262965
NUCB2,-0.01788316565006885,0.03125689483425566,-0.023452128877591634,0.07922573478634368,-0.04046804173469035,0.009951978971784868,0.006861312784121192,-0.053093188879864965
CXCL1,,0.023563226150800542,0.01030390299364387,0.06892572398787515,0.004433872196422695,-0.013950404037190063,0.0090513002353997,-0.01860841264235876
VCAN,0.013983694480629964,-0.03904476706250956,-0.03839931689418194,0.10878385083636757,0.03314107164269842,-0.03920026205499072,-0.08412272519063935,0.05986787212253926
MMP7,,-0.012350325601890975,0.01953369320201373,-0.018366227030353968,0.0022628874668091156,-0.015858829427974574,0.08940503977261059,-0.072245745116156
PTPN6,-0.04812096596997889,0.050604799892367776,0.007504177737144827,0.0948663139654542,0.029012859833280464,0.05798305967178061,0.006074001923840621,-0.016062910496462926
PTGS2,0.0061805818824684335,0.050003431099551375,0.0015019905980525558,-0.09086644782838718,-0.0413252658493108,-0.0007280756683930579,0.03774444329528313,-0.07043810491972195
XCL1,0.08018935640603934,-0.016308793078915845,-0.014710419820757718,,-0.025349001274798003,,,
CD58,-0.0182637721623021,-0.038044280286726524,0.062274032199099216,0.12937722095204002,0.0006695155962536381,-0.00979151633831483,0.08460172062740154,0.04256371177113381
TNFSF14,-0.0013329637212000527,0.024428240384341843,-0.03764301717027551,0.012216441484700979,0.024513031627261282,0.029157462142052493,0.024263869485815902,-0.03011074292976283
CNTN4,,0.07102276039124097,0.040498306948941055,-0.06521467885486015,-0.04275486233387583,0.07106339452813112,,0.039039617902996294
NTF4,,,-0.018608036869561303,,,,,
INSL3,,-0.01460966866374998,-0.013520159073414669,,0.07415700045402822,,,-0.017477897932227433
BTLA,,,-0.02146060128612683,,,-0.017400706971571853,,
MFNG,0.027783819619192112,0.05388926972645421,0.006197748745683916,0.06778326190991334,0.021450913222852648,0.029995074974995255,0.05290476436717831,-0.02495871374131088
ICAM1,-0.06980090854594091,-0.059487094538497286,-0.024430382275504512,0.09081210988097735,-0.03904067922678631,-0.052164525304274414,0.021825912379597034,-0.01348160580113205
PROS1,-0.06359568391753191,0.006024795433448709,0.032730539624221434,0.12800982405878947,-0.024502172314409758,-0.003920196033163599,0.004141653157842199,0.02103705478538303
CLCF1,0.011826771181933487,0.07108871628862036,0.007811645275388377,-0.003330414812340815,-0.01920920569607326,0.10682079846467052,0.019077137760081467,-0.03848944752438078
PSAP,-0.11225870672565152,0.03862961441314553,0.05701595507992175,-0.06813994555050662,0.043317548412582514,-0.01499973269798613,0.07976722673642014,-0.05870748993225895
EFEMP1,-0.09220822678843398,0.045515303383597994,-0.009709102785189345,0.10778435028822209,0.00013491807089544998,0.0033793755986709396,-0.01541279415809697,-0.0203396226144065
C1QTNF1,0.03446501890745188,-0.03240461922653514,0.0035382835821148864,0.06700685473983237,0.011101220815348126,-0.02045955959667848,0.010909938900011195,-0.09015824611711809
ALB,-0.012968313706617189,0.0671472349337789,-0.012095306385597061,0.018131997076105213,-0.019429096432302194,0.05899739414689191,-0.02470126232065159,-0.007239337540605809
EFNA3,-0.0077477070100567145,0.002945929166123022,-0.0055622146546051325,-0.09075054167162143,-0.016936898603015508,-0.0044298444169699625,0.1080007406209043,0.023931668692372347
DRAXIN,0.0226694808473562,-0.010959728281951664,-0.014513269222943404,0.12139512420367762,-0.02030353979516284,-0.012426560768789844,-0.031604473778854426,-0.047126131753925764
RAET1L,,-0.011381073776512138,,,,0.06112940400322313,,-0.017693269423386004
NPTX2,0.008329436000374496,0.000879351651282655,0.05757698928810432,-0.14372660586661667,-0.0450460954746945,-0.010881990596541968,0.0681688349275907,-0.03193829740339713
FGF11,0.04165496467144581,-0.029611168090016148,0.002839281082320735,0.11951319640548025,-0.018922780265809826,-0.028166002647852795,0.03454946809496887,-0.03153006745674555
CD59,-0.05075471904504374,0.014128047487219787,-0.031196371803348423,-0.05270031152996111,0.019584040593645345,0.0530656257332013,-0.01672363825431491,-0.0331125247851173
COL9A2,-0.00855493828269645,-0.061256027390026474,-0.03552948782748575,0.07522266180468966,0.0030545062230897886,-0.030325207644687983,0.020580545762591388,0.034003273639447766
DLL3,-0.07983570921905551,-0.05290868736718047,-0.06383975110772942,0.03628959635400721,-0.06029202978838863,-0.006685323006695118,0.0032289884865544546,0.04327105103685526
FGF5,,,,-0.02453146861604987,,,,
LIN7C,-0.04932797613782088,-0.029948296080762198,-0.04455078012959374,0.01782625607092914,0.029853803156558948,0.012956194207125843,0.02791530221235933,-0.03847911467493311
GDF7,-0.020045441900526095,-0.026839391493393927,0.01180055176268042,0.0735859463110766,0.024403648326828127,-0.01362587334056146,,-0.01516753224658765
PSPN,0.013899410599134647,0.0016672591150722806,-0.033489039962688545,0.04833505967246601,-0.00734039854244483,-0.0008469317727701442,0.16009941597844893,-0.0379452147117665
ANGPT1,0.04194176902667982,0.046214274212608625,0.043810096635365205,0.11199005149613121,-0.013767064529916096,0.02248909745018282,-0.001176654676997708,0.02816549022418496
PNOC,0.022622155011173758,-0.06522691221899418,0.032128401445444314,-0.10924721396321532,-0.027263795688654596,-0.034523168191014475,,-0.016129220508336154
L1CAM,0.032855425318854645,-0.010780030157066666,0.05398859775094595,-0.03577275880803139,0.0033933799388167953,-0.01338801684263687,0.04715557113455898,-0.04864607989852664
APOA1,-0.007865781791193066,-0.022962031042385464,0.006773392433007689,0.11067374666600045,-0.023174122350855926,-0.022052167778164756,-0.01810309836313081,0.08224607264325465
PSEN1,-0.019399048849429872,0.07097429070110503,0.021932508438612393,-0.012174717948576174,0.05248947371537295,-0.021022736669428346,0.031572887460007436,0.02030359362391548
CALM2,-0.022245858758263164,-0.020187056741553536,-0.03545250218381611,-0.18226009411230595,-0.028090948274471023,-0.007068868000700899,0.024342255807641305,0.04908997391714704
CLEC2B,-0.08474683743711517,0.07474303829925054,0.056034292945399425,0.10611768593042654,0.04480509820268131,0.00776030638878476,0.0340156542408796,-0.02011463181837862
NTNG1,0.0379565903786409,0.045276545097416514,-0.017823618305635766,0.10141925038996155,0.007815962470420188,-0.026253007659892007,-0.0539914433627893,0.021064826018919253
