,ZH8812bulk,ZH916T1
LAMA1,-0.03200988992879597,-0.058425818992550956
UCN,-0.028775794225117633,-0.0168105589410878
ARTN,-0.01856102555279017,-0.04403653008073795
PDGFD,0.007048173086530206,0.02600752604414106
EDN1,0.027201205854341447,0.0024234119006188402
ARPC5,-0.02080094182796514,0.046190966689388345
GSTO1,-0.005132464136607341,0.017968274097044205
PROK2,,-0.015800330885284694
SYK,-0.038805070872880196,0.023466431716658562
CD40LG,,-0.018740514907808002
ST6GAL1,-0.06761073237166268,-0.02180460460494059
WNT3,-0.03530492084483995,0.0022608042953471707
HSP90B1,-0.04365515344771966,0.04685943958964961
ZP3,0.04630697413696868,-0.026642304706882922
ANGPT4,-0.018561024722517694,
NRG2,-0.00726564047777905,-0.008558475893557719
MELTF,-0.019747587218853748,-0.0357406408465851
NLGN1,0.038496301366121345,0.047227548755939576
SLIT3,0.0072257515778606325,-0.002769987442017632
CCL8,,0.04497057696094176
S100A4,0.003363350382523176,0.09062559427006647
TNFSF13B,0.04281860108007622,0.008514979137762854
HSPG2,0.026618205238410957,0.00033765001273414755
FAM3C,0.07488896808337905,-0.015815009354843267
FLT3LG,0.008310033184177761,0.00447313544662881
A2M,0.026395674064943957,0.013158454705150183
VCL,0.012861286110643516,0.0017404447937756392
FGF2,0.047584344352080886,-0.03351751784415426
CNTN3,-0.02103295981445037,
RNASE2,-0.004864320374448306,0.03746811828376179
ADM2,,0.07467870767100611
GAL,,-0.017571928493819305
CXCL6,,0.021319807719466757
PDGFC,-0.04277000299544379,0.02872362176040581
COL8A2,0.0017462394527755333,-0.07012028011867426
SPON2,-0.046807509322817194,0.017214721180378516
SEMA3D,-0.029781714929861515,
BMP6,-0.017671084046674963,-0.03671202213966402
TIMP2,-0.04247975777911106,0.01077122812213438
EFNA1,-0.06897705320092509,0.046503358731103554
S100A12,-0.014357564098614517,-0.019410012695696133
TFPI,-0.022930929217554557,0.04114486975603207
GPC3,-0.030861187698077414,0.05670164253545723
NMU,,0.05962612517122394
SCGB3A2,,-0.028018710955848108
LAMB3,-0.04409288115955572,-0.04339174840159582
LGALS9,0.02751466972810854,-0.0066625080788961346
VIM,-0.04421591315762412,-0.012670578001431447
PLAU,0.03893307333621981,0.0036334429414424047
TGFB3,0.027708706649842058,0.012758343633004038
APLN,-0.024282495090849763,0.048907494788791375
SHANK2,-0.013987146378223372,-0.027701239980621652
LTF,-0.04261636015766119,0.01313939391716668
PYY,,-0.029411000792306047
PENK,-0.01641851518300407,-0.021098888456709992
CTF1,-0.034445299004491774,-0.0036152249640668947
COL3A1,-0.030522999646107184,-0.013968852876019741
S100A10,-0.0213255358104783,0.01964207122315829
FGF13,-0.013018520495564437,-0.029106500763511355
SEMA4A,0.01456684229618255,0.03202558170128175
EFNA4,0.02343555524485983,-0.021235324430884973
HSPA8,-0.007774507631755923,-0.0019794825854800545
NPB,-0.037589848040647605,0.015328557811619679
ULBP1,,-0.025827811119441765
SEMA3E,-0.03086806266643892,-0.01718389923287649
ADAM9,-0.06515969822289884,-0.03797581922664155
ASIP,-0.022141934237049427,0.02505774705848833
IBSP,0.12836420114799196,0.08414101555271908
FAT4,-0.025663238627434585,0.05359501937551001
MDK,0.031886173401537404,-0.06920354727206768
BMP5,,-3.044779714086206e-06
CAMP,,-0.023049977884773035
HSPA1A,-0.03481174241586161,0.007652505575699146
SEMA3F,-0.028734535734139033,0.0026314689657963605
ARF6,-0.02724218896610405,0.012097656104717393
IL6,,-0.0313209011424412
CALM1,-0.08500821647623524,-0.016604257821141152
VIP,,-0.02433127213140917
NMB,-0.06087341587572015,0.029166672652048434
CCL26,-0.015758879799480156,0.010989476293820372
FBLN1,0.012893155847794869,-0.04013758911041499
SAA1,-0.004556813858825939,-0.04043493443532159
MICB,-0.025698990306103373,0.019908826985467244
MMP13,,0.05897853030477982
F13A1,0.02355955148419071,-0.02730971546073413
CXCL11,,0.01651137453958375
COL5A2,-0.036711232915266685,0.04437717669036589
EFNA5,-0.038758213742311004,0.01019505605918247
AREG,-0.0179720377888703,-0.00692363476380511
EDIL3,-0.011429190648546708,-0.02276001296545577
CD86,-0.06926189245141423,-0.026993875370852596
HRAS,-0.014006400806706188,0.02446745693645848
C1QTNF5,0.020060280910195055,-0.0024146726992989344
RLN1,0.026407935549786002,-0.01658155342400194
COL4A1,0.00647078083166471,0.008247500035173874
CCL3,0.007422076738947843,-0.05009938037657346
BGN,-0.034271261994090745,0.0006392667463785294
RETN,,-0.013757436133790109
S100A9,0.009516336624616097,0.0732349245270204
HCRT,-0.03190482172743804,-0.03072439261787693
FADD,-0.014087745699566742,-0.0011321322562825534
ACTR2,0.042379657931536814,0.014349434705089387
BMP2,0.031211767557838842,0.10236847174991912
CD55,0.02764957768801821,0.0232461392526205
OSTN,-0.013018518776663605,
CD6,0.042270583172391366,0.03451259709685913
IL16,0.021753195151407438,-0.04306379853279224
LAMA5,-0.004594761134538462,0.010099507715011518
RGMB,-0.07312416147844948,0.052614129856233365
INSL5,,-0.028953240777884096
IL12A,-0.02815987501858766,0.04374403751705535
S100A8,-0.016329782985107878,0.03941683347791987
TAC3,,-0.022511520336188695
MFAP5,-0.017972040707062834,-0.027948153210585407
CXCL16,0.01366673610231027,-0.035362536844266435
AGRN,-0.004456594724137722,0.018052878739715384
COL4A6,0.014522084496554155,-0.006807180979516563
FST,-0.03643948686796866,-0.027758230469714183
MEGF10,0.0024054653830634766,-0.007099081082096804
C1QB,-0.05968160627305265,-0.008017158598906842
HLA-B,-0.06127718522477472,0.0024760038047344623
PDGFA,0.07058547943122778,0.05922516353407539
LAMA3,0.12319530360552107,0.021574214826410348
DKK1,-0.013217542548724976,-0.06240785007574819
INHBA,0.061869545040337016,0.08859314776035618
LEP,,0.033725666575483926
IL7,0.12892433776417384,0.024349299483348925
FABP5,-0.0023885726489665943,-0.03091745982256434
CCL4,0.025873216127356522,-0.024475877362688764
FBN1,-0.029202257657535265,0.02136239693476244
TCTN1,0.08982909472943552,0.006524300005444448
NCR3LG1,-0.013798491030248761,
BMP7,-0.043878721584519755,-0.00987147462960918
NLGN2,-0.05550326276971155,-0.028182890025371696
CCL25,,-0.026064014929413893
NPNT,0.0011106887656079961,0.012530473272384346
KITLG,0.021455322556963925,-0.02965890554992779
MADCAM1,-0.018268622965793853,-0.03525673027700879
F12,-0.02795235852961778,0.06995075392167238
S100B,-0.03825386512208584,-0.07255180984700746
IL27,,0.025375697087681566
CD99,-0.04619542620434969,-0.024843675560291115
PDGFB,-0.03536711628526514,-0.027126551310755392
CLEC2D,0.032184489183951615,0.061797619511975245
F8,-0.015001627587715435,-0.05431844445189078
C3,-0.04314031502886981,-0.06906421969542482
DLK2,0.1187410972399624,0.003774754624534255
TSLP,-0.0044870168382676245,-0.04755287145767642
OSM,0.017854209440972796,0.005238983113554934
PRND,,-0.002828932973088982
SLPI,-0.04521789623060794,0.017020889135217245
AFDN,-0.060067377326266845,0.025284454544963236
ULBP2,-0.0206386408908963,-0.006126843517440911
ICAM4,,-0.020058734194523878
ANGPTL1,-0.030471750554854755,-0.015342629812154576
LTBP1,0.009363471646902979,0.041399592216005573
NTN4,0.025201017413234765,0.060113075649549784
APP,-0.0401830618446128,-0.02678141896175959
RIMS2,-0.019415082767412453,-0.02068860929973044
WNT7A,0.009452657903824577,-0.004241885012490292
GAST,-0.01592611267640798,-0.023049972622995657
GPI,-0.05875734096193319,0.07517716304366377
IL1B,-0.04221029832060217,-0.04025921647752821
HAS2,0.04791998906301736,0.08437099377724687
IL11,-0.0167395156458164,0.020876267617706265
SEMA4B,0.010099419138906152,-0.029362001195914245
FGF12,0.015199255572566975,-0.04701704855309313
CP,-0.039417218414280315,0.049704239869616154
NLGN3,-0.017641961007715225,-0.03867380377012748
GZMB,,-0.012566802072132306
PROC,-0.0422103023745743,-0.006526926405438807
TNFSF11,,0.06435942944026288
AGT,-0.059936211907954236,0.01633027626362473
PTHLH,-0.03153472105269914,0.037074978818782606
COL1A1,-0.028390271379808013,0.014693705164028676
LAMB2,-0.04325581446788705,0.03487809534027888
DSC2,-0.03591815153439442,0.04943948254486921
WNT5B,-0.031915232144726254,-0.01834635140789196
LEFTY1,0.06694501164331546,-0.02303506951566578
FGL1,-0.02154924689752358,
CXCL5,0.05163996125299639,-0.003488984343264742
S100A1,-0.004586394259029939,-0.04581710717941121
C4BPA,,-0.016834306202696717
NPTX1,-0.013217539253511245,
TGS1,0.06283226104332786,0.03659572281513408
SST,-0.009150823647713167,
IL34,-0.018587310808038715,-0.05961922146938265
DHH,-0.02328076897250814,-0.024862301413468364
XCL2,,-0.01757192414345502
TF,-0.054076663624730924,0.07166488648644843
IL33,-0.04936164610147502,0.052193124223780765
RBP4,-0.017518888868305646,-0.031040635467496944
CCL19,,-0.03218254786343473
CCL20,-0.014719360187996675,0.06258803102601493
NAMPT,0.0073509954092556415,0.0009811462663828715
