,UKF304,ZH881inf,ZH916inf
PON2,-0.059871059390035175,-0.051935313530965026,0.004718378887940405
ICAM5,0.11324098627108499,-0.032276635117038495,0.025152857963522263
SFRP2,0.031130916183917175,0.049788719299691094,-0.07346977339543707
CFC1,0.0017392834464973693,,
HP,-0.050972399582032674,,
CXCL2,-0.038814251764618404,0.06640407294792794,-0.04753986954236462
CCK,0.14132896902191613,-0.03471696617256035,0.1668214826107207
SEMA6A,-0.007754847423632708,-0.04645076603790949,-0.05229281650390553
IRAK4,-0.07467076358153082,-0.053119914833374485,0.011433984149361002
GSTP1,-0.0949861588919483,0.013085334833825178,-0.07610094893666047
VCAM1,-0.01963122620843122,-0.04737555709994797,0.03729944798620955
NXPH3,0.026716359497788406,-0.010243597867935347,0.03768130359929693
MTMR4,0.03931323625617076,0.020087412129795344,-0.05693812306794073
IL10,0.02622594328971144,,
SEMA4D,-0.04536283993258762,-0.04800255429798596,-0.04702571714135434
TRH,0.07943214346913569,-0.04072957905531851,
SEMA6D,0.029749513167358653,-0.022679557722851292,-0.02166204491399396
PDCD1LG2,-0.0055619820516778955,,
SPINT1,-0.034163678938640474,,
CTHRC1,-0.023239729192407053,,0.005868268374796124
PODXL,0.10701291966497414,0.1192690722641162,-0.024998603301549415
JAM3,-0.09318644796887213,-0.08484433702502035,-0.013772859126236577
TGFB2,0.025898790465796608,-0.04191503004202927,0.029097306879233134
COL18A1,-0.06071752107512342,-0.0032380242469940597,0.0801495355481222
INHBB,0.13670649780845115,-0.07449339634271206,-0.05426315149569073
ARF4,-0.07923861705974664,-0.04043867808046303,0.05209562674215203
CXCL14,-0.04163996479798607,0.0564710244759046,0.06675175147236728
LIF,-0.030733864587109274,-0.024316796697417622,
ADAM28,-0.05632261988145481,-0.008666838410252972,0.006073339905465867
TCN2,0.03174495612878375,0.05154997984930799,-0.01764971093078034
THPO,-0.030508682514854737,,
CUBN,-0.000653113360203441,-0.050818107451934186,
TIMP3,0.0690585648450584,-0.05246029694275849,0.06841292835666417
PIGF,0.011885574495149476,0.062051176284723675,-0.03772120224247598
CRH,0.0766898293696107,-0.047466372219149004,0.08496782653944197
BDNF,0.0050715675093190235,-0.043902234821059066,-0.055515874315021245
CCL5,-0.007212530938368405,-0.002988202539229331,
GAD1,0.09482302007830459,-0.08807232360191455,0.06764682528524593
COL14A1,-0.04386088982028841,,
HLA-A,-0.11751666190590146,-0.13519651385784967,0.11758112557112305
CD5L,0.03879659687944208,,
ADM,0.0015479854022406756,-0.08749252038455606,0.005149727244021958
GNAI2,-0.11953514119946548,-0.09408784306742682,0.04333506870641689
COL11A1,-0.03864755039199278,,0.016287563977837566
NUCB2,0.0014518434118517601,-0.05749371278262871,0.0387484163586515
CXCL1,-0.031144042648819547,0.006013299448353197,-0.013387538217718627
VCAN,0.02177093172762878,-0.1236912959000008,-0.003606110427409366
MMP7,-0.01873691655116339,,
PTPN6,-0.000595006488153137,-0.08215081190628963,-0.03435878486961198
PTGS2,0.06560101370269841,-0.07922465320981864,-0.11122269061934496
XCL1,0.0859096232779622,,
CD58,0.03653448422707166,0.10567657886558482,-0.04505624509685531
TNFSF14,-0.053369495327632306,-0.04916594962420686,0.08556223261740706
CNTN4,0.0537949986112738,-0.019471349405849762,-0.0031088971093118844
MFNG,-0.05335807720693,-0.08464141501763991,-0.01066312768032005
ICAM1,0.018096616820301534,0.12070580092017522,-0.03659744552508082
PROS1,-0.01183701959078345,0.04597116876368482,0.0073249846781552694
CLCF1,-0.01693538910370317,-0.07458304841730788,
PSAP,-0.08224210396132368,-0.08302707405161723,-0.10785510851201012
EFEMP1,-0.10208859906693032,-0.03480300278064871,-0.05931852907580912
C1QTNF1,0.047288665763556205,0.0770658302301034,0.11867175227195827
ALB,-0.06701614745535421,-0.050272356406253715,-0.07386566469740566
EFNA3,0.06666079140136735,0.011501449732849275,0.11671810751523899
DRAXIN,-0.0256504808060138,-0.004662019121226912,0.04796156520835502
NPTX2,0.0062898944007927175,0.03145127333435136,-0.024347784692438108
FGF11,-0.02706401037188714,-0.08135421105647529,-0.07679620088683906
CD59,-0.003909714918730417,0.0344900117453714,0.0716036110501646
COL9A2,-0.07263213981692668,-0.09644437314312294,-0.054237736304105784
DLL3,0.020506406194445003,0.036596889436919015,-0.03458563212226485
FGF5,-0.0180202751924577,,
LIN7C,0.07553861407776379,0.04750147093752078,0.019634733668478663
GDF7,0.03397800645498687,,
PSPN,-0.05066766919130674,-0.06724911539875715,-0.05567539179517836
ANGPT1,-0.015416586848626505,0.0013812165725947726,0.05922615805382598
PNOC,0.008267844237102067,-0.04390225855862591,0.15527017202387594
L1CAM,0.09821262680592747,-0.019281326144603983,-0.042081675659774054
APOA1,0.03986833018054862,,0.05621913139435941
PSEN1,-0.019215631083243246,-0.07603468483485916,-0.06926919097112608
CALM2,0.1299610878856342,-0.1360639718679716,0.0571345281550236
CLEC2B,0.006820126477151795,0.021186991099806575,-0.050752551530431456
NTNG1,0.010357226079918987,0.08794363479232344,0.05644199793801182
LRIG1,-0.0038334604055250934,-0.02272451241098294,0.011693110974473012
CPAMD8,-0.04065139660706294,-0.04860481961547917,-0.02261865591171623
GHRL,0.03342098977937024,,
NPY,-0.015469093423735052,0.03775786313374676,-0.011367945517697091
MMP2,0.046490451725890045,-0.042435770092376264,0.17130690937349946
ALKAL2,-0.07087329089729669,,0.012418082924759174
CSF1,-0.040946035709158446,0.029644549470423484,-0.083147569213056
SEMA4C,-0.001244052023301233,-0.06727846831840109,0.03155490802955362
ICAM2,0.018388410997323728,0.059686492436367686,-0.010623479646943759
SYTL3,-0.006999554364174278,-0.04273759030896329,
IL1A,0.005347821838065008,-0.05374821416975199,-0.0729061504564141
PGF,-0.01494972066693252,-0.05801698780189715,-0.00952014737256196
LGALS8,0.01157780064089967,-0.03421509785667912,0.03999804692418666
DKK3,0.13646676462742202,0.0458872741891968,0.0021086499703860785
COL16A1,-0.002157973737226273,0.005878544754110181,0.007125705030038644
TPH1,,,-0.03623283651746262
TNC,-0.12793503539843573,0.015014967333005304,0.007544736908401758
TNFSF9,0.007558695265482387,-0.05974114353420204,-0.015584531215072858
C4A,-0.021686093650991414,0.04099220316537814,
CNTN2,-0.0891775990131637,-0.02593608912632647,-0.028983975959136894
LUM,0.01268963377003426,-0.04265801021430569,
BTC,0.014608451924367775,,
APOC1,-0.13620555855875882,-0.07415098512611226,-0.008429108803377014
PKM,0.0422539063234197,-0.08601090439569035,0.10534049231357648
TNF,-0.03244591459483341,,-0.08559054280982316
GNAS,0.13954568360329922,-0.04045444554157698,0.03914994203900753
BMP8B,-0.059973497261523394,-0.00917541187711552,0.04175143620339792
CCL28,0.05304285146781368,,
PTPN11,-0.015664333045736868,-0.042595695339655876,0.020405869084493912
ADAM12,-0.033437149854787455,-0.03097086342280688,
EDN3,-0.03227228021598094,,0.023958912461725695
CCL22,,0.06512168731828863,
CCL2,-0.027213023189284032,0.1115652783604865,-0.0836086709643829
DSCAM,0.08010014821861841,-0.028902614818522597,0.04557104254688061
ANG,-0.05867500325350495,0.1267671843473683,
FBLN2,0.033659530587868636,0.07054912203236884,0.09187585905695002
VEGFA,-0.011290785995636163,-0.06835554540190746,-0.08439084477083328
F10,-0.02959328475071035,-0.041381044507281514,
SERPINA1,-0.06395372975282035,-0.036725103315065954,0.002739977900961222
VWF,0.016938971215226677,0.08163694324509456,0.04703414041495593
GDNF,,,-0.051270324357648396
VASP,-0.08114552954201634,-0.03825404365462341,0.034721544048555715
ADAM15,-0.031686626681163906,-0.01941231725646049,0.0897534519841421
WNT2,-0.030508703453549852,,
CALCB,-0.020424649725663446,,
OLFM2,0.074570146587855,-0.044415531795730795,0.0059131440851677725
MFAP2,-0.0004795121744961176,,
HLA-C,-0.06376054489521343,0.01769563904916076,0.026408927681579836
THBS1,-0.04056433637076272,-0.02293888008312301,-0.036976187540154255
HSPA4,0.012490389527426673,0.01674920238208009,-0.009725075010506054
LMAN1,-0.03794916543021795,-0.04899829899434791,-0.028291723589784667
LYPD3,-0.024577493074209096,,
APOE,-0.10973332986717887,-0.09966432571245519,-0.08001857729974333
SOSTDC1,0.0762060700613297,,0.08659909474208137
ANXA1,-0.10965709553002123,0.03477565892304078,0.043653419639624116
WNT2B,0.029195327470986066,-0.04072957543529725,-0.06278114999652287
GDF10,0.056881443363569144,-0.048605028051103484,0.07645534656260956
EFNB3,0.10971963395536653,-0.027974940065414865,-0.06389579327048318
LTB,-0.04461694183616927,,-0.04535434222849665
ANGPT2,-0.06767933504052936,-0.018672570983342487,0.02075406382384659
NRTN,,,-0.004500923129632237
ADAM17,-0.003551061570106995,-0.015435328589697345,-0.035606069491688284
LRPAP1,0.11029071556376618,-0.07788732111039934,0.008560996367313809
NID1,-0.014337286896228625,-0.0959922130016755,0.028396651838353642
MST1,0.00983585777836087,0.04700825277372433,0.0860424083488676
DCN,0.006334819619152904,-0.07687097415535872,0.0403080636326493
IGFL2,,,-0.04465694533102792
COL7A1,-0.04738992865175865,-0.02225257959006419,-0.023559838141448134
CALR,-0.08330419330452939,0.06336319219242602,0.09767823980902364
PIGA,-0.01643813003269829,0.032598072569766635,0.0080241469931956
CD200,0.11915437300566342,0.039304456248813825,0.06216583098492155
GRP,0.07293988543170142,,
CDH1,-0.03751956276010587,0.12474963481938672,0.017071457850886883
LPL,-0.04274696801976007,-0.036625544709317795,-0.016565992478486304
SEMA5A,0.007894685809179734,-0.03050389261096272,0.043366494140188235
SEMA7A,0.0072135254619667835,0.035588405171774286,0.0035134443335584943
SEMA4G,0.07959343126290691,-0.02924099718252437,0.11317060936266285
SEMA3B,-0.09054956392228085,-0.06622616431126196,-0.10658985716546909
RPH3A,0.13055746992784675,0.005971018890009199,0.01855477088061345
JAG2,0.03049705296845413,-0.06503189753691459,-0.014828952466172985
CGN,-0.015420808926149544,-0.05399717049995135,0.11016520386870828
GDF15,-0.03561406972100514,-0.02348713373339192,
SEMA4F,0.07345263412822353,-0.028842316548967167,-0.026836537129406816
NXPH1,0.07938951969642906,-0.0198683739147267,0.04034402005235584
ARF1,0.05336794773461198,0.0979442078055427,0.11494130435771778
EBI3,-0.02339179820468184,-0.0190527344277946,0.0330759807942356
TIMP1,-0.07472918154379145,0.01060750071943708,-0.06148639813267258
SEMA3C,-0.026142600022747344,-0.1355928552500313,0.06641560070229137
GAS6,0.027750854083384728,-0.07261253376235349,0.0007845261045289422
MEPE,0.08105300480430011,,-0.04101678324339204
SERPINE1,-0.008109281423535867,-0.00992076664658549,-0.03282826901567426
RSPO2,0.05190456729292812,-0.07963925974801957,-0.0003424459358172239
SHBG,0.03282541359457025,,
LGALS3BP,-0.10849889987066745,-0.15102301096190812,-0.08986118545369357
LAMB1,0.01121187580296812,-0.08652008662373584,0.03789573776180632
SPTBN2,0.08034987832845862,0.09964756678829541,0.09892747995977519
COL1A2,-0.01598408561096296,-0.029420859496654465,-0.061599912732196865
LGALS1,-0.17043159539071864,-0.10465924183956449,0.016725577359845683
BCAN,0.08914674986220289,-0.10309253949311013,0.022404640269200533
ANOS1,-0.03375115396055416,-0.02514894814743197,0.022581765240034805
EDA,-0.025386071808836886,0.02853410403583843,-0.05372589862222849
FGF22,0.021087914458271913,-0.04138102665771963,-0.046659006876224506
SHANK1,0.062062692623891656,,
TGFB1,-0.005648858027494154,0.03668442046481259,-0.07827060019662689
MSTN,,,-0.0467230911274084
WNT4,0.035625312822656366,,-0.041766882500724974
TNFSF4,-0.01904746196208311,,-0.04871489414409668
NTN1,0.0476673332698551,-0.0027152490745352147,-0.047505230434641985
CXCL12,-0.00957433579436836,0.008168819161475124,-0.044208314300485184
GNRH1,-0.023744018343493333,,
RIMS1,0.13766609920069395,-0.009734607908440203,0.04620077962945299
FGF14,0.14573791739924863,0.022823115994170667,0.09988897934648452
IGF1,-0.02193217728304806,0.08853149326485958,0.010112894868187262
TNFSF10,0.07209027089882294,-0.04511710050358451,0.022846978972810135
GDF5,0.00586770878288537,,
CHAD,,-0.011770084126103043,0.1379743569940552
RGMA,-0.02790372514621276,-0.15078621555778474,0.10569850435299635
WNT16,0.09048087079493679,,
CX3CL1,0.08172213989740433,0.016652497686097365,0.1707277281011087
FGF1,-0.1315297781109183,-0.019786196936580173,-0.14712478465144863
ALOX5AP,-0.1130350933561665,0.05665353345045186,0.008822837415432463
IL1RN,-0.028596567888633736,-0.05135898343104764,
FGF23,,,0.15179009435176244
NPW,,,0.09459214778538563
CXCL9,-0.02137725036263529,,
ANGPTL4,-0.00718512277905588,0.06211833737549276,0.0005828495459541243
NRG3,0.0872873805945503,0.021891346616103043,0.018139431201433364
COLQ,0.050913097245191496,,0.06407230873799659
TNFSF12,-0.010603020514724093,-0.0024514732892854762,-0.0244825018256946
DKK2,0.017926621368868974,-0.0518952216391629,
FYN,0.0010735340840757664,0.02820341001456165,0.009273072991047782
ACE,0.010460773186355443,,-0.04805878485832825
IL18,-0.02693261715153409,-0.04828824814429936,0.02445012111879725
CCL27,0.20335673450232247,,
SERPING1,-0.09070434832825071,0.027503425393253157,0.020540745870358226
AZGP1,-0.05159139214359736,-0.030797913213995273,0.03497021199342676
INHA,0.02413917369453919,,0.075984554779743
SEMA3G,0.14032667943263827,,
COL6A1,0.004638920452336546,-0.07033027218637607,0.06778066596735897
FGF17,-0.007849582028422033,,0.27381941930289183
FGF20,0.09334536497838633,,
ICAM3,-0.06237864218063222,0.05602278277508187,0.029341958017561703
LAMA4,0.004974834333575294,-0.06613165226363107,-0.021593464163302243
DLL4,0.045808914960594665,-0.001195908115257328,-0.05189294265998614
SEMA3A,0.02813982133441638,0.001153995160714644,0.05454836237758117
RLN2,-0.027684034642622497,,
C5,0.03300831690747308,-0.03029632625398604,0.07260079706360162
C1QA,-0.1315206749004692,0.04257049082884936,-0.06815886349621629
COL9A3,-0.06476349635857719,0.04743993869842195,0.010859844958202372
HGF,-0.016240802800105147,0.042065755463971094,-0.012519077702477226
P4HB,-0.11070485520990965,0.09116078573602909,0.030502924982167
ADCYAP1,0.024688624919153215,,0.1040768399842613
GREM1,-0.10799541218405685,0.02179775953389711,-0.03888019352722131
EGF,-0.030733866978720072,,-0.021121693239965596
VEGFB,-0.06122316527396499,0.03756251963349349,-0.00768094132713972
FARP2,-0.01890462367561244,0.0447932294024086,0.03868746871157305
BMP3,-0.0005944264787558401,,
LAMA2,0.013851675068771217,-0.02905013533449418,0.09807918943117695
NRG1,0.15530999138478846,,
EFEMP2,-0.029421076477912207,-0.01569401151736849,0.0437395237477895
SELPLG,0.02907182185985293,-0.017025874317579397,-0.013876879690371026
HLA-E,-0.09925435310603581,-0.02299539719713971,-0.06020849234860032
PTN,-0.0725427355565342,-0.0905524609114826,0.11163967615821957
CD274,-0.03920194534797189,-0.02682619496171042,
CD14,-0.12695036519691585,-0.006761578501515119,-0.020543049984414728
SFTPD,,0.05168726256151572,-0.046043141804251904
SLIT1,0.08393529421654632,-0.017847749176955974,-0.07778821192889267
CNTF,-0.008969105608950399,,0.14301474694382413
BST1,-0.050629212411006305,-0.0529547003617404,-0.04739493281634596
AGTRAP,-0.004017140859700893,0.00975113930337343,-0.04543387621871539
LAMC1,0.03332222211166209,-0.10940011362971636,0.012446046978027626
COL6A3,-0.027839313827135906,-0.017063595253463296,0.038738785052524684
FN1,-0.01077342574831565,0.06585872973019266,0.06342030323801057
MIF,0.03531597575246939,-0.09436340261013482,-0.0190675326074256
JAG1,0.01865260297070535,0.1584537812700672,-0.0276612937662319
NID2,-0.047708662824008076,0.01964201725413485,-0.0346328940090608
EFNB1,0.0062810855781665785,-0.013275300422759973,0.058931320884950025
COL4A2,-0.076254885466835,0.0639671734181532,0.03532071812094368
SPP1,-0.12176815625768174,-0.0008886029921938071,-0.09306116639255799
PODXL2,0.07882043776836974,0.029166732186435087,0.007749452164088706
FGF9,-0.021351366519130416,,0.09222025202622004
ITIH2,0.036384509902701694,-0.03732199019797797,
ADAM10,0.0007700204784281974,-0.002041553299531039,-0.03295552959179164
CFH,0.060298550147865386,0.017943704695007355,-0.0015051791761954625
COL4A5,-0.09547835198464337,-0.018262462401157517,0.04050567144806075
LTBP3,0.08716516485394389,0.004588676594067018,0.0038562699309304563
GNB3,0.0636287945709832,,
COL6A2,0.0022337059325754334,-0.02099045528600111,0.026643143021018553
GDF9,,,0.17408626550644551
NCAM1,0.00937330874813609,0.031029445493767276,-0.04567656513525166
APOC2,-0.05849858615590588,-0.008021756669036956,-0.01322239695272934
BST2,0.02497999491038644,-0.03177343178384974,0.06846856633554749
COL5A1,-0.06102118727320591,0.04408450095960971,-0.03788724148564914
CALM3,0.14655183155717752,0.05868548124446862,0.08058982659475025
THBS2,-0.04512810220492815,-0.02280169307782648,-0.060900000221703436
SERPINE2,0.041436470197345456,-0.013319623327911404,0.05452580061440538
EFNB2,-0.045734440328713676,-0.04242696950413586,0.12551089019843825
MMP9,0.03594077641995166,,
NPPA,0.002705780891505231,0.09355190662102386,
C4B,,-0.0029004318286930363,
NTNG2,0.05742624607080277,0.1265338422942453,-0.04495728742146006
LAMA1,-0.00491151140582566,,-0.06593256476615919
UCN,0.02578140363462675,0.050403715734448816,0.1648436460149848
ARTN,-0.00897125299635086,,
PDGFD,0.01602068439012401,-0.043902312816066144,0.13736908525515923
EDN1,-0.009978589627129582,0.009168057244568826,0.05176919634948909
ARPC5,-0.10854008930954956,0.021919415795100053,-0.05648502699448528
GSTO1,0.009961060071086733,-0.08475097206319337,-0.10155788681717759
SYK,0.005720638713983259,-0.0066572547400968515,-0.06349857071231158
ST6GAL1,-0.09795316601132971,0.08798874202437212,-0.00339201008562508
WNT3,0.0457686960949835,-0.0011254491549351413,0.11625541026347758
HSP90B1,-0.007060151332876862,-0.0700988563547152,0.06346588344319495
ZP3,-0.02511915949454883,-0.046888520259109195,0.07569747214860331
NRG2,0.021994003775938468,0.005498892301123353,0.04313938865826135
MELTF,-0.054873980633240886,0.05304852814582619,-0.05415275965596267
NLGN1,0.10235579585946372,-0.043479550780674385,0.06334516067272385
SLIT3,0.06138842184897946,-0.05739353884719481,-0.00037819899496217244
CCL8,-0.043438568021919435,-0.044513221550809445,-0.05667481271626087
S100A4,-0.08900160746018404,-0.016797543879330086,0.14281042199221008
TNFSF13B,-0.08732178691877802,-0.07612917623263998,-0.06892419602361875
HSPG2,-0.013415767000272149,0.09620302493405823,-0.06006371310386363
FAM3C,0.12954180998099737,0.0330208191773269,0.05414797873373814
FLT3LG,0.07294605544919443,-0.052327699794682894,
A2M,-0.10498466057684176,0.011649403953439944,-0.039991266868111844
VCL,0.015267105692433756,0.047601964420691326,-0.01256034943019993
FGF2,0.038677004222470265,0.12024324705545601,-0.06550966226530751
AGRP,0.004467496317891185,,
CNTN3,0.16660736909708582,-0.04451318580629034,0.13324340582574748
RNASE2,-0.08713040154027661,-0.00891795218524605,0.006327652663633774
GAL,0.1285511588200623,,
CXCL6,0.1196694319525241,,
PDGFC,0.0044532210871009986,-0.07727791460560113,-0.09093003744759078
COL8A2,-0.037754472060766466,-0.007005605589569025,-0.043949795523405
SPON2,-0.0540842505519999,-0.046888520259109195,
SEMA3D,0.0290329456355364,0.008272823382392394,0.0673331467269841
TIMP2,-0.13709580880964864,0.009774570533758705,0.055271148753037146
EFNA1,-0.08861450072693187,-0.040552691485633334,-0.007526927453766314
S100A12,,,-0.05667496921631121
TFPI,-0.01777950820512202,-0.026270298225459895,-0.056674958782934194
GPC3,0.0017890619823793827,,
NMU,0.06821338620023129,,
LAMB3,0.08376583675336861,-0.0668099337820493,-0.07338682223780044
LGALS9,-0.062247263597168805,-0.02950078738846591,-0.006496968544519179
VIM,-0.12562201068382048,-0.0660623976481664,0.056020160391710226
PLAU,-0.03334155379536091,-0.020780334163840248,-0.054325819093349006
TGFB3,-0.053274639782860116,-0.08371928402379862,-0.06636680354242577
APLN,-0.0877994983431331,0.08095573639087777,-0.09575110234443031
SHANK2,0.04805925510699937,0.08656356201185011,0.16707855860930457
LTF,-0.09440438446673796,0.004659092270309314,-0.07347515123486832
PENK,0.038397946528373215,-0.07316942720343846,-0.035379537537652966
CTF1,0.030642869098499698,0.07042868132878388,0.01847662314072468
COL3A1,-0.11228433224017961,0.053227657763238595,0.03385899108375286
S100A10,-0.11704355576859633,0.049245861942297194,0.03302642347478787
FGF13,0.07557388258349493,0.08649508797279054,0.050007158170924645
SEMA4A,0.07849271370977884,0.015720208858989743,0.15070743433084774
EFNA4,-0.03808687494755264,0.09133472408038705,-0.054920595045173166
HSPA8,0.05750840824251265,-0.004220226253791735,0.00047584278937550385
NPB,-0.03968259652349158,-0.0959601582330132,-0.06989195924841535
SEMA3E,0.07451766039716744,0.1448555652784659,0.025638039467382065
ADAM9,-0.037064379308167826,-0.04391405201117462,-0.014343932343312717
ASIP,0.03546029627817221,-0.02402384739248474,
IBSP,-0.12077749306369168,,
FAT4,-0.013896348342135757,-0.01908571187016242,-0.07158570045179576
MDK,-0.06879473876173443,-0.11080687707418739,0.11005986653840723
HSPA1A,0.004091589773984779,-0.09527531883781357,-0.005413704798178632
SEMA3F,0.003921096509017585,,
ARF6,-0.010857263044556482,-0.12850668897051887,-0.018708044314682506
IL6,-0.059092763167440984,0.0022411147255682077,
CALM1,0.12865226013935652,0.10269048904412514,0.12170225864247826
VIP,0.00018255929840886494,-0.03939790475769745,0.07629364389062641
NMB,-0.0648387663898374,-0.06782419437636607,0.036440462262503116
FBLN1,0.04109468337221289,-0.032558138630575224,-0.02526785328370584
SAA1,-0.01806728061194003,,
MICB,-0.011674503715198563,,0.06721847102156034
F13A1,-0.09024375074325458,,-0.03706824254710985
CXCL11,-0.021377238605457927,,
COL5A2,-0.06118441498886102,0.01236815102085473,-0.014433097910630377
EFNA5,0.0588546979432862,-0.058285068511834195,0.15045825794666504
AREG,-0.009615831881791529,-0.04972163248444511,
EDIL3,-0.10936101145768637,-0.0085375753560342,-0.1488513451737241
CD86,-0.05756683205194739,-0.013318343736400682,-0.05108021993369988
HRAS,0.025311696247441954,-0.028621157522907316,0.00738924890632894
C1QTNF5,,-0.0023379645999391384,
COL4A1,0.014212603201172612,-0.0376363096814626,-0.047355317333255695
CCL3,-0.09147781159323147,-0.020747092549156614,-0.10466103237275756
BGN,-0.07849697798728067,-0.04256955866769371,0.07827524804802725
RETN,-0.036945360735521814,,
S100A9,-0.12560232865035992,0.00862742826533683,-0.08677205197433091
HCRT,0.21244450363426562,0.12232908996151483,-0.05725049265245596
FADD,-0.05259406586023682,-0.023941497651259417,0.020460673806482536
ACTR2,0.04271037692195619,-0.09239634053028506,-0.06907606386955828
BMP2,-0.04738717744975676,0.02439603055055713,0.04121045907026713
PDYN,0.015611065284398571,-0.053477953888481956,0.04256292477511147
CD55,-0.08801989964832004,0.044100355015425995,-0.07441354454145017
CD6,0.09800114966231711,,
IL16,0.03642286969905818,,0.07486182864575786
LAMA5,0.03811514829950293,-0.016113694243939214,-0.020591765214583786
RGMB,0.05078673178837589,0.0449602099052231,-0.006090410315412171
IL12A,-0.02137725036263529,-0.07069351739340188,-0.06541489945243667
S100A8,-0.11479054639413556,-0.020420732744555595,-0.09730125942842272
TAC3,0.0884044355265534,-0.05898856810498983,-0.031141592547810775
MFAP5,-0.02538608440128934,-0.046888520259109195,
CXCL16,-0.020978292822282123,0.03629984970599695,-0.1398468108049244
