,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADA,0.028020178940194197,-0.036736178583602466,0.029113522619087936,0.06577842358510928,0.05660922849840144,0.026489519014224597,-0.029511559992111042,0.08638509801547753,0.09207501810853104,0.037310181502065394,-0.01171582586055082,-0.03763543727550153,0.02499413155519754,-0.06399066153263419,0.0857490754289753,0.05651233534725249,0.05310817659753403,-0.005715894701029792,0.01183161266482391,0.08859405523056914,0.16193573038269896
LAMC3,0.1498275041925118,-0.018360571687031056,0.019856891458169643,-0.02270315157807461,0.05925414337144027,-0.005601156546462521,-0.006069028022713833,0.10903758575645729,0.11735109684471051,0.08399326543803685,0.004687973344313529,-0.021141678792445183,0.005180697309470261,-0.030836380203448,0.0026522939385660925,0.009937162773522964,0.049030635220962404,-0.008980364043609041,0.033847742799639625,-0.025110712906986618,0.053654933032713945
CCL7,,,-0.022730981342078387,,,8.67352404351511e-05,0.0425383650640191,,,,,,,,-0.03983197955022098,,,,-0.013418610775046472,-0.011434570095456524,
NGF,,0.04991481441444208,-0.030452499302087002,,,0.05680660925596893,-0.0381350585629727,0.02409726517104418,,,,0.09589285875977409,,0.06778256198259494,-0.0403506925466791,-0.002242117737947508,,-0.016312714216705704,-0.04017491622997933,-0.002164035203010081,
TNFSF15,,-0.02960915824659555,,,,-0.004567171593114553,0.016411414143351902,0.026276357863022307,,,,,,0.01982677764362642,0.05436343642873919,,,0.001580835313501987,-0.03545429287408479,-0.051214707270928445,
HMGB1,0.03416705799534887,0.018907604851495858,0.054155108331723156,0.021037520331415083,0.029221539515697507,0.02042369516195955,-0.0026990622211527284,0.008106699382181493,0.16464001593549007,-0.01867141314828385,0.008940673571750012,-0.12170939243388802,-0.007366026899167238,-0.1128500863113186,-0.03226212543616133,-0.0718427568309327,-0.10743941854688042,0.03437893337976743,-0.022502627339713296,0.0012611082134387707,0.006019840979787445
ITGB3BP,0.043748691599663464,-0.06129749012531261,0.008333930068340512,0.03968064934668388,0.005807695372331376,-0.010962333519419172,0.015385526167571852,0.030675639113569412,0.08082710250333225,0.04737357376853251,-0.005643211419723921,0.04359839285245733,-0.03829420607923505,0.09579861479675417,-0.026035167904312765,-0.02580605117438638,0.05595542998889164,0.021850430586516693,-0.0004681205842352304,0.0025580137871410503,-0.003339790103709428
AANAT,,-0.04289763993220431,0.03906342701535139,,,-0.024530432025333712,-0.0020353488616071673,,-0.012337640969616218,-0.01841714662783637,0.1646646342521608,0.039349755147980905,-0.02879383786399745,,-0.04286658980966698,0.015236863519107644,-0.0035511003478293644,,0.07427055355162175,-0.02825548099437226,
RELN,-0.012448175994070233,0.08512600606388697,0.02825670254271108,-0.019974238739674802,-0.0028291808550930985,0.07896444348518099,-0.026710642212816996,0.05057840232299182,0.011337316390124325,-0.02636139790408282,0.0485896471343618,0.03086070172119548,0.011331431851548867,0.023614205148999406,,,-0.0414471634209053,0.055726733606717344,,0.06484020578153099,0.09596346236595535
IL15,0.025502268892679758,0.07388044180181602,0.009117991865851539,0.08836432553943793,,0.0539837400756531,-0.024093559910399347,-0.029011785282895816,0.0007257531932652196,-0.01646000498107768,-0.028199055262296765,-0.03080789194610461,0.06715821798057767,-0.011593631555982096,0.03832103769966406,0.004467470262295428,-0.017485659858224468,0.01354776061895597,-0.009960128651131352,-0.010047253120710305,
UTS2,,,,,,,,,0.1271227100400101,,,,,,0.012718567081664831,,,,,,
BSG,0.130619939413845,-0.0318741850605652,0.0278762836549381,0.013627022365574282,0.003466842174558109,0.005186886473083142,0.030065093433150728,-0.027180468440580204,0.017959132579739905,-0.0023655244124888026,-0.014839516890481151,0.09349428149992259,0.003461804442298534,0.009341788925456868,0.02918122012395015,-0.00431936311276218,0.11944518196840406,-0.08654842316350832,0.014292263372826656,0.027985032833044397,-0.029436413726593648
ADAMTS3,0.10288186731778007,-0.03731050606566509,-0.00898169070782515,-0.00883944490292351,,0.07807129762637907,0.026772924821563158,-0.038503948294200924,0.15270865068605724,-0.028360660568035462,0.028433798592896666,0.05620540538657616,-0.03611809725124964,,0.028287244846279914,0.09748675672442984,0.07336128189602378,0.1108836041311126,0.025806669475187054,0.10205502737083422,
CD34,0.054090566871442036,0.0625385960464302,0.05871195311780515,-0.002514123486049586,0.0650542485345523,0.020750238493000304,-0.030063375301698905,-0.011683968978333195,0.06535851375715665,0.010883519790815576,-0.02239055920755192,-0.014591003613127295,-0.044741646464457864,0.021776684740686263,0.033854824867200616,0.019133574996917868,-0.004011685616682906,-0.08308745575545552,0.017595062614994637,0.010886382735282486,0.042699755772180666
CCL23,,,,,,,,,-0.0021789122842017315,,,,,,,,,,,,
PLAT,0.07006092946697014,-0.06837547901409148,0.05335790156708023,0.04695230525475378,0.0001301605803202986,0.018903634606294933,0.004143145898125824,0.12042082693166017,0.1342602693291599,-0.007607700169462217,-0.04609115754712796,0.058612308394746675,0.014267995474703523,-0.0918438353624325,0.051971481498181184,0.14760436682564665,0.14626588717582836,0.046883638144157795,-0.0077020583735898755,0.018493296088238978,-0.1066180998162451
NTF3,,,,,,,,,,,-0.027594060754627996,,,,0.05706596690080713,0.12173530056540556,,0.026532835874437628,,,
LTA,,,,-0.02213197170064442,,-0.021731458348296324,,,,-0.017737631569458755,,,-0.026704957085792274,,,,,,-0.01910762780397618,,
CKLF,-0.017810864712101433,0.02660212576621102,0.0009967921854132718,0.014488951973220114,-0.027693339892412253,0.03654145338802533,-0.06505592300944892,0.1064476323624507,0.15487681391804825,0.008215064282274614,0.00810715028355274,-0.0416822728648497,0.0036953913454891886,0.07520301214731155,0.03543359039076146,0.06265764029600929,-0.002719590636655726,0.042825981188446334,0.052712548816354156,-0.05022922004646747,0.06738081083492263
CD24,-0.027229382925707177,-7.251364735701545e-06,0.053529968769179315,0.09394099277804989,0.016554326207108453,0.03179488629917558,-0.007103070671091557,0.131381833117638,-0.04348663885926345,-0.032374429409591156,-0.019938444621873382,0.03894114984899331,0.015985097516990947,0.06507670892995492,-0.0037811978634525708,0.08085151995737634,-0.0017297776562049398,0.13730101751409202,0.010062890791501678,0.07482392606013874,-0.027703224354961534
HSP90AA1,-0.13310577338126497,0.014242126873174187,0.013649361024807804,0.052849277547883586,-0.024327301052714634,0.008046596001605838,-0.1051812203119405,-0.08924753331727177,-0.11991546291761018,0.05897744806448114,-0.020075117772597257,0.09363177688311757,0.03892041747542619,-0.0626610430545749,-0.1313966485287284,-0.18963857708899437,-0.016804611932261376,0.037109596494879035,-0.011584315224086861,-0.054918473314540105,-0.10799882597672218
BMP4,-0.03527178399710137,0.04146865831294987,0.03354692275651618,-0.02346118737899018,0.05888298257472167,-0.0029710862788155912,0.02015692697536001,0.09885448851505438,-0.0180620358849154,0.0033249719933143686,0.016223154206627094,0.05398550942493732,-0.022755381643244834,0.010721242443420757,0.03409467536531407,0.0227134094792477,0.05893202439220073,-0.049601493016691,-0.00819293859882023,0.06676398693008805,
SCGB3A1,,,-0.022730979069010622,,-0.016692035505177973,,-0.012839058967904639,0.15334814273084568,,,-0.014419095659842215,0.019145150185795323,0.01838190029371407,-0.020961840615371274,0.007961408888933047,0.0354657334308217,,-0.03445655385444024,0.0025323950561585893,0.04864781809868381,
IGFBP4,0.10024352975119138,-0.051958100641500464,-0.018138103026692227,0.008453428313762983,0.008845648989214519,0.005241225632514286,-0.06368513886367311,0.050905942290760106,0.111986556392439,0.05801262372633817,-0.034103959551785905,-0.008897757500523379,-0.008951478682260632,-0.03303070702134309,0.011014245946433231,-0.05831846501036726,0.08845697063573442,-0.1239835117757749,-0.015908553853268375,-0.011639065500372987,0.049114907607625526
RSPO4,,-0.029237650349666796,,0.0007728162935602338,,0.016645750670757815,-0.03990022924698889,,,0.006804399322285443,0.10330984413192529,,-0.03704397968823158,0.07248882971488452,,,,0.0031607009241372045,-0.008695306576853726,0.09275532423584493,
LEFTY2,-0.019966485200339012,0.026117716769441617,-0.007219286720102921,-0.007916736617508836,0.027240348503449106,0.032929457686396026,-0.013244292837963004,0.15043238805209874,0.13701301160991716,0.02893558125222496,-0.015810712427756904,-0.02701314771948111,-0.03296697129121485,,-0.031282297258039014,0.09463026260386097,0.15824260448236152,-0.0670525642165364,-0.043966741434601234,0.06160689052249109,
PF4,,,0.006293557942670856,-0.020132036311304103,,-0.021123160694144553,,,,,,,,,,-0.009765098555355746,,,-0.019107623382329377,-0.027910244898752493,
ANGPTL2,0.010965683542991055,-0.06633985681950026,0.037653204603133844,0.04453063546903734,-0.003740990229982082,-0.0567568080565452,0.031526931097716634,0.11848913721038612,0.06500129385087938,-0.018687719437492343,-0.010780320515133958,-0.07174650290161903,-0.00303839814076469,0.05509864827560848,0.06288710055277458,0.11852909816630733,0.024951053123251934,0.011486416527529972,-0.031239148188158757,0.07997298895742941,0.023799637568536897
LRIG2,0.07126050131789506,-0.02553844440085361,-0.009897343432147649,0.005987655058656919,0.042491377248903006,0.04457476316992283,0.0654808319609325,0.04813131509194533,0.05655285133345093,0.007034397181178152,0.014384349272947315,0.024743294449494854,0.007463989432579427,-0.06031361745867482,0.009670303448103625,0.05939647924249103,0.0830817773017709,-0.010973218204287129,-0.02686918179042323,-0.0005720390060743988,-0.07597524192502161
ICOSLG,-0.07608314360096384,0.00045746716283199824,-0.007710202641085533,0.06362977936704287,0.0292847403676249,0.01350683434333314,0.0043577218978852385,0.0725417220244007,0.09667239581584375,0.012252554080865015,0.0044537618235544136,-0.03681146838842135,0.0037578759703734937,-0.056392319677259425,-0.0015930675269860797,0.10431690397908261,0.023455916523297392,-0.02609728613094658,0.04723450375807411,-0.01695098881848041,0.11026737158851173
WIF1,,0.13838690697402997,0.061724554104305655,,-0.009930255079262899,,0.013723943689880514,-0.06345774897085277,-0.057032094638090926,-0.01591964019596569,-0.02713374865744973,0.08835170472069484,-0.0013297189115388972,,,,,-0.009586001274820462,,0.07296527727521741,0.025310120953062253
NPPC,0.11343345044422685,0.030805999174938682,0.04377801647955177,,-0.015217479867621897,-0.032767231343772026,-0.04772771057477047,0.003088639750942245,-0.006068632837090729,-0.013079695127324738,-0.020039011377074027,0.05303483444735687,-0.04990413229674744,0.034487170781411995,-0.029576062005495854,-0.008469991559743055,0.10117691552451887,-0.023144402669357758,,0.11461492454856678,-0.07790754782796087
LYZ,-0.10097905247477701,-0.029104126212735826,0.019629335941944177,0.05927521710354303,0.052319980804196364,-0.023457028262533014,-0.0010065399018690253,-0.0181051626247973,0.02479804691132,0.03396251329725881,-0.046616647598289825,-0.09490588314680624,-0.008151820272869427,-0.0725928222859371,0.028053087856540673,-0.0030451989901086438,0.0429834002734628,0.015195007830783588,-0.037285102071051235,0.03194933435247968,-0.005971256958468539
EREG,,,,,-0.003719738796617125,,0.0075979790167302165,,,,,-0.02778863472528671,,,-0.030471062995140116,-0.0129853982045357,,-0.03893590814381459,0.09192156701845497,-0.03213295980818011,
SPTAN1,0.09972632148239743,0.03364167041447606,0.07942327470739369,-0.015096483948952938,0.10094596015835379,-0.04322206946854342,0.02483695731859797,0.012084399248733961,-0.023360722590999857,0.011611726081088887,-0.03774051717301973,0.10493019416553961,0.02842735649144232,-0.0048519272671048155,-0.050058760508545325,0.0848714915982734,0.07044837772000685,0.09096991764896253,0.05032000297443361,0.002027721113688341,0.041478940904319236
PTH2,,,,,,,,,,,,,,,,,,-0.008398074871796514,,,
LIPC,-0.010642006530386607,0.04914564106947907,-0.028867801932513305,-0.03029979059660558,,0.025586688971379366,0.01167607708897481,0.035343778407172004,0.0007197652978787898,0.012137902393082238,,-0.02649033258927151,0.029622506203594117,-0.049566500178083714,,,-0.03859455917684879,,-0.02415926814720895,0.02855717065192909,
COL8A1,-0.023513067649201927,-0.13127268350883728,-0.04441200184219713,0.003677474238900132,0.07787769630082322,0.013264398365279907,0.035489237096532046,0.09258639612575865,0.04012609250957879,0.05623351907529323,-0.0022925489158689117,-0.04671672963465788,0.022496748504486883,0.04410861180540145,0.09323931467763116,0.023889755909370047,0.06739501880056437,-0.043765572376927464,-0.022857000376530795,0.049556452094743006,
GSTM2,0.03264728258832099,0.018488239728902883,0.08586388184957745,-0.028023174891640152,-0.011265644535591712,0.04141239080258188,0.026044656614370432,0.007378191639810472,0.03494551704053922,-0.03670456027633425,-0.006830015939023539,-0.03161904960527893,-0.023339059362651134,-0.03271278760225725,0.05709029298991751,0.08414874006126348,-0.007901690443621736,0.0738824566894283,0.03681577674278727,0.08049062191678794,
SPX,-0.025144598990918147,0.03632480086831592,0.012969209680130028,0.02234865554097514,,-0.007685709987722339,0.013251480569296658,-0.01345606234773876,-0.009451036007650517,0.014376639922240171,-0.020006426456347662,0.0006016985370024649,0.03412925858531579,,0.08199798992021497,0.025651660024558112,-0.03233021837123368,0.020271572624784538,0.07739331748849038,0.0171700292170027,0.08769486777139852
MFGE8,0.08757545779608253,-0.06244617036213052,0.014138926462638614,0.06581363688893979,0.01902446287204801,-0.012221895670035468,-0.041056064281275326,0.029140805237942692,-0.000618820941054565,0.0263566624198761,-0.01651592926451241,0.06912542971236924,0.0012575787916535815,-0.07196596342721223,3.292825731433028e-05,0.06039864280439086,0.07595693759568252,-0.06181892787939328,-0.004987228066254329,0.05930852471226527,0.03733186896120943
TGFA,0.017051914503106468,-0.030926145251419984,-0.02064756982071552,-0.00422167706856942,0.020514386180730818,0.02599660647265041,0.05039165193564816,0.055187772340495246,0.031603350595803464,0.004713401445277595,-0.022973513076350746,-0.008438221299172514,0.01787061622456639,-0.045986547180202654,0.055501529838446945,0.07938612800919026,-0.02621588113411777,-0.00863912377515787,0.0007379284170939418,-0.028792072220634596,-0.020805400543096344
SLIT2,0.04550906032911363,0.15549984228132932,-0.010171772614267206,-0.02457735054177761,-0.02439574922658029,0.06974291802227395,-0.025365140002588608,-0.0020221351761393006,0.005872938169481621,0.05276728294123254,-0.0025565170329937175,0.11822163655603814,0.049894901763017974,0.0336024844442421,0.058529597811251347,-0.007324270732822221,0.002926755430712283,-0.030169440630801417,-0.05871151130859651,0.11062581431258574,0.06495223451167793
PLTP,0.09106292085299417,-0.06553172266788201,0.008526934174908291,0.02848338109783959,0.006550371878526766,0.030185709381050183,0.003719283842390202,0.07032137368818629,0.14666668560116056,0.05223332853348,0.04661952394735159,-0.07288003594082666,0.05825089298478228,0.000888945174490656,-0.012842522258595668,-0.02284730656038093,0.07867545848388048,-0.13348726632461844,-0.0038247622870258994,-0.011789356382566287,-0.07789356196432104
APOD,-0.16625387953245593,0.037940734775304435,0.015479139277487501,-0.018854947352053286,0.044765069995551535,0.02084043033427608,0.03731430161097872,-0.03903488701858609,0.05513327813885932,0.034104206720492906,-0.0068121649093675985,-0.05953956980931739,0.04921953909471012,-0.00016171691598636497,0.1367475892980458,0.15983878787215672,-0.09890471790512033,-0.004923235128546262,-0.011294792491650902,-0.10925152250901898,-0.06915241218344782
B2M,0.11743723363817411,-0.0258107210537567,-0.01562001381138146,-0.025499429742707046,-0.030584368356471003,0.09935774835041107,0.001227863833082093,0.072291729287928,0.1486707362659867,0.03574190606581959,-0.022597543702497377,-0.12786374664690855,-0.01627565847324033,-0.01958191011654517,0.06997407651840601,0.07939083644524868,0.15880439510176825,-0.10857206633359293,-0.01526421544127208,-0.0017288542960652205,-0.004950260579560564
OMG,-0.03446885880311788,0.024096296465205724,0.0753148247792238,0.04193080631690942,0.0618430135109437,-0.020727520321818706,-0.005815766497741242,-0.02259768779548189,-0.05373979016464499,0.051182238846360216,-0.018413645073217952,-0.029465096509170084,0.027619380718572794,-0.024107787650394914,0.1420051788899373,0.18264719575116645,-0.08038423525931329,-0.019314951485491193,0.014779904175806654,-0.02637571933760842,0.05537349423912012
CXCL3,0.008283829260945352,-0.02764895410029006,-0.0038645747297051318,-0.04138955072612122,0.00815744988176416,-0.02162180621995717,0.016875523102614687,,-0.00771700334019425,-0.04153043390328944,-0.015425382239036958,0.016517980613179165,-0.01923240500602416,,0.0004844954893154234,0.011379844734509554,0.018697435442164435,-0.044187061487086704,0.07303701691245176,0.012587865378243131,
