,UKF248,UKF260,UKF266,UKF269,UKF334,ZH8811Abulk,ZH881T1,ZH916T1
TRH,0.01751970396506598,-0.012506809248696493,0.13883811737180052,-0.03712610272923262,0.0054464538589542675,0.03435182565234777,0.04941773285286032,-0.016880314182691328
SEMA6D,-0.03963285648876434,-0.00563194818634297,0.056481533751492646,0.019050602354146243,-0.00996627622130199,-0.03696447562321321,-0.0018645902799866846,0.10647143797391269
CEL,,-0.024674631855261968,,,,-0.02256249595447032,-0.0059310109238621,-0.031655423341883614
PDCD1LG2,-0.05185535127962958,-0.02780780632911076,-0.012920984941520686,-0.014823809865981653,-0.028014153444821617,0.03233246608977856,0.016686226380344765,0.03154916883116951
SPINT1,0.007885702692028337,0.022159262587452416,0.027333217169555567,0.08089951647000194,0.06033724087761328,0.01838285063396362,0.011279992171979876,0.004060039152276637
CTHRC1,-0.07202736641665226,0.05308476768951222,0.09061394965506919,0.0013807375828225855,0.040911691497426655,-0.059161235391858975,0.09172838574686978,0.003560942056319022
PODXL,-0.04411805639708385,-0.004601613338489188,0.018070105786970898,0.04808394493785029,0.0772072123483589,-0.02132470265041534,0.08220495048299356,0.03872575606013423
JAM3,-0.03769432110872598,-0.032382232813289835,0.08284330295164526,0.03374579674627742,0.014923685559712067,0.018471141004309428,0.018320769198713262,-0.005427034274879657
TGFB2,-0.018526115823380068,-0.009542082440305766,-0.017155244325711017,0.05190207541740398,0.06627588425443001,0.05676248693189745,0.040754373042301756,0.02659001147955679
COL18A1,-0.06774684615578212,-0.019794212363601415,0.053838526280663296,0.02850171139839381,0.037172823717227174,-0.05181555177708216,0.06886536425666466,-0.0349737272812695
NODAL,-0.0015497794571202813,-0.030122585395628905,-0.025112948925797164,0.10947321817226469,-0.010867713631151845,-0.022272753374287906,-0.016849433001518345,0.04929900804244351
INHBB,-0.01943926846307124,0.009613145147136059,-0.01135178859649085,0.00505333250143574,0.022135270883204473,-0.029534368993012282,-0.03555515590886864,0.058664880822877935
LCN1,-0.018590828822692883,,,-0.015726244143259592,,-0.02369067332477354,,-0.01707029247795237
ARF4,-0.019556990105936204,0.015610055508306202,0.06972250320508958,0.07306180078245388,0.0008280599249301371,0.09200162003625682,0.019598339427558554,-0.049986147470266876
CXCL14,-0.03635958477368971,-0.009577137281090253,-0.042506825405303914,-0.01738581398485517,-0.004965867686101225,-0.01584597216823281,-0.06917523142994436,0.05295170505949505
LIF,-0.058203562907494615,0.01098141826693734,-0.016300862274810885,-0.042996396878700986,0.0049600566598811055,-0.004616013173258587,0.09419206696975738,0.017647671714422105
IL17B,,,,-0.01048858940644875,,0.020360761172213,-0.02096226033730688,-0.0005355538519531524
MMP1,0.014609461426620403,-0.01250680652037213,,,,-0.032571513575752636,-0.015179423230490385,0.03294264150122385
MATN1,-0.0244092158966737,,-0.0157367020929482,-0.016487897835807137,0.07657417532377413,0.029917527104555152,-0.02160385968216821,0.05990466854131774
ADAM28,0.023568679430365017,0.020863726062624335,0.044054239866981655,0.013244669096224794,-0.00994694498744024,0.060011931448713064,-0.010553152827682951,-0.013993519792540512
TCN2,-0.003827009159644943,0.05217886501689068,-0.02460053789279796,0.023683706279078925,0.05493794814341376,0.009076389261697175,0.0724412805897137,0.02132290717324324
THPO,0.012438708812084849,,-0.022378276539257138,0.0051149319576223404,-0.01489607739065886,,-0.01874034763054417,0.05269592059402598
CUBN,-0.030717826325633083,0.01694892863246183,-0.013738688900749254,0.01980737128292865,-0.04357117581397441,0.1276672934312769,0.012016726763917972,0.03887953981274964
TIMP3,0.009426845419143378,-0.029231431089959767,-0.050113908773650205,0.039281634709056976,0.03990101854324261,0.002001925990994219,0.008818905743776511,-0.05598047156452109
PIGF,0.023040535811135122,-0.04568184856165059,0.12152659103108,0.10294931040022451,0.041591921857528004,-0.010296413545361418,0.020073841822991205,0.04099712632623486
CRH,0.042809999405190445,-0.01270919509936241,-0.013261449297677598,-0.024182828059936826,-0.020373997156563385,0.08349701500476078,-0.012560575634881202,-0.009405037858034695
BDNF,-0.021886147190142643,0.013775060255163098,-0.018365822368479032,0.0050572885846051265,0.02394574854665459,0.08326344286475257,-0.012311006536147558,0.04589617715852047
CCL5,-0.04460069090741865,-0.0054370408604757815,0.018994886262651344,0.04470649126509354,-0.020208320316986106,-0.026506550194418544,-0.0282512146745609,-0.01939920850106332
GAD1,-0.003582386728175037,-0.012681816461802746,-0.05302027212053932,-0.013505883088333063,-0.02315809069493384,-0.00295044950391759,0.0040775060179155925,0.09721873050926062
COL14A1,-0.02837717750028271,-0.048804897148667675,-0.02052971589116033,-0.014411258486026505,-0.005649318992689045,0.01685408322380599,-0.04273153072036458,-0.018434863673891532
HLA-A,0.010834541122882,0.007905203805003643,0.02035609383241527,0.0799909330964102,0.02678009694311676,-0.07680203458948763,-0.02791277431830808,-0.05525243559151924
CD5L,-0.021781366842178625,,,,,,,
FGF18,-0.019708200140289532,-0.017340554922684,-0.018399388785571236,,,0.06494517402653165,-0.011392970847650903,-0.01688031553698569
ADM,0.03098287782382478,-0.00036144468911239247,0.09200058101630018,0.025613191266305877,-0.01495217046395712,-0.046700037219296046,-0.024760656206134993,-0.023117372492903233
CCL15,-0.026503130164936606,,,,,,,-0.014640296354753975
GNAI2,-0.00496476065632086,-0.0042517226151204054,0.07257985020393248,0.025327221193133742,0.027928073454462573,-0.0062454625202310295,0.03477352171448375,0.0167367040478807
HDC,,,,0.01641823338780058,,,,0.04250082154003187
COL11A1,0.0031048405156458747,0.028438811599119585,0.12551182814453665,-0.0285916356037007,-0.029307536878465545,0.03140829381688321,-0.054326858169421906,0.036414302712519095
NUCB2,0.005717116049751784,0.04154036260357377,0.022145868083037635,0.01577878479161554,0.018632439287201413,-0.05079780071175938,-0.031229009303625273,0.025783287147862908
CXCL1,-0.02783585204374256,-0.0015186757098364896,,0.020153113937453775,-0.0033433156112873726,-0.01286017705053235,-0.03311992997467115,0.09385213697871272
VCAN,0.08007399612990222,-0.002527715815854316,0.11803016023207738,0.024328335577501286,-0.0014870702765382778,0.007779291020048789,0.05861256792350995,-0.004183452387995872
MMP7,0.010396781559509675,,-0.016300857699239637,-0.0114788612902203,0.06418742256900015,-0.03646331384453992,0.007646872317290651,0.0005793521409749994
PTPN6,-0.004453081078511023,-0.02129876225665155,0.031462001915989864,0.03840121037739267,-0.021927536322747535,-0.03878154533958548,0.02720296744583128,0.007578073171187811
PTGS2,-0.01209678266191381,0.04427345733513737,0.08116928470728851,-0.03057234720670056,0.027639672036729127,-0.00564307806600973,-2.9685006878772902e-05,-0.005999156371299482
XCL1,-0.02386848224071419,-0.013298709710663095,,,,,,
CD58,-0.03619397462451767,-0.008624665707204427,0.0583236218017935,0.04689114840372221,0.04018989569449903,0.03694274612083312,-0.0024828140609043235,0.025206909234902947
TNFSF14,-0.024049956472430974,-0.0041403146230567945,,0.03912689036967878,,-0.01949706157889321,-0.021918290511351222,-0.035114433434440075
CNTN4,0.0013964677471903315,0.09173664731910643,0.052316385838904494,-0.02146034466637643,-0.0013500394089578363,-0.017312972870171545,-0.019270669115071075,0.04166014434410874
INSL3,-0.005193375321717292,,,,,-0.02168316411991669,-0.021918288393691438,0.020617912146476878
BTLA,,0.09203800799592596,,,,,,-0.019383369943024063
MFNG,0.014216553715570294,0.03586167470724806,0.04307303496547478,0.030205384931476963,-0.004572294534930112,0.025032516533316625,0.015277677350376707,0.006449543734001862
ICAM1,-0.006009744165637999,-0.0025637180335772425,0.06320634178004825,0.016250260714714828,0.061633740310208525,0.003807229690359869,0.04769092564901614,0.008185754204407173
PROS1,-0.028843224936743298,-0.037804108562760126,0.07325754738331644,0.02556332109343772,0.06764847185076826,0.022421156843071673,-0.033835473286463164,0.044698991769069794
CLCF1,0.0019371896901634743,-0.0016627050394177891,0.034052669106246845,0.04607216061830305,0.11427031239528938,0.053990557766307054,-0.026132023536490204,0.06118241430655739
PSAP,0.038466152574882374,-0.004426689765226254,-0.0971470030455172,-0.024688803721614402,0.01639894807937369,-0.057785874317114135,0.0021382995295213293,0.003813903983151713
EFEMP1,0.024187141996396672,-0.0628939406409941,0.013336981457922574,-0.035333534835603565,0.07583302381696023,0.02742984475020552,-0.04704762272276553,0.0030349171666723515
C1QTNF1,0.02070972441661979,0.008963781510737625,-0.0336191476672889,0.04147219893628173,-0.02629036648931534,0.02409224918323491,0.030932606875831485,-0.027040124579423227
ALB,-0.03305675109848683,0.0022269446328873326,-0.01559273783162752,-0.019254345597832085,0.019906910536933768,0.00871570004566013,-0.026451846676353315,0.05276262733402074
CCL13,,,,,,0.1905357360989487,-0.02458591496828914,
EFNA3,0.04249288884621468,-0.05947072858119035,-0.062361527326602384,-0.01396069565818637,0.0011647529137823508,0.046646491534888715,0.0326885484045717,0.07966476749990772
DRAXIN,-0.02963686392153694,0.021930807963710972,0.12311980290220027,0.09516820379512746,-0.0028203736340922008,-0.05085138256211632,0.01322884065130102,0.09837258964127919
RAET1L,-0.01665659475845139,,,,,,0.001568847249706737,
NPTX2,-0.041826757339552864,0.01662558963537621,-0.0894215012942995,-0.05699278162420811,0.019891391265136088,-0.0345413816523315,0.05859240974564846,0.0020708604218706603
FGF11,0.036976053418065556,0.020089602556045943,0.06615909913105607,0.06167257653178989,0.0049654468500834265,0.00029223730105546364,-0.007097340567160946,0.062097406681538105
CD59,-0.03765672547290679,-0.0471276127349245,-0.07748930940206973,-0.030504375097547012,0.041304335436348996,-0.0374329562977125,0.0006402076264206797,-0.002775399379160935
COL9A2,0.00822678758789127,-0.03281582277166982,0.025023271358637255,-0.0027732262577621148,-0.007966323553139087,0.05244597541862459,0.09014129539577671,0.028354398998527777
DLL3,-0.008547305320712852,-0.04011168162164454,0.0517985074653903,0.02521970249930697,-0.007583357586707111,0.11054562435344861,0.026344721807801678,0.07862793345601421
FGF5,,,,-0.015332127008102324,,,,0.04377884777739234
LIN7C,-0.005182133917970207,0.00767903641392319,-0.010782343665255665,0.029273502933242938,0.004534273275259943,-0.0007476933602557008,6.302676112690616e-05,0.022413055492266586
GDF7,-0.021950741202396287,,-0.022273180947537836,-0.02742666969670192,,,0.1247079601633039,-0.013666421713338506
PSPN,0.025774186691516283,0.06242391102139666,-0.03745681300125033,-0.02863774286513143,-0.05000323346768352,0.015850326652627474,0.04044002473205601,0.015706195632377632
ANGPT1,-0.03817113870120034,-0.02346239616375098,-0.013311018662896499,0.07387362235682945,-0.009410706892485734,-0.021929811150339085,-0.05997441108145816,0.07832807081368717
PNOC,0.06566876216053906,-0.0032593674521764235,-0.032348609797416744,-0.04284804052980587,0.029586243654132732,,0.0676873941924496,-0.020689215811339902
L1CAM,-0.046541015636548055,-0.010782643926952485,0.008945750939656657,-0.06460289867861733,-0.011349222858828322,-0.008261743830529715,-0.0010619184380689418,-0.025179763479381594
