,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
TPH1,0.07066746784898896,-0.015091294154138983,,-0.0018527817354208444,-0.022895988418224808,0.014806430019298636,0.05961505304954185,0.022666749659333886,-0.02012643330643113,-0.03795084476205979,,0.02942183308869122,0.08204085955308418,0.030486824287932222,0.033917512938436624
TNC,0.02007609292978541,-0.015910195766608078,0.044527434527296746,-0.1277577113342172,0.062201703064115904,0.010043802301624643,0.1345739554784674,0.050514121332194815,0.0402624597713561,0.0012416084933023796,0.09930268997686063,0.05159298666851539,0.012587523114502508,0.018469125835553355,0.00915445545563964
TNFSF9,-0.035112272883171244,-0.026835592874769523,-0.011767680122235582,0.01348123616955272,-0.020633474044388467,-0.020368230961503832,-0.043870072553089605,0.06848115150358443,0.02857485700933149,,-0.04237577053464072,0.05269715657449912,0.025485685231937224,0.04199327036508628,0.005868204905480131
C4A,,,-0.014658247907582144,,-0.014123064983014487,,,-0.012328565529142708,-0.017691899437459666,-0.02917462244163974,,-0.023125048007912343,,0.18120349670790317,-0.02323918943983975
CNTN2,-0.0027549461420275554,0.013420376139488734,0.02964760910930198,0.08579564917617587,0.01542611059440493,-0.005266130133482604,0.036781156055178774,0.07146228467318219,-0.015047161666891462,-0.029136607856396664,-0.07030956277193583,0.009852422725871272,0.040703650183200615,0.05040891807745242,0.011959104489394471
F7,,-0.014722694826860875,,,,,0.007247832156654999,,,,,-0.029136225336155373,,0.08308008315693038,
LUM,-0.0049232041175742425,-0.01851329346332078,-0.02161135899525812,0.00528704153365156,-0.030634258426145044,-0.033997558710104694,0.12650983574104138,-0.02453945166378365,0.0021218331591273463,0.053890607478393034,-0.06293073819343639,0.06789542401739584,0.02498133281476249,0.060982347688940404,-0.04500399384583734
BTC,,-0.013356995202970536,-0.02293755453368406,,-0.03233325734672761,0.017179648299189935,,,,,,-0.0003339346587008057,0.14203978396359881,-0.01453611318643294,0.09826730547342875
APOC1,-0.10710366768425651,-0.04609624389674897,-0.018335275151325863,0.0934225454753246,-0.02636956175657031,-0.05712120048073528,0.05228009788939554,0.00625542231230745,0.0167990759643957,-0.08962707404268186,0.0856056587126215,-0.057742008499553424,0.016841109623692802,0.013670311619541941,0.047684921962097615
PKM,0.03989502561738067,0.01326996183682508,0.035714825894613174,-0.0990453860259555,0.05368295069374586,0.017281654322803697,0.024376513201601058,0.02496802992164589,0.08917174944834383,-0.06285347998710691,0.03229210127097615,0.011655784220614302,-0.05565772502432485,0.000897257805433318,-0.012811786039424233
TNF,-0.035289732126911603,-0.014511214356037971,0.00623641849861778,,-0.031178851845091785,-0.02597867967477917,0.10750162005896827,-0.02812674093409277,0.024245296712821288,-0.024512147610063605,-0.03583121771208835,-0.020459283641005212,-0.02144291967172767,,0.059430854820049527
GNAS,-0.08719399162154402,-0.03485030700917764,0.029104642297181006,-0.05153710590435889,-0.06880135738306387,-0.05764825989916917,-0.07154836943725498,-0.01938273857348131,0.09523872245778099,0.03207604454250322,0.036664461951327436,0.0029739191506920316,-0.0027602973155712524,-0.012497478575947421,0.08029580396488355
BMP8B,-0.013212222834362552,-0.020036813652067557,-0.032615985694058124,0.04726006940606846,-0.018240657200478117,-0.03722888233286417,-0.013356409201599053,-0.03202056814782401,0.015722991871577715,0.0888464789690356,0.040557432575828,0.000570681050348421,0.013674378430165772,0.031332763518209183,-0.016076186397272235
LIPH,0.06247769490657066,-0.01509129043878035,,-0.017066578332064687,-0.01789206991728796,,,-0.009940194033274287,,0.058056036971892266,,-0.02077133518092115,-0.007199055330029031,-0.023854014950987167,-0.0178658156230871
CCL28,0.012586463126067104,0.04509240406189973,,,,,,-0.015306263547237737,0.06813381935661161,0.07596297141203072,,,,,-0.013400098748254879
PTPN11,0.0033510891505634703,-0.03956959231036129,-0.028074290566620447,0.07103210181563013,-0.038264953980535796,0.05150204449231091,-0.008664322775389841,0.04161873061865947,0.004155472756452891,-0.014150605276996396,-0.048162314297354424,-0.0546677624819416,0.014140848021300986,-0.032268430722378706,-0.059397596478261164
ADAM12,0.024867642488723196,-0.007328706755684682,0.0006376118744409727,-0.05491002187798307,-0.013747771807370348,0.008004239852419822,0.1108217710752314,0.0005028788173834639,0.02049399955290122,0.0005408496516946289,-0.0032947920833336203,0.0019423478296379485,-0.013774053647053322,-0.04940350526044516,-0.023680904846274903
EPO,-0.016580482963671424,-0.02027778762971375,,,0.07948252068436605,-0.01681364963216045,,-0.010399905283067617,0.047101688662770105,,-0.029244042671508944,0.1291002697820391,0.10997559941298271,-0.014371074003479298,-0.014249891364410641
EDN3,-0.0025337303644779215,0.026672426808723792,0.047771720848126864,-0.02013166866187165,0.057711878508075305,-0.02995191382760148,0.011755224672426042,0.0012389771802229692,-0.020334111131606582,,-0.022409490374751498,0.04266668132504898,0.019028911212207813,0.05370773972322414,0.03915526453790868
CCL22,,,-0.018531538582844245,,,,,0.08477112244865237,,,,0.20397993800523742,-0.022705971785840537,-0.012609991826583306,-0.022019816354108244
CCL2,-0.026844076279700396,-0.07582682019098291,0.02621627550125344,0.0017424615263040401,0.034372109057392235,0.07844767600993234,0.038745790664370845,0.06004950815023269,0.05166737738123559,-0.020008715183913138,-0.03253562130969969,0.11379640852621475,0.005483419380954718,-0.04119451659616555,-0.05309420435235574
DSCAM,0.011456410867193874,0.0631365382189453,0.025613350438888714,0.0989824118521347,0.0130804277928972,-0.08040000839908526,0.030176625762283787,0.004520553823698592,0.05809730824712324,-0.041034506271992094,0.0865139225976393,0.0036026357974073098,0.0668760066769689,-0.039241066564947774,0.02744171226966814
GPHA2,,-0.016820010022147707,,,,,,,,,,,,,
ANG,0.038821855147347296,-0.032396015292113105,-0.00018974951163581243,-0.04401074395054748,0.04270770188289687,0.0262036489978077,0.026710249281468028,0.04266706290969234,0.09716256396836585,0.024726220092083383,0.09682344294673688,0.04571429459246392,-0.0018662001523105417,-0.003215371196997688,0.042993366512890895
FBLN2,-0.01695965391810254,-0.06831783028189009,0.0382466753873233,-0.02340224512751589,-0.017369535651290048,0.006385495670854671,-0.04660554355970987,0.02611290476973778,-0.03637201497910325,0.01899604558819256,-0.04035155591533746,-0.006101797482611405,0.03308047960834644,0.03438312495690748,0.012921969651729539
VTN,0.00023669437900851383,-0.02852779820189047,,0.08504802974945824,-0.023454822593721017,-0.029476972001006938,0.028059176262577937,-0.017085876449084533,0.1279423896673439,-0.007787477949512311,,-0.025785566881648295,-0.01745943023881034,-0.018608601170864034,-0.023239194264573975
VEGFA,0.05392403237627568,0.02003902485090857,0.01944291363359234,-0.14832984562238105,0.05705892729331439,0.08366473861209149,0.050091291135073254,0.053712588588983354,0.11577314719297095,-0.06987262819146713,0.08517317118504719,0.011023448364370534,-0.07280772576366273,-0.007875969921604794,-0.0211470069008341
F10,,,-0.021152579188424572,,,-0.027502513696699697,0.03168081066953319,-0.011403271364949723,,,,,0.11056872846621355,-0.024889773636396117,-0.02515810815980792
SERPINA1,0.015939625884814814,-0.033350470656382414,0.00551637939562478,-0.00030503260027062883,0.03765242923369069,0.003126171121710718,0.03881877739842484,0.023805873762635564,0.028472207285614483,0.012777319845640686,0.0435697565769181,-0.013988113678523342,-0.07745724445505586,0.052252024654508074,-0.009782099415112778
VWF,-0.021711210179590237,0.017591062789607138,0.00018734488401473816,0.014842997061652954,-0.05100233406330156,-0.03421036245680938,0.08799950017103676,-0.004867561659604831,-0.062333071437490666,0.040035109692175885,-0.048133121537863956,0.03288386169583263,0.017494778229272378,0.005318524965162487,-0.00946052649832621
GDNF,,-0.023634053990643097,,0.003658413316282937,-0.014836610136820862,,,,0.08332569601484656,,-0.02497475110147471,-0.016460151120086062,-0.015901973502031156,-0.02012386517729355,
VASP,0.030800830098855425,-0.023405867210340325,0.017982426391055295,-0.02435361392135473,0.03964423845493306,-0.02483569334119067,0.06267188958560015,0.036317446055488464,0.057349818465915386,0.05846247677069308,-0.021327209442718886,-0.00736122632043421,0.007436759701031046,-0.022659000808151867,0.0025696338183957925
ADAM15,0.011679940839439332,0.007309001881759096,0.012540012549208286,0.09396497469947682,0.05011174756335677,-0.017289900342893898,0.07037886699075054,0.06285019837205158,0.048627811686638,0.016745955421968592,0.002201475577424408,0.047988409354789506,-0.05918403411165758,0.038687581640339294,0.019258406075550943
WNT2,-0.021752648327423643,0.053712984717383415,,0.005889490911115458,,-0.02368628668124386,-0.04196323803646333,,-0.018835358882312286,-0.04847386957362246,,0.05204978317956269,-0.0098316828881218,0.07008576235561972,0.044105439482569536
CALCB,0.127456668691085,,-0.0025228316102843115,0.03955190698803841,,-0.004408173831053331,-0.018071576285451776,,,,,-0.02448867513492917,0.05114228097590261,0.0906477407104343,
OLFM2,-0.0036422980883976555,0.05018626555393357,0.0005561464587873601,-0.01836456079490207,0.010280024229188531,0.012396994122357017,-0.07300819645428995,0.01546484093001681,0.026879247395846108,0.05525336981556536,0.04314815617456821,-0.03768945357552991,0.02901927462620147,-0.039836831292189775,0.01719692134982218
MFAP2,0.048294105071692336,-0.0034840795435480076,-0.04024544949079119,,0.030040341103629107,-0.03142814464609059,0.03822805116901699,0.03572586281896874,-0.025850655042714814,-0.0014053435610945455,0.07298525281218372,0.0886332557473192,0.044983927326749315,0.029071151087599376,-0.039963686792574823
HLA-C,0.07334862602218976,-0.029077165822669362,0.039420935304451586,0.017281940199774217,-0.036981023365784585,0.04032326412978752,0.10075291957261133,-0.04392020786852135,0.04970029615001707,-0.08004582601289469,0.025677218999969692,0.08799752498525276,-0.023737444709271714,0.056182579673389604,0.059663721457201224
THBS1,-0.035041934998693035,0.023330712682674334,0.06868394473750371,-0.02922152340861137,0.0203949934788681,0.03907113478949871,0.09605609224574385,0.008365185845665757,-0.030395062744361837,-0.06769721230222778,-0.006242805047987499,0.007265442530396501,-0.012801416184106315,-0.021126150569417586,-0.03613834041088452
HSPA4,0.0655421859128528,-0.039262929991122436,-0.008035712279183769,0.060808886193548545,-0.024255082913600262,0.09196496712925861,-0.04059991213667245,0.019166001554686604,-0.044003744762205615,-0.05053387938278931,0.04030651967911188,0.00678009036479233,-0.0019524375065983245,-0.01500454106521639,-0.031365489710902084
LMAN1,0.030129575208398724,0.01959051760218097,-0.01244308767637202,-0.10348186419535009,0.09226635755273203,0.024145434688603296,0.11474354458655005,0.03862009503744242,0.0837241448620968,-0.04610321522516303,0.004526532111567757,0.006757245802800808,-0.03409517935525943,0.010910020770317929,-0.008998682663151803
LYPD3,,-0.023022353056381846,0.01989341580184869,-0.023402266493852585,-0.013373661709586288,0.00879424602656701,0.0011852318399479902,-0.014560703911159878,,-0.048473923816158636,-0.03181442883208993,0.020482145164232073,0.10592024848740986,0.04191756201591935,-0.02955113940439078
APOE,-0.08175725599886774,-0.028880154005483438,-0.015685607924667937,0.09842721270903164,-0.04564178263479917,0.006110168376225499,0.040471843570937326,0.018436478141590353,-0.05308006905314323,-0.009368418434204996,0.1539270383540062,0.008655512928561787,-0.026206375359399833,0.0357443962700926,0.014677387200888398
SOSTDC1,-0.027547767893852475,-0.033996697906047174,,,,-0.03679983903896191,0.03387353940547472,-0.0251539237586555,-0.01946732052287524,,,0.06275947537700113,0.028014318986531006,-0.028041112979105588,-0.023763753242577526
ANXA1,0.015805293125929726,-0.033468063970831,0.05087528441335835,-0.07944981981520921,0.06826479791711125,-0.007414141889186786,0.09090672870262487,0.01700593937912732,-0.007658918021259708,-0.06195372031377248,0.0165977438198849,-0.048360321313892105,-0.018831381489289856,0.014498569139616316,-0.00023168048547008707
WNT2B,0.015528227778548778,0.009505041204887831,0.0028310054362961825,0.02063727653658937,-0.004548308380639477,0.021765155794787563,0.04903367372626122,0.028670662420021847,-0.011974388587398263,-0.02203804578442899,-0.041169912962601134,0.004695076001967313,0.04023534228351085,0.006029753539370515,0.001691446702002373
AMH,0.018745442671645428,-0.015156930613688365,-0.02293755694661814,0.051767111846644454,-0.018583276074704873,0.02410668697222289,0.026048819004782068,-0.014990936985584987,0.037489889800882845,,0.09550198749925215,0.014072344111503215,-0.03250307485602909,-0.03876086978900383,-0.04948908176615482
GDF10,-0.021228852596087748,-0.01746658012486117,-0.019217779145974223,,,0.04638409064669477,-0.014820228006643149,-0.01400570587906044,0.006507793148150965,0.03013807988894223,,0.017914007025377102,0.08276745135545258,-0.018167525550481217,-0.037650608177205516
EFNB3,-0.00862473942304338,-0.035551782749602606,-0.03565005824200147,0.01768801291960348,0.01694663431263237,-0.041014502013446315,-0.03498328740479694,-0.0027881678378510757,0.00617950870036721,0.08156228862196177,0.07896104199414336,-0.013115908578544458,-0.005856966498098345,0.021060745693695638,0.007561486863759427
LTB,-0.025818383802261452,-0.029744813923780956,-0.003998990905968865,,0.07652271702311411,0.014093491669032511,0.022497147230688005,-0.01809503165333898,-0.008232572953742396,0.025865492263196368,-0.0423757410913817,0.02286755948241892,0.02910268778909369,0.02037727663703327,0.01033130571026858
ANGPT2,0.0009152658652858013,0.005570423776212725,0.04302868086215249,0.06071101225391526,-0.043843685710126507,-0.009477080795647514,0.08336382324200958,0.018679464247899083,-0.0267952309379335,0.031356854299029284,-0.05568607956441353,-0.00023081345553388358,0.05447941428792089,-0.021909137725436015,0.0008730697923876268
NRTN,,,,,,,,,,,-0.025579892993596108,,,-0.012796410227649315,
ADAM17,0.04155225693710644,-0.0391382974527164,-0.010925774469691242,-0.08491643428158221,0.044945599660780045,-0.07332437332797807,0.07875318733259291,0.008261909165623488,0.03455859870322445,0.018417881290363463,-0.013675752058334403,-0.005377646017127997,-0.0027548876868243115,-0.020094174804061952,-0.020177111917625057
LRPAP1,0.08288207139682816,0.03548058846790129,0.03608851985065629,-0.008488033390256335,-0.03104439454534799,-0.008019711904145575,0.01775332123995542,0.013677087932512837,0.06563842368385892,-0.09908977177275327,0.053496307502461246,0.08089349907444526,0.07034628625025596,0.005833403015191226,0.01959269593192004
NID1,0.04291378680555847,0.05136209361262977,-0.0070434047634308355,0.020251063084180284,-0.05839910014580152,-0.05181082246026203,0.10843712319544964,0.00816317005786977,-0.008146556063281466,0.03547532382950395,0.024139045317571835,0.027232384906494263,0.0017966360066585983,0.028698482024085016,-0.031412723467582754
MST1,0.057684459750297956,0.03769551794049292,0.0031259649222316168,-0.004590899074778373,0.10652357134255695,-0.018241638886626034,0.03932419310971852,0.02189788792192793,0.027005161849133003,-0.06159590414452955,0.08452318247809038,0.08991256221026009,0.08555302969340815,-0.0007996504697431754,0.04928199766014896
IL13,,,,,,,-0.01830523678322218,,-0.02360448701079748,0.10346666505926315,,,,,
DCN,0.023115345805707954,-0.04313513781143569,0.04008239070176844,0.04404799679601722,-0.07325907083051997,-0.07401921105562176,0.13237674631157226,0.06346005813008095,-0.032431064008185045,0.07748984637575268,-0.059498757583138,0.07568119977242267,0.0018339908478728002,0.011852246868511749,-0.04996079387583441
IGFL2,,,,,,,,-0.01232856683365492,,,,,0.009110449260873787,,-0.03765059696119099
COL7A1,-0.015599595586055351,-0.05076006600002396,-0.023173948395852618,-0.08094875579520247,0.028933757495972354,0.03218280111987204,0.07478417061731477,0.029655880147564245,-0.00010268002251888733,-0.03574390481627603,0.03124529932115706,0.05967016746444589,0.02372574574545916,0.002244631278492754,-0.01619742425971306
CALR,0.039582316027388986,-0.002414953437405959,-0.0004062332595291842,-0.058161737893052706,-0.034594599181864,0.05826434554971413,0.10262203978032207,0.030043821827610475,0.07137891708881255,-0.029346371704366887,0.0374451166957185,0.05055987084571429,-0.007817549186563992,0.027492942049900226,-0.03725875369383204
PIGA,-0.00820926720149977,-0.010358970841150457,0.01920661285250762,0.015566402282315478,0.02966400567872374,-0.03523055368804371,0.09044383079849563,-0.009226282272144561,-0.023680542378126987,-0.0866751155152868,0.03987294587786269,0.09426652398721824,0.02586129294930165,0.031800011675639527,0.03820046681949098
CD200,0.03322941711315047,0.03966789114105585,0.055038837405594405,0.11379650437369028,0.02052375409958754,-0.04938150376739944,-0.048962054266271225,-0.030589249370014896,-0.023301078441745095,0.06883926583276005,-0.04016468350010785,-0.01651472366903418,0.034182003100685324,-0.06275051821484082,0.016599391586479096
GRP,,-0.02800806095179463,-0.016312321152566672,,,,,-0.019141591816007514,-0.020334114192041983,,,,-0.02319329041931235,0.03933865789284045,-0.01690841539941258
CDH1,,-0.033171683934507395,0.029108626416654737,,-0.0011198963871938842,,0.034605773638159386,-0.016719013797606617,0.01774568529538186,-0.00950352772217254,0.04030551668636931,-0.01973820597338523,0.05216396567234243,0.013094990877783515,-0.028671604288346513
LPL,0.027184428583744338,0.06591475374606515,0.021267727083723036,0.10215145047317394,-0.006306831894179081,-0.004860802234072252,0.08537626840957628,0.01620489728134719,-0.03404558306163768,-0.04930291933494033,-0.09595961203315895,0.03268172067855661,0.08734146741330712,0.03733894387607915,0.04584667484935566
SEMA5A,-0.043153162021661876,0.03353156971813829,0.019154830239487095,0.10835932070669108,0.024062823937611555,-0.01774819531345913,0.08613698003774178,-0.0027827327101585878,0.043834606886061056,0.010652330112018759,-0.041649855238563,0.0435146628657893,0.04466535854300442,0.015821821855645207,0.01618676209687282
SEMA7A,-0.048232142988765506,-0.025804605584923205,-0.022389977655338147,0.12349970142269542,-0.0042370016405132134,-0.03097972280216083,-0.05075992685787116,0.02660199196659601,-0.026617859935689173,0.012950667111876143,-0.017244868971468097,0.041806633693674655,0.0064266763379103855,0.01402002202257247,0.02712024031850555
SEMA4G,-0.030641593294159476,-0.02482701395946842,-0.026559238875320117,-0.02005262829738561,0.014138881949754415,-0.031412173798144136,0.005736124623385538,0.0005946031587127045,-0.006032637516452726,0.01676878618530667,-0.006578622307806526,0.0009200680441411623,0.02880454590742615,-0.019792273202710816,-0.03617362889972973
SEMA3B,0.0477823454445543,0.025977083087895026,0.017040146251311034,-0.06390184644513616,0.025505359088706058,-0.018740833270188727,0.06387950792005584,-0.020099608463002506,-0.022569023022131342,-0.00968782458279948,0.044446763730727076,0.06901917043804624,-0.016182967415009235,0.06542580153450359,-0.01317729959635798
RPH3A,-0.002506105141323211,0.019455926846404917,0.06673230604334864,-0.002316379637661187,0.006235912174443402,-0.015642422502299566,-0.053260923292068385,-0.01651293938615358,0.022379433438716775,0.061185126876928564,0.013937494982236943,0.06362904720838546,0.04209685335983748,0.07085473151189543,0.05084135627274549
JAG2,-0.02475602667852458,-0.005858556109333785,-0.010593899799028096,0.020118195602527464,-0.05904160302664178,-0.0272750499681071,-0.029001899505862416,-0.016664450596416244,-0.05098998131291799,0.025172156273570587,0.002014019012324023,0.025634684789641104,0.03639109771266676,-0.02662407462295895,-0.03696511681001855
CGN,0.08828676901823253,0.03599387970240121,-0.022209628373463363,0.03252627825733062,-0.018598920887608984,0.008176432630548763,0.08827791345920448,-0.035870630791689305,0.03348017045772373,0.029518450615853536,0.030764430793179132,-0.00014173265491096746,0.07674872834352879,0.0018617194607833845,-0.008877038977895376
GDF15,0.09285405006005362,0.005099110921641823,0.011810800976645094,-0.05553064681821622,0.02958513965536112,-0.061792244661187365,0.052809208935385744,-0.028070393626942386,0.027671939911325417,-0.08429724548945731,0.02458324748739949,-0.006750056653440712,-0.06221900224164625,-0.027134268563809474,0.021422858795845236
SEMA4F,-0.04152273309455229,0.004398027609681656,0.032291147301743275,-0.003435084467148644,-0.03400745717417245,0.026974533859551023,-0.049991986052625,-0.01918273691770981,0.02537162812822652,0.021804167493934625,-0.07512915052072666,0.008062302355522103,0.04986925472076987,0.011055752618106518,0.028914986301440737
NXPH1,-0.04440384448022005,0.04127207883014843,-0.00575872987640823,0.04892618213639717,-0.01164967028480123,-0.026419944209511815,0.025177370040056976,-0.0041614321297815515,0.021864578658692266,0.10382746637254148,0.06220159595049067,0.008617241885051129,0.02694506318446828,0.05755095998795522,0.05189473483820906
ARF1,-0.058546698049668756,0.02792911344629969,0.0005269705995729164,-0.005097237754931219,0.014673970856377817,-0.03763434684958972,-0.07030234659594638,0.03218252322020011,-0.003840968098576887,0.05140261212653312,-0.017397632153690046,-0.011204017818316077,0.03712092623893097,0.040835555326297325,0.015472002618086183
DSC3,,-0.012729050864511525,,,,,,,,,,,,,-0.014249895689815849
EBI3,-0.04396534892073436,-0.035881667699134846,0.03394033151523572,0.0028129070107218725,-0.001692498968281751,-0.0010408353315749662,0.055989356469499284,-0.021333379373793423,-0.02044529895209257,0.11273048105598406,0.03554647275913933,0.07386536983837994,0.015488194685266703,0.04279964509691477,-0.009908093995084716
TIMP1,-0.04704788222851408,-0.024556244315736442,0.07415013486762737,-0.09392259965368244,-0.017003036621113448,0.06634394686636216,0.07785942475207505,0.022082509358553083,0.03404060074730796,-0.16894665494232794,-0.016063776371464132,0.04080866811275857,-0.07452773386730556,0.003148100933820982,-0.04267392045613305
SEMA3C,-0.02083249051283719,-0.04213346323048905,-0.018356413999326925,-0.004864937577979534,-0.02789833352213007,0.01099498776604913,0.019933336158370084,-0.004561172070908283,-0.024360528917415282,-0.009802410794261453,0.0389188349143964,0.06395336604818379,0.03015913918711139,0.005788932034644462,-0.009043122802936265
GNRH2,,,,,,,,,,,,,,,-0.015441704073448578
GAS6,-0.00855141615510432,0.002611082048908406,-0.03315485549473592,-0.06553949917937306,-0.01750948949174349,0.029081797203453875,0.01989086211822469,-0.00549983445878919,0.07024070433233964,0.033699130751571264,-0.03469159718340512,0.03829025243318322,0.03468970192477052,0.01903216470750264,-0.02548573139082792
MEPE,-0.02201032567725757,0.007666482188840824,,-0.03144465551345535,-0.04305232413337176,-0.04028176216608588,-0.02881301838722603,-0.021298488719476198,-0.02715127373361717,,,-0.03903952195750637,0.08786213152664982,0.0483805892612006,-0.019691102383535865
SERPINE1,-0.02638762756153487,-0.034184885698769076,0.043934221814074734,-0.09245435285194414,0.02159695426821832,0.024529324198652447,-0.04891087281483998,0.041957410062980545,0.014538110199603067,-0.09430450740486088,0.05283193446670316,-0.023774483332270453,-0.059704521460396176,0.0347539314522374,-0.03355586525951741
RSPO2,-0.04425797491724197,0.040244003013538705,0.0005494670190277017,-0.017320109427648233,0.0040479110104603465,-0.04843173841959648,-0.05049973178901262,0.03431072448102215,-0.028990819071141333,,,-0.03154417751216831,0.11768297346510947,-0.029176318888062977,-0.026610116868493714
SHBG,0.12838890411658044,-0.016487883518754038,-0.02460543943004555,,0.02451896937897654,-0.025805248683998448,0.0331489213040179,0.12407720916498381,-0.016219192508969867,0.17699294085969397,-0.03398869803664958,0.07418280708393368,0.032342947380473525,-0.020366670367653765,0.08962301704093557
LGALS3BP,0.022016312598993663,-0.08639164814568921,0.01293289631732022,0.0774892700822007,0.005456736804235785,0.03750127337218106,0.07426736673546919,-0.028995896958474297,-0.027881115509700655,0.09020370282077025,0.05149025465675239,0.0816219193072776,-0.035627499116018355,0.060603799942360356,0.015989798384193794
LAMB1,-0.0073858831954290985,-0.013456285547041211,0.04660346770534954,0.01883100386366395,-0.025325184234207054,0.008543913497871019,0.07955879855601534,0.015486860609533588,-0.011132993185568282,0.025507383258089853,-0.03909180245295092,0.08169994196293345,-0.035770992031137906,0.04662374464504004,0.001955060292094834
SPTBN2,-0.05648441297156721,0.07914434782442248,0.028513653110193483,0.09676874633315892,0.02300530848427952,-0.06511221849918411,-0.07820689898630923,-0.009841773908838123,-0.0149926094407811,0.0048252838836422545,0.005224213978214178,0.0825995949264859,0.04912615388831626,0.022105502896754017,-0.03263477951506127
COL1A2,0.0018294856154209465,-0.045563281749475784,-0.0004910167559867562,0.051084744005489,-0.06682586331237762,-0.03902731227472395,0.13205922392477035,0.03438622194956443,0.021127600577250525,-0.001062894362922992,-0.07991406276967429,0.0282737948572411,-0.061350449958808236,0.03830958216301118,-0.04100752763570689
DEFB1,,,-0.014438794671069519,,,0.00806354072479643,,-0.01098402697348631,,,,,,,-0.03051678372785554
CEACAM16,,,,,,,,,0.005420155398114422,0.16582550301758892,,,,,
SCT,,,,,,,,-0.010095674369440217,,,,,,,
WNT11,,-0.018244863797185634,,,-0.006468682716617822,,-0.017835050781737413,,,,,0.05488537308745417,0.014675793375491446,-0.03015068917441037,-0.0189113954972826
LGALS1,0.02616403056007639,-0.046223234667237954,-0.006715000257605077,-0.1185106675383671,0.040417299031753784,-0.010797447147704699,-0.00542466206265219,0.0022595492478591156,0.07541183330217999,-0.05571388771172363,-0.0037056118035249078,0.014726799032970066,-0.06032943384806645,0.04998558508956201,-0.009302139873361637
BCAN,0.00663528298684985,0.009535490774096236,-0.07025317578086365,0.13606218776940657,-0.04378937165553347,-0.05189603267004845,0.0695360290658257,-0.017131301464151778,-0.0223371910046366,0.06292979606030047,0.08873892973029081,0.009839219137267164,0.08378813074160564,-0.003187402315622621,0.06894176856460046
ANOS1,0.11909157383940669,0.017332723071520208,0.0162669672469508,0.13723723493101422,-0.020059483491367415,0.024383388296733362,0.06748607058624896,-0.01297975438018894,0.017794294626360445,-0.009373762136251448,0.06514632696723396,0.04790064194466232,0.04009253484885808,-0.09592313917695865,0.0195898574978193
EDA,0.002725493325091618,-0.013356999779496243,-0.02979471224827656,0.06730906072913351,-0.017226848530725248,-0.02175974653954927,-0.021324716728366767,-0.015818927827920593,0.03170669408206946,-0.05236107016799881,-0.04217649207312199,0.07328182873391756,0.015470643244893043,-0.002379802723816159,0.013505474838230166
FGF22,-0.03335249298396021,-0.018993705887148094,-0.019881996552946236,,,-0.034788838913651074,-0.01634817077918656,,-0.0005570846883805803,,-0.03080791642401823,-0.03439419717539775,-0.005419941282672857,0.049582215200235175,0.07713205448005503
SHANK1,,0.0004050259804244248,-0.016114410530390717,,-0.024628261937876348,,-0.015554246184673739,-0.014777270754764054,-0.02268792358076082,,0.05509904848865712,-0.006411412307256953,-0.029819108744909735,0.0567214857778657,-0.025404690866389947
NPVF,,,,,,,,,,,,0.043255957016124155,0.017295382157169685,,
RAET1G,,,,,,,,,,,,,,,-0.017768081272699566
TGFB1,0.041476599950486394,-0.017937293412885216,0.012802715007809506,0.025359193807519755,-0.011816068147926633,0.006065122693231756,0.009188081769878951,-0.001013071900670019,0.0707910948332453,-0.06521075507989398,-0.040337244111865185,0.06274875807644684,0.003960765144588148,0.014116345004290636,0.012526884838090897
MSTN,-0.0315156665728753,0.0002428353716799656,-0.05264649323909799,,0.007563917468005073,-0.003726555651182032,0.06560729724845425,-0.01567032464863472,0.03662122277936572,0.12491794726923311,0.07051805687838207,0.002033692439601109,0.07207070705271638,-0.02177354539714002,-0.010637911802868787
WNT4,-0.024217877959521385,-0.012293348479859183,-0.01887756653638966,-0.03731649353314179,,-0.018290598698152423,0.022175858456873632,0.002581439231980468,-0.0225005083062443,,-0.025579887531808003,0.0543422898439761,0.0757776237837664,0.06038515566843269,-0.042385766091480245
TNFSF4,0.014016267379291111,-0.02811263761151533,-0.009429354923970084,-0.030382723594122887,0.011540418961512339,0.10652930922240791,-0.0020271713822077103,-0.026543266049615707,0.006806099919439128,-0.03269506258848552,-0.040351597893359605,0.11474452828888625,-0.03426134355110782,0.0013098798159648095,-0.02643923381762046
NTN1,0.0503840713589306,-0.04825854343183283,-0.03549462513568099,0.0349085933437244,0.006147945211520319,0.09037622055768733,0.12586409499142553,0.0059808054358542195,0.025553944964598566,0.09106149916131519,-0.03439444306123734,0.042851187786959524,0.04557694485988371,0.005157761734287688,0.03492667958522849
CXCL12,-0.03537618746020217,-0.03234698615816098,0.009285465302010664,0.061982856646706774,0.005393608353520942,-0.0674964861375182,-0.035792007903650676,-0.02921765978411431,-0.015001290761946173,-0.031578414673748924,-0.05932911685299845,-0.0016070036965332398,0.016734882268660337,-0.015894359719823815,-0.04750912634414965
