,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.017701435525203695,-0.024554594384233096,-0.0179418791134755,-0.006950617135133347,-0.008698988836465495,-0.12553562205950078,0.013858193584568797,-0.07000883762418038,0.12794590403756378,0.016045580940645825,-0.02968814204931897,-0.02459557123435959,-0.037634680572549144,-0.016730187620086306,0.029884878699500933,0.022948691574402248
POMC,0.03051493474768417,0.020109131245571697,0.017770393567932405,0.04035083476439632,0.009063825621507326,-0.00021239313491270306,0.02890594039268453,-0.005084760621805651,0.02971568671187512,0.13505575994723265,-0.027567872692894704,-0.00022922282745958185,0.04867860275228913,0.010862292371047034,0.007638364698097265,0.03441601460033165
CCL18,,-0.02658320453239116,,,,,,0.04175576006185027,,0.04406029888889787,,-0.012241251018482058,0.06484051897449317,0.004604095749632595,,
CCL17,,,,0.001048976175846912,,,0.00038950614938075074,,,,,-0.024654551021941314,0.025074846127316214,,-0.0006952757380326805,
VEGFD,,-0.02658321297380368,0.03350640085004564,-0.0322057016416685,-0.020412467383267466,0.02795030320014519,-0.02509931175966622,0.04798825701181081,,0.0830648151104963,0.048397947382170056,,0.0181556664290976,,,
TNFSF13,,-0.020060545560332748,,-0.004572546619116932,,,,,,,,0.028607327626624993,0.05556995132327451,0.03286868353001651,0.025121139856549207,0.109002170976713
WNT5A,0.05325443825036329,-0.020657557008367307,-0.0002710083086782863,-0.0003017161843773953,-0.03249584376229034,0.06695254141096715,0.0006542345031526471,0.04642557609691935,-0.018580813747626865,-0.0034003532318835337,-0.026772830738109276,0.03659487697608247,0.019930069287808314,0.05616002243954475,0.1668611225729104,0.0041610193235698785
CXCL8,,-0.04715387466881554,-0.021253199893528765,0.06776442285554295,0.015314013836220313,0.03706429576095262,0.005441431977937404,0.05627851180520108,,0.08921289243648278,-0.09077384877365921,-0.10091480338666248,0.008309485889636389,-0.03844870857447118,-0.017058467800454585,-0.006896998886745539
GRN,0.04462371386473988,0.029609227960426414,-0.004503381582164056,0.07530311800857763,0.004288587962200488,0.10395780452890359,0.0008895889617821844,0.07366033644710544,0.05947599044892466,0.14106247846799155,-0.0016446306853515813,0.030124218653156204,0.03396051928980121,0.056371231943887254,0.11103084653093868,0.0002683489821919303
MIA,-0.03050479402628107,-0.008944251068912935,-0.02018614498077599,0.010423167830982235,-0.00034642300113611475,0.041341786384549134,-0.013473513290855544,,0.06448645346158496,0.06960160403334865,-0.08274415113053447,0.10928651663356004,0.01348172790284765,0.05510047815307086,-0.028451734069383953,-0.00817022603798106
COL4A4,0.008544496452329218,0.00013128280126839146,0.0067807875902166125,-0.0360596404338921,-0.015837890985038627,-0.019493069335786633,-0.02459553105123501,,,,-0.0031037123063866762,0.186845858841754,-0.021012276624497592,0.027990865032285706,0.08948208419808665,-0.011852448742310224
TAC1,-0.023305414493554718,0.08978588823006392,0.03928201289850731,-0.0364842719280603,-0.005355240633844229,-0.08070672633588785,0.03744680677717338,-0.05990020766073563,,,,,,-0.02332181041532054,-0.008200413017288076,-0.06576940578950385
RARRES2,-0.021484255851204268,0.008150777127360008,0.015411106709859011,0.0055047750213615375,0.019738165192315197,0.12686076862866097,0.052632495135651644,0.08473448141594776,-0.028968172808132128,0.0518648725437387,-0.006492252789927135,-0.052446121297118634,0.07493077967528564,0.009332747520032103,-0.005232176630719544,0.022683901550258883
FGF7,0.057038801356745196,,-0.025619056444888523,-0.02040129448139544,0.06803199876069282,0.04905038474945447,-0.019555351966090276,-0.05538605055233307,0.06646905772852812,0.042331949805003224,-0.029437600906074737,0.010512145242452498,0.11376003553851108,0.008398437581539372,0.08795576604612501,0.00021113729222998288
EFNA2,,,,,,,,,,,,,-0.019746587679803217,,,
HBEGF,-0.06672563937842538,-0.0017228200750245316,-0.007961074612234331,0.03273363967440745,0.044398158403776256,0.10704903893150694,-0.04193449299906385,0.052513038631055095,0.019176696751774695,-0.05055127996401001,-0.03756689862111376,-0.00970910316041586,0.015844585863123862,0.055342290629758664,0.0704548845734541,0.03370220174153428
CSF3,,,,0.008413877417035228,0.027604064801502407,-0.02062329216226821,,,,,,-0.08818205379139593,0.0015297865299645915,-0.019379408756106446,0.00982438768178772,0.00770650665333847
PI3,,-0.027966651962610906,,0.03374129783367268,0.0850156312673586,0.04615618681183254,,,,-0.011231177047387042,,-0.09501099115997748,0.0031870685375816423,0.01976333816398153,-0.06901150117233444,-0.04008516942422446
PCSK1N,-0.006964660289995059,0.03010137376470783,-0.05213504245850021,0.013040972198750674,-0.01389270078383712,-0.05217884233872492,0.003963006331782546,-0.03402000195018126,0.021962837992101986,-0.01023689204029545,-0.024352143573666385,0.010068678470136323,-0.08022309070480255,-0.002142545114204516,0.04446693096219652,-0.03727272584683698
NTS,,,,,0.003470354892971767,-0.025348506871388416,-0.028097535178712503,0.06237185897643047,,,,0.004772068733465683,-0.024057469907753183,0.05588083338444861,-0.04703739042104448,
SFRP1,-0.004481951323203219,0.0802823642271122,-0.04686892529604383,-0.025222562143511085,-0.02328709031795662,0.016712907144324888,0.017578770574206117,0.033912006058640164,0.04364279710723181,0.013869520845368938,-0.013382413630826536,0.005590427525591995,-0.017951545233841976,-0.03590424377713346,-0.00995576215263831,-0.007873325364947335
CXCL13,,,-0.0296154056951597,,-0.02307780389482333,,,,,,,-0.022079708998110136,0.06238477623364997,0.08184303744994949,,-0.0030778665208048323
MICA,0.046752719472024286,0.035703811162876464,-0.018626560026169112,0.01688000211304021,0.013868747065489734,0.08529591930613398,-0.03958871311522602,-0.017685838560456045,0.0029148674123600626,-0.03184450185401004,0.03314091657313757,0.07191286957549763,0.00010624826885984819,-0.03376585687471498,0.09589003240931679,-0.025321806527096945
TG,-0.026990518335181315,0.04439658224887061,0.06961840619007069,-0.02721914067040217,-0.017639835104368794,-0.024890468515662508,-0.0003252920629006396,,-0.031409695756018804,0.02490937473028985,-0.03591982858600999,0.03371782489963691,0.1368753530863422,-0.01594955120152648,0.10829761728854068,-0.03660882677341541
ADA,0.03695324976239297,-0.010246544206200612,-0.02771624873598248,-0.05158882994746043,-0.0060820467287628546,0.07749437578877655,0.0074512402683062735,0.006940279895249842,0.10964057371242109,-0.006937667631600132,-0.02121582294797899,0.13973110177910936,0.008117989964544726,0.07849726169274503,0.11083272671666244,0.05605208531031548
LAMC3,0.06791422129788983,0.020013351166275915,-0.002093761057025229,0.026127793886568277,0.056882531773379395,0.10148652587098186,-0.0200706135754292,0.05873828236387939,0.022903424365516768,0.06369187867114309,-0.011679655947286269,0.07982403235875571,0.03791631789510374,0.05118221606155411,0.09425548663470992,0.032935019964222594
CCL7,,-0.01690916377231217,,0.03861882087313115,-0.030596907176363645,,,,,,,-0.012813007844715035,,,0.055326433407409836,0.006723302833491178
NGF,,0.030381226435271014,,-0.0382884517220349,0.025718945569657203,,,0.01710870185325175,,,0.059801701423263645,-0.03191276310725557,-0.019481160320014224,0.08880267067972739,0.06972563445872147,0.007166632505751978
TNFSF15,,,,-0.0219139690797751,-0.006852370794946122,,,,0.024554263939091686,,-0.046816221483956325,0.036763471843426536,,0.018280085338091688,0.06043054974678669,-0.045326950381584116
HMGB1,0.055591239613662184,-0.04453983286120009,0.02939467476641848,-0.0055690173907387164,-0.046297665983597934,0.057503959161766205,-0.012129591056771916,-0.009326701949423498,0.06369200878178152,-0.12377754763762397,-0.0622160502070935,0.010333026766714225,-0.020353785840357602,0.015856049620239926,-0.09533625638439268,0.003849900198718835
ITGB3BP,0.0054713638015672465,0.025498628988219432,0.013491110938024917,0.0004024850074648716,-0.01643791608025749,0.10395944862815683,-0.01985040633495209,0.06196348364467946,0.06773001670506311,-0.005429144250450945,-0.04430279672510514,0.030717033815046244,0.052507912758987654,0.026259418386113943,0.04272668286169852,0.04638017029542377
AANAT,,0.0033560068240567125,,-0.01993947277205775,-0.0021070307995226896,0.02351072790390625,-0.021344156303374193,-0.02374606298982332,,0.02683828073060779,,-0.032416882348395355,0.033864472611309204,,0.029068672292769288,-0.025007167926676836
RELN,0.1465499380539885,-0.05296291769969182,0.07636622385209868,-0.00035300633034331564,0.03667800911434826,-0.026301834806611624,-0.022611447862401456,0.0052140841866508665,,,0.06060352874097854,,,-0.014536106219093087,,-0.051811878607550946
IL15,-0.04549913496665334,0.06619882456437033,-0.02745335253057033,0.04144301379557742,0.009348074118418698,0.059376110406864795,0.010392676450034522,0.012869329359358982,0.02665259598925862,0.11402117907842861,-0.02555963052962055,0.07806011062006779,0.00595020360590392,0.01118690168757291,0.04714794180554029,0.01888510164423741
UTS2,,,,,,0.13280270206239123,,,0.07524391166380578,0.041071235533601515,,0.0036182225871020063,,,,
BSG,-0.025235460017772764,0.02625236751418831,-0.023895938676717268,-0.01624831183325626,-0.0018706646721076685,-0.06182354360020589,0.0023517516807683436,0.010190484636943825,0.08172534923056593,-0.022180828385076526,0.08115907366058016,0.0014451397621076288,0.0827019588774645,-0.0181959641114362,0.039045118336464985,0.061010322559414076
ADAMTS3,-0.02869245153485213,0.0327739096406112,-0.03786350870193388,-0.0028334405169164628,0.015301141036760208,0.11762171976450106,0.013808338295875869,0.04587414741033495,-0.03133602399183713,-0.08747398579038046,,0.07095594133765087,0.01772619525225154,0.003990285523316403,0.019513070751153733,0.02803095986312668
CD34,-0.030653207459427758,0.037084145245228246,-0.010223458472301668,0.005019083043103634,0.04441566124884184,0.07541385324664315,0.006981109200065462,0.05017758503383795,-2.0114666423027254e-05,0.05095040811701351,-0.05731678451626345,0.09587785869917173,0.0628800106505824,0.0532522952972808,0.06263431403568903,0.059363552485264016
CCL23,,,,,,0.10510950345404355,,,0.014559466539900683,,,,,,,
PLAT,0.08436355651324905,0.05652985029872064,0.015995677509236302,-0.03385497408777037,0.05699590113753059,0.12583104561212619,-0.029769219472157587,0.024603596738068615,0.011566214328579776,-0.05848610126154321,-0.045635081590816015,0.07996051483899909,-0.03958273390863212,0.028451736768054917,0.09500694735415449,0.034279513722559406
NTF3,,,,,,,,,,,,-0.0019350441539992993,-0.02398225844142651,0.0020153249181300054,,
LTA,,,0.06514313545293096,-0.002209513435626337,,,0.006754791782011685,,,,,,,,0.036855771945469795,
CKLF,0.0242436974307116,0.004328033375735519,0.023111119879174077,0.08082656868539403,-0.07297587799689641,0.08180495833434817,0.0433350065538792,-0.009938329237649462,0.06057397855582547,0.1271198545619198,-0.07482157004903416,0.09566192675261494,0.049702437239781606,0.02898806077700254,0.011878146756061261,0.010772940349166723
CD24,0.08226063107773954,0.0353352352804804,0.028394465410847666,0.008504487363792858,0.0002660826660668604,0.09222921014563072,0.01826969491871231,0.04435311126869553,0.0031109656858179574,-0.003915405265241869,0.013605326188392516,0.030980325025521564,-0.04161496946444016,-0.011846984986565928,0.07081478523290831,-0.053350846838689334
HSP90AA1,0.02342778510507894,-0.02531049206435449,0.01114664372472164,0.036112618662059545,-0.01108841044564648,-0.07651006873548893,0.012841319816765017,-0.051393664220859656,-0.0008738185381973423,0.028022995773578623,-0.10389245950995656,-0.1606428070482173,-0.04780845558196676,-0.0018340610606696524,-0.14529782719642553,-0.09440939378510348
BMP4,-0.027777161725797826,0.018300455792756975,0.08027134247317186,0.006240924773887026,-0.029938630728552455,0.08947469190899394,0.0021405223028634385,-0.03787548573163371,0.06944569035178205,0.00885228618199979,-0.023515812444415495,0.07255466068737838,0.021248036934394872,0.08172926050927501,0.03187229416884048,0.029800399943392383
SCGB3A1,,0.0035094909909380943,,,-0.024308732212697918,,,0.011191569016644342,0.009130593510415473,0.02954694613588428,-0.04464149748880065,0.009514410078736187,0.07202448259199633,-0.02499140249341454,0.017251721609644055,-0.006514722546032286
IGFBP4,0.011034468666067533,0.0055204498855807565,-0.03714148878646649,0.05595064821974751,0.018263391450965765,0.10765856304769085,-0.004457253644411736,0.06297825902321234,-0.026891326342607137,0.06907782698321388,-0.0728674257752729,0.057658271891682496,-0.03574779525598278,0.005894492725062612,0.1386327092833582,0.041700339900303356
RSPO4,,,-0.013127688477562429,0.08550030465399679,-0.014346622870294127,,3.225513087921213e-05,,,,-0.04081812315242913,,,-0.016830646003687517,0.12115352284528806,-0.015947817226779886
LEFTY2,0.09663241607422615,-0.007477324600176274,-0.016041979802797108,0.03469945372703015,0.011261148917548884,0.1563331174942954,-0.01798219313918586,-0.02525781746667602,0.07920548643198691,-0.07742952330895139,,0.02321689925613557,-0.004950421464575451,-0.022888566634103626,0.13970093511843126,-0.08309609648381637
PF4,,-0.017540541341927483,0.007928463179211372,-0.017169884618653226,,,,,,,,,0.026345647746683305,,0.05868666255601522,0.10083500390171261
ANGPTL2,-0.05424633409219751,0.023833744077392884,5.9944410036991097e-05,-0.0809781539881345,-0.0031083261238186804,0.06258658797893456,-0.0007308508175697954,0.032647800421141876,0.10532660925423547,0.026974448151674813,0.04736099446806701,0.1485871366459289,0.0077169292359223676,-0.015033700035922354,0.09194668624449812,0.00010911000295101605
LRIG2,-0.06459345613565627,0.04166147226412766,-0.009477436892433634,0.011235700765390762,0.04567014382815272,0.0022758038522818357,0.03157069032880053,-0.029544938249068377,0.016199871151662264,0.00043752516248920034,0.009031542523835302,0.12648563218406314,0.06871413830611287,-0.04826689267274123,0.06683673254236527,0.009754317369600966
ICOSLG,-0.02373349073809312,0.03993258297733164,-0.026219715009143302,0.03961593462101381,-0.026278348818396476,0.06114249561435106,-0.059918067439070216,-0.04140982469415855,0.011509007212703828,0.012100118600427234,0.08908676544364544,0.01857726572056528,0.009034939645707733,-0.04843194445693163,0.1154434253150726,-0.041936842967214207
WIF1,,-0.03156135708145549,,,-0.012814913528064787,-0.07485401661490264,-0.018449724895092973,-0.03811380832161851,,,,,,-0.015645715708879966,,0.023872799257878472
NPPC,0.01973680314394995,0.002447738846828754,,-0.026634725247403023,-0.001375058764952784,-0.03439693850879907,0.03473241216810395,0.027383462029851313,-0.036683033020767836,-0.01582416939481241,0.059422361539632956,-0.015652368130612448,0.0036095944844869807,0.12418187561971789,,0.045025369080570005
LYZ,0.05805750575206681,0.021101420380370165,-0.008405817641481019,0.0467735186333398,0.054832258577442755,0.1429232659302378,0.00022204110692275523,0.09258871544194557,0.01540501976706477,0.08996336171682477,-0.05371174414358822,0.023732378972869915,0.03848611001918991,0.026695639566386743,0.05765863974718041,0.07262105831791897
EREG,,,,,0.16552271834440346,,,-0.02598291286998924,,,,-0.02925428657559816,-0.026515813151390923,0.016290243360834046,0.040282197658756964,0.024293277613047882
SPTAN1,-0.015663946125788957,0.015689279146069317,-0.01572277022941421,0.018043430491945695,-0.006914448723603181,-0.04856707376599364,0.011129497295718528,-0.04908954666335316,0.04624247767581112,-0.07372408033518649,-0.03969802835379622,-0.014656838511785631,-0.045226467353797824,-0.054439022021053954,-0.031050124547933697,-0.025121711756250022
PTH2,,,,,,,,,,,,,,-0.026766334139950953,,
LIPC,0.007934437674114305,-0.021474233042457175,-0.021695825387558803,-0.030855561427272454,0.056070544069172876,0.08901243999762237,0.006389929821881855,-0.023497800258026936,0.03522955778045151,0.07332873919859113,-0.06475002488497618,,,,0.08772484421524517,0.0023958452397664243
COL8A1,0.008084555962803589,0.004254986307474999,-0.011264815642016337,0.024632878896795437,-0.010402456398942331,0.07750141019210463,-0.011426878025215869,0.053953338633490444,0.032513412950292586,0.03165140624638318,0.0627842328048385,0.06399722344973924,-0.014064611331833678,0.013670171540123977,0.15502070701323512,0.03140836079713928
GSTM2,-0.043455769021352376,0.04697454483725796,0.03268039338982199,-0.02402370519137462,-0.011636973593595406,-0.043926199985884914,-0.014962156283058737,-0.04132614303147369,0.14987176092519947,0.024465782546628897,0.07647834448568631,0.06589240269161896,-0.007040576893643489,0.043823052419999765,0.07125516632869468,0.045070082032116085
IL4,,,,,,,,,,-0.040246939149204373,,,,,,
SPX,-0.0691903922123747,-0.024919980462571004,-0.025944272179333618,-0.020972443883771882,-0.02398047091533657,-0.041050484410933015,0.00979002980960117,0.016215467888627794,-0.0486303970774862,,,-0.03725619345144104,-0.022472364338695823,-0.031628305152331705,-0.07456522979131525,-0.05706193902256308
MFGE8,-0.0445349254054856,0.03684003602650932,0.029931420218416077,-0.0030136304489932044,-0.054291297730140395,0.01946416132117276,0.010691111588229359,-0.0021845189798243656,0.011990949424951283,0.053258637487664136,0.008932356557838257,0.05708910086644643,-0.01923511416996235,0.07681961331394034,0.05612493145615607,-0.031479332414688574
TGFA,-0.0007023782310060722,0.06836646667542086,0.017624530450324166,-0.033035312053387,-0.0007868682638292516,0.04940083110837474,-0.061848536962992244,0.06397231794033312,0.04728191210562711,-0.03737816736412753,0.005180941864567459,-0.0024668142622067926,0.08490222059818342,-0.009530571369307614,-0.006363041092656839,0.01991008451537152
SLIT2,0.024345419622610897,0.007570152559109384,-0.03758749508964114,-0.014278419475979085,0.013424409890572435,-0.0375170246663507,0.024185047902495992,0.008689116389693883,0.054726802335941606,0.0329598058814044,-0.03399154733037962,-0.009464420030354201,0.05699405043423275,-0.0005962233171402863,0.06589039156878937,0.04501000628831968
PLTP,-0.04358212626711346,-0.014453247785048244,-0.044924424610821356,0.06695319231377335,0.057378312440720926,0.17243019645582977,0.04089115879126178,0.09107281729414493,0.08544720339653736,0.10046779378430944,0.010094066461672208,0.07438955281718254,0.055355790507881454,0.06589699292307571,-0.009018190687245537,0.04200264711241298
APOD,0.0017618941417800538,0.05371281953114791,0.03400591973623898,0.00010251512154606274,-0.04491224338344589,0.04933731801804943,0.03636920158852668,0.04122679380666527,-0.09358055185925486,-0.03851686841249015,-0.013944336088201593,0.13582379056705632,-0.03009239657134739,0.0036291840535082787,0.014003956657170694,0.045313606384933015
B2M,0.01612279397369576,0.10747798751646225,-0.04608899646602909,0.02596732374178737,0.054172117131824786,0.18307443506345095,0.056305818401701874,0.050030535298763404,0.0587664452526929,0.12496356535996525,-0.020663859559842637,0.11157851361566622,0.12371184190714876,0.057318932680827404,0.08131132168102884,0.03727576048084439
OMG,-0.02557179454569447,0.022137187778698022,0.006635956777026681,-0.028735611268140233,-0.07470228030937337,0.001091575073459956,0.03269279007256218,-0.03566840354988395,-0.04260690542987936,-0.04016299873759288,0.07005484905173359,0.14640831830093246,0.0006368256928460887,-0.04429905818356763,0.044194600657058554,-0.00564463966187507
CXCL3,-0.00022644717879733543,-0.03538636690025065,-0.02963652380898079,0.04820115995632529,0.10328150058170157,-0.008995496004396664,-0.003505305114378881,0.03921150395274576,0.0028300150230225946,-0.0694131728994832,,-0.05485594040280241,-0.023240312845108597,0.020416608912669016,0.06368194804788221,-0.008040884005968087
CXCL10,0.08308197069172259,0.07450456194248302,-0.026162117945258807,0.0404218138531253,0.004994234974825256,0.15965392590545235,0.02848433121485111,-0.03402754752799057,0.11546668923683027,0.021591619161987048,-0.06652238048219616,0.043491134140963984,-0.024276159720713994,0.008944515230810515,0.06190053810175722,0.11814199035583854
RSPO3,,-0.022968948208555946,,-0.019939471298756468,0.027026278321873397,-0.03054673085888447,0.034509510234103986,-0.04544265522396008,,,,-0.008904689440440082,0.013457854899147232,0.003869223571836215,0.04462042337275919,-0.044354463074112484
CORT,0.008128882042300514,0.007236859126827342,-0.02574484673788827,0.021952171504328506,-0.010079587404942256,-0.05286796156684794,0.010744474089810302,0.011668778429545171,,,,0.06611775287145781,0.0669549975045771,-0.027991621575878072,,
NCAN,-0.07487480498876149,0.048746505450391504,0.0634917174907735,0.030452191415370623,-0.020659956830637195,0.027628006952623622,-0.059064030749035636,-0.035022618544201994,-0.08158277824585426,-0.034615642177247254,0.025089304774592536,0.10487650597882764,-0.021710183802620898,-0.035046725657728754,-0.10466834532662309,-0.03128177352693189
PRG4,,0.0417350768592817,,-0.019679398282623654,-0.019448632114075673,-0.026461768069864413,-0.03055428234903101,,,,,0.04715277770750846,-0.027946839297463315,0.015752006937643278,0.07261320996588397,0.011362670723937665
ZG16B,,-0.02344790429601685,-0.017346493412106104,0.027906433193411077,,-0.02856973101758067,-0.016334122086388476,,,,,,,,-0.010804491422617192,-0.021073016057145674
TGM2,0.01862687803540984,0.03510273382115605,-0.0014188019542320416,-0.01717513196719897,0.08549279643617853,0.061474709577287276,-0.007424574510758511,-0.001981596974212157,0.019836623057513502,0.035564750157129704,-0.030880825062857005,0.058368893566970205,0.06537452140406655,0.08153675990514958,0.09939167585562395,0.06273633321877971
VEGFC,-0.026990525720975857,-0.0322876352162655,-0.02227356554636018,0.03207251296588543,-0.029937889477275586,0.009132285085968028,-0.003646218573291801,-0.02936057841007954,0.008492254579049157,0.03154837457624471,0.024427178135984006,0.029207459264104094,-0.027416034666430257,-0.02872514489272567,0.02848094282260733,-0.052869198338237854
WNT6,,0.03417765879035359,-0.016041980223810898,-0.005562738685660726,-0.026798342644946335,-0.026021683878119307,0.010786603501246893,,,0.05407614835047357,,0.008248830012650726,0.026396152462086746,-0.022337013991709707,0.0015895445780094815,-0.021774747948062105
NRG4,,-0.015573933473364629,,-0.023950727961209676,-0.027702033099538004,0.014910581151967322,-0.022472314168299545,0.030818914831801752,,,-0.032577696556338895,,,-0.02222530473057149,-0.007684363611926989,-0.03274588112636767
PMCH,,0.05823095360710664,,-0.03318606695458624,,,-0.023908630681523324,,,,,0.1084816037246911,0.005328358111143126,0.10061774628743753,0.02093927719610178,0.010978437597244007
COL9A1,-0.023500872375964658,-0.039597296010902915,0.06175622918942835,-0.025014787294201816,0.03898352517194456,0.12106222682846117,-0.03692985624851202,-0.025622717667459525,-0.011487748127882674,-0.02898342461142859,-0.030258080970936102,0.11867849693083612,0.053232643550801324,0.02316020603062578,0.019411483257793835,0.06481135303581427
GDF11,-0.029381416373044485,0.059658080905517934,-0.02346577846769982,-0.013422349817195707,-0.04978566470929577,0.06110177428211474,-0.022085646012417342,-0.019035735071202483,0.12584498301564642,-0.011717042219034851,-0.0014802859252846846,0.016900453697302992,0.016541207431750603,-0.016992756861182363,0.08822005748270237,-0.034270734138370666
RAET1E,,,,,,,,,,,,,,,0.024555009521004537,
IL24,,,,,,,,,,,,-0.02800282072982852,-0.01781053354607511,,,-0.009416623973039532
SORBS1,0.0191602161011296,0.03912013366005606,0.002014707615865127,-0.018631507565876133,-0.0491290097987968,-0.02611616829865312,-0.018905356434463585,0.030148559854406988,0.004977454841341146,-0.07100977598334066,0.005377911359127144,-0.0041746429279700984,0.022720097173594363,0.06383488482257266,0.05213310891562176,0.023128623184619224
DLL1,0.03149942617949692,0.03472007656783367,-0.02957974774308625,0.026188107505779965,-0.004440126267359642,0.049529514043496564,-0.03996931347065083,0.08720379567199907,0.03271672273406867,-0.03695505414015461,0.014604805401314527,0.08699773793069643,0.021594144012224255,0.011059343888914915,0.12524095102863136,0.018619954720467794
TLN1,-0.026869838495565387,0.014822764678768958,0.02051013814204893,-0.05499494647227401,-0.029806683202895087,0.09575526464262342,0.0070856842899043775,0.01869836377229547,0.01118724129787184,0.03325161022549267,-0.03559496983486857,-0.05415362077869297,0.05141866569820175,0.00845122809371451,0.07857448578888565,0.026664918386087342
COL2A1,0.011315116801544033,-0.021331489943953938,,,0.06649144427457349,0.04229473563265825,,,,,,0.05524643226937191,-0.007557435734693131,-0.02695770517852749,0.043671678289817085,-0.029502281276579008
SHH,,,,0.007766558695890078,0.0008745618654810914,-0.019200666363385046,0.008650438417542164,,0.07746425095435168,0.08473747177880735,,2.716360641703158e-05,0.07757748980460308,0.029999604368177266,0.00608648501273266,-0.01615970990964339
PON2,-0.08462941678176521,-0.023158238856032028,0.00985975765229063,-0.014550731790123967,-0.06869919494569927,0.12628039399424187,-0.028574886332879204,0.008355628231947954,0.024422930117807173,-0.05759975420383549,0.03146217680479838,0.13128781588327443,0.036943930239498525,-0.04343290269674785,0.046510548045378276,0.009010186998173969
ICAM5,,0.010707013804747414,-0.020649631316291616,0.014480794828781302,-0.022011044324767647,-0.015497470059036646,0.00632864622445668,0.07891189134015279,,,,-0.02722365553002831,-0.04880951006695045,0.0063811407520632055,-0.005013898860496888,-0.013293222663213476
HPX,-0.028795752585271416,-0.015750217939550497,,0.01533079122561658,0.12069117021297929,0.053538054740579516,-0.023248425055855868,,0.0022591563793932534,0.036586147884003495,-0.042380526518550496,0.03021979148431142,0.03938310508828153,-0.02444243051104156,-0.011381237532453481,0.1067288374306761
SFRP2,,0.03697605743492474,,0.015384693764286474,,0.0005434255745539692,-0.02671549817316508,0.05276652260183647,0.047344316630738716,0.0447295501786659,,0.06761112114833782,-0.02779770906065405,-0.0024967089902358025,0.09605653857302945,0.006047382940215384
CFC1,,,,,,,0.01950152462014727,-0.02668975983800538,,,,,,,,-0.028974952476970562
CD70,,0.083244664248315,,0.04435164440972219,,,-0.038345346385047115,,,,-0.03535625923182552,-0.007107046927460344,-0.01459591579226091,-0.02114128813206938,0.13559541733322317,-0.0575252487069536
