,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH8811Abulk
VEGFD,0.0184160329154006,-0.021714644328563213,0.004349991150374116,-0.01605973479480375,,0.07752134504201538,0.027747244043102744,-0.01970491905964437,
TNFSF13,0.13223807987837916,,0.017755238395772453,,-0.014323537848417873,,,,-0.022813313140244575
WNT5A,0.009172647458465622,0.024492026496032986,0.06736263271602067,0.04888450965143989,0.004577708403799379,0.03744686454290793,0.021366707535918687,0.02331132528821624,0.01993506695338833
CXCL8,0.0516398560146758,-0.0203323058812503,0.012375471361720687,-0.02300437518702833,0.05326869949968647,0.03669598904763307,0.025733077965462932,-0.03670379450828029,0.10358664703741884
GRN,-0.0056552849910027235,0.03943117021131831,-0.057381997275218304,0.0051232141298544675,0.02307851393129011,0.0162294012924283,0.03863111819744185,0.02058380394979855,-0.008514085653668488
MIA,0.043690208198769766,-0.019311486099435414,-0.046056524649920536,0.057239175980750935,0.07530229287374492,-0.028940944298676677,0.0007849956691585826,-0.02698678968054842,-0.03093222351914775
COL4A4,0.04211497082818393,0.018379996594318364,-0.04420463692545571,0.01297697945150582,0.17985288066254285,0.09805083774807216,-0.022525022939626587,0.11662280105112688,0.028194436467819706
TAC1,0.055614266857304015,-0.026676559100273632,0.06984261312368358,-0.04361401618621287,-0.036652433505767336,-0.03935968590177855,0.019131663912805946,-0.04639322630536827,
RARRES2,-0.04056030026476992,-0.004642075097448391,-0.009970473912580238,0.06010458515419238,-0.0514151182834156,0.06910183738636252,0.06763298437537621,-0.003966149993890527,0.031854149248971876
FGF7,,0.0015731290503928222,-0.01725370174858826,-0.0307497215119301,-0.0009714239071844788,-0.028064657579798022,0.022232031823425397,-0.010721609941566942,0.003589565275877974
HBEGF,0.0037256226723280847,0.01284278319618541,-0.02178878455204361,-0.01738864667763473,0.08988842054315233,0.08987724662409283,-0.03537892938744379,0.015563665313042764,0.06667718059049516
CSF3,,,0.02068488192582804,-0.04685766135225963,,-0.014382083564145439,,,0.08653777577082884
PI3,0.1112684258440259,,0.01252164827023266,-0.025117751459836704,,-0.016194415916184268,,,0.05871783410489593
PCSK1N,-0.01160593731994468,-0.02783887112006849,-0.021495462069878558,0.018672023444602823,-0.03968547902980098,0.029766499675391633,0.04446584374598522,-0.022040505289644782,0.022549879072554423
NTS,,,,-0.024562706070974535,-0.016636952172251775,-0.01767731074079529,-0.02573222034234893,,0.0031582188242064635
SFRP1,-0.04836428854620048,0.0280386966184861,-0.02159646047168713,-0.018321376226941997,0.04022382283645179,-0.028829959243556233,0.053130102317164814,-0.0003029845368959448,0.06484777144287333
CXCL13,,-0.03665984502414535,,-0.018156717815562058,,,,,0.09524535558950027
MICA,0.07724811285268329,0.020317475258422726,-0.027739566618700095,0.03482863039214971,-0.03531247668724223,0.058334750700753425,0.049932252261216226,0.04776455224028831,0.06234793663876148
TG,-0.01951377903699098,0.01039234003598828,0.02694880592837537,-0.0388589358921755,-0.019203428528224625,-0.01735788812602546,-0.021736049522626793,-0.027618469173674786,0.011951216784416744
ADA,0.04253112874038613,-0.0005461548338444365,0.013910725750204191,-0.04640399209159645,0.025697574952841442,0.033816940378508485,0.02985260919464869,0.0689682987980231,0.017405868125718576
LAMC3,0.0320799650232637,-0.017523048732175268,-0.011678042810685624,-0.028445696424156276,0.03913494382332684,-0.01806967425224789,0.02046249725749016,0.0252976986977605,0.00481172631164485
CCL7,0.0298298316387421,,2.160273237360327e-05,0.005719515418924072,,,,,-0.017818954852757574
NGF,0.040006443475460056,,0.04569686146754606,-0.02569484086111447,0.06360980062675824,,,,0.15134825505387595
TNFSF15,,,-0.002686581735514948,-0.017823164439076816,-0.022250836398220508,,,,0.08569672357090849
HMGB1,-0.06615816145616395,0.01782406621750143,-0.031725256410361266,-0.004132348729937981,0.10178929590306088,-0.004909577739694761,0.01203702716121517,0.0170011906306653,-0.0500326258340118
ITGB3BP,0.020195559062586164,0.060312586577748156,0.02142909478899546,0.043911577116873476,0.08722691210330652,0.029954391100218195,0.0035744400535023422,0.051265200118434745,0.0831153475546016
AANAT,-0.007085012816013396,,-0.01707289025983475,0.0992608388735387,,-0.012973028581662162,-0.019547356361567073,0.0687031728353279,0.0392905451536979
RELN,-0.04092628128703173,-0.04837777051469503,0.048355944855468846,0.09602926787225799,-0.002989694380039077,-0.03806693627664388,-0.04303696880061211,-0.027304238259484106,
IL15,-0.017526349937897076,0.07189431873271945,2.91729110802234e-05,-0.028359136571543125,-0.015832792894272748,0.03835988149318342,0.011435188232141258,-0.022873933761618784,-0.028638924842880508
UTS2,,,,,,0.05707570410354462,,,-0.013312006060179198
BSG,0.03158633562488863,-0.004896415838697381,0.047383089781096586,0.02207206899327538,0.07059085783981238,-0.012556171968033136,-0.005002339015102438,0.10192088607316918,0.09086397399159989
ADAMTS3,0.09527756822227672,0.0030936436453381133,0.04626659795695625,-0.019027532427876376,-0.025502049125047617,0.02766228617494623,0.02661994323184074,-0.0290022521086352,-0.005267405586905423
CD34,0.0017649685370617525,-0.007277121314439099,0.04113969539599767,0.012428811438608129,-0.013211792953427311,0.05210280063101943,0.02545204766730461,-0.011026909940270918,-0.005584160766800338
CCL23,,,,,,-0.014761247193187721,,,
PLAT,0.019205552298177424,-0.0464533941739181,-0.0006471172005816922,0.0041241267944536805,0.06234688271716269,0.08563849980323535,-0.007973562623201272,0.044081315829799586,0.020940478574317536
NTF3,,,,,,,,,0.08669676839248974
LTA,,-0.015160689868392911,0.10079016519016376,,,,-0.018826141329316513,-0.008491966350048214,
CKLF,-0.03527974236780318,0.059645110261984095,-0.027272070874774172,-0.007913979208226516,0.004049419505212367,0.02138708523462281,0.02247431581220152,-0.004351692688636428,-0.02099050135338287
CD24,-0.03287448151878318,0.03969235312990435,0.03176467631672194,-0.004357782232943348,0.029970447236481953,-0.04136293607639407,-0.021625380693480023,0.015499451374004712,-0.0035424284240051537
HSP90AA1,0.04847673950120144,-0.014126270309595805,-0.07035491155414413,-0.010749843108633044,-0.031194962424936655,-0.11467788681334534,0.02553335671221971,-0.04367680595359455,0.05358111082336988
BMP4,0.03198161406910558,0.024647035822335673,0.061479239511280905,0.09599850207029907,0.05500247280358577,0.020548082387251757,-0.026889947765708463,-0.01949095649197849,-0.053269529411648864
SCGB3A1,-0.015334072327650447,,,0.018270754281296715,-0.02021084015327948,,,-0.015961130453983903,-0.02712120258015865
IGFBP4,0.03298255497257826,-0.015405906345450138,0.0015835889684286447,0.022853776607736628,-0.005615352270316086,0.06184011912895416,0.002907522963934168,0.09148229591484752,-0.000434365298532731
RSPO4,,-0.02450898668173293,-0.03305716491401224,-0.004883115569355326,,,0.003558207320260325,-0.010411057750044965,
LEFTY2,0.07736093050148782,-0.015346886206562407,0.05887913605676583,0.110442381766369,-0.008179902856988214,0.044278685032481134,-0.037049342205801694,-0.028237619266654766,-0.015126274832702364
PF4,-0.015906638561282105,0.0806348767472627,0.06320549205548899,,,,,,
ANGPTL2,0.028404688197288537,-0.04558572487343624,0.0671526182954741,0.00758848681007843,0.060902226857542985,0.02762087310157082,0.01602634976951337,0.060281637354421956,0.0003229974794778708
LRIG2,0.03526910226218001,-0.05150604964620595,0.0065914874239334014,-0.031882087286088705,0.017489877669799914,-0.010437305238870516,0.018983840066114963,-0.01594485607912074,0.024941862107494016
ICOSLG,0.014928728888780987,-0.009401815026948724,-0.05483398956052263,0.030505177333171273,0.0016296978857844942,0.06349907075206501,0.044774039672686054,-0.030075064543697905,0.05401956618351479
WIF1,-0.003922145200658494,,,0.010563096645573287,-0.02589548724695058,-0.04626486849009757,-0.016896584815594032,-0.03725124324747996,
NPPC,-0.03208018876712531,,0.11851941068353924,-0.03850560458273733,-0.03877442538590895,-0.011090331788321209,-0.0071203973640239435,0.008923470342937757,0.05825271440726704
LYZ,0.04491369796274978,0.006492376652293131,-0.0014875204233745663,-0.03467842538529663,-0.0022495703344121653,0.059905814134467925,0.0023197127799831335,0.007412607715458678,0.04521944608457311
EREG,,,,-0.006527239790787911,,,,,-0.03616928322294012
SPTAN1,-0.08648552076717417,0.03567396284112214,-0.0007216190152519714,-0.02294863245580442,-0.07235704217384889,-0.019382779772930684,0.031421103784708415,-0.012540348169818933,0.028557128496896168
LIPC,-0.019473906576110953,-0.005031244762819895,0.017609966376089862,-0.02137082804606147,0.03749328132634866,-0.021613618886668993,0.15103176752681813,0.022900219485941207,
COL8A1,0.04993671415052169,-0.037524329753504636,-0.036017396761687796,0.04700972820845469,-0.03317098263146582,-0.01927585465397711,-0.011899693159273094,0.08572958361410657,0.011399201101169647
GSTM2,0.03933830039667674,-0.030219003072715363,-0.005530096712150798,0.05108854429692916,-0.013388758319015183,-0.029431069869584808,0.007813358812896992,-0.005641089229836944,-0.04287161945892871
SPX,-0.03149596722786234,-0.01297621690894415,-0.008924162236954365,-0.03397357451114569,0.02169527206102376,-0.04549759871339515,0.07460694282459689,-0.0622847608285053,-0.01796589110209137
MFGE8,-0.007258083166810913,0.06405536134775275,0.03786044567750821,-0.0865715173955633,-0.007228019323799692,-0.023220466467660284,0.005571025557279962,0.05478315366756529,-0.01793714079824559
TGFA,0.013373259711636862,0.02272161768329988,0.02938177829086392,0.011506636796539321,0.07014654049239905,0.0710238694056053,-0.03216531613170668,-0.012836033155853802,0.01420584292738588
SLIT2,0.05638496470268999,-0.03595884155332655,0.024594694688729345,-0.026429676075396532,0.007536089412540729,-0.007924051398484953,-0.01174380479291814,-0.03804264515815754,0.02058717445409479
PLTP,-0.011722098484866786,-0.005079824352733751,0.014578609683217182,-0.012617264653797412,-0.016302673782442254,0.10663175611418654,0.0027450907892904953,0.0188082452375634,0.023040275171628804
APOD,-0.0360427669065931,-0.050397592498682905,-0.005225681805813815,0.02414707001395986,-0.05368170347561142,0.03108659290471265,0.035805185248173166,-0.012159544656172975,-0.03260574537235696
B2M,0.08168932344184603,-0.07278356231394613,0.013861649266681889,-0.028431353470060733,0.005975915455815891,0.09548670683359625,-0.02500594900974808,0.08655887293616657,0.015173323410761655
OMG,-0.07037468185930858,0.00045840502655912914,-0.038205321823176805,0.010487464618798516,-0.021392375086578454,-0.040053795220777386,0.01197836039841805,-0.06096205392096334,-0.07842956173101424
CXCL3,0.06599430001776918,-0.028352383187466735,-0.004035552846996572,0.03741458455877053,,-0.01703296638345359,-0.008300282531054,-0.016473376499919378,0.07017495688289395
CXCL10,0.03237529052111024,0.0030997642736984967,0.05040803295915983,-0.025108157263546243,-0.02164163422132015,0.09569285591246367,-0.025847718383101983,-0.02617818882951486,-0.01840035683629961
RSPO3,-0.020829388909051713,,-0.01707288899834146,-0.021370814869897635,0.014692160296339785,-0.021302400817834237,-0.03307052028894108,-0.01721436094918432,-0.028705180021848513
CORT,0.04871836290140698,-0.02462933117662134,-0.038287264522927016,-0.02593671052143214,0.017711251834381197,-0.03686857729298691,-0.019798110879043353,-0.014940852761060913,-0.02031832409144889
NCAN,-0.07149176715345666,0.07267569461863416,-0.051837729113776876,0.02768605015279777,-0.01753510162957319,-0.013567314283387956,0.038482081723437124,0.01797479712016933,-0.04846512745666981
PRG4,0.052159834968827354,,-0.01685020517341094,-0.015301426721680415,,0.1077927734061171,0.03201993049249995,-0.020126433588434366,0.06899109507591565
ZG16B,0.07526248117260544,-0.01659487567937588,-0.004605790063905183,,,0.056054325017615085,0.0765482361082825,,
TGM2,0.07220498012697955,-0.005792739368121013,-0.0124172079686899,-0.03219374103859812,0.0390803203873196,-0.006809803008902003,0.02394252989524812,-0.004458649205012628,0.006099037361709794
VEGFC,-0.029280039502316866,0.03827387959041079,-0.03003157742550426,-0.02355396612735359,0.017647070614729206,0.00724123955311111,0.036778483214878664,-0.02053982771388939,0.016436891486132053
WNT6,0.029279069464287256,-0.015346886609333811,0.002845838014314229,-0.021083892884546863,0.09767852424652292,-0.01814676478761223,0.019325781104346674,-0.017926124430514365,-0.026600489826971895
NRG4,-0.01412322036755575,,-0.02050747052338883,-0.021794881358641598,-0.01988023217751333,0.010116933646078722,-0.008829521648846227,0.03373713074584602,
PMCH,0.02523696318165681,,0.047452167933399236,,,,-0.02189594741559082,,-0.018111741031167645
COL9A1,0.016566016866490216,0.008112347559682626,-0.021418556209043746,0.00013325398969602848,0.042024913363162504,-0.006452103795652418,-0.033159945556527876,-0.027304248732395214,-0.054128931408844935
GDF11,-0.003306453450248553,0.04622263536594579,0.053324498455601145,-0.048223249258504866,0.06602926736065942,0.019908135786504723,-0.0227832400229794,0.027250602637933594,0.043442333627760954
IL24,,,,,,,,,-0.013503677675477251
SORBS1,0.019882901594561627,-0.014018270483208133,-0.02036098202339727,0.01810885037853208,-0.044743671711993394,0.08724122186472029,0.03501674935292351,-0.03810925873970538,-0.0018659872164096393
DLL1,-0.025823064599385413,0.051297845281198906,0.012176115305643616,0.042210336782055165,0.05219881705582,-0.02131481788598803,-0.0025073051198870877,0.021272190166888978,-0.03672164147599456
TLN1,0.02195459625707643,-0.0019315999137617956,0.05247548670903243,0.02344088086828041,0.0018735796552972312,0.06113954260319053,0.018695775579817383,0.008522979649886228,0.05362356932589147
COL2A1,0.00875198399266519,,,-0.013666495316349482,-0.017593549872345127,0.07546357228217732,,-0.01672385918130316,0.09232970455572748
SHH,,,-0.017510129744071744,-0.03464549027600066,-0.019203430581141594,-0.013389985747799683,0.020036585017956646,-0.015961129058881737,0.05667535494029625
PON2,-0.05028662138368598,-0.036975414501050984,-0.09279373412714065,0.014688348550584708,-0.023714740312402973,0.018620689617629034,-0.01585399618110532,0.01074339331946513,-0.05710124315577338
ICAM5,0.0518547417085548,-0.019754889727721662,0.0062390932288609365,-0.013953213583922064,0.012724991733177845,0.03820284300357695,-0.0071970558159404315,-0.019368708457461952,0.12652878517611837
HPX,-0.03831734087223952,,0.07144430162089356,0.11713994711082522,0.02935927325735963,0.05431774426117705,-0.029356264021488464,-0.04057000451932512,0.019223928163715317
SFRP2,-0.020386690023994472,,-0.019942140208183332,,0.0132465881949674,-0.013593895065343498,-0.0014336327961650232,0.024578577158336896,0.05306383642861243
CFC1,,,,,-0.027440895980288624,,0.010234670591181933,,
CD70,0.0005995273771613543,,0.036482847615777254,,,,-0.035117347340534184,,0.05299633889235172
HP,0.01664468000506617,,0.04477775910103852,0.0010188767870034467,,0.009613908745314337,0.009456191651618115,0.04305424369006846,-0.024241888306606056
CXCL2,-0.007724230399848988,-0.02040210348409064,0.024533293219278062,-0.06431255340042868,-0.02509895563559499,0.009071102880590926,0.015026592846457788,0.04291301651079802,0.0500862268189726
NPPB,0.0501088488235832,,0.03330537150728129,,,,-0.016484935978686138,0.09157889803432219,0.034920121707776704
CCK,-0.013573545173012328,0.006561861896004429,0.013526407713189255,-0.08252595636467999,-0.10136172498177268,-0.07152703909196324,0.030951902820966843,-0.03819328767372663,0.0008063342845915961
SEMA6A,-0.00744708467743486,0.028738144133033428,-0.05725859899219818,0.050607856392310684,0.09041106339758824,0.03510959858939129,0.02183305074560047,0.01188470404743901,-0.05118772200795319
IRAK4,0.02593740243699037,0.044455030911529865,0.036828214178140604,0.03532908659744788,-0.004910920864036377,0.0495811034056673,-0.01191598578519796,0.04338585354045633,0.006631574766338535
GSTP1,-0.01954755019609741,-0.029070715754134002,-0.03864738901390534,0.01107730602323981,0.05913149757937882,0.060809436198217506,-0.0016699941638206066,-0.014991361469952412,0.07509627122914403
VCAM1,-0.010948092349395928,0.03288915923316069,-0.04587400498161509,0.05444174352055662,-0.05583018710183854,0.06256894444785821,-0.01700837157369963,0.0538769134270605,0.05298335694360198
NXPH3,-0.021589470857717702,-0.001081821215211782,0.05534905952132063,0.05563771463234901,0.04555299490473435,0.06754540156046676,0.062486792670288754,0.007420337369827669,-0.029570237425736483
MTMR4,0.027372775247687834,0.003042449141168935,0.04275236078587947,-0.02957024497792448,0.023191425879425756,0.0167669131332972,-0.021685762245060823,0.003054933297264262,-0.028997924113751468
LAMC2,-0.015527144848592078,,-0.009443522283544357,,-0.022250834211331838,,-0.02075269526871475,,-0.016601539862440028
IL10,0.008212584034773861,-0.021981678519450695,-0.003936871087654561,-0.02425013668061019,,-0.022351062550829623,0.01845399727792656,0.018478692346150485,0.02573363596337142
SEMA4D,0.027910087996829848,-0.021542523596931106,0.012434042407808333,0.05215203263906717,0.03278498288659663,0.010493975319280344,-0.007613995596393113,0.02754527085567745,0.02167007248352776
TRH,0.058150265534609856,,0.02501235173924474,-0.013448867536089159,0.019402085687695334,-0.012402268272102546,-0.025239110926443275,-0.007602283687484526,0.025194142073343993
SEMA6D,-0.018466422955487564,-0.0677759899472996,-0.03495249631704622,-0.06905768182970508,-0.01583600094909227,-0.035636990468257065,-0.028196363960085763,0.07396671520911112,0.06106165555061338
CEL,,,,-0.012468039677762843,,,,,0.0011358427447913893
PDCD1LG2,-0.0009167381095220224,-0.006724081354058339,-0.007221403766317636,-0.029902391277648245,0.08142759451933282,0.10592704465261522,0.033462311936651036,0.011712590954749458,-0.04309981854595265
SPINT1,0.006905072912808967,0.015382866070937255,0.07255487670730779,-0.013578362185472294,-0.020210846328707708,0.04487947011058849,0.05917407363633786,-0.02698678861891314,0.06798227315891497
CTHRC1,0.028302481518062736,0.005917115859577813,0.0615873278851151,0.004838810381033748,0.0797322520600076,0.060545551408684534,0.009761114996964089,-0.03282355629029448,-0.017528966821230937
PODXL,0.007567914251418299,-0.014796031347841477,0.004148108470567492,0.03230319812140694,-0.006535380169587128,0.120429471453094,-0.001972974946281288,0.02289340758031499,0.022200176695404222
JAM3,0.01493687151875187,0.04617714044683051,-0.0021477311174788296,0.011802954057912032,-0.008046384309713774,0.07170317039728798,0.009276248668974151,0.05079566020996563,0.01781609909886649
TGFB2,0.056735666633479814,-0.006036474691811153,0.049490508795058806,0.0275764621211298,-0.03562470628272836,0.10948094718610332,-0.04621456506262127,-0.02109771639069752,-0.0009895155655357294
COL18A1,0.03678880834995964,0.005896370622218086,-0.04023823409561085,0.050667932479650186,0.03900712839376646,-0.009594656906339939,-0.016204942361364036,0.05280724797304329,0.03455043678525815
NODAL,0.04602398064903052,-0.0147816248692157,-0.034484593389592005,-0.020280262063489193,-0.043727332402494413,-0.034987690770352055,,-0.015348418360845887,-0.020186650926115463
INHBB,-0.04851145497558078,-0.03187213456062761,0.028661649867803823,-0.024130778555923826,0.005564720311210258,0.06718542115647382,0.030161724815627424,0.07100579045057306,0.04288388600013124
LCN1,-0.015527148342262891,,,,,-0.014947421087266679,,,0.06148535886366502
ARF4,0.052112609577810394,0.03140342511814366,-0.015823621661547486,0.006681522436218333,0.06141049340774543,-0.019357517094263667,-0.04461904717558069,-0.010673546793411592,-0.030685759165664094
CXCL14,0.030174137188736683,-0.0372865539755062,0.01043137011221182,-0.022730007511033996,-0.08340917979190539,0.041118844015425135,-0.027355183027149503,0.032968677083418094,-0.03718082879798147
LIF,0.025047098664222108,-0.00158444250814045,0.0249224876078568,-0.027057318759496362,-0.001039051392519971,0.009844944065524908,0.024747818569788343,0.07806198282916232,0.08656446337780806
IL17B,,,,,,-0.024685887985479882,,,-0.018684979174453165
MMP1,-0.02140673801482118,,,-0.013448864602257497,,,,,0.017649778330254853
MATN1,-0.02038669280217035,,,,-0.0190307788142853,-0.0156713548098688,-0.01669197384788387,-0.016723857100098907,0.054720910280933184
ADAM28,0.07871101701661931,0.05407570485388788,0.021573100219656176,-0.059512472217519354,-0.027844465991079505,0.02666414747226815,0.03533864812892964,0.026834056884324803,0.024383431190775767
TCN2,-0.011650818210451849,0.02870862308898489,0.02274235642896059,-0.04362145070983775,0.05953914253304437,0.008520692194231095,0.00812908356825242,0.01870267445418986,-0.03221012677894707
THPO,-0.026564704838904087,,0.10360325122431863,,-0.027062597267718033,0.0455124902161041,-0.01760572560020893,-0.0167238590212105,
CUBN,0.02508072076771044,-0.016623243499599757,0.02284851837398518,-0.03377706887313408,-0.03385520568772737,0.005019810913936403,0.024416289959692597,0.01700566744023935,-0.029213281450893098
TIMP3,0.036912672320515594,-0.048959126111070415,0.03878096855868995,-0.016657892010336933,-0.006431987829317586,-0.008328550566699035,0.04742240299669591,0.022835824659393274,-0.0752591034359492
PIGF,-0.005289234173171788,-0.06257930604648479,0.020735262352928257,0.0328213232614106,-0.013303075672452631,-0.0018413345741533547,-0.005112531580340812,0.05382550689105102,-0.037085683678848964
CRH,-0.018191902922068022,-0.018550900234155312,-0.01975031812822763,-0.013666497823931626,-0.016037395055858245,-0.022985203002064147,0.05910704260052333,-0.022873931653884814,0.01948811117402996
BDNF,-0.017044400815690103,0.0031098002218887455,-0.004938173318129013,-0.02979512584258108,-0.05418930515628854,-0.013818938438929172,0.0015377600314287901,0.017527596026072945,-0.0031131467990422523
CCL5,-0.0054333807550404675,-0.015219331604222716,-0.04510800039926775,-0.020110645359960357,-0.023426687086059675,-0.033930772663180044,0.04625388715717703,-0.02268792589978558,0.032385617434484676
GAD1,-0.0025138619530762595,0.06839148759857577,0.05709954217530787,-0.005826454216691986,-0.10219993486148483,-0.03156251764385741,-0.01085613355230531,-0.03852017377108958,-0.006243708893388818
COL14A1,-0.036792936338810825,-0.023149182513165913,0.03807507919060485,-0.05248105922246287,-0.00991365811808445,0.0024174966488121137,0.01192141474284795,0.031882095692579604,0.002001650877107827
HLA-A,0.03768838349217258,-0.06829951226145237,0.08877344498104225,0.021571582375368766,0.038472778095671546,0.08604341436267672,-0.012576164440160695,0.07368329506278747,0.08179103838046703
CD5L,0.0582262378001302,-0.06293805726570609,,,,,,,
FGF18,0.06655255817011511,,-0.015691480055455218,-0.018646708486559995,-0.022250830970051604,,0.012951589300205247,,-0.022090121042234206
ADM,0.06815571021281007,-0.009075531041422318,0.0325673412133025,-0.0009993223963583409,0.006800917204094325,0.04727877008492858,-0.03739461686042117,0.052227119062593565,0.08766725070854389
CCL15,-0.030351575095854264,,,,,,,,
GNAI2,-0.04609194586927629,0.04813619111040414,-0.04212642641451142,0.006123263456131519,0.026266054688215922,0.09547509191661539,-0.013091187158454504,0.0699744194508897,0.026260321080967014
HDC,,,,,,-0.011690426205723895,,,
COL11A1,-0.01801317981851075,0.011764067657259939,0.034934053114876906,0.027793962348957212,0.0947403347011595,-0.02717566973073961,-0.02580070850544083,-0.036819146228816636,-0.08151006134659353
NUCB2,0.01954451592465211,0.00477022135956659,0.005551495710938579,0.007040097700691587,-0.0699037067521161,-0.006132559228888675,0.00135726044165698,0.03643804775856832,0.03035317250817102
CXCL1,0.00626279585896994,-0.019900679534228114,-0.023252677225404833,-0.0337631408568655,,0.0652379335384902,-0.014103395414331579,0.03961464085426734,0.08114576519381608
VCAN,-0.04131894736303099,-0.036605904176312994,-0.039241599126596624,0.007546851564348529,0.07437755673902964,0.08446871440726733,0.0067472861303230925,0.01618296521382786,-0.04241683038347512
MMP7,0.11295928191324223,,0.02353770624223774,,-0.019713025990139414,-0.010910384688437422,-0.01648493588861859,-0.025848427916639678,0.10063658729762168
PTPN6,0.0016834186083811052,0.028129967097857606,-0.03438732433160545,0.04090742465695566,0.05820843681742443,0.061542573352410264,0.01575897217216667,0.010650348329621612,-0.009138411122069024
PTGS2,0.05242594850331694,-0.01776031257071932,0.012237346706397466,-0.0002516186003194928,0.027450161497357378,-0.06727221472430533,-0.019320522906742226,-0.03860274664005999,0.10089235555846875
XCL1,-0.01993506948995477,,-0.01707289187174325,0.010779281576587236,,,-0.02707589038889956,,
CD58,0.056734274272689775,-0.0024198033491959307,0.004428991765696022,-0.05579247372435539,0.043384739894761326,0.023511686731302838,-0.001497197863788738,0.08408042143574508,-0.023759438906274463
TNFSF14,0.1156635435974775,0.04146903321903656,0.0031194873103868796,-0.04025089810730467,,-0.02273338990364162,0.012802147107451171,,0.13049521289855517
CNTN4,0.035049585087482696,-0.016247536980332804,0.10508372762020339,-0.03367952529118014,-0.009689449954007279,0.02016330397937101,-0.013481951801143194,-0.052594976030621576,-0.022026264732889586
NTF4,,,-0.02159646055588017,,,,,,
INSL3,0.1355124350309489,,-0.01569147697766299,,,,-0.004169978792047144,,-0.019652283563994885
BTLA,,,0.01064303264805672,0.034238258672788624,,,,,
MFNG,-0.04563811781982546,0.0936018592303812,-0.03591340533648707,-0.06179402739440474,-0.03528390668027995,0.04591908884458535,0.03919299475268979,-0.030789227520980483,-0.013169943074718523
ICAM1,0.07325646190687686,0.012627956875466488,0.025788771474427725,-0.039904155183755834,0.008410669856582384,0.0914790139704145,0.04363146611885208,-0.03403561350969849,0.09084083238999836
PROS1,0.06786439105756964,-0.01763354867691555,0.01584524596815458,0.06312869014822066,0.05184511861032229,0.13166513415472036,0.010316073492205965,0.011521900582583011,0.04919664883701392
CLCF1,0.05988042936297792,0.01058845007015195,0.021534327862926604,0.0023203361565474613,0.10215040373867867,0.036796413355514604,0.013251891125230432,0.011825728320293603,-0.021199441563222947
PSAP,0.05700106645099662,-0.024911048711593414,0.08873359548663715,-0.023450658382493245,-0.07736827843367856,-0.017908111836184664,0.01830081547110117,-0.007215218055711799,0.06638416114339493
EFEMP1,0.03794267196127018,0.04840934814122558,-0.00963887343607647,0.06694645786102817,0.02806088796983307,0.04219432574803723,0.03603911571045208,0.05082240602798384,-0.021426020265411138
C1QTNF1,0.010777086273298013,0.02564961225521502,-0.02073125657853804,-0.02798763159437255,-0.040656457712805794,0.09384653173053402,-0.03798583149406942,0.04250765292561895,0.051407187119292735
ALB,0.057093271981478226,-0.027379817434074815,-0.027857977136795137,-0.0352155488232315,-0.018856679311214482,0.023431893210924433,-0.020752694737499695,-0.03618203994581565,-0.013453473506039586
CCL13,,,,,,,,,-0.013117682700254535
