,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8812bulk,ZH916T1
POMC,-0.011621748238528446,0.06498882036619719,0.026600012480013407,0.005279560170774548,0.09993505066929458,-0.04137408173964763,-0.016570380168134557,0.048665150820866684,-0.03348502663091159,0.04991846837678758,-0.03708320925246177,-0.02156683837590515
CCL18,-0.050712507375287964,0.05464121384389974,,,,,,,,,,
CCL17,,,,-0.02502890828449261,,,,0.04165975701174217,-0.02021363658395432,,0.1140784346481155,-0.012541840493672613
VEGFD,-0.014553479874736229,0.0008789187996197363,0.004145466585428029,-0.005989569115625246,0.058452539261017594,,0.07653608475024848,0.036950093534420504,-0.005831832164149071,0.07161070926784302,0.00255012747700947,
TNFSF13,,-0.019567301928175577,,-0.01726438077113485,,-0.015208931262892897,,,,,0.14845804750801164,-0.020435882259548142
WNT5A,-0.00436070736521278,0.029482917517356023,0.002867101246818672,-0.0072127498765261165,-0.01594641472947719,-0.007527254238923782,0.08906705989768378,0.011841291356345514,0.0065826969002494495,0.011461930389418926,-0.020306357107541587,0.03677777379484126
CXCL8,-0.0593564252690724,0.019949961339087052,0.019954429616033127,-0.07122126111875302,-0.02611996511199479,0.04673996429680156,0.017249441394147483,0.06253593116725513,0.0786925506626647,-0.039119312263936855,-0.040943267729380436,-0.0006737177097230321
GRN,0.015213662865955893,0.02598438497331202,0.0889349688702331,0.03563155909191874,-0.03619412957983772,-0.026687201088083933,0.1646035508192731,0.04041612960447293,0.02266972967142038,-0.09899388894933922,0.05646616413748934,0.02184098834929153
MIA,0.029523949254733034,0.024566353976032285,-0.026090401477076135,-0.026996171070438803,-0.03810062446402507,0.025999405193128256,0.09334908945917175,-0.019997277057056406,0.01587572473230948,-0.049283230960517996,-0.002260104953674583,0.07554816994708219
COL4A4,0.07930261814783769,-0.031141219000438564,-0.028913594597267216,-0.012191270915346646,0.015879484774878286,-0.014470626159734672,0.04509982331217353,-0.004463995677893241,0.02972198305829395,-0.03399158647727322,0.01749539876838716,0.07092653259554337
TAC1,-0.10005384352263776,0.014884750267638793,-0.029997213330642626,-0.00755942088065637,0.0708469554626152,0.06637454517799497,-0.06632693276311732,0.008721770612625607,-0.05100469509874673,,,-0.01648752463695187
RARRES2,-0.004274123044104503,0.01624757180652948,-0.016469206188741904,0.025460080132714506,0.012093287292330739,-0.02028362287645302,0.12649785002156316,0.03901486877357817,0.08068378817277298,0.0676198395183824,-0.05610223947152095,0.09752266179882828
FGF7,0.04001898964307971,,-0.0234057437163924,-0.018362613471778717,-0.026488299063738684,0.08807898444796218,0.05716126789440315,0.09020174932414265,0.009869457449844335,0.009367600972468923,-0.022050198972049708,-0.004376601009882502
HBEGF,-0.0776644078174358,0.0024788308870881807,0.061563685805235364,-0.040435445303897935,-0.017499798591112933,-0.013839412658059337,0.06141487985418798,0.02009788995070122,0.018007142864430597,0.08920280615959905,0.029666686521191806,-0.01851559055222204
CSF3,-0.041566561462423234,,,-0.02983227632858022,0.0248189928585181,,-0.0079891500538432,,,,,-0.01320462323257815
PI3,0.012075693394373725,0.023405412863216832,,-0.03942785443013502,0.0013881316556251964,,0.030382661236456908,,,,-0.02450234138431418,-0.028689259478380143
PCSK1N,-0.05119869895125239,-0.007250419656904645,-0.039706403976613784,0.08214618472730523,-0.0157219652236751,-0.019650991901306213,-0.06513817330485364,0.037048275841524175,0.01166860421672039,-0.03176667778269986,0.005949690667850664,-0.005007331116203042
NTS,,,,,-0.03181622363852649,-0.017665346696435248,-0.01674493908962287,-0.02167139982339656,,,,-0.019554246408947804
SFRP1,0.004604680441167673,0.013365245982886225,0.023855901544705276,-0.021838689935391013,-0.021748007683602657,0.021036549520700002,0.019487328828293595,0.00498738524862876,0.0213721948652611,0.011683987241286633,0.011166723596516409,-0.0190998552619506
CXCL13,,,-0.0362120363302852,,-0.004774655808663794,,,,,,,
MICA,0.029415498695402366,-0.018716551378301492,-0.03355066812615362,-0.0019496681318496823,-0.02817891707617078,0.06127345010104485,0.07552253663254052,-0.02293440459193942,-0.027399958158773545,-0.017138009723295707,0.07996297545000981,0.046293236490514755
TG,-0.04269017970600676,-0.022304200658730716,0.0438347353625514,-0.011390899642570123,-0.03799145336886317,-0.02039046690758074,-0.02936412864332737,-0.01830586764449391,0.003007647291396406,-0.05459582058676962,,-0.02575153398478313
ADA,-0.03757515085729521,0.04285374711591556,0.06395276820127772,0.007347242289398183,-0.03892007399753238,0.036973331024012374,0.09726200785717766,-0.05927591169085694,0.004919913331336082,-0.05919228633455826,0.0912633458884028,0.004402660750597656
LAMC3,-0.0561876277119859,0.028921412935660428,-0.007957871046501872,-0.07602392547287982,0.019999082744005994,0.057479449196921,0.10475223781446433,-0.012768045976225627,0.02244100421339086,-0.04334415232245671,0.0001859921096259073,0.06482977420462117
CCL7,,0.06417526743341992,,-0.017039197199330957,-0.028574706555456984,,,,,,,-0.013837165161678718
NGF,0.03401779101984087,-0.028318358230974727,,-0.024049548990702906,-0.030500525154585272,-0.019457974500178877,,,,0.057418244437968835,,0.03611704739964789
TNFSF15,-0.04538960460641333,,,-0.0038774548148959947,-0.02115661576760564,0.0077826709162139756,,,,-0.04884801732224456,,0.07054713277531856
HMGB1,-0.044303567842582325,0.007504736714046592,-0.024148218859914347,-0.013019861832428935,-0.01272689650414849,-0.02366983360377823,0.14416288614630976,-0.05484035085444195,-0.028199525416123333,-0.08417980233081619,-0.06748581808475852,-0.037912631398879945
ITGB3BP,0.06033805822985204,0.0646858674946501,0.00280411380186913,0.07010147316828315,0.005796871672383664,0.05235262194115779,0.09014140304636968,0.029592656395694514,0.036101305729130936,-0.0027362879343397987,0.06800279597891289,0.031669279752054594
AANAT,0.0375356744364186,-0.023929422113555327,,-0.017264382613729347,-0.019063376094000717,,0.014849264559031015,-0.016462573752516873,-0.014236171139428063,,-0.03567132706811114,-0.014640297780983386
RELN,-0.03243094253171166,-0.04414746953232721,-0.011286574063008955,0.018035455463418337,-0.021923975948321267,-0.01365578220719184,-0.06439737402205888,-0.020992596738046505,-0.030018269006813512,-0.03478194703203234,0.0812822647119383,
IL15,0.00574414318634516,0.03644746346690424,0.0023051793695270414,-0.02945689505905358,0.09459225816032041,0.004785201305041393,0.03163882316538135,-0.027551097319901605,-0.025147593951345776,-0.0495866067824607,-0.044422161719946764,-0.011974332738684989
UTS2,,,,,,,0.06457617518232919,,,,,
BSG,0.16204425355180876,-0.03821191861995839,0.018066511384782023,0.05520278003590337,-0.0018880566047736428,0.05954893975476504,0.004573023588583683,-0.038884788964496944,0.08012543183859105,0.017982938705417954,0.0341978809831497,0.06208553300332053
ADAMTS3,-0.020035788280895542,-0.009888583028362936,0.018840626724501642,-0.0005790909550705144,-0.049993044436748325,0.06939061083907015,0.12332130438671335,-0.021301320209283475,0.10050145087695743,,-0.017778341209681473,0.02163371179668925
CD34,-0.061352460311831634,-0.0206959453475743,-0.009596894593804884,0.012326822565354422,0.042406193602503986,0.0214095740980318,0.05276251437730817,0.00973454381580405,-0.016124946471412487,0.01984590731646659,0.0011133191326595272,0.04589425163321549
CCL23,,,,,,,0.05305955504855492,,,,,
PLAT,0.011394772165133083,-0.016625557401314692,0.0073145130609739975,0.019734896063265575,0.013716910161006563,0.016551945215831657,0.12109303824218828,0.049206377709742684,0.05201755162489861,0.00405502724958786,0.0523038708320024,-0.018269223180700556
LTA,,,-0.020482550296705326,-0.02183868891374277,,,,0.12091742545252056,0.056443097289769636,,,-0.019703634467375563
CKLF,0.05535070144551519,-0.011038253863234749,-0.03832723438059016,0.014549365746925507,-0.024088626645356315,0.0058891449849606346,0.1014283743749784,-0.012339579523506386,0.06193349694109155,0.007929145625029296,-0.05180871285429995,0.012576420997027148
CD24,0.07068206230374165,0.01575936296854609,-0.04979074529809117,-0.0491693029015056,0.0007232702323210713,0.08173371257784186,0.012381897978250496,0.06616989193255067,0.04067238536270326,0.06226941218751528,-0.08019443258020108,0.01185211099998754
HSP90AA1,-0.0022244485024879267,-0.051675236530648976,-0.03982044227060973,0.09787959864496536,0.053840512928798975,0.05273072773865433,-0.10524936389948591,0.12612439865678865,-0.054544902726565994,0.02194942388706671,0.09218365930505258,-0.05147656282612078
BMP4,-0.023718039715030507,-0.03641422860791709,-0.021712704001722653,0.00427849326002479,-0.036995560778507325,0.008277413307228676,-0.025285303192520557,0.010706751541395271,0.041544845664669046,0.05766316024499825,-0.04497833944699089,-0.0008620093129119846
SCGB3A1,,-0.016493403871020305,,,-0.022702127561756408,-0.021460150551457235,,,-0.017547660662318915,-0.04657891161445329,,-0.029012835873443794
IGFBP4,-0.025753019809945456,0.03785172243347889,0.0055124532010768735,-0.07562971617935077,-0.028890731051560595,0.04601986190092113,0.120401624998922,0.03166257704257283,0.07458568753662337,0.08312089468082472,0.04384424568033752,0.08787308757147969
RSPO4,0.03622974762906788,,-0.01348567190638676,0.03773588886354821,-0.02620194555431257,,,0.011453851639881487,-0.015672892271734514,0.030193623038530917,,-0.025987031346310523
LEFTY2,0.011794870290002278,0.04158691402579063,-0.020734107178003322,-0.006416400471209396,-0.04066946980252748,0.05353229685253443,0.19349697252908366,0.026871677562447436,-0.031044427725940835,,0.05010753846405552,9.876602477923048e-05
PF4,,0.12312688866316958,-0.0010692438790055492,0.005160187173278919,,,,,,,,0.08572416991958086
ANGPTL2,-0.02876332669484259,0.04383188146165049,-0.02267507575283436,-0.014286838856330522,-0.008145293801703502,0.008635541728258402,0.13287859290433057,0.03615210354453361,0.02547527920327673,-0.032710858314360346,0.06739194024627011,-0.021922283720881158
LRIG2,0.03889154381284332,0.006457421108244143,-0.02749284924343353,0.06441275318706742,0.01000985633130341,0.04106465514318236,0.04174304130583676,0.017276884496153812,0.041875636930714784,-0.046390005997726094,0.010579951815021207,-0.012088731905217821
ICOSLG,-0.030706946408316255,0.0026365318648615354,0.040917464844732215,0.03694642409072068,-0.007092840770816575,0.05475052775442701,0.09114874963991319,-0.011674147745079142,0.004592752133105779,-0.017230587165818514,-0.0030383326451520628,0.06399227739643461
WIF1,-0.042814315006604334,0.014644707660728335,,,0.07809053494320771,-0.0010750750591651417,-0.11553698330125915,-0.014230122403624807,-0.05807957118013655,,,
NPPC,-0.034556686821691954,0.02609208157541789,,-0.02306139649424985,-0.014226947470450472,0.08754097724002192,0.029507124892971814,-0.027758447376566898,0.10175866038680112,-0.057574417600580775,0.02788496222943737,
LYZ,-0.03442771974980964,0.026076244791543718,-0.009839021563858161,-0.07225819495909408,-0.012429964801213946,-0.02265012021941546,0.017055954711249877,0.0031250849881606767,0.04860835042365607,-0.03698340098065945,0.0186128542426043,0.04172552659017235
EREG,,,,,-0.026316262492218346,,,,,,,-0.002123236536553566
SPTAN1,-0.0387543189123735,-0.03875518916937439,-0.021874032453649803,0.044214046248703,0.07212843191689058,0.020267793233153173,-0.04572575939735209,0.03845809576863897,-0.017845457711527388,0.08378070661022291,0.026239351152634188,0.006977351576452498
LIPC,0.08963081680724723,-0.004917153145161828,-0.028041649125032198,-0.01528291049062614,0.03090870694895054,0.030476386058766593,0.021741898461761843,-0.01823512259105984,0.011527784709706142,0.006385074044033926,-0.041538962771695304,0.009597825404037022
COL8A1,-0.02020188627750008,0.00028943512848673394,0.02948335306395682,-0.041131718625013775,0.028771371494579416,0.018224017883642564,0.01653266784308189,-0.01649089165867463,0.0619316226347125,0.016474562129875827,0.03982774636988712,0.0722230460547922
GSTM2,0.006051427928214617,-0.023142018443089624,-0.03284275084609201,0.004061050197440787,0.03916539329078268,-0.01421636938613455,0.06893303145680667,0.026034515335275808,0.10367134019788139,-0.039980095734298116,-0.039258338431169056,-0.023741122262964067
SPX,-0.02168551626548189,-0.03387721778648671,-0.006476330407823674,0.010416165524238049,0.020194881543183496,-0.004534934851975957,-0.01945666289598135,-0.0011893656370081038,-0.06847584202154701,,0.014614804273047021,-0.03294794465725675
MFGE8,0.05823524495680075,-0.014343561038041021,0.01819924908862582,-0.026811090082986336,-0.047004929930450176,0.004295322483792206,0.049508638882731215,-0.0055963808983229045,0.01442146534843113,-0.033658512845676794,0.02483619067353402,0.0413622891849557
TGFA,0.1611351083702916,-0.03185081532132668,-0.0405910004885709,0.004646221011473277,0.07395535138600626,0.046603779822158166,0.04566581118405165,-0.01517150354126802,0.005476462913147583,-0.003721100491960965,0.03207147355700137,0.08155377275530525
SLIT2,-0.038197481301697575,0.04010403307449088,0.00347264770232049,0.0025717667091397305,0.029821637496122173,0.07873134441795773,-0.052454000163746704,-0.034924631420558114,-0.007700864688344389,-0.009490870221017871,-0.030281136135168862,-0.010779167999801848
PLTP,0.05217017694680495,-0.02273466226031789,-0.03397440730719475,-0.02622362125386224,-0.03666149856109102,-0.012918021120751704,0.09668877252652079,0.012618191173757117,0.03316745797453475,0.11281375268857989,0.06666772285841159,0.04216781023065167
APOD,-0.028902730741583574,-0.025016916063098686,0.02469724335136701,0.02374222916429059,0.05178695716857647,0.006667863787052301,0.09856628297154658,0.05423592760407961,-0.03522721489154692,-0.07039400014554766,-0.04621833871126581,0.04057594371564082
B2M,-0.11437914530954042,0.07090529304953351,0.0162045809391385,-0.0386860787020918,-0.07388802483273738,-0.01439430144823594,0.1505509387148579,0.08372747980876587,0.045958042430406715,0.006404010317560197,0.053346145536602975,-0.015276906986924264
OMG,-0.05230217869299829,-0.0379120057139291,0.013756448243095418,0.04754092267152929,-0.025693501223735975,-0.02849951440632718,-0.004609873833576325,0.05437997874830089,-0.06328351853188548,0.04107709892298556,-0.00011384131860411603,0.04162369782092858
CXCL3,-0.09559971612528959,0.07805651112443801,-0.004244926610282432,-0.03789142479277385,-0.012386547699827846,,-0.028814462475495052,-0.024838044852099297,-0.018110823767564177,,-0.02511976569982783,0.011812939301192255
CXCL10,0.030751763064178733,0.028068113136250617,0.016176478933548597,-0.03262512789149052,-0.018408552273136928,0.01005470840480225,0.09358881277708235,0.09337877025232086,0.041008781270308034,-0.07576621416861716,-0.004541491039712904,-0.06273862688330926
RSPO3,,-0.0224041935059909,,-0.01726438133808694,-0.01116540381782035,-0.003481752196097104,-0.0360370128834237,0.002947732817086515,0.05093207805242929,,,-0.014042016913481684
CORT,-0.06303849299818862,0.009970318010957163,0.01799921887662126,-0.015049109658205613,-0.019104165362703252,0.06236353939392382,-0.03130496666767777,0.027359913543581114,-0.0017507979557994794,,,
NCAN,0.02286643079473748,-0.020364593093440585,-0.049555358353812085,-0.0004928310013102751,0.035808628415785984,0.02268017741479363,0.1117639164096423,0.03272566196713612,0.0016692836807438547,-0.11804982537886467,0.08491100782466336,-0.009492682157859035
PRG4,0.0021992282290528384,0.0032049519024634266,,-0.017039199854636908,-0.018163239583707406,,0.10448335491190829,-0.00044006619135246417,0.03846203892045801,,,0.06533161451878995
ZG16B,,-0.008122700609564082,0.006493578859251654,-0.019776075321036455,,,0.03616472782219227,-0.01259837520433055,,,,-0.017508883890919733
TGM2,-0.09041093412610388,0.015355474590435647,-0.04165024825532875,-0.02588907775667602,0.040764820334789925,0.012832401235010817,0.061217845672257645,-0.02112421462975755,-0.040476728308310006,0.0006490547185400903,0.011167080801379509,0.041531374604492896
VEGFC,0.05468668974068439,0.013550534094749201,-0.028788372816302258,0.01829695416199447,0.026078825839901367,0.008785911477730321,0.07376654589861945,0.05870530457485892,-0.022581478663114503,0.05427220737928142,-0.03313338488532258,0.019428975311036732
WNT6,-0.01727351908831621,-0.000313070716090915,-0.020734107722159667,-0.010807519835187997,-0.025027195488682662,0.00391992271778829,-0.005386908396253798,-0.028037234663048166,-0.019707974281900336,,,-0.021145575781471863
NRG4,0.02631833630329582,-0.015191005527049637,,0.035015646556648385,-0.01159002089825469,-0.02110910641476394,0.05373851183790976,-0.02420351862609142,0.012954765228326242,-0.03399154898154731,-0.026605629484546024,-0.01404201848725676
PMCH,,-0.017508451387968253,,0.023623883697894574,,,,-0.0037981158083669215,,,,0.05455735713992326
COL9A1,0.011660051874661773,-0.029655005862823176,-0.025136358704728915,-0.021658790269186604,0.0006201499249518824,0.0426462213621512,0.020865210933287658,-0.01542761103047065,-0.030018280520727948,0.0343652151171281,-0.0173534084253349,0.0008490464154953412
GDF11,-0.023220644637875997,-0.01051392575141236,0.028745945469177147,-0.011624772036788364,-0.04693630095108284,0.05400313776596543,0.10910369583757003,-0.011780191741073863,0.02482832166458182,0.014388784935686606,0.02892345256213016,-0.01363933013165144
RAET1E,,,,,,,,,,,,-0.01540399450928803
SORBS1,-0.0976509835554986,0.027254746472747948,-0.025300356197028518,0.05050669482039272,-0.03966473640958478,-0.001584959666423609,0.03483524925093045,-0.007983930882929518,-0.005457524873007532,0.008528087845248354,-0.06674549981242818,0.05351793675955041
DLL1,0.0004214703496500261,0.002722703340468221,0.014763160136491104,0.016453554043276107,0.05150712908965605,0.02281392405248073,0.06973864886815533,-0.002172506080618107,0.10621009464426588,0.09302433306809928,0.026427921139618258,-0.028171036667166457
TLN1,0.03618641720865519,0.07021255030474334,0.01612988606885781,0.006504894022056557,-0.03910934252512437,0.05364341997453004,0.05707822574263444,0.003029921219665046,0.06387621514875254,0.003217625379747454,0.03615875590625408,0.016591764747223025
COL2A1,0.032491590861620914,-0.02635676626541594,,,0.02851836921056508,-0.018681075409615437,-0.015166876561048355,,-0.018386204330825807,,,-0.020435880679783882
SHH,,,,-0.01770652624815872,-0.022040251118373766,-0.0025006491522581993,-0.005005437089760446,0.03574073297610923,0.0024319779309454875,,-0.03059159948649291,0.0036437173926813157
PON2,0.028680972101772104,-0.032607449798838,-0.036208050476588226,0.05353094052440413,5.911111814706511e-05,-0.04267832097692039,0.14742811070960668,-0.017435877095004285,0.021446233478199284,-0.1266363126104617,0.036696301082563644,0.017972504876407346
ICAM5,-0.06922064749310844,0.043653520980373776,0.05956274726596154,-0.027596877899346874,0.08313395615970215,-0.008444017274076787,-0.056306294670798424,-0.011198361191983915,-0.034269630406611226,,,-0.030279925009185412
HPX,-0.014400474334616819,-0.023483508093204288,,-0.02898312662784707,-0.010795886755788957,0.02508285203419666,0.09219156031027483,-0.012811165565372632,-0.02143419541541319,-0.044219815864752085,-0.020487262872756158,0.005625724503218721
SFRP2,0.003982747014115248,0.009720587414522048,,0.039080069970178107,,-0.0313062380953875,-0.022996627271962986,0.07456447810329382,-0.03442401652700877,,0.01018583444652759,0.09803937526504508
CFC1,,,,,,0.022457905773955213,,-0.01585517515038575,,,,
CD70,,-0.01316529544951723,,-0.017403991138955112,,,,-0.02957545306346221,,-0.0368906996050043,,-0.021423636401939568
HP,-0.08318187068047646,-0.007062809489912849,,-0.008122172886173328,-0.05165758396849983,,0.025502903419497538,0.09553099278556659,0.021705918116416593,-0.008237601541241547,0.1309941782506747,0.056898946565316647
CXCL2,-0.10542230053276253,0.005281444037245893,-0.0016198509559758585,-0.06800815784674688,-0.0075985492200441205,0.002730676551182265,0.005371717647527758,0.07101730726147854,-0.015187648013604537,-0.005362043766959037,0.02381131738678897,0.06671212722985172
NPPB,,0.04476026575253854,,-0.057686910278905185,,,,-0.01388343617084818,-0.022581480305530206,,,-0.014244063892628028
CCK,-0.10139998620547139,-0.09049436109243941,0.027478157344485336,0.06336676066300304,-0.003698341326841123,-0.0010158816119388797,-0.10250392443960245,-0.05139330299667073,-0.06839401464251714,,-0.047135075623261906,-0.01847839613080655
SEMA6A,0.11713772611143497,0.02921798966568438,0.00035709203332070377,0.009407609178796825,-0.011034515323109761,0.025641495974628076,0.11791853394479344,0.009283566371161052,0.05961977711210839,-0.06691140255008236,-0.011468776088634438,-0.03623302330469877
IRAK4,-0.019471756630624462,0.026091481808349942,0.03317299403078241,0.023506375058616646,-0.04823657803317176,0.027539115942046246,0.10277187993375453,0.03553813859852646,0.06467883366958035,-0.013568109024420884,0.01947682045257223,-0.045324645509219455
GSTP1,0.058378677801667556,-0.06176825946607899,-0.02224906825636935,0.0008123080469960298,0.07176502011845089,-0.01775574749694675,0.14298834248273284,0.042613659450257,0.051685448688368954,-0.00965998107120591,-0.06295948226288324,0.04357123478744599
VCAM1,-0.037796304720218006,0.0198362364927744,-0.005194329887771878,-0.01900390209734392,-0.03994116173801811,0.006583264309326355,0.10267662259671961,0.05955124723144292,0.025447507602561547,0.0047213288529463805,0.03821534106538913,0.024285079821823964
NXPH3,0.08125323562256097,0.014087206583974056,0.0005456634913293537,-0.03682500872659648,0.009132348920017401,0.08978950735060075,0.07460282677847016,0.011191088575499768,0.030860787424356793,-0.012273440426712873,0.08963139751359364,0.10149297320907977
MTMR4,0.0028854116210236124,0.025579568855327715,-0.036500294170690326,0.004048205061790882,0.0352564555850246,0.036496181801043,-0.0019600194541663112,0.047708942715672886,0.05369895260117446,-0.03142635112880126,-0.017663557735643216,0.027824959079233
LAMC2,-0.05328023254371288,0.023763376143680078,,0.02423177135764822,,0.05931793950955107,,-0.017477697244853204,,0.047775096923502236,0.052498570422926605,0.1002490751694661
IL10,0.019450058271556794,-0.035287532838539575,-0.006406291017977133,-0.004063598677485985,-0.050287471770611866,,-0.03781102120790654,0.12241214522397623,0.012718087662338989,-0.0591999774742136,-0.02481281604001775,-0.01819936140817905
SEMA4D,-0.024040043059869114,-0.04464793668324903,0.047222155662729824,0.04391438786670794,-0.06867737277775901,0.02493626109484494,-0.02818527942780689,-0.016532659691324465,-0.018934803512174886,0.011354203721152284,-0.022416598288585478,0.07318332103680941
TRH,-0.0676717311052213,0.054456837064073116,,-0.0200292027028017,-0.015964197824861758,0.0396006247100534,0.008369056728825725,0.06121998961539252,0.015706634672424967,,-0.001445297970830647,-0.0159543067876648
SEMA6D,0.011103596202894661,4.508603379917276e-05,-0.004870735384487934,0.03916275605780512,0.0072803030070106595,0.04153941971260551,0.0754157637684775,-0.03371602368981995,0.042156058348545876,-0.05299833209432655,-0.0613155814625864,-0.022425303610998523
CEL,,,,,-0.031495699371451816,,,,,-0.042372218177119565,-0.028662506447774905,-0.02561748865785929
PDCD1LG2,0.02683820069856646,-0.006413637966359671,0.06348002628514782,-0.04623772476949068,0.009081442486097798,0.07111590217425605,0.006687146360595737,0.046211885336844005,0.0069478523697409636,-0.00012492904792928868,-0.014243665580270565,0.04042215631350531
SPINT1,-0.005304185641851231,0.0565937440936987,0.029930741152361856,-0.006850676873566284,0.027600551763108862,-0.021460157108612626,0.07083401408421401,-0.030363679683328756,0.02914259534976013,0.028433519305949922,0.03582857033186565,0.030233652284613916
CTHRC1,-0.019880286239849967,0.02621951184064576,-0.031103501373521858,-0.036139572063730384,0.01584021304915639,0.027201434672716778,-0.011088122473673282,-0.021709827682255295,0.03175167892745463,-0.040632482229634746,0.08605028304099109,0.0611770763249813
PODXL,-0.006800456768404592,0.05593380464954477,-0.04217094750580664,-0.06984225686609107,-0.03300382878798959,0.06273597000985735,0.14371997741835385,-0.03196390667884826,-0.017763523215735506,0.0037534636915703026,0.10148875853680979,0.021769231926013457
JAM3,0.07402587879581474,0.015056908145366494,0.04630939781678052,0.02904440676087028,-0.03486822706542065,0.008091812236818988,0.12401046401338664,-0.008814400628725051,0.02621087385026843,0.02956238955795187,0.08778915827883295,0.05942993597136741
TGFB2,-0.05639355520734204,-0.026668802553462274,0.015302748205214954,0.03872034221602664,0.012971098957795864,0.059078605716383306,0.11850652788470785,0.04286374898180351,0.031475858567178,0.033379050981402904,0.0008653185059648847,0.017920316473075737
COL18A1,-0.0684359318062516,0.03804108015359675,0.01666768182651331,-0.07519435473706397,-0.031559994228864255,0.04935470137285911,0.11722315715139058,-0.0294772800796654,0.0331948804590973,-0.007417833578328506,0.0556351319120707,0.06308675080831172
NODAL,,0.01831477059028287,0.09285586035424946,-0.009850996098549381,-0.03844968790119119,0.07380594745434878,0.022298461022856274,,-0.009454238844939475,-0.09345945618381159,-0.038696448022497366,-0.0025395728932409048
INHBB,-0.06809550828622932,0.016130322638832777,-0.06638062509513486,-0.02256072157026097,-0.017948220621715284,-0.016265444460146456,0.06048224994893261,0.04235082637068327,0.057965705076068796,0.07425583024023566,0.0031620813185751825,0.022483225977496753
LCN1,,-0.01670107738518965,,,,,-0.025286370813416732,,,,,0.008998481707972574
ARF4,-0.0268083217633084,0.061475312066144115,-0.00932769323413786,0.01193562382847796,-0.014954935201708802,0.026452088052151167,0.09893145520535786,-0.0374375311084299,0.0213660578241102,-0.01632671421881415,-0.03882206715977817,0.011631178764744355
CXCL14,-0.12469113591483257,-0.003994341391938131,0.005417437791754307,-0.05503188689626517,0.01567726488479934,0.010975498251375917,-0.026783452327289174,-0.018050764010582563,0.009967527506534131,0.03592511872506416,0.11049641443772669,0.011910861647417467
LIF,0.010906309882749616,-0.03460691685171779,0.026616792432950728,-0.05268785022013628,0.022708194673070805,-0.020931570439988154,0.08219699512164909,0.0017681254482227824,0.00756737275450303,-0.009116528661863499,0.05671180494583892,0.020689041537338575
IL17B,-0.026535954800671207,,,,,,-0.02381336742708672,,,-0.03245773282201757,,-0.027252352768131753
MMP1,,0.036125690225036325,,,-0.01596419434231805,,,,,,,-0.009926468678347334
MATN1,0.029883979617613694,-0.021928027388673423,,,,0.017955908081509098,-0.026511040704442178,0.04571691205490277,0.07569173831675129,-0.0354668299376436,0.030551098131396164,-0.01940384628683452
