,UKF248,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
TNFSF15,,-0.016167111518121852,,,,,0.06813776318687349,,-0.02308234921310069,,,-0.013199636844138012,-0.032029982094677514,
HMGB1,-0.015293081571337918,-0.09132188214495668,0.038685471994474356,0.004527516040961882,-0.05218333240949124,0.02297888382036153,-0.03945461870646824,-0.06358430642810277,-0.08999335323269765,-0.0336556954750524,0.022180724429497978,0.037080744210002334,-0.03622183988183487,0.14636922385165466
ITGB3BP,0.04743527921108433,0.010804031972841594,-0.012949806574071425,-0.014968703105145956,0.0039677458066488805,-0.005776923923001169,-0.013608562842375306,0.01583448644261031,-0.02987063734502982,0.018885858609971513,-0.07029611388411468,-0.016752491648667604,0.03018283187126021,-0.021129207986502228
AANAT,-0.02433308470291387,-0.01471041958418791,-0.015215701237186153,-0.013506326042227632,0.06516372870528624,-0.01715478196698681,,-0.0058674271091638044,-0.020771349446824097,-0.02613792564594512,-0.028982565723875163,,-0.019550898932442405,
RELN,0.0035801340114067397,-0.02553399407262387,-0.04464764150902726,-0.020040194680855,-0.035823905859160024,0.031017363492176746,,,,,0.08298320392150847,-0.01594373083234563,,-0.0388325123440489
IL15,-0.02465832123381991,0.00048686761067495514,-0.020020575131876835,0.010905171976807845,-0.03019618582114801,0.04866709552058248,-0.050929664586606874,-0.01582320309668738,-0.026531700006358967,-0.013806868876942473,-0.022133040463289896,-0.032197976727028635,0.07600909178706601,
UTS2,,,-0.016667999263760714,,,,0.014089407215253535,0.026746224496777885,0.006580505276451329,,,,,
BSG,0.008861231904021842,0.01366431310746469,0.03697969578054296,0.0037717612398932778,0.02671671853589272,0.029502926934186602,0.03780721565383172,-0.010346186667235115,0.04636990485567526,-0.007287926746070962,0.001115800409914173,0.03850149972274966,0.04494886939852068,-0.06043376974534246
ADAMTS3,0.009847164815888463,0.052045526035258236,-0.02182836901023041,0.046647980087588345,0.09045961068679073,0.05294317573237566,0.038411297959904576,-0.015853932368754167,0.0963343238598521,-0.0026811750027874496,0.023098360012473704,0.015371202266657228,0.005757940097534108,
CD34,-0.062360890089894504,0.0043340156413935755,0.000357949702274159,0.014212370903169536,-0.026285541877436935,0.03328408154164048,0.018317180504262457,-0.06121007068580095,-0.020591034747845988,0.03421600874105537,-0.037967652373793764,0.026691688990955666,0.017793419984095234,-0.0353540010453633
CCL23,,,-0.01731305267432163,,,,-0.02815351564177537,,,,,,,
PLAT,-0.011769094212237199,-0.04576456551174538,0.0028163978530609964,-0.019373985094395436,0.009223587531060657,-0.030315288260596106,0.06848608702965005,-0.07301357390342705,-0.001586564260623225,0.04946335740255339,-0.0009803938416736502,-0.03957106133533973,0.009427459284967929,0.06393586603970494
NTF3,,,,,0.0020445628156703843,,,,0.018764755517249314,0.025685879916263275,,-0.009470042401437917,,
LTA,,0.011748698213379944,,-0.013007999557973018,,0.03628646321413139,,,,,,,-0.026312563571884735,
CKLF,-0.026776637965599343,-0.011602898405822643,0.03816489385401352,-0.05339838614647771,0.008362547524750881,0.00803338284921197,0.01812815173428661,0.00034486927911515545,-0.008418290957587234,0.032120484340832055,-0.005215260409264862,-0.014740475836419466,0.004816743281265576,-0.06525952524946897
CD24,-0.031607639991617295,0.051921477982437125,-0.013037996948476302,-0.06819654869841921,0.02207494430360318,0.05111723525986179,0.02447410300617168,0.002063507996115513,0.02662028803665806,-0.04796777845571284,-0.04586377664771241,0.0006536948629642542,0.011181665304955441,0.05586013524350621
HSP90AA1,0.002988070451095657,0.03913823111413917,-0.024139480373839808,-0.014472651530989141,-0.041111177819527334,0.023680424416931297,0.013783569005680488,0.03450699320197905,-0.07214211673625107,-0.01321169323546279,-0.0014215976805712618,-0.009385729051159756,-0.06368891372755084,0.024432716633562085
BMP4,0.017378269263022057,0.00609138633182606,-0.01985229657784048,-0.002028676801283573,-0.03904811597213863,0.007933348630875504,0.04884971686039059,-0.017036883221962153,0.12154505461738457,0.012188195849698947,0.058688387160618874,0.07787072191955591,0.028508780683668727,
SCGB3A1,-0.016771629148769108,,,,-0.011850579065932442,-0.018634367239184105,0.007610524772587491,0.0531045012404197,0.05194602498745311,0.03132909559750019,,-0.027411480658722964,-0.016852935177542175,
IGFBP4,-0.0736148057800316,-0.055769941682597454,0.0008300973787343894,-0.026444005537049307,-0.022618354081818295,0.032756372124796714,0.03787867172859356,-0.13046429751827873,-0.036876524760311245,-0.017447714299845915,-0.015882320341124006,0.010544163994311925,-0.021344903064759127,0.020206647582940503
RSPO4,,0.01147175915519262,,-0.015129095392778916,0.03563162055293554,0.07464952965625463,,,,,,0.0016690293073889882,0.026656199355896203,
LEFTY2,0.026322092529631434,-0.004857291122458057,0.007580936607258625,-0.021140836563045797,-0.012994302980850336,-0.0011455118287795225,0.039863557094488175,0.061648034170836974,-0.020099033373420703,0.0494544261527949,-0.03943555867275678,-0.025105013684684218,0.05968661349500873,
PF4,-0.017397873001568847,-0.012667145708407681,,,,,,,,-0.017802407259798304,,,-0.02631255748296235,
ANGPTL2,-0.023243700619123044,-0.07831773039494105,0.03637882548021204,0.011145526992547955,-0.00257352767885264,0.015923883590335797,0.1097471079353479,0.02416431354740661,0.06993846074042812,-0.0036708061152359354,0.03171245078171684,-0.017659938058228505,-0.006929798345003879,0.08679796495004992
LRIG2,-0.004901245373558644,-0.051474382727647386,0.01975451264758125,-0.04732297672640717,0.006479793135273093,0.09271827920407083,-0.04574869491683671,0.006121044393383019,0.026007245911930422,0.1155714018914867,-0.027610413141387836,-0.04229746739529499,0.022860755983660507,0.015998724507226125
ICOSLG,-0.02425167361692725,0.07423809251952061,0.032129022579914596,-0.017145392236766845,-0.02249018277776648,0.06315009189578771,0.0014900619564220832,-0.05527511152855761,-0.01646777727775773,0.048298270097045216,0.06197641028538961,0.00022984713260827165,-0.00034184245276997925,0.10508950687749023
WIF1,0.01435450910072775,,0.03165462366500462,-0.011674764571656402,-0.022300332933900862,0.007760952776307853,,,,,,-0.017160790942359196,,-0.0827441133931235
NPPC,-0.026158787348793136,-0.01964986679326462,-0.0030696358093931456,0.0017201216289844429,0.052703376547276165,0.06649371832818803,-0.024874597312878027,0.004187535577218393,-0.035345388508523944,0.0171181133572965,0.01104134251129697,-0.024700353325363963,,-0.07185110181600163
LYZ,0.02473574907936647,-0.05130872227452499,-0.03294731315547302,0.019974305932307968,-0.021917617329534293,0.006886289042624985,0.05271656537500282,-0.05345966691293173,0.03485632129240818,-0.07564683784056714,-0.03129445760887437,-0.04045918350979487,0.015414262041715815,0.10468726399618496
EREG,,,,,,,,,-0.026750247229818343,-0.018163421153407994,,-0.022992821218250543,0.045233639094191064,
SPTAN1,-0.03773671016183483,-0.06407838233381408,-0.037623793764421785,-0.023321928370436805,-0.012853093288371002,-0.009613498139183921,-0.020777056823940883,0.052030535995975104,0.047958688221393916,0.022947719781798027,-0.0007595241969556592,-0.03191825974388599,0.062211992170441335,-0.06173837748750738
PTH2,,,,,,,,,,,,-0.004455660509919731,,
LIPC,-0.02129956949422798,-0.02276380425348726,0.014072813032901657,0.011739762841439622,,-0.025913405828144873,-0.026376964184020975,-0.05535223417683739,,,-0.03374995598940053,,0.04177113724833694,
COL8A1,-0.03402580226991091,-0.08450190646858714,0.0341029818003836,-0.01359299445001414,0.024434126075353006,0.02409453900072776,0.07672364495002114,-0.06358573192681997,-0.014848157435051754,-0.005863407932785006,0.030971716975982912,0.026349248392080846,-0.034994009469328645,
GSTM2,0.026494901151946946,-0.017435556754466994,0.012663229921381912,0.06080258936027027,-0.03502646280701728,0.0066225988145823846,0.0048191460148558725,0.11884386430725402,-0.016570174407782457,0.04486504751872796,-0.01252161210795425,-0.019209824689775213,0.1302119470652667,
IL4,,,,,,,,0.03739851838523992,,,,,,
SPX,-0.03444868856363557,0.05456659556492145,-0.03602545869658737,-0.05270633831323588,-0.013479507853291566,-0.001916415477881808,0.15245084289070981,,0.1803596932029632,0.014487007579595128,-0.0034585023646195095,-0.04543020069926841,0.13935887018880883,0.028318952430581256
MFGE8,-0.018350038285016693,0.005290493993039311,0.011839822289139781,-0.014902294913173245,-0.046755324617784595,0.037485961346729595,0.07539828815426784,-0.0006075909939857069,0.004772969696653814,0.024396893086088098,0.0001370441295836491,0.011259590031174077,0.04088690252255597,-0.05775349628268321
TGFA,-0.01323089886564233,0.03032392488997681,0.006894199030884504,-0.004346138560831829,-0.007129083604514278,0.04154529742926198,0.06698303530278851,0.05559830514885574,0.04810816294203751,0.07196469230536916,0.016706123705539554,-0.0013814622008635675,0.03511425548094527,0.02013077767422342
SLIT2,-0.04722001188457902,0.023671576081067378,-0.019088743734056793,0.011260214237219556,-0.03273179805060709,-0.01731211019539222,-0.01660674838503036,-0.05180169313130239,-0.004813511338719256,-0.028375550548779053,0.10588916422390153,0.030605736705681955,0.022100972457102616,-0.07927465520564886
PLTP,-0.004437322347166788,-0.03519420235590835,0.036985419874075574,-0.07365809609428106,0.016624539488135547,0.010859007552048588,0.041460838428694836,-0.031434157181691603,-0.027305177512850984,-0.010547220296056063,0.007036569216690556,0.033123847165972956,-0.01184582014584084,0.08049053166047415
APOD,-0.020798595109907683,-0.02959185119383761,0.016647449729661437,0.009038216981928556,-0.0013508731405344374,0.006464695784037022,-0.0655120575873445,0.006464412164569748,0.08570478668324652,0.02915279377762681,0.0017727078362208975,-0.047658503472860124,-0.0545368068545647,0.04603800828306597
B2M,-0.047957958676371044,-0.1065852126470689,0.005168261957033946,0.00011824994931572743,0.02046465980537875,-0.014875830436831121,0.05755048395674126,-0.08420356599022873,-0.05347055540546736,0.028207246081266756,-0.04733878918891895,0.06263106069868665,-0.10500864645490643,0.10161966372833278
OMG,0.03395860976164069,-0.03835357310760454,0.018432137568977762,-0.02618123166751091,0.01840043445239623,-0.01922003904367171,-0.017277601537151396,0.05633380184440636,0.10166900606954155,0.024420460574151693,-0.03828613966215412,0.028341945828818587,0.0822327781279011,0.0379057489028652
CXCL3,0.01685630257555489,0.1398739773059754,-0.01997748837461199,0.04250633396426204,-0.012677612810007378,0.05204955887023731,-0.025635767022149307,-0.09446158069428595,-0.029333899468984577,0.01072054063093896,-0.020409536740068242,-0.0071820663690641455,0.027347020664736373,
CXCL10,-0.057560402488360425,-0.01699177361336255,0.03195819502131862,0.010229289290934232,-0.019258221754444072,0.027037895665636615,-0.030185109588762502,-0.009812855953572473,-0.024449468902685813,-0.007089694431944429,-0.027495999447850517,-0.025224527538146777,0.039921818603470875,
RSPO3,-0.022782127194493778,-0.014710418497254454,0.05452968128760027,-0.02285021161668402,0.006862548487901761,-0.02009749401145356,,,-0.01868081726897891,0.004023884517511921,,0.05107982678448524,-0.01875194463870303,0.0005956904693341822
CORT,-0.03438820272941375,-0.01587990969825819,0.0042613005370050715,0.01386869447896593,0.007933693802221024,0.04241717052012382,,,0.10594186015541862,0.07203746437038071,,-0.03070223024240687,,-0.03773686028492342
NCAN,0.03181679597234662,-0.0792191842623327,-0.010796370253135673,-0.0014423558787792176,0.019290938519388894,-0.02084771406596166,-0.08379900998782783,0.011251448793568663,0.06315878449747991,0.03018158702205793,-0.014918063257650724,0.021738718556159702,0.03809943721565941,-0.05667943763650077
PRG4,0.001434462553262201,0.06423594154923182,-0.021643787904653534,-0.019334383309733146,,-0.02349729273770362,,,0.008020338856958204,-0.027488693356606645,,-0.044021193320387404,0.03596454199274844,
ZG16B,0.035031218948592534,-0.016850551346655324,-0.023367947183458394,-0.010336036495264907,,,,,,,,,-0.023381656882408543,
TGM2,-0.01959750783763217,0.007532807601707445,-0.016590269176750768,0.0304760973544978,-0.007515984277094733,0.002106085188619753,0.09791110465497097,-0.011634211262426362,0.014171930558202981,-0.015200891096315798,-0.060685133964568656,0.04303257653618426,-0.07135483598036113,-0.0014152079573770374
VEGFC,-0.03202501941435756,0.0663011569464215,0.07076068888824304,0.01572112771920187,-0.03586804834961686,-0.023979923837703643,0.03070401462870504,-0.05997883873828301,0.015267203416013016,0.03108753216697233,-0.00863716287921561,-0.03150678533761565,-0.019125183194743777,
WNT6,-0.02706065556722021,-0.020081022260968993,-0.021283831272837634,-0.02300248055828332,,-0.020928466613098686,,0.055251591057898015,0.10859436240208999,0.048283828507763436,,-0.024500050654168735,-0.013730163598835677,
NRG4,0.006492949479480627,0.046781280335402804,-0.02695871087952445,-0.01985719966072388,0.003860389147678001,-0.027975378155937754,,,,,-0.021616784923324615,-0.009088734582786766,-0.018751946740348635,
PMCH,-0.01780379938213991,0.02282134767794658,,0.05821555099794356,,,,,-0.02406597073386353,-0.026137924719041604,,-0.014035571752314738,0.02526159665955622,
COL9A1,0.01300816528637901,-0.0184547515931609,-0.047966634739596,-0.02770192775921878,-0.013853056575512761,0.04034261230114129,-0.028872352882689453,-0.019878159209690938,0.036317534184655116,0.040204126053592484,0.04116357841100918,0.03807725808841564,0.1002697492816503,-0.009384158957028368
GDF11,0.004759276132509743,-0.03171177966869669,-0.06465523156218962,-0.024236855879874966,-0.047496747497762615,0.08933670015424879,0.052690594911009254,-0.045585034317578994,-0.049483646427268574,-0.05291439243904086,-0.008159382798294217,0.0006159211297013187,0.07394360459633272,0.11752375790201884
RAET1E,,,,,,,,,,,,,-0.02057075233798688,
IL24,,,,,,,,,0.030913943730291216,-0.017518556927117464,,,,
SORBS1,0.01335539526672762,-0.05162071564960095,0.028902282840147203,-0.034496377207182925,-0.005297469191278973,0.03472037925945086,0.010743596890666455,-0.10458763744196775,-0.046654455759248675,0.02606763082924261,0.021792474962574027,-0.04840884880188773,0.019573231629349333,-0.08146332462976287
DLL1,-0.0028972922338504205,-0.07133806131289715,0.016217190167529837,-0.0026149640201975164,-0.0051794202945117445,0.07391911854903407,0.016002643975249354,0.031931338073584066,0.06430352555461856,0.02593506504128298,0.01868126025571399,0.04548657032020525,0.07004299167550468,0.009078858473832652
TLN1,-0.057088969685193815,-0.03175855253451508,-0.0024114894703960014,0.04222991598803447,-0.027414012513164755,0.03040951772669667,0.09150069432504307,-0.10606313448462447,-0.004682745728596969,-0.004435417503016933,-0.027667252421334384,0.058882659008478756,-0.047436006820065574,-0.06295751489760791
COL2A1,0.03473456351411139,,-0.000398874798022513,,,-0.01952484095905744,,,-0.03922576738155387,0.030295890431494728,,0.020405029031637205,0.033476183351009624,
SHH,,-0.015087155811857093,-0.015704738598717922,-0.0003805520318063088,-0.013606578228591747,0.019081308437000732,0.05807386899472266,0.10143541538872602,0.0055155968853850355,0.049221363039702114,0.048154715544687136,0.012618320500039752,-0.02150273672953633,
PON2,-0.01020059838482854,-0.09792027964017264,-0.029601272732711972,-0.02314524690756582,-0.000869979012942209,-0.054626751159551935,-0.008951719204819606,0.07428107410308464,0.033110511400175326,0.010380060693804505,0.0031719387603977,0.03662531809571735,0.09818113020556991,-0.029675847995560365
ICAM5,-0.003260684848328346,0.0014648061057753125,0.05935103594470231,0.10484264324625175,0.03753717516589748,0.00277359845230944,,,-0.028973220446577796,-0.01697077382585889,,-0.06212406685017901,-0.04043631915093156,-0.08700776166413268
HPX,0.04791453363233242,0.017726330968483632,0.02677064958637346,-0.020283831016428732,-0.011850577857794448,-0.025020072669357876,0.030639852714752024,-0.022817832312074182,0.01691365730311413,0.02616133900268221,0.07578828680081436,0.00458414221764698,0.07617004011389132,
SFRP2,-0.022297925648674454,-0.0004624010109872583,-0.01594389811615018,-0.0006795744869851979,0.015147985857616515,0.10307105154199502,-0.05347469015658228,0.0420509443839625,-0.03265060781301087,0.029875785019340777,-0.03674951926492137,-0.02525285940656894,0.0699185649440922,-0.009788495788336257
CFC1,,,,-0.013008000344113627,,,,,,,,,,
CD70,-0.04073775822105986,0.23813262791162246,,0.06820420343026626,,,,,-0.03285605440206009,0.016370578392348227,,-0.035499834780790974,-0.0286094829712938,
HP,-0.012307449546415366,-0.026947676169987757,0.03683742840623764,-0.028826721258315122,-0.027600110314009448,-0.002059916679679658,0.038774416219249486,0.026990683289262168,0.008204858271468881,0.02157497190676646,-0.027685535719460575,-0.028780936187559572,-0.02805086134273582,
CXCL2,-0.025065471468557712,0.09925720190568976,0.05073578422971907,-0.006346508826413751,-0.01646940111529119,-0.03688188821015187,-0.011937995931411613,-0.07491578961637126,-0.0032499755003062443,0.044154446386422734,-0.023273480833717906,-0.03776275164303382,0.006145444714441069,-0.005489758504840504
NPPB,-0.021637024837522077,0.1415691510518196,,-0.011390334119612603,,0.017836602635336877,,,-0.009683432764204311,0.03661800090816212,,-0.02097761262553415,-0.019021761559642063,
CCK,0.011847399429178188,-0.015580369166608432,-0.014355025108381943,0.023575284780284676,-0.03893361016100226,-0.018645939928704936,-0.026376985473842,,0.03803722188097795,0.040191105275536786,0.031757027210367716,-0.043452457794113976,-0.024676359770242826,-0.10719397629367494
SEMA6A,-0.016707413893353732,-0.0401756799046699,0.03233262933334746,-0.032270657784359266,-0.05482355203046783,-0.01331054581277257,0.0031421433557569695,-0.07483135941478855,0.039152888324388034,0.03797657463767685,0.04895711551872327,0.010021864092254164,0.04776668970207122,0.012833556627322246
IRAK4,0.004779340883202713,-0.02344682898328944,-0.02586026438856117,-0.045023955846282084,0.0018788155274094183,-0.004916305175241355,0.06305190079879847,-0.03416128003970412,-0.025117296848870645,0.04325808310822425,0.03531721050205799,0.07009291089117636,0.027005862507638603,-0.046763993373744456
GSTP1,-0.009899382322444417,-5.809771887710736e-05,-0.000928971884027718,-0.010532642819809545,0.014246620157213912,0.004813422925607607,-0.04542609124179835,0.006555811528221667,0.026962668470594347,0.030035328286104536,-0.08237088496232137,-0.00963432160830339,0.06671572042483392,0.034690830850999076
VCAM1,-0.013979885399870643,-0.017154937385314484,-0.018456902252265733,-0.020098779440152693,-0.06182067277039324,-0.01190657342614786,-0.05162608308438934,0.03766296208080452,0.014984148617408181,0.0043603443241469735,-0.007067930001237816,0.005644747780585346,0.06673423430790149,0.009760895860758402
NXPH3,0.0008976724948130989,0.019892158796486956,0.023121133001049194,-0.00840501835273845,-0.030638035693904817,0.014219903990962577,-0.04159399210289912,0.11302979816975463,0.03380189988431146,-0.012380571776927045,0.014123543631537686,0.02314463725980446,0.09163998292044827,0.01550398592672572
MTMR4,0.008917461620204131,0.009814786483478253,0.03420596066251105,0.005597069232003883,-0.03507063007085755,0.017977668622046902,-0.009112879249410151,0.2111595045364728,0.03619772653487085,0.038084729376123984,-0.004068665681208781,0.01743793750670645,0.07634184234124375,-0.04521991649568166
LAMC2,-0.016982802061669224,0.0009395097578966395,,-0.014339159903246666,,,,,-0.022059291361278537,-0.02300678085805244,-0.0209000895188879,-0.013623711623429017,0.008238456369482922,
IL10,-0.035882794053377284,0.05754741622218553,0.06461628460376964,-0.014920258659333855,,-0.02146544263746428,0.014115414214205728,0.06866401325642658,-0.019263633813633486,-0.010329566227833311,0.12883546919641597,-0.03392582908860934,0.05229082778380281,
