,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.02288976682787224,,-0.012734206689922579,,-0.005249692818587214,-0.02237650191872118,,0.06524272910996515,0.03763308538839604,,,,-0.06059332957495818,-0.03044129549606527,0.055815171773938826,-0.015453952105621631,0.004547546751283185,0.007607951628509195,,
PDAP1,-0.03128443979724805,0.0499956893065143,0.03573612980696117,-0.005680025634110028,-0.0020667546526657176,-0.04810464643246599,0.013357615586462037,0.08263634963864123,0.007878570680116532,0.0320956391475136,0.0365456850354377,-0.03279128050577499,0.0004182900329730898,-0.020710026741029022,-0.06562499485492158,0.032370974123742485,0.007206207439356202,-0.017744959360449866,-0.00962034397324132,0.03281377467059253
QDPR,0.10546679998933177,-0.040300740127326415,0.016556753809491596,0.01377097460864816,-0.06005847471999079,-0.03936538035032249,0.00595637547354527,-0.09899401211213435,0.01785541212131418,-0.005614754104336076,0.016929785158888044,0.002688457084650895,-0.03349673837325675,0.01930943557042052,0.03409330842258728,-0.022502130750437086,0.014302990013749038,0.0686329950133639,0.030260592370387814,0.08249759036147111
POMC,-0.05344363938211652,0.11838182565475515,0.0066786776321986945,,-0.01809140647015671,0.04929269225127749,-0.0019799735084182267,0.022547988440395766,-0.0266902602671096,0.025428874945926883,0.10123610285951032,-0.02867907443426357,-0.0003541271912397418,0.02091967109774685,0.07327683998717223,-0.053223467179731955,-0.028077932106352958,0.0013997520184663825,0.005514973495332883,-0.06559765243920634
CCL18,,0.015338947647450552,,,,,,,,,0.035256235070174655,,0.018760511352368465,0.033152444101050595,0.013036810709486164,,-0.004452350749593352,,,
CCL17,,,,,0.01798298792589823,,,,0.031876829579697036,-0.0170078039005428,,-0.016517547090239483,,-0.021596625754340067,-0.030476542810406095,0.07970369820702598,,-0.021108665600781108,,
VEGFD,,-0.03131438687737082,0.05283692616946105,,0.012677471776109901,-0.021408570119499214,,0.03299960665031669,0.004814410848855955,-0.012475429843658264,-0.02400151867866157,0.05733076766228452,0.023828887905651144,,0.07411635262976604,0.11481828226865995,,,,
TNFSF13,,,,,-0.014929405516491911,,-0.014624194896656437,,,,,,,0.00423554791129092,-0.03312696007506281,0.09179448560211653,-0.01927394121925446,0.04903088949930957,0.05681382166422447,
WNT5A,-0.03514636785878496,-0.016482258273212532,-0.05264356347473853,-0.0007977743522885677,0.025252674951720084,0.0454423015944554,0.10430242517462558,0.10156872613463096,0.052740143409774023,0.05697187141462636,0.04980422167623025,0.005873237833566714,0.013864690381012922,0.016532554231268023,-0.0023448686891645695,0.033184099528006245,0.029641398970488227,-0.015727376371805383,0.02974750148993338,0.00566584254766057
CXCL8,,-0.033604923153321434,-0.0170781022757913,-0.00597024630821352,0.02009858472442456,-0.07002709612943411,-0.020801968727561546,0.061805037236329054,-0.015034543226310463,-0.011617662720138066,0.050238128842601294,-0.03815354389506345,0.04505760287848721,-0.046428841525589834,-0.05844737225338099,0.0021750022729495316,-0.015775153499388544,-0.03604114248425364,-0.001483177383354795,0.05576519341513554
GRN,0.03747650789408205,0.02424355276078703,0.022913382843817463,0.0632522008886728,0.014921746919061615,0.06450050644502664,0.08804373647389156,0.09959925071812269,0.00483548994793082,0.0014681420142641313,0.018112015571046258,-0.045835108574195524,0.003238241697836156,-0.03138613058481137,-0.035414405710411816,0.03133624930513522,-0.00945007543317151,-0.014493008105518183,0.012414992353075742,-0.03480544889130461
MIA,-0.021577631721513953,-0.04968817494955773,0.004281156919432193,-0.03400798590881431,-0.025646161728674524,-0.03233372368874053,-0.02644336481311612,0.03881313413582736,0.02065999258810625,-0.014188174146099714,,-0.02424420261648861,-0.011292649016807862,0.09860384962785188,0.09580915107276276,0.025615415341318375,-0.10280175996613101,0.009792692648657775,-0.020024575926900032,
COL4A4,-0.01909180554871958,0.064403720766311,0.01938100076605632,-0.035335952279640245,-0.014410436944598076,0.07757426751527874,-0.013914275341156506,-0.026798921894247135,0.04598884457863358,-0.023835004217388264,,-0.023517775976052632,,0.023662574707753736,0.014819192504140209,-0.031335445752863754,0.04305345647754853,-0.04719087962309624,-0.03203575773512077,
TAC1,-0.016485135111088126,-0.03948059515550542,0.03235705289426408,0.04410822147365163,-0.04787265694690296,0.004434394538763309,-0.06638894055629961,-0.10125487797768386,0.020385069124266294,0.008239754050885189,0.002844774491398859,-0.04167842088274281,,,,,0.07030589343191603,0.002033209254376332,-0.05933077219922269,-0.06828244819655373
RARRES2,-0.04986335409973047,0.022631670037340415,-0.03135119041291154,-0.006804304033691754,0.04353529986033474,-0.0030833719141898654,0.08650197720061108,0.12503898153996626,0.03527764859982667,0.0023366973791617224,0.023691897691443923,-0.017682777453926237,0.09040450364314344,-0.01840681924130621,0.010025026071609405,0.011693728785995162,0.033878410268503585,0.03805637442172002,-0.06334447480359015,-0.06044349530965138
FGF7,0.008101465600492675,-0.018924845923617466,0.011063497080837384,0.00811964401141711,-0.030683019122458306,-0.0038601847838354965,-0.019251206991452878,0.06954963329945572,0.011905437823342543,0.012898980873389919,0.0535787787457295,-0.0349916448339909,0.02544493040225462,0.09253792151710735,0.05453226255011857,-0.01763914818233916,0.024426562443715393,0.10408650562550799,0.015540819134821218,0.10226930586820795
EFNA2,,,,,,,,,,,,,,,0.06189253787801127,,,,,
HBEGF,-0.02580788971530403,-0.04796440085099511,0.014616612253047143,0.036270946134095726,-0.019783893705873856,-0.02304180282132688,0.06435462967376937,0.07957179994018247,0.0008470125297035307,-0.01425639290145446,0.055375815896100404,0.005519782452588262,0.013264586356453013,0.006268044707108898,-0.013908971830056538,0.03711416266169292,0.009403394045510988,-0.02617543353640775,0.0740443462500001,-0.04651453058335239
CSF3,,0.06713374645116191,,-0.024733823385474956,-0.025797516672828823,-0.06516362179657381,,0.028032136909062096,,,,,,-0.012271621836878594,-0.042798683260013286,,-0.024606835926078797,0.1104705746499342,0.01138297084686648,
PI3,,-0.03734413309625686,,-0.04104527789470621,0.01912393292967429,-0.042851243679223355,,0.1306150633393874,,,,,0.03376373049957363,-0.022326532720463192,-0.10488182178480962,0.01927766235217269,0.049761971819756626,-0.002158537713606487,-0.08132238095730555,
PCSK1N,-0.02002942817966007,0.015043320326423587,0.08793970906996598,0.006528396659811203,-0.05844760394209493,0.035463197044868174,0.0232648171087134,-0.0789638558286185,0.0015542764246412196,-0.041892771848126745,0.017501396366607115,0.04549126216848406,0.07058134015567398,0.05043140189185962,0.029544419758629224,0.11023056377548801,-0.04843601732949794,0.1169074058251007,0.010840788949583981,0.08060210080657447
NTS,,,,,,0.05334433230628535,-0.016986168754406995,-0.03484893241183927,0.038548368713689454,-0.04120004476384994,-0.021609076748965336,,,0.004382021265214799,-0.007649632089878484,,-0.010105692340378648,0.04780275862281435,,
SFRP1,0.056076896791243266,-0.0486725115322334,0.016304389485592666,,-0.018885047909711464,0.04999483092805355,0.02523729799733691,0.04869762706525771,-0.022882496768793937,-0.01700780407182535,0.03568082141787087,0.015808072817764213,-0.04274834431859747,-0.02378166591967477,0.019882536116714544,-0.08431971951004888,-0.03320786413686514,-0.03214619560432425,0.007777784038370966,0.05155030798269077
CXCL13,,,0.014540609293123024,0.18906245356320403,,0.007114501008214871,,,,,,,,-0.02979998189222326,-0.011328717720090543,,-0.02172790970786442,,-0.02733361635278037,
MICA,-0.0513700947088509,0.005621495427699365,0.0368037706604592,0.0067665496881862885,0.06961339359136898,0.014018133618400746,-0.015157323351888099,0.0826347178492071,-0.018557293349727326,0.029266293244994447,0.014647986857410656,0.020219154324287815,-0.0005306208948787834,0.06518301663813389,-0.019753662915335445,0.010962553063390444,-0.02187483692797444,-0.033391935127424284,0.022036541261288546,0.00861870935444257
TG,-0.01909180124630769,0.06417190565021495,-0.017315955355507652,,-0.020379958732858732,0.05875767514026546,0.05500490793239065,0.025193844586816592,-0.008532749267638525,-0.012308473824374251,,-0.011151313510700369,-0.008162612612204828,-0.013067611777764653,0.0674798998385232,,0.05213918893567281,-0.022575506335485183,-0.013741253057506776,
ADA,0.008717761192035253,0.02359876726681203,-0.01586321980422268,0.02502819727374606,0.023126855711269743,-0.013576390607590695,-0.01799846591167259,0.08665621371185879,-0.030309433994847264,-0.00559809748626728,-0.013669477337031189,0.059603771200539675,-0.03470159541570279,-0.04133822577677257,-0.02457520584786604,0.03475480977491994,-0.029352204567644476,0.03521071174306055,0.004624733519548884,0.05976366657353903
LAMC3,-0.022938975424460866,-0.031100025643142678,0.011668905072011586,0.049016975359381744,0.025081387026400667,-0.024829421229887984,0.001047426685129263,0.08792878710840199,-0.022088152882843493,-0.02301437116104324,0.06748620115544993,-0.029169691975763124,0.019567548786239952,-0.012286496080484252,-0.003224342453476302,0.12447098484041078,0.011766536006123022,-0.010261852111123628,0.053078414902444186,-0.05998924393423875
CCL7,,,,,0.06438909658816226,-0.0320899977658721,,,,,,,,-0.03236836397008928,,,,-0.02328877427583386,-0.02839641186266581,
NGF,,-0.018161509816372764,,,0.02957001369390388,-0.034252732645530894,-0.018709875563647015,,,,-0.021609090977108635,,,0.02078152043123036,-0.019795857958928218,,-0.004421739697161643,0.020002693674835138,-0.02493859871317996,
TNFSF15,,-0.022468054261142074,,,-0.01640778417389913,-0.023759325450928383,-0.0227178907574944,,,,,,,-0.03155552021704187,,,-0.015280422662845954,0.021181935213367926,-0.009302249953749,
HMGB1,0.01790618258368159,-0.03261936115505315,0.06240832417784072,0.01072013040346421,0.023082589510440645,0.060894747937024686,0.05786548733561445,0.05723442703067858,-0.010871557804363007,0.02614183298826919,-0.0873781917041549,0.043050878411976114,0.046953705770033174,-0.0811941111679925,-0.09645236999840556,-0.054670048496205596,0.01902802573195711,0.006987325220945539,-0.017106451955998494,0.0247987742106376
ITGB3BP,-0.07799602061042223,-0.06953994231497254,-0.016878347341436905,0.07213932604833208,0.013933869050300626,0.018541866070386,0.06382064438089356,0.10876741943944253,-0.011230652883489376,0.020119297180613067,0.006062064225037496,-0.01962331967390025,-0.0845575025875533,-0.07355540265426626,-0.07123588202679507,0.02216042708666892,-0.002300747927269681,0.03847847966010953,-0.00875633672184025,0.07095784030980237
AANAT,,-0.03255163465454213,,,-0.014929407109878945,0.04752959930666253,,0.06771345995467312,-0.02599232313374545,-0.014188174935282186,-0.020315723485302927,-0.02215670950111198,-0.0009596385170579396,-0.028396188418832582,0.032090854204116684,0.037849041606842895,,-0.024640494376447046,-0.020575927827036617,
RELN,-0.015827609397931756,0.041970498219677584,-0.012833152341146193,-0.008795183454135828,0.03153471066571786,0.008301416045795162,-0.007289807796666801,-0.04806428007917436,0.005522950510300254,-0.0195854223966921,0.07693052794673391,-0.024529389841762034,,,,-0.043054140366500356,-0.018457094601741653,,0.03316617889660654,0.10377659716476995
IL15,-0.044115329967987046,-0.03193795130181933,-0.022060262204242998,,0.0411117828513095,-0.05397169587537621,-0.01616512983695694,0.028429275742250782,0.05476183893401453,0.040640387456652875,-0.04163145525779292,-0.02054932399582682,0.06794466005924851,0.050892683012632424,-0.03255881759949252,0.07851567110641719,-0.016530685561952873,0.06578214382975217,0.11420426798654293,
UTS2,,,,,,,,0.06631293792227595,,,,,0.02722097865555842,-0.024181432687183247,,,,,,
BSG,-0.07283156538379731,0.10736745453741041,0.006667213937179355,0.04269225350004476,-0.0616601582189565,0.06086152629046211,0.02038399550526322,0.03431354940416871,-0.04273136033686194,0.03373743867673877,0.03593591995817116,-0.018299527380421666,0.12003889477748117,0.01756467969366727,-0.00904077824284999,0.0973324397187286,-0.06285846148401081,-0.01143392500679787,0.1018226449895075,0.09821877152448574
ADAMTS3,0.0027963999288883384,-0.01063409090515003,-0.019336730169402218,,0.02441588623775784,0.03517772842716104,-0.02603734779881896,0.15546354904878495,0.035593603959226186,-0.016959328377059074,0.035908509226188975,-0.03414634434409784,-0.009373962445989559,0.046148993688076685,0.02535523191655229,0.10560573957903542,0.05381548609063683,-0.007928305649087615,0.04277800870522506,
CD34,-0.01646792094012885,0.010046974560157596,-0.02732387065025341,0.02660201197624494,0.005670436901174632,0.008994006931489646,0.03187584895316431,0.05245362068759259,0.07458425441968539,-0.0265456900652747,0.024720307490018367,-0.0185014985059746,-0.030929042214279705,0.012425480354734465,0.07747569308798735,0.05195549107161997,0.022772990498101525,-0.015241388251128621,-0.024454164349376164,-0.03385041733412495
CCL23,,,,,,,,-0.02910022419658546,,,,,,,,,,,,
PLAT,-0.05027050573493259,0.06937907110700628,-0.0557873493876464,0.05391516699903625,-0.006858612258089517,-0.01680467532203492,0.11838895375906162,0.13764730417699605,-0.06622715365293265,-0.00121828002683512,0.054998043221125004,0.038640952717974256,0.005036831713388751,0.04289582787740924,-0.008285179207019948,0.11475562151496559,0.03050826223544905,0.0534809228154353,0.04229920099056422,0.046018843986341255
NTF3,,,,,,,,,,0.01395122763152454,,,,-0.024524248014734046,0.07046381627346521,,-0.029882119763772835,,,
LTA,,,-0.012734207996680279,,0.011487519207954029,,,,0.06345462928621783,,,0.045730406029345784,,,,,,0.04652909324459173,,
CKLF,-0.018846409537996614,0.04646970111586486,0.006765103128145178,0.03182878905080408,-0.0054831057486897155,0.03566574023331934,0.040129896105938534,0.1603980736278437,0.018758672879991802,-0.011583094602597996,-0.025232124509064188,0.005218090125615003,-0.05290086724775016,0.03319054736911954,-0.003774557415141505,0.012337347610146782,0.053384899994453,0.022656199985315654,0.02743387064904204,0.005578433190464893
CD24,0.03759756207380098,0.023428828751872213,0.0026205868895645417,0.060314859548383934,-0.014834016169652606,0.0953212820186192,0.08581067952568046,-0.009231923915420675,-0.02385846753921342,0.05038143465482308,0.04326156225558557,0.01782538837237812,-0.11036455669939292,0.04379587987273986,0.06609634677572354,-0.019852658932266287,0.08020968838179601,0.06730841652105463,-0.009320034766056284,0.05779802138057461
HSP90AA1,0.053147814809145155,-0.019558380950768863,0.022325524782648876,-0.02017171897971886,0.048413617671425636,-0.042609116515748946,-0.04864523709077838,-0.11648967100536825,0.025848061869122342,0.020215019093926503,-0.06128001422575087,-0.026090896558242153,0.051634603469935904,-0.08139223241370744,-0.07603867600640653,-0.07325642971039957,-0.06124389171549868,-0.00603616077929687,-0.05807882578005096,0.05256734209195872
BMP4,-0.01964823514205085,-0.03930594978218132,-0.013499006955826358,0.04715495886897933,-0.01733937808023424,-0.014251245252262706,0.047883860444887225,-0.03200424701742715,-0.0257267278495876,-0.00700008082868229,0.10193700771110825,0.05764840955681001,0.05046941603569603,-0.011918184585621201,0.005732344895788632,0.10363118168102653,0.06400062672309764,0.017631948424549477,0.020952676114612098,
SCGB3A1,,,,-0.02643801126143598,,-0.025494967772405022,0.09061999329465502,,,-0.011967864328043658,-0.03576135864871156,-0.014339048300862169,-0.01812663841870676,-0.013770731741431529,0.02558540385354687,,0.031795534419577165,-0.012325512333909558,-0.04134744625717514,
IGFBP4,-0.09165330848115384,0.03218248050532046,0.01794850653485727,0.05646806794415375,-0.014827637838898037,0.015867649649856628,0.039681195996625084,0.1594593654227782,-0.005765957227613694,0.0045641795682951364,0.05366518245343815,0.01999722065151292,-0.06981517913714187,-0.0768289639003044,-0.08729791105424739,0.11187339202948353,-0.014376196114948458,-0.03442566806276467,0.0004926774740178111,-0.06783991696793559
RSPO4,,-0.022186146227245247,-0.020586301606480787,,0.010957607368622639,-0.0034224655678343086,,,-0.010256029561720968,-0.011967862577472767,,-0.02850515101856213,,,,,0.0499689272895138,0.04385666253464908,-0.02594542995881508,
LEFTY2,0.0309089534919178,0.010210343907710667,-0.012890603445637637,0.08026960469875505,-0.00014406573123370835,0.023697180517195045,0.05606224137756186,0.08229670913626874,0.024773755917869865,-0.013122907686374209,-0.021609090977108635,-0.025367914116938728,-0.03539029794808712,0.004473312830958332,0.02920215005640664,0.12975610068249654,-0.02906255865886727,-0.005359501829868668,-0.0060992371109152834,
PF4,,,-0.011583492932868778,,0.010140306719665952,,,,,,,,,,-0.01839148687563004,,,0.06008797594398129,-0.020324523400823698,
ANGPTL2,0.0012255915200348212,-0.005936217864749966,0.027344155437521472,0.00815807351682486,-0.02323802965941885,0.025145269224625125,0.09153268967046344,0.11894902069740239,-0.01619023504625545,0.008645460262092652,0.05145929625552363,-0.017324890170544047,-0.05828521318129657,0.0467690726669675,0.020100440455816885,0.01268740504124882,0.05983816821808917,0.03437683825893616,-0.0461918776153758,-0.0024906432610925905
LRIG2,-0.04166013171854261,0.012888849734284169,-0.058110414444553206,-0.05699863459983308,0.03366261760142706,0.11316116027197487,0.030316236604294805,0.05511676054432733,0.008180679320574617,0.016520366769363023,-0.006067604110910936,0.044098548266450315,0.012010838977901526,-0.013393070581166656,0.009345446408208695,0.032582952041867785,0.010669662293957211,0.0203691925210215,0.04684678647676986,0.07851968895263144
ICOSLG,0.09847001993344193,-0.02531094881166712,0.008246999103327454,0.036673090845722824,-0.006707397538672227,0.03559090191453508,0.0399685627539936,0.10218375513968977,-0.02377227900674725,-0.00992528523534369,0.018147055144630532,0.022497870361396072,0.06261489108886067,-0.0504260472938864,0.0011770624390474637,0.00500118231531701,-0.028491837442693606,0.021234180965952865,-0.021237349545953,-0.051553524622242886
WIF1,,0.017079289994319256,,-0.018840437881503053,,0.022555599603101672,-0.07557809035316528,-0.09582539782173524,-0.022467564629207414,-0.02252103948155294,-0.005302020791676769,-0.025787154814742343,,,,,-0.019866011612618067,,0.01701333563244509,-0.04706294049718951
NPPC,-0.04481056147226075,0.008983689809520514,,-0.03316867356955384,-0.01994238569013149,-0.05133023342141161,0.0035032818590957082,-0.02887685323279631,0.016418110941541917,0.053294771804671695,-0.021423347084151372,-0.03371956104682042,0.039891841913215785,0.03776802472247514,-6.243950095813896e-05,0.09042989298070311,0.019425711910444232,,-0.048844524436475474,-0.09352720106743459
LYZ,0.07635718290999147,-0.10426684446095424,0.017975943279924855,0.023556150622897915,0.03873090530431274,-0.03314594120502228,-0.00433936267459964,0.004815666953660181,-0.02224973835339982,-0.04272738016301265,0.05569585499543209,-0.013848261058035561,-0.0692328628096082,-0.04804210093642376,0.057311923543142816,0.06927050501790091,-0.02701507626690306,0.013540653838296153,-0.052446314644509225,0.031657012083366944
EREG,,,,-0.001567706849365789,,-0.04140843110207547,,,,,-0.022229439610079452,,,-0.00495298142280345,-0.043154720787021865,,-0.026617400961462954,-0.04132034326807187,-0.02339954722462056,
SPTAN1,-0.026048629979462407,-0.0040094440349288385,0.04951243795461963,0.02130844357166454,0.008413330133140376,0.00537900553331381,0.0033015090460204177,0.036494433338324105,-0.013307774968777454,-0.024742392530429442,-0.0338599152078317,0.010684045986530364,0.02493061216226636,0.06100244337895355,0.04880542343772159,0.04390355436520031,0.04735366306051936,0.016334486301960258,-0.021508850569867566,-0.05668361051973344
PTH2,,,,,,,,,,,,,,,,,0.010621248232581006,,,
LIPC,-0.024443220707315992,0.0940571516426723,-0.017433775938806125,,0.06449359624472006,-0.0027929542096469147,-0.025067971421571165,-0.018002178594368944,0.0007483058810634515,,-0.039812521184236845,-0.03228107031983392,0.032198029598141636,,,0.08590728787243881,,0.008772353311766193,0.0017473129042577453,
COL8A1,0.09204184156245415,0.02332987380303269,0.028026803541290522,0.10333127699874291,-0.04989086556203256,0.04406903153864926,0.05525871105393936,0.036520450881955165,-0.009346357565744503,0.011596104553558405,0.023110378734794487,0.04357237751093135,0.11785666119988034,-0.0030663749382309337,0.016854852699608697,0.08556321290030887,-0.03706817278423487,0.05775623554376206,0.06053449670211494,
GSTM2,-0.04349649665274976,0.07552625976036391,-0.025382424805255228,-0.04115666900741491,0.015190302484847136,-0.007450301555977286,-0.013669793954091836,0.08844715271776714,0.019507684721883824,-0.018998917426817877,0.11771084104129824,-0.03438391655119641,-0.10082397946817896,-0.029244986004257314,0.04515543053308625,-0.022450880690814693,0.04114152044612261,-0.0023857170730180316,0.024778975575397166,
IL4,,,,,,,,,,,,,-0.0042494098479028365,,,,,,,
SPX,0.08097711839688632,-0.03276240192373448,-0.05755758948971434,,0.04453912124169435,-0.05713650941134891,-0.007847275235072847,-0.007598716622647703,-0.02777715305833353,0.044194967595783584,-0.0033512204797092686,0.030251759095189297,,0.1810848501675526,-0.004968577563222421,-0.030711828986828216,0.01149997723828902,0.028216956141152855,0.025454557689832184,0.01982891560748846
MFGE8,-0.01046273132307346,0.0253596032476085,0.005831009982847782,-0.0018440351523980186,0.005731083150565094,-0.0134846472593952,-0.021900293748533712,0.03145836989010421,0.010345953336700435,-0.021839076006314885,-0.006222855679193685,-0.0043976039785332665,0.07945967205671764,0.03473047732092015,-0.023827287602205104,0.027824470473909856,0.0025622602974526617,-0.05220016999966167,-0.006788570272896627,-0.02310885473889644
TGFA,0.0400710306434319,0.04282321016952762,-0.030266074888688557,-0.014676017546195234,0.0033473231841996687,-0.016493429878886565,-0.01147530111509466,0.08622795806623244,-0.013337546566083092,0.005855344092356735,-0.027268826548745486,0.005710322296592127,0.01718544928558096,0.06856239306934275,0.06617630131975169,-0.1303520088228575,-0.06786625568345084,0.06956013162356016,-0.0045715587053773675,-0.03957261937834171
SLIT2,-0.019648231998038574,-0.04496172401638322,0.039048435533801856,0.03255790329385039,-0.029287214338815697,-0.0690511603818029,0.003808344294232872,-0.039743868174761894,0.027911740757748056,0.015915467336573147,0.014171762660133255,-0.046223332400944804,0.02336486364900875,0.003987832624932802,0.02749115525892106,-0.01574170819295613,-0.0008430188387712757,0.03628318435518064,0.07967420110256315,0.2079919117811939
PLTP,0.016085247387101504,0.11248051801824147,-0.021165129121439162,0.04978158101561415,0.041484255737507796,0.07816849538678304,0.07376267177642394,0.15010615930751747,0.0014372670379548494,0.011286001453901306,0.030120985902222282,-0.03967868582544694,-0.012731306480264512,-0.02463995356341531,-0.08782461308244291,0.08860702178680119,-0.021019877096684708,0.04359597211649407,-0.024659501699816722,-0.017500836378965223
APOD,0.1051876121610046,0.013378550585300556,0.025744819179865965,-0.017694175956718076,-0.02210298973420706,0.10559674629618121,0.018847552248455114,0.03851068329763318,-0.017648264827412552,-0.03799311892141002,0.022992634829622178,-0.00991440528381023,0.037217937507774926,0.08400803266496949,0.07571461202226583,-0.09337742565448061,-0.015972969357823982,0.006711173455974113,0.06000282932898256,-0.09013265224753252
B2M,0.041735017396196644,-0.08115010938288658,0.0198114911725108,0.12284227054160525,0.05293425413614078,-0.029451501067539326,0.06216059090236155,0.15876652919955067,-0.034680193255604785,0.030237607586629866,0.09972384910740417,0.033076340171569026,0.04945202001226599,-0.008850662728034359,-0.02710249157006306,0.1236183520413534,-0.01215837640597879,-0.0651686082716338,-0.009647084814839692,-0.0006423220304819842
OMG,0.11122280346698693,-0.025230716396348083,-0.01044429311456144,-0.03272570782860796,-6.663092438528036e-05,0.07982609626418617,0.03134726790645227,-0.0416820440659636,0.014861014869682238,-0.04045362261980252,0.0524734551341211,0.007430490344321956,0.10258134297073963,0.06336739447418838,0.1262583871649141,-0.10668634364594844,0.03616324396192571,0.11217804649810391,0.01887003451913098,0.0017635751692595893
CXCL3,-0.015374688095968392,-0.06683387634804461,-0.023814559089655365,0.09123931938460765,0.046433596656638286,-0.04369498203958512,,-0.008728778028950985,-0.03150710803094651,-0.012803083230743249,-0.013946513037959263,-0.014799236306703644,0.038490581850395195,0.016227811224590518,-0.07442582447818923,-0.024244103536007568,-0.046650800230421736,-0.03446125392578416,-0.06551708090717988,
CXCL10,-0.0035227576448140663,0.022661662391744535,0.02595273373240616,,0.012385286508822384,0.015523370926538648,0.027831743823736797,0.1408862161973902,-0.035321240486983756,-0.019448820506935343,-0.019283915378496434,0.050427843030324083,-0.09699374450484237,-0.03342448825861949,-0.024668315527684025,-0.032661978854766786,-0.02920091263152102,-0.015791345041564934,-0.014016490442867319,
RSPO3,,,,-0.02473382415695049,-0.01492940600676479,-0.028488551928084995,0.018483334384178096,-0.041995410795002894,0.08101700100649212,-0.012930085112908253,-0.0477421978385207,-0.01546491671316544,,0.025287935244516103,-0.02623993929889703,,0.026530639111932104,0.04791361452556052,-0.04575092763992012,0.18711978133748952
CORT,-0.019091805241404348,-0.024874578863245195,0.04149620824637688,0.06688783857380978,-0.03348033932667795,0.0977191374591831,-0.026916135798780768,-0.03999670894935356,-0.0007812793771302301,-0.014743584143422528,-0.011009698265139718,-0.003500525455105518,,0.05094806634148717,0.12903867288891502,,0.04148692686441593,,,0.09913373909137305
NCAN,0.0034722146499645916,0.0684178731496538,-0.060124514358309525,0.08371052663569349,0.014276756173028619,0.07723322837770101,0.03254403496028411,0.055243762157016874,-0.020275456617297627,0.032448476993721255,0.08513067296226118,0.059313863226513414,0.020359892247488375,0.06161300715847615,0.04356551780198984,0.007572299337577139,0.030518201572278632,0.04136336252128329,-0.007075672551074427,-0.0815967126894595
