,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.022535170072012518,,-0.012378705291645387,-0.03022782509512997,0.003980708348361935,-0.04581945909479372,,-0.09088068848691258,0.025899750468571972,,,,,0.08986776821416614,0.008446484873268217,,-0.0002700086866500769,,
PDAP1,0.0031367190299752767,-0.017142260616831544,0.07402719465232811,-0.0020870730780922103,0.0004574971040364409,-0.06817572466600483,-0.06654212027809926,-0.22325286718283724,-0.027972705385147387,-0.029871831535720286,0.03197598943132374,-0.11847090802038153,-0.06717286828934961,0.057426072223923444,-0.025419593413614563,-0.004465426507990584,-0.06857710024311085,0.0006467161062046764,0.0016494067838640693
QDPR,0.010580480689171678,0.13841659687188154,0.04788526695328614,0.00028815118607470816,0.06395111458752134,0.2323337420179986,-0.010933904396203807,0.1143855302878029,0.05816649942623407,0.03354707646244955,-0.2992027877289408,0.043145816190754444,-0.05978846688918778,-0.02085312546181455,0.03947431626499146,-0.02612563523736752,-0.02866271958531775,0.19505517215542237,-0.007345757806656592
POMC,-0.011035713796861631,0.2179681546251376,-0.013813522938590561,0.06097277669689879,-0.0024312671893790896,0.06593908181595629,0.02839455556623087,0.026286094540101067,-0.020359313722037118,-0.03714613972894721,-0.05744521897751244,0.08079758360145456,-0.022033673905528874,0.03882254042150126,-0.035889585071752626,,0.04084818529671364,0.0012018099975789171,0.024123198587170755
CCL18,,0.03249244477424261,-0.09187418397233268,,,,,,,,-0.1317255838810246,,,-0.021103574374215894,,,,,
CCL17,,,,,0.00019603537309310375,,,,-0.00020456813794574461,-0.05240394296901094,,0.0012795094395412006,,,-0.025717151558235132,,-0.02706671158125637,,
VEGFD,,0.019435101837584755,-0.05500362707737172,-0.004329824410927676,0.0606568671608203,-0.005427903964053046,,-0.0807957396984102,0.04231950704877919,0.0018998322302463788,0.12836741098315424,-0.03378062891096494,,,-0.02712365731262806,,,,
TNFSF13,,,0.029110112690039547,,-0.024246976300299303,,0.03305422825428855,,,,,,,,-0.008390478641825301,,0.06419588510016677,0.08485444098188932,
WNT5A,0.018502001164499807,-0.058202688666438865,0.008449871344841646,0.08325319985049194,0.0262601338813828,-0.033806544152085415,-0.12603165372731145,-0.23921817887463004,-0.00725879738636121,-0.08435305420028993,0.0534212305059568,-0.07054655304820726,0.010496209406389134,0.05740969544240574,0.05800265058739381,-0.004346014533326971,0.04337062249228894,-0.07009240564644133,-0.026045603992452763
CXCL8,,-0.11598328960997245,-0.11894322732635286,-0.011152374375514189,0.013069924743688309,-0.13514970748957647,-0.04150291087449423,-0.11530358601418503,-0.08381125730917408,-0.03579599918834259,-0.1418206899817777,-0.08685571365696748,,-0.037156165300789135,0.045109660041383955,0.04668440177455781,0.00677988566108839,-0.10730260942468929,-0.04780459536179974
GRN,-0.008950023053937658,-0.1164759618398219,-0.020170241070401832,-0.025862131569406557,-0.023802480423861863,-0.05251765346932999,-0.13186699087988707,-0.35092356535151803,-0.019837590883366583,-0.06252886776372385,-0.18672762064729265,0.04299298752935586,-0.07729748064433112,0.031675877732384915,0.034314905227100796,-0.018673541263888954,0.12199695222705202,0.10970398846857513,-0.11154132634363449
MIA,0.021649440649427233,-0.013215598694916161,0.021472604446260854,0.020280938995450002,0.004914163059856184,-0.054558246809808725,0.02154282270174971,-0.09439588552210361,-0.08529909894622419,-0.04371618306128729,,0.002695689802586151,0.06652574918178718,0.016533595164813047,0.09673536948790815,,-0.03289982175133472,-0.0634956255825523,
COL4A4,0.0793445718061261,-0.024987303647125585,0.019947190233886688,0.04922110627868069,-0.00475911665810032,-0.014481728944365023,-0.00041635340131138766,0.028923829671640675,0.012352855875278347,-0.011679881364001424,,-0.04487791215316955,,-0.0011401788206959506,0.058967905622722104,,-0.034634662081461896,-0.07344766550751601,
TAC1,0.18722163642037423,0.39399995068692534,0.12043419764404631,0.017047669439427142,0.15879389201577854,0.1736896394604006,0.2274344868225941,0.3607084048812605,0.23006294130254218,0.05560588257474066,0.25528555306645284,0.22723980452014494,,,,-0.010817474717254546,-0.035581944632637905,0.07395955884961644,0.11561821121044426
RARRES2,0.06105525228870031,-0.023490187029605383,0.012223467852288877,0.01223001156633756,0.019972304952964627,-0.23704308909748287,-0.17550711249567658,-0.3381431779080109,0.1069699510526632,0.032525139995653124,-0.06132357686811324,-0.1488100134648768,-0.029801980891135182,-0.036743761718718494,-0.0423091578122154,-0.04975114647158285,-0.03200141604099967,-0.09208855707555166,0.05856808357243377
FGF7,0.007350357216771987,0.00979524292499287,,0.003769378080706023,0.022477609146839325,0.0937060319303599,0.05437602883600035,-0.08792552101785853,0.020015591144043696,0.006401288232096946,0.013044685641565336,-0.04488961516501921,0.053295677620876725,-0.0501802163020037,0.04669579041729397,0.04474214367901811,-0.02654155550585311,0.07979867090474596,-0.027120406920724153
HBEGF,0.02009134744677581,-0.04143584724995471,-0.04218404092443006,-0.017780580870076754,-0.041242620596000576,-0.1419096948921839,-0.11282186517554812,-0.10852172164218063,-0.16785618854213943,0.010524361861039689,-0.13890458722679927,-0.03685646593120393,0.015779714447429753,-0.012529683715356319,0.03988791882938942,-0.0019016438780864971,0.07439127240466459,-0.038011818084166205,-0.013133261434548241
CSF3,,-0.04087536727429748,,,0.008388850807216491,-0.030144987047254556,,-0.05832122523528925,,,,,,,,-0.034867600239682814,-0.02849707176196842,-0.00027243667104099597,
PI3,,-0.04842296791136691,-0.07465963002751944,,0.013937713299264009,-0.06392958422636215,,-0.06567046937178987,,,,,,,-0.021850914621380793,,-0.03945739210216177,-0.08599896456984407,
PCSK1N,0.05813773674182061,0.2765891613712666,0.12885293353725943,0.008793128195888754,-0.014065634704954096,0.05995675478428464,0.13952666207554987,0.22494162479645358,-0.025340458483549114,0.09573767275763938,0.39007575132205263,0.3096007461802523,0.02481471652168282,-0.04125312437594731,0.0059580095632956786,0.04504306822903721,-0.09533294564353302,0.19870199492715734,0.2463232565405772
NTS,,,,,,-0.11120799987751995,0.021754868176444547,-0.041137864959771855,-0.007127451267771009,0.002273460899081675,-0.06273101174067978,,,,,,-0.04220027738407499,,
SFRP1,-0.023614704487280216,0.23490144731536233,0.025564871695733328,0.035577534261170995,-0.030671369237774485,0.06932143571494402,-0.007995403300233114,-0.03954868067372652,0.026096812026056737,0.009261163727469875,-0.13454358858909835,0.04003815100868173,-0.06348833618754704,-0.0526005968550598,-0.05068892130016818,-0.02723155418984709,0.022102237424806565,0.03802094352391853,0.0064914715793055015
CXCL13,,,,0.02410262039090966,,0.07085957138094033,,,,,,,,,,,,-0.01970243135842254,
MICA,-0.012586225074454897,-0.07838327939196181,-0.041460003202381565,-0.007037749123033063,-0.005450044654490049,-0.03346152596245721,-0.003969722511078057,-0.12837221921974212,-0.02659521139915051,0.03638587475784949,-0.06946027981578701,-0.10388706546143625,0.030832162940984974,-0.0430093483841745,-0.026385624577201363,0.033804966977177074,0.11165561340959168,-0.09648077745072466,0.01781435067655439
TG,-0.018796040663145448,-0.032584191907819145,0.1291305955834206,0.08067496091617685,-0.015180057667061308,0.02259318708514953,-0.004763726476273247,0.0009962986320559814,0.03712549409215792,-0.03792450595620326,,0.015131322022151904,-0.01807751091046263,0.027784747011414052,,,0.08809346964856518,-0.019369418036895545,
ADA,-0.0004492847364156644,0.14435309202057311,-0.017753302668938598,0.04807261089471651,0.03361430008672067,0.015438148019770233,-0.004058388348339522,-0.19250604259750528,-0.04985086641226182,0.007464824685821281,-0.12650057613645635,-0.09983725142328961,0.08189677028461241,0.034352520043221056,0.042555236833695866,-0.06353368403089002,0.17589819824513256,0.009846691389567381,-0.03406449866181761
LAMC3,0.09128775333838607,0.024652639939873794,0.02700836461326381,-0.026756403861537176,-0.026014571388087184,0.04997342311608533,-0.023178265231729233,-0.17930153390896217,-0.07374738181770532,0.025780373110243213,-0.06205380271171906,0.06414777161563971,0.02482816391540312,-0.02090351623155255,0.062080015047914355,0.01433845871103639,0.17922678072847917,0.09821613777536797,-0.022581808248286282
CCL7,,,-0.053412537849303277,,-0.023930717014714352,-0.0645506388032238,,,,,,,,,,,-0.0022979366280884155,-0.008068175535711536,
NGF,,-0.023549461030288116,-0.009866558078812615,,0.056336110846095466,0.05174714793994206,-0.033670862314763246,,,,0.10562622295933291,,,-0.03136124389760923,,,0.011125770907817764,0.004300716209492522,
TNFSF15,,-0.009627130014623552,,,-0.026648023832260524,0.0527767998183215,-0.0008047133962314904,,,,,,-0.03472434661419831,0.013392872831360305,,,0.09878263373850744,-0.0022480645247656395,
HMGB1,0.01086242461513376,0.11645416981584018,0.08896246762767208,0.003703359615609878,0.01736574213390553,0.034121769407921644,-0.04388604860248886,-0.2592336621914315,0.07361643177517234,0.02440060297678655,-0.21045550924654802,0.02058591394204967,-0.019229166533171676,0.0014384584117344312,0.046715039573879465,-0.003325141323233795,-0.09673662957645097,0.04273207555969945,-0.08992475971085082
ITGB3BP,-0.0507705954624372,-0.16833548827104916,0.017153652007744512,0.036090481769282465,0.001522824243307954,-0.028681260043145838,-0.0471422301580026,-0.22012509066823394,-0.051912737967397135,-0.0391220611287808,0.008588859716347343,-0.1598655683410522,-0.018196697118809918,-0.07475747909640541,-0.057799693120504404,0.027757061822567444,0.01170266188807737,-0.10890194319504497,0.051644946586535866
AANAT,,-0.014848828167573136,0.0026870978169043357,,-0.02424697888813293,0.04070702064323216,,0.04155462855928886,-0.013038897097565089,-0.010460496656247252,-0.002526512435289225,-0.01711659432264053,,-0.021980257333337964,0.0005730946922240185,,0.010279262569873585,0.0679815125489005,
RELN,-0.015582416033240629,0.05943817068703415,0.06560590342431043,-0.04201203303275575,0.07854041263602164,0.08392288323515279,0.07686400569016093,0.2194266161818468,-8.326595442617664e-05,0.019609168527219802,-0.039431854435677614,0.05354965833042703,,,0.02229076319889127,0.03130279054263521,,0.07272567196238797,0.13086455680185677
IL15,0.09785558284089345,-0.04141294127933073,-0.04484973592059201,-0.03267108931347185,-0.025598074619681336,-0.016154614488426308,0.06726148571906779,-0.08120542902660186,-0.03676317452373281,0.011173217566093888,-0.026325913589264723,-0.020462501800159367,-0.05927404628589119,-0.01809806990243355,-0.03961518810855862,0.008562639710114815,0.0994184509462571,0.054889290053853554,
UTS2,,,,,,,,-0.10031178618446385,,,,,-0.018358595426806085,,,,,,
BSG,0.016124628450796798,-0.15818355718880947,0.12281562577817579,0.03119117842343015,0.05775038584234527,-0.016163829572819782,0.01079803409704568,0.18356620054881734,-0.11238385212865633,0.023552482504665455,0.2639526250354659,-0.21193044118929794,0.01313159645707582,0.003422597364421819,-0.056703411906634915,-0.013510288663712754,0.028382217957288278,-0.03740470073389392,0.10425074949396466
ADAMTS3,-0.01758876969610322,-0.035471198964806355,0.09069552499046211,0.04824620556535722,0.007536947985658176,0.025416358612389073,0.01450339684712775,-0.29231801837279664,-0.04027792235180667,0.03664925684637137,0.12024785263377692,-0.01568214852758335,0.03569617457631537,-0.026319120473719544,0.0037488921052232908,0.08380281503567086,0.0378086314119121,-0.018162251968605846,
CD34,-0.0024016603430234004,0.106652177664983,0.04645560168840869,0.011632419100685689,0.011420042441193734,0.020715370486169227,0.08376046542721823,-0.17701449445725892,0.046384940640810376,0.012063059315151718,-8.856789414530608e-05,0.014466646721864438,-0.024951673534075805,0.019004893383946425,0.04109058884660432,0.12369575786255123,0.1427215055781902,-0.010718191187660615,-0.022036327721426125
CCL23,,,,,,,,-0.05356798195237465,,,,,0.057092904166770354,,,,,,
PLAT,-0.016011707286407086,-0.047904683854566144,0.0781890948403491,-0.032338547880742016,-0.03241083964763143,-0.008282074514199848,-0.1365498511551538,-0.280824578401905,-0.13965568313721266,-0.02198274226404496,0.016563113180316398,-0.10316374739539556,-0.009004356069090676,-0.01890493994999293,-0.026941649852031062,0.017628413597423398,0.09304545941540962,0.06245332538952139,0.0009122522039912125
NTF3,,,,,,,,,,0.003896885208692885,,,,,,,,,
LTA,,,,0.02130227727017139,-0.011297431089758309,,,,0.001034297903889702,,,-0.039213353842171055,,,,,-0.011794436566221915,,
CKLF,-0.015849545938787957,0.006108472132956632,0.09506488321333277,0.024546790686785145,0.02686255735912379,0.03459680374455366,-0.0930869459658359,-0.3379507564660778,-0.017344782688416324,-0.028628433194641992,-0.14219472466496097,-0.16618786962974874,-0.05706686928500405,0.02389587258202006,-0.02752374251628894,-0.07180405842721964,-0.01215165814082554,-0.02623885734171037,0.03893839264675051
CD24,0.05915885439772593,-0.10310000499351088,0.08203532901797346,0.03591525409574267,-0.003716666154265444,0.05909881564390896,-0.09179959344710292,-0.023277341688482157,0.1075611929391491,-0.08656052048312238,-0.035963772988895276,0.023141672750932412,0.06196747679871212,-0.02609354004559425,-0.0631288304726455,0.04712320533778086,-0.06211677200737146,0.07161443243471571,-0.021427056348146796
HSP90AA1,-0.05223739621497904,0.10286419637325979,-0.0634787566957441,0.02120315316409115,-0.013429030949331,0.2143183198476477,0.19062472513856532,0.3803220851974309,-0.01756143295686148,-0.02620592736488551,0.38886541343470665,0.30980208646232593,0.0808438085961307,-0.027101553686148788,-0.0480345060602683,0.09595830213055877,-0.14879492808427422,0.133087208213105,0.12207519725704914
BMP4,0.029602866879276976,0.2550416178564866,0.00303589422951749,-0.03221920859573275,0.008401485213684948,-0.03264752691096184,-0.03212018806354424,0.08306055335975454,-0.003021626974543595,0.01938310573975731,0.026164253068856256,0.01752429654862685,-0.002907985152015148,0.04022883545584554,0.0825389223203679,,0.11858217166859686,0.02739595689573847,
SCGB3A1,,,-0.015142073170412954,,,0.04433628285841695,-0.057390519957722326,,,-0.03687503003769021,0.03146475441148936,0.03588800107238997,-0.04043615251641415,,,,0.0767155686085664,0.11892816781406029,
IGFBP4,0.027721512940205896,-0.04863426218873162,0.0030612048175803048,-0.011828146904478816,-0.0634896749030554,-0.034243365700193464,-0.14860028187463015,-0.20443108955241715,-0.09984158652368397,0.03405022281252022,-0.09884247363814289,-0.02179892879860242,0.09604197532629319,0.0334788968061962,0.04243006692517714,0.006131031590698142,0.2146070446480861,0.07920620540873681,0.04498968332674627
RSPO4,,-0.028768081028140765,,0.02710396521020224,-0.00878429053258703,-0.05004122972252827,,,0.013916298356710188,0.010455984094465498,,-0.054395095209108305,,,,,-0.0560829555007109,-0.0912292198548443,
LEFTY2,-0.018610198977077125,0.024496556534365953,0.017496477252386677,0.0374388814260215,-0.032137689066785366,-0.04776037623276794,0.001811949110299576,-0.20681921684018362,-0.050308412506280535,0.03512920206958545,-0.00899219927935797,0.04762104966419714,0.012117623548533763,-0.028088906048869204,-0.010208993784922503,0.08982584277837014,0.13845826201221456,0.11706048123827527,
PF4,,,0.010296279290351042,0.022153491300969125,-0.020879079132100797,,,,,,,,,,,,0.038478034730074544,0.11088364392174753,
ANGPTL2,0.04301648807789727,-0.00952420330706326,0.04427059321357685,0.039907608357566,-0.0345932547886404,-0.06546357056287559,-0.19509243490188632,-0.2486317079447807,0.07041416971021038,-0.011417962254043647,-0.15406786309225823,-0.24909294927087164,0.032015184163293166,0.05007139666376197,0.07004459028801305,0.038541020646490814,0.16800225539707314,-0.006064842397945813,-0.023529948884119897
LRIG2,-0.024450588436729002,-0.05515504282677359,-0.010848161083662993,0.009925301126274917,-0.00036252846122527524,-0.011328535281658265,-0.08355903895847311,-0.18901911414710662,-0.021834393720334817,-0.0429271538045101,0.05121556166180333,-0.04941909621969248,0.0378614178615219,-0.013449118185494466,0.02199608261748701,-0.0554481871755608,0.02201027479061744,0.056764329116203584,-0.018862842852760495
ICOSLG,-0.0009159952352144506,-0.018446825458493576,0.05484204821599957,0.01848164475795124,0.024553311882108405,0.0004978539339854362,-0.07378122791944407,-0.16459235934067307,0.0004637938076960525,-0.017114271149411407,-0.1119499289438834,-0.07351849528663705,0.03377644568579188,-0.04459694741423764,0.04600815162099436,0.055300535222641146,0.04020692324760497,0.03096643079953463,0.011515629238803341
WIF1,,0.43426615119740414,0.051678602456348754,,,0.155243484588803,0.17964422773677693,0.3676517259178931,0.08432007797091395,0.01908248837890835,0.07582379761580627,0.2432223797814852,,,,-0.039216235272824064,,-0.014241497060184913,0.2909270286029619
NPPC,0.03298027896969024,-0.03620284056480466,0.010198402558780227,,0.005574490166805781,0.12542236716906144,0.08108126372378832,-0.0015610028647080334,0.01837256352138264,-0.026326997591667206,0.05876241367509235,-0.20365978484457156,-0.028950083304773406,-0.026319069926272646,-0.030179638155642577,-0.007119236624807688,,0.09598986166626408,0.08435239103877797
LYZ,-0.05652624569318185,-0.027523602657922516,-0.04939685584745558,-0.021932344705418917,-0.052121050500632,-0.09970310006800394,-0.08293588212002255,-0.16450631560505613,-0.0033678525128884957,-0.007587458861065507,-0.2863580997157934,-0.0309403227118922,0.052402229552504315,0.0031343985660652303,-0.00895277584581179,0.026302373866867297,0.09970903721367531,0.007630489993599128,-0.09106946535463892
EREG,,,,,,-0.06211427340735618,,,,,-0.0517358924180948,,,,,,0.05204635506502712,0.04962798077839037,
SPTAN1,0.0453620205629993,0.1956715450220701,0.1418397104927893,0.010784160534990405,-0.038242537360425786,0.1368234189669266,0.09525493794063773,0.17375110939317204,0.12779381442240084,-0.024032074597105078,0.37353931914442795,0.1820119969983301,0.07951971085027383,0.048590768588618105,0.00198959741628606,0.08598782793692578,-0.06841750395379172,0.2118832232794135,0.1975429960469991
LIPC,-0.02406455862522684,-0.027377865387365363,-0.0003987789455265277,-0.038623051437823804,0.020851226517517526,0.043503756833286375,0.08164186814770656,-0.05033540590643985,0.05096534584913569,,-0.0474332950100504,-0.06160051186383294,0.06997826923833124,0.13625793282042067,0.02055952293245635,,0.011617681051735187,0.0167541921846424,
COL8A1,0.10028856530835076,-0.1452030019617568,-0.07545306587672895,-0.05577141019379599,-0.028709072664283204,-0.07098253308657834,-0.11017717386740723,-0.1085418292508399,-0.05125136374363266,-0.06024555627661909,-0.18145346023521497,-0.1501492751375118,0.06813332674853184,0.07858264314933665,0.016329038993945336,-0.040840604277259385,0.03537426481111941,-0.09716820242962296,
GSTM2,0.019984942309231393,-0.02120368179937887,0.08127638830029901,-0.005958595936634296,0.03201479330283657,0.031670205578252716,-0.03118260063988378,-0.016321386295835186,-0.08998054580799193,0.032763522907811794,-0.017028971810859373,-0.047604920582382235,-0.06027471761082041,0.06545499175402716,0.02386604988226907,-0.0013914823687944428,0.029289866096544465,-0.00686446043890608,
SPX,-0.02799115534415984,0.11811301609452196,0.0321555452177203,-0.009161700268858625,0.08577785229836114,0.16844169552881905,0.02689803870242578,0.18169759727237353,0.12060379370902935,-0.010358816458987102,0.18744715295824754,0.2650289563848241,0.1784016032286339,-0.03684105900852872,-0.04462870693444113,-0.04055130025274154,-0.07154811526851197,0.022551220481772723,-0.038782783484384166
MFGE8,0.04155523902917669,-0.16803357984293454,-0.03731748426608353,0.0361427870383594,-0.026599678591499074,0.06542955383618855,-0.03952035290724156,-0.1015493138046937,-0.06671070258270077,-0.0004803172643632936,0.13568270531805895,-0.07524882503927895,0.014041544596885426,0.0030884997062739054,-0.020276684087104684,0.02517251071502836,0.21169215439407427,0.07248719756841528,0.10686147482725598
TGFA,0.010916017679361636,-0.20407257751852062,0.10144227986653961,0.013915612408648876,-0.029552522145263653,-0.00633964710040378,-0.12374053706713811,-0.16615181638204085,-0.1325572505166876,-0.008528460878158879,-0.1547137810590006,-0.0953201949681928,0.10326926369532424,-0.016378176657683527,0.04509571566838533,0.025194476752573525,0.0012976749590807616,-0.057550338564488566,-0.07190989993891138
SLIT2,-0.019343851469513493,0.44450355714409295,0.021992951615405924,-0.04492555693573796,0.03597502409443272,0.13668425581673654,0.1329503256487962,0.21590058658095168,0.0293866801131452,-0.011000812218777814,0.19489858479999342,0.22931618046787447,0.0015037684200350505,-0.02976454049838348,0.039118554670206446,0.04967329260634894,0.07296872167572398,0.021149561748246563,0.29159547388538165
PLTP,0.03814650997674232,-0.12562202176646337,0.0029762036886997805,-0.0179482200034481,-0.05777336923495443,-0.12131835503790926,-0.10086765470897922,-0.34377808337917465,0.04105365705227682,-0.11512768878401948,-0.3453582545792752,-0.07864923972026425,0.1127374161436968,-0.013986281705357631,0.004716863581554987,-0.04663000910268327,0.04115970110330855,0.012151808626324461,0.08584396809964992
APOD,-0.01693981908637149,0.10352016919619758,0.09220560616922412,-0.03903966978798542,0.028246247470117267,0.10332724530629801,-0.13601651336351483,-0.30775083060405733,0.07796808893443023,0.012039219308646607,-0.21773050462932178,0.18727728221958093,0.031921343266813305,-0.0007569265271477069,0.0725495644113058,-0.08933848962541983,-0.13247163490246455,0.08580366639801433,-0.03700037704115146
B2M,-0.02350856775374493,0.05505201148615215,-0.020023232170225173,-0.05124109761697828,-0.00032511393817611744,-0.15739651606821425,-0.25824757916914337,-0.414390152341704,0.015382318967418098,-0.10585233680860347,-0.39415962631638835,-0.275304011219961,0.07216580292560917,0.04933808415248633,0.04916226523340653,0.028915686950946935,0.16384411688272388,0.0854431723414159,-0.2612170971671836
OMG,0.016642271473500427,0.27434469799187317,0.17487224148507657,-0.030334918375514018,-0.002058564359955824,0.15583119734577658,-0.07632594366652719,-0.026508456684278484,0.11548618166789787,-0.017160772557041168,0.04058061370329926,0.23493362046214566,0.025573927332470246,0.013145461075209497,0.00667615743366509,0.027593820130984548,-0.048349589644828606,0.23680919732108385,-0.09737388395878795
CXCL3,-0.015136511160301796,-0.11253777984993867,-0.027573206886153584,-0.015915084999187427,0.04221913005415988,-0.08665988482519867,,-0.0690709009194616,-0.09161403128335902,-0.023413084210195074,-0.005021614087748109,-0.0282407157710208,-0.029835964037446212,,-0.022401526736029152,-0.027037089349364093,-0.048570726808294565,-0.10486769500493555,
CXCL10,-0.023312796892129763,0.01760586223260522,0.05268622198075169,0.03457382474112747,0.028668086524817046,0.012825938233508114,0.03649475154615569,-0.29296805503341455,-0.024803671411072137,-0.03836664371354663,-0.03510604099723704,-0.04487791498834856,0.028986118992880276,-0.03550126164354726,-0.03017963487410379,,0.096330818379833,0.010194787650404474,
RSPO3,,,0.0064093047306477075,,0.20135134046696718,0.1581884628587417,0.0627936971264041,0.06215313482696925,0.07336603321571306,0.013965745802030874,0.1843668458806652,0.08870184998552595,,,,0.03043268530371067,-0.015262542474865894,0.1568128308972041,0.07889543481047688
CORT,-0.018796044596352077,0.07887919122428783,0.049264653866067175,-0.02221789832888302,0.057701822466487154,0.06542609310426196,0.051859431458032346,0.13951737647612136,0.06962044806825667,0.04726374274736512,-0.013299838100251956,0.035736399389696555,,,,0.01691628987877736,,,0.11099297931700156
NCAN,-0.0015919885753658955,0.0014152595247173985,0.1301188355156298,0.046446065436750644,-0.10552876025864066,0.231078412809687,-0.17622427949950195,-0.15787348347524738,-0.005626181743517954,0.021471621412140898,0.176937161915236,-0.2080554931720889,0.027488180651751543,0.0562877543623426,-0.011810198454243906,-0.06002757108807882,-0.07355384764753675,0.14755101892293657,-0.027700076146814485
PRG4,,-0.044019256405683355,-0.009226776862296003,,-0.012080191522733765,0.04422952666061905,,0.05861156777655471,-0.028460423379081362,,,-0.02431519371489659,,,,,0.051850147466190384,-0.0076910485185230455,
ZG16B,,,-0.018429236237621778,-0.03530610126371078,-0.005921756983863937,,,0.05378114184177462,-0.01185050654188,,,,,-0.02443468735489714,,,0.08556479894137664,-0.024684439329417072,
TGM2,0.002453562492876026,-0.06384018729209817,-0.10712599717404828,-0.00044911761935367535,-0.026642529710267433,-0.006306080182484265,0.05541389392587571,-0.11010187696426617,-0.02795520261747624,-0.024968088749129477,-0.01729017915455655,0.17019276219762114,0.08422715699646828,0.05322699697684862,-0.02468644688367665,-0.05109349950511721,0.07342439644130713,0.08538937787572647,0.05495900471722027
VEGFC,-0.018796045806569996,-0.03158469534484351,0.007981832875616015,-0.0209070724359382,-0.028004129741054595,-0.05196485934393437,0.07617638461515573,-0.039829953606139036,0.07928066392898232,-0.009654315773466997,-0.02929164415410583,0.026557096620428808,-0.04938260124214444,0.05684638300407723,-0.011847593897529513,,0.04649023851300719,-0.045235414259049846,
WNT6,,-0.0400578081330502,0.013598587888365082,-0.023467382442565667,-0.023659528235822156,0.07849474483985655,-0.025876550469492613,-0.030576971053527028,-0.02956765611555238,,,0.029188220757556473,,0.03700435112121893,,,-0.02784082060848496,0.03163064751746357,
NRG4,,0.030042443025426992,-0.01211678920817304,,0.012887029679746562,0.07262226899307422,0.0031882030684855737,-0.004245464792260144,-0.03424420950549159,0.023777916056689552,0.11135510360483986,0.11665015491511134,,,0.06075398071622223,,-0.030304265518684866,0.038018255111963405,
PMCH,,,-0.02306802693419211,,-0.0025520890543922945,,,,0.014628597904606602,,,,,,,,0.08892843483116711,0.04762068682268466,
