,UKF243,UKF248,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk
UTS2,,,-0.023238795454891388,,,-0.016549024391370994,
BSG,0.029780050773858202,0.03542109260661303,0.0276962650843539,-0.012175580669625695,0.025370295632453313,0.011585173129128741,-0.009797255679899076
ADAMTS3,0.065995268382945,0.015357285891314538,0.06640041696879934,-0.027762640486180355,0.0048786968750730835,0.05272953659836007,0.08855293911985004
CD34,-0.01384139914429598,0.03828750108821327,0.01192416649698993,-0.03418013204963033,0.07389763750969956,-0.008381057511168015,-0.008740552427793646
CCL23,,,-0.016621359218193944,,,,
PLAT,-0.03580696168014137,0.046807111276666424,0.0484661758977275,-0.029542595516680252,0.07795072914374875,0.10099440292668553,0.04692387695002415
NTF3,,,,,,0.023032377458682154,0.14240914245366115
LTA,,,,,-0.026148087891291225,,
CKLF,0.10778791913069644,0.03796685578069885,0.01211793224636772,0.0608336284361534,0.08206478680417417,0.037944447763847915,0.03705378029744394
CD24,-0.00586906803542464,0.030300097466284776,0.005410524509167571,0.03406696812361749,-0.0245348193582515,0.07862938089914057,0.012351759203366106
HSP90AA1,0.10294195031816838,-0.018800121190174515,-0.047422561085560186,-0.035774503696266204,-0.014455464716752195,-0.04982000291545813,-0.07116366676329318
BMP4,0.007217183951760332,0.07156349083708971,-0.02731172051762629,0.049006882892074846,-0.022280871573615118,0.03953197623660901,0.036554701401955846
SCGB3A1,,0.02091438659358651,,0.09709667254237263,0.07315408409748954,0.005795270370640054,0.04251567552844022
IGFBP4,0.03976756192543922,0.05589214677135633,0.024581796639146208,0.04878007190906323,0.04392636273518501,-0.03446279603120828,-0.07486124958411694
RSPO4,0.12483451285215318,,,,0.02040130835748444,,
LEFTY2,0.014122205627494127,0.08750543136345183,0.019529763606178398,-0.01839005294155512,0.08649759564710002,-0.01880446042657548,0.01344159949890749
PF4,,-0.029426355572954793,,,,,-0.01795131856164835
ANGPTL2,0.020828648717730398,0.018313211896117232,0.03387012004216449,-0.03834873575994176,0.054846858095778606,0.021189969693504458,0.006725997758843009
LRIG2,0.001613980195502392,0.04472938635810242,0.030568377461934276,-0.005084100520978214,0.0034905863778967247,0.02326352669015855,0.018502608978728113
ICOSLG,0.05181233028523216,-0.011433454627789403,-0.02078618058923394,0.019663798754861232,0.0430963166466842,0.05403176133351347,0.057954377203526516
WIF1,-0.06063519903276443,-0.02460487124355939,-0.027044659923985265,-0.04212639514385854,-0.01889053226741654,,
NPPC,-0.010065485980872747,0.008734254697150369,-0.039330927360116494,-0.04565728564087965,0.004689750146036282,0.022110664235359966,0.013721889542157627
LYZ,0.07126878868895879,-0.00912501446207906,0.09950110078170983,0.05011075147502077,0.10000251521291285,0.006986161474789725,0.04920403258722073
EREG,,,,-0.018917990197899675,,-0.006073982692386986,0.11551596034082387
SPTAN1,0.022246665373876585,0.020625531844380596,0.012317619305154348,0.0018947078938403303,-0.03946296407091502,0.0010488258125794124,0.015330336113133742
LIPC,-0.04310213990264547,0.005425778669803006,0.04975003197334932,-0.018558161576809312,-0.024675208752492756,,
COL8A1,0.01658128357201655,0.0056516559603053814,0.004958072722614095,0.056657875534700405,0.06499668948880517,0.03488070899164065,0.042798894068829696
GSTM2,-0.040313646654364495,0.026171517380230682,0.006722290344208255,-0.01249395112394499,0.049520494426071406,0.023548734780580012,0.003736736122719472
SPX,-0.03265515003754647,-0.022227889701724016,0.016412991003581887,-0.013375661395920222,-0.01636405887232103,-0.0024486408849059985,0.01580965019682357
MFGE8,-0.0549553289993346,0.036215309690216066,-0.04875439718342818,-0.01783805985709964,0.03157247795178302,-0.009909348232844678,-0.0458901341058798
TGFA,0.023626563737023154,-0.0329024580660795,-0.026235269493990195,0.026465818037350555,0.013863718512101449,0.08849143761050406,-0.009729085285771611
SLIT2,-0.05280313175505682,0.05180775851923089,-0.0400253916124281,0.036815627103809964,0.0011664935103540511,0.04768910757261431,-0.035261745759623805
PLTP,0.007985859105389785,0.05798297959800449,0.05480684032843709,0.02739377985111172,0.01769093512236828,0.024981166546976623,-0.06924356482673044
APOD,0.035297809172018746,-0.0027195813207410192,0.023863561601618847,-0.03551369195483428,-0.02568965052493271,0.02260661765829251,0.06321872853331725
B2M,-0.027704708411003223,0.03821109641224596,0.0465052751650778,0.044820065619508354,0.1119481231158708,0.02250641886029005,0.010746242912326766
OMG,0.029262285203621227,0.04828561541223994,-0.07108255922533495,-0.07479231405300282,-0.019341892479592,0.04762401128063697,0.06371341272505072
CXCL3,-0.003902916152166975,0.004862966208980777,0.06112642065178093,-0.026631702278339338,0.0940090267864188,-0.041905479392391545,-0.009405816192513294
CXCL10,-0.046458034035627614,-0.042865410790553865,0.05466201319566241,0.006604571144553506,0.07248585667253356,-0.022874685657238436,0.09303161356762751
RSPO3,,-0.029006391856026565,-0.023986784556157013,0.013997005789408944,0.014036898075096674,0.11221569375409289,0.030644757277989383
CORT,-0.029212751374677895,0.0691165124470763,0.01539599989331404,-0.04629189849193666,-0.05220620143333377,0.046699266436832865,-0.018785142479181786
NCAN,0.10408183426837302,0.024783929842281432,-0.02313366572269897,0.02144142739232103,0.049230177596143294,0.040803612891991706,0.019992672964625556
PRG4,-0.010852666346083457,0.017325338280983635,-0.020779072320343612,,-0.02300731019554393,-0.024262468077482363,-0.02771862726690049
ZG16B,,0.16659039211857254,-0.005463176706094239,,,,
TGM2,-0.0024022748899876316,-0.03411569522978808,0.06545624741680578,0.07275223157715499,0.08714926681208955,0.019242511836878928,-0.03305150917768835
VEGFC,-0.007585239604951025,-0.005660534715679906,0.029894101900611265,-0.021377246552217673,0.0906021223873261,-0.028508231567983097,-0.025848560183863875
WNT6,0.05046445394000773,-0.013315847383891194,-0.02043349672527498,,-0.020492051091146418,0.019561120569564747,0.19254725174622933
NRG4,0.08508310522804809,0.042682718576074245,0.004574704113263635,-0.0018124937406749687,-0.027392015337942558,,
PMCH,,0.06394738780848944,,,,-0.022515888494942096,0.03841890742612329
COL9A1,-0.042121232975698246,0.020901104360360318,0.006513064928485221,0.09856078102641884,-0.031212550275350154,0.08029411370858898,0.0027733597568990053
GDF11,0.0474163405771598,0.06288168692324983,0.017967433596041724,0.04672507122499232,-0.005462681839765421,0.01881739550433805,-0.027675106771484492
IL24,,,,,,-0.016787303898032988,0.09981416341147674
SORBS1,0.006897727391283838,0.1125414621299429,0.005030875764558364,0.06681956719269024,-0.026060318296642605,0.030834043428483587,0.040352938498297436
DLL1,0.007222490074677259,0.04276338236482233,0.03851080904187322,-0.025069692878788602,0.03351880018136118,0.06177700070964681,0.04771040447461971
TLN1,0.03007800583791944,0.0012884396588723134,0.014320340528746095,0.056819914146727386,-0.01151807358162519,-0.012426574474711707,-0.06410728894166223
COL2A1,0.015067380790973797,-0.03210830304238082,0.1198866778955124,,-0.01911769485439017,-0.03669924700975546,0.0418611400293427
SHH,,,-0.015077300727230323,,-0.018245788341747064,0.04485577360934226,0.04444818192456928
PON2,0.0688618606217416,0.028064158711905016,0.02719623705738599,0.08785999805317936,0.09221923991999643,0.028841737575212627,0.04995295215131374
ICAM5,-0.018481476769625735,0.017046029400164423,-0.01534733346374895,-0.035670110676719186,-0.02531331422849818,-0.0075176697339292544,0.03658244171766139
HPX,0.02572342073829101,0.061230926672351596,-0.02792913164841347,,0.036018396459774504,0.03316980175522757,0.04725431692959908
SFRP2,-0.036030963577592036,0.0558673294123813,-0.015306905310804848,0.07687083333275033,0.0418902849056593,0.03728752575155901,0.08330743073922006
CFC1,,,,0.14357581754614654,,,
CD70,,0.03298595360188679,,,,0.08125014842112467,0.07646793780502571
HP,-0.012943739957661484,-0.011572660278954466,0.05162713213224383,0.010100073690975804,-0.002293185064968386,-0.0743477802963684,-0.01615349488460611
CXCL2,0.004320683236133423,-0.04168439283838569,0.008827458400991797,0.10869612591086394,-0.036112800403033475,0.013919499265585243,0.004667812331954642
NPPB,,-0.036596357862387255,,,0.03285258744973856,-0.04422827939062978,0.00158794992790596
CCK,-0.02253496627380159,0.02988101590497134,-0.05205972576820751,-0.04134674423516274,-0.042231138826087054,0.051954962010913076,0.0300398936428711
SEMA6A,0.02055803439679574,-0.0250829499384898,0.0022691331032188753,0.03246444946320524,-0.0030372676382505862,0.05699903881175739,0.032850404590639815
IRAK4,-0.002969514517697903,0.018777863481223424,-0.0035475359888267207,0.02226975942786603,0.09830641937248044,-0.025886449276371,0.006433786827233789
GSTP1,0.02040431707795945,-0.03120729876007439,0.021573796580714833,0.03695735454077571,0.02191289762372361,0.035859219701714296,0.04866517629336969
VCAM1,-0.010984740358259477,-0.026188882946739798,0.04349571541364787,-0.008842934445508594,0.012133930223515962,0.013777564284435606,-0.004927623558996436
NXPH3,0.002689435316937093,0.05036871667589204,-0.016499762917095696,-0.059872738341750824,-0.022662879844210858,0.03205182045711644,0.02156468155396139
MTMR4,0.031022915918448798,0.01591270823628882,0.04516280471107246,0.06825868342883847,0.015905882294801076,0.006012968215830254,-0.0005683754627398908
LAMC2,-0.02469066299743604,0.04291782281304564,,,,-0.020638458762400797,-0.023199225039277748
IL10,-0.009560401632097723,-0.019576666899245324,-0.025167591511990262,0.055263111935001094,0.042545655306901464,-0.026612962850638404,-0.012916740841690165
SEMA4D,-0.0010751082943206757,0.026168186795814345,0.008465857010452544,-0.03831958002331279,-0.022518124195375404,0.07502167562468393,0.04794403401195004
TRH,-0.048182907286851435,0.023104647568622936,0.02949809350337717,0.0040642944291399965,0.09158920289594732,-0.008515774186655847,0.023869725296449543
SEMA6D,0.04074593050775095,0.03843792531731582,0.0018701370296344496,0.0038233342966583596,-0.0029472900637533203,0.017566113908771257,0.026824025798490705
CEL,,,,,,-0.008334277462195288,-0.02884060826352918
PDCD1LG2,-0.06405073017381331,-0.007708373504336051,0.04007954765404345,0.007561027517986863,-0.02618461016921356,0.08154674053056714,0.04155898040472935
SPINT1,-0.038228676955334225,0.050587908253154984,0.08223074842160459,0.09588251984196801,-0.030849649253989284,0.08355825625739041,0.062117166348893756
CTHRC1,-0.003300271496196359,0.03550756579940994,0.06024902994877593,0.07088951976944599,-0.0054012159316079965,-0.013046958840610884,-0.04618533710844733
PODXL,0.023083129521471405,0.027245682518496975,0.0687284881937714,-0.038301547013628395,-0.014568331021038512,-0.05273886735387414,-0.02650476688797148
JAM3,0.0379201515490298,-0.015801478132455277,0.023905481503795754,0.010505698370872998,0.007179708399339302,0.009605504879255145,-0.02496936041279971
TGFB2,-0.03878940029279682,0.019512691196568285,0.07101016215341988,0.0162940980339024,0.002694615257675286,0.026298921627118266,0.049561269853476454
COL18A1,0.014423746375747675,0.03971673558232824,0.005758843543568918,0.03347557749634549,0.05201231231695647,-0.026393552036301636,-0.048598135023682605
NODAL,,0.04812191154115139,0.07053847520628923,,0.010420115501911562,-0.025095344536815785,-0.0218205522197009
INHBB,-0.025890720957638932,-0.04597163692828929,0.07949503931596329,-0.02417188976262101,0.016447147617689183,0.017427904791419785,-0.021959226230479578
LCN1,,-0.01715492002145836,-0.016830993480803164,,,0.124208365344257,-0.02060675163142039
ARF4,0.04489141199564308,-0.0223289748883176,-0.02346706379102412,0.054879021696679756,0.014280783945733594,0.030353704808700102,0.07879363171452834
CXCL14,-0.06347198846048287,-0.008348696537939541,0.04563578920474575,-0.002728295274573494,0.017923273649176598,0.00011844943518221564,-0.045075047798429094
LIF,0.015753813284744202,-0.03818366107402832,0.025874836978176278,0.07391885197069263,0.05639718150283106,0.0014034194851574753,-0.009253114900824219
IL17B,-0.010417061742339933,,-0.02779663577587926,,,-0.023228518279845345,0.004290422254611894
MMP1,,0.03186738771888323,,,,-0.024669216684944914,0.03930724022819989
MATN1,0.07335471191500774,0.05357141729352936,0.02531216923071734,,-0.019117692475284526,-0.03358744810146734,-0.03644762771813925
ADAM28,-0.023638815260988145,-0.010564224344324283,0.07207014755323596,0.028678496142095188,0.07913495479228845,0.06287433948375092,0.004404216643427839
TCN2,0.017325195047021586,0.018541123373402312,0.022564128237135342,0.06005248363345326,0.01725951251664708,0.009510517367510954,0.003967618220541757
THPO,,-0.0204875147169455,-0.03434172374843184,0.057562475273561245,-0.019117694671382014,,
CUBN,-0.016504362470805754,0.000919637011858805,0.057011034712767195,-0.02018193770731347,0.05438498289644649,0.058798068980642854,0.029455704697754097
TIMP3,0.01766772054667883,0.007994188584561888,-0.02038007014171042,0.10648172595568281,0.013047942357858867,-0.06272076339811697,0.005651764759741738
PIGF,0.010579461789160933,0.0639277062049563,0.01562640247554414,0.017139375232791576,0.03498088615979037,0.02194491254353609,0.0030365109436170977
CRH,,0.04860994663647643,-0.02588164203203175,-0.022514870892883638,-0.00042829817997493364,0.030122189068137618,0.007883884006367347
BDNF,0.015477065619068506,-0.07367408126617993,0.016756382443988797,0.11863899094823001,-0.021531434331514054,0.0053318950363659395,-0.04372886310845136
CCL5,-0.04331120591034566,0.031849221329859644,0.03194741269672357,-0.05504602639882421,0.01354625566674761,-0.04337710660221293,-0.005202902035446356
GAD1,-0.08179631022558641,0.0339473114649236,0.03343418161238583,-0.028799034710738244,-0.05094877293501384,0.019309022623923637,0.03515153657735655
COL14A1,-0.04242378709502825,-0.025239131257920332,0.008733761067883802,0.0026155784611764225,-0.024367481292688144,0.0024563137401507023,0.026083544422682504
HLA-A,0.04524200995675444,0.023387198614722743,0.048899727214129114,0.037496806109731,0.05015521149409418,-0.05075891775149593,-0.08874827714740631
CD5L,,-0.033653957744652,,-0.027390084445315415,,,
FGF18,,0.015772565361602573,,,,-0.027461672589664556,-0.018770032053286582
ADM,-0.036621758398128965,-0.018578062020459342,0.039518519529003523,0.03127831964129479,-0.021238792159661127,-0.05183522032957469,-0.017350397930235243
CCL15,,-0.0036503358309638145,,,,,
GNAI2,0.06966427235148204,0.018330649500180738,0.06491368924610028,0.05728981752760071,0.0630701073030865,0.012672512120280081,-0.05766259338613669
HDC,,,0.026156994724222272,,,,
COL11A1,,0.005252035883175392,-0.03060016289125486,0.029222451093121556,0.020803814697914577,0.021588973596696048,0.02293278213905411
NUCB2,-0.0297362302539433,-0.045379119415611395,0.01398162965311947,0.0014888935525052113,-0.0074870282593083514,-0.036136700714642554,-0.01126991022378889
CXCL1,-0.060993889506748736,0.060690273596635695,0.05484270507353671,-0.03736858125889187,0.1188486242633367,-0.04325930316258085,-0.019999584711022173
VCAN,0.05322834045499643,0.008031225194793146,0.015996185001504386,0.0908126839639173,0.03320479638276983,-0.00586456561190537,0.02330775388925841
MMP7,-0.04708964204878326,-0.006801761787963567,-0.012285237198581149,-0.01611867202246294,0.02978540662511785,-0.04007118322072631,-0.030185365837350216
PTPN6,-0.04109126742237967,0.006695649319075452,0.05216589051646063,-0.0021463041856233057,0.022404699390237585,0.04799562550295836,0.009413876498947277
PTGS2,-0.019314267115930834,-0.02912674324646867,0.011344947171005117,0.026901608497554432,0.06200686248883577,-0.05210387535599847,-0.022923586062024853
XCL1,,-0.03687871833655904,,-0.0211431114237113,,,
CD58,-0.0016828817317409614,-0.006364231247447156,0.07074588246676596,-0.010763153050272012,0.04183286712381186,0.06229822826796242,0.041608126705068756
TNFSF14,0.07078163796140567,-0.0074246943156267104,0.04995603614390384,0.024202478649136893,,-0.021967893666109514,0.0023256709640245648
CNTN4,-0.03846641004478419,-0.0009280347759919025,0.03388693078730527,-0.006317991619330165,-0.017480657344386717,-0.03382993966738062,-0.04888205189411436
INSL3,,0.03114089862591227,,,,-0.024431037559361858,-0.02035590240982428
MFNG,-0.06267053434585226,0.032343972787307315,-0.026012566068825425,0.03398799030811277,0.03798531301537177,-0.04576385312364496,-0.006424603679668169
ICAM1,-0.03729861498489034,-0.05298078944567243,0.016040569708217434,0.05962757437445947,0.007356474072003452,0.008386432469718716,-0.027455005302413956
PROS1,-0.0648022175605571,0.042492215144319806,0.05224057472395229,-0.005144620601566096,0.03940785649853543,0.1084451670297862,-0.045694485376129496
CLCF1,-0.019481727314584158,-0.005609639215768166,0.02095915478997559,0.034980799537757484,0.0845495502733356,0.004153089046302516,0.028105054004050212
PSAP,-0.03274929642129905,0.027907342131427263,-0.046450072772178864,-0.019761455621299422,0.029794802201802608,-0.009685998272359704,-0.040764874460363094
EFEMP1,-0.06695741934003772,0.02905564636512745,0.07017303908112994,0.05609411245783461,0.034435628219403595,0.049935870273838875,0.01986353797584296
C1QTNF1,0.04156906259063661,-0.023567935863347236,0.02812889767719631,0.03847711432099921,0.010603467076356945,0.009008114361272348,-0.017332546771309947
ALB,0.0031900871630216225,-0.01716771834980862,-0.020606939729671054,-0.0035932094126149418,0.016922057948163868,-0.03621507049985536,0.013878234190075276
CCL13,,,,,,-0.016307448327728256,
EFNA3,-0.03466685059222236,0.015982229619671044,-0.00907960301124429,-0.008643962624368305,0.010325014454525683,0.08335421163164858,0.05093841926447716
DRAXIN,0.030171245459512365,0.07100119788734684,0.048404758634724356,0.07653549406876542,0.019379453282469452,-0.049480095947867515,-0.02867867876386307
RAET1L,,-0.025735774078475895,,,,,0.03854203034131384
NPTX2,-0.059972614221379644,0.0188662036993712,-0.03589344515137053,-0.04033486327579171,0.0011819019363570843,-0.018258083584332112,0.03132609395582941
FGF11,0.03882260147533111,0.0004163191560462231,0.07306137994616271,0.005086215667281016,-0.011032007426153624,0.04921586475581525,0.02516357785950829
CD59,-0.05228767448123706,0.026655069306398094,-0.018068725859670596,-0.0018983069152828077,0.02260868496059282,0.04556027746340502,-0.0647426651256237
COL9A2,0.03898882876503125,0.03001461667556914,-0.045746894126793565,0.039441282669728114,0.029179267733581416,0.04732299574584672,0.053499287739295354
DLL3,-0.04011380770604642,0.028176329689012135,0.027524219007931314,-0.004290064138771034,0.04121926025787493,0.023284887412414565,0.08735334771641597
FGF5,,,-0.016409190100919357,-0.015502172131076485,,,
LIN7C,-0.06528374774961312,0.03780977148588915,-0.008442980755665545,0.0046245452381243665,0.026998368351974663,0.010265791655080792,0.0445553305095643
GDF7,0.025997699456210065,-0.023241965601816975,-0.029353359559992923,0.04853076577891351,,,-0.017665099510628234
PSPN,0.12356491351550734,-0.03905425593013935,0.009848455962761498,-0.04358751022919051,-0.03743920434513561,-0.011716366674222238,-0.007666228121833713
ANGPT1,-0.06817518515508465,0.06612221104716674,0.0447812599034917,-0.0029505997435426965,-0.030298063669324523,-0.008732279364518062,-0.02456923247974215
PNOC,-0.04428272584823891,-0.00836696140922839,0.023957569371773853,-0.00610637362445134,-0.028157058798379087,,0.07164703212487641
L1CAM,-0.04616583485077694,0.06831798120099111,-0.011373127127592026,-0.03192076270009305,-0.03634353683860278,0.01808900766517944,-0.023166759654772714
APOA1,0.07918192125453755,-0.02783745751672665,-0.03511814866883193,-0.015213517445181065,-0.0009853029560008223,0.0033807996918640334,-0.019742481910986345
PSEN1,0.02855365266524796,0.018994926684890917,-0.07011010771418065,0.0031216149171888288,0.07374056920474031,-0.07418947183949585,-0.0027908291284652284
CALM2,0.035158931362808094,0.02167819928243102,-0.04547172419839453,-0.040546556093340125,0.035342613970375414,0.11306221251244224,0.07941910786702769
CLEC2B,0.03364263422046802,-0.02166686275269736,0.029452605869924715,0.02224548105299588,0.06235272413381927,-0.013233762456467632,-0.013769630010809839
NTNG1,-0.04697746341240381,0.025625896391725442,-0.0030914684899011396,0.026401651669334846,-0.04537834871782472,0.0512635803921833,0.044259989846807415
LRIG1,0.010396570084571158,0.07733809978770352,0.03567781627816628,0.02323477001123588,0.07524603108668637,0.038979687539619376,0.03720622389841383
CPAMD8,,0.10143276675760061,0.03591766100787698,0.029732232578646153,0.02373550522909419,,0.1228167538272575
GHRL,,-0.018899580201471602,0.09145116238941477,-0.017289354471097706,0.003104783527034593,,
NPY,-0.051018398595159525,0.008897365759245232,-0.02770005106401476,-0.04200781256692498,0.049848968050603834,-0.06654922728788605,-0.043207733389646716
MMP2,0.06428610447318239,-0.003593730261069783,0.027073010276179373,0.019074041305890077,0.08831232387932972,0.011436979821450808,0.007066350680928423
PPY,,-0.026932256936505593,,,,-0.007992450016663436,0.015322381878738476
ALKAL2,-0.03039295687617527,0.06380495715079763,-0.0168309907529836,0.03301073240962763,0.025166584711401575,-0.032728551158042046,0.04696330704064949
CSF1,-0.06723993003090359,0.046137184767672555,0.015398198034759052,0.01825294976958348,0.0215091454751868,-0.011132439433805342,-0.007706540556154447
SEMA4C,-0.025310601884962085,0.03797916450310255,-0.012872076349578383,0.0218823667007452,0.027486373214781694,0.009482830965646751,0.013942157356427941
ICAM2,0.038539458809149045,0.015551831015078994,-0.04492799652462372,-0.024397123884730372,0.005581474827395665,0.03269481990624534,0.0513391940331275
SYTL3,0.04730305709437451,-0.02816320640826394,-0.013032515459544172,0.06985608448767049,-0.011340823075298677,0.04375589300125557,0.030121936311002268
IL1A,-0.0704306827323356,-0.009276779093403357,0.0001631111056540585,0.02397582792185202,-0.03674416328272278,-0.01879214185755071,0.001718891696694878
HLA-G,-0.006295774053259322,-0.03960121106788117,,,,0.03888409072353448,0.05947473921378882
PGF,-0.03640583445006914,0.0051457534988747,0.015229837575908978,-0.048778922120358864,0.05632474446725969,-0.01687302549196541,0.04900122136766545
LGALS8,0.008060665098683261,0.003950204396151668,0.023386373456741827,0.021817683086607382,-0.007428341038199989,0.039950620741668566,-0.017956052001594294
DKK3,0.028046953620588216,0.045247581601700594,0.015134960573854581,-0.056432866989835455,-0.0008747863447953402,0.03147976976420987,0.040325134392596836
COL16A1,0.02556435715358719,0.03887581815935522,-0.003237827585091922,0.03164836676389273,0.0008212944937343381,0.022392105278912642,0.021115871266816424
TPH1,-0.030968099980345463,-0.005232384387433941,-0.01764615224328722,,-0.023007308608578407,-0.01739601838651523,0.024581537171727376
TNC,-0.04153578612589899,-0.00920274121158545,0.03926593841671377,0.013106767489799661,0.06996362314379997,-0.01087351946634626,-0.032030183326063694
TNFSF9,-0.04364300457334085,-0.0014890799858807153,-0.020635760420703853,0.014715697676415476,0.0352754214991683,0.06529940090412496,0.0034769226599437385
C4A,,,,-0.018655739329054254,-0.020224298266474473,-0.01815534056297577,
CNTN2,-0.002922196339894353,0.027863960880964395,0.010557898392975437,0.01378006515078077,0.0210636598928707,0.04772987635646102,0.04451354745656771
F7,,-0.028367142782395084,-0.014844312110926147,,,-0.003739837896319105,
LUM,-0.032255523658977825,0.06830848646319354,0.023219651589621176,0.04375675123729544,0.07403008790297884,0.03300850147987538,-0.01849107205886678
BTC,,-0.025735763358698864,,-0.022736244745500737,,0.0880892084840245,-0.030103097575062798
