,MGH258,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
MICA,0.01984810337458335,0.057853751377393375,-0.0034210515480996542,0.03586123376913227,-0.01604510466734477,-0.006903038344445231,0.03330310876278523,0.05335813598642882,-0.00052457088997896,-0.05113056342736019,-0.07696229675884834,-0.0596280272462653,0.11329957613010554,0.05932577891415088,-0.01151784315801144
TG,0.1004352601280259,-0.019175937005527582,0.03745836908321965,-0.016594562400462618,0.05391621913693319,,-0.021775251081425633,0.008848260727708335,0.051254097425301744,0.0039614172900138064,0.06056462619913968,-0.017688317146029774,0.1349154160397529,0.005623675653054413,0.009291273980478307
ADA,0.004934512113811544,-0.012815511720384793,0.037724135696608534,0.05398956884285531,0.013816074408977882,0.08996445281876399,0.03274160658135716,0.0437082187202431,-0.04432300150264151,-0.03926850636909819,-0.0010057190585690322,-0.016959949107067922,-0.003579645012437903,-0.03266158902479272,-0.010983221376317829
LAMC3,0.06494144616291372,-0.03650469166422777,0.020224075563087588,-0.03402329343643402,0.0012219304154692588,-0.022677591040741178,-0.01925545456424225,-0.05694291793661705,0.012280811014728915,-0.016902757536991626,-0.03471000802792288,0.011111785799516697,-0.0172833637906966,-0.048814489371201426,-0.030730719006722366
CCL7,,0.03709884328902947,-0.02119206087653964,,,,,,,,,-0.019951616571724593,,,0.009353057613845018
NGF,,0.07227346861004741,-0.02262031928789698,-0.01583566347417885,,-0.018120729144567273,0.017182313754244512,,,-0.013877419188552413,-0.05072917085250759,-0.0230425198926684,-0.013578744511805798,-0.03514542031070529,0.03589381470672742
TNFSF15,,0.0011895862276533418,-0.015690529959371858,-0.019227967158575505,,,0.009923553933158242,0.036650672223943644,,-0.046816221483956325,0.051095240245271636,-0.01945058578411637,,-0.012712568843214147,-0.034407806114705446
HMGB1,0.04265011998623273,-0.11871475780160369,-0.015609822691654519,-0.051160299874478246,-0.04776811906417514,-0.04029133118025562,0.00015895495594656645,0.035133985918813344,-0.18453021540223194,-0.042527567746320966,0.037532656084939574,-0.013134436280350853,-0.013995626303285555,-0.017040502481333004,0.03836777671301828
ITGB3BP,0.03611641977643417,0.06533779025523492,0.005596630824788119,-0.02207571617499619,0.06004545078977038,-0.008393141178303877,-0.004506084029424211,-0.019074126126803623,-0.009365037371729374,0.03753058419660808,0.009867542978821916,0.017749752608911595,0.03956967644955372,0.015064433228774684,0.02076575229823087
AANAT,,0.006611709870636546,-0.014138105877391146,,-0.014262697303464704,-0.017036150342607158,,,-0.07370853940020587,,-0.03555471949025554,-0.01750319737984062,0.004282691242801696,,-0.01898300631865509
RELN,0.0703197819838698,-0.0368766799319643,-0.001332208506240018,-0.0637186421705143,-0.03140185544827179,0.014794471027025262,,,,-0.062151560813500775,,,,-0.015355405471922736,0.017758270033630164
IL15,-0.03187296664844831,0.03208785877986252,0.06947531549077807,-0.01368184172276557,0.014809372124969803,-0.03491087734416011,0.01006365915247495,0.03492617304012618,0.0036734156921561668,-0.04752408988170701,0.037022278661271946,0.022723307113088263,-0.02127021221460445,-0.031009867967415932,0.08885305610423083
UTS2,,,,,,,,0.15634763174924507,-0.05356350491365397,,,-0.014905253585738064,,,
BSG,0.00210470382680578,0.0014207593491542706,0.034513219404677414,-0.010994962486924656,0.11136241992399856,-0.030755268222932734,-0.013878834709373454,0.029144175847459142,0.11523634271232878,-0.01064872290995965,0.08330251321438391,0.08650321014768599,0.034777525194290324,-0.0190512824908471,0.06972969382390172
ADAMTS3,-0.02110609580374649,0.024789523104777996,0.01680205041890685,-0.02203748903083978,0.029592394415387982,-0.02735605439456281,0.03564234765084837,0.09627881240676589,-0.11328087094698296,,-0.007713104868332171,-0.05266642319743411,-0.036908818879654075,0.05734851043987366,0.005493622405593457
CD34,0.048775877432917565,-0.012469641448199332,0.01463707926069543,-0.04915057099881291,0.0022625038447449883,0.11665794346225425,0.004802979616645494,0.009996835402267428,-0.07384322313510307,-0.03971873443137858,-0.023292792355000338,0.05980074295776263,0.036182728594351836,-0.027687652498915718,-0.07420598285251499
CCL23,,,,,,,,0.0627130738126872,,,,,,,
PLAT,0.03097695768126501,-0.07697955375168511,0.02674122260983737,-0.030821659426900284,0.08468032105878578,0.008094440842960246,0.018769927939753975,0.04282196008180456,-0.027385487038604335,-0.0736612750695956,-0.0013405633725235425,0.04445951492704354,-0.07273737007828301,-0.02962020104321732,0.004197237179107923
NTF3,,,,,,,-0.009260126402835822,,,,,-0.014809884858153877,-0.029054911746829143,-0.0008966413074627873,
LTA,,0.0170583591211289,,,-0.013736463908757535,,,,,,,,,,
CKLF,-0.012364221324970818,-0.020382195759160126,0.0026248531169587317,-0.07312938685722778,-0.02173397061997186,0.036917850452329704,-0.0014944367649546877,0.046232872585824314,0.05174650620298924,-0.07498372862396793,0.01600536256204523,0.03369524734827787,0.05282043568624539,-0.01054093581488195,0.01819972646220723
APELA,,,,,,,-0.028103042438814473,,,,,,,,
CD24,0.044288377615243714,0.07387893471150933,-0.03270320601379077,0.013628857360528816,-0.05445797452652953,-0.02005964755231652,0.030457270026278873,0.06040348677702913,-0.0808492766157903,0.15733797300589963,0.08579184807918767,0.009833832547294244,-0.021476445764795803,0.021890029921462488,-0.018462507868967228
HSP90AA1,-0.022000354490673158,-0.012006405169209276,-0.06893599873925581,0.06824388281867295,-0.046372063360362155,-0.060038384097878865,-0.023115677454335033,0.031978215239966516,0.07875597900117592,-0.01803970562806297,-0.03898197339556355,-0.02200184640479894,-0.06542862590075611,-0.025846412140998618,-0.04048915720580257
BMP4,0.07432503830373619,0.05172003064014493,-0.013241636433424108,-0.021084495434968396,0.006152467496117995,0.014163482169909957,0.05777998079082567,-0.05202534555133752,-0.036048456047460715,-0.032816490904562956,-0.03352329262428671,-0.010185029088773419,0.044432873360974956,-0.008014639295997094,0.08067491647421408
SCGB3A1,,,0.05041216515329228,-0.01746511294045361,,0.047682683532456416,0.02124210365951783,0.02001427811719949,-0.06097592441093265,-0.04464149748880065,,-0.030367203874454702,0.05147920327554142,0.00390751215786257,-0.03814646125113523
IGFBP4,0.0238087326182162,-0.020924989827668,0.08418039047139994,-0.06449086796560877,0.03377015340597866,0.05197806993928586,0.001390876086171006,-0.09475733352852056,-0.020993150200449437,-0.05889844793574035,-0.06756675186176879,-0.020317085475175023,-0.0799489040226581,-0.0458593267080454,-0.026309783010931793
RSPO4,,-0.013555976668946456,0.019026082550756118,,0.051740110983672434,,,,,0.006211842160540999,,,,-0.01777927251257676,0.018604132518779154
LEFTY2,-0.018903039452245595,-0.03402905355680467,0.047852751234229766,-0.0290176030196295,-0.008878903171714527,-0.018120729144567273,0.07174187502839019,-0.013201625872040483,-0.02471130630388577,,0.016672051730904195,0.00875279223461045,-0.01582584248231729,-0.024178636014377645,-0.005549174695260203
PF4,,-0.018294132778910906,,,,,,,,,,,-0.012615432076475192,,-0.018751064806638955
ANGPTL2,0.025005433484754383,-0.031193543136083655,0.05094377752368772,-0.06331700370685273,-0.049778117003490226,0.010142505273959667,0.014265569619815135,-0.05600655640704884,-0.06254454597512155,0.06500939777638377,0.042640478106715056,0.024071031054127695,-0.04122072405152937,-0.05046606720231292,0.018176209817385464
LRIG2,0.019639179578796982,0.002661581979778059,0.0877148879977001,0.031165593907122736,0.04492094346224482,0.06509428867445326,-0.020202099958177344,-0.0032668470537126973,-0.02760060905578935,-0.032430091406398534,-0.00013895072932602418,0.032374742435517134,-0.012552365241611978,-0.03224907822349349,0.07697143528732096
ICOSLG,-0.019106910344041675,0.04344103804417526,0.01843827033985425,-0.035648972047664006,-0.02056673374664589,-0.02364764539314529,0.0017518519497459687,0.05377343529757681,-0.05043663572159718,-0.0026860022410019526,0.09091283713255194,0.01181766839768883,0.018768839846793898,0.017078205398032446,0.0450174128934086
WIF1,,,0.011958673274953351,0.0029662316258513783,0.07878527937150868,0.036025525382009545,,,,,,,,0.02836925043019472,0.027528935051138195
NPPC,0.002667810790590858,-0.008203086348951897,0.02789127190971018,0.00037493118345635867,0.021086039277619244,0.021126009843275527,,-0.033712110250277996,-0.02781893365677396,0.041524582720731416,0.049903363968701854,-0.0005799457347158496,-0.02386924322732776,-0.0007741051002844079,0.03457821491064376
LYZ,-0.008471005818257233,0.049675835126785896,0.006604061401200309,-0.039143592917234266,0.016448268575398422,0.047197596009956315,0.011704482297445161,-0.07212358348637699,0.086294974796005,0.03569640119107958,-0.02782750980853804,0.002459548137120731,0.08626028350500253,-0.0071483775666661585,-0.05454660459891497
EREG,,,0.03860083381409468,,,-0.018640934717544633,-0.020156196469064153,,,,,-0.02760088591794517,0.05299634506942522,-0.022144383674202,-0.021588030272684616
SPTAN1,0.021758113275355154,-0.09514200853180828,0.02531679075672625,0.0435676338045723,-0.03128345859035055,-0.03380694199995092,0.05089457241078833,-0.04525010953269473,-0.03290956341701434,0.033483697532902666,0.010388121747757637,-0.021539656681794833,-0.06944001770363004,-0.006038621770604129,0.020801172587480293
PTH2,,,,,,,,,,,,,,0.05264105507217726,
LIPC,-0.024443226085537773,0.012812276107737665,0.05978417695227188,0.015821650348197935,0.04861727503782913,-0.03338557432638623,-0.0252027344319961,-0.03574824200989104,0.08517787731107199,-0.06475002488497618,-0.004352906069161235,,,,-0.029241163146609118
COL8A1,0.03970036454718264,0.013991033873315288,-0.03195425909698605,-0.04312391300469858,0.05040887525393099,0.03354460224146326,-0.009205246323326852,-0.015874161760330508,-0.10594009351001361,0.06604886365116859,-0.01897383122206845,0.060459615306392926,0.040700761447089916,-0.011202779432316536,0.07523690868552986
GSTM2,0.030490037982622873,-0.034956536681653216,0.01620784066661931,-0.011569839472313815,-0.03798444311016047,-0.011506673568519322,0.046593026780162215,0.020497070077650954,-0.04852442903031423,0.07894928341118018,0.07972074338441903,0.02817142462702999,0.02271992203363712,-0.03774610137355722,0.04066118813815832
IL4,,,,,,,,,-0.05249851356658743,,,,,,
SPX,0.021194209100668653,0.022498198474988934,-0.03773264163346319,-0.054574811860617925,0.019995731636200467,-0.044799579985976466,,-0.044691869041004834,,,-0.021480767817047476,0.0011160032176011543,0.03565745527276188,0.04964591269794859,0.012417207282198833
MFGE8,0.030932328846748267,-0.032715829968718184,-0.03599414615737632,0.00787611748178902,0.00586004069809191,-0.05266501274316578,-0.031158477371511076,0.02507399881362266,0.004550649250539762,-0.09420521091885431,-0.049077308449850816,0.0017895239907291536,-0.01601427728519155,-0.0395734333309712,0.0011405262784309892
TGFA,0.011227955933757038,0.0002228903125601558,-0.009418898768225598,-0.04584324729647287,0.05824720871166111,0.013638904106425265,0.060407602364489485,0.05052908908398138,-0.04809854323363665,0.040114156464991495,0.015728443230550795,0.016566326620856157,0.02271557302180247,-0.0341146824414209,0.040742210786975416
SLIT2,0.02924360026314081,-0.038487593577591406,0.0019627270999356392,-0.016928269851059084,0.03524646311862046,0.00403377418211194,-0.021197705129769717,0.019224902637463154,0.12014950416009261,-0.03399154733037962,-0.0038861618251479933,-0.014019954582206146,-0.004689629060127896,0.0008084819948048756,-0.006651920098112936
PLTP,0.006469820319544978,-0.08351407472933026,0.053304964578999386,-0.031296059645866306,-0.02484289873539361,0.04970442585940743,0.011530813465096601,0.0795599498488659,0.09748834776014334,0.014785669702614078,-0.00458218338012227,-0.06484053457822182,-0.031652936241479405,-0.05601903806021731,-0.029070841706777914
APOD,-0.035644204371361815,-0.07280398030527295,-0.05079304481202319,0.014555620515580438,-0.05475619409840649,0.003974864542926775,0.012537823106647174,-0.07233168116040882,0.029418319658246962,-0.02870394354577181,0.029378233612900703,0.03658047174540943,-0.024773907347090347,-0.03159987965233851,-0.08492677214465652
B2M,0.04329881930036738,-0.029508499095806513,0.024768043368994037,-0.05624560029485408,-0.10276093327517466,0.07175417579185485,0.05238893910557277,0.08823910935587745,0.03971822148532444,-0.1341740626318913,-0.10058206656073244,-0.01155631530595963,0.04355024324589537,-0.017465954757739845,-0.04674986011293498
OMG,0.05621502685054526,-0.07773307619895997,-0.009410081647667195,0.08363618193902735,-0.07101888328805403,0.058077432411391246,-0.01276502996987539,-0.034105510019324006,-0.07153777870764821,0.05914807447315984,0.048411960522441025,-0.01072075915361833,-0.0017708661544543198,0.00313380099362641,0.00885156185090076
CXCL3,0.10428066263827816,0.16510321078774712,0.06050782648798775,,-0.0017437030888465264,0.013942866568779173,-0.00903762341545695,0.06944771360965842,0.045853540153391784,,,-0.04790137501120002,0.011068067910910192,-0.016816873462092798,-0.017701506929068935
CXCL10,-0.04980528199307552,0.06810091531851452,0.025421915232003538,-0.01870152764678666,-0.06677297829764298,0.014045946089276297,0.047611644207160256,0.07223664761535692,0.028636263029891904,0.021916970824842848,-0.04464805834929859,-0.020602603655171612,0.03046699802233848,0.038832817210726754,-0.043432237269936724
RSPO3,,-0.021245066206469727,-0.018813685533705764,0.11573261232454961,-0.02412985223294111,-0.04003516097528758,,,,,,-0.025384047310025606,-0.021869545272992643,0.056693187948166246,0.017328734475872826
CORT,0.07859299395188776,0.034653515608746216,-0.006599102080237515,-0.0193509745468776,0.030873459485967474,0.036087447410894945,,,,,,-0.02275012283281517,0.0476827050139108,0.09150367855947629,
NCAN,0.020507357216608478,-0.10620006821867486,-0.07037835634355304,-0.07135738673488307,0.023761876808632076,-0.06781112793870236,,-0.061348189685792295,-0.11055489548794793,-0.1079174488380522,0.04189237954926942,0.026860982500463107,-0.06835451815277017,0.001832916401842856,-0.021431751931297077
PRG4,,-0.007147978393053458,-0.0134705312975329,,-0.0204171331147876,,,,,,,-0.021852541319554462,0.08872814425081087,-0.021914886779216648,-0.026098927617078774
ZG16B,,-0.024335886775894603,,,-0.01091486755085125,,0.010684418764855349,,,,-0.039524944661033644,,,,-0.015996581385738545
TGM2,-0.024601617853371026,-0.016524867113237418,-0.00740556281370616,0.04246439087366887,-0.010083470602948244,-0.018671783787017823,-0.005709546533143514,0.017632149365144626,0.10739347474468935,0.002197485314563776,-0.040659193815245236,-0.014341418103903651,-0.03085883591605881,0.038065112917201556,-0.022426651719289106
VEGFC,0.004811475373507015,0.019210924619200244,-0.02073561136949339,0.014081037024188742,-0.010677804060987792,0.08244172232643568,0.026872155370960153,0.006638046369592264,0.011944383071017904,-0.034335115065037,0.14522400890785037,-0.0256765843564346,-0.02645081122044967,0.021844552477033326,-0.037876134793197506
WNT6,,0.010507496318719785,-0.01856109525869947,-0.01403335393298681,0.04616323984903419,,0.019245892356359366,,0.008164122054874538,,0.1314593719909184,-0.029784169612263874,-0.007799948192442441,-0.023595996183915714,-0.016529267892196477
NRG4,,0.05910692845330714,-0.019187010257783067,-0.017179419441718295,-0.020969227839597978,-0.02346673743998102,,,,-0.032577696556338895,,,,-0.023477990648327847,0.056046873639586485
PMCH,,-0.03535902126083413,,,-0.015976343009491033,,,,,,,-0.020279444865662622,0.024698026293140017,-0.01351765766452986,0.03222457830158406
COL9A1,0.038703126431386535,-0.026652703286030394,0.029305887831234143,-0.055565769541555274,-0.029253270587196505,-0.018382519685730226,,-0.0486793392088901,0.04390027764927145,-0.004724283573777273,-0.03245347247331318,0.0435847451854942,-0.02060586496761206,0.022542578384798614,-0.01105192083893848
GDF11,0.03437907260370698,0.010870387935255686,0.01468484494153489,-0.01034388457730676,0.031781407863125465,-0.004090077606682008,0.03567948398726146,0.04560556656017378,0.03469853784043772,-0.003102098029307731,0.09749797502351996,0.01449667808586014,-0.022986285684193596,-0.034382941992398365,-0.06330219383373839
IL24,,,,,,,-0.014339120686188372,,,,,-0.015119865419468484,-0.012414285425937291,,-0.027789839814679425
SORBS1,-0.0026563188421662035,-0.059280762576486956,0.06961517325533026,0.027040266745724476,0.014794369985260522,0.08261594337453183,0.02492587716487556,-0.0003729959962398093,-0.05800103040968889,0.06080618254177674,-0.01586029901231042,-0.032275516650031304,0.07007828636672775,0.03300355661553533,0.03954078518544827
DLL1,0.0637023290284006,-0.0719834954879149,0.01645273092539087,-0.04187477134223274,-0.05806016157916573,0.044527873270376675,0.03124013565302605,0.1046313016868382,0.11974391365030405,-0.0052784100887522225,-0.006520126551720853,0.02133168212249987,-0.04458444312515126,-0.009953202981450884,0.10319744555643276
TLN1,0.04229506777096869,-0.05209920707457213,0.0411427751062904,-0.06720820815835182,-0.010096624419429488,0.035018618262448925,0.053618247811718,0.0023866433651650257,-0.005322518759177708,0.009100678111501611,-0.017958244711253162,0.0019992225172899406,0.004841753566788729,-0.010857460782362799,0.0053985769574376435
COL2A1,0.05805524649636134,,-0.012031227952464753,-0.015203392496978977,,,,,,,,-0.03305400790703213,-0.004030369803570402,0.042541107132848005,-0.022395258572667262
SHH,,0.057321292609024875,-0.017207809026630966,0.02846556605146102,0.09036544256360074,,,-0.02718151820527255,0.01699467083286916,,,0.07942988305879045,0.06598244569520842,-0.03663012246525645,-0.007997154595509008
PON2,-0.028509082851056737,-0.08521812089655127,-0.020575509744114127,0.06611142379435059,-0.003349403494520856,-0.00817704936110872,0.006814705663520457,0.05431117398515241,-0.10200664336499357,0.13783852104631542,0.07166166876252898,0.02494917854691806,0.057900712722441336,-0.027073601035327036,0.050466123159030755
ICAM5,,-0.007561964830070125,-0.03190674812267626,0.04707844525658277,-0.00469804901400057,-0.05465434505410723,0.04258180360743201,,,,,-0.042264182831814885,0.04596262530031226,-0.01219770341700301,0.04282491404916241
HPX,-0.020368742060915063,0.008682848888230303,0.01393023195957319,-0.014033354879635574,-0.021419751088300885,,0.16597918053514343,-0.013778355640256833,-0.01704198564773123,-0.042380526518550496,0.028207378658633108,0.12137537280103672,0.012501797171139454,0.025738923776714513,0.03924694022470495
SFRP2,,0.0470761206897258,,-0.033174807504625384,-0.017851961836265313,-0.004280185404208558,-0.014151445534940823,0.05877745622371954,0.036604639422179425,,-0.07380303753498095,-0.0406055287313486,0.014399135818508631,-0.05837698057900234,-0.016653883898915565
CFC1,,,,0.05728546520671689,-0.013736464738923006,-0.019148048306079277,,,,,,,,,0.023717793714458903
CD70,,0.19228419566117388,,,-0.025623316317261672,,0.05528231412531465,,,-0.03535625923182552,,0.004688990411105604,-0.0030398368614171284,-0.022530421704466484,-0.03160497157100085
HP,-0.022832089800707958,0.044296839246271806,0.03876500477747223,,0.03235746109532177,0.04837803560184724,,-0.032265363914484424,0.03469368146319691,-0.08002156386195797,-0.004188156324976515,0.0039524583450678205,-0.01741126303606314,-0.02363214858029973,-0.014548463912339892
CXCL2,-0.018098081321724805,0.1268058709071348,0.0524718905958495,0.013834700273805709,0.030318433860520203,-0.038191060144471566,-0.02190323904679151,-0.013250333760966132,0.1459425580329512,-0.03209426344539067,,0.007398485019248433,-0.0027048707977662626,-0.05857783051060436,-0.009009829328421159
NPPB,,0.12098986267518305,,,-0.012028207169398841,,,,,,,0.12854623667913329,-0.023710521483343086,0.0928261556515816,
CCK,-0.04102552196016442,-0.07018819510592794,-0.05935859813707123,0.055977280688679014,-0.029869759982730365,-0.028784535500171647,,-0.03574827086361616,,,-0.020645919463194936,-0.04987582166729588,-0.01037604921860218,0.012562357407709423,0.008901290163802368
SEMA6A,0.061368752585655544,-0.06131185643452924,-0.03404205040112253,-0.060284826464980075,0.0299985722597492,0.06431778567427646,0.028132368650336595,0.026688240205394072,-0.10159395150187121,0.04444846001177564,0.01775995480986183,-0.018689444244293314,-0.05187399222052149,0.044072239908418534,0.04317230098943107
IRAK4,0.051501015021382025,-0.003954850010567244,0.03845016635818615,-0.0008985287982522299,-0.02563604097429447,0.025160016430687455,-0.017533866787846998,0.07856652497054427,-0.0053602715656215,-0.02528825189508843,0.07146945649344157,0.008840807286524123,0.05143232082998602,0.015170977460313307,0.03109768236399783
GSTP1,0.08487882889249294,-0.05624634801633495,-0.04281557642382753,0.016805929577859965,0.00888269584915869,0.0030469413448734922,-0.022083904648911856,0.01823712975109609,0.08548839494049336,-0.04508271268218499,-0.025614610688674794,0.03881187783284693,0.1307631060150629,0.011531996721570974,0.008871367109352327
VCAM1,0.03137845939528057,0.00767189452684177,0.0037098558146976784,-0.008334965024890015,-0.039393210747974264,0.005251612601715898,-0.0185671231179158,0.032430581813449204,0.008662548959076076,-0.02447197843596755,0.04100704808693799,-0.005450902099306527,-0.007511656774677865,-0.0038187583928224805,0.04264600609994558
