,MGH258,UKF248,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
PCSK1N,0.04456661935207266,-0.03899670963448822,-0.06307876837543866,-0.008074722411507234,0.048540028544409246,0.06743209684120938,0.09423419254864397,-0.0544708124891795
NTS,,,-0.02517862697978626,0.023181655177133404,,,0.08648685599213292,
SFRP1,-0.02435252795461645,0.018675036223889968,-0.0005748157203724481,-0.02117810198287191,0.01699933431630731,0.03555669802128105,-0.03438792835105885,-0.03673271247911233
CXCL13,,,,,,,,0.2146606061097457
MICA,0.021336326069742013,0.04994227811176928,0.08374960487341586,0.007507722165151319,0.07979899044950813,0.01157693668077011,0.03041971323004842,0.01587887041425549
TG,0.005238056531894071,-0.00932901508141757,0.05371044825264757,-0.015326500282180822,0.08838039791751087,-9.162562915089283e-05,0.0860235605766132,-0.04464175693086953
ADA,0.00020433353590132644,-0.03135039487682025,0.11546279825698882,0.03179888885797798,-0.0031829222989385357,0.014509728796292636,0.004076000857611765,0.0647658466402263
LAMC3,0.019218976631755147,-0.02683870332349857,0.07692449120905848,-0.013880912084396445,0.0022124806083448,-0.03746065931845337,-0.08750949046947659,0.01884401153786562
CCL7,,0.026897754656391434,,,,,0.007899077573295887,0.007793070146241998
NGF,,0.03767793642600045,,,,,-0.04531390325028289,0.00800483225051446
TNFSF15,,,,,0.006373654835817282,,0.05432179828208984,0.008250746830323572
HMGB1,-0.050449845133437594,0.013843352389956052,0.11503415312395397,-0.06728959940934058,-0.04764869110432431,0.08204741586995441,0.06922403114140642,0.009830330643460592
ITGB3BP,-0.014192926914529743,0.04038713458732571,0.11154292830504246,-0.03973723838572103,0.029036222639633687,0.08488869946085878,0.0676260222552035,0.026907475253476445
AANAT,,-0.0007605597664934213,-0.01847809614513128,0.045318817745853696,,-0.014098707356038577,0.13046325281305374,-0.014314283508116145
RELN,0.13118712408576066,-0.04094637243330849,-0.054220531778115304,0.015308308794736181,,,,-0.00925570733188857
IL15,0.06815420055857337,0.025737285880258278,0.012231421483987998,-0.029731602239930918,-0.037992778164299114,0.040811893289107025,-0.004563103768962699,0.05093239031315007
UTS2,,,0.03769722346132823,,0.006335863015030368,-0.003804874252530986,,
BSG,0.02134403077449581,0.020263864098613332,0.06442840748851957,-0.02095113547959858,0.01667079789460581,-0.055705009413601556,0.00510174261080566,0.10398511440831558
ADAMTS3,0.12530378285085106,0.01836267128588297,0.14536351391638658,-0.07504569198824147,0.08166558095575377,0.08406055798598104,0.020399643645927976,-0.013618774295781677
CD34,-0.029732156406855132,-0.03398327311819668,0.11277990370445917,0.0635683608855163,0.0006105212647347275,-0.03352596012271802,-0.08387594670881054,0.016956442954785763
CCL23,,,0.146996976669161,,0.05336664398618096,,,
PLAT,0.05539559144332033,-0.021055859909067286,0.11450747021467426,0.02370613757702628,0.035536625324485364,0.08818150326718047,0.0227381854100308,0.08271084599769511
NTF3,,,,-0.006904430790363067,,,,
LTA,,,,,,,0.014065883176883546,
CKLF,-0.046871551176361506,0.0034348714638914634,0.12733377861066045,0.06242299313019242,0.014725018855825984,-0.06106835257712351,0.04338854546423194,0.0165935471600198
CD24,-0.02154476790062254,0.027378461146005964,0.008819940947741408,0.003745701237165621,-0.0281370025043908,0.023354159343529173,0.072195552939494,-0.006960745890071044
HSP90AA1,0.03669799392164616,0.015232969269486486,-0.14388465757122518,-0.009169682387206597,-0.05756451447684479,-0.09683283622968082,0.009810747472647386,-0.032893316929163655
BMP4,0.026840297038283174,-0.03231822605052045,-0.00128327862958867,-0.020972159313892295,-0.03853402612043285,-0.018963153357799068,-0.00949998533934772,-0.02603948748405221
SCGB3A1,,0.09110631755333519,,-0.014902373650714411,-0.025340994639815206,0.02149020273330129,0.016008860015437325,0.02957979132804041
IGFBP4,0.03532986999015304,0.00243119760479057,0.11688961339642155,-0.004565212936011235,-0.0609879393090974,0.005225262323177063,-0.05955267250243232,0.03754678823804043
RSPO4,,,,-0.014902371470905151,,,0.05306886222404631,0.0681284812420209
LEFTY2,-0.019191660478934173,0.0017571519316885633,0.10990806928068826,-0.016340632577855143,-0.04846776767902306,0.00498099537886428,0.037395256672147985,0.04146647883120727
PF4,,-0.015036646723110813,,,,,-0.023822678341276785,0.037770753250136846
ANGPTL2,-0.03867303152945426,0.042727272331320905,0.16330450817399936,0.04197178881230959,-0.03128119669283581,0.03733802687633449,-0.013936038659329863,0.08207062397039264
LRIG2,-0.01780463355133414,0.012611939556241954,0.0894003571598679,0.03179379927412425,-0.011175511828752944,0.03166617961142102,0.02397263527087681,0.03928677514476766
ICOSLG,-0.0008082666644870451,0.015985325250582882,0.01326476865641436,-0.028281918154584883,-4.065226431714711e-05,0.09235021310121795,0.07827380276349336,-0.05870875738150935
WIF1,,0.02814891450442701,-0.0972784491567567,0.07635100106242307,,,,-0.05527285940682421
NPPC,0.08449055081048754,0.004553099662882014,-0.04975154266384695,-0.020710649417755658,-0.03050613959576979,-0.021492017739804053,,0.009973094454710766
LYZ,-0.04651354618022359,-0.006755492410401809,0.11180002153287577,-0.049983393019362554,-0.008281008059335732,-0.0005487602244472726,0.0021549290935065158,-0.044754265913290965
EREG,,,,,,,-0.005397867018653181,-0.01973429397586421
SPTAN1,0.0005708588048930507,0.02606044628348601,-0.00010003772004698653,0.002177749709054868,0.06550476183589486,0.030629749768803626,-0.02894461406028971,-0.03558378263767032
LIPC,0.053004295658419416,-0.03362188803756412,0.021019769660002078,,-0.03234863830715269,-0.035510914196277096,-0.006522236397852051,-0.004906381414762318
COL8A1,-0.03306550806327189,0.07010193404146306,0.0953911100870222,-0.022507319663411848,-0.043009094125504396,-0.060769484608985645,-0.016566655050489706,0.02792181803056416
GSTM2,0.0097727234838038,-0.01695921789621355,0.08662469793306317,-0.001660034690824801,0.04548142247555733,-0.10131332006968666,0.05447557500862839,-0.011848986813051266
IL4,,,,,,-0.016206943636649734,,
SPX,-0.010280585646535473,0.1236582650411064,-0.052463853241101116,-0.03027379824340958,-0.040441739945647946,,0.07439429293297513,-0.04394669576682057
MFGE8,0.05098007398016712,0.002462891632697242,0.08455538666537633,-0.0332235871095083,-0.0003073242369107224,-0.015224441923331812,-0.024552328466444867,0.08130993768281237
TGFA,0.010313126857211006,0.0804668670518052,0.00799052833986517,-0.0200417966231434,-0.0316033732679317,-0.12194538267356174,0.1555424945380145,-0.03526218674275531
SLIT2,-0.019948235385075987,0.06747932204081991,-0.06139988290450311,-0.033545816720175724,0.0952366990888581,-0.08617800746815604,0.034535304748583115,-0.005115333358739667
PLTP,0.02625066767527442,-0.00950018168129781,0.1258296834559457,-0.02271462594301753,0.005573583139634869,0.032256167172022156,-0.009018902762762087,0.06272449520259436
APOD,-0.07678283195865528,0.0021356029900119183,-0.01463711560533009,-0.015535398829310619,-0.09200312803985551,-0.012580469509130374,-0.08967167225854553,-0.07259784553138748
B2M,-0.044200089198512316,0.03891239261258405,0.13015140252043578,-0.0040391868188223495,-0.04873452955463269,0.021231054651884268,-0.13240774268716124,0.019794809389934068
OMG,0.04660166002619531,-0.007966431667382623,-0.09118719860740768,-0.04622282394241957,0.016769221300314736,0.014624917336851926,0.1083809470102057,-0.06951639685130384
CXCL3,-0.015609439930326553,0.033859965415426324,-0.024260856937842263,-0.015942387459945452,-0.006331113531473491,-0.026281155359297186,0.027073893376059675,0.038855257618884906
CXCL10,0.03089681793094205,-0.0018529984457106008,0.10521328890830386,0.00036639077308148204,-0.04534308737819331,0.12273274233593283,-0.03675147988056779,-0.009110212238497803
RSPO3,,-0.016411233888183573,-0.03034201365982275,-0.008434898855333847,,,-0.025281650824187988,-0.020961859197868197
CORT,-0.01938331270312669,-0.022478968992083365,-0.052513652588186154,0.030492251710161008,,,,
NCAN,-0.019892861957337193,0.03845128284499952,0.08297419617683968,-0.013018271890301381,-0.014048535200847423,0.0333452058307699,0.023927586454451543,-0.012777284849316216
PRG4,,0.028048305192023084,0.03461991542925344,,,,-0.0035266242997811256,0.21183223387366767
ZG16B,,-0.017197328142225965,-0.028378263218984318,,,,0.021363831999843336,-0.025696984676563076
TGM2,0.03312343230399981,0.02248705075392503,0.09614179389105287,-0.01948745595360633,-0.028419762787217764,-0.02622777927998361,-0.05891118403889425,0.05397302133559097
VEGFC,0.14964998593578796,-0.009631679396963333,-0.0005572526792918304,0.008677363093116596,-0.052036897829813834,-0.062281263005574655,-0.02575701983838747,-0.0001977525078690534
WNT6,,-0.002553244471675096,-0.010871046615011199,,,0.03080841745863062,0.02021872842530548,-0.02655269482261123
NRG4,,-0.024383876551524193,-0.021073269795687133,0.06067765157431383,,,0.06226339828829245,-0.013785643545326983
PMCH,,-0.02810372996655058,,,,,-0.013425652893932924,-0.01059309656536958
COL9A1,0.019724507510894697,-0.0504517031231795,0.04871392172317806,-0.022372156049615764,-0.026881402454204253,-0.03198960011100132,0.04484729502295346,0.08850344959558251
GDF11,0.03196322559745469,0.06714311513243575,0.15951015393560405,0.058175992179843566,0.07125817962841134,0.02397805570682957,0.017918399194419128,-0.015113084637283655
RAET1E,,,,,,,-0.027733794431455985,
IL24,,,,,,,,-0.03240078112004595
SORBS1,-0.004407469682460005,0.0438254122912929,-0.03741165898795908,-0.0223622952884191,-0.07279296564794184,-0.009460785746859124,0.01611465573268259,-0.02769809680366585
DLL1,0.07467777742404015,0.010053528771161115,-0.02073535469009934,-0.008854578554303117,0.02490336487364019,0.007013024080855799,0.008455544419849147,0.031959566087161564
TLN1,0.023835480772687555,0.01106778377842391,0.0773966179479988,0.05702768919059893,-0.035612897972714684,-0.03663459920352921,-0.04651049395859778,0.08042000712793725
COL2A1,-0.018205887734785337,-0.0007492805809066359,0.12090604921679896,,,,-0.03679334691122821,0.02176361061309666
SHH,,,-0.01907198789182652,-0.017110582676340757,0.024779549183357542,0.024657661432505806,0.07886712685648135,0.03581979615930357
PON2,0.039926613337281223,0.011887896610338925,0.14664388673408468,-0.013720242310193939,0.005280879663011967,0.03143789683408757,0.040221368169675455,-0.034441315522890086
ICAM5,,-0.0180137193314526,-0.04740810143066052,0.060730473056836216,,,0.0029550026979602165,0.02442002497876231
HPX,0.0719188302490544,-0.049943080121063355,0.06624292267101774,-0.014902372131453309,-0.03143961964226779,0.003580833373671218,0.059256286282936096,0.004539093246330751
SFRP2,,0.053979896815309056,0.06238912203148588,-0.033809575335332236,-0.07457079906075421,-0.05494261208207727,-0.023473529345383548,-0.02507377180805816
CFC1,,,,,,,,-0.03533281177149671
CD70,,0.009025607491277905,,,,,0.02802963345545787,-0.014871758085429884
HP,-0.008080841629777293,-0.0085447309695064,0.043271802141412484,0.03427308638815833,-0.07961824573469865,-0.033846688037073594,0.019213987441001997,0.050678658118534156
CXCL2,-0.01477367393982172,0.016623956110032718,0.037986618026349006,-0.020710647796876286,-0.05642754804836092,0.03467840990349858,0.09756842295297506,0.00790925566676593
NPPB,,0.04689512753422984,,,,,0.09332674787359378,
CCK,0.04153710907434967,0.020154347069215255,-0.10013365127898954,-0.008826571186645774,0.015569055743284434,,-0.020314327831602755,-0.08103522213839633
SEMA6A,-0.04220040153003082,-0.015163813495514182,0.04169806892307776,-0.013205689676364086,0.0051332307108705585,0.023670187021678033,0.005719852951755658,-0.013591572449423436
IRAK4,-0.023222884149479754,0.04381244686050922,0.057457709422036006,-0.027075041145855808,0.02198525383455006,0.05010161865575674,0.06421588761304604,0.04445365574894817
GSTP1,0.08885167657078902,0.037175810984455014,0.11524356693817622,-0.04363303536968059,0.12003578767215861,0.12532498077539123,0.05297459743036844,0.028357417496036482
VCAM1,0.003021511855668383,0.030136241110425552,0.11705068406610226,0.013034060300674966,-0.00918955016677884,-0.0734825423549337,0.030371251759423533,-0.04104524211476656
NXPH3,0.04359932243043767,0.009697361643152852,-0.022546334250514482,0.0015776307589135626,0.049561738885674195,0.007086175201894165,0.06219717420240285,0.018175833362486404
MTMR4,0.015033076263685606,0.02079827366112178,0.0060586452798992345,0.018147799618208133,0.101821085775843,-0.00585382453034288,0.033552257928811,0.03729701873763267
LAMC2,,-0.026807765745513818,,,,,0.008296383649252748,-0.03845224149447794
IL10,-0.020133361133897857,-0.005055043466963033,0.019201238749776764,,0.03477312562129768,0.02190569206179615,-0.004210829780062647,-0.02884898704198214
SEMA4D,-0.06976052548902491,0.017376157745818216,-0.05412682845708513,0.00886341075410907,-0.01616071270255021,-0.003542194534597564,0.03879522375214624,-0.023876852303305874
TRH,-0.01779760175943186,-0.01469881301813396,0.04101739708646904,,-0.03527126493000536,-0.04607446505640332,0.031867887564978166,0.06392609777045774
SEMA6D,-0.054929533369273975,0.094720115429239,0.05568057212181813,-0.005123673166309833,0.07608412639135903,-0.023264571816036608,0.07230753396118104,0.06576118360367927
CEL,,,,,,0.0016296017964443714,0.008461682313812299,0.03331155613014762
PDCD1LG2,0.014875921243901967,0.0327506927202799,0.0723077856242453,0.027329618604044554,-0.010849768412737966,-0.08807380073130229,0.06269726971962004,0.01686803955928263
SPINT1,-0.03791736543273167,0.009595133850994675,0.16044720637432802,0.011180017842398134,0.0016057362941900536,-0.010166739111399255,0.008844015104567627,0.0018389562767243245
CTHRC1,0.03981799352765621,-0.022950236466161664,0.07990711013397898,-0.007448552083433282,-0.014056060067746321,-0.014552650086469616,-0.04705786496866672,0.024139521902179335
PODXL,-0.038534060527221636,0.02781998923801237,0.1203554294927899,0.011672919470731302,-0.08002097466554971,0.06908034022543605,-0.05298703159728342,0.08115819396790426
JAM3,0.023961166412215195,0.06169862627227047,0.032240750123180374,-0.03848732511663518,0.021089434701703894,-0.062079657842366305,-0.026634244369846242,0.018228536456646603
TGFB2,-0.025975774526955844,0.0905654273658547,0.1500682135780986,-0.0103650884422346,0.028284224847751796,0.00973811215044431,-0.030208022057824073,0.04871313591225375
COL18A1,0.0459000841763913,0.04225887500688697,0.10064469790806921,-0.041461812523085194,-0.03425234861789519,-0.04378371431627329,-0.11884477116385601,0.02641931473466294
NODAL,-0.028156720313734642,-0.023356195873347613,0.052097901292625655,,0.011291914337770886,-0.08611246939130812,0.004879044073245208,0.010068568317683775
INHBB,0.019534061892020175,-0.012708635335665618,0.07922424140942448,-0.028431796218838873,-0.025382775275913844,-0.044375429202442425,0.07672529477851667,0.029552454692812525
LCN1,,-0.02680777177737026,-0.02129031646185493,,-0.006142154779150152,,-0.02904787135643452,0.1036557469492713
ARF4,0.0017464261095323365,0.0220436575048331,0.07451107834060738,0.03328560005273762,-0.04099461841473112,-0.06995949286951485,-0.03831255202195207,-0.011113599099884458
CXCL14,-0.06150380894591661,0.0795533700681666,-0.027931733641716566,0.013269329822957884,-0.10025761909673082,0.08377756630291452,0.020973780923186417,0.007651248022510504
LIF,0.015072384131038395,0.0013952799108211155,0.079583772335081,-0.0015365953097941352,0.03884520103532741,-0.09827076285785881,0.05955525205721647,0.06738951819630946
IL17B,,,-0.012166667856387205,,-0.01709648858536529,-0.039959124195892294,-0.040473934382598935,0.10373418737263533
MMP1,,0.04553215556574035,,,0.035868254979838705,0.049883939780365906,0.024687370729497365,0.034537643616641654
MATN1,,-0.01553169675284373,0.04554645281235467,,,,-0.022346282455152258,-0.027789840005372823
ADAM28,-0.012760343661650369,-0.014414176293166324,0.08052930015915725,0.03291996086406074,-0.011382510862655819,-0.027599882029528972,0.005793480655188617,-0.039556171445275304
TCN2,0.017526335094583487,0.03010551342599724,0.1162941866883037,0.022733024690240154,-0.034250186999374474,0.08683295365480621,0.0037959995406080505,-0.04129128555728383
THPO,,0.008096996104588925,0.04878979824207761,-0.018384297737838846,,0.012215871625637495,0.04130922180307189,0.018045218593559797
CUBN,-0.04419241441886509,-0.028708588204077876,0.06992516544384887,-0.002671274251616096,-0.020625921228435425,0.07113956601343514,-0.02194913694899598,0.018100648225618673
TIMP3,0.05875671588522455,0.06014541978005853,0.041129887860612155,-0.009138585391151956,-0.019934391681387848,0.05593374031136777,-0.09654613771819269,0.04612846769490264
PIGF,0.012798629152349195,-0.003877492396114792,0.05605563825220871,-0.06766813048381046,0.04897441867114198,-0.08182148965052462,0.058357461774073346,0.028458357014601025
CRH,,0.011334965786641647,-0.0327389081365212,0.012112699587494736,,,-0.032810166877270834,0.05591755844478313
BDNF,,0.006127641608317916,-0.10995536413672838,-0.010828595884233294,0.09778672681562296,-0.011457099186934635,0.02317463196077838,-0.0030189623877110105
CCL5,-0.04767094014827039,-0.04602539990135499,0.03580479523652856,0.02530192121658137,-0.0834030020461723,-0.0609736767501611,-0.03367033959406758,-0.045442991838435545
GAD1,0.10788466839951145,0.04317734563578478,-0.07644441792543051,0.0334737392830622,-0.017781702688076426,0.06752810867858892,0.029288344020179158,-0.0032962614807080896
COL14A1,-0.03450214700893719,-0.033629666751848517,-0.03776779052045352,0.04717577465458634,0.011887499176028887,-0.042110443515416596,-0.00808846184769446,0.10193563437129373
HLA-A,0.051797485101551397,0.013096939779654941,0.15772493348033018,-0.005104385496897689,0.03726757059465153,-0.06963268851472529,-0.13947193644551792,0.0669602811428099
CD5L,-0.03402826483981648,0.04564019851721591,,,,,,
FGF18,,-0.02841900899322515,,,,,-0.028724594778190966,0.045174832690309565
ADM,-0.05986971463888656,0.032348328524955575,0.09112142934971906,-0.007085401236855184,0.08170848479329493,-0.04199712229161538,0.03701766374981082,0.036770657890534436
CCL15,,0.006027903293582606,,0.058627947476078884,0.0638224612643437,,-0.02491283882114145,
GNAI2,0.013596043565058873,-0.016648485169713206,0.08068650764616075,-0.006820112292601568,-0.05972588277096514,-0.0031854296151868633,-0.03606205989271958,0.12319519744581377
HDC,,,0.06492006412985513,0.029306383299049887,,,0.05918258689402767,-0.027789827419617295
COL11A1,-0.022414791275070775,0.012331732368667135,-0.02861261158535424,0.007934917628800331,-0.12318237464662006,0.0821875276223898,-0.029636327712386844,0.04354700271842193
NUCB2,0.00126433477927374,-0.0409962359617611,0.04005373458427098,0.007089383611426366,-0.047462156976316686,0.033445958766571235,-0.020177443635935894,-0.023404353949984413
FGF16,,,,,,,,0.008401869519798565
CXCL1,,0.06473934425689752,-0.01809751230163487,0.017980719977190713,-0.03367096187533172,-0.05230212122221273,0.00722484705365101,-0.00942253269833442
VCAN,0.07768531931663511,0.013462356254526619,0.10425288755140685,0.03271684733489796,0.001497189166952517,0.12765478178033401,-0.09639114044426557,0.057520836127086285
MMP7,,0.005970145723070307,-0.015540175216933391,0.023477498171073485,-0.012519975539390231,0.0015061785006574076,-0.04542173088859073,0.07314120820623358
PTPN6,-0.01834520091146364,0.013671840712644894,0.07435711886401156,0.014554201274719136,-0.02345428961906716,-0.1134796892214103,0.031663440843576404,0.027436551025758257
PTGS2,-0.038574634645655886,0.04725044378310782,-0.07470840566766888,-0.03567960639150817,0.025947765342631816,-0.06838303780330567,0.02736941107105889,0.058402579377405936
XCL1,-0.01738050821984279,-0.02425628718128452,,,,,,0.02186557108536558
CD58,0.07084887526352344,0.058009985811968826,0.07963864147326485,0.009206590018144499,-0.00046458700467644866,-0.17005526347836974,-0.027816798519500453,0.00032000415824435315
TNFSF14,0.08647941916016748,-0.02495784479653986,0.06714457125562179,0.018577573152793587,-0.003341214942312915,-0.06752299247501636,0.012376151333953372,0.09803139724873852
CNTN4,,-0.02567509465934003,-0.027797262460910122,-0.026856763646914125,-0.03738820054013254,,-0.02195563909248366,-0.02399595382367476
INSL3,,0.015042023501248307,,,,,0.002790201387868798,
BTLA,,,,-0.02086754669306687,,,0.006247721082302062,
MFNG,-0.03647867468288609,0.025180006686827183,0.0859324961779505,0.02979893354694405,-0.029350591238776962,-0.04034494046601237,0.011155790239995217,0.003029852181177393
ICAM1,-0.05569878860495939,0.03473873609236069,0.06149220898887303,-0.02920071237372939,0.00045369643971546506,-0.06347548723627382,0.04727814500558242,0.09281297944366577
PROS1,-0.04401264480007651,0.023399968315231834,0.1427749128946417,0.005219738581348967,-0.0773771545011598,-0.007215013317996854,0.018157172463311583,0.09435676155054393
CLCF1,0.009993052681986588,0.033312982780014634,0.07196794095752525,0.001961054186635385,0.035394650891262015,-0.02492405471600559,0.06781160223027999,0.07484667016497652
PSAP,-0.026716930243279632,-0.010076204543408011,-0.178126977099024,-0.04906191351846718,-0.03353072898683691,0.002430578961430977,-0.03779900265010102,0.04663073872109248
EFEMP1,0.036755249298897744,0.052358980534324584,0.06803573059985442,0.0012176004100080482,-0.07944896447666945,-0.09114440460785195,0.0012137483042548288,0.11506813675286442
C1QTNF1,0.021430254479009866,-0.015939155711901624,0.1049577355162301,0.051310501831219914,0.005883266833102897,-0.054332883729594515,0.05431420846274114,0.06801511599555919
ALB,0.010179605886208056,0.057154735406640685,-0.026066688734415235,-0.018559507347239424,-0.02571558218184499,-0.03424321930818927,-0.0043968215171752145,0.012543451317442065
EFNA3,-0.03975733348055226,0.015239448051543534,-0.03874531067454213,-0.015129012440509385,0.05043857606723175,-0.062497068941113065,0.03832101525430771,0.024215985213603002
DRAXIN,0.008807863964282169,0.045974672003318263,0.07033253528811009,0.06123900803209264,0.0025068004798651654,-0.05589539262327966,0.014047003018116105,0.03928473635899308
RAET1L,,-0.010178894746774978,,-0.01784894624566012,,,,
NPTX2,-0.024636989348610274,0.04386166412968903,-0.11819001278424443,0.03350257797156646,0.07163994242535389,-0.04504005879362637,-0.05949717436493428,0.07885238222781288
FGF11,0.010962522024267791,0.021085028133486047,0.12018193741517866,0.02018915671600463,-0.01486976794586832,0.03706777896148306,0.09822762277278667,0.010046913581943116
CD59,-0.021657044291650523,0.017704252372442376,-0.06944140992070613,0.05542566169779632,-0.028179466664530615,0.01816054376145859,-0.13650165845579093,0.050166910636922746
COL9A2,-0.08344902249340269,4.621120463810665e-05,0.0639822629485423,0.015579542125275838,0.043406456838401206,0.02540756317804975,0.029849112986628977,0.0015108585987913899
DLL3,0.010895475616401334,-0.029818490592145506,0.06375209153307489,0.0314930580057205,0.007434448178789771,0.07172393282844476,0.06249420911268048,-0.00574603654757615
FGF5,,,-0.020756757497991694,,,,0.036019257663375985,0.019004745952860877
LIN7C,0.01084915980313941,0.02896558287975648,0.022136130311466475,-0.0008724472343534174,-0.08579625827449489,-0.00751887204702014,0.04545203428968727,-0.01764480097329035
GDF7,-0.018002810685382523,0.060032185197776776,-0.016159309431868524,-0.016340631942858133,,,0.024111701719981775,0.01796300114947095
PSPN,-0.036859663485008104,0.01573532907211613,0.09548531416136638,-0.048385476299321016,0.16788414868241763,-0.07735245054319757,0.03314157776936203,-0.0037525789087599153
ANGPT1,0.18074087866720917,-0.02284311391076703,0.08781384389307538,0.06521804656818492,-0.040833764183824055,-0.026692350382950838,0.008994253262199955,-0.030500806292231546
PNOC,-0.025423711419055563,0.018875478277904447,-0.11796381092040256,0.020298272498128062,,,0.03817500604120053,0.02180557541180466
L1CAM,-0.027033995343599033,0.010227079180171182,0.006041138736737012,0.019884816083867336,-0.04894872982795411,-0.05991977613665876,0.10401696936564994,-0.04494732575366839
APOA1,0.04338464632535093,-0.02958836576991324,0.05060379203596276,0.029240453525577314,0.0641931625813301,-0.050408310879188026,0.08296682106463253,0.041611912488959894
PSEN1,-0.04188143595007017,0.028639285199491465,-0.007766181482758327,-0.0036262676409697598,0.01541620574597788,0.08648933421546416,-0.034971588102464174,-0.024937197217254695
CALM2,-0.04376204256730088,0.026010723901220233,-0.1614841903901434,-0.005636977311644685,-0.031989905190343525,0.0736770876647701,0.04144680246877946,-0.09083717016434777
CLEC2B,-0.06620586780240297,-0.008871332302274366,0.1337894283549002,-0.0027982503887404205,-0.027182648857672038,-0.17688259317379815,0.016225536172289768,-0.018246107982100017
NTNG1,0.038060878712849924,0.025146048859951725,-0.01310483376638801,-0.03703030575822288,-0.04074444149474033,-0.06101651788069716,0.008086602060438694,0.07994393740218705
LRIG1,0.007181287041251478,0.06735134017180278,0.0599831671591671,0.014884676280265845,-0.008957610731446053,0.08205672352220424,0.029897217850244684,0.022153627803176527
CPAMD8,-0.015840928391644013,-0.010207229425142066,0.001301076067039765,-0.03024515857507781,0.03475126098708887,,-0.0007563038251711279,-0.030121827064539607
