,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916bulk
SYK,-0.07069082339673538,0.003764877499679677,-0.035612004875659235,-0.043684502802118226,0.06892956288262146,-0.023322106117864526,-0.032127168279078945,-0.00016715309860061017,0.050603978022260215,0.018791586605798116,-0.052722116463478776
ST6GAL1,0.03396352023599348,0.0125775944526345,-0.01967894443543722,-0.006174409740220568,0.08782245838587019,-0.06899122331474455,0.06150356373385397,-0.06487369216420648,-0.026705149774186726,0.03738976689645662,0.020362312862372917
WNT3,-0.05108155402016268,0.017723472820400953,0.054617050550695226,0.10347294208751182,-0.032227921630021424,0.056208848500828544,0.05440041249150445,-0.01122581686100249,0.016577814297037106,0.0015988391321831448,-0.032003548046521904
HSP90B1,-0.10695431291803983,0.008187701232446937,-0.02812032499915592,0.014415220572953802,-0.0769421925356133,0.06523260522281743,-0.057345052493072805,0.04429209303442072,-0.03392828629259893,-0.037420327372834315,-0.08627448077196614
ZP3,0.035542672993925384,0.029198241045773763,0.015838639741802163,-0.048251872502471954,-0.003179554520958998,-0.012695054434887781,0.010238629295935681,-0.006038198292048853,-0.0332410617443371,0.11724606385460781,0.06627939714151365
ANGPT4,-0.020284212585689652,0.03619040796749345,,,,,,,,0.017281776723678418,
NRG2,-0.04362250405331759,-0.03383250485325409,-0.032464278691156416,-0.0317303107942907,0.031942197386156335,-0.03821320831847158,-0.03697727901874821,-0.01248220717595084,-0.009143233409660669,0.0357616434092478,0.06994357809364604
MELTF,-0.0322230662936479,-0.026682120848679842,-0.028015759776552546,-0.021962613002102813,0.04857201186971994,0.0417368267107966,-0.0018379229793955626,0.05738438262564783,0.024547655535953457,0.03324008355210082,-0.061744244859509204
NLGN1,-0.01289403620536657,0.015284087741165494,-0.003013679546291996,-0.0657374085535057,-0.002442427706035005,0.0320976672773012,0.019964204729528402,0.006349036706865752,-0.000587814223414,0.014974000642741741,0.015594511084702969
SLIT3,0.020630872120290134,0.04902913696772655,0.039034433980899945,0.04731191774663387,0.07258307382942328,0.09352907787803057,0.06927807140460213,0.0045943872491602455,0.012541092027729893,0.0159939368905258,-0.029165739339991923
CCL8,0.024704173270326053,0.13534944161164397,0.01934434055598383,-0.025626169309679987,0.0357653048792011,-0.041391463381049085,-0.012743981938119738,-0.042874300060668113,0.029298299560952173,,-0.02949688451626136
S100A4,0.001862198379855755,0.00374673325069314,-0.05422878935719822,-0.03627042371772322,-0.03528447235827434,-0.029923183147774295,-0.029679925248990345,-0.07648813795399872,0.04347252683944985,-0.0028613480745674166,-0.032579449290945126
TNFSF13B,-0.03268635495858882,0.029293419634144273,0.01026418462502205,-0.03761736188777966,0.044036255087569365,0.004196168131323018,0.01611556658106544,0.05811869578901156,-0.02750413021424264,0.02145426436047271,-0.015062500211327384
HSPG2,0.1205236255356439,0.023523647796198883,-0.02439772309993997,-0.0152985173653532,-0.049919481864691244,0.022275901635136458,0.008345405126854036,0.08452179298027972,0.012870777731530274,0.08907563674280851,-0.07090347181782995
FAM3C,0.017531075811196367,0.0453319806117156,-0.0027110493736320837,0.03942939953974709,0.024714727919585837,0.049235019222493126,0.07676831848563774,-0.0038291958104602155,-0.00648288465366039,0.10106151213545254,0.06328598744414797
FLT3LG,0.005065524933355699,-0.006835103446536376,0.06830077672020472,-0.02026661847895163,-0.004590816777537527,0.007272447993617565,-0.004950064232619749,-0.005810022262371574,-0.05653014439933286,-0.01896596201738127,0.0511327959327908
A2M,0.095804832342725,0.08253386889870111,-0.05072232400247746,-0.04917091616897462,-0.07462004988220727,-0.05920089514857844,-0.04637377519602179,0.05896937784110614,-0.032753886487363874,0.14552294243465613,0.015016937644693418
VCL,0.03274975187940829,0.01857322530346304,-0.035279198951574844,0.09253528196931994,-0.06536121042954093,-0.06362088260981377,-0.043822999175925685,0.04585373920960039,-0.03048337748692347,0.03000523972216662,-0.12863684536651568
FGF2,0.0027842413817892936,-0.053800721586801895,-0.047975891832304565,-0.05592650369734233,0.0009966918570756757,0.00944977290837249,-0.04130490499059971,-0.023438729097010478,0.02689483647641013,-0.060266072619221255,0.07951465147584931
AGRP,,,-0.018161415200919975,,0.01224964387244018,0.018112008764968136,,-0.02231844888770827,0.03981395703226087,,0.06985361598961115
CNTN3,0.12930785486825372,0.062120635622807896,-0.003614714211182422,0.022332711902752492,0.037348090742099646,0.03352511522769507,0.06768921909085851,,0.07705209876446645,-0.009095923895596204,-0.00798861882027359
RNASE2,-0.060412218148955164,0.0371481165864006,0.014956488079297297,0.009946598038355245,0.015488601092297246,0.0025215467484287677,0.0024129953067902796,-0.021848631295656184,0.00037448748207141144,0.03818109039647847,0.026441831744100825
ADM2,-0.028863559666611884,0.01934659264652544,,,,,,,,,0.02002980813175894
GAL,0.007576835723705854,-0.02921217714333506,-0.009233317874254658,-0.03034200272829315,0.015445215204721896,0.005293620124895497,-0.018030988185778835,-0.01329714934798337,0.02192057627682606,,-0.039032722845302764
IL36B,,,,,,,,,,,0.0007913015147317016
CXCL6,0.08967726330780942,,,,,0.036656825573417255,,,0.020106863842948058,,-0.02339090222379723
PDGFC,-0.02801088112863309,0.006180737463270932,0.00843703561689474,-0.04764923037633011,0.03231882986178808,0.007013715087848727,-0.048696641183578,-0.01380778826370252,0.014764909398527565,0.10993556816272047,-0.004311716023701124
COL8A2,0.009837265340296903,0.02450695693343298,0.027434458993508694,-0.0559036690694127,-0.010274634813377335,0.038213175746195566,0.025874344292225814,0.02875455315617069,0.003562127581682146,0.0650102733925262,0.016508694178631773
SPON2,0.07107315089336003,0.08198310358012975,0.06299512509395908,-0.007270308843188224,-0.03941700017636773,-0.036145326329204114,-0.023604052874973955,0.06499297625378309,0.04765996769716778,0.10739421102266365,-0.04645000758467457
LCN2,,,,,,,,,0.006602424926072995,,
SEMA3D,-0.02055991444148061,-0.03217665732298604,0.0733973081413051,-0.03817552973438703,0.04825783602635189,-0.018577630773804858,-0.013804921951185099,-0.030162533436585863,,-0.0385802207354154,0.05596418024692881
BMP6,0.01779326020390426,0.06634016969013111,-0.023748183038677068,-0.02181159087528933,-0.016691972424397225,,,,0.009343999106729575,-0.022891708041675483,0.059555922682591744
TIMP2,0.04649337681246977,0.003679010062313884,-0.03493802012628411,-0.05822536748977156,0.040219324050125745,-0.011441598990065653,0.03664524902887334,-0.05547212848207666,-0.05862842099778825,0.11194027888794263,-0.058868331156928
EFNA1,-0.0030546924659027148,-0.007229269980853833,-0.028796180484302637,-0.03579061886885121,0.008782739737922304,-0.008880425328255078,-0.0035536839318590584,-0.024843609677136735,0.08596459510227361,-0.041331750410325406,-0.04128579999008967
S100A12,0.01625565190296008,,,,,,,,-0.02272588891916609,0.1982457643299893,-0.020297168533322144
TFPI,0.04955212031934818,0.05585889807130163,-0.005725273826128051,-0.024856444237687077,-0.05245689621773261,-0.02804618811817199,-0.07967052338668183,0.0896938119280599,0.04004025248771546,0.10725709630410853,-0.04345799933495211
GPC3,0.06375997731819134,-0.012359466169950331,-0.04960851840896409,0.023409712481518827,-0.021895955729736207,-0.027111419408187582,,0.03658035762033093,0.010103790560957062,0.12501749717215835,-0.034646625869524945
NMU,0.026527218620603792,,-0.04249929682681497,0.014432559814311234,,-0.01844480278034394,-0.013870919831288358,-0.017441254055417157,0.07723200707852587,,-0.027599280275332518
SCGB3A2,-0.03387308364582031,,,,,,0.08728789761898359,-0.025400460496251984,-0.02572081866446174,,-0.02368902056506236
LAMB3,0.037013419928689575,-0.00031531330391703955,0.0718137230862717,0.12052533840924767,-0.002444411710842139,-0.035159554586010604,0.05273634055168339,0.008084253521006194,0.08097306026806138,0.01405878941775167,0.006792796451665662
LGALS9,-0.008707398580183733,0.05061201183593824,-0.0012337943868077055,-0.058722271661665805,0.025424637773665538,-0.06868667422174105,-0.03462182390136335,-0.05186344952359353,0.03399497621560269,0.03713927384997275,-0.044903031733600544
VIM,-0.0401186300404682,0.022740928687930168,-0.0687611317176851,-0.08477404842005752,-0.12091815716746834,-0.035703995209331894,-0.0530100661710832,0.07348420403861299,0.0562795823477213,0.10793069184558822,0.009813573157269453
PLAU,0.030358803600567502,0.02838343678133805,0.02950726226597591,-0.023951118133401686,-0.017182155623617978,-0.046030868384849884,-0.08356232812945447,0.0652884436232087,0.0029786948149249613,0.09382749864659341,-0.018732685229081215
TGFB3,0.0549492765354941,-0.023281410147420755,0.05345207662529833,-0.03911812355486403,0.061009396063857635,0.038982827977011934,-0.02007719464798431,0.0642731740167387,0.08988052866668801,-0.09032212591817315,0.0062948889111714285
APLN,0.06681740103094257,0.02289158568189369,0.05417814787400174,-0.026112442918525432,-0.0473428670318703,-0.05476673754999525,-0.04983518426091844,0.08093406472833325,0.034855738702588714,-0.0018338019168627122,-0.016936032656339223
SHANK2,-0.012842505240248244,-0.020043744359184178,0.038951182025892137,0.09594899266080067,0.08835925892691064,-0.0033464148108422673,0.03880992925411995,,-0.01947673215606283,-0.018119413069438477,-0.006092372903232537
LTF,0.006077730558586212,,-0.01745083417558092,-0.009571698995811381,-0.024646909216553953,-0.013489095438436882,-0.013832379806352827,-0.034834453996049675,0.011675500854179099,0.04903333601210041,0.04426587793729839
PYY,,,,,-0.020752694679190175,,-0.011418232374061256,,0.1376109239629492,,-0.02158804316470641
PENK,0.030993825964967515,-0.009183729083192333,0.05006014398431211,0.10578262241986895,0.039185815666196715,0.06978243038324634,-0.02040685767412924,0.005431252896608531,,0.0740881188148469,0.05385840278107154
CTF1,-0.05225495413735113,-0.043452650428448744,0.07151796908079447,-0.024069708970620395,0.025744809300063315,0.01885091116835286,0.012798375953637376,0.045929805550394484,-0.01975034043506901,-0.031973612943887286,0.07348184825074557
COL3A1,0.09097910440047202,0.09630348844491576,-0.0350341526260104,-0.013864916624126578,-0.03403774166602248,0.02875874913130041,0.01328848029593266,0.039847920040107204,-0.014859862948806441,0.10887535556002036,-0.09475170278639035
S100A10,-0.11750280534633643,-0.022477070517564972,-0.07518920157135373,-0.012935969085276045,-0.053127263513582705,-0.05034354425195537,-0.05084400538602743,0.0016119550037733109,0.01034435974266128,-0.09898361997930649,0.058523321026912885
FGF13,0.04939592005671852,-0.019725133603454563,0.022837336516592855,0.10347294278119051,0.0740510545385628,0.027422706997856726,0.028384730912523696,-0.030162567702497367,0.06656218701100215,0.01247219393601693,0.036448800971662546
SEMA4A,0.047564461370342564,0.06009706731032097,0.06412220986115323,0.05214060067986027,0.05060417434937613,0.007474315647343685,0.012359257934999018,-0.0490488176353783,0.11093555028871374,0.024564625880217763,-0.007927053033141887
EFNA4,-0.0026270472614631957,0.06931697009607868,-0.03381448976078173,-0.008995194750568378,0.0052529997983281175,0.013602616144686499,0.022431049693611385,0.06269305873584977,0.00976999418838195,0.06218133241239701,0.05151370990323331
HSPA8,0.08029350010105847,-0.008371615778451535,0.0818329583237979,0.00238552022612894,0.029228458991704065,0.028469952234739894,0.08034497083773287,0.059834308348807146,-0.014408298737633836,0.013348968230360725,0.04302441207199317
NPB,-0.018848267585489954,-0.019033201069695284,-0.014998892053529535,,-0.0010700466352274376,0.06450205961743713,0.02816962890219833,-0.07392939198557658,0.002451751335798646,-0.01843341149580427,-0.03593890579669393
ULBP1,0.031217665366228785,-0.022209505971627342,0.0025661666826083335,0.034792561394769876,-0.003393108942552115,,-0.012743981633921824,,0.003084007362812678,,0.043265746380271315
SEMA3E,-0.01316618636471899,-0.024951752516907722,0.0026269176193036243,-0.03518631717108138,-0.04029648314400832,0.059548343241058885,0.03131959104464927,0.07420749313487802,0.002221091894034468,0.06840577515387376,0.029372082410504208
FGF3,,,,,,,,,0.012080203172234995,,
ADAM9,0.003348372341918018,0.028131795399884543,-0.05418481837413087,-0.028037484185292665,-0.018801907911710602,-0.04040398645982246,-0.07290682139456174,0.05595838219436305,0.03936005049761253,0.10796735138286308,0.011319330028154082
ASIP,,,,,0.014591817711738229,-0.04735967021307411,0.044692240842671524,0.03443864021707617,-0.00855349459750702,0.12698711594533366,-0.002924195149385321
IBSP,-0.0029941801181072336,,0.010443428910514186,-0.0007001002333011275,,-0.022767214751988292,-0.028822034667826058,0.13871923428785826,-0.015872425022736357,0.0006861756267618695,-0.01968555974514117
MMP12,-0.019143677357168962,,,,,,,,,,
FAT4,0.030852213793684764,-0.03604174087955682,0.07883983266490192,-0.033611375226455506,-0.03372802919703036,0.02226269317081637,0.03490247843112069,0.02556802784300218,0.05772978350074428,-0.010340890069567746,0.06477947808511313
MDK,0.1631722006458913,0.02546213656892795,-0.022556504535812455,-0.03351846295478565,-0.06704267832889657,0.05086127124912451,-0.054864812448581,-0.033970063165225446,0.0154032760509784,0.07445790700153938,-0.027240422805226525
BMP5,,,,,,,,0.008581299335834435,-0.004378552482791092,,-0.02418627009409445
CAMP,,0.0034684496890780266,,,,,,,0.035871179993636995,,0.040171237685930755
HSPA1A,-0.0005369348258072243,-0.014167138045077382,-0.03031425092068748,-0.07090242651985969,-0.03441640871337685,0.0017259811508256449,0.061677881446901416,-0.030638934301684212,0.044202911785151906,0.0069230128996423885,-0.01880840745148666
SOST,-0.017226130188240537,,,,,,-0.01572573769470045,,,,
SEMA3F,0.10203091944977977,0.030033342100390648,0.032028120386409696,-0.049623972198448746,-0.009610425150000183,0.012645203419403594,-0.03143607337123415,0.03381010419621232,0.02663596215753994,0.12600146053460975,-0.09139099783198765
ARF6,-0.010665785530156992,0.013585465449519007,-0.013975474261735366,0.0511516276045175,0.010455183201432352,0.03168964477260714,-0.017568601428330104,0.11108567400236037,0.005112168137670654,0.03774010274414116,-0.017982530764778352
IL6,-0.0664080255895231,-0.021365491821597117,0.01260822733218947,-0.029338802961177805,0.013942034130411497,-0.02334181964718196,-0.016235801130967155,0.06399422821491405,0.03920934304375742,,0.025844051692511482
CALM1,0.12064813592248878,-0.053847461064516974,0.057172857686461374,0.050867217646603374,-0.001420822775135579,0.054467531298858896,0.060323078985294626,0.03418333876714234,-0.03123185527058359,-0.03549574476879722,0.023460716386499384
VIP,0.03652522056952949,0.010615364329988513,0.045523118774464466,0.04260175623158556,-0.025637266380106154,0.030463382121796265,0.06247747558178716,-0.005763211964447398,,,0.11654527501310397
NMB,-0.06603502203376481,0.015109266536079486,-0.0020182297075289836,-0.06630648638486862,-0.09417881132196106,-0.018091272171966658,-0.05843252568624266,0.031692576767380465,-0.0068531607387700985,-0.00032330312349787625,0.017699714403318245
CCL26,0.038111977412111274,-0.016860789457626504,-0.018415263118097415,-0.009536998886354326,-0.015409864607626939,,-0.01803099250263302,0.0020367980008576553,0.04233976363846387,-0.020414575273407544,3.5114335581265016e-05
FBLN1,0.06332669370133971,-0.01881235426997385,0.01912133774500048,0.06963671722003593,-0.00462820163491919,0.07532564444751562,-0.002706003646023702,-0.008242974875376691,-0.004150606433235156,-0.05097445903450016,0.014415072591124787
SAA1,-0.07255170233997585,,,0.04386331337171082,0.008938520750954549,0.04745750390567833,,0.017017198606017733,-0.04255964736673815,-0.04855914735745012,-0.01725509175954132
MICB,-0.028804546738133294,-0.03223623265982425,-0.018005852820118524,0.0356182609555081,0.0003500057396532439,0.048766199117981315,-0.02882203977975248,-0.04904773261358658,0.019041473801556737,0.02617267284705246,-0.028005620133391987
MMP13,-0.022650939489175643,,-0.01737879888184027,,,,-0.010881487254906569,0.07117575781382417,,,
F13A1,-0.05055164714784366,-0.023650859415645792,-0.06081227381447602,-0.016181975503434642,0.004475283825407299,-0.026697909952000602,-0.02330476250997248,0.02739687213504159,-0.025359099889724724,0.013513931620305319,-0.055670285954081904
CXCL11,-0.004439349676122756,0.03907655296141359,0.04362655856969217,-0.005893670149077756,0.007731871661827364,-0.025656829049244892,-0.013359962803170533,,,,-0.04614145184717113
COL5A2,0.0746861934349847,-0.019302749396092445,-0.034051264801191417,-0.06128979507986894,-0.03924911126429033,-0.04966490066132736,-0.055406118849600464,0.0757007004881204,0.002150742405803817,0.10551287280717234,-0.013438741398017
EFNA5,-0.011936586523858041,-0.01073130104141981,-0.002698646200058994,0.015559356351263615,-0.03430862422660266,0.012411328186646758,0.08535577447536534,-0.003424366412146933,0.03998332417815922,0.03713238028588927,0.015502278942222246
AREG,-0.014996181877390357,0.02201276862187057,,0.011453697973814415,0.019030693829884284,0.04825651332046928,,,0.054528085736989675,-0.023281573495440987,-0.11750700804451494
EDIL3,0.03663482873673406,-0.04252963671106425,0.08377884453070669,-0.04614521921441662,0.07575554182005424,-0.016771027540306176,0.015253156588986006,-0.05101282698772804,-0.008019672077576888,-0.11135895862780172,-0.02744895122511613
CD86,-0.022681704387450933,0.06712914221815973,-0.015556882522716708,-0.007955434976355289,-0.015458968484903642,-0.03866453437570661,-0.04355410504766988,0.011780519763647428,-0.0007640489677371046,-0.014244375594627422,0.03158842004253175
AHSG,,,,,,,,0.061037293514083886,,,
WNT9B,,,,,-0.0182676240559737,,,,,,
HRAS,0.008739765454912066,-0.027210933572275598,0.03194636221927207,0.02870647043873834,-0.0037513659281818365,-0.06019233738554213,0.030471788805863195,-0.07742320743848717,-0.015625225927687298,0.05638964907859271,-0.045450434240495954
C1QTNF5,,,,,,,,,-0.010592107456215001,0.06382834813097331,-0.055264256679761016
RLN1,0.015158836862068831,,,-0.0285800345468046,,,,,-0.004533661891645927,0.10527470836465055,
COL4A1,0.1287326223317741,0.07130665773529304,0.00016650533314873124,-0.04361601406456177,-0.08326570050471681,-0.03251526158730589,-0.08103540456522222,0.09090643080958022,-0.016235383321523796,0.13549184016946225,-0.07234325393672753
CCL3,0.10512277641081903,-0.0008490362961128661,0.01854201712582539,-0.006434611758406294,-0.01734821065598305,-0.06685887402250863,-0.0117040997348995,0.004538437659550701,0.009129557110363682,0.005559420643037318,-0.05851547781129273
BGN,0.08105371960118472,-0.03668252153550786,0.03304116898959514,0.013152491086774224,0.01565821682765188,-0.02182268617482119,0.016410584249878905,0.07325766076504223,-0.005169840715145566,0.08635898338240272,-0.06353342915671342
RETN,0.06477785405520693,-0.01591328733413036,,,,0.041373829630841644,,-0.036265212768984284,0.021190763401377224,,0.040815052912582965
S100A9,0.00417168612449357,0.040469010197807215,-0.0141061686232997,0.002971714596932979,-0.02437112813696294,-0.06258410471940738,-0.026168140519662417,-0.008635062531986024,-0.07856076963939322,0.08769835932626621,-0.024738708948995276
HCRT,,0.04578033645534388,0.04087255040123583,-0.033614490195054,-0.009592210275798914,-0.048142878279625566,-0.0036126795042269715,-0.01777845845039906,-0.057404565413131436,-0.021168104264732084,-0.03407303179621124
FADD,-0.003736637024710647,-0.00015119549428428773,0.02057058617664562,-0.0108576045517192,0.019397214328608428,-0.0371800760554143,-0.002188583922191013,0.015291699008429516,-0.0024425811882520963,0.02284876957748878,0.13621040563442066
ACTR2,-0.02144778868090377,-0.055147141204086654,-0.002526889087748963,0.027243918156292443,-0.03309193766565235,0.024275660330822485,0.003983421188475502,-0.02737494070287551,-0.0753659362343168,0.008877928847831177,-0.1494992380737542
BMP2,0.03756353769477346,-0.011303040128694982,-0.05795526747052,0.027527508312723614,0.024516395221335974,0.003958480381126298,-0.006271046920775444,0.01253716983743499,0.03722112249636694,0.03630641737693411,-0.02357541838093423
PDYN,0.08611181971832602,-0.060746692733289476,0.039610045125515046,0.11727108542606028,0.041265297452931664,0.01094301861792169,0.09147919415557712,,-0.011369460934866725,,0.009597380638278193
CD55,0.09480444345470093,0.020573118264404798,0.01278638707457062,0.035526044157892504,0.08859874014500015,0.04343176415328345,0.07174190756772661,0.08102743895983755,-0.03628402175230944,-0.04031338512968263,-0.021970566086652894
OSTN,,,,0.06726195608480003,0.07573764495328127,,,,,0.13076969727823795,0.05279346759961695
PDX1,,,0.004139617893591041,,0.036639051683560464,,,,0.016964455311414335,,
CD6,0.005481777976319235,-0.018123996360628145,-0.02033818168580155,-0.028580033874547012,0.07275242634632235,-0.03141158652439203,0.009109069261702492,0.04047845618480327,-0.02698066277196998,0.001812410251001692,0.007658933358451317
IL16,0.02806975845657018,0.03728262066921802,0.11598776272286543,0.03349824865759351,-0.004635035275403984,-0.060328218814525054,0.08006876919436813,-0.025787261480473153,0.0019719169127055108,0.0465434647549208,0.03346551985589247
LAMA5,0.021765456171384326,0.03156904865925437,0.02174656923110496,-0.0019548222757381686,0.01481336582050052,-0.011535348186625783,-0.03976580324280379,0.04833859931234381,0.03831000702630596,0.1062865058337634,-0.0413359600313873
RGMB,0.003986227218463039,-0.023206556330922,-0.006333683807889228,0.009936691756162127,0.02662597231887937,0.07724727324772813,0.09253786705892975,0.009656967789324598,-0.02388094282812166,0.07036004061064363,0.05890835708163133
INSL5,,,,0.023991203075915103,0.0024563699415783673,,,-0.03312492967392509,,,
IL12A,-0.002998585831390073,-0.029410108849338805,-0.028155853716985618,0.04477991860352998,-0.008275375757288267,0.01679266780620693,-0.019572408845077105,-0.04479712363744217,0.0317689065547022,-0.009059129142223394,0.03394690438688419
S100A8,-0.023958723610544956,-0.008730194086801717,-0.039273526350089995,0.029336102557372176,-0.07249719301728684,-0.058121722775222796,-0.026395023249903105,0.023796725796422016,-0.023716941272184256,0.07120252410044975,0.014770851102192567
TAC3,0.006078526736460884,0.025981239360444525,0.039147679208494573,0.11624363776905264,0.1297664448776015,-0.02614863953504698,0.10175779199245263,,-0.06292229946167101,,-0.02846262723682943
TAC4,-0.011952990324299419,,-0.022315728946857114,0.011715331101547726,,,,,,,
MFAP5,-0.020832143374915436,0.01839628891191,,,,0.03822059908211816,,0.22072038020833978,0.004496224613476396,-0.02328157727576433,-0.05456548896275609
CXCL16,-0.04902211147800837,0.025268039668512522,-0.02407155606898506,-0.09331624265077403,-0.07312879512760517,-0.045439615086484246,-0.04200008496204026,0.05909283274116609,-0.03430095071451551,0.033726349788992166,-0.08177790246623759
AGRN,0.10823497435834183,0.008366662746838702,0.0037828449886928572,-0.03718221086493558,-0.03913491829032865,-0.012955136667918279,-0.04508312835974811,0.06514917716087762,0.05356391141138392,0.15428309333101325,-0.008275057184318502
COL4A6,0.023727346870883497,-0.007931364007661715,,-0.018573275042669864,-0.028109503884067254,,-0.011763017978144844,-0.005087208147919797,-0.0025268744696214695,0.12294816826906844,-0.03306406444591565
FST,0.024720887345152938,0.019084207605711605,0.036731903947666546,0.029698982950462204,0.024740414774164297,0.022105245238616823,,0.029344231618593,-0.025842583899193246,0.10820459115691697,0.040724832595569936
MEGF10,-0.014424643864034864,-0.04101607931351047,-0.03684354480019484,-0.020512075194401524,0.03646194679782336,0.014340284221096565,-0.031922070135306894,0.10438641033905326,-0.015553125401299443,0.057090491187924454,0.00011497419487904691
C1QB,0.018988908859676332,0.0765948805379893,0.0030745901383279943,-0.00857143219994845,-0.039846968050014246,-0.057372539170005586,-0.04365729474881889,-0.059417994784761445,-0.03560256336310087,0.1661820665614231,-0.007045381499027018
HLA-B,-0.005180639457270192,0.03012066577647507,-0.051287103541149764,-0.028575616669921807,0.007024986878228609,-0.033621496998191974,-0.04994915554392489,-0.02842034509644272,0.022005487483160183,0.10803742165157079,-0.06055819915591141
PDGFA,0.07118727730483779,0.040796930003207346,-0.027526300794722614,0.008321361296250865,-0.07224544602466904,0.07070254585674818,-0.031621910037056736,0.12138428153999045,-0.027408733187608603,0.005727704666375984,0.00021808906075933632
LAMA3,-0.03523621778395773,-0.02296994710925328,-0.027096249770650786,0.07647267436951354,0.02116807300032363,-0.03688658614035928,0.020359899514045775,,,-0.019067936734260958,-0.03426589518283424
DKK1,-0.027134793677993724,,0.021621880301269235,0.07968566181660834,-0.018705838393354685,-0.006010977798974913,,0.030093871185698288,0.06776833253345257,-0.01712244275759461,0.026121604168388553
INHBA,0.022205271943562123,-0.01591328502127695,0.006806207041849884,0.12776170182152444,0.08957765120482847,-0.03855024429825039,-0.023028949299758756,-0.007156499880394061,0.05035761146528645,-0.04766627241364376,-0.01037650108073349
IL7,0.04254134554810989,0.0020066954551779025,,-0.025403290810862563,-0.0014798239752207632,-0.027463929268024375,-0.01395028590290378,0.1297123754916763,-0.02176017190749113,0.03742623725999913,0.09544429278833863
FABP5,-0.014351099710978381,-0.031235790578353552,-0.046317749089648315,-0.0158785066663584,0.03197785191469923,-0.010297552449489277,-0.06508686289111035,0.04865622700939867,-0.030065225704101247,0.044791682276475515,0.009360631635798648
CCL4,0.06554394277685847,0.04842287265202864,-0.02526956554367279,-0.008148102026927125,-0.01905725432253114,-0.06360598480704512,-0.006656477942394136,0.008252332815571825,0.007635799992372956,0.04622801647464381,-0.034029479728898436
FBN1,0.048036829568944756,0.010945821975916665,-0.021957867194660835,-0.008459585150702722,-0.015963872618788028,0.09955400079215423,-0.045957767900758506,0.018376401179333656,0.03762890604613849,0.054815726928193385,-0.04117286955208032
TCTN1,-0.022055192833154595,-0.03137381837970149,-0.0051481215233763694,-0.04501886798808907,-0.002741282347296955,-0.0019760872064946227,-0.029117542049632187,0.021985108949746892,-0.038427071899426124,0.07347993244079629,0.026349132123951107
NCR3LG1,,,,,,,,,0.046390297754076854,-0.0178750226780551,-0.026682700375305176
BMP7,0.003805896048442674,-0.03270595974982452,0.023922461096934307,-0.052713665543940406,-0.03973071109377289,-0.020466755475194953,-0.07589787727624298,-0.10154745043650977,-0.008205908764587612,0.07272049251488981,0.009698437808094196
NLGN2,0.0007398157665447499,0.05176307010466914,-0.01617494796140698,0.030424190897266515,-0.01933683153864455,0.09581818571672403,-0.016701056848179005,-0.016982979852206755,0.01356803433379258,-0.042763512272158334,0.04619534488572693
CCL25,-0.005424712238558371,,,0.03127038554699792,,,0.0030185686328078566,-0.03271638916088228,-0.026980139622201645,,-0.027447653550081035
NPNT,-0.046002461794389715,-0.017415381054497886,0.02565484198196544,-0.043957706631693017,-0.02149028329854204,-0.07631695613195338,-0.023142014522613018,0.05009092431837074,-0.0025203713418033083,0.10983537367780681,0.07275557988677565
KITLG,0.1055304879829818,0.007874900569908258,0.033102764035089646,0.06612102367008824,-0.012785482836318746,0.018258093423525374,0.06291380893004482,0.04070783970630724,-0.0020288983136540705,0.021770074136829232,0.007294848934818295
MADCAM1,-0.01629939254413985,0.09162124437177432,-0.02815585686426691,0.011308003331581681,0.01414502444845307,0.02511359471622749,-0.019993444364457467,-0.036991318460607006,0.0658643740443398,-0.02366577976494261,0.044896710367269894
F12,0.05885709451667718,0.025820640992714448,0.06619218938378396,0.07120862750920827,0.03995188385255557,0.10819837671192359,0.018511929056662907,0.06328676881928377,0.002667292883751313,0.019007022921611424,0.04270797753064684
S100B,0.10199571164844305,-0.08112387957392075,-0.07014520360302612,-0.07322195969072842,-0.013709001693436994,-0.020496094704846105,0.03504234887199521,-0.09548596103786805,0.04106161898102223,-0.12928834243061857,0.03978047633380873
IL27,0.018660000830891692,,,,-0.005233071963410987,,,0.17084285277470246,,,-0.0006611785720472578
CD99,-0.0038803411257249667,0.016391845627261023,-0.03604691382347554,-0.04096877517583042,-0.04747114651987798,-0.026372380931969978,-0.12011415678947714,0.0839158864417564,0.0054260689616138485,0.0972818764682778,0.03930083845782359
PDGFB,0.10488378384046938,-0.005895119198951812,-0.036885111602652135,0.08422042781922742,-0.017608730553897087,0.018760215635442636,0.044112471508577424,0.07508061098879285,-0.0012594118579629203,0.062219789748171744,-0.01019433354064426
CLEC2D,0.04765845327471628,-0.014267802576922383,-0.010402820181115258,-0.050075842940226656,-0.037320138715926134,-0.010138702728509953,-0.05143268518225448,-0.041223413718101676,-0.00540844069579477,-0.023587770487485334,-0.0017721724252917766
F8,0.00040763576214179406,0.046676126614950755,-0.02221843444102922,0.03315647545616177,-0.03790534998659177,0.07872467144725181,0.06411751861293125,0.04352348433696586,-0.023817792294203312,0.0362636786378214,0.01408344233789431
C3,0.02196698224791985,0.03971061018899573,-0.05824740628739266,-0.024687468437336567,0.013306185617893623,-0.03520845352219397,-0.04990055789355951,-0.06875783948805358,-0.06173147905898092,0.03551810690049031,0.01695779970353458
