,UKF251,UKF259,UKF266,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.01909490748089343,-0.005505104860495608,0.06837023618355716,0.04730966789504458,0.07331519111825678,-0.018525767506181463,-0.005076863310883197,-0.008498302304721332,0.029426400114563322,0.014886844730302001,0.04523979968574275,-0.021379787784802064
EFNA2,,,,,,,,,-0.02303771291171389,,,
HBEGF,0.03417776923786956,-0.021118831316708477,0.06541555388691253,0.07223805851338772,0.0804117859359273,-0.035859783062160686,0.09352709099077676,0.0008679601584928009,0.04592444282702094,-0.027789298648867276,-0.051487312934338995,0.035039451659957636
CSF3,,-0.028142840910773882,,-0.015671348656944233,,,,-0.02925044474499007,-0.020028835302343027,-0.02505148280455647,0.10161017865744407,0.018439406550488754
PI3,,-0.023293151994737478,,-0.01764614542713306,,-0.02737133306995452,,0.005826477976374919,-0.02748238578844298,-0.04903948566846582,0.03399620188315716,0.06095570664087906
PCSK1N,0.004582511849348943,-0.017553112485422368,-0.036317811458870815,-0.05097649344965205,-0.010416371552392572,0.04100519307366203,-0.03827540953463221,0.020522548400138094,-0.0055466556064596865,0.051796416327719495,0.05946427975155212,-0.03485201839588552
NTS,,,-0.01663695230954426,-0.0192619726273026,-0.009121933829819896,,,0.051571559264523094,0.0026746002404208435,0.045377592559585,-0.021503387681922045,
SFRP1,0.052470631989460455,0.03770646477898322,0.042089555624639514,0.017909793083391863,0.02266851296076205,0.0011401098578520009,-0.036962438792366784,0.08568714216678248,-0.030970001769103632,0.0005668310983380908,-0.021003703429777042,-0.046049935090824265
CXCL13,-0.033323856011070914,,,,,,,-0.021950490027199086,-0.003397225625683228,-0.04086418156432527,,0.055480835888503985
MICA,-0.008563168293554142,-0.036858684952239436,-0.035312476978650024,0.0655696224493949,0.026486598444247583,0.08242011676515988,0.06755515608970994,-0.03714951335479581,-0.007327865602722509,-0.07537202080705634,0.06304688816300263,0.054343262301536355
TG,0.07488032593943722,-0.022232757658843586,-0.01920342868669634,-0.018913915745096037,-0.01104645030378952,0.05280097209907514,-0.04391478841422461,-0.020771341065852114,0.03561271533930036,-0.0024400424356383174,0.029003516343460087,0.028127712469057705
ADA,0.01005383767727042,0.014547260684668932,0.035189981205613785,0.057396745248536614,-0.017940323649478885,0.08512407707316436,-0.054740201060379565,-0.02324186730771886,0.06463165434411582,-0.001501528190191766,-0.01066599929305375,0.08872724889566812
LAMC3,-0.033234171030391,-0.030510106875953666,0.07510069200534797,0.04678402357046782,0.024748647846548837,0.05707676948303342,0.019828166601753246,-0.005225254159794321,0.039945263944249285,-0.057274066441037115,0.01399846230305499,0.13354209415508891
CCL7,,-0.016074248265415453,,,,,,-0.023429127214593025,,,-0.015216435380205156,0.04330457139487011
NGF,,0.02109796141530019,-0.018325221653596478,,,,0.07711489558250602,-0.027058766289405144,-0.022728047291866706,-0.04300792150326151,-0.0261161809979979,0.08173685565259559
TNFSF15,,-0.00199388543617014,-0.022250836581840232,,,,0.024552054808726752,0.016098956074016176,,-0.015556540740735566,0.000893106512595169,-0.0030819233818886907
HMGB1,0.036106707459380376,-0.017872427711835778,0.003144349657240133,0.10620080640255856,0.027175806750849234,0.07227730503109168,0.014310488631763646,0.06660496940379088,-0.018020641557011257,-0.0031388960788929993,-0.048379699176766065,0.022432949448208905
ITGB3BP,0.04205049900405726,0.033973447719374675,0.045867532894754856,0.06869013633211528,0.011727979342302063,0.0007843259701910397,0.12768172471321385,0.05087844661809936,0.031942448153804204,-0.042341987056046124,0.004434094741534104,-0.015419061869220591
AANAT,,0.05308007606664191,,-0.014135980585356202,-0.012733420207930179,-0.047125111772979886,,0.1092554213184223,0.10150418719407384,,-0.01609962319075679,0.13362209740203146
RELN,-0.04259794854943168,-0.01785039772100187,-0.01662750911419555,-0.004158602435601364,-0.02515070973876702,,-0.06745246248678115,,,-0.018790615316273414,,-0.007028859428595663
IL15,-0.029699996776039215,0.02071679174535303,-0.015832793024929098,0.12395066588172848,-0.027368293018149123,-0.058714997255279844,-0.014389574794716559,-0.01250392641971422,0.0673909796338185,-0.03794719071727511,0.08680654766612757,0.012943688853767904
UTS2,,,,-0.03037303854791552,,0.006783295012366474,,-0.0175031973559945,,,,
BSG,0.0006199045633697211,-0.05685598188578056,0.017472374400627096,0.04596664355931095,-0.04425015933918695,-0.054067866983311945,0.10069525790374814,0.04615355618813089,0.022521366553290064,-0.07803024733485663,0.02457915283565181,0.10385676229672502
ADAMTS3,0.052209122345010704,0.0034894957744485053,0.003405938325337027,0.08274698068850081,0.036275131247863336,-0.016959011038498017,,-0.0015904051788431443,0.028071033935538277,0.03504997016674237,0.009674290718359268,-0.07371615520069862
CD34,0.036047873083377334,-0.06409554622988299,0.061646518649202585,0.05034063900338817,-0.02382388347003402,0.16583529017844087,0.10395441901977405,-0.010693996916174595,0.13756568919882733,-0.0904940749865559,0.013738608549915108,0.03464611124086606
CCL23,,,,0.05514534822423294,,,,,,,,
PLAT,-0.015521903349677754,7.20744624556562e-05,0.044507889124303306,0.09628547806692793,0.0321294222295062,0.04733259416393234,-0.015552800262548955,0.01948620422231541,0.018784702377365757,0.03350778180579962,0.01397481039456392,0.07553908479594924
NTF3,,,,,0.07637538212531118,,,0.036621671730608714,0.07627587845627488,0.08391053301087527,,
LTA,0.05819570921786384,-0.0206019393568883,,,,,,,,,0.057930005514103565,
CKLF,-0.007697860994200148,-0.016760636642156993,0.021388804793391513,0.11224053969066902,-0.06226837256487459,0.07427767598443989,-0.016289496724318914,0.00731873558925502,0.05862752748370867,-0.016007229398667222,0.04633771881338488,0.03605100044873356
CD24,0.022513634278366144,0.04782633783272149,0.025343269590125783,-0.010654086501057411,0.004708505384169465,0.011654735356143682,-0.042826736611396486,-0.005232313659533787,0.01479295175343671,0.12668209811240538,0.015539323368282893,0.041833133672569495
HSP90AA1,0.04351363246700404,0.019220081311674863,-0.10444180238823235,-0.07485165562553085,0.03920369455675334,-0.018912623790360548,0.023766465509363635,-0.013638520140148205,-0.07878761653857157,-0.047990372111241526,-0.088180417926297,-0.05853950473903966
BMP4,-0.018173875693583644,0.007866535930733443,0.060233348738079256,-0.00820776616531473,0.02990606349192429,-0.048298480090076916,0.00282181162445217,0.01012733917979638,0.1740791244887045,-0.03674966421396131,0.007908201971809062,0.011339703730651542
SCGB3A1,,,0.05216879050507814,,-0.010740764487018,0.11718926962773939,0.10264728024141481,0.14847576742144963,0.031904204871207494,0.0494634454075361,-0.03190479676338535,0.012784241986753849
IGFBP4,0.006838296381557814,-0.003144361806057544,0.11661036915017618,0.13408912846300838,-0.010541697130308095,0.05109732270368308,0.06689063824411891,0.06297599456244724,0.05752562311000653,-0.1019527445099586,-0.004785832172148026,0.09391242052401816
RSPO4,0.04477952175587492,-0.0315348776537795,,,-0.010740762915938222,,0.14267895627486735,,,-0.0049971220082443025,0.0011034687123140019,0.04241375616605155
LEFTY2,0.0016473002471632003,-0.04603324175097804,0.04899945227411464,0.130784758545726,-0.011777377899742973,0.07577665749297335,,-0.019888675866050365,0.020167328279618667,-0.02958772069217623,-0.0033013565059341592,0.08363613508085145
PF4,-0.015594996087367727,-0.014024464930001148,,,,,,,-0.021115658858753338,,-0.021667661529254326,-0.022262672899634326
ANGPTL2,-0.011054529010403165,0.030493359592635494,0.10088715775628673,0.04612804889782771,-0.00640952442144737,-0.0021727954585426725,0.05685783046877434,-0.0022030874139363486,0.023433349707496342,0.02956657014017965,0.014140052205143992,0.08005479377257678
LRIG2,0.030432738239113234,0.004816583058764934,0.011768119739731688,-0.007055557311417269,0.01372927772646894,-0.11111718012496186,-0.055606767613809324,-0.035116907846271646,0.0008982313809430795,-0.005249854915581253,0.04290199663878983,0.045430067435515316
ICOSLG,-0.008285792928900394,0.013999381962518643,-0.00041201730617621495,-0.0014569746225047801,-0.02038396226395467,-0.03942962381985466,-0.08180498116758578,-0.005791261101643188,0.07154770626238702,-0.04863442800667788,0.04597737299741316,0.08364651826202027
WIF1,,,-0.10205965662386657,-0.06389403375691682,-0.020211891983716656,,,,,-0.02022499153502207,,-0.01535229952253248
NPPC,,-0.021755403629597575,-0.03877442570588566,-0.01823120159254939,-0.014927031960351228,-0.06604483183607866,-0.07720022862020669,-0.022106700327434385,0.0013139124025231103,-0.04064846962087432,,-0.007374765002721442
LYZ,-0.01016188234970813,-0.051777612882281526,0.019468420096477018,-0.004656959247441393,-0.0009251149679333952,0.03509650683324998,-0.01736234156603101,0.014292199011190259,0.025809266597620922,-0.046831876986272336,-0.0078078868683081675,0.014298439998520302
EREG,,,,,,,,-0.027145248829331555,-0.05255721968968142,-0.02709837886070435,-0.02019520942092946,-0.025630931441185063
SPTAN1,0.07233370836844037,0.02121509767682282,-0.042010621281099364,0.015202541354940653,-0.037016523286331385,-0.03858951631743905,-0.00903726062433987,0.017433698368321184,0.00695028916129101,0.05490222943144527,0.028494750569736268,-0.046124278898491876
PTH2,,,,,,,,,,-0.03460045494095418,,
LIPC,-0.023471302579401946,-0.002793469784170086,-0.024552602241720616,0.19025136387599,,-0.025272637918741667,-0.04075645353215513,,,,0.034726457681476905,0.0256441810255211
COL8A1,0.09610374061109249,0.0017887750481968003,0.037648886224781485,0.11528694247367606,0.021620268129838523,0.0502507865937609,0.03856985202860605,-0.010494854772071472,0.07167169494733824,-0.010232786442133802,0.08100854741317587,0.050390133563038064
GSTM2,0.013386171892281796,0.04343782652987776,-0.013388758429502719,0.022263819285278083,0.014997699847919748,0.08871150635119598,-0.0018476364808255091,0.020394613028932793,0.02500621232993258,0.03141748242372731,-0.019181929464777283,0.0846270611097564
IL4,,,,,,0.10113789690435379,,,,,,
SPX,0.005388520452539294,-0.04129796195899371,-0.01648488185905306,-0.04957617784038501,-0.0004586967482051191,,,-0.005326282672343166,-0.010730730026483976,0.004243509814614583,0.013086632627074312,-0.03196696554601613
MFGE8,0.0424621181662686,0.03365679304592649,0.10068034689963117,0.05858421775819032,0.03785381945606432,0.10302243522989173,0.045746310835218164,0.027610978162802346,-0.0022406442959452344,-0.06122861090454408,-0.0045777627284265205,0.11377887632554622
TGFA,0.02238899112322316,-0.038888221039810884,0.04466928076202355,0.0071329758987329055,0.012189280542389257,-0.01951806583392132,-0.06617574013679194,0.0303208547238166,-0.02297170156134045,-0.011215117835206607,0.024049865700099142,-0.00045330463684067
SLIT2,-0.040663466574387824,-0.027277260568213252,-0.006103971231058023,-0.046971698050715695,0.06425427828885875,0.02449440638059365,0.1282780220694149,0.05333710618937935,0.05140217818913027,0.04866329140420875,0.05677233442962798,0.05008469126295627
PLTP,-0.01644125772295189,-0.031123491018526427,0.0314422143584593,0.08051997243935931,0.025507338004921436,-0.011514269204795579,0.009622171778439074,0.021955643893742226,0.023048032545065333,-0.15465522080674182,-0.02719871904607534,0.04554759849687068
APOD,-0.007515598690462661,-0.00211014935278925,0.0006827332958200532,0.015936897426981733,-0.1110270686443575,0.02086859511800205,-0.06338285643252965,0.023397044862042547,0.029060159380324163,-0.1045650083738069,-0.028666652564374732,-0.021597025716602117
B2M,-0.0069476378876779455,-0.047111584959808384,0.09656348344189444,0.10868125168726359,-0.036746308492646755,0.20905180587729544,0.06476193200752388,0.061742623251796185,0.13361807430860798,-0.1705144677947941,0.0016941191871455382,0.02533228275006855
OMG,-0.0061535467840994965,-0.04010843893489732,-0.032664771825467113,-0.0024232429721973703,0.011175229792868956,0.05503836113348651,0.010613288159754701,-0.01912107881659348,0.0544323112791185,0.015896464678141757,0.08376409260477549,-0.050787968853443784
CXCL3,0.04159481411193174,-0.018715715454924443,,0.08293391011277534,-0.011490345973163436,-0.04629739287812633,,-0.005258739511690173,0.03257860488139198,0.014693173748818253,0.04908472227983252,0.02618154959173179
CXCL10,0.018188076580714703,0.019170544016732564,0.09789775900074286,0.07486851904502294,-0.017454676531199104,0.1315560130285115,0.11190474376664582,-0.024193579515403196,0.015564553799734806,-0.02972857472872484,-0.001737311382110128,0.031018167246359564
RSPO3,,-0.016286679972699142,-0.0016382892302963257,-0.02321202967270413,0.025511509706683855,,,0.0558577689660567,0.03546223398236752,0.0350949519866788,0.039205601506291266,-0.03315013871044861
CORT,0.07007398731893368,0.02321627637081504,0.02689512632844346,-0.04017361786746271,-0.004973531547897886,,,-0.026715405244557126,-0.02209646376901329,-0.004736285756734385,,
NCAN,0.030090280279115932,0.002345312787727318,0.08138835581241265,0.08165433250319863,0.007482478061991261,0.042248628113321626,0.03191480764170525,0.019157208297189043,0.053296913697357375,0.07741381440251245,-0.03686726184591333,-0.05979848599704122
PRG4,,-0.016074250770348433,,-0.02010792410053461,,,,-0.02566137779850771,-0.008088527069526398,-0.021989027721970082,0.04990460224237283,0.03266832084766238
ZG16B,-0.018766043157805685,-0.01865613389569652,,-0.00393298438800909,,,,,,,-0.01925414614863012,0.08689966028913738
TGM2,-0.004329794486743198,-0.014363205356243944,0.06128064472310162,0.062011098396154735,0.0406908883969491,-0.046122529451695024,0.05874452435996318,-0.03768770947723925,0.06410266896648191,-0.05231542381718146,0.04131435606519234,0.07400113104483724
VEGFC,-0.024096322086024396,0.054365287156028445,0.09755081603889228,0.04588464712238535,-0.03565623125249951,-0.009776431983720236,0.31729442767652133,-0.015903813626063936,0.01221590831900864,0.03259691224688425,0.021202468731148012,0.04257788772275036
WNT6,-0.01735477517355767,0.0050890623755763045,-0.016239567213882606,-0.019773510334149386,,-0.019514799743709843,,-0.008120200546380978,0.0009027984846086073,-0.01625019780898076,0.01297943892062168,-0.019624788679953268
NRG4,,-0.019563098518150097,-0.01988023234157021,-0.025045695078964588,0.07009388742790396,,-0.007040923125219677,,,0.05214705933624461,-0.015441708212801764,0.005700809997488494
PMCH,,0.02779619085018772,,,,,,-0.02381409505795577,0.10420223021424292,0.028226888129263446,0.01807018779211081,0.08538020385790089
COL9A1,0.0514281814592401,-0.020432228575248824,0.05070433766172296,0.010097049545707473,0.030625087995278955,-0.035003815869400844,0.05231630816987788,-0.013995837293463615,0.05228027015934269,-0.025756093209149285,-0.01219981512513444,0.07374753954999254
GDF11,0.00991232813824596,0.038576037586718605,0.02176274735972441,0.07305113059401709,-0.0011281332316716317,0.09269341077494385,0.07061910722856103,0.004376720339103519,0.020945912239409607,-0.03609242218016833,0.047386329406713626,0.024878925280200668
RAET1E,,,,,,,,,,,-0.016939444193147135,
IL24,,,,,,,,0.00698487604441957,-0.020778980413846206,,,0.03112456511841512
SORBS1,-0.0075279371257740285,0.03985754159742864,0.05874651207720239,-0.03606946239112647,0.03794354051457276,0.02848791256827593,0.04163307399189265,0.0028797276618373,-0.00962011145947839,-0.023828373173829447,0.028766953744613754,0.013372807731094812
DLL1,0.021920929388411243,0.016496881450213215,0.08544126802572495,0.05654100522123837,-0.016105140496327903,-0.031232735272202276,-0.0029574670770831798,-0.01740978113932424,0.031996121074891394,0.0402259886369628,0.024762264504563217,0.05649878577279884
TLN1,0.026249369125375198,0.006812921768999419,0.08009118397913008,0.08194743213673546,0.017537254298331487,-0.04545428516904459,0.08177158478875397,0.06618063967522263,0.03865030874657984,-0.0618193524478121,0.01202465585825018,0.08454876106104822
COL2A1,,,-0.017593550017531705,0.0025765696339360832,,,,0.00983403928246328,0.0014831590697746697,-0.03484783752844822,0.05010238055937951,-0.007846123616396996
SHH,,-0.016703785718389007,-0.01920343073961333,0.011740309655256428,-0.012332313164984683,-0.05692322914352429,,-0.035984780854643426,0.02310576230327342,0.010634662989121246,-0.017286664090474163,0.03132436194846866
PON2,-0.003964965921639717,-0.023087829710834597,0.03215029764700308,0.05147930837944551,0.009110037516047565,-0.022327772896637055,0.0929177795386268,-0.01561956736649124,0.1326097012238767,-0.043263315940938185,0.052089878787643075,0.04985764904974914
ICAM5,-0.007646112409854508,-0.026034035613008592,-0.028258436566783212,-0.03626780573868767,0.019084939914699263,,,0.019223289043926617,-0.000491041477925907,0.022763243456897068,0.053112152245863686,0.022126432766898307
HPX,,-0.03260898960757501,-0.01623956830935603,0.032005689563678934,-0.010740763392022928,-0.007823269329383918,-0.02571903864900358,-0.0022599483415191466,0.03300301033222192,-0.013388219133574223,0.014708748486771657,0.032745963228765676
SFRP2,,-0.019023801746320117,0.04096717510313546,-0.014812503920225262,0.016480551687892996,-0.04551636000773202,,0.07314628406103406,0.000993383477942963,-0.06551481467244444,0.02067670252941547,0.11378627684603229
CFC1,,,0.026092678122124617,,,,,,,,,0.013184832516923222
CD70,,0.033551858032088995,,,,,-0.014056594198518575,0.010506504782238997,0.03794344987824656,-0.0042832659871266466,-0.0235591159829428,0.009361327402943162
HP,,-0.023365756146991618,,-0.02827745733734217,0.031485296372863125,-0.04069438115757564,-0.022637089323729615,0.025864865302316128,0.08378565892363277,-0.07142768610403487,-0.02309910656050818,-0.001039398602119516
CXCL2,-0.020484721695225326,0.04714294794876499,0.04865802878256846,-0.015820873826606373,-0.014927030792115617,0.06423836655738063,0.02203401990776313,-0.04663663398915728,0.0782251433764249,0.008991847624017786,-0.02898106879591747,0.0042517916968930125
NPPB,,0.010214071950769826,,,,,,0.025875027252026162,0.13561554210874283,0.03699644881556259,-0.01566389323544019,
CCK,0.019337647458878726,-0.01821344594626487,-0.09370399512066425,-0.061361659806401465,0.024566851094196054,,,0.04415875565740933,0.04126948520867834,0.049647187028691094,-0.020320298079042287,-0.07247647317187841
SEMA6A,0.00136823697070368,-0.056077017610145885,0.01211576578812075,0.08638975096508045,-0.008318374223023355,0.034606866635955635,0.09378422321284459,0.017810842998078075,0.02318723759519986,-0.00864044309604885,0.027202276411268305,0.05864958308646961
IRAK4,-0.023109358212055512,-0.012869476679978339,0.003093272169144185,0.09387008149309295,0.003318646974729401,0.0912655471603002,0.11105850543025324,-0.03453377895081156,0.0022930956806388792,-0.01905290754874805,0.022442196357229948,0.11461338389241264
GSTP1,0.013660037912488538,0.012566294234609041,0.018952113135205315,0.0910869348770216,0.02898308909328141,-0.05503037674974506,-0.04139600230079209,-0.004883102489732885,0.06250623755311985,0.010365603788178142,-0.007193318530437345,-0.013452829085545846
VCAM1,0.010756693930375713,0.03386969224420357,0.07625100326215856,0.090598501464599,-0.012247317966853246,-0.029257781123868804,0.07608742093662624,0.008520002765472465,0.05412261174856055,-0.056522395268445,0.03264425109996107,0.04381742314964562
NXPH3,0.03443679785007453,0.01456417112014266,0.006231024002396623,0.06082221047883869,0.042613637796846154,0.04272850015494758,0.07607629472335257,0.02103852591562792,0.039394149096332265,0.04824865220619303,0.03398848051521672,0.015830657776365768
MTMR4,-0.0021207579443249624,0.010945663059808205,0.04570411383174159,0.02043552126141951,0.10081961936810516,-0.05133265889356353,-0.026662030694766747,-0.026332601825204967,-0.0038301573289031624,0.00864286187710584,0.031375549372937794,0.051891988372796106
LAMC2,,-0.021559817327810742,0.043751962395353415,,,,-0.03535626689803375,-0.021828417693928397,0.035371286859603286,-0.016056337565379938,-0.029844520139295064,-0.028419605567004742
IL10,-0.024857620855194988,0.0004648217746069357,,-0.024354697462643543,,0.09791093459430421,0.06784867839787645,0.012966616587209049,0.0940960569444143,-0.03046208731641228,0.045226380318142564,0.02478673869085584
SEMA4D,0.022538825417299093,0.03682911171321476,-0.009558510919882784,-0.027132090547734983,-0.02238215504858065,0.13822901975127566,0.035379159953750655,-0.026302350606905982,0.012598572250599538,0.05437925572452202,0.04963376009427594,0.00033100002382398035
TRH,,0.005625792024540196,0.050034454621716476,0.05567203530325815,,0.011678730609932183,,0.05290062380466115,0.02130394148076812,-0.01425056149194029,-0.017544610867463083,0.12950047150370683
SEMA6D,0.05413822404456413,-0.011965922105160154,0.0711732405075194,0.08404359950535426,0.02450854656478389,-0.1584381291410866,0.12048857247266419,0.029052274060024294,-0.017874351415376178,0.06857518711538127,0.004854775747105017,0.07715812145030175
CEL,,,,,,-0.03667641309018516,0.03659469013502965,0.03959708104790329,-0.007461159711217039,0.10425718078970667,0.02669862536921635,-0.014096088867977408
PDCD1LG2,0.0017852978888369757,0.013213301271277036,0.05662759647508211,0.0011850588857235643,0.04977554366961369,0.015679458723486313,0.035164716480331246,-0.03923631746760221,0.0637810052826566,-0.018457767326700646,0.09113124726578244,-0.03146313791403216
SPINT1,0.07485089021401795,-0.010614071930307445,-0.0202108464954929,0.20739059422390368,-0.01755277040681056,0.06617847929737335,0.16390101606116492,-0.003240517621823125,0.024368088726209762,0.041219681563002,0.10411530190666357,-0.06559378072275265
CTHRC1,0.025540147212013975,0.003167069141592334,0.12170481037395477,0.031132758608894064,-0.027902045176621395,0.11338474006369963,0.0034156420340032394,0.05300095218838151,0.11345694980362879,-0.05355905408950921,0.01981121390758366,0.08300249983900511
PODXL,-0.026442873778216403,0.016125461101591698,0.048644549171259585,0.11390925686717303,0.05709703567881897,-0.011853451843571805,0.07872292351618933,-0.00343307280051238,0.0722219880250206,-0.029149880582090924,-0.031722795558010566,0.08144823068476786
JAM3,0.012644739221236502,-0.013642346980647002,0.09968875259880966,0.054134200437061165,-0.005606319112833876,0.008166365109695256,-0.015108142856546745,-0.005609847296269638,0.07158951933069042,-0.09713067855887804,-0.017757309518037286,0.10531451408786914
TGFB2,0.04281283032219344,-0.011484220505580931,0.03114685252578899,0.1113488310660026,0.03460281581551891,0.0556371286178,0.02976613320136577,-0.02026995136205655,0.03917466739562701,0.03358552471349732,0.02872552073019103,0.053356525047039895
COL18A1,0.0192627493466579,0.02333685699252718,0.10040711280027108,0.1247037356418335,-0.03063077015534174,0.08840506130532708,0.1111972264077771,-0.007261293308253374,0.030364701407252944,-0.10952537581715789,-0.04544532340345148,0.10944208805978449
NODAL,-0.01671555819986885,0.03918005538014167,0.12747229467150245,0.05278363457882677,,0.13023950350761354,0.04333363127091103,0.05764145807348631,-0.02566693556233727,-0.018361626253586238,-0.02401139547004233,0.048917264835522244
INHBB,0.00441368617462509,0.011400904845224404,0.05604240344852199,0.010446249676914807,9.266081131208556e-05,0.009934248113079941,-0.06543640130147793,-0.01841008572918002,0.03273383871491365,-0.0820013999508191,0.004251039883079955,0.0937949935616166
LCN1,,,,-0.016287365202403137,,,,0.0033557340016560676,-0.024239174194465255,,0.07482855583284415,0.07947683222023928
ARF4,0.01560375468621094,0.011322905528262647,0.03138972470387318,0.10500253107829233,-0.05362490358750888,0.06840106032244361,-0.12124926855931284,-0.050608959236174055,0.04090428219040698,0.05542633776164516,0.015875463632592828,0.05994572046864488
CXCL14,-0.030697264058810923,-0.026869233996493234,-0.04707370612731921,-0.031117181064040947,-0.004120114798474342,0.08083338538243387,0.03672463199877385,-0.009316226526583211,0.015628530469439003,-0.06803099178646374,0.015671079288616236,-0.012170134097602365
LIF,-0.005762937753040526,-0.0062223546535994925,0.11387032705772826,-0.0005284448457883311,-0.012733420207930179,0.025690263230966678,-0.006183711752283136,-0.0037324616081239903,-0.01863783047825159,-0.03167348925625057,0.021441678494110453,0.08969464082209874
