,ZH1007inf,ZH1007nec,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
LAMA5,0.0185053893173717,0.11651212019136967,0.01636130712180941,-0.10676441366225384,-0.026207834503320614,0.011818807800666464
RGMB,0.03713266724456526,-0.029938949183906393,0.027103128896584786,0.07349583336677475,-0.07161965585751134,0.03420189735315545
INSL5,-0.027317575633524348,,,,,
IL12A,-0.03694343882919891,-0.0361685700261101,-0.014047671601815283,-0.05492027165661957,-0.05367535429003928,0.0036967955473466724
S100A8,0.03928513911380211,0.04030456712683558,0.07725166049277697,0.08047225847901272,0.10177723399970348,-0.028484644048805595
TAC3,,,-0.023394478677451244,-0.04582694855785205,-0.047348146993868696,0.09737490261791155
MFAP5,-0.025593816249671535,,-0.015861979544514317,-0.03642668189611874,-0.02029679205785022,
CXCL16,0.055182506897834584,0.020728581462443246,-0.006523193345127073,-0.10921294498234962,-0.034311132217401,-0.028931653745518024
AGRN,-0.01590177719010771,0.10601240668136164,0.010324244687969428,-0.012640551822493663,0.07410073567165297,0.11691221768346671
COL4A6,-0.01196677540651402,0.17854064615001536,-0.027294029498820944,-0.054920312873829695,-0.04259391700692277,
FST,0.11771836239238169,0.07535397382534598,0.10358670726384257,0.1236769968533679,-0.06166993215746505,
MEGF10,0.06450843348450705,-0.021250388720087842,-0.06729223015472058,-0.012396983906224391,-0.06286293686680756,-0.12553547427338538
C1QB,0.02381149449410215,0.06007975040171247,-0.007921301304823955,-0.09710201940425689,0.0039773828601708805,-0.012342798685249444
HLA-B,0.07615459853848915,0.0688499025519252,0.010539285485062966,-0.07686460266875879,0.0027707528350383905,-0.04763049541668628
PDGFA,0.06545608531026358,-0.008943626878714073,-0.007835775765799734,0.02853845129186554,0.1085528069589943,-0.026089932400861333
LAMA3,,,-0.014202119395472834,,0.049682521579446755,
DKK1,-0.023647828414220987,-0.005537902460563676,0.012121018579334765,,-0.021719542530521243,0.02375196881485187
INHBA,-0.05259479703302783,-0.0761079560648218,-0.0092941980536245,-0.06546184254211856,0.03856495380666091,0.048816762289774655
IL7,-0.026295414194337587,,-0.023786247112629198,,-0.04577499818137126,
FABP5,-0.08448423955979231,0.07832803569649398,-0.03922329205086588,-0.09033265908273111,-0.08425116385134564,0.014556077610068396
CCL4,-0.005271036221926768,-0.03099280026240121,-0.013800058002198934,0.09010265465535217,0.04110980426034966,-0.051643107594018044
FBN1,0.10080285598814097,0.03678188750561429,-0.06443056205556673,0.029066226101316796,-0.008913938512994622,-0.021617263197782226
TCTN1,-0.023631100454066998,0.062347819834066565,-0.068551685491598,-0.023761728257288166,-0.027667862257192963,0.1143713875762584
NCR3LG1,,,-0.0285622387759122,,0.0052259979794643165,
BMP7,0.07449452840862769,0.04510961696563013,-0.009992422595425961,-0.019577536122699288,-0.06200492919352611,-0.038213781687061514
NLGN2,-0.012577833517826771,0.11228542609763317,0.04542261874519331,0.0453474103142485,0.04051399750450073,0.06936178010827411
CCL25,0.05589921950157686,0.04179189942190141,0.02246321973398139,,0.03887205829941237,
NPNT,-0.034203610229462666,0.003134549189515294,0.038870964645025416,-0.034564939450234214,0.033022806515385215,-0.06760763164052122
KITLG,-0.054832602782569,-0.04731505962316848,0.012163207634921057,-0.07727541628735045,-0.04992527766614461,0.047632081945593464
MADCAM1,0.08996814552110591,0.032430802910883294,-0.013085268817426398,,-0.03701150364472851,
F12,-0.0030733008256886804,0.07846723073599453,-0.009937496111539882,0.09759488635322677,0.020256886195148583,-0.00796801740022242
S100B,-0.05912480939308014,-0.00880142954833191,-0.04682493702833644,-0.06006838651489453,-0.031008691313649157,-0.1548770572059785
IL27,-0.024874582723859714,0.1570889171468345,-0.012229058658659099,,0.0719268325887283,
CD99,-0.028104298290559247,0.07381465956126042,0.03428592858364601,-0.2147071872346501,-0.05886728456506342,-0.10809543126550494
PDGFB,-0.0127974030175833,0.0968585394670179,-0.02432215393758721,-0.051988449058422495,0.07129148457500294,0.0533861741476208
CLEC2D,-0.021157298368308063,-0.079470914671067,0.027283311497010822,-0.005646173579320549,-0.05365819699235696,-0.03877415122308306
F8,0.005055638005757231,0.08268736786339012,-0.012530282602649163,-0.08959057635803135,0.059946235514852335,0.012937650684599756
C3,0.06727443466803519,-0.03800357446533151,0.005882938633720385,-0.03833413972604071,0.0493363532101136,-0.1712961488836478
DLK2,0.1420325808360994,0.03178252173079076,0.024570852519389657,0.015255516622076092,-0.06440389519209941,0.054841172058991694
TSLP,0.08108526050194312,-0.03315869580473673,0.013658673709875592,,-0.05578433429012133,0.13339524470861241
OSM,-0.04193606077366051,0.05737261785282014,0.02392120892042586,0.0013653269477599715,-0.018229482409501056,-0.06393185017098814
SLPI,-0.06569640442436177,-0.027878559496065936,0.056806894681431595,,0.033648257989634806,
AFDN,0.02487918575504495,-0.041300314245586424,-0.0016901985363731542,0.0820985203767658,-0.0396490023305716,0.008164153634037809
KISS1,,-0.03975555149690119,-0.016084424867443922,,,
ULBP2,0.0023882137988026518,0.08766767210617768,-0.044568949385298894,,-0.0032676478971024213,
ICAM4,,,,,0.0074251423322283525,
ANGPTL1,-0.025946722358788546,,-0.029804606050590213,,-0.010485643135319047,0.0020449063624515683
LTBP1,0.1081466980842504,0.038915291175827926,-0.02337610518815039,-0.054839376853948026,-0.04248183810854414,0.07899417083209466
NTN4,-0.04575960048316242,0.09641777532826248,0.017025200160268678,0.02556181361239997,-0.06118572060335112,0.037228479666873024
APP,0.07841445729718803,-0.0444765682769171,0.008536559379356339,-0.08677401700244772,0.06883548310220174,-0.05310473022954411
RIMS2,-0.036421076810230726,0.05109852888585801,0.052965476660899215,-0.002025825999358306,0.007124676726813754,-0.024622149721592657
WNT7A,-0.04093156498273412,0.003701561005830604,-0.04797795187218265,0.10010546982342985,0.04424039831812944,-0.046991324598682965
GAST,,,,,-0.03913111010519392,
GPI,0.04817905402213191,-0.10134580080726593,0.038591443303331835,-0.029747324030505562,-0.01875609275762688,0.09713704285529341
IL1B,0.05249670388450887,0.02276931819483834,-0.007473086947536747,0.10235887557469908,-0.008546464955664124,-0.04358298517147622
SFTPA2,,,-0.01308526972581091,,-0.002828555503128829,
HAS2,0.15251956853184426,-0.0006648612730291019,0.0003077450142639162,0.08777947431614341,0.009631962688350133,
IL11,0.13380810442483854,0.07689950419967416,0.010740307043094349,-0.03597285902865354,-0.006606216967748815,
SEMA4B,0.01252482289641446,-0.0015716839161800287,0.06481299973145728,-0.049601009452510454,-0.02970803146403245,0.014449762911360678
FGF12,0.012966501786679928,0.021290118296765977,0.022290124262476466,0.035027523163664906,0.05806997321326268,0.05445296723728979
CP,0.03437292066345722,-0.03274770880439024,0.08916082250538009,-0.09315368395573739,0.0338373678413539,-0.062343261812428975
NLGN3,-0.04004569831702273,0.03564590263391482,0.014691573649608838,-0.08109186793054311,0.02607540080339977,0.05405266027672074
GZMB,,,0.055826117634043014,,-0.02376779107600231,
PROC,-0.0038198776326435254,0.014512220346655304,-0.024554295847200428,-0.033140089723689196,-0.008680345006750889,
TNFSF11,-0.02830697976021915,,,,-0.02495989352020482,
AGT,0.034709007949250734,0.008381261181481957,0.009687749300967888,-0.0075307894319828735,-0.05799223208913005,-0.0726203063127039
PTHLH,0.02466369939033358,-0.006177367381744716,-0.007956046529064193,-0.04620077210282438,-0.01447881430269443,0.06191932668355332
COL1A1,0.02091556541928205,0.15763556275749174,0.02100563374426621,-0.03968529711717345,-0.019271318380001172,0.021542656230169772
LAMB2,-0.0015888685336450557,-0.024380321621349715,0.03197979853030746,0.009421042176450421,0.005191408653333065,0.02338539833227813
DSC2,0.0738278727336196,-0.05482758648370417,0.004111368317146396,-0.03259340455569834,-0.056953765450055364,0.013296284377520845
WNT5B,-0.012898118227377922,-0.058991305457906394,0.0031896475282556878,,0.03748176036714435,0.035253197109096315
LEFTY1,0.20311447186655834,-0.054980018767006124,-0.03171721913928368,-0.037760137811110435,0.0033393607744312027,
FGL1,,,-0.01839924505458162,,-0.015275684921742338,-0.0034933296721950786
CXCL5,0.10832533907152618,-0.00801671112032806,0.10759759225354053,,-0.08097417097232049,0.058939902954749206
S100A1,0.040464702128966384,-0.11867926697822294,-0.009501225072138438,-0.01650168685755483,-0.018784069252915894,-0.025014137744331928
C4BPA,-0.024136039877441142,,,,,
NPTX1,0.0176194357720636,-0.06937455019238313,-0.024668002880327274,0.18207309603197994,0.08325457408774642,0.107645721103308
TGS1,-0.008119064585057621,-0.04525307279250695,-0.001556913006581435,-0.04816031779783617,-0.014824844693851423,-0.06100488047296966
SST,,,-0.011230334764157352,0.05108365208401088,0.05488932159309924,0.08106687939242084
IL34,-0.07820498360357477,0.09716681424875034,0.0008134110314686621,0.10908947884082093,0.028878224608499113,0.023718714481187564
DHH,0.0027109283400154807,,0.06943498518230445,,,
XCL2,,,,,-0.028419575631656417,
TF,0.1449850677197336,-0.11051305807877107,-0.024377377166950646,-0.02482120479294733,0.059052625302841805,-0.08916052509960432
IL33,0.0385000109098202,0.04546984369913818,-0.03930233174195986,0.012198795515670107,-0.028764507495034317,0.07003141395713568
RBP4,-0.028306991362145515,-0.04719794488612869,0.007788509112279809,-0.0004825632804533244,0.035699473081298026,-0.0004964677921842692
CCL19,,,,,-0.03659060455707123,
CCL20,,0.049580035361367854,-0.006644116717380964,,-0.04022410889697185,
NAMPT,0.1178555194697996,0.03582055928712899,0.014120521475761186,-0.06886901735279717,-0.0025953029913452267,0.053565283064096976
