,ZH1007inf,ZH1007nec,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GAD1,0.06517972989880924,-0.010119043814620348,-0.010848256830164306,0.025665276029422597,0.025110942941777955,0.13073956886522786
COL14A1,-0.0611552221080928,0.06617642012037706,0.028676227322933276,,0.050718153129352794,
HLA-A,0.08518557329233974,-0.03845220829271039,0.015110124409884462,-0.18490952831660967,-0.02178711183762739,-0.08214201605590903
FGF18,,,-0.021132681881490933,,-0.03286094418659636,
ADM,0.038456654230812265,0.0249705184680631,0.04049330946510777,-0.08361067222558631,-0.06781123582270153,0.056763828713670084
CCL15,-0.024874595737713605,,,,,
GNAI2,0.1311159239889198,-0.042599816238320626,-0.006450405738204866,0.10242643655074549,-0.01152722152818656,0.024275210932806993
HDC,,,,,-0.023936817466333533,
COL11A1,-0.05102741403800038,-0.006737706954034943,0.016364001408608768,,-0.09581215703799419,0.06717061662932805
NUCB2,0.05883644112422643,0.07103303506504847,-0.006169808704843035,-0.11382166842676852,0.004629159387617893,-0.04936060658343291
FGF16,,,,,0.08349495038688745,
CXCL1,-0.02663998916303212,0.028202367785825567,0.008984732599216668,0.10294686734350664,-0.03553292982027954,-0.015250630477474113
VCAN,0.08263908461749644,-0.07534458353604266,-0.05111704231740855,-0.09108216720637105,-0.02760611383318863,-0.01582699252549707
MMP7,-0.06353704173258164,0.05895495624761433,0.04824777024667281,,-0.02933538652242647,
PTPN6,-0.010631201751057575,0.0787541555482334,0.006908766283463525,0.032261671534174044,-0.009824053551502404,-0.09481788520238374
PTGS2,-0.03454295333137302,-0.033705877112696354,-0.027331294262080193,0.15581930865458396,-0.001645321522198689,0.056910331495699254
XCL1,,,,,0.05688029053936245,
CD58,0.04495090414059497,0.12028262766392757,-0.02122917343536619,-0.01653156436195447,-0.012532730384311441,-0.08353753891226055
TNFSF14,-0.03170353849923793,0.051665169160183266,0.004126079260109823,-0.038195967737617985,-0.03149940879045752,0.0035121633020178808
CNTN4,-0.029581015858775185,,-0.003602453764499484,0.03168655475605,0.027772871422740496,0.06991567990806706
INSL3,,,0.06682801977419306,,,
MFNG,0.013894202160950267,0.00874698770583697,-0.04454517273304765,-0.0005991791185420748,-0.030758698153063372,-0.05482970558480745
ICAM1,-0.023006311330544003,0.00901684711024284,-0.0017271625664036984,0.048224181244248134,-0.09716330195367114,-0.06712618715310402
PROS1,-0.02350099117810024,0.010695486281905427,-0.011246513196288225,0.027355895629245355,-0.05955617783017972,0.03792779865584824
CLCF1,-0.0265356810779516,0.005560667057461234,0.026604028476036323,0.0866951863968095,-0.05772211707735862,
PSAP,0.04648276989555554,0.004494817347137937,-0.03508927572387142,-0.16247813549324922,0.005611131732735753,-0.08115843761643779
EFEMP1,0.11298075374671102,-0.024844290647180533,0.05611502589241331,-0.0352265096974833,-0.05847959923888501,-0.11944985678154117
C1QTNF1,0.012025886603936583,-0.06024447059504881,0.03893013857284053,-0.11100194612882176,-0.04422750307311592,-0.05410382325931645
ALB,-0.033712095259803086,-0.05161319110797745,0.05940514260481734,-0.03905551134604524,-0.018688307242992364,-0.009746871308689458
CCL13,,,0.1149246261265225,,,
EFNA3,-0.040449742992964804,-0.052536324057598734,0.0156926795480764,-0.07710907860947007,-0.04176436774162108,0.11806619159779416
DRAXIN,0.09810846764427798,-0.17564736692939836,-0.052044414290293266,-0.06140866305720911,0.09360267487034549,0.12113363437475498
RAET1L,,,-0.021452964257443297,,,
NPTX2,-0.03001425689219634,0.002368481050308232,0.08054013988315611,-0.00491927961629951,-0.003986624508087748,0.11753462395062585
FGF11,0.09390729805897866,-0.018118148203125982,-0.012460158385203413,-0.06608462597890069,-0.0302147395731984,0.028396918477388674
CD59,-0.0448571985058444,0.12080395363853062,0.005132996767876958,0.10607801811932059,-0.001296041241371201,0.014834234279225462
COL9A2,0.07594266129239216,0.06974719838733885,-0.020398064966229982,-0.11358010458117607,0.017836909873616424,-0.04160926692114791
DLL3,-0.0093313301699724,-0.006803225080955956,-0.014556698474360414,-0.1050204527403608,0.002605913283066009,-0.10623166899364662
FGF5,,,,,-0.015463292014655291,
LIN7C,0.027061713373110502,0.05618307596813908,0.047851187064133556,0.027216684862291105,0.029089879115104463,-0.015550737091309108
GDF7,,,0.06464159786725285,,-0.0365906164609184,
PSPN,-0.0037446669878772004,0.04644877274418636,-0.03234508705760038,-0.03125411362319066,0.0021340111049972304,0.056163035383341046
ANGPT1,-0.0005830216133430609,-0.03684313411984383,-0.029656889463658947,-0.0029381177697495094,-0.05731952998844514,-0.02682649422948172
PNOC,,,-0.017018459495890644,-0.03410671947416677,0.01046649113385152,0.1148224048747034
L1CAM,0.02242607308397111,-0.03975552570989684,0.06357259739824557,0.13008403100832763,0.026770062173211026,0.11769794374215994
APOA1,-0.08444038717722918,-0.05404958984094918,-0.02069918539911994,,-0.04773972812002361,0.1116138900398713
PSEN1,0.01043999021844309,-0.10256849437819238,-0.060152436951162416,-0.016513969893631592,-0.04411080033460245,-0.08113026262526449
CALM2,-0.02426407627562479,0.03909434668687639,0.02949285262661475,0.019163301156032674,0.038134924338022624,0.08757583036788245
CLEC2B,0.14370159944336708,-0.055454931282879885,0.014236949502909262,-0.018829058760088207,0.036118720850453374,-0.05774418841092473
NTNG1,0.064201053682331,-0.038704562928709385,-0.004787145386721365,0.047493554657323696,-0.04124517765209884,-0.0725011127640696
LRIG1,0.0903827421188552,-0.06405981633963459,-0.08560059737120443,-0.0028502880887799724,-0.04836086261893338,-0.09927205347755326
CPAMD8,0.02882100475231261,,,0.15594215338524814,0.09699814392123386,-0.035605163894508525
GHRL,0.005256847935928462,0.06287126822526015,-0.01552773842089481,,-0.02287121897958609,
NPY,0.11556861036368317,-0.05074572216775373,0.03245692362011671,0.11991965086171472,0.0035665771747738517,0.035743519046257034
MMP2,0.054634561056013914,-0.018244851724811325,-0.07332369332019356,-0.07804018613637187,0.010004340815661808,0.013744140862322455
PPY,,,-0.018472757554785633,,0.0006355061399803414,
ALKAL2,-0.007716023661996099,-0.04715633150561582,0.009044613054088876,,-0.005304438782242236,0.07624131348100577
CSF1,0.09846093571945762,0.013906946956411951,0.011199254020862595,-0.042685416319416865,-0.05217939647727689,-0.12216734943678183
SEMA4C,-0.03685746339352202,0.10400197316270292,0.04305954256279474,0.023543830149448927,-0.03396424874653883,0.04538569751101364
ICAM2,0.07401477694175253,0.10727644267296821,-0.035832144647774705,0.02055315183344417,0.09810386638170837,-0.02019722532390813
SYTL3,-0.045759605004291486,0.024119071565709742,-0.036680629184226925,-0.04730851559068494,0.05437600503793634,
IL1A,0.1110097895589555,0.05552115873037168,0.061393322589493614,0.1071632909477993,0.037685666125187776,-0.07553738065982453
HLA-G,,-0.04132232315113984,-0.026034889460363142,,,
PGF,0.04186403564764743,0.16467963112275838,0.0019356528432869342,-0.045072148738158097,-0.018589503849028202,0.018334551958533576
LGALS8,0.06782303850342548,0.03533066513881106,-0.03776255776188209,0.1025727006420353,0.060065279694244626,-0.08128161873658873
DKK3,-0.05069384406577701,0.10279406162614958,-0.007702768282654892,0.002372160720083926,0.09332151752169422,0.11375551922089183
COL16A1,-0.016842148267335967,0.0462316634207509,-0.054441936961708695,-0.061375345740984064,-0.023516486952001054,0.028570941390745352
TPH1,,-0.053735625247555534,-0.018536396778486477,,-0.05401893334728934,-0.03754050306141182
TNC,0.06899637930572423,-0.05644276869220143,0.020997578654479248,-0.03242383445586597,-0.019948570829825474,-0.04264827502857424
TNFSF9,,,-0.02218490769382165,-0.030426856831038948,0.015064732611297395,0.04490520683780399
C4A,,-0.0011275619087811064,-0.0145064147434091,-0.000819483398109088,,
CNTN2,-0.0022904563216178623,-0.036130007472676834,-0.026385961411299196,-0.026201518241515044,0.012205597555164344,-0.13375145808154004
F7,,,-0.014355018841393766,,0.03446150073587473,
LUM,0.09432882966870983,0.18767310388126057,-0.012775665355444573,-0.033140089723689196,-0.04970750207249191,
BTC,,,-0.013891628797715659,,-0.03993160838124416,
APOC1,0.03852455956142501,-0.05386009053671873,-0.07315481847293966,-0.16758926629602883,-0.004954626020493534,-0.12218117255062035
PKM,-0.008842787844834764,-0.02524840925309211,0.037986396468956046,-0.016138760307471973,-0.005474958132147217,0.04219694942670084
TNF,-0.03161544714563697,0.057683393220154734,,,-0.02495988609495381,-0.10565840748837466
GNAS,0.07409209319045253,-0.1669447563630892,0.04491612276394553,-0.0537261291474429,0.04777648763686108,0.10273512128564956
BMP8B,0.02441703789437209,-0.01918011387620843,0.062499324681364786,-0.022257422503687608,-0.025571595807231142,-0.03474645427975293
LIPH,,-0.0413223469847472,0.045329320407909615,,-0.03980032740236335,
CCL28,,-0.03758162439600052,,,0.0892406681300555,
PTPN11,0.014171449391461616,-0.04075964144385639,-0.017482372580269426,-0.0917387955594438,-0.028963814680823975,-0.014577685132496162
ADAM12,0.09135367560548759,0.011743127896524376,-0.022566891862251838,0.03735079036158669,0.03024431739363915,
EPO,,,0.013460947914481939,,,
EDN3,,,-0.02050636713705036,,0.016526151625248172,0.1124180371375549
CCL22,,,-0.01205090544841238,-0.04072974927323423,,
CCL2,0.021903060178495488,0.11904356613393399,0.07540790744800431,0.1453608709670735,-0.00688935446174408,-0.09586414064796771
DSCAM,-0.03691552731079763,-0.03113928630193263,0.0003313222190341118,-0.05051875637419021,-0.00984196573368074,0.0566867188206022
ANG,-0.058923314629552456,0.008860330065229627,-0.036138641101791956,-0.03368559667117734,-0.05487159334081818,
FBLN2,-0.04441859030884111,-0.06666489503940316,-0.038054955344400974,-0.05156024799163742,-0.0154900295477345,0.05465214643588275
VTN,-0.022593463087548355,-0.035877589330734004,0.06641354703379414,,0.01341933903718902,
VEGFA,-0.08013773453582877,-0.08791750697029886,0.021802789169155165,-0.056401364702217814,-0.040115438869798375,0.05488442115239759
F10,-0.024507813105639608,,-0.02378624132747491,-0.03214804255852013,-0.03286095601530547,
SERPINA1,-0.04355582490193249,-0.005653964141507303,0.010629926369823798,-0.1118291451488928,-0.0222347294273322,-0.024872905958568284
VWF,0.05835264731404877,0.2111455710000262,-0.027898799903789254,0.12386537542297002,0.045727895105721415,-0.007855650739757886
GDNF,,,-0.01923163788234362,,,0.056517211038518964
VASP,0.017330555613036026,0.06153074056955153,0.007052159384380844,0.01620112968113251,0.008840407692304056,-0.030679154932631215
ADAM15,0.030644292008392016,0.036709096129965285,-0.032901501039949176,0.10399741404006056,-0.04767729024650919,0.01090414819506943
WNT2,,-0.022269419080966024,-0.016490625627849486,,-0.03660611596481362,
CALCB,,,0.030837090305614098,,0.1102185482945683,
OLFM2,0.07901936185726943,0.0286259200692844,-0.00608037572748734,0.053005572356066226,0.030911669377182042,0.09941270400674976
MFAP2,-0.010244813203198694,0.20790657615128205,-0.01674657100174787,,-0.05012037642953394,
HLA-C,-0.06549153587732613,0.11823799569656528,-0.016234775637402485,-0.05091261539190087,0.000494479974452014,-0.044514737762217815
THBS1,0.10806781119554391,0.028503295918185626,0.019453367917403357,0.08534949249352038,5.802515081329366e-06,0.09049569017071402
HSPA4,-0.008109690542176331,-0.02050132347497717,-0.008339928300665706,-0.06901536951399766,0.07189079738683787,0.04002386324129927
LMAN1,0.07052679964254946,0.010026517955796392,0.029064217504656882,-0.01605035849946292,-0.00023535035701455114,-0.005274920023041098
LYPD3,-0.03668301122358541,-0.04575421991628408,-0.02187376028352294,,0.019895789349982748,
APOE,0.1611921152356129,-0.06680830607967296,-0.01158622566747171,-0.1360066740632497,-0.02373232943116246,-0.14097259305280363
SOSTDC1,,,0.008717810732134589,,-0.04987481922749312,0.02126123058073622
ANXA1,-0.03224538813284787,0.13411431531816678,0.030064293618796877,-0.06424204142346256,-0.09260769789914303,-0.008977356062413658
WNT2B,-0.014086584023212273,0.05185696789220485,0.05818455821772147,-0.03164193026239322,-0.04977080149494603,0.11346606317937843
AMH,,,-0.005957331315407716,,-0.04664110515634794,
GDF10,-0.00485872501589568,0.027667832217538067,-0.0174160566271549,-0.03776019984391616,0.013879363730834352,0.040120895160788636
EFNB3,-0.040519978571736406,-0.03729919465857492,0.014266972881469272,0.0011809002351416142,0.08418076672397197,0.004414700982816925
LTB,-0.061381076986461586,-0.02391163727050351,-0.029312369306332763,,-0.008379559110523453,-0.020881268608468208
ANGPT2,0.027517688071027387,0.12236700089998334,0.04623875532372755,0.06709408960943147,0.05743741424396018,-0.030970639722466924
NRTN,,,-0.012229058658659099,,,-0.055664775505965304
ADAM17,0.03387589493851448,0.154349539789807,0.06987681975014544,-0.00744820825041507,-0.014390317524753476,-0.013216553370860848
LRPAP1,-0.09973975158929783,0.08833734630908661,-0.016065626667829947,-0.12837426721736597,-0.030441751180131527,0.13114773423369394
NID1,0.026526090248188416,0.12543517427754142,-0.021339460947551802,-0.03891213653131014,0.021234817893059744,0.06266480238779415
MST1,-0.0598610827510693,0.05441389525922223,0.007398974573720356,0.02462245040973188,-0.048022644629659536,-0.061656928664011346
IL13,,-0.03702116521196431,,,,
DCN,0.042606087553669895,0.1549626718798559,-0.0006217940155702818,0.07740118190056326,0.017238681757011525,0.057626858618280354
IGFL2,,,,,,-0.04626864341975495
COL7A1,-0.03173385893268419,0.16578799777455352,-0.025383069321764252,-0.018811850058992646,-0.04939498305833437,-0.02044222191508192
CALR,0.13926435921956337,0.09700263236024564,-0.024235923293941385,-0.028620276443586768,0.016221093843273943,0.0004559278796223371
