,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.00622134038012689,-0.05267275762020876,-0.02594794011336459,-0.06195810638771776,-0.010216173920329691,-0.002076231813263226,-0.041867257968134244,-0.15749243939016416,-0.02044567390813081,-0.02468684007357225,-0.09090728925079933,0.10073199341581178,-0.031304043128063314,-0.023694877489270776,-0.007735502547747499,-0.02648974197351527,-0.1100312846568784,0.0577861184395117,0.0814978794798666,-0.017990688192086882,0.009213321716379253,0.026631209815887128,0.10247772072903406
POMC,0.001016258265801733,0.04058928824660297,-0.01978367435732248,,-0.010344142039519014,-0.03391911325402785,0.025654847870042206,0.0024609926989655226,0.019631644620035183,0.09916322132991492,0.016842197182991608,-0.04425639560644381,-0.03650854177996271,0.16920382836915307,-0.0963601424232743,0.02728659260285646,-0.01947144346300894,0.045398237316123,0.017796035325376675,0.0370195541933011,-0.04280881771332477,0.05517940056088095,-0.03704964518669802
CCL18,0.0005570020008123991,0.06314884726605992,,,,,,,,,-0.010020031405046727,0.060373136250186504,,,0.06954367220921974,,-0.029419594908017287,0.05031558537980507,-0.00851803821842238,,-0.056812290367580114,,
CCL17,,,,,-0.010796235688712595,,,,-0.03600489716898022,-0.0019731041909623725,,,-0.02613556854652799,,,,,-0.027735939244464904,-0.051901860821889655,0.02728388343253726,,0.0010196823601399277,
VEGFD,0.04204648574221632,-0.04737373303501805,0.03673251873991724,,0.09332915730719044,-0.027827289541260465,,0.12401374334622509,-0.045115653178104585,0.02730640835249311,0.10308936501564178,-0.029901409868041295,0.058494594178446574,,-0.04371974288733517,0.00340151412108251,,,0.008225575386605,-0.0012142904260603424,,,
TNFSF13,,0.015876055571230403,,,-0.03561955880184169,,-0.008498604789271292,,,,,,,,,,,-0.011769528475842221,0.13758019383880138,0.024715865430159262,-0.03858963109230907,-0.0024317295571953472,0.05889215563195526
WNT5A,-0.017101414883946862,0.05039916630204806,0.002551807958224643,0.033066384969202965,0.018533737390481017,0.05280492451405367,0.036792435647326205,0.12536486054703572,0.005381187543043337,-0.01782151899355389,0.012136989108469293,-0.021216575870163634,-0.010517514084336294,-0.007773663637680248,0.12267131505619375,0.04468156512009408,0.07544645157373077,-0.03222711986612298,0.0555196192579866,0.028229558216992773,-0.012471666590474726,0.06913212459470557,-0.08003935460854492
CXCL8,0.03784450838863509,-0.032875642958818965,-0.00552800677361159,0.036930198670724064,0.05123869186052534,-0.054432641765228613,-0.013377399428705325,0.016419764045603732,0.031857832340865824,0.06424630410081683,-0.07045011004282295,-0.014199035996046319,-0.002882353060195249,,-0.0508931356716749,-0.13940637243519574,-0.05179782875170689,-0.039998340049508974,-0.07145154009089291,-0.014147799738346336,-0.08143713248361699,0.03864820589790273,-0.15342138240012754
GRN,0.011981538257970567,0.065845293242523,-0.024136146010893797,-0.009379198690573923,-0.07741211121165383,-0.00890714428703442,0.024585726100283763,0.11044555621189517,0.022753574829130357,-0.013858336709188877,-0.010940217738723855,-0.05914598056868287,0.027947479722332413,-0.02143610123889001,0.018475951006468934,0.013065045820280516,0.008779714260253448,0.028008766640331775,0.022577727278615137,0.009305634997073783,0.001056938564935951,-0.010510118610548055,0.11188138893576181
MIA,0.09211416029506692,0.014811814752709273,-0.026895024499000258,0.11950491298455539,0.03796877002199524,0.02998627591416411,0.07272185566757337,0.07224247661074074,0.03749563932079562,-0.0072886699335161405,,0.05001433297125027,-0.03836138718887494,0.028548351912866886,0.031203316878073647,0.006689918170906305,0.03464749868443442,0.06711016861923363,0.00019073586137382373,-0.025444085288012647,0.010355044255134923,0.0765330463997537,-0.041156049486995167
COL4A4,-0.030565137270068866,0.012075620484743683,-0.013498707112741756,0.067266860017533,0.015337721001972676,0.010761852342422525,-0.007610485228126563,0.025809503900935782,0.007664322784119457,-0.018912079587792747,,,0.1000145189557835,,,-0.023572487018033945,0.002835298556622266,-0.023489929577230083,0.046100571196142116,-0.0023558540815784715,0.029304773295678304,0.016092703385398442,-0.023651998103839614
TAC1,-0.039565150723495424,0.00674281560771679,-0.007152330848983968,0.02718851314878013,0.07099959000521576,0.049154232799374524,-0.034722126769526754,-0.12209988262902371,-0.022146966869318597,0.037717966600556714,0.1038422509085572,,-0.021423554181176887,,,,,,,,0.010074753795915936,-0.01655632911803479,0.12923887132123485
RARRES2,-0.104800423436243,-0.0059057233689930825,0.059941695224884836,0.009558256626501569,0.07233513167456947,-0.0013761618303176654,0.035008485017436794,0.16295529067120756,0.004486106779908734,-0.02989851456403012,0.023145762666197705,-0.1282838282951992,0.017935452718143473,0.041656976042719,0.09424158123023905,-0.08457815173247936,0.07392927916755816,0.02466159006456201,-0.07734259450375444,-0.018540021900539952,-0.011496601831686288,0.037086129206795306,-0.11278757590165311
FGF7,0.011845798900207765,,0.006722913344880042,0.0899342446077385,-0.0007039250604156024,-0.03769960323288246,-0.004005239195191869,0.03037415259401278,-0.01089376162777138,-0.012163143391531826,0.10332208390301872,0.012382694364669766,0.06267500986545425,-0.04489684522601453,-0.03099119284113803,-0.010455345164675906,0.047836510595278284,0.04209860151745994,0.004951265003111041,0.02410209847892621,0.003986411634224647,0.050225293116069096,0.04590329543196121
EFNA2,,,,,,,,,,,,,,,,,,,-0.020819037188839755,,,,
HBEGF,0.07569197399112434,0.07795645007799555,0.004326138730805116,0.016683490889531406,-0.009598348182871749,-0.0037588473472704646,0.08726926815806661,0.0715426227605911,0.04903055159326669,0.06293505652476529,-0.08744539372237206,0.10487533062482009,-0.0118616367454092,-0.004282731747775521,0.008520768824668642,-0.0545154278178114,0.014221564420804265,-0.04159465340523065,0.03921106742263421,-0.007072103220995381,0.0702628422719476,-0.03659629950889334,-0.05346189052020862
CSF3,-0.038564345295337,,,-0.03272422708143944,0.054585801380881996,-0.035903836628972605,,-0.041603413585698926,,,,-0.04492167263521898,,,,,,-0.03060611309559791,-0.055077969273557556,,-0.032192344969783855,-0.03073512216747993,-0.05553858009312605
PI3,0.135461660996182,-0.05276858717058593,,-0.0027276088389852245,-0.009590854807352642,-0.05724040581351672,,0.020927895520386142,,,,,,,0.061005997520277244,,,-0.017218167513948657,-0.09186223204585575,0.1294552585807126,-0.04587474883882134,-0.013295818611283925,-0.053767610941530763
PCSK1N,-0.05092465828703561,-0.046685555748072205,0.006655834948139846,-0.02520105882713087,-0.03394436903853784,-0.018746319233996528,-0.013048344629713673,-0.05300236842544986,0.005890497981870909,-0.05979184349620884,0.12591011435107582,0.02848679280703673,-0.045278985189029584,0.015016129462138232,0.07709725245620346,0.07357924007325775,0.11500782689046758,-0.0267976311014917,0.02334032322705672,-0.010590126073625618,0.09059707969762668,0.07440713138187616,0.1356294416425346
NTS,,,,,,0.024400056614831845,-0.02878449673905813,0.04352582663660963,0.08373578664942181,0.0035241390229117956,-0.03308689038228268,,,,,,,-0.06470505905246682,-0.041631943786686235,,0.08759527973315429,0.08279553502183906,
SFRP1,0.08256783875260972,-0.001136696368749108,0.000801553662767627,,-0.0018079233379072388,0.013757157983084004,-0.04511307644443841,0.008011875254954332,0.006424327783201038,0.008335098899193653,-0.07874722546182834,0.05615955722183108,-0.021573513324084866,-0.012608931661743625,0.011148978427706655,-0.0649936325291625,0.02680908803616369,0.03157854040393015,0.061552550854478964,0.018251849275874418,-0.035402756033680954,0.08789092491444234,-0.013724024598166448
CXCL13,,,0.004798138033814058,-0.02376166088304727,,-0.019392890707750594,,,,,,0.02988639292763703,,,,,,0.05401568058146219,-0.05679356713504263,,0.09938572652762995,,0.017164544920185956
MICA,0.01735046109312123,0.01774193721860039,-0.02759269482043725,0.0007469782114762855,0.06804352954591364,0.029303587511082422,-0.01775219017424385,0.13269596810929973,-0.014440163663803629,-0.014147926042718644,0.0616556286101093,-0.011695198993456769,-0.013472438950457752,0.0020449199874686638,0.0324108275055491,-0.05484013925428369,0.0322229061000335,0.06513471949106682,0.04483583029237062,-0.022378443194644847,-0.006726672247029753,0.06677356859461554,0.06058032242999344
TG,-0.011576369917250149,0.016602462398977853,0.017913470499816102,,-0.016453220936399036,0.08652822250138838,-0.00995028075287088,-0.05021159802475662,-0.04820184781463837,-0.01813183142716554,,0.07647764919227534,0.012328566367634493,0.042427027008201654,0.009889891488724928,0.045624082628481846,0.030122570061161376,0.014846304975820063,0.02305954787499181,,-0.010942360668330747,-0.022588572856549704,0.012562944494082027
ADA,-0.0546956329589224,0.023950156219152096,0.038539258545996595,0.00680194851852325,-0.042341292687063894,-0.0003642049013974755,0.028796703190331542,0.12254030024693269,0.04506496487875308,-0.029447552400570738,-0.0558683876930025,-0.014278791908607296,0.024897327143772442,0.04193112117661865,0.02385297966515623,0.004328296532088528,0.06797256047938921,-0.05502538628720529,0.03256046545294573,0.029430759481614926,-0.01749724769873785,0.09544358153958757,0.11510851122655291
LAMC3,-0.0007224284016456769,0.0994568835837701,0.027756966649754886,-0.034915224469764514,-0.05248178723203708,0.01862764338057606,0.061997773595405384,0.09277653323716731,0.007867939671961602,0.03694898440641191,-0.01995572129059916,0.02486141229680064,-0.039314170949266446,-0.04329030826345774,-0.07128581822668509,0.0028939806733510984,0.028105444850595802,0.013502232065000954,0.12164955221692056,-0.016977438378327585,0.08924628024160434,0.040345197947798395,0.11039104227470334
CCL7,,0.06832542460985194,,,-0.03515496412083882,-0.04171122378677631,,,,,,,,,,,,0.0013019738766336286,,,,-0.03220742873197125,-0.09757332373098211
NGF,-0.03461914096553947,0.058550879192264045,,,-0.020858505404364958,-0.044522390032878514,-0.031705463423601934,,,,0.15481869152377337,0.03195063818745089,,,,0.022373158491512633,0.024164562644312194,0.04344163956739322,0.039245795765721715,,0.059272892046543305,0.06681315997640788,-0.004147968538376589
TNFSF15,0.01625576558939895,,,,0.014718313232909125,-0.01897460256923209,-0.028336123840318667,,,,,0.0119081512482035,,-0.0003271526397525907,,-0.044595140808332046,0.15410429592533545,-0.030067543319761476,,,-0.030593943749538596,0.04042628666262853,0.004504709654339138
HMGB1,-0.10932271383194704,-0.032174995802575684,0.022254800054737164,-0.003567715789225872,-0.007856283019124109,-0.03324685459866144,0.0537234799966334,0.14530622036203125,-0.0972538683244683,-0.013168330372297107,-0.030684592005683114,0.04122467552203575,-0.015813635630385146,0.029915401717832427,-0.07229770415736035,-0.1710122370557764,-0.07940371549012946,-0.01781945589006278,0.011743512752253622,0.07021390134935354,0.04795013585646219,-0.08896216520883479,0.10229546099017017
ITGB3BP,0.007442814320772764,0.020723391517642048,0.04666837394106319,0.024585039252413916,0.04770536664158988,0.028846548450421918,0.07064041380210648,0.09476303830624061,0.02859221101044133,0.005469616820037525,-0.04446979187186295,0.021524529194796388,0.024006166123244153,0.06594330336763189,0.01270468496881986,0.05474435210540463,0.0286854230480243,0.03300631936395703,0.0013148472837697619,0.019775857754406413,0.0516001070703879,-0.0013808707087879725,-0.022989763186113645
AANAT,0.07839616845814605,-0.004619898372987602,,,0.013520004565703441,0.027209091386444468,,-0.03752740492257413,0.002990656041865586,-0.02090085252293662,0.1056287557120491,,-0.016302206228556364,,0.06159894210735282,,0.059160853775231344,0.1148130711326188,0.01246383594082389,0.05129903440545614,,0.017501645825843633,0.05321698047255451
RELN,0.031521202307225826,-0.024414062671261165,-0.013117798763953494,-0.03685247971272466,-0.045752711130827954,0.026216150547204234,-0.04231349596652062,-0.018978294173188942,0.029421183705132938,-0.009558606335790799,0.06553201964803837,,0.048421908606913935,,,-0.0749695756299824,,,,0.03098110763193554,-0.02696793438692537,,0.023497331643698677
IL15,0.018480562509963633,0.06693538110217051,-0.00037754385504864987,,0.02409032424073859,0.009124705623843286,-0.012614107464682039,0.03999138101540055,0.048700579777164264,0.02877826806037639,-0.054892174498100306,-0.03737781839572992,-0.02117558433723688,0.05966063695658075,-0.0182879963317607,0.010015328405584853,0.0926281434181121,0.02305551588602596,0.007553969188213678,-0.01997735348009039,0.002144259860926304,0.05422498431892815,-0.06920451667977483
UTS2,,,,,,,,0.07345977249618034,,,,,,0.09835168205606976,0.0581136612914659,,,0.0274638622059519,,,,,
BSG,-0.0538255192775736,-0.00028280540591426283,0.005663680699073156,-0.003022153775294571,0.030836780427927948,-0.012315454561028087,0.048726722304740115,0.004861566092394363,0.0054706240595331305,0.042598965859268645,0.09115116443437565,-0.1355468536517744,0.004859812704162705,0.04758433478414511,0.07192855218645433,0.04165680055716157,0.10843567519762433,0.09929253462144677,-0.008689079369131972,-0.005631955794068634,-0.011442529629555937,0.03655858135883329,0.07155606185077039
ADAMTS3,-0.06954361361508138,0.03597131695128835,0.016029957696737745,,-0.015076081676098578,0.031096830933704397,0.00902658502985591,0.15211442198815925,-0.051603699695333426,0.059534812560795874,0.09757096552397963,-0.02165560901757094,0.0054234306301341705,0.051528607903944076,0.031145745546164463,,0.11476097485862934,0.03539286410421598,0.05475280723075293,-0.02208776750693572,0.06252590416606356,0.10384075701185488,-0.05867439057468688
CD34,-0.006955062165143635,0.06345197649785243,0.008524360653363816,-0.010804025048592137,-0.01261977174328648,-0.015045421352281303,-0.015239745990273395,0.1130855694538454,0.02009236502469101,0.02808312497457705,-0.030654196819849502,-0.046252598173546385,-0.07003478155621957,0.01157431062171312,-0.02889307927850046,0.01394964442293397,0.07731400735183246,0.03768209439128025,0.0027820951445105073,0.007106204746069994,0.04358466918458132,0.01080403212884963,-0.023759502427269766
CCL23,,,,,,,,-0.013654171943439713,,,,,,0.08290916649832265,,,,,,,,,
PLAT,-0.06106508119336904,0.07073528189246155,0.02991628237861129,-0.06365832827454307,-0.03269191025234684,-0.07534460471136593,0.0688142202480401,0.1494575723542193,0.04362879360660184,0.08263189161740991,0.048849993610099555,-0.013300087433619006,-0.03595998232679736,0.07221777905780272,-0.006870299645307607,0.05455485714347024,0.09859587088226097,-0.006449837056851079,0.040521710374849446,0.004486531790355792,0.07798395059091584,0.020639305408476572,0.12428400627594696
NTF3,,,,,,,,,,-0.024753087735678057,,0.14992440040137126,,,,,,0.07597308218074643,0.0850957031066555,,-0.01184796593737706,,
LTA,,,0.0840414300900838,,0.028823786897878623,,,,-0.0043542917258295845,,,,0.11724435315432262,,,,,,,,,0.08401940761942463,
CKLF,-0.048836093903770604,-0.03810452410235096,-0.001665976737705774,0.04361049679423901,-0.02647603537738175,0.009004534601164446,0.06603919303389505,0.17036222823587321,0.040935797694285285,-0.005035352878244749,-0.037151810614160376,0.05323059770170619,0.010395590500558608,0.08791070888089865,-0.014181248848155987,-0.025082134994617197,0.04055539781489321,0.03990489841030589,0.06350663180979885,0.014550665899402513,0.052862355315797964,0.06332028055761006,0.0012057821171559747
APELA,,,,,,,,,,,,-0.02939925135413539,,,,,,,,,,,
CD24,0.10120385652221671,0.002264707047240158,0.04523396711130739,-0.006107109478104076,-0.020598723169017882,0.011338077993075285,0.028973823167438975,-0.07810772650570852,0.013593737880979773,0.027712563321540797,0.07860289113523183,0.13787291568001842,0.02936424426602456,0.12770629594691063,0.0546646291976781,0.1006442628722334,-0.016086077986171347,0.0020411832592272024,-0.002894806202368436,-0.04522175204662567,0.06044932831944399,-0.0018391594126082782,0.09428461759973793
HSP90AA1,0.045792157718014995,-0.02856825336569807,0.019685223111233448,-0.08507545166880437,0.05682252072776612,-0.08100930350819109,-0.07770792036320284,-0.16465952912874807,0.08217052347725684,-0.02264969759505957,0.11166124760751707,0.09941310147257047,0.0024851832956736754,-0.02304784796211276,-0.06109616835722523,-0.04465214647366932,-0.07245925364292127,-0.08957988305922562,-0.07631854482982538,0.020851784471880574,0.04540822037940375,-0.13116026710530435,0.054911346081090724
BMP4,0.02208115280985115,0.030401784746420583,-0.022382319665680918,0.023930269135636766,-0.011144909918049381,0.013023406201303302,0.12338983995260375,-0.0210999822501838,-0.025036047467183915,0.021706418388338915,-0.049615643606930666,0.009974734190531102,-0.014879274351333658,0.06761190953038017,-0.06719896749524543,0.09757836347691473,0.0374872454816814,-0.024015066200247213,0.05194376171374528,0.0017695942764754844,-0.009946236532716259,0.09285125907849227,0.0006493921131062543
SCGB3A1,,0.07127287634896766,,-0.03497896263822095,,-0.033138871306572545,0.019695851786329766,,,-0.017630073527845142,-0.004697199334288329,-0.007659474250688505,-0.007278635570644155,-0.03265102373325947,-0.03590830340828112,-0.07274080296730134,,-0.011056714545812215,0.02737687209658361,,-0.0442224474495931,-0.008787403524288025,0.023323809236529727
IGFBP4,-0.02342378688640464,0.10501858124958992,0.046081770472974605,0.05740527543466264,-0.028227995572311267,0.01010652426947723,0.07790669452166035,0.1331739565804765,-0.004572272025546501,0.0029035438358017336,0.04077331748087619,-0.01935569966349646,0.022378818890326894,-0.046231212764951804,0.019541460982277586,0.018601892088276277,0.018968107922571552,-0.013651270321240637,0.032547443695871765,0.008154906081857727,0.044467196954478476,0.021576579260999363,0.11218155923389227
RSPO4,0.08010025307401876,,0.005379763557459171,,0.013386727135743333,-0.018619687200445458,,,0.02494838428697701,-0.017630070949048067,,,0.05561213018457854,,,0.03834991315870337,,,,,-0.04278742320816145,-0.0020425500116176666,-0.048940422500406505
LEFTY2,0.012334199979004045,0.08926308135421684,-0.0055890356656786155,0.033094487107916,0.04123056980059483,0.028018372478770565,-0.021872390743270912,0.15793046173583375,0.02779805907773458,-0.019331588416136455,-0.015991826304060895,-0.03234564947224659,0.004775466431395109,-0.05851134972921155,0.051854885553397935,,-0.03915754851352247,0.05568361163583211,0.05012061767218354,0.04062856040459499,-0.02986535958722003,0.027679837272894157,0.06830749546175009
PF4,,-0.02212525018282295,-0.019206260321002516,,-0.010885659301019873,,,,,,,,,,,,,,-0.03132088826691433,,,-0.01543910933809563,-0.008947612533890217
ANGPTL2,0.034361598537350685,0.005109630560612827,0.012522782758737326,-0.006808389782967746,0.007317736595280692,-0.019673554098596214,0.10803449322501454,0.09451493030094046,0.035563085888810554,0.02660843155659108,-0.06909487324025088,0.03536521315267409,-0.008198938579109114,-0.04136444678318657,0.08588821203205398,-0.0598967209546026,-0.030159627019134126,0.05211625194858023,0.09783080083381479,-0.0244239613158271,0.02739327300523911,0.0232371421128384,0.060096913714476924
LRIG2,0.0511437329680794,-0.008045160938733942,0.03209604461036597,-0.008302541811584277,0.0268951257861875,0.02349141189042507,0.07008529782304498,0.09011525603732508,0.08627241611652071,-0.05941188266239107,-0.007731944599347469,0.0690957872321416,-0.026940756426052925,0.060420693764386774,-0.018214333217080755,0.008440615116814409,0.0536231128054622,-0.0005763067505185237,0.010598535753481684,-0.017877935351033783,-0.0055555249823124615,0.025602346640275265,0.01982012276598138
ICOSLG,0.0016928063118845323,0.11580095843424637,-0.02394893165262373,-0.06266772108433225,0.024457824038546173,-0.04044866192396684,-0.036285375229244514,0.08325876254575593,0.05446631550570806,-0.024709636021022587,0.003160097863523139,0.10340666618348388,-0.014711323216808653,0.03610528645256514,0.037059361436966136,0.12198044582736942,0.09041985699157697,0.06146175459776313,0.05583590669530492,-0.04280223854755683,-0.08309760623501813,0.04635624591947373,0.04371270668118903
WIF1,-0.025532750496200136,-0.04856866655825177,,0.03770988511834435,,-0.025452154052750142,-0.06661523590757404,-0.11873925799632763,0.04971191927695822,0.020734143416675697,0.05792420348359023,,0.026790350288005166,,,,,,,,-0.03977505434335411,,0.02583160485739122
NPPC,0.027652550453090226,0.011338704284111819,,-0.04388400406051396,0.0303461082269977,-0.024775635523506107,0.010584062197624014,-0.014043158993799489,0.1098572106286286,-0.024501484166379848,0.013640004523424478,,-0.009212310301373294,-0.02337635502488255,-0.029802691526849334,0.009142115810960525,-0.0366902952957935,0.03941879691184144,-0.02441362555127065,0.061190677496998226,0.013088575014814136,,0.15497814623519268
LYZ,0.02156967040268501,0.06690819009255296,0.057363671461798965,0.08581154698551109,-0.05634871713118004,-0.016931267709948274,0.04432709803006266,0.07698211443247732,-0.015303399948488923,-0.049980603735917416,-0.08203909235025275,0.05885032804439801,-0.026172902800264967,-0.01606461872332973,-0.030147210326198434,0.03422178016580706,-0.020516647757062537,0.03911935321249175,0.04716641468836897,0.028599783528380014,0.02695668304743675,0.0478959836612134,-0.0007565408321213503
EREG,,,,-0.03242479504372251,,-0.046633573333819935,,,,,-0.03403676335563425,0.08933948892609907,,,,,,-0.02500035128403404,-0.03513519363834602,,-0.02321686505727133,0.009970772250993642,-0.018285596141811678
SPTAN1,-0.027895002488734787,-0.04437686417546096,0.043158194670884005,0.017170966422046786,-0.018475788454757166,0.010256464293091933,-0.043269596460976834,-0.03191526811160362,-0.00729466976316382,0.030595382497511137,0.13979770342027897,0.010332127664793984,0.06047736557680489,0.007935737029083682,0.0716278994621597,0.06630796006630454,0.10662567151208825,0.03258005406772934,0.05319635397459841,0.040629439358085814,-0.015653448110262497,0.02128879680701738,0.15502621309265321
PTH2,,,,,,,,,,,,,,,,,,,,,0.013613270003273512,,
LIPC,0.016196283762257308,0.029294019688684784,-0.0289064482534988,,0.006855716730058563,0.0017031581684565783,0.003671979986926006,0.061461032947299654,-0.014526590681856895,,-0.02403431253131161,0.16358951309767697,-0.004832077018333476,-0.02478823160385644,0.14522851473005693,-0.029647254414755565,0.002673619893882511,,,0.04911881266485116,,0.07173788709495281,-0.04241452134366617
COL8A1,-0.03303490646294302,0.10258179401954275,-0.0300032748631301,-0.04085679474195784,-3.161290648835361e-07,0.013379203408365,0.06577286618405741,0.053008369660203905,0.00798253415703799,0.02394523636463724,-0.07424816335684091,-0.08997152754861829,0.0034804775736160813,0.021121981422980735,0.041173395395844734,0.09124106192730531,0.021145687454530406,0.03823829806686869,0.031001196318128667,0.05185252594868908,-0.009066877174261032,0.02322499957384256,-0.006240888394091656
GSTM2,-0.005179513723600991,-0.01327155089863009,-0.009914798478190835,-0.01678958887444517,0.01807499422538905,0.08820625462141495,-0.02316461970820034,0.06958767325109314,0.017518242327968555,-0.019270317254532796,-0.02088312082033899,-0.05178173493426668,0.01186367770838589,-0.048670091310678766,-0.048554169361339196,0.052166294317173414,0.06418587985345905,-0.06610435297608859,0.06840544713634783,-0.023895455267552813,-0.019604840751955087,0.04861989767010894,-0.008175660024223425
IL4,,,,,,,,,,,,,,,-0.042006083120219834,,,,,,,,
SPX,-0.11258382437186738,0.013472310683984225,0.020642616560952946,,0.016262441325123084,-0.021171101840138557,0.003915249113031148,-0.08726242858476674,-0.05311045890858914,0.053640501858506835,-0.009706127512842468,,0.018057761908955024,-0.030989842809364655,,,0.010219725298802792,0.15154180535232634,-0.01800668366070406,0.006449773292001641,-0.016883013741225455,0.10391802275817959,0.04996905516491802
MFGE8,0.0034464864968553827,0.06632525393960041,-0.0009954662693182656,-0.0627448781233109,-0.03891224724514661,0.01237136063007832,0.06675223748260076,0.10130438709885113,0.039563587070679945,-0.009625388413165844,0.10289347706787492,-0.07927149078495846,0.015449266985581585,0.013320518388943988,0.04865136360973389,0.016391143710579512,0.10796194087268086,-0.06730176005642856,0.03308175202773805,0.0019888648076235266,0.023095490462826673,0.025944505285256162,-0.0225436755802594
TGFA,0.06681487145877739,0.003928011826154714,0.033146372928719726,-0.015536677555556239,0.018245663891017998,0.03897663481002823,0.05353654784064519,0.06239686604245813,-0.004626280166471059,-0.006749329294934567,-0.01745287755516001,0.0049571721460549166,0.011119487890907533,-0.010209226630122114,-0.058570195404274675,-0.060623313313622605,0.015471230870037801,0.061758010640468375,0.03385149607736282,0.054197157882469066,0.09691886934179966,0.15312515338819604,0.05430778983983966
