,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.021425487663511437,0.02277405253448726,,0.03984113329416081,0.04655150390437341,,0.04698555029062813,0.04506903515093595,,,,,,-0.026667654467449904,-0.0341766607049218,0.00898550098743086,-0.004149574679429972,-0.026334207260937006,0.017172659717802623,,-0.02239864561980503,,
PDAP1,-0.040719386685052296,0.00038150326880697906,-0.022829617346954264,0.01171653227018214,0.020394924924322082,0.0008301170602307932,0.01579867064719295,0.041211210405929746,-0.033956296246418535,0.008645631163932641,0.005997123544647819,0.012876630587490107,0.02039655165459269,-0.028591766373537914,-0.001100955788326424,0.03734980437864289,-0.008414651517671332,-0.023786794376578345,0.007216944251975036,0.08951295498127623,0.03070552004987602,-0.03330783119645363,0.014294562920162941,0.04166297583480248
QDPR,0.024192719308012516,-0.03541185664619137,-0.03122065543014909,0.031645218589448194,-0.030625663650022932,0.03852106261868449,-0.006856966847271958,-0.10287340923326528,-0.031532446233846885,0.0357149137519102,-0.09774805329854418,0.046333246610488606,-0.03596905612093847,-0.027284595011132114,0.024108307519884572,-0.10094898045845566,0.0098946936958329,0.03226348463589617,-0.003696539013161479,-0.006529691096026149,0.09958952951271381,0.04262769798629296,-0.051290422981169474,0.020138459100472378
POMC,-0.010668677848043137,0.0784907809605928,0.0545037745204214,,0.02449656263373518,0.010375177050315763,-0.024501544039247578,0.014288924604938299,0.0029598382247312447,0.023725960074046076,0.056654971300430415,-0.02294996288794015,-1.5388069965672666e-05,0.029315622937372453,0.005014908319298434,0.014560331585258934,0.038258321594407875,0.027973444976956353,0.006440114250356396,0.13561550300096156,,-0.0038893109877416038,-0.06628676027870636,-0.04219274417511755
CCL18,0.03503975083488119,-0.004806465423069933,,,,,,,,,-0.05360839820904248,0.03313524166848922,,,,-0.02423181435799421,0.08011853388014925,0.07205145220851734,,-0.04156628564306902,,,,
CCL17,,,,,-0.028384721228993923,,,,-0.033809975816183335,-0.0023435304740380253,,,-0.028138551845477006,,,,0.073373946700257,0.016309323611521324,-0.023430338180677263,,,0.04298177371644447,,
VEGFD,0.02864533379690517,-0.012192575985063276,0.015225913792166916,,0.0683543185685687,0.0010851574295253775,,0.011331719974195256,-0.036021669545044294,-0.004584003383388952,-0.023483930139997746,-0.02300497850787546,-0.030156957557639967,,0.0007117241167822292,,,0.09861488145949902,0.01790838050979078,,,,,
TNFSF13,,0.06159366899871684,,,-0.00815632351670441,,-0.022645049704395494,,,,,,,,,,-0.02430172619784404,-0.010142213165061968,-0.025126007614566237,0.03710039501808025,,0.06821964403595344,0.05871779688039835,
WNT5A,0.022338772953818007,0.04875802524909862,0.045470726921835854,-0.02142761919464329,-0.006674578489924972,-0.02843382195225971,-0.021256733680925306,-0.026901924413040228,-0.022674972359714236,0.041097018259431586,-0.034225490586272916,-0.019157572046308722,0.018196061802865388,0.023410465844286674,-0.07702358150862819,0.08060389227321205,0.007386422694692493,0.06719965851845275,0.02017633388906126,0.039224632826408035,0.01430604066510734,0.004117957497713168,-0.01683994221230158,-0.004852233886204559
CXCL8,-0.054975740186211014,0.02972667056927741,-0.010371165176572602,-0.0002797782273289409,0.071139333098539,0.019968948093836165,0.003142297397375809,0.00031352142995783267,0.03039893407331361,0.010207218198778222,-0.053512024461011345,-0.019436130096509057,0.0003825962620958503,,-0.024330390287360403,0.06112512225120583,0.044702565650817504,0.04237489368730975,0.04294404499128532,-0.012025118337826745,-0.010040538256838158,0.05185661125810415,-0.02763706720248375,-0.036070487738664204
GRN,0.034215890678545316,-0.024731727832509768,0.03209219630377067,-0.02933882236329734,-0.02049960340530871,0.003594964346644099,-0.030623921110057625,0.03164335763948758,0.008468754302417296,0.061819580228052735,-0.1077034321911756,-0.03281876393423772,-0.004616664902973923,0.10431711141800985,0.032920744998045225,-0.05616099202184127,0.049481112814179,0.0038203474061137784,-0.003950432012275861,-0.004437364000479294,0.09204091592383652,-0.02990611850718255,-0.040446382164104865,-0.06050193765102501
MIA,0.05369397767209027,-0.03742556723012377,-0.035322627329183245,-0.010626175744500107,0.040991399356257015,0.024289747626329117,-0.04094661721729275,0.08104486503478853,0.05723355653072698,0.027328765442563695,,-0.03119888376822603,0.08051466786742792,0.12200923277671243,0.0641961225551131,0.012542663795748955,0.11574661758554448,0.04942167996876287,0.026086782714467634,0.01294278094513787,,0.06839223386266857,0.02102110510507103,
COL4A4,0.03583722434185337,0.009018711873983091,-0.007269414877051889,-0.03326237720882617,-0.044395571872896646,-0.004168495957796367,-0.02154576432601929,-0.0253760920512725,-0.027099205728756248,-0.04455272248766533,,,0.07059851352740837,,-0.050279925320880665,0.18104560663411642,0.022500900385890334,0.08688318401073537,0.06360515414689982,0.060424407693341176,,-0.02158258243903098,0.009261056471180315,
TAC1,0.023081399034667483,0.02245837968406932,-0.011861964334826032,-0.02956532553566967,0.025222636088084907,0.007322766636314709,0.04758329937450488,0.03153034955283261,-0.06267409488702132,-0.039577639074515926,0.11181410228428974,,-0.023089183832491176,,,,,,,-0.031142542720232702,0.008483404321164694,0.0639602359502875,0.006255161027156646,-0.02377901098372499
RARRES2,-0.008043745831022865,-0.028923106378732275,-0.01086896627455973,-0.032181326429276645,-0.008409954158695623,-0.015354280020781633,-0.014107416986627047,0.03740041460509899,-0.05444924726490225,0.02054157508604413,-0.012378626957021268,-0.07832737910487246,0.051826827061018224,-0.035767452402770114,0.024819098204760595,0.11139978389534293,0.038940912415871755,0.06185217908275797,-0.003877078829757588,0.03279518327554094,0.03241554793110202,0.07106988893713212,0.049240350396200144,-0.08281309853654299
FGF7,-0.010414230153273871,,0.016107993192965235,0.012339573514776004,-0.028922907100667295,-0.011733140179181025,-0.06175378391350623,0.07298306868477265,0.016825448278025252,0.054338598184378285,-0.012156453415348111,0.07698472941190833,0.059376800179847415,-0.015400592028975256,0.04172791251917645,0.00010002226054851785,0.042500794844425344,0.04975609927581025,0.03438336354135731,0.02786572226088401,-0.009783276938957813,0.10032363321984722,-0.029852762488638718,-0.04970419286345724
EFNA2,,,,,,,,,,,,,,,,,,-0.019833992894863307,,,,,,
HBEGF,0.05005994843816014,0.010096606684999919,-0.03820530546872676,0.07656709303807611,0.05598023160295545,-0.0025649455885149524,-0.022859771990602563,0.044710145807018584,0.01908080161794838,0.00970586534679194,-0.024115050436560818,0.07134278970578822,0.022558852390721137,0.09813517480362634,0.10059798363523459,-0.026281326729461426,0.011380442648123375,-0.0004507995366390859,-0.0022709729676633813,0.04125029237437058,0.08324308253587374,-0.0013413239722622787,0.08545637754392271,0.038817936755829396
CSF3,-0.030564251121764374,,,-0.03757347271492215,0.09827449904922787,0.0285697820882582,,0.03544723147263261,,,,-0.034560982845680266,,,,,0.08825408997782141,0.08825749858025081,,-0.06318719563206214,-0.02934250823716836,0.013231242689483745,0.0418671782147052,
PI3,-0.019412885223877793,0.03642938153424135,,0.006103424332194969,0.10815486255019194,0.03252219632426844,,-0.017024666314350255,,,,,,,,,0.029563164025194814,0.08551452532609706,0.1318672061877503,-0.05663768261225591,,-0.02679607328583067,0.00743261928981256,
PCSK1N,0.028249125118793655,-0.019214598705316374,0.06202483707576463,0.03340720735913338,-0.08756754481415288,-0.0008902069089850626,0.04357593883666894,-0.0012055342491864673,0.030395764832297674,-0.07675236980401447,0.10329109353297257,0.027190064672825125,-0.02704126316124036,0.015138613135223416,-0.008211260487696633,0.05270518205975048,0.02947177047247701,-0.05608045488093922,0.05735260027700666,0.06637813367417403,0.0028208202426831595,0.03152423142469652,-0.050039537656694486,0.051429710117860516
NTS,,,,,,0.005649404832993672,0.016824402526380993,0.012930554742597003,0.03072403704153584,0.0874978529027949,-0.021143080800704157,,,,,,-0.014278911793978196,-0.02232011901252812,,0.07856552261407132,,0.032321506331451234,,
SFRP1,0.08619371940720177,-0.029409912627781476,0.016541441097396685,,-0.020989027238497413,0.09824612396233252,-0.04680386003471524,0.03331511769491972,0.004867639477069014,-0.009362070056844108,-0.06382017945545147,0.034319091728987165,0.04902625305241411,-0.029888753588390025,-0.04371313098626167,-0.0006969648345217296,0.07804170573764839,0.04240236997008391,-0.04991665408037384,0.01974805057270662,0.0069679102251939025,-0.023816512745429064,-0.002970866286831296,0.056600694430809416
CXCL13,,,0.009557762580614537,-0.027282786989239343,,0.05265406084846732,,,,,,0.10035903619493619,,,,,0.1270522904783887,0.0303713209411724,,0.03480196875839727,,,0.02187759657488027,
MICA,-0.015776068993860682,0.0389030930187982,0.0002488336141770647,0.1167403410937646,0.034205055782075534,-0.008447246240590654,-0.01574439586390042,0.04786084754017112,0.006847859257156989,0.04767101191576613,0.024429456153454644,-0.024873626522042412,0.06742747103206431,0.10304558714888244,0.051887319396041506,0.013568481580062679,0.0316449655502915,0.06826077048917854,0.007410988465423703,0.03195263764997381,0.021117214572184385,0.03177201545724413,0.03477494675161885,-0.014738185341718061
TG,0.08162383776533491,-0.01416154422199396,-0.011304731417963317,,-0.011685272151087969,0.004638449162194861,-0.03035999891357053,0.06671630376247098,-0.03406227114721012,-0.023147880037453154,,-0.008519546871056828,0.05683625006177198,-0.035547984060116035,0.04075443146457776,-0.03945505912106434,0.06616019446106448,-0.029917581540312165,,-0.01917001102420578,,-0.009504449434335994,-0.01805519586359039,
ADA,0.0663976263719774,0.022778695862627422,-0.02947840793506648,-0.028488654383935906,-0.007939808761316187,0.04749680328162435,-0.0020044577524681506,0.0038303480178322647,-0.009773257140019701,-0.013810563445305667,-0.034042183439362356,-0.006728561653661116,0.04674585106129008,0.029900337033348726,0.03155257471219408,0.06784878525779758,0.1101281269672137,0.043611160236014024,0.02391750192882426,-0.017143376624128955,0.1552198719162579,-0.00011481841331524323,-0.027200523259310938,-0.01570824242631197
LAMC3,0.033768872586308674,-0.010612456467846839,0.019311943452336305,-0.054107452827199365,-0.029728934602479235,0.014017016860957226,0.09728649593118546,0.07120766132306214,-0.004009602814907341,0.010075058645712525,-0.026508864559518286,0.04192863141566108,-0.01451088150785901,0.0656248461700607,0.05704250424276537,0.007102462775195606,0.04469652590742297,0.02281814391240578,0.09210118861894394,0.08125499728337653,-0.0032026510491270587,-0.0024351905964285522,-0.011262627036919739,0.10996122043921232
CCL7,,0.02765780559663096,,,-0.0197154349186252,0.04955319082500096,,,,,,,,,,,0.03715494714410507,,,,,0.014603515156631828,-0.014794993031129066,
NGF,-0.016313862326738676,-0.04400384889956329,,,0.07763011083682096,0.08220910336639628,0.02471954221823936,,,,0.10654300183399835,0.02354123398962626,,,0.08238803069148797,-0.0360100060154327,0.02865153884714471,-0.031214361230533505,,0.022872882270508446,,0.022430260718000423,0.0011544527748495927,
TNFSF15,-0.056060423825554935,,,,0.01148543514298403,0.014669553603499162,-0.0025172789576283494,,,,,0.06518472382638114,,-0.032766242589858684,0.0435098467531053,0.04333509767381649,0.010880158666186999,,,0.009280139679585638,,-0.051682095600506066,0.05459807633154303,
HMGB1,-0.0074065817557247065,-0.03473690155185039,-0.03068959761128522,-0.04423971707873958,-0.032578497646065324,0.01729621017862157,-0.051598677565448704,-0.03366991029623231,-0.044296405401293704,0.03043537761453212,0.013189388823324598,0.07998164558762563,0.029035669038140335,-0.006538573259939552,-0.05585011659783064,-0.019683058044518677,-0.08949938259250093,-0.01786672367268709,-0.054983403072340176,0.02253154057334272,0.003563642967525341,-0.0004534463370210322,0.005227724368643567,-0.05099509966790672
ITGB3BP,0.03919234166856672,-0.0263623446364792,0.025003115951470523,-0.01771398492434423,0.014053525437453368,-0.020925951327184333,0.061197097049320415,-0.015979931218947866,0.003954014528409877,0.004325608694513531,-0.031126080580158758,0.039433812164353974,0.07632901162068391,0.03998239698709925,0.02892113001852111,-0.0165705653249576,0.06871891280458356,0.07303584891534651,0.07888148652515023,-0.005609710193844553,0.025817250457545276,0.008014465834790069,0.0158626044558438,0.035123009234160854
AANAT,-0.05048665737003271,-0.03718388849912198,,,0.012490203770665818,-0.027744262225857325,,0.008954990555815922,0.016357199333640073,0.010697806233894987,-0.01987761847322281,,-0.010323067865067486,,,0.0838148667361203,-0.018535999356295157,0.05264423071480508,-0.028982576635559875,,,-0.019560950697714265,0.04108038024102019,
RELN,0.03160539079252607,-0.021652521076815926,-0.008073131457292876,-0.0032922867980619097,0.02337173895164757,0.014938506460087812,-0.0036297030827274366,0.012966514538837775,-0.025763775943786538,0.023245659536426204,0.056595918206393564,,-0.0330752150993978,,-0.015176687937986072,,,,-0.021196916817210334,0.027852880649503944,0.049638971975443875,,0.016372603388810875,-0.042797069117526475
IL15,0.010111675900912437,-0.03441692613893786,-0.0077110549129285446,,-0.02414649056295316,-0.0025604707334047614,-0.025031133079304744,-0.007573640517492238,-0.0025514921065902065,-0.019360246388253996,-0.04073368023039491,-0.019157891295171616,0.10590076825796135,-0.029721784667876193,0.007844401142763975,0.02546998609821619,0.0021409414144280166,-0.010911318946938758,-0.036092537401462184,0.07188680458751238,0.03243208983881846,0.12606111768710518,0.093371740431549,
UTS2,,,,,,,,0.10293694011628239,,,,,,0.18359365210014597,,,0.0035045681305175976,,,,,,,
BSG,0.07939692680275477,0.02447737636098377,0.0262540106167428,0.06682798738020101,0.048932753172155265,0.020988278828174875,0.007215320760694068,0.047661903419307816,0.08603306645814243,0.026588349659088108,0.06430900631705826,-0.015316236073376831,0.048125091350428334,0.04307871468299176,0.04645455107332728,0.1328614251556933,0.1802554917572727,0.037796069003967515,0.04122493455952546,-0.013879835688121652,-0.02487806764422603,0.1371530742922614,0.042649693603269666,0.084428314420401
ADAMTS3,0.04589215048052852,0.008328333628920069,0.04095446641190678,,0.018252864798712676,0.022823811059580233,-0.011884816455314475,0.05650408490773417,-0.040838451339606036,-0.0010933732485509618,-0.031918784540653,0.0343901064974741,0.052276149352895214,0.09759928553307741,,0.060848226354687195,0.07430986779233945,-0.0689957137502262,-0.03312603675963108,0.07186060112336187,0.08017339205989077,0.06104266919897352,0.00924972902299746,
CD34,-0.028393284777169944,0.009012302241246852,-0.0011119892229170716,0.0038119098814612556,-0.04011686132532029,-0.019626474710410062,0.07538137763788078,0.09539179651814304,0.02161031863178722,-0.049192984513891216,-0.051763527702230375,0.019459926149781606,0.05310107949506236,0.03384288805497534,0.06576792611362473,0.0210955132700155,0.026910943296044532,0.045936227312398895,0.05565877450853402,0.03230427665547327,0.02981407416677843,-0.010822228386121954,0.006907679168106975,0.08422626290945597
CCL23,,,,,,,,0.0007743758330185952,,,,,,0.18581121287781655,,,,,,,,,,
PLAT,0.06903600580630105,0.0421470113151118,-0.012767180630698064,-0.006319014237983541,-0.0675800233342618,-0.03664528942524375,0.014943526407713037,-0.007795364093683695,0.09932763692268473,-0.02613927362023252,-0.07321559157347571,-0.02466807334382646,0.03665836811265154,0.14587179980313741,-0.04154575312122602,-0.0030086770811616906,0.044242728513466445,-0.04559709016471974,0.026541126420297698,0.12949577911060808,-0.0914902699476212,-0.0015704294560892672,0.0243720490417377,-0.010739246887143701
NTF3,,,,,,,,,,-0.05506291949004678,,0.03326799471549568,,,,,-0.009336792631052361,-0.01720087402508547,,-0.020496545949435355,,,,
LTA,,,0.021916053711467664,,-0.029840809312323316,,,,-0.020079057588319286,,,,0.0757016151563104,,,,,,,,,0.028329998578359883,,
CKLF,0.03967190915123621,-0.005628827259668475,-0.030745062560125068,-0.014889609308571524,-0.043780813932663434,0.016320405554725508,0.016804043252931493,0.02353486057868424,0.004183054221133534,0.04287122984754055,-0.09132671493915748,0.09080760085974939,0.020587710362741752,0.11947370966909221,0.11305954647954038,0.010126044042198398,0.06454072299729781,0.008018307022629798,0.025159611675157532,0.08574744572899481,-0.04117328625319685,0.04352619793574848,0.031443420035196123,0.06115383157622673
APELA,,,,,,,,,,,,-0.040572620611224984,,,,,,,,,,,,
CD24,-0.05184244520998857,-0.010524771786319215,-0.012375997401416856,-0.05824598800079027,0.014430988330604093,0.05912253825272161,-0.0032140930685883745,-0.04586097230249077,-0.07992511974015758,0.09049920034126313,0.06635743115932373,0.053485355288226406,0.07238068067598882,0.10109470875781759,-0.07670337955538047,0.158479033211061,0.014634138170163779,-0.05140792185605065,-0.025756390105633013,0.057654331407761134,-0.07559659039089942,0.0887715136553999,0.07819614785050565,0.036914505144209006
HSP90AA1,-0.06658608403421393,-0.0117436314330821,0.028806215730642067,0.029533575103552687,-0.051617747361934,-0.0005312220961930444,-0.004602752914518039,-0.04985476796777411,-0.07574837675043851,0.052532075581177166,0.1267314135892374,-0.00908065058395656,-0.05032504788759469,-0.085415817292063,-0.03979990488174945,-0.07981092878564852,-0.0886711355073796,0.02087355137004564,-0.04190918817421754,-0.029434057927899188,-0.028639989319655012,-0.03334199456445969,-0.06463626135192796,0.16306285100469367
BMP4,0.042290775529770015,0.011761231566133764,0.040293178894381235,0.00814160589334524,-0.0029568361449144125,0.009675537307701841,-0.014154162213873677,0.06261517333208816,-0.018269823053363842,0.023945882966453585,-0.03170523278675978,-0.006650408043807871,-0.029829503278203818,0.17961245579855145,0.039255217383206434,0.025868945513656646,-0.006792336372722051,0.0031955042839716683,0.06508643792578851,-0.03280770148295488,,0.006196522694914362,-0.044250143169900454,
SCGB3A1,,0.01570233291651338,,0.07723445928567933,,0.07009242252649651,-0.03195268408420195,,,-0.028132352169413517,-0.019834669923133905,-0.012210126487261047,-0.024427359088144075,0.10262266089638096,-0.00596259847986746,,0.0066450672368728435,-0.013847606946708993,,0.0020465379849439994,,0.008526181222139526,0.03190510886144421,
IGFBP4,0.02497748319410086,0.007889364444087606,-0.03989148283445444,0.02177202320470288,0.023769966067847287,0.004313105893752527,0.04764274893802148,0.12876311310408578,-0.00024331743392965182,-0.045436172152963555,0.00925408333090681,0.03849376871878956,-0.02662110877726734,0.04921121139107167,0.06187498598296674,0.0280626849949168,0.07913752908788647,-0.008004063959128692,0.061877618782814385,0.01573911717453558,0.07168550118393797,-0.009939002999492661,-0.03708015906634302,-0.0486928036384792
RSPO4,-0.022295145351078457,,0.022372479315986286,,0.004575786419723461,0.0006181338523353423,,,0.05419642055744416,-0.015189811774088591,,,0.1112097679436336,,0.005624070551632035,,,,,0.029590435100165947,,0.028805614656978302,-0.020850312941145276,
LEFTY2,0.02172618269847641,0.03192144586831692,0.10171130542513025,0.004336423074250971,0.0030337816601862374,-0.07248161062648172,0.03648010491294336,0.038373811253885615,0.011200221614596448,0.040814933683551026,0.0039526497132542065,-0.024885481126681385,-0.034996019291984294,0.08907806195835699,,-0.03225260066498232,0.08503208329785535,-0.002611389839469344,0.05088147088744518,-0.023523548102043327,-0.04805191560667133,0.05709109740223837,0.0694446888112913,
PF4,,-0.026586048489559245,-5.6245471405033716e-05,,-0.02587640244744645,,,,,,,,,,,,,-0.03809784808899345,,,,-0.0030717853640877006,-0.034183935668444604,
ANGPTL2,0.07435741186019065,-0.015389171889524425,-0.009195052143563972,0.04121604428321285,-0.05313188751010876,-0.011223023477374208,0.02183710067708795,0.04550074926024626,-0.01056473291698064,0.015441150743893073,-0.09845995172324962,0.011957213229019627,0.08501314636718008,0.14565020698975964,0.13259344835421705,0.03631998497200111,0.09338660381241717,-0.022454354454881094,-0.03453045642540372,-0.021180978946173896,0.09579137862375305,0.05093469215803798,0.006816134008812474,0.04147814294480266
LRIG2,0.026320003148196363,-0.020478416591530994,-0.02462590051898341,-0.0010549066189899283,0.04591826181606297,-0.03605858317484562,-0.0076913058538618725,0.027854341028972825,-0.012612574856964468,-0.00838590357210858,-0.04027766943214723,0.009864330574036937,0.09235090271005333,0.07715244968764325,0.009557931576022095,0.11486079885937926,0.01221844196844022,0.015462629568636846,-0.00768230327567497,0.03996888426398505,0.10788088437794863,0.02849934869724015,0.06836710605333342,0.1015267199373806
ICOSLG,0.026710795320957062,0.02331033352678612,-0.005514600406172843,-0.022978135196509042,0.029846177376960315,0.015100587623312593,-0.009972530363577623,0.06323408182437838,-0.033015345649432,0.04051017950985902,-0.04488475132144177,0.01570387198360804,-0.01970516535080257,0.04880710304570299,0.04687529078976198,-0.018722256292345498,0.06001452336847553,0.01940378214965274,-0.034644149886083025,0.07527566834901567,-0.07303137151146225,0.08335042560559425,0.006351272874689847,0.06766601750652801
WIF1,0.033795230104191804,0.03646848051978269,,-0.0021335118208643715,,0.005111378576750937,0.04245443708384574,0.037618713886123985,-0.0055004688942663395,-0.0023846954016180618,0.0692888050762287,,-0.037848345172025066,,,,,,,-0.04079725000250146,0.032374775634094216,,0.012729650792691165,-0.058238476590292944
NPPC,-0.06753651704371705,-0.01192223636518502,,0.033933191416114596,0.011399605817917977,-0.020765833000134418,0.09636791695294604,-0.06520357439944213,-0.029711310273597077,-0.003767583954885008,-0.00016644928592521123,,0.1287860250989852,-0.02731758967562429,-0.001768783920775482,0.01706787915703501,0.03354779186153043,0.013281272971313103,-0.0084337208970251,0.0763413370418233,0.18333865681451,,-0.010178206349467271,0.0193993411411893
LYZ,-0.015169323708430937,0.0009991416298114708,-0.04527061252828367,-0.036909280618538716,-0.028496007746482952,0.016154299137187026,-0.0383439558940451,0.03571247122492463,0.024590824808537776,-0.012902119010978052,-0.11224150857050699,0.029909935411702233,-0.02817205438943054,0.06262735672154623,0.028327700683421404,0.010404086480566148,0.028666225292310853,0.10817441717483221,0.018898210297939547,0.04020207995636891,-0.02824454953393359,-0.004828619765459503,-0.06647244990819641,-0.03610027482154734
EREG,,,,0.1366660898760314,,0.0014919975232726864,,,,,-0.021750065645575873,0.024280962821264674,,,,,0.11721211964828845,0.11208057946404709,,-0.028304925404602162,,-0.027001683541469708,-0.013843395606967217,
SPTAN1,-0.0034743757508555843,-0.02643825939128976,-0.0019074590430369234,0.024100778950477433,-0.07146563048201111,0.07202111525155233,0.060173881933307034,-0.04216744470104167,-0.10372066086123305,0.020576539658442125,0.09623306224155284,0.011445079202112917,0.04888734304682727,-0.013216775983924846,0.039244537801774955,0.06337528009722189,-0.013320126275012622,-0.040145056357713566,-0.00025520825908809,0.07653300408915642,0.011713650793898082,-0.030637101453712658,-0.06895203783415305,0.12497541231541658
PTH2,,,,,,,,,,,,,,,,,,,,0.08207269269793509,,,,
LIPC,0.01196770027851227,0.09858332696591819,0.024394985223279642,,-0.0064406487508226005,-0.020421571012349246,-0.009448571152434632,0.030544242718810427,-7.067279129102353e-05,,0.0038537128129556776,0.030260694703328154,0.011459441487848108,-0.028967507509947844,0.08218194973964402,-0.002838720560135711,,,-0.033749968695966345,,,0.09663733363971411,0.04422430059499161,
COL8A1,0.050378027520825056,0.01636720838374095,-0.0014969620494684284,-0.00013130934274628895,0.011254970615404892,-0.04514516350599772,0.025294888979680227,0.006051519887520174,0.045005198941370714,-0.007322581491009621,-0.02530493337614591,-0.006357073155835304,0.06984799614784895,0.14448107088639528,0.005069121591107171,0.05909685751098983,0.07654640209846414,0.06065549685068151,0.11825453002964459,-0.018740318943837143,-0.015754558165380194,-0.03378228082726355,0.11726293580269914,
GSTM2,0.015579032606441983,-0.004953001431056108,-0.024673349966429184,-0.007342583559224397,-0.01284238605493498,0.030462042184555393,0.013076957318583708,0.029217068188530648,0.02308105194134266,-0.007138671529403875,-0.03459374737199674,-0.00042279108454282657,0.06680192653690226,-0.0036424560084658444,-0.04482423486294429,0.01794228650450633,0.034824359387229796,0.0009148159616016174,-0.0054053383993242065,0.04528953452558738,-0.055641189494672894,0.028596453584555422,0.03259751130220761,
SPX,0.04474812135293315,-0.032128671653407194,-0.0017597499551110318,,0.008415819171466814,-0.001271808244196476,0.038399490196801334,-0.017248432263682795,-0.05055273420350102,-0.00030910666891884736,-0.05602774277347344,,-0.0261030564697436,-0.036214705375461884,,-0.027935645907375992,0.023888283364890663,0.01515019961915821,-0.008020547539883844,-0.04375165218276355,-0.06719322768411826,0.027876628061184457,-0.025690393693042907,0.07429447265443924
