,UKF251,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk
SLIT2,-0.03135861054083022,-0.09275857049390193,-0.041426037670585544,-0.005336857670366537,0.013828175364597484,0.03468395010827667
PLTP,0.007097540363149207,0.13389497524843122,0.0077742930580015045,0.002708832815529229,0.0060579930543376405,-0.08002467090743824
APOD,0.03809576688455785,0.13405387140290315,0.062154930202508736,-0.03743414687872986,-0.04463344343846512,0.06938012261016953
B2M,0.05030124295139837,0.1878652527727636,-0.02558515655979452,0.044012980760925385,0.001700373815981655,-0.09312601252845842
OMG,0.01979520281146275,0.07679946366561795,0.036381989625347375,0.0054971352778461595,-0.0025059545865324996,0.08295794877491348
CXCL3,-0.010614371552144758,-0.04330784347684876,0.017531412145679704,-0.027455194714363803,,0.003133866159872767
CXCL10,-0.04033338462465621,0.07291025501547833,0.004266744891560625,0.04532613019606272,0.038423071251598134,-0.014464543696970237
RSPO3,,-0.003286650972350961,-0.019783909401338638,,,
CORT,-0.021478489597709167,-0.029941197320383712,-0.010970816901946701,,,
NCAN,-0.07163669834490256,-0.08675651870867071,0.1267285437817044,-0.007254375070529114,-0.10452674740696374,-0.0922600387827905
PRG4,,,0.0345543454366853,,,
ZG16B,-0.014471885659367193,,,,-0.0256921514095834,
TGM2,-0.019524455034603167,-0.007880183491735929,0.04978850831717674,0.09235716078989789,-0.04223233906092365,-0.06445220018310018
VEGFC,0.051698678505684006,0.10533002647662525,-0.023605761016062977,0.07094144596964613,-0.012271432314549486,0.008132110186924418
WNT6,-0.013383552400671274,,-0.004296522458252577,,-0.024433239006867242,
NRG4,,-0.04763113683599535,-0.0275388735824398,,,-0.03282745292437255
COL9A1,-0.03324145268395286,-0.03731154843236286,0.024820882104560536,-0.022510855018130313,0.04091009142070368,-0.023337214994442416
GDF11,-0.04333172322226031,-0.00922342204959755,0.06944171978335265,0.017201742811483917,-0.023855689914786236,0.05429391710188711
SORBS1,-0.01736998824562531,-0.011065946969813967,-0.005188413702606939,-0.06978230254103568,-0.059593717953350306,0.06969804529350757
DLL1,-0.03752787778764407,0.060919801774743314,0.04140657103187173,0.06017828307978595,0.05638521532996457,0.028285586427297085
TLN1,0.026351219573093047,0.12029755415064641,0.03630141516216293,-0.023157737020052208,0.03995376730280129,0.04913829034465805
COL2A1,,,0.01667864574222321,,,
SHH,,,-0.01834361044108072,0.09997655308585762,,-0.07648987314273019
PON2,0.06725175578323254,0.10141119165209306,0.12225976330335489,0.010705973024280783,-0.02650948881483012,0.024602825933570317
ICAM5,0.0018550045106686631,-0.06756408308533875,-0.03582408032511434,,,
HPX,,,-0.04662579669332766,-0.02745518035039599,-0.006450708015065728,0.10658735991863633
SFRP2,,0.0744420984086551,-0.016599709587351047,-0.08628301962803292,-0.04173209323095974,0.00733114294374877
CFC1,,-0.0388653647036266,,,,
HP,,0.01374833059601213,-0.020413949843090497,0.08561698363701742,-0.0025989258736886043,0.018763067051468497
CXCL2,-0.023981375533013546,0.026292964701531314,-0.03630641384861748,0.020282169515722,,0.09388513214587589
NPPB,,,0.03504890342067106,,,
CCK,0.02475820381175334,-0.16451966035967247,-0.0593158317557164,-0.028249019096506126,0.07912377054791943,0.05328887869538896
SEMA6A,0.03839958398212092,0.10304677406000552,0.011662240412053285,-0.004932953544581759,-0.0011946096596854778,-0.04943876382172263
IRAK4,-0.009220433966394373,0.09968816801856265,0.014459615960033544,-0.005673860730801462,-0.002343827650536115,-0.0034730643987829378
GSTP1,0.009281041115007223,0.14143907542827203,0.052823984735230305,-0.032500557666957364,0.010900962362703794,0.06414553392656006
VCAM1,-0.02226290904472361,0.12291164361680096,0.026014212011398287,0.04000253906908731,0.004057841029963534,0.008300382114107227
NXPH3,0.0014807375604645747,-0.06377424689214835,0.03328331945353759,-0.045518017090097715,0.07797955312045306,-0.04544147030071635
MTMR4,-0.02367666865567331,-0.06012296751357683,-0.03226083839835495,0.008334347287567679,-0.0535910862179704,0.011202924113555638
LAMC2,,,,,,-0.0317390725415491
IL10,-0.0017922128256650735,0.06648936811593788,-0.02113051369276215,-0.019677419224808586,0.11833091653009806,-0.03061538352054133
SEMA4D,-0.02125271599550092,0.10573839407413287,0.09783350039976309,0.06918208793352335,0.019925776695451584,0.03257189209837745
TRH,,-0.02150899676180357,0.03164666633847743,-0.05225099481279047,,-0.04730877580110381
SEMA6D,-0.03021688834475473,-0.010559985549973077,0.07622081160199425,-0.024514191154497156,0.014372470693261283,-0.026322596881550864
CEL,,,,,-0.03551806549815666,-0.02655995719010208
PDCD1LG2,-0.03455084238514537,0.10781179890683465,-0.016583349861374795,0.017267705956369478,-0.06015086895476989,-0.02021564278804375
SPINT1,0.001115829275342616,0.14015667947513893,0.013690230557868515,0.006521841991568029,-0.025735654485373925,0.03196883362627719
CTHRC1,-0.020076838900184968,0.03285235310168794,0.028497904041899644,0.1540503738789634,-0.00583807609381256,-0.059605539148912
PODXL,0.014378327861707434,-0.057284549739255584,0.03495522766655097,-0.015763355456161806,-0.007493054867940827,-0.06467444587819703
JAM3,0.05926620080966453,0.1781485725477563,0.07904454497408836,0.015654292096360538,-0.09750389482935644,-0.014640354977760594
TGFB2,0.06581543308541968,0.0049708839517639694,0.03238799621038904,0.013400336199222868,-0.029674816968245643,-0.08527064075560066
COL18A1,-0.0065086903421260524,0.08107598024174317,0.018583094366254587,0.035951652979489906,0.04973825367334825,-0.041068791660742475
NODAL,-0.01289060485296708,,0.009823994104261742,0.1144181937996413,0.059502622219405096,-0.047745753451795735
INHBB,-0.001462408228017499,0.049214960310501876,0.028394961949629732,-0.04776286953153855,-0.030881625547955847,0.03745636912614344
LCN1,,,,0.004310153960188608,,
ARF4,-0.014195831524154911,0.02391939890383402,0.0007637937707606652,-0.006689245566163832,0.04612671807260443,-0.052021333989194854
CXCL14,0.043645967693559495,-0.07686883146554643,-0.05153082117884604,0.04560855744159978,0.03784674178344105,-0.10207116879238243
LIF,-0.016312320972029153,0.06964360387582738,-0.0018440374737240155,0.007335909962662352,0.15646941863380776,-0.05482863469636105
IL17B,,,,-0.025048653116840475,,
MMP1,,,,0.09357904655202988,,
MATN1,,,0.01725757089153464,,,-0.03210560571290244
ADAM28,0.020347770777922623,0.02897095235607127,-0.02675244360584185,0.019713379640788283,0.048601291326848796,0.001344183283559928
TCN2,0.015106053411376871,0.06667066153176006,0.004642092908444362,-0.0693729105966045,-0.008645411284805475,-0.022791534029891994
THPO,,-0.00673819949629685,-0.019220191367723467,,-0.02650089837921368,
CUBN,-0.02055215160945475,0.07428474837236845,0.014435172239387676,0.016661598381258483,0.07331807487194303,-0.0496601079760016
TIMP3,0.043553430128360035,-0.048116527714143806,0.004008779736846423,0.013357911237301012,-0.012254803837461005,-0.013761182281306959
PIGF,0.010405345490475131,0.10465025368714666,1.6028688026066248e-05,-0.07820688519558697,0.00314500488754236,0.005014233988069784
CRH,0.024171183992488837,0.008418859899656721,-0.026288271335121047,,,-0.044021522852621085
BDNF,0.051193824700706984,-0.03132177777350222,-0.021646871936539552,-0.03333357821458547,,-0.033713305748682344
CCL5,-0.005514835208013309,0.034644201786967574,-0.026074500925746577,0.020865088731100736,-0.01956834529717013,-0.05619379120002535
GAD1,0.015411249603956779,-0.14937834066055908,-0.08683239066307635,0.04561481473709973,0.0043032401987862946,-0.023934694654739082
COL14A1,-0.02018769702834912,0.04231893688456669,0.07779001925533119,-0.09878135556071273,-0.00023528313128310098,-0.06395728045266016
HLA-A,0.06589571368611846,0.17610499343602573,0.005695026191751948,0.1017996982759892,0.03334019539654043,-0.08208951122805724
CD5L,0.05733463772950281,-0.03240463828004883,,,0.14056304537355022,
ADM,-0.03158888696463142,0.01703120059848289,-0.03197550034446392,0.0008802020390036234,0.010404282443531412,-0.03667741785298704
CCL15,,,,0.1908267425365846,,
GNAI2,-0.007446971101685912,0.13502517904125522,0.05707766495029723,-0.06408527325889177,-0.0018539344408444484,-0.046456631846462385
COL11A1,-0.0549975072831177,-0.038955796486841936,0.08802656842832973,-0.008147925559305701,0.1244563835914204,0.02096551261702561
NUCB2,-0.04273243031986553,-0.00474722921193788,-0.019386519500964695,-0.026793802445459453,0.0531440586919816,-0.015564596765755993
CXCL1,0.05543359758474621,0.061840425664242096,0.06746455901208064,0.09616548875162996,,-0.048259413687241674
VCAN,-0.041807730076375,0.016289653449494384,0.11221963833634335,-0.006307103924936104,-0.06372547935273243,0.01522275811285925
MMP7,,0.03814520429494982,-0.029706763880425258,0.013913308688558846,,
PTPN6,-0.03968824848922678,0.08373075453152067,0.014775767543278091,0.04880692148553854,-0.03978107019023245,-0.02407935524973227
PTGS2,-0.015488227677264425,0.051335299831727535,-0.01235533071238168,0.20476735094794213,0.01584605217518042,0.017424696672060046
XCL1,,-0.0031174941359069413,,,,
CD58,0.0024381524826402406,0.10662885029959994,0.022481142607308758,-0.025406654495258297,-0.029083798747460633,-0.013112692676566326
TNFSF14,-0.018100459759150176,0.03648429983569878,,-0.034992601761612126,0.044423546590771155,0.009416414125368497
CNTN4,-0.014168982158627389,-0.07253327627585622,-0.049436949014737414,-0.0326498793715072,0.016754701320546215,-0.040290051792292114
BTLA,,,,,0.0940856788997347,
MFNG,-0.061115962350458755,0.05988391235498889,-0.01263244984465205,0.0023744111362981215,0.02432440997277246,-0.06791586994460043
ICAM1,0.03582223357669193,0.08438804943839144,-0.011013424002029088,-0.040362071331635344,0.03843077982023839,-0.04240005951429002
PROS1,0.01871636429963911,0.07184317792847301,0.022044205297330213,0.03007241365213665,0.03177075199318972,0.005124038266424118
CLCF1,0.1699725856012957,0.05309070563266481,-0.018298421034087395,0.061045714726093846,0.15257990215291095,0.020375141190367423
PSAP,0.04034044011480032,0.07573818063226065,-0.13664577508192435,-0.026145500702202888,0.0001451651691227374,-0.035626308460255794
EFEMP1,0.003340891524195642,0.13479157259293623,-0.02559192013665792,0.007428384955484521,0.05482614416696266,-0.0012343222493179013
C1QTNF1,0.06202043204523558,0.044536789039052734,-0.02073594925504973,-0.05417999990778572,-0.004475951085480719,-0.09559445459214158
ALB,0.08993420170198185,0.022673638990377592,-0.017524909274407294,0.0027561634105748886,-0.04868641776814908,0.051708328134985326
EFNA3,-0.009317636196685863,-0.0897481064336937,-0.05702227991649859,-0.044646175629461715,0.028948245292423465,-0.005006333760752656
DRAXIN,-0.05840399578636065,0.005578016224328105,0.05594672942135306,-0.06299930547607865,-0.061661559487390404,-0.044811942634054594
NPTX2,0.017055025706559195,0.14697922012043954,0.033330344777162825,0.06638184554180895,0.05017479136851542,-0.08382157576615182
FGF11,0.010232782832136784,0.016972280940502273,0.009861091072603311,-0.042569276847239844,-0.03672207306499908,-0.045038701933285165
CD59,0.039996145597847886,0.11121843231631286,-0.0479579255619162,0.03781032499974608,0.014768969368622898,-0.04185352983250777
COL9A2,-0.014933869811555594,0.0422165789790385,0.1259217635149854,-0.07102174513127153,0.0384118622412305,-0.012697791747211874
DLL3,-0.08053031081038364,-0.06880670797494859,0.09539114853659632,0.031701198495940275,0.006589469250597033,0.04497918578446369
FGF5,,-0.03100441041839915,,,,
LIN7C,0.009762030421850598,0.022214506949760043,0.006560730818926112,0.024184782304577736,0.08611853534134806,-0.03436501093286709
GDF7,0.027083986561225435,-0.056990928773676716,,,-0.03849551578572733,-0.02168260950257701
PSPN,-0.02739417224046935,0.012135218124251237,0.01579181733846388,-0.013945513602690217,-0.04112851224184816,-0.034926988846690606
ANGPT1,-0.014493361959224078,0.09052081888781673,0.038393276924161716,0.04050067567812433,-0.04047156518137773,-0.005169715431499162
PNOC,-0.0013638642642559557,-0.06122118807226376,-0.03803032128916742,,,
L1CAM,-0.048852174966611414,-0.1140156537772183,-0.0761553430550424,0.10419533571524447,-0.034075135895716376,-0.05125300644479504
APOA1,-0.021055950513712,0.06404374343863749,0.023594585362119565,0.01503364612621423,0.013833516670463468,-0.04428847933026035
PSEN1,-0.03200285005532894,0.11978066455152293,0.08429804828204226,-0.0009407608079591031,0.04263488008144521,0.007231510822140757
CALM2,0.03244191187576549,-0.13271215767914482,0.02520064771374598,0.052094729960555856,0.036935489311218477,0.062267260304354644
CLEC2B,-0.035273338086859146,0.06470863926560817,0.033985064565747174,0.04187772888589182,0.008095955341655412,-0.04454771122255516
NTNG1,0.043065954235433496,-0.03290844747785748,-0.05813497421377607,-0.06648289863593274,-0.029534454447735288,-0.007006591612104612
LRIG1,-0.04709274044120693,0.0942935633417898,0.08768758332518321,-0.10269250492805874,0.035484417444359664,-0.06058772467973188
CPAMD8,,0.013523540826159796,0.10250628215592172,-0.02940373388828494,-0.025449600403267967,0.0367192969810618
GHRL,-0.002402727741564304,-0.018062599936919558,0.03254286666851982,2.6982080949583716e-05,0.08422701663562447,-0.05588027852557814
NPY,-0.026472366373343652,0.02205608077971369,-0.03799130373107928,0.05815126397202348,0.02937972528634242,-0.0702508592420453
MMP2,0.009504611878645045,0.02565580764599147,0.07445707197458397,0.059962166114900746,0.013917703194240776,-0.016399913853576864
ALKAL2,-0.012203962779351773,0.12865527232492235,0.028142695400107606,0.03976916666663082,-0.03288123396897786,-0.03652954529802279
CSF1,-0.03165124834964606,0.16749673575574056,0.03598206203011285,-0.049106545261924976,-0.00454158486580076,0.010747480299183267
SEMA4C,-0.030397367936528558,0.02833858040857675,0.04986513316025636,0.051174438600246286,0.003591016727321583,0.044379838370833126
ICAM2,0.08703102817285577,-0.006990300348932156,-0.02711532238778187,0.1506999874172865,0.0018360184925309037,0.02208431109705741
SYTL3,0.019265719921537746,0.06411211049199911,-0.019400508931246205,0.11336516604993259,0.01777855402068724,-0.03066835348381408
IL1A,0.01820489959017652,0.02677994474730382,-0.027200972179762837,-0.006904270974833672,0.0030349122785743496,0.10400150519889056
PGF,2.364462981243397e-05,0.02152039538940946,-0.057245891657407524,0.08020683144691841,0.001999463647300994,-0.04920211489509895
LGALS8,0.004241518411299509,-0.004167105878612857,0.0034087642744432913,0.03482748101959106,-0.02602292923096871,0.04541207850065876
DKK3,0.04530570150501019,-0.18159627526441394,-0.07477248533630841,0.08118036974953452,-0.045675766803161724,-0.03696177790455762
COL16A1,0.011501143575891555,0.10807872873296369,0.10980906559131197,0.024117274966182312,0.023651635741330144,0.02045256965763975
TPH1,,,-0.02313065889555718,,,-0.025851462130768197
TNC,0.03963635498468968,0.12702246465247113,0.00423405098910684,-0.014695101569323387,0.038898081428476235,-0.1037018288323044
TNFSF9,0.09289994771695252,0.006868919352768315,0.014724798580567298,,-0.0501124079271975,0.052364397849071105
C4A,-0.01202645829498492,0.023658064013627515,-0.003673679825352594,,,-0.031042656071610525
CNTN2,-0.04196626805102887,0.1808727445555499,0.13526015280438247,-0.009163778430793258,-0.023055957452440042,0.01792612835276096
LUM,-0.017731185152079373,0.003502463742387205,-0.0025718553932387853,0.07419200879598067,0.08532035488642076,-0.08560702137565199
BTC,-0.018819271220375747,0.020449419560675523,,,,-0.024284023149512744
APOC1,-0.05248763342676392,0.23469528013020333,-0.006398322788106073,0.0019307903368299647,-0.03154251341929732,-0.028805759908718278
PKM,-0.007285446243948597,-0.16009569516733116,-0.021358526850868746,-0.04936133867037289,0.007991890257285899,-0.07154912301317452
TNF,-0.02670373876181029,0.07336309514803672,-0.03250396363919029,0.023600711495214134,-0.04237300173807021,
GNAS,-0.009028999106071042,-0.22167652036353994,0.03507851459926343,0.041292826873357516,-0.08798260289492212,-0.08238584678567805
BMP8B,-0.03331515280638125,0.10953505213580025,0.05012799522604307,0.036556801297265934,0.03555799892020109,-0.00587869744920877
CCL28,,0.016119823251075104,-0.0002424936199137396,,,-0.030232303234835632
PTPN11,-0.03133011817186129,0.0968794183732913,0.0577352157049767,-0.08533258990501623,-0.022540798523834067,0.0278373904420666
ADAM12,0.008325376459322277,-0.021376800679621943,0.06066047395250142,0.008611009852447513,0.04468378823608241,-0.04623181120506125
EPO,,,0.03428307162585973,,0.006192766938747176,
EDN3,-0.0439362935524329,-0.01216848695312457,-0.02336933630357907,,-0.026500840195510897,-0.0054523500059154364
CCL22,-0.015204325736174713,,,,,-0.03752751066371624
CCL2,-0.06127211499476121,0.1614727544567846,0.03149748784912541,-0.0316946271310824,0.02864579249784038,-0.06076209861171527
DSCAM,-0.03198825904926857,-0.08645059491246504,0.05970569737832177,-0.021241703409275274,-0.04262068483133886,-0.01254303431649908
ANG,0.03642006966435268,0.09762832546634576,-0.009657781044246057,-0.020092482459273014,0.04144884984020794,0.008742016503746505
FBLN2,-0.02764951561003824,-0.03584427444770159,-0.032848556790918,-0.051610023177030534,0.014625708476290722,-0.009821049453999005
VTN,,,-0.019220187749267727,-0.024937407420855155,,
VEGFA,0.014993758898481485,-0.010358000638886655,0.0004199979672147976,0.009076765030925681,-0.018766269460507006,-0.06468247517498817
F10,-0.01735477616730494,0.006591878277200199,,-0.027050360453432648,,0.09429022128839114
SERPINA1,0.013826895057896754,0.1594626241041085,0.0030083857604933715,0.056446961751938154,0.011290529873910632,0.01077919675440606
VWF,0.06319768347918388,0.03859000784992962,0.005050427494702819,0.0008739448091981417,0.01221900767290928,-0.06248413035039921
GDNF,,,-0.023130660491030988,,-0.029534446200906984,
VASP,0.03313481228420404,0.017220454466844202,0.004385141027222191,0.05074351638085116,-0.004632680591538051,-0.031217034843465177
ADAM15,-0.01495977269058669,0.0992830938778794,0.030413272339649657,0.025769754401834412,-0.04185244335671779,0.0009288891844161473
WNT2,,-0.010225846840202371,-0.021646868814205383,,,
CALCB,-0.021996707719543047,-0.03514120711161828,,,,
OLFM2,-0.029678357009124835,0.011481071718391788,0.02122164475181796,0.021813420446526694,0.04660585569662826,-0.0464376820032969
MFAP2,-0.02303811916916264,0.016285509376352654,0.013873914736389362,0.07707898132648051,-0.016662088246294757,-0.019448640602115198
HLA-C,0.0455619776840853,0.14461801262579768,-0.0327665237705221,-0.01930756294770109,-0.018354547917872874,-0.060715212435536424
THBS1,-0.02491043936688503,0.029364732318251444,-0.04447078424265485,0.04585803463061814,0.028698428456363115,-0.06002464950794455
HSPA4,0.01976560108525493,0.005986385683860978,0.022018484607485053,0.05204717277865709,-0.020806541986715815,-0.08532580078073759
LMAN1,-0.038249894229332275,0.06546087611341374,0.051494691014059076,0.05567557660442321,0.03051097449423782,-0.03200441842407112
LYPD3,0.009329412254516436,0.037556209973151226,,0.03858011066818351,0.04099195551518591,
APOE,-0.036414381615200546,0.19944940333422173,0.015102163292253562,-0.015656702978528777,-0.05655362935307985,-0.04185531119307983
SOSTDC1,,-0.04740524755765808,-0.03517220155329143,,,
ANXA1,-0.03593869341981765,0.18384493650741368,-0.08427453618879856,0.0161904023406369,0.047084814266537385,-0.03742867513798565
WNT2B,0.04825841425309237,-0.05117282671262677,-0.028535708235116985,-0.05076143179711476,-0.019764919235129495,0.01707120889619418
AMH,0.10530476331556235,,-0.00730817222860525,,0.08174348994331314,-0.03023229937957434
GDF10,-0.015767356431578672,-0.0050063059873100895,-0.044500345948418306,-0.04648731281397675,,-0.03815655706105322
EFNB3,-0.008196081971512628,-0.12101864368187829,-0.0411821392581421,-0.013449482246000953,0.013662321252536228,-0.03034891796111573
LTB,0.006098132581933087,0.009365365500696804,-0.0031822245432674406,-0.03132699148692131,0.02152373244051828,-0.07283521471948264
ANGPT2,0.04191679355674895,0.10092703025798608,0.04282592203050514,0.053712633660599904,0.05583669469258337,-0.0677454866173972
NRTN,,,,,0.01781277195764825,-0.03815657074953835
ADAM17,0.06100822615265429,0.11717032341821403,0.012383477038848156,0.03668552491414055,0.006027781650501526,0.01870544735519589
LRPAP1,0.013409525227359699,-0.07366102506641992,-0.06236953520660738,-0.03244521424272689,-0.0009811468047591005,-0.0004809004072480099
NID1,-0.003047741656131841,-0.007754170803004707,0.016782349980354848,0.10590717387589368,0.024353915421137278,-0.047655317982607734
MST1,-0.03835755467676216,0.08422610051265718,-0.03249361157958499,-0.006571335955827445,0.032558164786438915,0.02301707681850059
IL13,,,-0.02712787353519333,,,
DCN,-0.001365549296756789,0.04239865172316264,-0.015731690860336586,0.0702029092305364,0.04167972498836681,-0.02570994295564201
COL7A1,-0.032196970523390406,0.025420776005534603,0.029168801329310653,-0.0035066097206249676,0.0008385190256440197,-0.05342519679180417
CALR,-0.007789560695579933,0.08860123607130142,0.015614958022076263,-0.07877548859647804,0.07198636570337603,-0.03440562104968084
PIGA,0.03040058836705371,0.026308016962295473,-0.014769349784845018,0.007879397204320689,-0.06908619146486081,0.026200062472167277
CD200,0.02268342305284797,-0.09343491003665626,-0.0393129880161853,0.011171014715523045,0.004396926045767506,-0.005718058938047573
