,MGH258,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TG,-0.020510454578064385,0.08296223937499478,-0.020697505123743316,-0.029913911369816908,-0.06871721014512523,-0.026470056896395425,0.04771117953413402,,0.0575778685573812,,-0.0413894190382706,-0.036773346886924706
ADA,-0.043298206589378746,-0.017827860512582352,0.005302783091479876,0.0018321902739765882,-0.03986067712679433,0.030705902017417987,0.06920489498026809,0.0285379441824403,-0.058235499875873016,0.08538693580942068,-0.03492474375155056,-0.018178513999349936
LAMC3,0.07365235442770231,-0.033448010761007424,-0.0005946527556586581,-0.02629829947527503,0.022860082739499844,0.07665495726229692,0.04369244391802715,-0.05121647234406489,-0.013175414064533309,-0.02675701001907844,-0.02178217771960345,-0.04386125929330011
CCL7,,,,,,-0.029857019266932072,,,,,-0.030279908170471003,0.1069601029454272
NGF,,,,,,0.0418644145010942,-0.015647098257815923,,0.007558520972714319,,0.05955139731262179,-0.01200961780088578
TNFSF15,,,,0.028479025561433415,,0.11852916848930325,,,-0.014999621807928609,,0.0053124461813225,0.08292304796114623
HMGB1,-0.013084843287920402,-0.033070759707115614,0.04456607898888222,0.1072915695300986,0.09777356846251095,-0.005745275013537679,0.02938522769642193,0.032328005609950326,0.08067815495448487,-0.012042341628006348,-0.04067723440426056,0.03826585746777641
ITGB3BP,-0.016183807059687482,-0.01059891651104619,-0.05739028500115611,0.0687124825326507,-0.010589793969229475,-0.00018859614736735158,0.020737322276530672,0.024465501571206538,0.03882702803272544,0.03448151843549286,0.019760649740237928,0.03560154299879286
AANAT,,-0.012707222435934992,-0.018482766586598264,,-0.059226810700239,-0.008913038055993958,0.05475512496752681,-0.02127334047563989,,,-0.032037405582484614,0.0977110340924775
RELN,-0.017003710621511278,-0.018094661616859777,-0.02046201792437676,,,,,0.015770726944249296,-0.018117917600043842,-0.022923504357641792,,-0.03358366441931605
IL15,-0.04739340514974784,-0.002555475259335984,0.06106812665440342,0.016664349236185785,-0.06826505489265165,-0.04798670504997526,0.10984285887084287,-0.03355349310619801,0.1126891995831815,-0.0337594637706295,0.000977605904156646,0.06375817110152929
UTS2,,,,0.014519548520540835,0.023277392017926887,0.05579278536599771,,,,,,
BSG,0.03860271067514228,-0.07081218520419154,-0.01690519565769039,-0.02444073232100825,-0.06404435555752987,-0.009480685693600109,-0.04747111176101854,0.008322860194607361,0.04418389700614453,0.11714776636068835,0.030001544631878877,0.027525387510136713
ADAMTS3,0.08394238581536481,-0.005316180113336496,-0.003753589570995814,-0.026600265135517824,-0.025791213145736944,0.10121496185647816,0.053539553021259054,0.010595314328345956,-0.03202023326782023,0.11796313748678838,0.03957843667544156,0.024327545598662736
CD34,0.004851700319461361,-0.031249239907929462,0.07730766576708449,0.028279201120349425,0.06069554189276721,0.022181041352225137,0.01307688532830437,-0.06848110271016274,-0.005261597518564778,0.032504415219724206,0.03142688209981158,-0.023029656182031004
CCL23,,,,0.08845319327792533,,,,,,,,
PLAT,-0.0716794792471783,-0.010126809956680964,0.012406767359009916,0.022157916372600093,0.046862041734448745,0.10094158329583203,0.06136040346901218,0.058762641889323015,0.0872629887279597,0.043066964632722936,0.004139105981408498,-0.03415939118223366
NTF3,,,,,,0.04499514874436706,-0.02259073371973962,,0.039758353362588095,,,
LTA,,-0.01223837950549316,-0.017141913865500184,,,,,,,,0.026892643711496446,
CKLF,-0.015821188498671212,0.0018511468613344267,0.005889069798057681,0.03489531468278901,-0.07598112890662076,0.08430230051077028,0.06617127947917988,-0.041077166569575704,0.007199001456133917,0.08029413555269692,-0.05513432009423674,-0.04320562127859846
CD24,-0.0473934072145906,0.06285819247141572,-0.02097397530306606,0.051106333121642304,-0.1336144968825365,0.02485993166969729,0.054836950617248796,-0.06357605120226259,-0.0035175390517288795,-0.054402893946961864,0.02945897042202469,0.07395830964315181
HSP90AA1,0.014484480977260307,-0.0012836672194025398,-0.02590553577450618,-0.008885613026844206,0.05514738186767464,-0.07953379475755376,-0.06084259719987199,0.020379153189555972,-0.00020954540979132918,-0.08070269030486026,-0.028348958936558883,0.021894130364743
BMP4,0.0007799273536497784,0.027101781849770364,-0.014606681106131215,-0.030505134751134724,-0.020153602891210782,0.10107974334067003,0.01472724338590635,-0.05597711842329611,-0.009219085321478577,,-0.007666154794102469,-0.017567294923204586
SCGB3A1,,,-0.011961400803016038,0.013340505398474777,0.04611120743978865,0.03287900555337422,0.05522924765435346,,0.019769269974391015,,-0.01625602610705969,0.010102983841525625
IGFBP4,0.00019047741526009374,-0.002147323248123839,-0.011094083929505373,-0.02192336901487107,0.011347299401610762,0.03330673278013122,-0.04012018470071452,-0.028043630403304407,0.04655662479469146,0.049405966521230936,0.0371491069959849,-0.01760904375635612
RSPO4,,-0.014233980418468626,-0.02377853321430136,,,,,,0.014245518814493843,,-0.002996322666465102,-0.038706402611680256
LEFTY2,0.0021227548988859927,0.009498148006561798,-0.02116150123233409,0.1085214912864224,0.05058428187608112,0.04194181237034338,-0.018236480708377707,-0.018547053564984144,-0.014875118217529371,-0.01091727350598885,0.03931368041107689,0.04666956410764963
PF4,,,,,,,-0.014537051278473398,,,,0.015293711486191285,0.01528127696616488
ANGPTL2,0.06417569788096694,0.0466131479061745,0.013957891507892655,-0.0004591997111467484,-0.041529889015839414,0.11915393196448304,0.05336559686195757,0.012319827177998203,0.003667147813649936,0.0665279387875364,0.030955145987526328,0.005066876202861894
LRIG2,-0.019980544582833114,-0.006428413615177373,0.0037103551241164127,-0.02932920330973094,-0.07366069449990405,0.029711897564157704,0.010240886222495998,-0.0800186457569499,-0.012712531669941025,-0.04484485463068751,0.04836712698817755,0.030343958350466424
ICOSLG,-0.06353304144704523,0.01622044541557581,0.0876494453662717,0.04779905075433428,0.16221063908875857,0.01901980608734411,0.04950303147348112,0.0019074390534270095,0.02078951561810057,0.0003727765043453982,-0.011380882710277295,0.08589259999727138
WIF1,,-0.010984025547390298,-0.05724478380556383,,,,,,-0.019500943631993103,-0.03435317959022738,,-0.026268950853040443
NPPC,0.0008964474377794023,-0.021426343814332446,-0.008185631940955085,0.010220590348520167,0.02169225102329423,-0.03501421644663611,-0.027505075582870374,0.02355985831996914,-0.00646031541038215,-0.039378258886530335,,-0.01789099855905343
LYZ,0.045857245179625146,0.02569203413228284,-0.003028769569484235,0.05561345125982465,-0.07615873402797063,0.06288073222013735,-0.011542846549520805,-0.016597002709829178,-0.0765280408305276,0.05443624239885221,-0.01345045577064308,-0.003217177953546871
EREG,,,,,,-0.0012540991782125086,-0.04619210414758592,,0.03145266517156045,,0.0042177939214380535,0.029664285045159347
SPTAN1,0.010589471189203704,0.05207945214609312,-0.04605067786862275,0.0300984185622504,-0.018284754438468807,0.006848435637277498,-0.0018950695057365077,-0.017685027517067683,-0.004504520836904159,0.03397553389965229,-0.017139315783886243,-0.03688507465434528
PTH2,,,,,,,,,0.04391334165517931,,,
LIPC,0.045489538418316405,-0.006003440875511672,0.0739056002049461,0.03825772136999467,-0.04412990722864225,,,0.05107053700321432,,,-0.004778675193044243,-0.004178374015510271
COL8A1,0.022592513937074038,0.022568772469777523,0.01851283814294335,-0.006921750229071073,-0.011241368175957243,0.03699474848235646,0.01295115390754011,0.056823072194746596,-0.005829290389265705,-0.0728105208975224,0.0761547686772922,0.0810196958305727
GSTM2,0.047831237273812624,-0.033841899427303646,0.00843911975550835,0.033160453930530874,-0.03262546121266946,0.11561828378653947,7.182446515923263e-05,-0.04212216867541758,-0.03521476148949178,0.007270883379870719,0.02828246277932923,0.013718883713544777
IL4,,,,,0.1753904314844079,,,,,,,
SPX,0.05152016300673145,-0.03864033584358263,-0.039583734105321164,0.020933702483729336,,-0.01528431997660375,0.004734466540769476,0.030423416672872506,-0.05162534675716835,-0.08241780783630943,0.04427238022367047,-0.0013112480932494753
MFGE8,0.005741515845159752,-0.04820550279829362,0.02593656501794726,-0.051740226668519476,-0.04050735996514977,0.016985374411703894,-0.03159440745188068,0.03353515732524589,-0.0038991416586151204,0.12108679881236495,0.021394127863848405,0.018890605001880695
TGFA,-0.0462106213470645,-0.004454941580062047,0.04778219047680679,-0.055289685160444114,-0.055796520107893884,0.027251445603100555,0.05072763903817552,0.026833375101450684,0.06115334690939107,0.006953676672460964,0.013768663492568355,0.0788941609659814
SLIT2,-0.021108231996338198,-0.028860521256880094,-0.0385587518570179,0.0692341270787662,0.05939456935522051,-0.06703341388448275,0.01758269449252122,0.013507718190593404,0.03949319686112575,0.020431583369121688,0.02121685574413463,0.10876932306268386
PLTP,0.049725287058760205,0.020430616290851644,0.007652723367451559,-0.024063677958054325,-0.03437243256871076,0.10096343387591149,0.03256447000501422,0.03228997869649129,0.026763029127255505,0.06259022001049214,-0.020854549293257148,-0.06159136906051871
APOD,-0.01503139172195927,0.054728415983580345,0.01741337429011236,0.050358755005300626,0.06117063910276805,0.052035228701882014,0.04079790554256817,0.03917653881212035,-0.006179276185641509,0.002172711083364578,-0.03324111503320627,-0.15979115357602333
B2M,-0.05349950836097841,0.07825027208293839,0.012664845061651742,0.0690587636475436,-0.12156668197055298,0.0706726473731853,0.02043946078629452,-0.006653855619033068,0.02270289736513163,0.20975490965763058,-0.0078008438943130785,0.009974754261596037
OMG,-0.022140029160888322,-0.0036815149125866936,0.0225012037219845,0.14429120738735005,-0.01786190915402653,0.057001500719466865,0.06226612982284338,0.043577145574965004,0.013878309632485814,0.07281368862970884,0.011111669262648269,-0.041056275061764
CXCL3,-0.016517134123489437,-0.03456832090940577,-0.012345282150446855,-0.023691407372991635,-0.003100669214122491,-0.052964952426610215,-0.04937471451827,-0.025547592555537305,0.021478343975326334,-0.047082997154695334,-0.03484134270997482,0.06756757377779578
CXCL10,0.04184392627244685,0.049239580600439405,-0.01961814733546694,0.05135756632510561,-0.06351719272836995,-0.030831202678242565,-0.01949840000455208,-0.03441805660497392,0.00935176807556714,,0.02106475265857182,-0.00799023998546672
RSPO3,,-0.021498275757120648,-0.012900581915210563,,,0.03941635049263742,0.05124277857394587,,0.00459113605468103,-0.04071753495071666,-0.03072818584589635,-0.03320358031245291
CORT,-0.02051045887002445,-0.03292289033932254,0.01845105571214286,,,0.01853413338323796,0.01108028428559865,,-0.03488897821462188,0.15987652872549843,,
NCAN,0.0038373514501195845,-0.012406516408028215,0.04320428972629848,0.054885231009704626,-0.016639137416448003,0.11224607738817749,0.05778923771727892,0.017844212741424226,-0.023565594638064402,0.11315989227468504,-0.030340302942078016,-0.055573632010383844
PRG4,,-0.018190461907277224,0.13975274470279453,,,0.03299692882716697,-0.022446657863266363,,0.0016456728887347236,,0.04920588254131159,0.08078663275588895
ZG16B,,-0.009724503498629482,,,,,,,,,-0.03831474078612277,-0.03308178263202678
TGM2,-0.066469896413157,-0.014031829950346873,-0.005450025659744369,0.045500946345082026,0.05252091859793548,0.00036728559338148546,-0.015067030462460697,-0.00971758141804166,-0.04642880752751391,-0.03200883318126526,-0.033433442332938004,0.025065489812618802
VEGFC,-0.02051046019062809,-0.026185688717827144,0.006280851876149304,0.00011477577539623241,0.0015240006198437627,0.04144085275232045,-0.030479875499938656,0.02480743648767761,-0.013489444069529113,,0.0760886510235961,0.0174779212973469
WNT6,,-0.008878250633147846,-0.01343398324926292,,-0.05349215441819619,0.047566032465153146,0.09090453920799398,,-0.014630076541934732,,0.02006854319559594,-0.034183406709866686
NRG4,,-0.0034233090220731756,0.019716627665982745,,,,,-0.02705876280364472,0.026071398427033772,,-0.00279128223427403,0.06840546128507263
PMCH,,0.08236862996807116,,,,0.1010658068260258,-0.021343650125993697,,-0.015949550023890466,,-0.006489876122131532,-0.011083989028498272
COL9A1,0.08613719869198067,0.02021687547478446,-0.020462025772861412,0.05450693511675917,-0.04525795330119091,0.08529989783222607,0.0720368039870115,0.026134020379183442,0.021720635155144986,,-0.00215786510224728,0.041028706236703724
GDF11,0.0016101026734754629,0.01949191091758398,0.02125914747131412,0.054984624838540996,0.02988059873114952,-0.015263246068055566,0.025096465713637828,-0.016269734491290638,0.03992638591416436,0.03452529988803775,0.06605751434810511,0.06998674053132135
RAET1E,,,,,,,,,,,0.09191802853453393,
IL24,,,,,,-0.022626442900985894,-0.014305265386746762,,,,,0.05827186418742737
SORBS1,0.019069777762036392,-0.023942873794114736,0.03316354298556391,0.030918715983785774,-0.06345711605897937,0.04303261516225275,0.011594278393400378,0.010237503585311787,0.02313271939388945,0.04406081585995063,0.0007333788239923697,-0.0469493652108936
DLL1,0.011161746389395733,-0.012679647111915524,-0.0010067536565671056,0.11344508684257894,0.005275134789216315,0.10469250771405325,0.06443069425500834,0.024113750140244618,0.005814648469528831,0.04389494496573788,0.04820447337604309,0.004010718471301876
TLN1,-0.025857438709337932,0.03071611096497019,0.014337254710697342,-0.01660638679067913,0.02483397079543268,-0.0037129269586709352,-0.024498151496029436,-0.018068747741484235,-0.0577018890171203,0.091751943709932,-0.027435139478497197,0.04306179548659744
COL2A1,-0.01926456624291899,,-0.012532995906366808,,,0.034794447353409766,-0.03728389768570465,,-0.03360029665092174,,0.0016308375109897828,-0.03391318749379388
SHH,,-0.01769072312599411,-0.011961399757515145,0.05117346828547073,-0.01669118378283285,-0.04150137997544296,0.02220884607962226,0.04868260736844318,-0.013444318534008107,,0.003765753631419775,-0.038830541628599204
PON2,0.07859614433654727,-0.00024840212486744413,-0.0037623134905701195,-0.018347852272651222,-0.07768953840214317,0.11001658050355735,0.04630656271304179,-0.0031736138280704963,0.021637272080388025,-0.015397390232145494,0.038246413282149776,0.004982474473809977
ICAM5,,0.006013366823921434,-0.023359967607815172,,,-0.04137400626690452,0.08922204141591143,,-0.01070608702052898,-0.0134326071473282,-0.005767281109394059,0.00880666748959373
HPX,-0.021882276142564567,-0.019083735412044424,0.013660317239875916,-0.023691394978156463,-0.02565137273876218,0.02504290641006374,0.027847787856251232,0.03790778006066852,-0.008077217315178128,,0.0546360486078051,0.023437689108480618
SFRP2,,0.053635437639017715,0.03403857351063572,0.07644000182715689,-0.04218400446475421,0.03438212735220292,0.011080915508582,0.037069469243463056,0.09471870660803863,-0.023616773929061433,0.00011923920002622505,0.06011599560599865
CFC1,,-0.012238380245121654,,,,,,,,,,-0.03325227329147454
CD70,,-0.022828864208642455,,,,-0.013542523591776824,-0.02880533925904539,,0.03720682580794621,,0.062013202357523424,0.0649492032126366
HP,-0.02517170108141612,-0.01705968547259338,0.055239126865165404,0.011023579003692878,-0.05093051347746856,0.06284045060114439,-0.008768028704497242,-0.034655308214516005,0.034187173794490974,,0.013185405897665836,0.09807116140443696
CXCL2,-0.026291941547263904,-0.019268643607888644,-0.023674484976661556,0.043832899663582,-0.040663972018786514,0.031410381307599364,-0.014578415829039739,0.07069570145407016,0.0019134378177535181,-0.08866311289122887,0.0389532490068318,0.11799720774655063
NPPB,,-0.01071642346149559,-0.015392714838615157,,,-0.051418900977512026,-0.01039149599725629,,-0.02383825097097123,,-0.017350449377509222,
CCK,-0.02038890363499072,-0.05001200753049448,0.0033590966894444666,0.0361937889481998,,-0.033002984446974325,-0.02002384756791493,0.00488659095050456,-0.03498387536126797,-0.12518448106463473,0.003005361513284526,-0.09426945904345449
SEMA6A,-0.013637319246170562,-0.06525259059757968,0.033906385365935765,-0.036817106784546944,-0.014029152350924239,0.05963693468531894,0.04574606735135506,0.05634309580582932,-0.049234248532034015,0.06140387081673354,-0.01132250369134421,0.0582540722377355
IRAK4,-0.0035245951974048366,0.018239184749458556,-0.015956652718006656,-0.02457663866755088,0.013345047373592801,0.018761767084172324,0.06305655158972705,-0.09643761806433636,-0.005180680102533022,-0.08243404192390996,0.002399146216450635,0.020298978535704285
GSTP1,0.032173835226410145,0.02716219398085493,0.02565819229564587,-0.05520712412116133,-0.13453991441967156,-0.025796789937128462,0.0972471966340974,-0.024818688342771778,-0.010978661902259665,-0.06993244985111667,0.021486962789418845,0.04911381412206882
VCAM1,0.007060478339522943,-0.004778679579011079,-0.008100115654623374,0.07621502987331875,-0.013436446586044943,-0.0536153309667725,-0.04424179824616333,0.02899200707833831,0.05449549559991627,-0.010202143178164808,0.09561958721942321,0.013966793287470546
NXPH3,0.02697110150705832,0.005247395811237929,-0.0017839330093817015,0.013526824772361784,-0.092065517029318,0.0528833081947775,-0.014596559135185082,0.021611648352057228,0.02821659673456441,-0.03423290194088678,0.06572566714271265,-0.026038407065335528
MTMR4,-0.045787994690628206,0.06367726933806318,0.06185593161204034,0.07817183808335179,-0.048076614652332435,0.05179504261860261,0.0006144534920735501,-0.026456070664446094,-0.029107075595105177,-0.02419010745043119,0.10107907045850281,0.006354680632511452
LAMC2,,-0.013490781568970843,,,,0.003044994267881402,-0.01878682743324106,-0.026161640913414407,-0.015481526074141114,,0.05219868525689476,-0.005308181971596526
IL10,-0.021304122869851318,0.00483567236051505,0.08292677438857807,0.19563539230666335,-0.08861726845893582,-0.0040900790239895716,0.003097071685420744,0.0586502500709973,0.06696233561261894,,0.006204597169098197,-0.026889410152817383
SEMA4D,0.039986197023717016,0.004074388812228853,0.052899917233322845,0.034397838273338796,0.11315947287220994,0.08851080596757697,0.03167508239302472,-0.0005973472816063564,-0.00804561878777738,0.043775399997366446,0.03109101209908936,0.031228814846860426
TRH,-0.01883253830048454,0.06659195607620703,0.07485200812146746,0.06435157061132117,-0.08230494768552031,0.0270059003664842,0.000729529063751647,-0.05782497094944471,-0.016430492042618962,-0.035514309837756865,0.013823330370623568,0.04748891611547477
SEMA6D,-0.015478460876631895,-0.009146809780864209,0.015453579030093059,-0.03987976891806562,8.958665355971656e-05,0.02900588864215913,-0.019588793921583924,-0.008851329593183693,0.024404903313929138,-0.005651091759182218,-0.020964736576673172,0.04923436002486505
CEL,,,,,-0.03285227085088979,-0.034264289222495144,-0.023355242668636016,0.029839017924689744,-0.019551219926002714,,-0.04911413904562926,-0.023476732849617456
PDCD1LG2,0.02242298828683124,0.0025603873464818553,0.03429636387297645,-0.06525516244789525,-0.018575761930648155,-0.051230871376697865,0.06497928464635389,0.0751437689841459,-0.04263478185207405,,0.002409508393099625,0.023149868700066245
SPINT1,-0.02678056543001618,-0.02343728492943273,0.014068113552904885,-0.03383185546194609,-0.098029188396247,0.00032143898232669504,-0.017226683342101888,-0.013385690766803474,-0.02108334517120397,,0.010842086925210184,0.06754278015418635
CTHRC1,0.006349396038793688,-0.010597892579504916,0.05684517989412513,0.022600429438711756,0.0003195862225375935,0.08320300089893623,0.002543936760626156,-0.017061807085338124,0.0031327675010249514,,0.036609928531491365,0.010564764385872364
PODXL,-0.008788683074060714,-0.02389418427866286,0.021773817423254627,-0.049971478184875594,-0.026127027866174532,0.052442437895042104,0.016782070311739953,0.0006251760911400966,0.07825981913359625,0.04213029637235797,0.006227948606299184,0.010307055188173675
JAM3,-0.06340725407005202,-0.04900216209122019,0.08590020356930805,0.003895537608448872,0.12453399641618405,0.01119295844198672,0.027852102698379323,0.091480690081684,0.04071844377897884,-0.012071666737508133,0.06063778494384479,-0.014768181803360642
TGFB2,-0.03327589251460652,0.05186486588608368,-0.028691336243645234,0.028865263775835065,-0.003999243759566477,0.06254593722987097,0.005186812706036838,-0.004481023999717524,0.0074385681005599245,0.07231506066154852,0.031017864789792262,0.04168153886423551
COL18A1,-0.03664364727852222,-0.04881580038031211,0.006516153036317325,0.03670922540272535,0.018165608491445103,-0.023189911503990905,-0.040092056636701096,-0.02010580397696058,0.0323365251623516,0.07746990806846223,0.001759526308502035,-0.04277551415060856
NODAL,-0.0297940430902959,,0.041018491431642025,-0.019940790645990747,0.015658436257239186,-0.007988438844799915,-0.01767037253854357,-0.039355505908722145,-0.017704286201696017,,-0.0477814173760808,0.03221190316724661
INHBB,-0.01990586329791395,-0.006127049703401919,-0.03307336921581738,0.0518687844491017,-0.018597962883182505,0.010334699242558193,-0.0395358113277829,0.09055192603338863,0.024231959756184095,0.03404773090141495,0.005747983111795339,0.04258489758530792
LCN1,,,,-0.00620292096986133,,0.07851329356351358,-0.01668743185187043,,,,0.05740010368733237,-0.03472188158845
ARF4,-0.012639280242533265,0.006541207778153051,-0.010592146424410302,0.022922973206610586,-0.02561849132059401,0.0209600316370412,0.0293679652885332,-0.037093035018684585,0.03870325378798601,0.06279158626745557,0.03987694995460623,0.060186245869555156
CXCL14,-0.02480916691959678,0.067605417397257,0.03566988909718619,0.042981260495563216,-0.10332072063768445,0.04899588234808505,-0.024518360904443124,0.039244082781648905,-0.005183815847994916,-0.002718300885503681,-0.011327865775292153,0.1036373973014774
LIF,-0.025436881705079604,-0.0013005960344121329,-0.011978285014223641,0.03199618643167065,-0.019027828968351052,-0.033060996086950234,-0.030952093923017142,0.033093895807560475,0.055155732568964874,0.039297398524930284,0.04612985327093839,0.10723610910398572
IL17B,,,,0.004260428722240334,0.00532295937307641,-0.01719736060442421,0.01927624182786253,,-0.0220257771530175,,-0.017625060228086274,-0.014237623798669413
MMP1,,,,-0.03017573035681918,0.06457296622255854,-0.03947675325323031,-0.02750507379967969,,-0.0159495487607837,,0.046475419928541234,0.05771115028955181
MATN1,,-0.010851013336867702,-0.012532994346695435,,,0.007007725413088632,-0.015895151181608662,0.012539516524669182,-0.005994139423630942,,0.025610853726194635,0.03476659172184041
