,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
MFGE8,0.06137186601350423,0.0013559482558394478,-0.08351785924101855
TGFA,-0.04255234839096216,-0.017805587292704473,0.002589041936792665
SLIT2,-0.0693086900882047,-0.015239680799566023,-0.03590874960982584
PLTP,0.0002314139400660364,0.01400847944261981,-0.004435021270610125
APOD,-0.13153407909460185,-0.04215442708892649,0.08308398276147415
B2M,-0.11112608873702776,-0.018955559995012906,0.014738037273439943
OMG,-0.09311436346187583,-0.00339949399744766,0.023586030217896983
CXCL3,0.048139103379017195,-0.0427100022516417,-0.017927702111192913
CXCL10,0.00048067585634893584,-0.01799380491517924,-0.024152438814686233
RSPO3,-0.04531762142778288,-0.015280475517087265,
CORT,-0.022750109241907606,-0.01403842848442497,
NCAN,-0.07106537086956578,-0.018480262845536954,-0.09682859246605136
PRG4,-0.02185252826486147,-0.020714560297003585,
TGM2,-0.04680127852138315,-0.024790360304766657,-0.03863867536138402
VEGFC,-0.025676569017260956,-0.028127894260903813,0.0661594709523805
WNT6,-0.029784151819221658,-0.010855542529175867,
NRG4,,,0.08886002259079198
PMCH,-0.020279432750736362,-0.019696666211346088,
COL9A1,-0.024403898911254312,-0.004994409599167663,-0.06102177814496987
GDF11,0.01274936054141146,0.015500750465493094,0.031788491838816005
IL24,-0.015119856386871394,-0.013201398810614894,
SORBS1,-0.06152007344551217,0.07240403581318385,-0.023089168832257874
DLL1,-0.0397778408230394,-0.02241712957553007,-0.035352543098550515
TLN1,0.05927311562433369,-0.01408432774750368,-0.06695227649154376
COL2A1,-0.01969573018428548,-0.034406883707250306,
SHH,0.007127224773566799,0.052935552526508355,-0.047818697782103556
PON2,-0.08366279737749145,-0.020624821302045557,0.031642266271426286
ICAM5,-0.018365657007659925,0.05550025687899019,
HPX,-0.03829187367288823,-0.007766673780929954,0.015728738058527543
SFRP2,-0.08172223231985996,0.00746213684081384,0.08639860877008101
CD70,-0.04857322629469914,-0.02093875093032922,
HP,-0.05630416656008704,-0.03685395649463022,-0.024318927150995227
CXCL2,-0.031952928266494686,-0.06092860416577209,0.017332036805649795
NPPB,0.003786523831617645,0.020930003550964558,
CCK,-0.05817171155463978,-0.04021844106058288,0.03515876773536797
SEMA6A,-0.0736447054420577,0.029123086605311287,-0.09835438594964768
IRAK4,-0.03324458345870121,0.02207490355739097,0.023574966500624725
GSTP1,-0.04478877916740152,0.05948899177822873,0.04744026354417693
VCAM1,-0.0665028075186238,-0.0391563733577755,-0.05408656778395348
NXPH3,-0.03599611524390938,0.04840768028337953,0.034012969435674105
MTMR4,-0.07440194092013105,-0.03922238208966955,0.01417235257276529
LAMC2,-0.01858848415619803,-0.017337140879762288,-0.018358602831797282
IL10,-0.03538095252521382,0.09343634258746868,-0.017708635495287145
SEMA4D,-0.07096315700783525,-0.030181056487287916,0.05456370647246827
TRH,-0.052418088812628015,0.034325005961208827,-0.04057794688546246
SEMA6D,-0.06329539001764797,-0.04603565510534111,0.11663624337012016
CEL,0.036604381197525106,-0.02155303410679828,-0.035786694549072476
PDCD1LG2,0.019222656552971357,-0.03965286614783743,0.027306733706846116
SPINT1,-0.043643305391783765,-0.026287017854781575,-0.005092354221979125
CTHRC1,0.0027848722491037713,-0.048819360776410775,-0.008310572251651315
PODXL,-0.07048044652069263,-0.004894043163748817,-0.024996456079640607
JAM3,-0.04850596888328081,-0.011694310514617641,-0.09742471294268262
TGFB2,0.024439106880314913,-0.06452549600250669,0.03569269609240719
COL18A1,-0.00925433067713124,0.01846320251603876,0.02472826367536084
NODAL,-0.022602676861063556,-0.016306837287308883,0.008849335191714837
INHBB,0.04376718704945925,0.0025582944670404146,-0.00012964526589519948
LCN1,-0.005128476572737693,-0.015399745271807116,
ARF4,-0.0480966227476934,0.02754362235100342,-0.023183639598410865
CXCL14,0.06028923161489524,0.021536614668557132,-0.059115205468779436
LIF,-0.007047107477419785,-0.05486197789301868,-0.04852790684617033
IL17B,-0.02092127852121811,-0.024657401523555913,
MMP1,0.02566434995874018,-0.025382643294501097,
MATN1,-0.03025127767867401,0.004503901052174538,0.008636699370404649
ADAM28,-0.006702111933005775,-0.004714106344093618,0.02004458118328594
TCN2,-0.039384695734699195,-0.04105626744641656,-0.005953058846504819
CUBN,-0.04079029275444699,-0.01320544841600009,-0.04343153373358904
TIMP3,-0.013844760749950582,-0.004218805529651221,-0.05441282893648727
PIGF,-0.0612766797335703,0.04022623283871174,0.018446842923312525
CRH,-0.03038643857061256,-0.033565313926755644,0.03721967097201264
BDNF,-0.03588969012259444,0.005889956439435593,-0.03978770175667169
CCL5,-0.039068550035620604,-0.042954949055445155,-0.027575166778712957
GAD1,-0.06278922077073003,0.03593578771239177,0.04599805647457933
COL14A1,-0.0036195848893715034,-0.010022259368500925,0.041414869976861605
HLA-A,0.10752174596118078,0.026847401236875068,-0.04351518653002958
FGF18,-0.006053450778714903,-0.024039058313799527,
ADM,0.11639914443404328,0.028526634756601162,0.07884244263407165
GNAI2,-0.02382234927983456,-0.002944165851999009,-0.04868363724377174
COL11A1,-0.08208161902155309,0.04612269208981056,0.006230705579958418
NUCB2,0.06272468224544753,-0.03975944516262645,0.11855347892019164
CXCL1,0.030046084081669425,-0.03176548066516271,0.0664332513554344
VCAN,0.028841009612832764,-0.04654871727078453,-0.048800838283794494
MMP7,0.07804609430728587,-0.03482573948592747,
PTPN6,-0.052241051999327805,0.009328929270274804,0.0002234143679787897
PTGS2,0.05948758989753066,0.007129995762565171,-0.022958008579233212
CD58,0.0004478215730861169,-0.043029409654214375,0.05254665327272614
TNFSF14,0.0691374334383736,-0.026207562665734468,-0.03864047722578361
CNTN4,-0.040403899167584946,-0.0026698080513361086,-0.02330468409116066
INSL3,-0.022004354095424172,0.011650381637372505,
MFNG,-0.015380560170652093,0.007081274783876052,-0.04619997923764989
ICAM1,-0.03533041429490523,0.06878920181599846,-0.0442637785306555
PROS1,-0.020354807608239746,0.022335284400066133,-0.07840850001865433
CLCF1,-0.044202250622053414,0.004578816729810172,0.008436611505105275
PSAP,-0.01956333890479425,0.013086668094036774,0.021441022352532504
EFEMP1,-0.062243793033854564,0.0533224644408269,-0.026604184378488015
C1QTNF1,-0.04620111064861471,-0.01482684203395471,-0.0056036186725328015
ALB,0.03975769650557802,-0.02342669484319548,0.14213458123458175
CCL13,-0.014687663858903997,,
EFNA3,-0.050819720054549655,0.012476036975024378,-0.0023246841374510475
DRAXIN,-0.04518863871800158,0.04034658364638378,-0.025064957486508548
RAET1L,,-0.015399735179458909,
NPTX2,-0.04138728384661331,-0.03841750865945148,-0.07117224322990967
FGF11,0.10285996603853985,0.07933737252887754,-0.010239946367692841
CD59,-0.020023365021425727,-0.030165554416333264,-0.061399298800641586
COL9A2,-0.10640457112011896,-0.006595676979034705,-0.061045320905182325
DLL3,-0.048377766700360744,0.05063082531060353,-0.012870775767277985
LIN7C,-0.0018357249111878257,-0.03421168721442401,-0.0013497891951795653
GDF7,,0.10915187672900331,0.03710139960705938
PSPN,0.004124346712658157,0.02340663239233392,-0.010934518075075403
ANGPT1,0.035735302957807434,0.03339999712151674,0.0420173910129301
PNOC,,-0.01403843001176321,
L1CAM,0.06130885259238726,0.06666547768014457,0.004974367934718855
APOA1,-0.036840578505730144,-0.009361713110970586,-0.02561746569576444
PSEN1,-0.03293191788130597,-0.032648309826020495,0.045139334684812564
CALM2,-0.09973850305107704,0.012323010895941068,0.03694958430056777
CLEC2B,0.04785602171767353,0.02159179425613866,0.012356447406877667
NTNG1,-0.018198605464179275,0.017884125736325356,-0.015765704167255826
LRIG1,-0.08905324259833479,0.01605371210116158,-0.028792911234930624
CPAMD8,,-0.014830710110583085,0.02413587013426309
GHRL,,,-0.03735128703858036
NPY,-0.007511330345139702,0.004140352286277514,-0.044815841459828476
MMP2,-0.14093253809004466,0.022152271133050776,-0.10013120709048169
PPY,-0.014446845796248237,0.05602267088389914,
ALKAL2,-0.03163550507932662,0.041972098520433036,-0.032759832400163426
CSF1,-0.04302519706482349,0.027631323268599798,-0.0562122088219915
SEMA4C,-0.07665600637695091,0.020852391409788024,-0.008983654676398506
ICAM2,-0.03652336133509179,-0.05608944278266679,-0.026200603694757078
SYTL3,-0.04244054325879357,-0.004071533172695114,0.042394702274318054
IL1A,-0.02438597839659903,-0.010495867827837745,-0.035908732443458595
HLA-G,-0.0036960487984357064,-0.037338401242173955,
PGF,-0.08177840020160951,-0.01384972598587398,-0.0208491933951647
LGALS8,-0.06745155303422046,-0.029670846803110558,-0.048617309509200235
DKK3,-0.11263489834945699,0.014095348461974981,-0.006985541652367803
COL16A1,-0.01914651366063532,0.041351143566870766,0.009143635165647916
TPH1,-0.03558700198034478,0.029112319901253677,-0.036030508037876496
TNC,-0.006061741301455153,0.028768434903560774,-0.0665042879565385
TNFSF9,-0.03609848054363007,-0.01998076744662154,0.01921499583218359
C4A,-0.016352008853494283,,-0.025298148767760223
CNTN2,-0.08870195327274914,-0.045924728645132806,0.06562571027172139
F7,-0.02060258705154697,,
LUM,-0.011291756762495421,-0.006111013356734119,-0.04302911567753179
BTC,-0.014905247421163214,-0.022496511960743603,-0.021706766388618695
APOC1,-0.06984298418568305,-0.023155067257009047,-0.03890816928049133
PKM,0.0267600616084927,0.040508815090756614,0.004316318402170761
TNF,-0.014467013738496886,-0.015399739379740146,
GNAS,0.06267826666611578,0.005919441510427611,-0.09983914776586907
BMP8B,-0.056006441138258194,-0.09314312525054695,0.07000966679827664
LIPH,-0.01468766926066947,-0.017169384549251043,
CCL28,,,-0.017487053128355797
PTPN11,0.054169590788092706,-0.00355807925111283,0.049510503241923194
ADAM12,-0.04297287867370427,0.007589174317088675,-0.02657695685897394
EPO,-0.015951183921486835,-0.017831714738268282,
EDN3,0.022551462936957433,-0.04756085318908065,-0.04300023156346279
CCL22,0.05508012554115242,0.008991527359075891,-0.021706767349276106
CCL2,-0.0435898189727902,-0.03904448235399894,0.05154051150944294
DSCAM,-0.059099259348896635,-0.026895372137758066,-0.021726145926856445
ANG,0.028406175741553404,-0.004127916475151889,0.053939448566745825
FBLN2,-0.019419230865634636,0.001972969409430648,-0.042891984644114214
VTN,-0.018233294815077305,-0.012538902328256048,
VEGFA,0.1039688613930781,0.03685367646318807,0.009316387871536437
F10,,0.1163386156734257,0.11868386415278398
SERPINA1,0.031613865090743626,0.0180829517237251,0.002373953077601605
VWF,-0.031117848502682066,-0.03650313432254585,-0.008160528501318416
GDNF,-0.0012815223875402189,0.0029820221152854925,
VASP,-0.036841901693240406,0.050353535230666636,-0.04930798438043474
ADAM15,-0.031017442706527443,0.06245586214604828,-0.04109461001588933
WNT2,0.048829694660911686,0.0037527778065667553,
CALCB,-0.01731624654269669,-0.0216900058350287,
OLFM2,-0.025094118011504272,-0.015180874649891313,-0.07164264520654293
MFAP2,-0.01705903074948118,0.020593966636816903,-0.016406282876202646
HLA-C,0.017438705258358955,0.0031166493397846527,-0.03183226132576273
THBS1,0.021572946501213868,0.05095790450462225,-0.06129513016134223
HSPA4,0.04481823525531405,-0.012380323835394613,0.07500772113547423
LMAN1,0.022932745774520657,0.06362829323428772,0.0017018581652226273
LYPD3,-0.03327044328303323,-0.008182596829783546,
APOE,-0.015737283292763457,-0.05278019191685715,-0.02189982201225115
SOSTDC1,-0.01806877237486966,-0.033742124970540466,
ANXA1,0.06332812743934062,0.03507588899163888,-0.048714198971393674
WNT2B,-0.011815128125481071,0.03666908573236832,0.02864357608589046
AMH,-0.023987109148618797,0.04421813868097848,-0.01748705089838481
GDF10,-0.024596819496900152,0.0018672930960580622,0.06996442095034879
EFNB3,-0.0656641421471433,-0.030587306083717385,-0.012469581561725864
LTB,-0.045931465877414264,-0.011649136104058162,-0.04212954797129666
ANGPT2,-0.002872517560196873,-0.023234227526478735,-0.0027767263549556176
NRTN,,,-0.02207063003801177
ADAM17,-0.03194805180493369,-0.06916914995781746,0.003665117393804437
LRPAP1,-0.05187472269312063,0.07597906906604421,0.018795228430759137
NID1,-0.017287804712208157,-0.062420739289041356,-0.012952875095389274
MST1,-0.03866380224520672,0.033927045529877346,-0.046291732080733984
DCN,-0.0017555191251458961,-0.07530622406684505,0.0030103489512752135
IGFL2,,-0.017668260451829332,
COL7A1,-0.009616305689799086,0.1135604782224403,0.006502061479084144
CALR,0.12923434527773844,-0.005113626002821847,-0.0628740961219634
PIGA,-0.021186794112024655,-0.026253036291217734,-0.0298247224222745
CD200,-0.014677470816106715,-0.023795088891007822,-0.01606713313330464
GRP,,0.1282257754605692,0.018145416388355484
CDH1,-0.04584405313988051,0.01504433892769229,-0.033663331896964785
LPL,-0.10367204024761989,-0.009105616921790361,-0.051694036742544455
SEMA5A,-0.13976079542473938,0.013693159262960991,-0.036961925585972576
SEMA7A,-0.05686108139593221,-0.04017096471236327,-0.034299040377561825
SEMA4G,-0.03141685542648405,0.013972964151234052,0.05199176943187329
SEMA3B,-0.06404759933546304,0.06180182752625843,0.06912356237066479
RPH3A,-0.087142169807057,0.004793907923092455,0.06079246634572056
JAG2,-0.05977894062192029,0.040631952637837344,0.044497386320946325
CGN,-0.02871232501826686,-0.03730327680072078,-0.04596789707079679
GDF15,0.04653672246615652,0.011092155583264684,0.0032217849231091773
SEMA4F,-0.03542941555339126,0.008312487137778499,-0.042936914451386185
NXPH1,-0.09102096669734752,0.03316334664037091,-0.09247499590338636
ARF1,-0.0015630338090078088,-0.05872476941211886,0.010415214630414126
EBI3,-0.049105855989178986,0.004876496444903205,-0.012516388416338155
TIMP1,0.11057669754300248,-0.0026641281498672475,-0.12190441424539318
SEMA3C,0.01032646276962499,0.012283311268441255,0.01459765905974363
GAS6,-0.01509454917012325,-0.007971857331619581,-0.005053576260166304
MEPE,-0.027605331174530134,-0.025382642022908512,
SERPINE1,0.06391608165053501,-0.039871242475066085,-0.012646335970006415
RSPO2,-0.022305279962172804,-0.023913766160574647,-0.012250330593982783
SHBG,-0.02390106613346928,0.014345744712199841,-0.02922076248968283
LGALS3BP,-0.05320715629514886,-0.09250803757439376,-0.037051052142171144
LAMB1,-0.07926074018319153,0.03740521573411322,-0.07992740363668303
SPTBN2,-0.08016783299807681,0.07659169534181745,-0.07274125375095646
COL1A2,0.013832958444327798,-0.05924726311819924,-0.05189217583420963
WNT11,-0.04226416543176933,0.05260570729171199,
LGALS1,0.09475904693789364,0.04254670286069694,-0.03479276442942085
BCAN,-0.11811803647817518,-0.01881583303308822,-0.0025529829429028115
ANOS1,-0.056295007202905374,-0.02788620543029866,0.043172012274084653
EDA,-0.0325081994593975,0.0018913535622574014,-0.0321027926189424
FGF22,0.011644854172048448,-0.016829264160900175,-0.02364693514835079
SHANK1,0.066240112950178,0.017086093908636326,
NPVF,0.005325138559694754,-0.01521227644497768,
TGFB1,0.04916250166052215,0.02490001713399986,0.02559185401971381
MSTN,-0.020441586065341823,-0.031285284922095265,-0.012861739540840056
WNT4,-0.07695763005184983,0.027911028545960108,-0.01703589774213364
TNFSF4,0.029204350437748026,-0.03680100791927453,-0.026246272858505212
NTN1,-0.11195458161554415,-0.007627340560430361,0.010553282826261126
CXCL12,0.015847220915873744,0.01359941414464711,-0.004217214727909508
GNRH1,-0.03819405437537059,-0.020711829251961064,-0.017262834247081707
FGF8,-0.027228599649110532,0.01861322183044219,
RIMS1,-0.029378451209819786,-0.03329725323516,-0.03928924170766579
FGF14,-0.0611845379265722,-0.04751038150694411,0.007906506298579603
IGF1,-0.06034069359257567,-0.023464535325994698,0.01604359061187093
TNFSF10,-0.0210218355795246,-0.013466682034022001,-0.022370767384258985
GDF5,-0.03589450106711981,-0.02018254992918159,-0.02545684040609442
CHAD,-0.0364029253624293,-0.036801011816478074,0.08605347665649427
RGMA,-0.042958581786221035,-0.025884365193353045,0.03142455968782859
WNT16,,,-0.015856126294717134
CX3CL1,-0.056348365743225555,-0.0491683988984467,0.03696057698172992
FGF1,-0.08651701464333443,-0.03684825055321051,-0.005480551837279274
ALOX5AP,0.05386763413496045,0.021437211384515414,0.11154220450650122
IL1RN,0.007211708123556065,0.07207655541196158,
PCSK9,-0.015747212883146164,-0.016129215961992578,
NPW,0.013306632714767883,0.06283149670305307,-0.017708629617342538
CXCL9,,,-0.020772532675286438
ANGPTL4,0.08111715808999921,0.03234610594653248,0.15247282432622017
UCN2,-0.02722860423362631,0.06134890681111021,
COL4A3,,-0.012763377683593657,-0.011769548590802582
NRG3,-0.06026354194895245,-0.008457199611419627,-0.04827844962081347
IL23A,0.09620931578367789,-0.02071455722474233,
COLQ,-0.05706854399018173,-0.001579792494760209,-0.02545565661074356
SCGB1A1,,-0.020283889630841562,
TNFSF12,-0.05822291484826705,0.05312848786746348,-0.03976633622639319
DKK2,-0.01858848502437763,,
FYN,-0.1025184295467343,-0.03572080374334019,-0.0008054633746048865
ACE,-0.0303073359104124,-0.05639909013854065,-0.0497718101283944
IL18,-0.060236756837702736,-0.03200556377806922,-0.04299266595418423
PPBP,-0.0192809410634371,-0.019093323133304557,-0.020388163954837328
CCL27,-0.03579221142287755,-0.03355046485753238,0.07148586629206542
SERPING1,-0.00039748425252515886,-0.018331331593409182,-0.025772502281447392
AZGP1,0.02617025108850004,0.04625152205214264,-0.05193634512191382
INHA,-0.03780103891186697,-0.03918037772011755,-0.017708629512379295
SEMA3G,,,-0.016337570122017312
COL6A1,0.03722211182788381,-0.01380022050856487,-0.038712403401678884
FGF17,0.010027832683233786,-0.009333982588375294,
TNFSF8,-0.020921272388169064,-0.01766825855091663,-0.015856132459100326
FGF20,-0.022750114887821492,-0.02757433576551316,-0.042019933213415614
ICAM3,-0.08765849577500913,-0.019025671505628367,0.003768305718489889
LAMA4,0.017760213255867335,-0.03932349946139283,-0.03865722674662231
DLL4,-0.04002389947802915,-0.03332433202435014,-0.04383227779984837
SEMA3A,0.007968736524225166,-0.005205660259949661,-0.04427320767985034
RLN2,-0.014467009041752268,,-0.0264015216453935
C5,-0.03808868604773063,-0.025733677629574396,-0.05335320961962203
COMP,,,-0.01898814379480764
C1QA,-0.005141341830934647,-0.0394158729057698,-0.04938982515929628
COL9A3,-0.04674674569529645,0.046655414726307326,0.014846315112459636
HGF,-0.0017150967229556551,-0.02455101313865727,-0.08196418864340858
P4HB,0.08420218373715174,0.0016629751608811451,-0.02590660370518829
ADCYAP1,-0.002639447085959337,-0.00821475544435956,-0.03197015113927427
GREM1,0.026138972409245086,-0.05021340702394701,0.010442379601243518
EGF,-0.017688304567331586,-0.01539974282163983,-0.00295563410555601
VEGFB,0.013546808653364025,0.0016555841243839722,0.037746964011609284
FARP2,-0.04012963821993064,-0.0716701105883988,-0.056713735688382894
IHH,0.00434802347512191,-0.01878513331452012,
LAMA2,-0.0670430497315678,-0.0613275679374407,-0.019309716922755935
SERPINC1,,-0.015399744046723325,
NRG1,-0.030482736114484463,-0.009100941624468109,
SPINK1,0.02863818411233846,0.004575296563552028,
EFEMP2,0.03313352788644625,0.08739189645965258,-0.04526710228243855
SELPLG,-0.10904346668838873,0.031216932826962047,-0.004477810286821753
GDF6,-0.013284871691413284,0.0031177742124267977,
HLA-E,0.07336766144982827,-0.0013540833946792262,-0.01999700029665926
PTN,-0.030549096628920625,0.04127886347024804,-0.12803277829658702
CD274,-0.04774644601380822,-0.05029361735317501,-0.043216204292357625
CD14,-0.0020720522478690777,-0.02409998443212537,-0.011863654805950549
SFTPD,-0.04757521474626984,-0.002614179127145387,0.07865684446621633
SLIT1,-0.05352649522977897,0.04879011009459055,-0.06169411869732698
CNTF,,,-0.016337576568925916
BST1,-0.030021093994125992,0.01898304116121315,-0.038370550494599344
AGTRAP,-0.10360932946254395,0.0702387958675572,-0.0388852657335052
LAMC1,0.04196840753243767,0.019421422991011284,-0.04339914688050535
COL6A3,-0.04017516425774676,-0.05728071154459234,-0.04565535281883773
FN1,0.09353259293177364,-0.03990536342459925,-0.0029506622361340135
MIF,0.047365479318237404,0.0403389276184975,-0.032412179286453395
JAG1,0.02070898164950274,-0.004126076635786994,0.01073677401733401
NID2,-0.048242428937994304,0.019819775445955784,-0.023577737158093227
EFNB1,0.03221441393629103,0.0710041289697726,-0.01645406203733282
COL4A2,-0.04186340170095719,-0.058679072619263445,-0.03875473074015898
SPP1,0.057944417267450185,0.010659995362189626,-0.08136151209548081
PODXL2,0.0017271951198170735,-0.06839475619083292,-0.011353540711496498
FGF9,0.017665411367936593,-0.01792302371902083,
ITIH2,-0.04161899005815592,-0.034688990677461784,-0.02204534060992148
ADAM10,-0.0132872885349821,0.033446444996654875,-0.0011748920792495868
CFH,-0.05018568521699358,0.011111894048687064,0.006912305825815978
COL4A5,0.006558502436559134,0.015752001724928612,-0.04424085887717144
LTBP3,0.04853730582146384,0.04687831345506436,-0.014601478091685015
GNB3,-0.047424910310399616,-0.02314561970116068,-0.027914346380763542
COL6A2,0.05497179587110268,0.011357488461601296,-0.026960850225594038
GDF9,-0.0296664639157458,-0.01567699787887273,-0.023984954242227567
NCAM1,-0.0564916633986447,0.028958484948395584,0.010028933846477803
APOC2,-0.07868119945724196,-0.050044873160104086,0.07604914213661625
BST2,0.0075402999519458575,-0.043148425573439085,0.08977310452287264
COL5A1,-0.010070291754998992,-0.03348844469052376,-0.07561758800456471
CALM3,-0.08467985320738784,-0.013161228394881387,-0.011021255686320019
THBS2,-0.024762945742770562,-0.004278930823437164,-0.034338604570524955
SERPINE2,0.00621376925726834,-0.006403478180778972,-0.013656610397716686
EFNB2,-0.04124282943431386,-0.0236135242876241,0.036167490821339146
PROK1,-0.014467012251193925,-0.017000105120937154,-0.01633756062132381
MMP9,0.036265514412244654,0.07037673837415308,-0.03145729231204577
NPPA,-0.06046266376796067,0.06099317464633779,0.0143872404558495
APOB,,,-0.017927704913329255
C4B,,,-0.018144314771986327
NTNG2,0.05098601992973269,-0.06109995551655552,0.0002992602774462534
LAMA1,-0.05813903296666415,-0.03377365556771965,-0.03898700084831584
UCN,0.018152026687305717,-0.03552579196192725,0.07779872305279646
ARTN,-0.027228603521468366,-0.02678395081686656,-0.02260672312781869
PDGFD,-0.05867585513797505,0.0027897577694071937,-0.04001722471999462
EDN1,0.008544313529043543,-0.0033993249632273256,-0.06023443079429549
ARPC5,0.046202011416182666,-0.005316425056743293,-0.016646869606435296
GSTO1,-0.030690041820847603,0.00036257249397487074,-0.08734020167036521
PROK2,-0.01257070257564682,-0.017337137168313914,
SYK,-0.01756668463833416,0.0619466081490786,-0.022597976226388594
ST6GAL1,-0.018903314549075866,0.008996274722127492,0.023730769702355322
WNT3,0.002115874670864001,-0.022525222750878787,-0.04300024092520434
HSP90B1,0.15408856568411566,0.026497948762309206,-0.026160273140440747
ZP3,0.050515278628773835,-0.02453478077672583,0.012441115656629666
ANGPT4,,,-0.02260672211657392
NRG2,-0.0608029112781406,0.030326884574680833,-0.07516969600084
MELTF,-0.0016465553871085373,0.016598993474440923,-0.052997912831557054
NLGN1,-0.07229372718207636,-0.02369843472949683,-0.05724528735239568
SLIT3,-0.01030379956808953,-0.013124601381580309,-0.022958007248917087
CCL8,-0.035894504962389155,-0.028888622198216637,
S100A4,0.013633777043254849,0.022113923966373884,0.0990029108937457
TNFSF13B,-0.04354208412843782,0.04263149645124758,-0.0002109795793500284
HSPG2,-0.010430338150116845,-0.03126657366998918,-0.044386600404412925
FAM3C,-0.06352247456812513,0.009513463497449307,-0.03885668071845471
FLT3LG,-0.0179141035694429,0.04724992717211529,0.04536802675448467
A2M,-0.026306555088203093,-0.009090491681017004,-0.05097668548698733
VCL,0.00536700241094492,0.011691169751332412,0.02687621117129738
