,MGH258,UKF266,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CXCL3,-0.010398488743180057,,0.04913518164457489,-0.02129082564958138,-0.018319242732813486,,,0.0244317394785235,-0.06748756125014463,-0.023018542650686334,-0.04365820900908491,0.08559175095976869,0.01062530669456237,-0.08265545019422917,
CXCL10,-0.09850886554104675,0.028163424236657724,0.005237893237716351,0.023180904056803047,-0.029111493656182524,-0.03340043740879676,0.04221733292168974,0.03278721081404187,0.05001405404211749,0.013730233699882346,0.033858017731401485,,0.060074401408524256,0.07174974753566843,
RSPO3,,-0.04613766947621589,0.048877936767540174,0.02970653723078788,-0.019143255586971896,,,0.047604191604945716,0.062069030424249674,,-0.03349843620135695,-0.0062730671241979594,0.08040596413413599,0.038329401503655276,-0.056834556760952996
CORT,-0.006352325244598465,0.02792676328255345,-0.024736973707588497,0.026676508358480833,0.002051325988521711,,,0.08672043549534775,-0.021276778697108565,,-0.013961816853583801,0.021124622197069405,,,-0.07966162243275873
NCAN,-0.01292979180098655,0.0023708151071477035,-0.01324472645816807,-0.010023833379392522,0.019500199215983303,0.08884933521896564,-0.018403536092483543,0.15105144165988882,0.12762444506592466,-0.024001228087775623,0.08274740102369203,0.02568818039654696,0.11436051769825971,0.1927714963414502,-0.03569526788559873
PRG4,,,,,0.03668625747418152,,,0.07777787078436856,0.09123969195044915,,-0.03952525339465563,,0.01721301834236261,-0.05742898246945731,
ZG16B,,,,,,,-0.046008846875325464,,,,,,-0.02780354310974391,0.0649506265455376,
TGM2,0.01872291073308333,0.056269684068461855,0.053286840380015514,0.04622091979310497,-0.0318489500351324,-0.0012006376168102204,0.14919818065245513,-0.02267300164304632,-0.014017233401596073,-0.014054192261772399,-0.03812911563806552,-0.03457217057392263,-0.02814753142631592,0.025709034705372457,0.07126828541567803
VEGFC,-0.0044917190103233836,0.0532145664813873,0.018965253815423935,-0.017482277865859968,0.0505702879251597,0.05995661908536541,0.025539549563797937,-0.030482352091042705,-0.0325681436135866,-0.046842678791866654,0.026603871629520267,,-0.048400115379509404,-0.03565581677703661,
WNT6,,0.05384055473033298,,,-0.019934773220463806,,3.213216358188608e-05,0.024412333518081582,-0.01921074054850186,,-0.03760761512330166,,0.0012873841459367587,-0.06372187916740961,
NRG4,,0.02213229642658418,-0.001337793864538334,-0.023980765848357226,-0.02664709410417551,-0.07573381154895449,,,,0.03549251305623376,0.07398610947771933,,-0.006782549769870211,-0.012031352359304215,
PMCH,,,,,,,,-0.0054411767717642365,0.05451541787143873,,-0.0036090701780843834,,-0.015778088550577666,-0.005007342697138116,
COL9A1,-0.011904440494358123,0.02939019278967805,-0.011772619357471245,0.020558113922659674,-0.006517506028009216,-0.0060077425256797115,0.07951847781603223,0.06227949551191326,0.08124245876439487,0.04924979917661626,-0.0032098852969716365,,0.13096850790847317,0.08543371404783688,0.07330303030275322
GDF11,-0.03910447610235478,0.06760440033912443,-0.030526494501361363,0.019605081222574008,-0.014293879045319563,-0.009775105127187557,0.046856388709996706,0.011835503278677138,0.04721271444427863,0.014602373013329936,-0.002943966660983578,0.036936266530148025,0.10547256776530149,0.018065896156852383,0.09398066277235945
RAET1E,,,,,,,,,,,,,-0.007816198977649581,,
IL24,,,,,,,,-0.024245225256706148,-0.02000816838561048,,,,,-0.032127729873798604,
SORBS1,0.049684080534403485,-0.01744008569761236,-0.04311085690193459,0.056030695168444146,0.020946732011327043,-0.03621900137392653,0.08114339881803803,0.022712682502092803,0.03862596459340968,-0.008381809372136251,-0.016901713902651376,0.08224427711640372,0.12250339221140072,0.060715181015020984,-0.1388318811260962
DLL1,-0.03664912112446551,-0.02380219124856938,0.03058690455165095,-0.024562976129079966,0.018805353035041394,-0.027547588047090055,0.04416251539139494,0.06059021727903564,0.06064807851424436,0.03306150348251078,0.01556039225650332,0.02134442956295034,0.08493393385753703,0.026784227416829655,0.08236530203756255
TLN1,0.04548038849588519,0.03797698396283136,0.06713651908818098,0.003507050116578027,-0.03624552403051045,0.052839291790342545,0.11383729055850257,-0.018209414835813877,0.023712792045345002,-0.017470303744308135,0.00784648760378432,-0.012975348284333593,-0.027539614919711453,-0.020400587887135942,-0.041229086164158275
COL2A1,-0.031696919831600945,0.045608683061299254,,,-0.01859779236959608,,,-0.03688589925399632,-0.0035141693055593735,,-0.011726315648418273,,0.037599891511907055,-0.04205997987038041,
SHH,,-0.023621919447840978,0.004101011678059471,,0.05957140809094036,,,0.025001674020158522,0.007751737687798056,0.016256530519636173,-0.054648366955341976,,0.06473620016756435,-0.03682287914895662,
PON2,-0.07451917397354584,0.05692919468188745,0.024606975999164934,-0.03400790897550392,0.07534213824601678,-0.05957811131134665,0.04908008651518475,0.10612862023186109,0.10380899464668077,-0.08857155158401006,0.09883214334604624,-0.04550052157520192,0.2042303542827148,0.20394379592746545,-0.011534298669014263
ICAM5,,-0.07550777149784656,-0.014334648286642007,0.012084054727785856,0.04691165820843645,,,-0.04743708746853054,0.07335992889272235,,0.023120557926797663,0.05838760016853818,0.011439754851458239,0.03137064264696232,0.20317979087534713
HPX,-0.03600396416289764,0.053886076986081645,-0.03254518783623404,,-0.029783015065683937,-0.04995277903020753,-0.022979852369020205,0.05342712194408311,0.07597516033345748,-0.01420125510101549,0.0036453243473886497,,0.11351438338728219,0.012364635213835427,
SFRP2,,0.005938136796855562,0.013407852402280785,-0.017201475836033386,0.014173090094968657,,-0.04820275631444039,0.038895663512119226,0.06161224234248836,0.03816174003899243,-0.05851867948127725,0.014755913833362319,0.05050516404301112,0.043608756195285245,0.013517825553377749
CFC1,,-0.010708533337509365,,0.06454963182054434,,,,,,,,,,-0.05223837600858836,
CD70,,,,,,-0.052710753317212505,,0.042328324948191574,-0.044352012487017416,,-0.04753778621762667,,-0.006003684355935974,-0.024242908502107963,
HP,-0.03905340127982679,,-0.015724164591831166,0.013980987547016014,-0.037775610281779996,-0.03762355296081917,0.07288972385455993,0.0649151314340535,0.03244780760509017,0.005990190388937204,-0.029416244217763492,,-0.06419951732463634,-0.028192882543008807,
CXCL2,0.058813020752095165,-0.006654545164975814,0.05759088542937024,-0.02504036238002641,0.004528894691822938,0.00128433298552236,,0.07594167673859722,-0.023942229015166773,-0.034679668559931265,-0.032918864679242946,0.07921240944914201,0.025676857327751264,-0.055962712608911704,0.1258829300661227
NPPB,,,,,-0.007707293722786567,,,0.037632240524393,-0.023041971620939555,,-0.03220066737668422,,-0.04797045351822204,,
CCK,-0.051792137993769034,-0.03713257713922423,-0.09386899914981534,0.0503552247336158,-0.007474647835881425,,0.008103423889779292,0.020824304813120906,0.008163817538611314,-0.07160212043711224,0.0016263562887401085,0.09389555430842783,0.05437757554709273,0.060388541518261236,0.08299595970882036
SEMA6A,0.014772223174848909,-0.005215055969160543,-0.0001425080442902021,0.0216828890458744,0.018859588144114904,-0.0405166141315846,0.023929397361164558,0.0723213005646111,0.03573955452011424,0.13633388312107209,0.00020039527942656576,-0.005523929634804471,0.10003196171109856,0.10775236622927974,0.0660064141363056
IRAK4,0.04345141365733095,-0.001881629380392822,-0.0159604238440456,0.03226127345141758,-0.03336698658321352,0.08494199509577358,0.03691293334309314,0.010337680760682222,0.06329878108308619,-0.017132368790680468,-0.02134007512797023,-0.0009803217781928792,0.13390020865379643,0.0026509941565466743,-0.10531256698739386
GSTP1,-0.006747592368003347,0.058130826484252475,0.029249322297984413,0.018571710684187115,-0.011141109286853757,0.03247720217279987,-0.0792960220183881,0.025123783924307357,0.09357952523499735,-0.029741497347873264,0.01981909362636739,-0.04691727458163668,0.09628723294965064,0.07333484159941353,-0.01687303222631776
VCAM1,0.051606375751686244,0.07300539214108451,0.02398246292138487,-0.023401555555209983,-0.014965033563964057,-0.05182235268105984,0.13547619688564375,0.084621101423805,0.017503341075343834,-0.021395897726489695,-0.01859403723326388,-0.028445791005295495,0.14767618374458497,-0.03868195136566105,0.05960600784229636
NXPH3,-0.029761762690277513,0.0185500464572097,0.02938011637390324,0.019728766555951505,0.0828484880166184,0.03955666502202111,0.09060151074756294,0.0875231745025992,0.07788790986695866,0.03717909232284022,-0.010261330082484043,0.09514308752546533,0.1861336165028923,0.07974731419094752,0.10600938851742303
MTMR4,-0.00245631304661421,-0.007675920101553218,0.039815195662629616,0.042100105841141794,-0.034499070618287116,-0.07932645125363914,0.11554072548769732,0.04011900951802962,-0.003869932468188986,-0.017424467235742626,-0.048913319051536376,-0.02725726238504392,0.04823803736352122,0.03499627118885815,0.1493729868156673
