,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF15,0.015656701827154746,,,-0.01897397932525307,,,-0.01565729228700435,0.02245510999889419,,0.1196689708309723,-0.02811652492934667,,,0.09022436677769612,-0.011896601810666532,-0.005638444634210524
HMGB1,-0.0015344999116163561,0.004042743524986638,0.012260792865912033,-0.046008404354388556,0.13925311930475828,-0.0005032695576723159,-0.05097144656059655,-0.017722168439199257,-0.05168233043224111,0.001581751130741197,0.06725224071707839,0.04666243528831363,-0.030709623714936945,-0.043379005963475256,0.014203604251816725,0.010589120848286957
ITGB3BP,-0.04601632201672867,-0.011323489928135137,0.0653838594165672,0.0012549864939997134,0.0638508668129611,-0.034236205156996394,0.015896240113948242,-0.010345062953171006,-0.12363483921967579,-0.020259259302303406,0.0007542156823534287,0.05848125591765366,0.07133153147015016,0.03337722045467267,-0.0025291600775267627,0.017823020228547932
AANAT,-0.024297572884473456,-0.021585339077313578,,-0.01726438249302088,-0.017452230748311724,-0.01498280987600712,,,-0.06373770118086253,-0.022833329826389845,-0.008349779647692871,-0.026356556600083052,-0.035671333047387586,,0.04048401383364062,-0.019527374685478705
RELN,-0.037497287196374594,-0.008597633609094112,-0.03907005763031075,-0.010231397484621554,-0.0362856400962394,0.0011737665814182015,,,,,,,-0.044609201494783486,-0.01724308885257886,,-0.027868485271634713
IL15,-0.00520732793254927,-0.02352629785401412,0.004449886942477029,0.039890735685676096,0.1482260717238932,0.0076989844174189265,-0.03681632116256698,0.018810843798236526,-0.07660699318505698,0.01694627949055851,-0.04635339305211,-0.003401059379878026,0.0552448343016601,-0.03482199865360757,-0.01565211969079055,0.010254257141873316
UTS2,,,,,-0.013175878834651272,,,0.11664416967035933,0.075556569659511,,-0.021546082913547423,,,,,
BSG,-0.04283874100391218,0.002069672747191039,0.014162920995414809,-0.05717608581290882,0.01506490419649859,0.03273530995008759,-0.016608239724153883,-0.0010252618240658656,0.12348118867336534,0.08449253427269213,0.028396461018060478,0.03705222313894541,0.02757891724976398,0.01606617120081851,-0.024393556565072944,0.024495425552093643
ADAMTS3,-0.0043592749996009565,0.015567219390561972,0.005537963516565718,0.0683343413177285,0.06319808102434299,0.01753091534646511,-0.018442174154231643,0.06941791592859299,-0.09644367114558339,-0.0005238903103209646,-0.051803328625696095,0.02267242272033385,-0.025759163173160553,-0.020409208539790454,0.08380601133787088,-0.03687711787321379
CD34,-0.03967334369251266,-0.024888337369799864,-0.022228913669352403,0.043450871901936354,0.0603552552220884,-0.028690899953386438,0.04804202958241337,0.04795852288126457,-0.12453997419506653,0.06482562459405301,0.028604408572577785,0.03563128729722976,-0.019884114210943122,0.0311267011091925,0.002222149140495685,-0.020101637929510936
CCL23,,,,,-0.019857868232290125,,,0.08292631721271564,,,,,,,,
PLAT,-0.020254430493858312,0.05245035601166607,0.07986358719247218,-0.04475583485455258,0.07465089417776358,0.021997604715963452,0.07240035657896517,0.0725111618301647,-0.02875693775190492,0.054685403072884144,-0.05097770317125527,0.06466774707031415,0.005044611048577409,-0.07687679006714893,0.06536765476284126,-0.008095775946247585
NTF3,,,,,,,-0.020674595681514505,,,,-0.043107878458173945,0.03089002849955828,,-0.024573247209255165,,
LTA,,,-0.02005174859579688,-0.02183868876105184,,-0.014430007363582766,,,,,,,,,0.06596314576689838,
CKLF,0.005448000343228491,-0.023047712652941692,0.04706651460711998,-0.02672617439716614,0.1424669194746442,0.025439525713112116,0.039079433772329794,0.05634651254545276,-0.07875349608237615,0.10645355197972992,0.07188486310957065,0.07136823175534779,-0.09354417413987695,0.012537119785043339,0.0748367743030718,0.10654441004488936
APELA,,,,,,,-0.0288633791895286,,,,,,,,,
CD24,-0.1076120938896237,0.0068048724938859365,-0.008634235308786627,0.005409234857252177,-0.007454754233411607,-0.04916787901721503,-0.0007067996041729916,0.0028974932008062706,-0.13220187178737722,0.05951247500883576,-0.04669309821019221,-0.06920795733914427,-0.01373272276500605,-0.02472524578358262,-0.017030448172952874,-0.03381025626610982
HSP90AA1,0.01419430447644614,-0.020570946621461784,0.0553395165766188,0.11096005841335826,-0.09210591738584385,-0.0021407034705199857,-0.05423813087212499,-0.014313543263695815,0.022740697367861884,-0.04208113848938069,-0.013783848500680814,-0.09912842228168416,-0.015851917553401745,-0.0068455115930915154,-0.015203300638567452,0.006598206020738323
BMP4,-0.04706677663141206,0.022976683629659874,0.0864924759460516,0.006798488016400167,-0.03040747165381562,-0.01941466722573039,0.026773528518495404,0.05337818545553133,-0.04063326191596398,0.01844385136611091,0.006418220111737302,0.03209714345024769,-0.037422661127677524,-0.03286561602796331,0.026750417120968154,0.0015685718481881058
SCGB3A1,,0.02983835372182751,,,,,-0.032779855855976175,-0.010836030851301864,-0.0656582107396444,,-0.0029711134037839074,0.018989836628351707,,0.03327422525787385,-0.029012835455202248,-0.011837880874599744
IGFBP4,0.037786958082952196,0.0009721778479975514,-0.08206648464169897,0.012922860486252645,0.08776347169798061,-0.02596318140851736,-0.02881872946118522,-0.007834100937760642,-0.0792906928212272,0.019261484865524436,0.04680458581872212,0.0271796797022815,0.005732830019148304,0.04102588011473939,0.04335162897230698,-0.011319260333199492
RSPO4,-0.0036328800413879185,,0.060829011045976586,0.012006218004327914,,-0.01678297704033476,,,,,,,,0.11350511344672778,0.005024084975575483,0.09770004426011503
LEFTY2,-0.04449943750755647,0.0008371713100126072,-0.020298014576754408,0.05948880770370732,0.08146129494496794,0.08506747868906511,-0.017703541631090506,0.05536375906229243,-0.025551333792966938,-0.029179060397238245,0.04670886844575933,-0.004531868828854534,0.042162040054298376,0.0005137787170657717,0.04869950909423206,-0.03133349533247182
PF4,,0.0722237419234028,0.052144790223870266,-0.014866363760272783,,,,,,,,0.0047048924546935125,,,-0.01970362962376596,-0.01928878187598232
ANGPTL2,0.012448408132786849,-0.0010405232172768584,0.04594172313769172,-0.06749531795735011,0.09398429659756058,0.05257805453500465,0.013606311887630845,0.022922044782009356,-0.006147029436647659,-0.0230690285859317,-0.030011428369904218,0.1027556095697653,-0.0018257155135364086,-0.07512151748892228,-0.016768781169627853,-0.03236827943790717
LRIG2,-0.01808253568415653,-0.009990386114358821,0.04094169949597673,0.035712092235023224,0.07417633699979644,0.04053193614025272,0.004984177018835779,0.006669135843304944,0.07757547886545897,-0.0038753520856122155,-0.045564041851975,0.006044240269167891,0.020177610707008867,0.037553633791646855,-0.011205559045149395,0.002838245983954601
ICOSLG,0.05259974435974802,0.0057288590214104726,-0.027581867547701287,0.07767282845641199,0.09364134376220651,0.0041529145319408834,0.010040542974297429,0.08486287264520448,-0.018022142734170257,-0.04041207342029484,0.010115948557405696,-0.00624145118185642,-0.011893115385373652,0.000617710174230852,0.04272566336770197,0.0723601066344231
WIF1,-0.00855320515884132,-0.014792644525923498,,,-0.08324331534219584,-0.012951025865759528,,,,,,,,-0.018559335083562542,,0.02549498342852098
NPPC,0.01682477834617375,0.05746244430638379,,-0.009971088288144912,0.1176364128185538,0.007816799965971974,,-0.024136024975577628,0.05364500924782313,0.023477915032423177,0.044314221442413294,0.0512032895465583,-0.03384169192498406,0.013577470057004439,,0.11750825873513589
LYZ,0.049377431178274346,0.036952740820896675,-0.035243787809593696,0.00967504226666902,0.16702410665810954,0.02100650151932943,-0.027780969064689107,0.07964752585140339,0.08268895815432764,0.05533839020043434,0.0069768696284538525,0.047173440123503746,0.005473331656046122,0.05891508763097469,0.015436519409191,0.015213517338462348
EREG,,,,,,,-0.0023945487457364065,,,,0.006235024928941463,-0.057041075780487775,,-0.024866655327210302,0.04434358319641608,0.024632043270481373
SPTAN1,0.0007804705349008279,0.004652570648418104,-0.041042801515174185,-0.06257362944018906,-0.05922598312451741,-0.023261864417653575,-0.012705611335650773,0.050110993654374096,-0.05790793257357286,0.07317754821657453,-0.045125209530534775,0.02809720974324687,-0.0678897715056812,-0.041260078546891336,0.016014814572466514,-0.05597493169792001
PTH2,,,,,,,,,,,,,,-0.0072457449254815795,,
LIPC,-0.02454751742421968,-0.01889437510068995,0.04438853069705314,0.03843162028679036,0.024331610599658316,-0.03137748471671334,0.05370565935103902,-0.025593783823621905,-0.021853984302956996,0.04415232874525974,,,-0.04153896973451284,,-0.024912845623390144,-0.030079700729062506
COL8A1,-0.02714544356344743,0.011766826914062426,0.053748517939772485,-0.0035435342216349045,0.06546576844269421,0.05075059975591056,-0.010428698644176495,0.08964176101802734,0.026892801628370256,0.16747841650271328,0.0040378737518669,-0.0017331796880635918,0.01761147297476999,-0.028231111406026764,-0.029097756111723688,0.01426778071770133
GSTM2,0.0630440579574672,0.0518053708887145,0.028079590230422516,-0.013949640890056191,0.07618173328919726,0.07002934184761027,-0.02806708947421914,0.04026429952221067,0.026508392433343013,0.02364784594256376,0.035582487563360056,0.012710565075851702,0.05624853851554972,-0.04238633626528379,-0.0031770297985339404,0.04744742638335977
IL4,,,,,,,,,0.026662251469317638,,,,,,,
SPX,0.015952270901826087,0.09403697592520566,0.012668891751634768,0.008400432757965294,-0.04237441958228795,-0.0010725139471432607,,-0.03199693105447298,,-0.0395737364273574,0.03375873257151636,-0.02228885293184589,-0.026640216780681934,0.03501401800671197,0.02902782667066152,-0.04711585644763659
MFGE8,0.03449302042346698,0.008068467841852535,-0.02409804535266664,-0.01509221774334536,0.10761435348427989,0.039292591175563656,0.004357746843386372,-0.024841523824268658,-0.10188428429537039,0.05466707560764777,0.018857587732020106,0.07792394800147268,0.02140034766090006,0.012304796743117115,-0.020733547415329016,0.06545947352196026
TGFA,0.02222324583592479,-0.0014983168341521455,0.038154915065747246,0.030903223418147923,0.04379060083645694,0.0005570620325117773,-0.02789927750656706,-0.06360297359263876,0.08040715229993531,0.013683820351135155,-0.014912062662304977,-0.004772044661631441,0.044327483947923255,-0.03326700661303601,0.06517344702596316,0.016678549427842596
SLIT2,-0.05383926435996337,0.005184390386464897,0.011426978293757009,-0.027798759187911578,-0.03083965360730327,0.003187892782281139,0.036392714758480015,0.05873008310426366,-0.018049243820105348,0.1497005033442353,0.033316942619098504,0.01796429465482644,0.01192310089801991,0.0017071020391654884,0.00753902174413335,0.057212098419055
PLTP,0.06464625762095556,0.04230528411863423,0.015362486947893418,-0.040520173208262775,0.04873491910494738,0.007945990096792428,0.016908805900322604,0.06794211602862256,-0.11023848641905089,0.003862765122199332,0.07511314718429778,0.11690749578971425,-0.002469700549653365,0.02177381315013531,0.0379244261123138,0.11211990400513451
APOD,0.11353376135195074,0.026040946383794623,0.02179920139718657,-0.018643975968224192,0.07979059440201187,-0.06186917097136265,0.015474905386922097,0.014578174837905654,-0.03185250632120844,-0.0655849943377074,-0.0248983407855384,0.07506754301586513,-0.03547471367930739,-0.05626094181493809,-0.020132347233278863,-0.006957351836415124
B2M,0.02046063589663948,-0.010836087910125398,-0.048714116418466,0.017128118809287926,0.12178767295395543,0.01013428207100836,0.006556242536245169,0.13210087979678897,-0.01794475791740326,0.011259602423569158,0.08958922122855001,0.11592356396469888,0.039584165860774,0.049291117593180375,0.015612430121740739,-0.006367519843644256
OMG,0.07612905137933383,0.030825892114481578,0.03319791766647814,-0.027209551577250076,0.027597101872998454,0.00960284154210308,-0.013110391915337152,-0.031002541903957972,-0.06018870621841178,-0.01008163130169731,-0.04906727878953444,0.05497578443461455,-0.09883230935355082,-0.04692473824246599,0.07643067524194144,-0.037576695987311406
CXCL3,-0.018310409577492515,-0.011258696876349334,0.04986633544382761,0.10063232025910206,-0.022913944710833432,-0.03870425372619815,0.041317718929060186,-0.024874594162549477,0.08058616256129365,,0.025890376796669275,-0.036711505858240026,-0.025119769910437184,0.07226959708728539,0.12009032479104188,0.03923130765013831
CXCL10,0.039098583922957626,-0.051599380607162904,0.011178270520130493,-0.0103238883581391,0.05101449545661709,0.013203147537781321,-0.017864252031137548,0.058703390588136506,0.045042672147326115,-0.018071469501068287,0.04724086659683405,-0.02407791835384586,-0.019183122719300335,0.028556437664070185,0.048593248708065334,0.09651598575322852
RSPO3,,-0.020209519113569142,,0.015868552573040037,-0.028657488282372547,0.05387017490019431,,,,,-0.05827859917599633,0.05156502131320167,,0.02065065609044664,-0.014042016711055594,-0.008562309174725578
CORT,0.030079049022787373,0.022884760665861374,0.04899151608565154,-0.008183976540498952,-0.04959820401449645,-0.022152428995254093,,,,,-0.03288612501824483,0.15672312526190973,,0.0031142995592276707,,
NCAN,0.0038171652372923017,0.02357381051837786,0.012313211666278039,-0.06615013921939121,0.0649444960203893,0.019898119160744333,,-0.059417879566516764,-0.09874227962459782,0.1137052223941625,-0.04805950308451386,0.10189058029651983,-0.012001983752618113,-0.09233150974796246,0.03353055125950485,-0.05488576178339803
PRG4,-0.02480318953673445,0.03708139515277585,,-0.017039199735502865,-0.009639393847037284,-0.02144797839870589,,,,,-0.0037573704613973217,-0.027718622821475726,,0.004638670838308735,-0.0051073344713716134,0.02995625721502611
ZG16B,,-0.004433297008339262,-0.007246057194286173,0.00991519584197513,0.029156312456649236,-0.011465950784532015,0.025298625462540428,,,-0.025383018365888983,,,,,-0.017508883638516184,0.013477508934412678
TGM2,0.043021181923469404,-0.018391079683054545,-0.01953712099733255,0.00469654603859116,0.08667865095444643,-0.030430391940242534,0.014504772128058476,0.062331687174297934,0.053094410834098334,0.03161364333050091,0.07134902722687032,-0.00786737320474785,0.020626148329075267,0.1373305508885544,0.04714376483485131,0.0166711694979022
VEGFC,0.012066676400626405,0.0632099832762701,-0.028182877904975492,-0.01015795038903401,-0.03273042892148653,-0.030874976613458557,0.01783412442894018,-0.04117085551677372,0.002607846872468142,-0.03290143294688667,-0.037116430948198484,0.20001042566711769,-0.03313339043918571,0.05948485461800179,0.049175668700609916,0.031077588157456988
WNT6,-0.019947852184260064,-0.024004906620116864,-0.020298015109465717,-0.023567407250360536,0.15476000426998943,0.01871381785827108,-0.026114754510750203,,0.06028961178404701,-0.0241392534460205,0.02057063988084717,-0.011645628061330042,,-0.026496718664207577,0.01983008192805955,-0.017003271346455583
NRG4,0.037507191066760585,0.08476927825216166,,0.034989477454577096,-0.030921324992675154,0.028793376211229967,,,,,,,-0.026605633944217888,0.09324050097326868,-0.014042018284830649,0.013596024421511102
PMCH,,0.02731073353865685,,-0.028733806550084142,,-0.016782976230374846,,,,,-0.029314670696670635,0.036907251537846165,,-0.015179421514751181,-0.01609919771865598,-0.002894859422839419
COL9A1,-0.02919137938462118,0.02075493211833633,-0.0504152775466118,-0.02165879011775348,0.08012454593075129,-0.03073024562842578,,0.03354584764068913,0.03940430157161315,0.027226296123157447,0.031817583759733994,0.07179399017532624,-0.025734546208049682,0.023726824199037475,0.054002097099260744,0.08665345917721584
GDF11,0.04085519656145544,0.0010905998304234197,0.015047719543771798,-0.016485114214548163,0.09502716027399012,0.018339259874856344,0.02697554865424642,-0.041906703269149574,-0.05927269564860498,-0.02211497451530084,-0.03056076697433239,0.0003181315754937691,-0.017092847775417596,-0.03111057364853876,0.0033047352953832782,0.008534802211178628
RAET1E,,,,,,,,,,,,,,,0.06617161526409183,
IL24,,,,,,,-0.014727070156583649,,,,-0.02185631207786091,-0.01766509108089755,,,,0.08148736857230982
SORBS1,-0.04170870586102601,0.03320170388800927,0.031274366806798404,0.023933943981434086,-0.015662249470955684,0.02573342183618056,-0.017532233687472722,-0.02492666225978601,0.0008784849600492952,0.0033382252685575787,-0.07521684037056899,0.039758663384538165,0.0001954306046365964,-0.03865138241452512,0.012953184135042742,-0.02203228703299145
DLL1,-0.029614937384204183,0.010846723516171275,-0.013942218516900919,-0.016720913900215906,0.068657152378308,0.019304512502067453,0.002183641731847921,0.06500624487452611,0.029041261103431776,-0.008592386142651934,-0.03828537618509496,0.061690686600720884,0.04803589513845187,-0.04016103544814491,-0.019411225159119937,0.01400487060341463
TLN1,0.016570967814016412,0.010208075138100639,-0.04942669331353964,-0.0650682126148321,0.07545168307296972,0.06331854131377522,0.008260393009800355,-0.0014388584473753801,-0.09640951563330942,0.008341672623051523,0.06993502769455728,0.018258391305898347,0.11482260658725306,-0.012575251472365278,-0.00521312883708366,0.04753455688738507
COL2A1,-0.028217831087719403,0.02405017784639485,,,-0.02291395250870277,,,,,,0.02161364064735268,0.055536091540575046,,0.0547590395565875,-0.020435880385185505,-0.02303747878421588
SHH,,,,-0.017706526124358888,-0.01801315086266962,-0.01191566796197173,,0.06729589800748048,0.11793045093636977,,0.02704049613693424,0.011730278750452888,0.03907960410665354,-0.01268075271604852,0.05153001181119836,-0.0003986165444090058
PON2,-0.026386164653745905,0.0019418603166193773,-0.03463407634849174,-0.05790271549314836,0.09764599083803722,0.020023990098983802,0.00868893360623885,0.03696689795833217,0.007652179640687567,0.004097072162201209,-0.0411194300098238,0.05060929591886464,0.035806276008307686,0.0015376021315577429,0.017410876101034544,0.023382366865893497
ICAM5,-0.036738890205376344,-0.040098605624344856,-0.02612810405044946,-0.02759687770639605,-0.04477610241925583,0.0015066355686520676,-0.013940981399535781,,,,-9.89256450341638e-05,0.0015349816072120228,,0.022650477023549522,0.013673086236011668,-0.03179539400149491
HPX,0.04107097722347943,-0.0003571677040010133,,-0.02184962047952832,0.012815649720227435,-0.022501217779434236,0.02727868836562954,0.15548456121349985,-0.0036469875520493355,-0.0415989198808431,0.09823198418991003,0.09170877523350546,-0.006043745658009621,-0.04201733043606154,0.007058371284323855,0.1353600138591654
SFRP2,0.014850306223593455,-0.019779994674893355,,-0.02016581440188209,-0.018287464022399773,-0.003663767994141,0.09162878337379747,0.05661280870350735,0.18854260823195731,-0.015159004177739452,-0.009572383638289455,0.0169308138936519,-0.07037811208563001,-0.03459241248755116,0.01307000536493746,-0.015398819861007
CFC1,,,,,,-0.014430008235662654,,,,,,,,,,-0.022625702965275066
