,UKF259,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1
GRN,-0.005883634438151741,0.04392653690951949,0.024623334454204764,-0.0072271939013407,-0.02756660838040797,0.02588686004774381,0.06308383261729891,-0.07661211989974832
MIA,0.03562772252851307,-0.02086534719951347,-0.03310910429240833,0.051764279120127855,-0.01734363626066652,0.0035980442204871657,0.055218693010735745,-0.1265531815855109
COL4A4,-0.034753467454873066,-0.01377418696421943,-0.017586719205015824,0.013577285257613576,0.08481803018840056,0.04601342796213602,0.05935918527129605,0.06164212116331298
TAC1,-0.007092546934614174,-0.02520964459807496,-0.004617235382566314,-0.03267257616036276,0.004692180652286617,,,0.1631971741399461
RARRES2,-0.020768306124574396,0.036552324621297094,0.028865587692130643,-0.05571588488100633,0.004905702172247436,-0.07006853864277056,0.06734186832921556,-0.027346210652709407
FGF7,-0.030652355446153568,0.09590258339400351,-0.0122310324338623,-0.012643729952396822,0.0036181078095127656,-0.05250336262180411,0.024975642514898377,0.006724388082507482
HBEGF,0.013869504764274945,0.049337212600349976,-0.01802037922795249,-0.029430385317395415,-0.018590144871582663,-0.009100771486996267,-0.06548277557845134,-0.005537448335482987
CSF3,0.007196568733348264,-0.01457282468796698,,,,-0.05673458167896048,,-0.02696917887850491
PI3,-0.035568387851934995,-0.016409192939117655,,,,-0.07882302161439923,0.03641149458038421,-0.0566016576591828
PCSK1N,-0.0025103872885714903,-0.011282302341983063,0.034894838149613625,-0.04434129843300753,-0.019152410244229003,0.05020242241029111,-0.0295056192604113,-0.027260128841572414
NTS,,-0.017911754526482068,0.007870511020250196,0.033763816065251376,,-0.031055511145936448,,0.11631613356559808
SFRP1,-0.015088273634564038,-0.010714751813186731,-0.021866809494743737,-0.01978267590501258,-0.023113326268064786,-0.014292751801028443,-0.06626263737739616,0.05902288566213854
CXCL13,,,,,,-0.029901482184002105,,-0.016472216644912333
MICA,0.010684643290916663,0.051759637894544644,-0.0004053268043829276,0.009686596824368373,0.052545751751992976,-0.06732525957694975,0.021399322508171864,0.0008473778994058822
TG,-0.016282637750914434,0.026624985535490933,0.21275716614135887,0.02468592858891489,-0.01774959856636465,0.0066017375206405,,0.06047416755470127
ADA,-0.0214637954311789,0.013196900854147731,-0.020317586155946192,-0.023251369020041792,0.025409012864832624,0.04186595523315909,0.06807064786571017,0.02451648322631719
LAMC3,-0.02093271377330527,0.0878576804696252,-0.02699531523877589,-0.03375372632628176,-0.03030574548021371,-0.007496660588590376,0.045083157390441705,-0.03474612004559904
CCL7,-0.011772321078663623,,,,,-0.019951620137266056,,
NGF,-0.004818177510113633,,,,,0.05577847977799376,,-0.04630018659028009
TNFSF15,-0.013109055297940295,,,,,0.002377836854292225,,-0.016747397079878153
HMGB1,-0.016394547365099762,0.05643150113149738,-0.055058128793434594,0.024334787270194398,0.002067762938711872,0.0568541628125617,-0.06944828404233067,-0.04057381604318557
ITGB3BP,-0.027244528994205094,0.062260518117206044,0.012551081457836906,-0.013103918023361005,0.04727195374678774,0.009382731338354846,-0.02859452618381312,-0.051806338546901205
AANAT,-0.011927900885007659,-0.01314508223717033,-0.01526186536869111,0.071495805513678,0.005002448733734496,-0.01750320050782655,0.08899574552850945,
RELN,-0.02070416474211291,-0.038571795685467744,-0.01632577273077093,-0.023915052347400066,0.001812642493197411,,-0.03336659119781545,-0.020229040718083915
IL15,-0.041401389073418386,0.060089216506148,-0.007690148827220745,-0.018556578450265163,0.030764313033513416,-0.01771843736087661,0.028033212685885992,0.025109901824270784
UTS2,,0.12240056125002521,,,,-0.014905256249447019,,
BSG,-0.011014927018349767,-0.0009524020848915371,0.028664796795905167,-0.0070848027357764826,0.02413886733898611,-0.05510636127236489,0.049331060971564145,-0.08688477239736045
ADAMTS3,0.018312998635281432,0.05441470006009538,0.06914163958807058,0.0067459041647650346,-0.024427356317040815,0.0005564970168609143,0.08830203714204313,0.07316294406461592
CD34,-0.03036114581913716,0.041745614951295744,0.022948322886106567,0.00580807062860929,0.05823130985931378,-0.0254597322810681,-0.005102341323657191,-0.013623902503977249
CCL23,,0.03679844025318714,,,,,,
PLAT,-0.067353237415337,0.1097074682086791,0.008268454176961744,0.009353282558703224,0.03495552844782606,0.05593718086781664,0.016949446733581088,-0.053194352626370074
NTF3,,,,-0.0266398050448579,,0.00044123194634565043,,0.06852909990683755
LTA,-0.015088272928710884,,-0.014698766885168002,,-0.01470042345455402,,,
CKLF,-0.011792823054672717,0.0487097329452335,-0.04968373333982005,0.05225344821351553,-0.03183004952620891,0.05591018810239041,-0.0006073942358023975,-0.016848703747668416
CD24,-0.015712489485291428,0.008350619237202185,-0.01915856170279833,0.05741656041279589,-0.04822797676941355,0.056014574876767226,0.04082104542556846,0.07863434542435092
HSP90AA1,-0.010350048143526512,-0.06319743588691759,0.01829282039663129,-0.001276142537463947,0.02474682685691669,-0.06067370798329409,-0.0682294606598439,-0.04225064020505718
BMP4,-0.03520275201501016,0.004359153737904291,0.028119856207064826,-0.010129800948906566,-0.0125262791080707,-0.024392542338401393,0.03119134613236658,-0.03769199323631791
SCGB3A1,,,,-0.01392045559068103,-0.010257761081618149,0.03123388254149885,,0.07411841785975883
IGFBP4,-0.03125593312314687,0.08535867661362061,0.022858338808998114,-0.0012519840234234117,-0.039772469549350126,-0.01460983113873976,0.029087211448065434,-0.14538701480852376
RSPO4,-0.02309524518887801,,-0.0170955607256016,-0.013920453554499498,-0.020391801646018125,,,0.007987103207932056
LEFTY2,-0.033713433638462645,-0.006904172168063371,-0.042100394133879206,0.057970934677901854,-0.018147508585693202,-0.01693666615397823,0.08142170988258039,0.09934398948512564
PF4,-0.010271118212579387,,,,,,,
ANGPTL2,0.041574520036731885,0.05295637582403364,0.026262163952653454,0.019688469050187857,0.052056886472439,0.014863757539426274,-0.03747105789102425,0.03169059345692225
LRIG2,-0.03579526632516667,0.01942478831982873,-0.0040580463443975175,0.010949736549022707,-0.01806776399839466,-0.03616539949740774,0.018606247962785902,0.0019194277317979807
ICOSLG,-0.006191954039831823,0.06300614452042916,-0.033491544544141376,-0.015471667825627674,0.0013361534566082394,0.04632743352654507,0.08534090866007638,0.014530526050174818
WIF1,,-0.018888744859385066,0.04946080877199419,-0.026195411425605546,0.014624966395668623,,,-0.02177321872640006
NPPC,-0.015933037271458814,-0.03539261375229251,-0.02573386719924593,-0.01934602381012038,0.04437508913477637,-0.029784170916556156,-0.004845804398855135,0.04387823337152313
LYZ,-0.04075898306741694,0.048238063676040895,-0.0008064270384482734,0.010319891270244528,0.10139926261789846,-0.04614202810235194,0.03704013862767822,-0.058383140236787125
EREG,,,,,,-0.04049821134092019,,0.011685144532665804
SPTAN1,-0.04717171812167712,-0.05583601274047751,0.04416708256647148,0.017316204418908583,0.019776008635064152,0.014835516591797545,0.031886176430506875,0.06775400889948291
PTH2,,,,,,,,-0.00489138768381284
LIPC,-0.01845796439369893,0.024574198070000837,0.022374408557317125,,0.03820652814757334,,0.0027650955260382585,
COL8A1,0.014282563258938868,0.023149734304225,0.0020931971782856473,0.030380367380751498,-0.015424828036047672,0.029771632588710007,-0.008576442409860255,-0.011750849287440874
GSTM2,-0.015823197443122987,-0.005036159534400075,-0.040645429438592326,0.00332787925152934,0.03597948260659955,-0.038354528545053605,0.05586243359185591,0.018964231413742583
SPX,-0.030245449743471688,-0.021149100330654834,0.06512667099050251,-0.013266410656799895,-0.011144158651935744,-0.020116142481888807,-0.0371971013373449,0.1208812353293631
MFGE8,-0.0013524233579533392,0.017449962113792856,-9.538209951740434e-06,-0.014931865407634665,-0.01854201684697973,-0.021377070427959558,0.001225617989100452,-0.04608764395340388
TGFA,-0.041867523932145954,0.07243206344965793,0.01605633473253829,-0.039445888341490355,0.0007720503889791166,0.0262013394829179,-0.06142253786121078,-0.03260902804847266
SLIT2,-0.016552303220771968,0.025400519637821174,-0.02497881498194152,-0.009010306691736426,0.03396024157135292,0.03924056944126386,-0.037633854672040036,-0.02711232796203472
PLTP,-0.028141020793510812,0.08890996801214779,-0.056336869726051717,0.0696968718362949,0.03929189292184644,0.0431066367342198,0.07257041278814486,-0.10022974256115476
APOD,-0.0012288485918685544,-0.004968636765599275,-0.003960124515967736,-0.04526020039493555,-0.0244682211759196,0.06770784397219197,-0.10351264701392815,-0.07830527603128644
B2M,-0.006571610162057309,0.07046566654780952,0.0009694331290560632,0.02604955143326599,0.04266125780084043,-0.013727477034535973,0.029360663483733253,-0.08868981797431309
OMG,0.02579268027741887,-0.06065897389316939,-0.017161063204593072,-0.04400294670220446,0.004770769175577729,0.0836440961699749,-0.021455122378751218,0.054203415807413294
CXCL3,-0.03487403901138287,-0.017258864608526756,-0.008310164002840402,0.003932145689816654,-0.010586966933882716,-0.06844624747879316,0.03460407178889436,-0.06570394673866806
CXCL10,0.04052381514579477,0.07483634191383458,-0.016868873014007704,0.0038118177059833385,0.024079671289942473,-0.02060260733705059,0.0383010836215475,-0.01972305607595986
RSPO3,0.0853242687886499,-0.021584922043216367,-0.01489416483468449,0.04235561719306161,-0.011063176402107258,-0.02406581540143158,,0.017176736410206776
CORT,-0.026749231643685603,-0.0062374759376516535,-0.024695682543642537,-0.024619630223607032,-0.029350263438549806,-0.02275012689847601,,0.10766924951104866
NCAN,0.037885250523019456,0.017283146445420224,0.018103570084280395,-0.007343543132969108,0.004468126919771744,0.10912518762108796,0.024006184688206693,0.11072295863198311
PRG4,-0.01177232291320511,0.14525956478085472,-0.021847447939376683,,-0.012934682024585788,-0.02185254522480905,,-0.05585308241218908
ZG16B,-0.013663220492818649,-0.020187934992420973,0.012046354200786605,,,,,
TGM2,0.026737798184579057,0.05691205381061102,-0.025267731702374778,0.009026513427727064,-0.02799147566639893,-0.1023562767937538,0.016781112589674966,-0.03733978192844101
VEGFC,-0.02098143158540489,0.07061174271761757,0.006470827146838877,0.013079086755807707,-0.013200358580747485,0.04121903150287669,0.014938697841762506,0.01568500052567524
WNT6,0.0184103871950981,-0.01838743466648454,-0.004364585034101761,,-0.011520606391740733,-0.02978417493497501,,0.015580044481659663
NRG4,-0.0143274555205608,0.060837587075051984,-0.022438219459064875,-0.04495963666545814,-0.015399757963774754,,-0.01990036319029945,-0.030929644265808357
PMCH,-0.01985208545494967,,0.015727006592247936,,,-0.020279448489790085,,-0.017808012156298566
COL9A1,-0.01496398159147495,0.01192898012799048,-0.012938201676465283,0.05017688885710563,-0.017547658094610535,0.06973558740988209,-0.009507318731442962,0.002404046812175891
GDF11,0.06744915345081345,0.022571725580361433,-0.04914236892502656,0.07850007977528366,0.06597710825658791,0.0324131750267259,0.003329729063361272,-0.01998687171597789
IL24,,,,,,-0.01511986812153059,,
SORBS1,0.010600521000339157,-0.0028400169615037784,0.034252140484514894,0.03685565560173667,-0.04095941712884137,-0.05455980376662496,-0.06139365393842895,-0.05350278823921234
DLL1,-0.05710698941186416,0.0531806204343093,-0.013274655382598147,-0.0034584998833680604,-0.025504237454415674,0.02513826061404826,0.0246500918987953,0.01604826032176704
TLN1,0.03008117553178324,0.05428144271765823,-0.004262174579497439,0.07408070803750012,0.016308184718727654,-0.04438260375238993,-0.012059050971806979,-0.06909567837088165
COL2A1,,-0.01725887048190966,,,0.02031252319084943,-0.03305401381409412,,-0.026738359052302634
SHH,-0.012233376358206255,0.04213895462603104,0.043497589102111045,0.019094204915934464,-0.010257760185025973,-0.014541484922102287,0.07145190547618319,-0.02675549571981665
PON2,0.019029094455244644,0.04359707796032803,-0.04684361006609912,-0.002703439807371553,0.002765309421485041,0.000272880645110997,0.07137726317352784,-0.03777088430600153
ICAM5,0.10528135088836842,0.0035253935669015677,0.03212252596103543,-0.012220389370383791,-0.020032851548197197,0.04579947899899991,,0.012764121109971695
HPX,-0.010276251830119952,0.006256738772147628,0.001809238751524381,-0.01392045417152411,-0.02607317912971087,-0.012181255327533946,-0.00741257072309642,0.011177753574524827
SFRP2,-0.013932489942709859,-0.013774182908221827,-0.019102574521153735,0.0044736039962398845,0.030911781802746355,0.011719864122703847,-0.052641105793159164,-0.05907559429337686
CFC1,,,-0.014698767773490414,,,,,
CD70,-0.023681268720247915,,0.04835450504220048,,,-0.01873888698149286,,-0.04504137775638939
HP,-0.03763431604552186,0.06862189721650301,0.0653403808218222,0.03271551098454981,0.049645579064308755,0.017294963463819795,-0.00517868988292643,-0.034782416993013446
CXCL2,-0.02581679293318393,0.016282399580915815,-0.0033065535214584153,0.024552929760396337,-0.0203025728023192,-0.02050869190603109,-0.03674865232806384,-0.03888116141607835
NPPB,0.012040471353313669,,-0.012870838842067876,,0.01184061497269424,-0.027844121659842406,,-0.012624164978663345
CCK,-0.030563481607994242,-0.04565059996849769,0.052747417494318334,-0.03255799953149088,0.02802296663314537,0.1004782970950258,0.005540175208715064,0.04875284585761272
SEMA6A,-0.033880627205639995,0.053697236721931794,-0.034609146418529746,-0.02358365805452107,-0.016418399636990967,0.04860446225881253,0.05195611567715807,0.05744552705865738
IRAK4,-0.013745679622082847,0.002751132933020118,0.0038110778261109526,0.050564928398940945,-0.010842105339074759,-0.00027381004059961724,0.0326360845300656,0.029448862069327217
GSTP1,0.01584543223273864,0.03273463726022672,-0.010803686657160055,0.024821287244161373,0.056589612745559605,-0.05044712917901572,-0.05378588562102994,-0.0005545744913137208
VCAM1,0.014234743257362709,0.04057520870348742,-0.028283172615333335,-0.010717693373274217,0.005094908253338968,-0.039238547194575875,0.07359402062615956,0.011122094652653493
NXPH3,-0.07721175866499712,0.005337048658797221,0.03762938657043428,-0.01188705178689378,-0.006215628495140062,0.10353824144677772,0.06263111256043528,0.04324155837626846
MTMR4,0.07487453644658865,0.012022593888810652,0.014932309048813108,0.0028520123996843283,-0.03129167834791597,0.023780381485546617,0.0545664352904605,0.1123598928760494
LAMC2,0.049967381863955475,,-0.01620295017751476,,,-0.018588498582891043,-0.019240575025884686,-0.017285453452504974
IL10,-0.03071977907987801,-0.022647491560613648,-0.03309346111177139,,-0.011816198492819266,0.014450586543891237,0.11533781694758319,-0.014062641726207664
SEMA4D,-0.0035711373793686245,-0.02949257722054477,-0.011446416758926934,0.01999713051312294,-0.05705281801951673,0.0813865355920477,-0.06556346149397582,0.07075973373533231
TRH,-0.02899910717899457,0.008376075923424237,-0.027283066208312362,,-0.030598985713238346,0.07408032343392293,0.05046862528314509,0.021475982565243988
SEMA6D,-0.01034761112910231,0.017857635174849572,-0.026223614241586857,-0.0005477407476332046,0.057351505665422985,0.0635852895786467,-0.05866793256938799,0.09308189661664157
CEL,,,,,,-0.02289672913189261,-0.009732968693808046,-0.005814354302548104
PDCD1LG2,0.06460988596266432,0.10342721447357317,0.015971939808774812,-0.022726740281583436,0.04872957212645837,-0.048258229212633445,-0.0021413972461472998,-0.04194711561220523
SPINT1,-0.016880461615518212,-0.005866480378336464,-0.018190300513139968,-0.02274908468915366,-0.01734363557838395,0.02914754692685223,0.11154232186344482,-0.0023842591589143835
CTHRC1,-0.03408011831487154,0.021886969992544605,0.0034416140785113298,0.014628587559764143,-0.04536498811594953,-0.04619874264612705,0.003223993059747225,-0.05316289368529354
PODXL,-0.014076777942764716,0.07655572249063769,0.02138642709608437,-0.022144243924740587,-0.05050490206272177,0.03128744705944324,-0.014970797559057876,0.02835172946987869
JAM3,0.022563463244458865,0.059322744482970716,0.0030669778493465686,0.01067755095423398,0.0003700897998341874,-0.008767839518973175,-0.06373740522347979,-0.042151622201238186
TGFB2,0.0612143790701416,0.07598555179601653,0.00014393272409365273,0.018211645125158764,-0.02627288985131293,0.051971057993810174,-0.06548851722528663,0.09313705124842209
COL18A1,-0.05970311108301069,0.058327440089340564,0.007262559092266164,0.005722539896266067,0.004132618481764379,-0.09659720541795894,0.037766657474740416,-0.11977850206250992
NODAL,0.00014743460423582554,0.027586783131431588,,,-0.01814750655569514,0.11249443979994844,0.039266747409023604,-0.019767212455909018
INHBB,0.0009685347430488162,0.03799777926496348,0.03566385753278371,0.005570695284839113,0.021123187722062155,-0.008306959349918801,0.042044724623289065,-0.04989921296539564
LCN1,,-0.015145659950481656,,,,0.10425769623353187,,
ARF4,-0.039495573927796145,0.078629882776495,0.012671559793565693,0.04630582011838825,-0.06397992436264424,0.024211189489688725,0.06563327407954307,0.002948804794623613
CXCL14,0.0053482236822586645,0.012138130297580856,-0.023279474416797393,0.02874053917012272,-0.003465076737195179,-0.01610931486873311,0.033429968048032596,-0.05583782868537774
LIF,-0.03478321790888105,0.019937185356414276,-0.02033906920228547,0.03548125816845788,0.009376141364506799,-0.03442067316885596,0.016147941707924104,-0.03309136446526478
IL17B,,0.037991889411820835,,,,-0.020921294758414224,,-0.02459224910454142
MMP1,,,,,,0.0216496569916635,,-0.01780801074601297
MATN1,,-0.015879194780684468,-0.013032486485230973,,-0.010747943636606215,-0.014778487954347691,-0.01946277146762593,0.07676831750337018
ADAM28,0.017082760766471607,0.014986490758870687,-0.014561076946519954,-0.012384107011013896,0.04505553265717086,-0.00928239359683824,-0.05055512410593131,-0.02657230061870305
TCN2,0.07016892601681429,0.0399568973270367,0.021502352639717757,-0.015873293914878062,-0.04076991260997982,-0.0406936020260564,0.03376339831090068,-0.041722236430154554
THPO,-8.934531725626863e-05,0.03349612361186063,-0.026755129657202743,0.0973783919872484,-0.010747944871249575,,,-0.021985572634828487
CUBN,0.004333164026289634,0.036364595326379166,0.011994874685995697,0.03728987832682348,-0.019389506866782716,-0.035943503821379404,-0.007736253924758787,-0.032675921694730166
TIMP3,0.004313280037992982,0.010017271429939259,-7.029213590076545e-05,0.02204109680975061,-0.016708011098898565,-0.06048676640158887,0.015010580846036688,-0.07447214632421832
PIGF,0.0007758252847735919,0.0847039107161068,0.024535728403227545,-0.01983612747614846,0.0157027581699108,0.09095885438070898,0.0954906674776154,-0.049741613917835575
CRH,-0.013798474276794733,-0.0232900422440506,0.034526619238748446,0.008562853538613432,-0.014700420285346905,-0.0408739836467672,0.13876316775870143,0.0068660060126309605
BDNF,0.015413176384663213,-0.02912477808266384,-0.018383828748706324,-0.02793619791082491,-0.01210494639505163,0.03333460632535689,0.06446501955693816,-0.05283808622002486
CCL5,0.02852478608208557,-0.03438077656428675,0.009134743522745086,0.010289074752673355,-0.014580879718288886,-0.015635184284867473,0.05281799833746726,0.0418176952455117
GAD1,-0.05238668881205577,-0.018947977729318805,0.015558391023121667,-0.018855247912165286,0.039732394970683704,0.02218058965443594,0.0521232657811645,0.04990337765802951
COL14A1,0.054298739656494996,-0.026867525117753758,0.06185152178826059,0.027726431810164525,0.0007435808589333734,-0.016953321487184713,0.0020255509682019337,-0.07881697403918471
HLA-A,-0.006682757457616224,0.06846870980536801,0.01997769434660395,0.004308458119206589,-0.01218979539452849,-0.05983166242672654,0.0836841052711312,-0.08574165493911366
FGF18,-0.010962784624749058,,-0.0139648227087695,,,-0.024733981732530115,,0.08132689252221564
ADM,0.008042004349915538,0.047458197358659394,0.0008416822362360515,-0.024059910409900416,-0.00014743999434797285,-0.09157590352017454,-0.03049287146938943,-0.030426579604992468
CCL15,,,,0.04545914534093991,,,,
GNAI2,-0.005780041039897548,0.07666550228739176,-0.022291825800385086,0.02647873140987252,0.05191518758699224,0.024623254021655,-0.05906754292956292,-0.04574736945997292
HDC,,0.04993968688493716,,-0.006963985009544749,,,,
COL11A1,-0.022952115132928927,-0.027536084670753355,0.0182989143412722,-0.0021162808426394347,0.015529497970642308,0.09234306645428185,0.007474132747285564,-0.05094807768236223
NUCB2,0.028929866926833327,0.0034868981672960893,0.0036699130952833055,0.028872100074676197,0.033313316182767186,0.034189343179881114,-0.034432563027787196,-0.021709145244328473
CXCL1,-0.036292244486972124,0.02618809911581668,0.008040470736519815,-0.01562749207001008,-0.014580882190353332,-0.06604215902625864,0.045983839415957184,-0.050797745428442974
VCAN,0.008180809690860841,0.024454444954092977,-0.02490934769282802,0.02592825623737295,-0.01807371118345507,0.04991122599590513,-0.005281279760626927,-0.017208416231708573
MMP7,-0.021794761553814976,0.12486093416218413,-0.01287083877174641,-0.009879336596363848,-0.01661204378153164,-0.087351872991978,,-0.10021033730203993
PTPN6,0.03614267561616553,0.04548054165357131,-0.01534389028801661,-0.0068030342771551915,0.03475771252972754,0.00856425774430181,-0.010112689205754621,-0.013799884050674128
PTGS2,-0.013998944199031435,-0.013929551778934348,0.011265805009733799,0.0016119576374636357,-0.024808878874186317,-0.020221992456133993,-0.024060942467177746,-0.05252793107263199
XCL1,0.011753517780785133,,0.07003908252780722,,,,,
CD58,-0.06673908365336749,0.03884318890102968,0.021295807983879197,0.018181900456041875,0.03239046251788143,-0.015428224598464308,-0.023411470440311343,-0.029851886611619857
TNFSF14,0.003572948867154301,0.010472296675118165,-0.03408899816521055,0.02228153405902583,,-0.019785884449158155,0.053172547916929824,-0.011477296304908265
CNTN4,-0.021436585865159726,-0.018056957288220474,0.007385477940916322,0.016154375721575444,-0.0011798259285813986,-0.0404039305254216,-0.024424272741163745,0.03827420760332148
NTF4,-0.015088273693385139,,,,,,,
INSL3,-0.010962782474462838,,-0.014841430803039775,,,0.058904653803471506,,0.1191497305186436
BTLA,-0.0174012674254406,,,-0.019492583117010652,,,,
MFNG,-0.01885124884173981,0.049567020213713016,-0.0006428850901984436,-0.00968300678402252,0.006468140430848347,0.074443693884076,0.01812282897548222,-0.06096058009850441
ICAM1,0.004592769677864008,0.08136842626750289,-0.004640959938044413,-0.039159601400792866,-0.03327346603251238,-0.0755280567233116,-0.017790790146187944,-0.005709186041229201
PROS1,0.04154482529070179,0.023912348317562858,0.03498203072135307,0.0027985986241891377,-0.0044177548875628005,-0.030204305906571808,0.07309746264011359,-0.07586566155841125
CLCF1,-0.01475944845577979,0.0711546225804148,0.02421112080899784,0.01996691859648092,-0.032007972152577606,-0.006686086526242127,-0.017011145008334935,-0.04435032559521637
PSAP,0.0411004847443172,-0.05357534211109,0.003774936281533775,-0.03337308891849802,-0.007039063601782956,-0.050001255121137046,-0.002080750308512345,-0.09374631050528956
EFEMP1,0.03826785850717903,0.04594618430186926,-0.0010215791645119493,0.006528955137040974,-0.020893032288083244,-0.011122133961902501,0.016252953663406004,-0.10160237547082716
C1QTNF1,-0.011489610508051827,0.013103442944815953,-0.0005620958385130016,-0.025346444474512272,-0.0011035650652554629,-0.05550386780120361,0.042517803012279094,-0.07175885526838423
ALB,-0.00411654671243954,-0.01854351034724391,-0.016202949762761355,-0.017336620585927876,-0.023253160061548313,-0.03261792919790448,-0.0006794889274768652,0.03208584747990781
CCL13,,,,,,-0.014687675258134608,,-0.028843404081151627
EFNA3,0.038663196500542174,-0.02501492958387144,0.00880277738516309,0.016991880235318974,-0.027090084993899005,-0.03908757269060124,0.08171700096439928,0.04981477839461509
DRAXIN,-0.0034751831590784468,0.07486255947437888,-0.05149287764074749,-0.01392045559068103,-0.01166098958506979,-0.010421922818549452,-0.0024021895296403974,-0.007186396325840766
RAET1L,,,,-0.016672878386810093,,,,0.07501861399912887
NPTX2,0.030612354129055965,-0.02567987292196385,-0.015315561680141643,-0.01747338321834311,-0.0002288932539730446,-0.056345672883425096,-0.004878705742079811,-0.029709424545219947
FGF11,-0.013119409274341489,0.02957898339445434,0.017457270669194704,-0.03155205984355574,-0.009916085119357057,-0.04868344803165081,0.04673785954245292,-0.003467437870940489
CD59,0.02977138533109925,0.019147093184388637,0.004461527616607568,0.021297567729581166,-0.03395439872908847,-0.0479493832451309,-0.05089860141548681,-0.12799386834347629
COL9A2,-0.0006689184504110853,-0.004409191928914917,0.007554642960760814,-0.02154407482369901,-0.009891676147557052,0.054348926141064964,0.02797679247195855,0.08594935249228469
DLL3,-0.008001350112190378,0.025021508466755004,-0.004211157109219314,-0.017318064453484952,-0.009663613063293762,0.09428259918966507,-0.026635442021061512,0.10422873024301711
FGF5,,0.010768422507405544,,,,,,
LIN7C,0.004116935670026954,0.036914452613131685,0.037960813344196494,-0.0243849309406072,0.04431788338730068,0.09903194357416473,0.01354237026275882,-0.046377204544475484
GDF7,-0.004579528538647869,0.03349776127265401,0.030414987626868742,-0.015263946980239336,,,-0.000928307821786758,-0.0027100150578607944
PSPN,-0.0459586083624172,-0.018525251865296334,-0.026391108643355934,0.03894754688921539,0.03312746606527488,0.0349230589407533,0.005868714459914097,-0.02810271948413982
ANGPT1,-0.03859500969481036,0.04516957850819113,0.04538904285410789,0.03397160432960612,-0.0170335348283899,0.015858676842798885,0.007693092722202367,0.021892477248846638
PNOC,0.010277593857811006,-0.015647277163224407,-0.011317144490975336,0.003324403800322716,0.029152800736963774,,,0.021624527498775702
L1CAM,-0.012733078789237282,0.0062971339713792564,0.02613153545181994,0.003130348827622176,-0.004996878389374906,-0.014961780043348711,-0.03107013648594471,0.007866898247388046
APOA1,0.016384217582869304,0.13291398942496405,-0.005063751964479328,-0.013219618653306182,-0.0112247593034914,-0.033384385051342814,-0.007511575093697241,-0.05085367563055385
PSEN1,-0.013313100493543045,-0.012013541715265488,-0.01958055135146022,0.050065767469833024,-0.01810101368367295,0.004565918352018234,-0.0018715542728807092,-0.015903808501731058
CALM2,0.03596686441768593,-0.08550590981205543,-0.021075991770979966,-0.06851901639315565,-0.024001024208213026,0.07382939128858913,0.009014887749678705,0.06504539080499035
