,UKF248,UKF251,UKF259,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CCL18,-0.024805010095332765,,,0.08831460543182708,,0.020512733744040477,-0.013642204714011638,-0.051917602659756104,
CCL17,,,-0.01669895680813275,,,-0.016758090353845363,-0.02190626608666587,,-0.0017371387671668984
VEGFD,-0.02480501797208526,0.025799429196893996,0.012792848504744193,0.08948358870971296,,,-0.015175139175628113,,
TNFSF13,-0.018718662550093138,,-0.011518566672560836,,,-0.004653475381651583,-0.023811362284796272,0.03426422178937488,0.05214706853226255
WNT5A,0.02883714680155479,0.06055773510650096,-0.0042241702586675025,0.054340266433184695,0.04002896047527337,-0.015032341672173067,-0.004259739588129785,0.01726288634352068,0.07661139372419107
CXCL8,-0.05851464802476509,0.04504833954735458,-0.030016063332065177,0.0398001981675568,,-0.08266909534355851,-0.04563363734067949,-0.006590074664647947,-0.04808426504655212
GRN,0.07666213902660682,-0.052747020904215555,0.0485043111978508,-0.03619947760413298,0.07654282084426203,0.07391370770917159,0.049443544722269035,0.05660227142811896,0.1490040506932132
MIA,-0.04942015389335529,0.11757898703905252,0.008905662689392337,-0.024401681994741024,-0.06724529277480908,0.030366455986352934,0.02210748570962241,0.15376138669864112,-0.01511552038633294
COL4A4,-0.02979061558959186,0.011549800428093544,0.004537297293007055,,,0.07493484626577153,-0.006440033504437868,-0.0057811984351673305,0.0041857701919749595
TAC1,-0.0011499387568621698,-0.02798611459985737,-0.010087096745754049,,,,,-0.016776946076825738,0.017032820379552473
RARRES2,-0.0669486356975067,0.04290183668844595,-0.0028648327281888247,-0.028765483608141924,0.04419262768722375,-0.06284980545179321,-0.007422164055155664,0.06944196221925043,-0.039397036511844535
FGF7,,-0.04826256546252438,0.03265866777513105,0.0015984638537509012,-0.001367123574315898,0.011551793186705142,0.006299031599141552,0.05638188312374191,0.001131186672239881
EFNA2,,,,,,,-0.014422954219424293,,
HBEGF,0.08620691396503449,0.03420245358322995,0.007598090350630936,0.03241330809190974,-0.001675371421977936,-0.054984752504212586,0.06230768978419915,-0.03141174532828801,0.06742432500323689
CSF3,,,-0.019903700482529502,0.07148753778754863,,-0.07425340216005295,-0.01636113396432877,-0.03035262071818613,-0.03092395946890259
PI3,0.03835560405140571,,-0.034347777918672544,,,-0.08932506882281117,-0.027892986243694396,0.022992459368483407,-0.04610665651050523
PCSK1N,-0.03065245337321394,-0.02460226637534535,0.021681535901982487,0.12133870050414798,0.002053429335855644,-0.037117085458245144,0.023163670368006175,-0.02367530191191895,-0.09329571951552826
NTS,,,,,,-0.039094880342605776,-0.01757163276719411,-0.05463896842995562,-0.010593075452951031
SFRP1,-0.025665848308467167,-0.032611935430124604,-0.014570485289733877,0.06978870008369575,0.013639795945794292,-0.09397800399781701,0.029008066172989528,-0.00537127888370552,0.02513734292689876
CXCL13,,-0.015271729062579068,,0.0416504617043748,,-0.03764210682467164,-0.03705668094201834,0.03336363870810757,
MICA,0.06908296093364802,0.0346387250096065,0.03097074467797597,0.03745214972222833,0.03472881099077113,0.061316191095475286,-0.019237020847701118,0.0655691266941472,0.06265676069036366
TG,-0.030127181610460584,-0.04303190877781346,-0.015723862091437953,0.05483669124287834,0.060338322689895973,-0.022267312317549092,-0.021641386620894182,-0.038872178829844034,0.011356048381165742
ADA,0.0720309786168578,-0.01720243389098556,-0.003159790374912243,0.07591245839718815,0.0028164511955072417,0.04698792038741531,0.10156221551630946,-0.029531658363216556,0.15516210770583544
LAMC3,0.08718301030501709,-0.033323533966662176,0.010097955975783059,0.02326255336990022,0.0176048125980137,0.07266777568419774,0.09111412657660833,-0.040138601018595794,0.1676125305397269
CCL7,-0.015778081892450852,,-0.011368327169634374,,,-0.025116514690166434,,,-0.032405311918976866
NGF,0.061388619770651326,,-0.026047741152720034,-0.011037514544855902,,0.046202553262040445,0.10124718336909369,0.10483402244306128,0.07491940303720726
TNFSF15,,,0.010318078013252827,0.004969500435864265,-0.02939604152316697,0.10170105954366114,,-0.029329896719484782,0.08514269086022656
HMGB1,-0.0011310437671633322,0.05678336184659782,-0.0068295887196937665,0.06638291559289906,-0.05964871426807942,0.08864383748906171,0.052242384393305134,0.026490576310196096,-0.08652306047299303
ITGB3BP,0.021896875720364143,0.02016766263415947,0.00101463042792741,0.07860388535978255,0.022662569100717258,0.019076426032564854,0.059840982777940276,-0.01770775406680067,0.03897592622268775
AANAT,-0.02289159635838167,,-0.011518567901915534,,,0.09594645800723009,-0.019409389985161608,,-0.034286171382369675
RELN,-0.021399859119165688,-0.008290488108614106,0.06888085202852198,,,,,-0.03542733668795116,
IL15,0.01297565024085788,-0.028347307103726488,0.017747185429604646,0.03947473287930621,-0.03390330529889446,-0.02891975280731299,-0.03518904351446182,0.04386624466496085,0.031009431039546367
UTS2,,,,,0.08085762721241153,0.02741970394717886,,,
BSG,-0.017144139011258636,-0.011375195988299208,-0.005267526371291521,-0.00209213442108381,0.04638722008457288,-0.013269450314925458,-0.05801031798406376,-0.006589975232442991,-0.04667800337707972
ADAMTS3,0.0354769282109271,0.008655121884596323,-0.006375209523209442,0.012915842241786952,0.030007593449562574,-0.01406479809783342,0.09200115001470825,0.010594547632730293,0.018340351377277367
CD34,0.061267855167260084,0.044930698569268165,-0.0034692175940460516,0.08602014643114363,0.008999357548867605,0.02085554787030815,0.04848042968619472,-0.008772612159094298,0.2037764864621849
CCL23,,,,,0.08048638006791344,,,,
PLAT,0.03971759519886963,0.02779720585951115,0.04692996825493412,-0.0036141935585333363,-0.03894886434378933,-0.01970971599402904,0.07858578333759463,-0.022464763195824702,0.11030012236078884
NTF3,,,,-0.036666963566125386,,-0.029768413723764816,-0.015243100349172837,-0.010718273856026656,
LTA,,-0.036824672653058256,-0.014570484608103673,,,,,,-0.028127436740107408
CKLF,0.05546664434552638,-0.016437874762864787,0.047722510974495584,0.06791276167146532,0.04756745834596552,0.03866346951890912,0.06553977284505676,0.013020686492706308,-0.021205592849438248
APELA,,,,0.09424623559027696,,,,,
CD24,-0.05056475295868565,0.17784476806825164,0.013759013409849408,0.043377904745342824,0.0857906935911485,0.011264336001638361,-0.009198202520938968,0.010900783865107734,-0.12605536313936808
HSP90AA1,-0.10624099026811258,0.04927596686453395,0.009385995780683727,0.02423680562306034,-0.010165989076502374,-0.07628585605719823,-0.05426365898466678,-0.029371103620541187,-0.1261030024557584
BMP4,0.06379554046884398,-0.039036311674762326,-0.016299061231221202,0.01703254546314143,0.001354702483629502,0.14246933120116437,0.010127514931229082,-0.024976497219458715,0.10810406199389709
SCGB3A1,-0.015778080314663743,,,0.01018352804944613,-0.03423139480826385,0.0823989484618685,-0.027609240764505317,-0.005930220417170401,0.14920664252440552
IGFBP4,0.07574528318690706,0.04613351865760854,-0.03666107423782752,0.020662177716052544,-0.037146836938040724,0.059423361458045366,0.07174046031590013,0.02970125537934132,0.21868794570799743
RSPO4,,0.0200688420618448,-0.022302679447466636,,,,,-0.012676818229326571,0.05745727460385382
LEFTY2,0.006836598712745097,0.027115413066291397,-0.032556480667898,0.06212476908832462,-0.05119201385600514,0.059358534884936885,-0.01658380602119253,0.012227718889501455,0.10393745537640811
PF4,-0.0163672255741011,-0.03349704477444591,-0.009918641486105962,,,,-0.013219636089740793,,0.047892647542467345
ANGPTL2,0.04727295495113633,0.02370615816382496,0.02878970451446076,0.014813213558887688,-0.07198574152453215,0.04044506367760589,0.06659443342417523,-0.0837401240113039,0.14701814388686507
LRIG2,0.005698612298674407,0.04488590297291268,-0.054194761863036206,0.10901671308101535,0.11159875538807137,0.03180400362163919,0.009538003282343764,-0.04819147452111096,0.04291470604376064
ICOSLG,0.03599244504863599,0.056194907617008405,0.01614171496400058,0.03213429930377591,0.007663582632589364,-0.053410136922369164,0.06895527081928221,0.02453171445232114,0.059011374373652815
WIF1,-0.029450165802019108,,,,,,,0.05175881138182969,
NPPC,-0.048947831320714105,,-0.01538625894567295,,-0.024507814657577807,-0.014882627757172999,-0.00874121027748867,0.013769454594307352,
LYZ,0.06658138048670119,0.0060382388999576896,-0.015680228426733517,0.06467996968022663,0.08035539006433151,0.05621669266480276,0.0956715852947568,0.005672644270572662,0.09511415912221995
EREG,,,,-0.022759829827944594,,-0.042506973823134474,-0.04200596086186597,-0.027044093994713872,-0.0078028944580039806
SPTAN1,-0.011923595450480462,-0.018241365897297537,-0.0016970005346923236,-0.0029889827908789615,0.009538724108500138,0.0012182438571931144,0.01346719637874396,-0.03232989255130821,-0.02650285344459731
PTH2,,,,,,,,0.05610572225123786,
LIPC,-0.020037786142698917,-0.010618287597024196,-0.017824537464692706,-0.028458243486140393,0.06302268133468136,,,,0.0035029816833804864
COL8A1,0.034268650790290615,0.02195710200177473,-0.03193395419398224,-0.04475413455865878,0.010065412461111504,9.836425381790933e-05,0.06607373964262872,0.014686239484301797,-0.04156533779946553
GSTM2,-0.04526745543460128,-0.010340791897786972,0.07821532301020544,-0.02308564120519756,-0.0510258154421359,0.05194011530788145,0.06872078678963447,0.003809970128882677,-0.00753299998100308
SPX,0.0530795839270652,0.04177448088640647,0.054170799271190145,,-0.032489809597388036,0.026399217141801278,-0.01641386792062004,-0.04747661090493328,-0.013446700984301467
MFGE8,0.09580882471157401,0.0014783453215687554,-0.01723619162407607,-0.03614181442241717,-0.0705823165176786,0.03593012890219533,0.021514141817528143,-0.03288438160103604,0.17232536940449592
TGFA,-0.004379621752036488,0.05795153624028066,0.008239624102992645,-0.03067323265257882,-0.008005804828805389,0.01607147787228252,0.035526727751958476,0.06526878530232107,0.03761164845418777
SLIT2,0.018031978538576916,-0.017538188310333644,0.01267948563348289,0.03769262216392183,0.005074070901551601,-0.02306712264919339,-0.015108456941115482,-0.01140425567934848,0.04748400932167607
PLTP,0.011785548189890761,-0.04305177429691133,0.056893932096273574,-0.01580295143743131,0.0570397011062238,0.08577363961324626,0.07753643026529014,0.06970658261911603,0.07200054325288335
APOD,-0.015531333640453102,0.013599234405797866,0.03821135085693638,0.050032119905041916,-0.12286963633407419,0.04385110706115252,0.06468355940481683,-0.10847233405207823,-0.07661976638783258
B2M,0.06418571757595629,-0.10193038894906728,0.04440482905472152,0.07836850679885768,0.07951335158626152,0.06757137738336064,0.11243855265907794,0.06331566049392982,0.20351069667595953
OMG,-0.0463026988465114,-0.007167608964338462,0.0371138241174882,-0.014413925281433107,-0.003078679791278632,0.07595666984250747,0.05165892278336355,-0.038013456684061545,-0.030544237634290036
CXCL3,-0.0229454776630694,0.0015484748422520968,-0.019328339427600802,0.0060693557291830805,-0.025257760713915566,-0.042048636498931764,-0.007365104104817587,-0.056832843940743304,0.01907837175279981
CXCL10,-0.03506825079714656,-0.023693555515047433,0.024587148773119613,-0.01964044977818532,-0.014535714851602485,-0.025936023554810398,-0.017731364322424503,-0.020860971267311963,0.035515931513792565
RSPO3,-0.021432517343730376,,-0.011518567050823778,,,-0.006069530419917431,0.08319110496624788,0.020817344149953294,-0.032885055048206
CORT,0.03160813298238414,-0.059823600780442895,-0.013732612171789796,,,-0.028639473512301037,0.16091523661419896,-0.02264884877184033,
NCAN,-0.059508229296681,0.11336767770859639,0.008019125474748269,,-0.11489770630539933,-0.019595531201593207,0.058650827444330596,-0.09812766423470777,-0.10313846583991025
PRG4,0.00624925812163388,,0.03954486441264887,,,0.10184074704849529,0.10032379840045418,-0.029976473706714857,-0.02574160070372458
ZG16B,-0.02187943526779828,-0.040308249157265656,0.030146284151524875,0.04934892709480963,,,,,0.03140046058411864
TGM2,0.04716517723744062,0.0790994981864115,0.008751630638790779,0.032498725051074595,-0.0019013635625853471,-0.0020648854395938793,0.028331514573189255,-0.027067224126657755,0.0847624271038245
VEGFC,0.018499285027714137,0.0022700044162768727,-0.02026140615400715,0.037220852147728634,-0.006159638641042652,0.049218932309545264,-0.027717647441091578,-0.05246847170919824,0.1054932573523776
WNT6,0.001529772210382933,0.047224663225680294,-0.01572386274430105,-0.015113966845920418,,-0.037494432138446596,-0.02571050751086822,-0.04746524056898484,0.0030997689472589502
NRG4,-0.014532167352515253,,-0.013835776375597221,,,,,0.0015837264748875452,-0.032885058733836084
PMCH,0.08578085520565838,,-0.019170816098487448,,,0.02633200864703617,-0.019409389296865528,0.007384007334978043,0.07653724625018232
COL9A1,0.019881774174982145,-0.004770263321162699,0.006088776310050566,,-0.0328226044469265,0.031171226311052826,0.07688549368097136,0.07495780105674608,-0.03497468125077879
GDF11,0.013751905957908836,0.03348131810518197,0.0027750143852754636,0.010061974448469577,-0.0030483298637290876,-0.03608162826219188,-0.0028640527484802406,0.006985139573918629,0.08714713632602465
RAET1E,,,,,,,,,0.06234728290796937
IL24,,,,-0.01619134578296557,,-0.01903396251407581,-0.01300885571339999,,
SORBS1,-0.008780766862931132,-0.046057929865948415,0.01221178377268439,-0.04101412564763665,0.041010541160399185,-0.0037228626532025367,0.005029318534213967,0.010314440457138425,-0.0909718251151889
DLL1,0.02273237521944511,0.0560608778825132,0.0018373713345032848,0.008123804062814379,0.010194956604193827,0.02065242593751504,0.031782435739453004,-0.05252096205222024,0.1056665550043363
TLN1,0.10866661572815421,0.04111098940305337,-0.021699217280954194,0.0212279099793408,0.06784410545585794,0.0312512888247101,0.003956475232124613,0.00648146420159431,0.10574377383667072
COL2A1,0.030410806357288354,,,,,0.014016742452676716,0.06391328715597809,-0.025834943968967263,0.002968442033530799
SHH,,,-0.011813560291132183,,0.04394955536431705,-0.03884621603291991,-0.03685958111961101,-0.015449680925406108,-0.004584061515061421
PON2,-0.03898112494201471,-0.01414318643744743,0.020538330114498494,0.085013570884766,0.05305856917317969,0.05110948608441348,0.046141048505131996,-0.03879638253306602,-0.11930536622981386
ICAM5,-0.007902346048786396,-0.005176301016041324,-0.018412272195109405,-0.015327098193585154,,-0.034302332893553035,-0.0006180148903471227,-0.010860892072929437,-0.009842936370866189
HPX,-0.039426844272566326,,0.004212727945085279,-0.030433653085603744,-0.025257747499597992,-0.000931304238354633,0.04557512773855457,0.020290139651840483,0.015267712976365156
SFRP2,-0.020976999825983306,,-0.01345436493772104,-0.015979428097409976,-0.03528104883372739,0.037169274622552866,0.06773702772714263,0.009028215667603947,0.10257374391730174
CD70,0.12241799670215336,,-0.022868592251679233,0.03777051210051868,,-0.058864816894557366,0.0034387837408383004,-0.005681406148040896,-0.025119488704163837
HP,-0.04199333258828304,,0.004133831420388911,,-0.016574214140708064,0.02524220435487566,0.052370104256830835,0.057286121654757854,0.035411189797372546
CXCL2,-0.03481179612657384,0.0688071923131844,-0.01219706989198274,0.03317308457286301,-0.04533237923498394,-0.031377390357026566,0.0535406830780878,-0.013363097957000098,0.04515243704983396
NPPB,-0.02035525068128833,,0.0206943461160736,,,0.0038018369420462737,-0.025494200720533326,0.02323737221222123,-0.03335822966923726
CCK,-0.05382463911640072,-0.07759496816882815,0.0130381758117755,,0.033560765521357776,0.026200893539975536,0.0037989935693839853,-0.020645686165320264,0.0899965989001595
SEMA6A,-0.05142431659467852,0.011155296858762717,0.01064588181226236,0.059801441906809125,0.0820330292850273,-0.01415562020402684,0.06664539654553935,-0.002951379229887807,-0.07876042816634563
IRAK4,0.030864232503898272,0.0023057414953740795,0.036947214940508295,-0.0052415764086166505,0.019500203750192836,0.03557767826769941,0.07593922350011975,0.035966953831701676,0.03491970961013649
GSTP1,0.01797206141424638,0.08837870086489591,0.05222866397042782,-0.028953298436946367,0.027358097220179043,0.05566006201861641,0.05740150599575173,-0.039090611892292695,-0.010222256709864246
VCAM1,-0.014222014197909392,0.0074306488250355605,-0.04019841997576123,-0.014812817338808971,-0.09695088509862314,0.0057693846345844915,-0.010166013970146411,0.01769981193293913,0.08307346926592225
NXPH3,-0.037960657355759014,0.02697188249801354,0.006089704538417235,-0.0305536291298821,0.0007410687191236365,0.04727260484514316,0.003704624914695645,-0.0024788696001542565,-0.000894232656098233
MTMR4,-0.028876696195833572,-0.01713063678990192,0.0012989932889029838,0.07978558094192484,0.07560617051533065,0.011606178584648614,-0.015513990112107919,0.008616836922403018,-0.03380165773004683
LAMC2,-0.015976743375387577,,-0.026405381311952657,0.025453778718565467,,0.05000952821985614,0.07678465265293168,0.022346963934256444,-0.0007593449040873161
IL10,0.0071727040574736155,-0.024506700647969965,-0.0296655601580472,-0.03820329926728614,0.1087414516594733,0.0939695459295101,0.00524991028849545,-0.058571309275595694,0.05202294797608437
SEMA4D,0.011473537750905042,-0.03492478429581237,-0.05145734321988125,-0.04514407078848933,-0.07098769523394366,0.007867866812447303,0.05254011717700045,-0.02946380872882923,0.020485427667006454
TRH,0.05402435916903414,,-0.028003937017620575,,0.03187725024057272,0.01050613503560477,0.009527176328546175,0.07450190646663338,0.007012384141538082
SEMA6D,-0.016444854982436963,0.006747381140460049,0.017127193574110366,-0.00400594210666103,-0.032352008985976004,-0.047796288314438495,0.026819813461487933,0.030200150816882432,-0.09783728423570044
CEL,,,,,,-0.028824026802905325,-0.02123868196875328,0.00244697877034154,-0.022721149112345622
PDCD1LG2,0.0055108942172063255,0.010022732481789786,0.011260544915615142,0.010017021587836485,-0.047321053214079846,-0.022277342030569997,0.05571741413611745,0.039882967180670255,0.08295559352025891
SPINT1,-0.02382907149048932,-0.005316189076917631,-0.0048627396328523335,0.020843544481876027,0.05251499339611119,-0.030422918066091386,0.046288705363770034,0.014937084515366699,0.05792339787374738
CTHRC1,0.06828326421555714,0.014559908927838603,-0.03898871184400398,-0.010852593298711813,0.027440530327875818,0.05311598655982846,0.05823200714810684,0.0002834307351039203,0.2087336529407567
PODXL,0.08104021499132485,0.03803177882901522,0.017374349343965416,0.05586877750937693,0.00555769006759946,0.04818267659396244,0.0659245427291408,0.061335377590702914,0.17741198663978558
JAM3,0.037855797642214244,0.05917652761250168,0.05045772692085183,0.058802739309125274,-0.013744969128736292,-0.006185423537771254,0.05812146858809717,-0.020116993361652395,0.07022556782434784
TGFB2,0.0282198592383571,-0.01678549993969774,-0.01214574738102514,-0.02374879018698175,-0.012048326036250561,-0.028459872572645106,0.07322771604927542,-0.04852200560938071,-0.08074151440413092
COL18A1,0.10996809280819053,0.0477431040366313,-0.0032422264402698505,0.049438166708002725,-0.03022517255370786,0.06582257789587621,0.044842146116405156,0.05433410524098091,0.25350189251417904
NODAL,0.11718391011658352,-0.035903939848013926,-0.023265722703228322,,-0.027982323810645703,0.09602002080251999,0.08548868514574227,-0.02303244911509715,-0.01636606664084984
INHBB,0.02551461853249206,0.07655593984748991,0.006069219290336013,0.0725997127839392,-0.05343318321464658,0.030010802213317013,0.014731864640612302,0.013671464571187168,-0.09520048591398693
LCN1,0.06730186303465147,,,,0.05614434481002004,0.041357760319710515,0.09058996277326574,,0.06486207047798027
ARF4,-0.031231293879931652,0.054583272044480435,-0.02874597547743129,0.07373245475212252,0.030670989490009178,0.10358654587312065,0.06407467422712658,-0.001770412486061904,0.12141161673734158
CXCL14,0.04121972034311615,-0.03655557341831449,0.039229646921899404,0.004269151219774055,0.002800152851394116,-0.0268572330005191,0.016677739629667367,0.03020588867022807,-0.17436195988119987
LIF,-0.00726798547594455,-0.04543437624856083,-0.02414082557173227,0.05266758719992268,0.11219149282600578,-0.05352257251508075,-0.00022333231815231468,-0.018346835641277117,-0.030316307985938835
IL17B,,,,0.0005609183873257585,0.17748404730681172,0.21099698773378797,-0.024297772023173,-0.0061449387576825035,0.09971178632672553
MMP1,0.1168536620664361,,,-0.03586139419173904,0.021079784837950543,-0.020020956064058446,-0.02501243610467704,0.018174171850895482,0.18130796207269467
MATN1,0.01073370152126937,,,0.14896310754894526,,0.023149636397027655,0.03477327748382375,-0.0011252233458722049,0.019699936995196274
ADAM28,0.008025224223697097,0.04677573549669605,-0.001087036154439696,-0.04505382417480686,0.09060692780284843,0.02755546955508445,0.048239966660121536,0.06104988809712617,0.0820062432211083
TCN2,0.08774466081032264,0.008722036950254962,-0.016566718245129605,0.02192343790839498,0.05221982453262943,0.08096430883000358,0.078299561357088,0.005102693290313747,0.04616532178487205
THPO,-0.027333903057687466,,-0.011257198743054338,,,,,-0.03850356993523569,0.05831249989287756
CUBN,0.037295725370118535,0.010748597742528473,0.10767321388094309,0.018120658163679405,0.03577638073092916,0.017796420721387627,0.09003856042834599,0.019794770463900917,0.028796970288423457
TIMP3,0.008216528437939744,0.052225834861351156,-0.02467399018835687,0.004415353676193355,0.05617958554136467,0.018694653731450368,-0.023463090009824494,0.0468008959578102,0.19063395864211902
PIGF,0.02689225119930466,0.00859145347143999,0.03900681776495991,0.03814197532633209,-0.05208066546564701,0.027108835500933355,0.030114869859765105,0.02403166627439074,-0.04292338337565788
CRH,0.07433568050949355,0.04337724405920742,-0.013324948323461266,,,-0.05145506999665272,0.031115766045680067,0.007758192689945957,-0.056028774765798726
BDNF,-0.03582813486721624,-0.024315987627694678,0.08828271723237703,0.006898037948551017,-0.03066565548129634,0.019876797060729572,0.004585593280139664,0.06318245765729881,-0.006751802039832311
CCL5,-0.010580513109517709,0.019376536472980162,0.00023673123001165112,0.04351284243965244,0.06540979530295847,0.025256267697634508,0.06554315702254372,-0.05825426246000702,0.18889945796149746
GAD1,-0.03307810207759909,0.04213871337939254,0.020224457264485105,0.007205973118753086,-0.022821993203813888,0.032297273345795394,0.01953799301648318,0.07373062298829898,-0.0482046372832601
COL14A1,0.14740832482774247,-0.014019026900094418,-0.0013614955275174164,0.04599124766884628,0.010972977599241422,-0.05879896367353446,0.03460792435118305,0.09304597604312508,0.17478986684346956
HLA-A,0.026891156715765197,-0.07048364336565802,-0.021201289668025175,-0.04776062251520142,0.027544021754031544,-0.014429205800995187,-0.03201123702199065,-0.03988849200179107,0.171635498482819
CD5L,-0.01871865907765473,0.029038016024743773,,,,,,,
FGF18,-0.01693700317951981,,-0.01058657179596161,-0.016811980232582673,,-0.0036203338215541505,-0.023688447381710494,-0.03971446487875552,-0.037363457279240384
ADM,-0.012913926597317604,-0.006272054075490226,0.003474018256998947,-0.07617866801394449,-0.06322145120471112,-0.06006444652268192,-0.06385185487416796,-0.023680800357214107,0.008086559966394007
CCL15,0.04509955169699505,,,,0.09232878916431318,,,,0.009263741628637169
GNAI2,0.057763685391927576,0.03829581647535906,0.006727917995477848,-0.028906149901153328,-0.035013404689829455,0.08112837986205042,-0.012470872286734673,-0.008291809686423447,0.13484211694223494
HDC,,,,,,,,,-0.04146627702753423
COL11A1,0.009166686820175402,-0.03271154074466799,0.0030025183406665124,-0.0005006403286435022,0.02754434540850407,-0.04635075767146355,-0.013099510302050888,0.02825551564621849,0.03199359332519086
NUCB2,0.0020900948541466738,0.0105729257583347,-0.006831203336375359,0.030046785271789327,0.06442944372367557,0.027838482085925632,0.01676058753887322,0.029611196085317076,0.03342622522307572
CXCL1,-0.04528528280358231,0.03025050683103441,-0.026159371073778775,0.1278311561021454,0.00032015734913698213,-0.08313855446030105,0.0033694483617980136,-0.006644383640040733,0.0003706643982184205
VCAN,-0.05122711229040325,0.0718214318251796,0.02372424027683286,0.051372838809356294,-0.06855669652095056,0.002398793705678501,-0.016499042180188633,-0.02888887921011001,0.09938456279824386
MMP7,-0.018347438729925145,,-0.02104682485911809,-0.03332832882213615,0.08657325349066634,-0.029983006819765252,0.020896786647545025,0.008732647283164967,0.15430500103698644
PTPN6,0.05302777817985565,0.0028615457143848244,0.039070884533340934,0.062380411889294565,0.10105497403858589,0.04355943706191252,0.028373421897744295,0.010071397560820759,0.06053852268389645
PTGS2,-0.018602992538948027,0.004477973308797452,-0.03030200389899326,-0.004835893530952127,-0.035075048406634626,-0.076354346671964,-0.02216647614378199,0.0433057798735618,-0.014462286328029718
XCL1,-0.020512302327134246,,-0.011518568989421937,-0.016716239540751777,,,,,
CD58,0.06623365855161475,-0.0032467724886972435,-0.011335897135503295,0.04440538432911966,0.044805872634734685,0.026069827860355912,0.022820032484322184,0.02088385029186984,0.003886910848306056
TNFSF14,-0.02066825921907308,-0.036596214000298666,0.04120831821795721,,0.05966152417037063,0.011854608339245853,0.036205046639476476,-0.012594249267627323,-0.03274294754997019
CNTN4,0.03400077063494217,-0.03946457818958322,-0.006203629732924383,,-0.030036677906796847,0.031363212605854146,0.011173542103287727,0.04219127870833453,0.0799647506488417
NTF4,,,-0.014570485346536398,,,,,,
INSL3,-1.7237412248161593e-05,,-0.010586569719467342,,,-0.027700663305401847,0.04073189584648152,-0.03593022795538781,0.12363549795279342
BTLA,,,-0.01680410345052928,,,,,,0.008100381271891121
MFNG,0.07170368900985878,0.06307442410928768,-0.027454823391764693,0.0324767214808994,0.0940540952429835,0.013967759602166771,0.07183455019662051,0.011655797695455104,0.08225082334748113
ICAM1,0.019697457518484385,0.012097475666610088,-0.0008603095278649807,0.0271723988182788,0.05048046410983147,-0.03364562062179291,0.014958667664363384,0.03892192408035239,-0.04754044423572752
PROS1,0.047498721604919796,0.09597911833498457,-0.047549347706304534,0.08169312473535956,0.08997618717935779,0.03383545408084164,-0.043172740939989365,0.04358285911379599,-0.04075539095471202
CLCF1,0.0729074255779099,-0.004319763506974753,-0.023312018509095218,0.06352657115919001,0.008257028117603914,-0.036262479652784924,0.008923799651295205,0.023100947490136213,-0.07151619586009428
PSAP,0.042046959610097336,-0.050546464663473754,0.014502685191504194,-0.009559238858716776,0.06485844376346288,-0.018919629808184357,0.01435331549521983,0.06764292932294604,0.0035479347109613497
EFEMP1,0.026785888800643382,0.04950463706889213,0.017832603501464945,-0.038999702847277315,-0.0009943524960541622,0.03080435619500451,0.08885074309719299,0.05395355749277586,-0.016365958899354775
C1QTNF1,0.014373520915305627,0.03992704915562496,0.009006617247474655,-0.010847764008589247,0.031808933036055066,-0.05029791277072021,0.016618562864766383,-0.013628401088998583,-0.04512426963211645
