,UKF248,UKF251,UKF260,UKF266,UKF296,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
AANAT,-0.02020046772915213,,-0.014138105877391146,,0.08600479422433195,0.04857343097795356,,,-0.018491918428757734,-0.02107755871773772,,,-0.02079792661424582,-0.025220898743024106
RELN,-0.025937080069237388,-0.036182542218942904,0.025943501380090665,-0.004633814878474993,-0.013131090854574357,0.015868418412464717,,,,,-0.018457094601741653,-0.052385162199852446,,-0.006003720902393017
IL15,-0.04402481724563548,-0.01964314045928688,-0.0346638770025878,-0.014614304848496427,0.01820684180616468,0.003256860589324764,-0.014360479932517626,-0.022051861059454957,-0.0076064739468542425,0.04107876874695323,0.02448390508813985,-0.03055963890218743,0.08638607037876946,0.0048959899087171
UTS2,,,,,,,,0.03501882615077159,-0.01574722192100006,,,,,
BSG,-0.0037298507156956063,0.008022364863801553,0.0990718652314431,0.01608153391400775,-0.010651154513089343,-0.004494492013588819,0.048688388345860624,0.014091415056360277,0.04241954669976839,0.025653707134716215,0.04434860915947972,-0.06393460120978114,0.0030174594478099438,0.03556360936984301
ADAMTS3,0.05092514553222432,-0.02709170834000386,0.013809494354543443,-0.02353941737655103,0.030361219823105395,-0.03273750196240199,-0.03985149868610896,0.051130696665154636,0.07351283074586687,0.058857583417629304,-0.001582109482051222,-0.03513464557129203,0.07265639494253065,0.07264410252854055
CD34,0.13450978622156815,0.01849535653368664,0.01766003376795501,0.038690503737076776,-0.015585102163534228,-0.008205657446926234,0.03704077714207496,0.0841299915704665,-0.010582635730568049,0.05705100001432335,0.05417595649010473,0.12538189444334583,0.2951904961623749,0.0005635113652835112
CCL23,,,,,,,,-0.010226740083785065,,,,,,
PLAT,0.08866830699714265,0.038163476375773886,0.06307274724748896,0.006621175576906031,0.02842925727745882,-0.004029258738517273,0.06982318445728017,0.10501643563922022,-0.03790811025479129,-0.010013587397089551,-0.06953338299736597,0.055433394585595486,0.16636223028565222,0.05636379253591116
NTF3,,,,,-0.022903100646528517,,-0.007831568125626584,,0.008001212688236954,-0.0019885704043748264,0.10971209638263317,,,
LTA,,-0.01133893305531309,,,,,,,,,,,-0.034035065502350324,
CKLF,0.08982174389573559,0.009283010308371767,-0.03196405397094201,-0.002365054191640775,0.014135171128592245,2.6826082910733184e-05,0.022942336983044265,0.11929952035175505,0.0201513635535816,0.03799255992979912,-0.012168600281469467,0.032756691677414254,-0.07460101012467539,0.013544159125703314
APELA,,,,,,,-0.03744434316482719,,,,,,,
CD24,0.016010245692705614,-0.03316856642541797,-0.008541152679537123,0.030287404190184043,-0.030256632114754642,-0.011050085616406375,0.06297343409960335,0.10911357143086542,-0.005358145355065904,0.043799564189958805,-0.01776144901443789,0.01524179955967406,-0.16664545774970901,-0.026788244731623154
HSP90AA1,-0.12760345075061907,0.05113919637237969,0.017380915205216424,0.019785025961881097,-0.04769973547439513,-0.01741996816455964,0.006757068805401113,-0.017489765549702004,-0.001972697482707426,-0.00790115596259517,-0.031304631113536235,0.10831669473018511,-0.11662544407794438,-0.03734086849590036
BMP4,0.16313407544385825,-0.012019933726952132,-0.027437278302692655,0.0025671388028340055,-0.039644494782645055,-0.04512054335997032,-0.03790792991780618,0.09560759966568357,-0.03061102654881957,-0.013824806039788045,0.008047555783596392,,0.146847928127058,-0.04727725287434954
SCGB3A1,-0.013923214319984969,,0.05041166351436754,-0.018655418612284314,-0.011967865189029911,0.062280436116904495,-0.015164432437132025,-0.022504021018581517,0.024088878445046796,-0.0013023597153489263,-0.03173261622464486,,0.15927053628604693,0.10998275268599991
IGFBP4,0.18552236655898294,0.0644087684893679,0.02589119974492972,-0.02341211331046878,-0.018870401109058892,0.04657503778779407,0.07289743602935708,0.09569016580334663,0.05282759097877826,0.05176303023593365,0.05295548978442398,0.08355708606092249,0.34857785108618106,0.06581620967580538
RSPO4,,-0.018330680308757532,-0.019432333423726002,,-0.011967863438458895,,,,,,0.05109888176042408,,-0.057109501219474806,-0.031802554292383635
LEFTY2,0.054665325030203875,-0.011478192405116815,-0.016538830145204454,0.006181625148419429,-0.013122908630456028,0.0597254939036591,-0.005600820723807778,0.06586054733257185,-0.01789338177520299,-0.018009125760391455,0.036160417329183216,-0.047317185619219555,0.10736913215498096,-0.007425970757070835
PF4,-0.014443099854166587,-0.010314300735996455,,,,,,,,-0.014355817267912773,,,0.027821102982189594,-0.024912740314866486
ANGPTL2,0.09608999344421239,-0.0490443304568361,-0.07856142456684714,0.02748074659665919,0.04683279702484618,0.01469325125460511,0.01796810344192731,0.08203735269113531,0.03047600270680609,0.02273648388712344,-0.06718969932750712,0.028805514082967203,0.19210732015090545,0.03393588085302472
LRIG2,0.05026214599154897,0.05350442046590338,0.05352546761518534,0.05510317630946121,-0.02158404987406931,-0.014173205123096647,-0.03150140642614051,0.03902592156923246,0.0024818248809933743,-9.715241016593662e-05,0.07735663172682432,-0.0022113174905179105,0.07273714209147387,0.007326224744586841
ICOSLG,0.099678294274858,0.005587776149924236,0.015848059195530617,-0.025090681860218008,-0.02271276990461336,0.04616127185165748,0.08799538141289552,-0.03475778232473705,0.03668481808181753,-0.04596464033577863,0.013088946582733364,-0.006349130205496648,0.10451228951841038,0.02088832616206641
WIF1,-0.025988013880213455,,0.01690607573404933,-0.01225152486106913,0.003861357150657477,-0.016613975730816313,,,,,-0.019866011612618067,-0.03109708052687379,,-0.03423161754096034
NPPC,-0.024857955978388795,,0.04912567214856006,0.06749763985011671,0.05319727641512108,0.021242852992271206,,-0.029266992578455667,0.08486469836020569,0.0322009654794056,0.08666917484702198,0.031366790373970686,,-0.042158104917888004
LYZ,0.13263030554681146,0.09773933832304808,-0.045416021110281805,0.07269268664557643,-0.008058986212793297,0.01478882814016003,0.04812835528344071,0.09819215388939499,-0.0045905248131275864,-0.03985526275897803,0.04441983961433893,-0.04658274395536329,0.10227556443367052,-0.011059444594839178
EREG,,,0.0001100198790829842,,,-0.03095308546207025,0.0023470039451798782,,0.07946079775123199,-0.045616225303208593,0.03054939238772992,,-0.026233786584825065,0.09089538331019227
SPTAN1,-0.0059207211359252575,0.04275788458727912,0.018571202198333137,0.027348390486648902,0.012167657370362026,-0.008811116286828275,-0.003251973966793091,-0.03456433644515172,0.010709235149313207,0.046547898857030694,-0.005522595845582104,0.08544534524131182,0.0024420549675749186,-0.0014514937966458715
PTH2,,,,,,,,,,,-0.022364961485174598,,,
LIPC,-0.017682150515074727,0.026209762003621663,0.02029171718048124,-0.006092655799133826,,-0.03491424211752682,-0.033579988316862035,-0.031034649739486136,,,,,-0.003088786762555873,-0.02525903481156449
COL8A1,0.12097956664576603,0.028729027422251075,-0.03259211999934548,-0.029920602720087935,-0.001057325316837408,-0.02861631922924059,-0.03624517973785171,0.015927780892726968,0.022844202504788885,-0.04378511774758231,0.031993387420624804,-0.03364157480652248,0.015089396359750859,-0.0765363645156944
GSTM2,-0.010906267945144201,-0.022601296894423067,-0.03809488967318701,-0.012358362603714089,-0.035373122493906554,-0.024969060854150977,0.004071165296445255,-0.024743307944534318,-0.004304116867843671,-0.04437777927179276,0.03927557152722383,0.005066943908667666,0.01785220238035267,0.008317458723544557
SPX,-0.02859808487651387,-0.02076927128765255,-0.008295733435771042,0.009367204857517731,-0.018937579680011783,-0.008486024917348697,,-0.03879901287192827,0.10255491705095295,-0.017824582078393426,-0.02879762193631051,0.055136310406517786,-0.08256918336176054,-0.023522192312277476
MFGE8,0.16360247785009244,0.02059854780184294,0.031117873952560056,0.028561363340106363,-0.027720840466385094,0.11514437524618758,-0.0011247690073875696,0.10575522160880106,0.0010088130691185539,-0.022277525179151988,-0.00854374563582488,0.0036542551636407645,0.3309304180923508,0.03192163562435917
TGFA,-0.04111443317840898,-0.004699151513425139,-0.04905606592189718,-0.012711600011968595,-0.02424855091761294,0.016350943998996826,0.03776279137860755,-0.042161934162783084,0.0754328917725152,0.04445203774811268,0.0145559545753993,0.029092628867147443,0.05517954160208198,0.045664046045966813
SLIT2,0.03191256262179916,0.023613545922441883,0.06996352770437977,-0.036810581234814774,0.017876148518050486,-0.024805538764774794,0.031021785528483024,0.05514335690428181,0.06417090625793524,0.0713660141800498,-0.06724952294663741,0.02923714728890945,-0.0009935086106556666,-0.026301995709067494
PLTP,0.014759951158890637,0.06284589727492977,-0.06647817694698542,-0.015869945864993965,-0.0029419468012199406,0.030741735763577378,0.09706875588008225,-0.044858217085879275,0.03965663199199379,0.03937744475042034,0.05004252768093541,0.11080865705232812,0.06936902745042747,0.024421329932587138
APOD,0.04249512904249708,-0.026839406249401242,-6.262360278671521e-05,0.01012119163124868,-0.04141156551520288,-0.03185506978157077,0.14101564424229926,-0.06797097471823399,-0.0343324467041142,0.052529455732682646,0.04097537128492847,0.07120737514378177,-0.11826878071199158,0.09579470960614163
B2M,0.048905217922209476,0.01889187143913955,-0.015857483866989392,-0.0006086531007872891,-0.02867961288436382,0.030454446268120442,0.037574065134158126,0.13730758310239394,0.05314497407341893,-0.010487888693150036,0.036546471437631976,0.0005348846426697921,0.2449079722911724,0.07072132034601489
OMG,0.0007575815175625357,-0.041791111876008466,0.011899437683807126,0.015615262851392829,-0.049954018279299274,0.017718528397838336,-0.01700805753476567,-0.04209190675937795,0.0004831325352088348,0.01832025588847729,0.025929925790531334,0.022270791387654726,-0.07517929118119035,-0.016229071994295886
CXCL3,0.03575990071907679,-0.02120522071963921,-0.06425871807835497,,-0.012803084151816413,-0.04357404502267731,-0.014207233770813508,-0.03016257082448638,-0.005004827771250664,0.015866686855804054,0.014955573720025152,0.12521378856570473,0.04570924998646164,0.08311029347645565
CXCL10,-0.015520280932765659,-0.015188527576822802,0.0003303092589196792,-0.019976099102795283,0.01039458829642304,0.08016001492814534,-0.02317522071980929,0.09668766139841604,-0.02176640404285543,-0.019255312657287017,-0.01629760619766385,,0.10732098575253583,0.0032822263365317778
RSPO3,-0.01891291756933312,,0.057351284427569316,-0.010201374522283637,-0.012582424310856813,0.0017740142013700998,,,-0.03723352661087069,-0.03755609647344207,0.024665675852349717,-0.011220994158977957,-0.04023434030575242,0.04071951703578003
CORT,0.08817855857907565,-0.01842068796559642,-0.022833247983272582,0.04918951702431711,-0.013168577244540203,-0.07574150717032711,,,0.05097488031904394,0.09479401622442761,0.053195446538416034,-0.040269038194961075,,
NCAN,-0.05394931456853694,-0.010029740530880451,0.017198745371501584,0.0010728076651727334,0.00782654344363643,0.0050247490709693496,,-0.057144753993649,-0.04770633217240505,-0.013084743143766984,-0.08777170461478853,0.10725462809446779,-0.06952323279146565,-0.016097740586156473
PRG4,0.11328235891502543,,-0.0134705312975329,,,,,,-0.0036788924073721985,-0.022166814465158106,-0.034927960384049925,,-0.018749549116355093,0.08491473107650718
ZG16B,0.016621369346188318,0.09119186945166825,,,,,0.021479228614394354,,,,,,0.015754309507760456,0.07454957070236984
TGM2,0.15961414510899666,0.007429353260782543,0.010332992037533233,-0.019913613541817178,0.04331602813673049,-0.006775360078340628,0.017274688222068152,0.16528459115120495,0.02629841095787605,0.009197649048254443,0.03317657194042283,0.07925701580000705,0.15757483248141013,0.029337424393242984
VEGFC,0.09463123554997521,0.04575445241956426,-0.02073561136949339,-0.004718560850244111,-0.018635502895010002,-0.018774503083909475,0.042728629358569345,0.025652337800755456,0.006551819266359227,-0.030099881650262797,0.07426982898262895,,0.22827389414292393,0.011778943983019772
WNT6,-0.02246480075129452,-0.011478192706356274,0.1167387525412611,-0.014989773787710525,,,-0.021354117480696086,,0.011101202528601587,0.051712074695815506,-0.0017542673813543436,,0.02420696809727084,0.09006364709598447
NRG4,-0.012823770480805194,,-0.019187010257783067,-0.01835025414916937,0.03770717327267835,0.06378580203804013,,,,,0.02460729854032126,,-0.04023434481506204,-0.018116170255137752
PMCH,-0.014780085602223242,,,,,,,,-0.021424990651607325,0.017177472845399507,-0.0162481340375146,,0.15768570237293902,0.029404384773839356
COL9A1,0.05593496164240113,-0.028509007797249523,0.010887541084511123,-0.006140830625512441,0.021767930452749672,0.09867451635041767,,0.05106084230769901,-0.00582489045612665,0.041619043576534974,-0.03497287831752746,,-0.0073782696349276936,0.06477869367922125
GDF11,-0.03158130654283501,-0.010557577330551375,-0.004481271522068387,-0.0009269557105362291,0.026664971101499603,-0.013439567191204352,-0.04716267517647193,0.08178808796056652,0.03358477556328758,0.02175039337930324,-0.038474439307431725,-0.05244705752513397,0.09653929173354171,0.008343647645869942
RAET1E,,,,,,,,,,,,,0.06366051906891232,
IL24,,,,,,,-0.019105367570948297,,-0.015973956753331887,0.10341065569454896,,,,0.01945971660142284
SORBS1,-0.0365834610405458,0.036659139984975886,0.04541152765856494,0.01773049681276836,-0.04574356021671712,-0.034592374151761245,-0.05216745118598838,-0.06542765483482783,-0.011379302323670487,0.03368699410108912,0.05485507797684688,-0.0038022946049472723,-0.12247641359475356,-0.10302644642378403
DLL1,0.04807495827464002,-0.03404849640458132,0.03915668138496159,-0.00450632247803577,-0.013564647446793726,-0.015953662968858986,0.0738134168938461,0.07824905189669007,-0.028438282553109494,-0.01970382713150611,-0.0013515035354034434,-0.03922708438246243,0.15547507736846927,0.05428719968582721
TLN1,0.0837115606670121,-0.03212577471386194,-0.015378137919699436,0.0018929743755760748,0.014321280760379486,-0.011252532909930732,0.026800208212749282,0.11701116646100804,-0.004172775960589565,0.04347618374742562,0.02968854632909934,-0.025330608456443936,0.1845616452484346,0.04306035634515299
COL2A1,-0.04351569184537001,,-0.012031227952464753,-0.016239554380496263,,,,,0.0608019534874802,0.00700841197969049,-0.02244921673566611,,0.13177850822204065,0.004336595987525987
SHH,,,0.14880155840097062,-0.017725539045689208,0.02807470540335082,,,0.157125359622446,-0.0004686787490229281,-0.02972542685608775,-0.028085446800475502,,-0.03146443611250889,-0.013495379396576702
PON2,-0.052521145745935485,-0.061364272430886886,-0.047324976218166545,0.009086753362637985,-0.01196358978502073,0.0094325736829229,0.02576717370428068,0.06590258195028349,0.03124181374485198,0.003529988578536772,-0.01657368787096258,-0.030502645464907115,-0.1928378469511219,-0.05388078021045574
ICAM5,-0.037525960838387114,-0.014775011828764024,0.026804168622924764,-0.03271953433729472,0.0695719168334206,-0.0674425091684263,-0.018085577858051767,,0.020181341947093763,-0.007958292563605585,0.0436967444498661,-0.06469967939832948,0.062432536719342124,0.0026403089614094005
HPX,-0.02373910046183386,,-0.021965235943689675,0.08210918736506098,-0.011967863968934877,,0.01766674655346853,-0.03016255504407757,0.09758738381121242,0.05448681947896974,-0.01866061592724428,,0.05979587792388486,0.031153404635608624
SFRP2,-0.018510950542951234,,,-0.023406273875710648,0.0015393735918768714,0.005834040638357601,-0.018855310205019897,0.0669597493526938,0.04036655178268125,0.04799406636353369,-0.030285259540140056,0.1169818118219283,0.2075734643635585,0.05790588384331697
CFC1,,,,-0.025329051030338695,,0.019052662552772315,,,,,,,,-0.029222595083469804
CD70,0.10386937961295725,,,,,,-0.031728798144643855,,0.06870257775353811,-0.0061695273764727655,0.03663444999837617,,0.017820244374005586,0.02017036233496074
HP,-0.031308922532644654,,-0.03831117782682332,,0.001285472100789235,-0.013820044566927116,,-0.056527107073351054,0.13165019080220663,0.05690481688746581,0.05185881733232115,,0.017680940254830267,-0.013553190198561623
CXCL2,-0.054816777263510835,-0.029136665232898817,-0.04501078834338312,-0.006205502723406574,-0.016632400087392276,-0.03001388716176871,0.010653967872892387,0.019020404103664075,0.0822539333523371,0.0320604413092882,0.04958044057076402,-0.02417127797639312,0.05639960678954946,0.12148261476184362
NPPB,-0.01796229402566819,,,,,,,,0.10598236955752066,-0.002015639175513792,-0.024284515639380715,,-0.04081326190703025,
CCK,-0.06147047198182072,-0.02796391640773318,0.07233280730913189,0.013118722412987062,0.013508982061291927,-0.016266555092026267,,0.06674052746225649,0.1058376629598049,0.03733398308689923,0.06061292454977719,0.1158198728397299,0.05099173554107498,-0.03609254380151882
SEMA6A,-0.07323043716250378,0.051673059551993486,0.007301563117389205,0.024524527632268017,0.019714719612851924,0.04991362097543809,-0.04240075965366539,-0.05154186223926358,-0.0077878679185013865,0.06138205274172181,0.006845347668983311,-0.013891021002636656,-0.12438625673327051,0.042833781501318446
IRAK4,0.02848712975100951,-0.03434641904464054,-0.011173045275016887,0.034009200876122844,-0.011037284596174403,-0.026818700608662337,-0.009103287519731865,0.048774336733480715,0.004812800260648143,0.023169513708389863,0.01706965623398314,-0.03405406075891385,0.05287452039556,-9.641060896795022e-05
GSTP1,-0.0013340630296282624,0.03469951756254921,-0.053270245105991196,-0.0017186479577479422,-0.03648773108860086,0.01044632409472172,0.038504075169560247,-0.0767385753873241,-0.08110734655019627,-0.015529180295111428,-0.05792020407926197,0.08574086278357991,-0.03865485137420497,-0.008773995781332354
VCAM1,-0.02745868231124625,0.0290459839987194,-0.03748713154032831,0.08720273000606175,0.005143532158870514,0.04664701810159081,-0.016835764564114068,0.1247476708968861,0.031887033407920956,0.047802332104198035,0.013856777103205613,0.08553229798553474,0.0649485623512462,0.025184910977331523
NXPH3,-0.0160623513244143,-0.01638161385362937,0.039741365300487524,0.02775892124082816,0.0015435957179218355,-0.07343159507919797,0.03697458772262799,0.050473682159619296,0.03450143693348458,-0.03566286876934513,0.04454320277897348,-0.045867595842610985,-0.027251070691862812,-0.04212131591588885
MTMR4,-0.02685022512008166,-0.025744317040149622,-0.024349745802367595,0.05683013392000202,0.021734286884578607,-0.01845305118773908,0.03869992387808495,0.08176075516572703,0.07262000673355744,0.006460067912554527,0.01104713055658468,-0.0453522142911344,-0.04869532588405996,-0.025941126386471263
LAMC2,-0.014098522615845994,,,-0.02053841520376268,,,0.02852065727328207,,0.06988293548217464,-0.018552611290213582,-0.015771348431845234,,0.04316046194913951,-0.031802571799604204
IL10,0.019111790589195786,-0.016440464341606273,-0.014247357025593727,,,-0.004302025433374412,-0.00990143634699078,0.14503110877864614,-0.025674330625188323,3.7820331434470025e-05,-0.0010789149177981253,,0.12399796592528592,0.1298177409489566
SEMA4D,0.029288055792214343,0.023710339815607974,-0.01478890756879965,0.058215801967806076,0.030080111225869288,0.03646352095819713,-0.02377306697319756,-0.004883592571124351,0.05260982326974887,-0.01771902321584392,0.00018015092890862736,-0.020970553022982213,0.07139921113812273,0.02402912118575537
TRH,-0.0427218456716194,,0.16937946592944933,-0.0017146563782709252,,0.008544359914092083,,-0.0030262151058874564,-0.019960517167932915,0.029277924249852733,0.03338118396306844,-0.032148155310643876,0.03126507174844435,0.016483937242181616
