,MGH258,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
CCL23,,,,,-0.013530627802866128,,,,,,
PLAT,0.05482916473761629,0.0607179577605288,0.05581870753814933,0.016104749363109634,0.003142851312397873,-0.03306502040015094,-0.04644481926225072,0.025317815059585615,0.13303508478389248,-0.03928526713635002,0.06312583924772901
NTF3,,,,,,,0.02770666704444859,,,,
LTA,,,-0.01188003080040883,,,-0.02123251512497274,,,,,0.023592145830525785
CKLF,-0.034230451971544916,0.045483725457181344,-0.004558646175987284,0.07240186738689892,0.016269947655237767,0.0032457422775830276,-0.02369207430558178,0.11358885393556527,0.06795481736655772,-0.01596102666604893,-0.01609514274793452
CD24,-0.036533001165494544,0.04728641677908871,0.0309316251358271,0.0012143927172768882,0.07275587872335063,0.043003163835678516,0.05634338927474989,-0.0016552152673486589,-0.010753980010714448,0.03530741598006128,0.036827990590130394
HSP90AA1,-0.09145433573509747,0.009570097337277022,0.0664693717259184,-0.03050581938905403,-0.08855915148484933,-0.04251783130768561,-0.02958464864194126,-0.05138083661459443,-0.06596931959783442,0.021928069450889435,-0.03752225298556674
BMP4,-0.023746669456710476,-0.020358034627057958,-0.04469497885969923,0.0014669773478636868,0.11713766656038188,-0.005913073812802028,-0.010754291009206376,0.08891516478396166,0.022419224893566885,-0.024424113540601818,0.022091404066036588
SCGB3A1,,0.026248509542401103,,-0.02430873387386274,,,0.08454823440317152,0.015777026513046615,,,-0.028135237793044054
IGFBP4,0.07739254077611442,0.018941486264735456,0.016408719875970926,-0.05158263947588668,0.07220935137514828,0.009845819261539676,0.018585057947211076,0.0009139190165372074,0.022239507128948753,0.03546184531253392,0.08446963598077964
RSPO4,,,-0.019492712550690024,-0.014612598054706823,,-0.002102722087802414,-0.011850577531668245,-0.0020364502627627772,,,0.00806757368517187
LEFTY2,-0.019948670647579842,0.06011316697753114,-0.023912984457841374,-0.01655892841392053,0.043037672861219935,-0.01189866268073986,0.030381317169423064,,0.05178129907019848,-0.04807248845639375,0.024738706346069877
PF4,,-0.0165180995136957,0.10680812210681054,,,,,,,,0.02361980552093493
ANGPTL2,-0.03395975492915089,0.04892113528096551,-0.008651089951496977,-0.009083400934919578,0.06620190797427891,-0.02465867320395136,0.03669301141571804,0.08430146661018718,-0.013324348228735268,-0.07791454242448444,0.037170583122248316
LRIG2,0.06564813035866919,-0.026153627459893507,0.040677911485826,0.009455377476490518,0.028712445081209386,0.029869412596018333,0.03763512956678382,-0.03096010056385468,0.08177418304783936,0.02016787225499946,-0.019599232191584798
ICOSLG,-0.05268247693738272,0.03517683216228114,0.05243157270838508,-0.017393255343831175,0.045399862391441025,-0.0453881067357425,-0.009576156438953359,0.07274768492623683,0.011434119799923393,0.026988267685565562,0.09150329750824804
WIF1,,-0.029721638967470897,,0.04943511573589104,-0.027881128663357513,0.09636543568605747,0.0027158509718541897,,,,
NPPC,0.08614169336678486,-0.007122316335247351,0.04317858714655968,0.006242495540878936,0.008855192083824244,0.05386031185238581,-0.016469402681008726,-0.025994382120742805,-0.024898965781411812,-0.025688617229723355,
LYZ,-0.018700040000824987,0.01658980786996661,0.021515556070453738,-0.026236414522859776,0.07383251202209369,-0.0143064442504416,0.043480487100170474,0.0034349245355007416,0.07274052082349386,0.03081851891757325,0.04850156506441167
EREG,,,,0.019238777202800185,,,,,,,-0.028856935856933278
SPTAN1,0.039077263836447905,0.005042860491802597,0.027858019404621126,0.05044997275308781,0.00927360868640273,0.006927427729088222,0.03214630363755338,-0.013668210946186407,0.06772630265983981,0.005176608536980522,-0.0651836006293748
LIPC,-0.014794067357739516,0.047259747484539476,0.013479433062586333,-0.02716304881915962,0.03442420722252008,0.02334496325708388,,0.06341396979368336,-0.023194991425610906,-0.03153148181811735,0.09512438290683978
COL8A1,-0.07055460885478929,0.03571784588604259,0.0265468785267553,0.014428029600644881,-0.0205809306731182,0.035865492232380204,0.011687959784994645,0.01980046986742653,0.002139614337917328,0.008019199434720067,0.01594819906782018
GSTM2,-0.029880622196170974,-0.004874141841014426,-0.023692493622474785,0.008157490716386412,0.11601253405325625,0.007949653038356682,0.006468569528017909,-0.010213082467104274,-0.016845130516133063,-0.022969438665377696,-0.04209528907370909
SPX,0.022473495170949865,-0.03270669154552004,-0.0025135369090839746,0.03395422567370926,0.05596414786188261,0.04600380827718779,-0.022765714671773844,,0.052265001590131366,0.03981872950829834,-0.049421397367510514
MFGE8,0.0717882455847242,0.006074043589193564,-0.0020422319789142485,-0.011754880000447923,-0.019930645444755403,-0.016372518318091153,0.017231124014693268,-0.004025508600217482,0.09212847393621525,-0.023258951035709147,0.01592386570858205
TGFA,0.019681955546974085,0.08169317667270624,-0.01643993153442994,-0.03842321531411841,0.008976383824293678,-0.11192350329465174,-0.003441739348377071,0.030968636570591915,0.017494061646194676,-0.03186022572295752,0.004568099135376347
SLIT2,-0.015572498248633888,0.06432674608288223,-0.03221481845405422,-0.005189066608685906,-0.039513599171443946,-0.028221595833594217,0.022675530448264786,0.012023381137203602,-0.02815852830076254,0.01915649394982229,0.05593270142604092
PLTP,0.06504572117843872,0.018319256915087873,0.014557466669354703,-0.02172753638385046,0.04824647283285605,0.03377167190131231,0.053477898775966246,-0.09548557145963235,0.0013964286935657187,0.025551750886022254,0.03816232480779471
APOD,-0.08999320595797919,0.06199548391005246,-0.005474528420016675,0.007499585723366315,-0.032273549721925615,0.01780038947250497,-0.013836536009474903,0.08707798101871805,-0.08276284851680615,-0.005839914300454817,0.07118675535178799
B2M,0.042874881159353256,0.08961260552959045,0.025530312357326022,-0.06403038056381452,0.06361879066913964,0.056652436464137416,0.09289045975075072,0.04165304591269539,-0.031347225486663605,-0.05877699051897829,0.06266562652938117
OMG,0.010936023265791324,0.003540493454526026,0.01870003601321338,0.07578982861580814,-0.07177494780310144,0.00934076839121248,-0.0031604711595265285,0.024696917511882303,-0.09436617529364218,-0.01379923851913219,-0.013537751888022004
CXCL3,-0.036238437071340716,-0.0036207992590823654,-0.04878918221628751,-0.03713610298023689,0.033667387746864945,-0.05290470502325709,-0.012677613023056929,,,-0.0190679637282422,0.08484495641621753
CXCL10,0.06630377503255896,0.07538630986687395,0.035521158959383674,0.01784826822454291,0.03185236563390585,0.04827422792861225,0.08469360571798315,-0.056963341518402905,0.11424826188250024,-0.02568861443650916,0.02309126526824093
RSPO3,,-0.021630083407229547,0.011071586566898784,0.03974652377293606,-0.019526456877343387,0.07810173105727962,-0.03078509321512793,,,,-0.013617265360687355
CORT,0.06405154949532138,-0.03126482049489899,-0.014542250760730667,0.02311854544297102,-0.03379490841416353,0.0056876699688265175,-0.04165243677801982,,,,
NCAN,0.0033381818241757853,0.10456052758173569,0.04871518615663811,0.035099009782896366,-0.019682806974976985,-0.05711908476611279,-0.028813682799934893,0.03986018062269503,0.05268396427863125,-0.06317788387073525,-0.08084552899525299
PRG4,,-0.023947080037363365,0.09193634873936019,-0.019448633443120034,-0.01691521673797007,0.004209861807136492,,,,,0.05228376280762267
ZG16B,,-0.02208112104404744,-0.021660599314737117,,-0.018262694731205068,-0.0004979104086682432,,,0.09481568440266096,,-0.016979264416296852
TGM2,0.027820366715007667,0.005713822783149835,0.02720669369239671,-0.03239272906375192,0.04724909478781337,0.011106809330510422,0.0553835113731445,0.001605785882597543,0.0704191328139843,-0.009848697218580739,0.06465097660550717
VEGFC,0.06686542817112716,-0.03040558219770274,0.10099654527619648,0.07964361689421201,-0.02230165123387596,-0.02030770522449356,-0.017774543735548657,0.0329257686860363,-0.02996326298163867,-0.004990133130242979,-0.03448121116596502
WNT6,,0.0016884119765512727,0.007848979310929068,-0.026798344476241513,0.030550180996953738,-0.014091687176490559,,,-0.021983565285778287,,-0.020505951416734974
NRG4,,0.0777672250130977,0.028985076039147014,-0.014469720879957593,-0.02106897551908567,0.01962391646568815,0.01022872992429067,-0.05260339632892623,,-0.020195856284672745,-0.013617266886857918
PMCH,,-0.01690349905931271,0.007949719301353537,,,-0.024694706501176483,,,,,-0.02936400047375512
COL9A1,0.03214035568588078,-0.010164408977164485,0.06265613470776898,0.0772282865326121,-0.003477828413377043,0.015254944538610473,-0.0013528735783437814,-0.0023682102299746686,0.061234800080936916,-0.046112012498759944,-0.0009258125641628497
GDF11,0.056149470406955324,0.024605773348229037,-0.014296621906545813,0.01406857505955364,-0.012339765574384175,0.005178978009812904,-0.023607395811474606,0.029100305478658786,-0.008084401505001285,-0.006739783428796984,0.03760079111127712
RAET1E,,,,,,,,,,,-0.014938045021592032
SORBS1,-0.008953915829062048,0.07337324611026494,0.02358463517931364,-0.031438492243892134,0.010518157362718593,0.010999629909993706,-0.009046942404817838,0.031877667084197,0.07828718607563295,0.028296982331010627,-0.0228785553313683
DLL1,0.07376787497240209,0.04359367256409122,-0.007574768342082801,-0.05277993149958025,0.08216832819786302,-0.005848800140351916,0.0192924572706241,0.014828901804826631,0.026844172799735208,0.003374713156962282,0.015392559109245104
TLN1,-0.015024234367202864,0.013072105140445411,0.02662311411572266,-0.003379384064487426,0.043762740333201156,-0.04250950046168754,0.029052400940267984,-0.06957348551143255,-0.03423380135153364,0.009540701885419785,0.036294855842041375
COL2A1,-0.042266277326396685,0.00847066790529948,,0.06533777571881294,-0.015612963046237925,,,,,,0.14715287178469239
SHH,,,-0.004619842896140011,-0.010108100378588315,-0.012273686028560743,-0.023028292444496334,0.028628976877600427,,,0.005560175171333211,-0.04744030223888547
PON2,0.04734062795112431,0.044221418766289475,0.07415814741496225,0.020361099856217046,0.019154309763799598,-0.018601005335317833,-0.0327629230369253,0.04669247824406181,0.057997320099704756,0.001607638368879474,-0.012216401547137344
ICAM5,,-0.0023890813917739656,-0.030226670601300493,0.04469686372168769,-0.03050925553593998,0.04709689200076094,0.026010449848847317,,,,-0.014564119252882436
HPX,-0.003461173693364151,0.005938019599336097,0.024468056086905637,0.03925474707999146,-0.005876024729533654,-0.03310860727887546,-0.011850578056945527,0.0821901989662337,-0.018831174323881646,-0.008473641807344187,-0.03142511168053204
SFRP2,,-0.021170366905229117,-0.008343278866070768,,-0.012460595782534313,-0.027593859104982996,0.012649680053282328,,0.02073722964796922,0.0408004882047948,0.05661547568912635
CFC1,,,,,,0.07216769095403215,,,,,
CD70,,-0.019634280502937765,-0.013551256993832863,,,-0.0030912014836376304,,-0.057089957660560485,,,-0.02077560108875829
HP,-0.033527327885557526,-0.0022318676879510466,0.009413094857701098,0.042168196597179505,0.13201692539079232,0.011949302737053625,-0.049221194305442174,0.05923904802602657,0.007244963850038881,0.012641127662332559,-0.020369941883867444
CXCL2,0.015980827442915277,0.009233819861919505,0.01493058609914357,-0.02016629329474589,0.08589298953556924,0.024084067183331857,-0.01646940139206242,-0.013295165241623523,,-0.020464048746251864,0.10586948606161499
NPPB,,-0.020542886444467466,0.005201116157959165,,,0.0120793302009124,,,,,-0.013813200698702758
CCK,0.05835141024323386,0.010510155077672384,-0.045918940494836975,0.036654304137260216,-0.058551662360260985,0.03594835264532678,-0.03594343378681207,,-0.02877104185920547,-0.01678936833301549,-0.01791945025443652
SEMA6A,0.00026042485698205307,0.03214968237720417,0.05502340684309024,0.025439258201329452,0.05335402742723349,-0.036480903156497685,-0.01893866563028462,-0.029780231681894642,-0.022745548575676306,0.032258838440044436,0.0026681406433983774
IRAK4,0.024570130655689786,0.04784162598021011,0.068227971995524,0.022990529554689405,0.04528609079134976,-0.009579891673531273,-0.04942380593634759,-0.010129545578407027,0.08504017235120315,0.08824060610734515,0.01384256132974993
GSTP1,0.007108431856572579,0.08128255616941299,0.02737451366095971,0.009250491499321882,0.018979036035527128,-0.017843471919093724,0.003327562389851523,0.08817899802434602,-0.04526288999778182,0.020424631379860482,-0.01398880006951906
VCAM1,-0.011610538944959692,0.055429972450650525,-0.00041104260132110773,0.0036920260526695425,0.06888348623175417,0.056996493692455664,0.04107565868913101,-0.00022913890357687994,0.04898616082608034,-0.0653988471135715,0.020736105325965114
NXPH3,0.024691824167144386,0.005238626387838414,-0.008705574436394749,0.02969583403863208,0.013811796734496652,0.08480013917550776,-0.016761006521072857,-0.03215288770177672,0.031659092243501316,0.03187016239011284,0.016608768982448664
MTMR4,-0.03315098681566711,0.02905500189724718,0.030506634131211303,-0.012185186732094677,-0.02553859479050238,-0.06335034366428874,0.024927372918412335,0.09857163366699379,-0.024813608170342824,0.0403540941228606,0.059665570494253396
LAMC2,,0.02633145275722793,0.025232983938835395,,,-0.011756854424928522,,0.1287780758654468,,0.006641491592290857,-0.026318383319150224
IL10,-0.046741045402137686,0.01794523718280717,0.05767252735900151,0.050710026905752124,0.11453647660137228,-0.024580732105883938,,-0.047672990362397645,-0.039777148382187676,-0.018834963745296696,0.040251140737380744
SEMA4D,-0.07051442263964389,0.03894323242293266,0.005716847874866171,0.02185915857620849,-0.042779187054471375,0.04687440466473281,0.03035276894501405,0.011881680357107068,-0.03770993944746287,0.009987194766667052,0.021339214355929424
TRH,-0.017041580178194175,0.07812949244329076,0.014796040939827013,-0.017093967751639173,0.04230245696866149,-0.03272542357447429,,,,0.004476057786258771,-0.015471711116147589
SEMA6D,0.009511389415137192,0.011226267790143572,0.03942692918617864,-0.010654893822020495,0.03679710551620339,-0.025233204492855706,-0.015946251340601916,0.013725701829563348,-0.0034433624608582202,0.013277033054471173,-0.042884751666239236
CEL,,,,-0.0337246177526356,,,,-0.00385428460287917,0.10346679012615499,-0.03806284761890162,0.03907341889216301
PDCD1LG2,-0.08551022413333267,-0.029623931134703307,0.009792597866573124,0.03234623847190563,-0.03739713907404459,-0.04738745457286286,0.00399598505885879,-0.021768192699126995,-0.007981931302962991,-0.03827870090844691,0.03371058807935731
SPINT1,0.01994001839307156,0.012813766649498019,-0.025588384955198367,-0.019943478638525244,0.02424521276071968,0.0010313170003319297,-0.004861046039258154,-0.07953797001479337,0.008883692903096678,-0.024077180377516418,0.035738476733967156
CTHRC1,-0.02641651147170544,0.002029127480555378,0.010899894917074422,0.07243709800678788,0.03236144634484906,0.04853082405467803,-0.00261840690799834,0.05525102825547499,0.04387267598453368,0.037712570972716526,0.07654522075749444
PODXL,-0.024988030417664606,0.0070219003180067305,0.009569434492314058,-0.010107451141074931,0.07626644739160914,-0.009887038269155855,0.006831716529390704,-0.02087048911749251,0.053528059939910624,0.07178646934419286,0.019449568596094365
JAM3,0.004136334867280885,0.0025353061603704155,0.040118756031709786,0.020491674854276214,0.033718162480399924,-0.05052887911492956,-0.004226348205327377,0.004154114614072758,-0.024078389801566253,0.07243416215163898,0.04480378686803549
TGFB2,-0.05257629407360495,0.0012926265119730124,-0.05160895626352072,0.03751456554998165,0.08206446290581625,0.011262237204776092,-0.017995277243298722,0.0235374149925291,0.028509701609800653,0.06259469549972202,-0.004941623424647003
COL18A1,-0.04638538865191566,0.030735008385043908,0.022788892546704673,-0.03294949811196269,0.04075095584114326,-0.06958599266682251,-0.005955662398223851,-0.06774736878565915,-0.006903967895381055,0.045431993113277405,0.04542479074344547
NODAL,0.03478979185414024,-0.03313034132461315,0.0905193327254568,-0.004933256462742922,0.09646715567671357,,,-0.07268141608205134,0.11581642817668879,-0.02937377984022545,-0.021174443651926243
INHBB,-0.09908320051143142,0.061186873849902575,-0.0255899475108636,-0.03040232338770227,0.06988567823988891,0.0405600221186804,-0.020188172118452734,0.06853546372609012,-0.023693008738015317,-0.017793016200626545,-0.03107706246458326
LCN1,,-0.016124021457663708,,,0.013776112166993692,,,,,,-0.015645836388391097
ARF4,-0.0015816846421770933,0.02957783509384089,-0.016332377454877017,0.02574200489434889,-0.023568127874566077,0.027780290028991114,-0.013779730968845393,0.04686593942703235,0.05616962770445819,-0.04556123587686508,-0.008019519601100325
CXCL14,-0.038768364892312224,0.021299698311292536,-0.022753980144200842,0.036494656521020366,0.06796529360966215,-0.020949464757345736,0.03791234544373869,0.09244986792821351,0.001559262200389494,-0.05656075091093496,0.013918441091007107
LIF,-0.05580827945507569,-0.024068111413111853,0.0036068634152175054,-0.03504372950168086,0.08058043676099776,-0.04976659966389516,0.006010379443984242,0.12598598420669216,-0.05860137071357303,0.09913751344932858,-0.031001833759372505
IL17B,,,,,0.011447554311955172,,,0.01034589772655106,,,0.020793592338836212
MMP1,,-0.022229626167096887,,-0.017093964022639414,,,,,,,0.04112433425934027
MATN1,,-0.021170369790199785,,,-0.014364861337519505,-0.003800668257047418,,0.023648988643656232,,-0.01975176692519891,0.08958466484901276
ADAM28,-0.022409792024420203,0.08709000937194161,0.0025040704437314966,0.0641396739524797,0.07958262348109574,0.029904817770072253,-0.0319663393273519,0.0009089092456036457,-0.008082837098180279,0.04623762043481806,0.08296761268246994
TCN2,-0.0008671232118574302,0.0066407660999834375,0.04795053125872536,-0.03957101747843303,-0.0006119341030372396,0.03965324531377689,0.018439126474419865,0.050377953981292634,0.04920010459490397,0.046513883595136966,0.06274270340705412
THPO,,0.10787896628325641,-0.03934512798414802,,0.07224981701680468,-0.0029272825658641136,0.1000560433615876,0.05534096715302049,0.0949250241433122,,0.059342752028343326
CUBN,0.00754603694643566,-0.02608513560364483,0.010799220985857113,-0.025159452879977815,0.03527412495822472,-0.005640418828872561,0.04266208367097141,-0.027707464318774046,0.06845475588831863,0.0006034142388674847,0.017395553763360532
TIMP3,0.05163813302098053,0.07652919805082362,-0.03291911187324234,-0.0343442166579481,0.06603329060199525,-0.0006253361927968243,0.006010834860547144,0.01080424357171339,0.04975037477533703,-0.030639547825212332,0.07327726805755753
PIGF,0.03123663400093519,-0.01999889929892704,-0.002114589636956157,0.030928048025745364,0.041112101687857776,-0.015490252176039127,0.0010020221470362948,0.11013359278608756,0.029904920171171027,0.01930376250724169,-0.002503226949503799
CRH,,-0.01889121083958235,-0.02187502006730038,-0.017370583244518126,-0.02106896678336088,-0.02014447729373965,0.028792230877394995,,,-0.03329135550744818,0.08298378867950923
BDNF,,0.013488826179683612,-0.01740029047486744,0.004794133460379412,-0.034824008470253555,-0.037874244509564045,0.02580491260929819,,,0.010201740803623034,0.03881875784929292
CCL5,-0.06150653503608757,0.055529104960228934,0.0024835690162823025,-0.011157757448213573,-0.018789179603823127,0.01843976614679992,0.03347265797892131,-0.03470997849521359,0.03254080708070264,0.0067653833448642784,0.07082027494936653
GAD1,0.07982636624795894,0.039745406619123264,0.009104550114001974,0.052525396960814874,-0.015120240282423902,0.06304820507684451,-0.05017519282238973,-0.057808417134795315,0.016445047649896204,-0.00620673340416867,-0.016135527288318813
COL14A1,-0.03167926042730431,-0.038207279401246554,0.04251832012599909,0.054780729305707036,0.007814609994821805,-0.007100463071098169,0.011248349827606486,0.01960725115137186,0.03807603253222776,0.09569236700348993,0.07866032769343344
HLA-A,0.056473383671940255,0.059822248546029626,-0.0271046113186659,-0.07192126865957904,0.06237557382652689,-0.03511553584930966,0.05536311238658738,-0.07293181287971491,-0.010379953866823263,-0.0014023516041824652,0.039346633304977625
CD5L,-0.0716724695528661,0.09133384313777353,,,,,,,-0.027217181003145845,,
FGF18,,-0.017093129358819494,-0.017379539857038724,0.06744561855335965,,-0.02017232545409691,,,,,-0.015471712357430834
