,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.01973297301325542,,-0.005319457196209296,,,,,,,,0.028856927426632508,-0.010928532892130709,-0.018006209565815192,-0.013837596955991823,-0.026998688690653094
WNT5A,-0.03858994324829933,-0.04302435440664309,-0.0028515243514588054,0.019530185079662234,-0.028264883438971,0.02437731515931636,0.001657380665989015,0.06307861404167744,-0.06760878799346097,-0.0040599089302079065,-0.0007875726631849713,0.020515645830497954,0.004526174467676302,0.02040486386251912,0.02056520670286798,0.0005287561226798635
CXCL8,,-0.04345674341519805,0.08424430585915416,0.06014596623235212,0.017853042879032603,-0.027566508731331978,-0.010494604479731376,0.0060710896247728385,0.08641791223175335,0.021464184131933007,0.04992345649718973,-0.0123811912111064,-0.04187946498060654,0.03031311505515507,-0.06554546759988046,-0.0110134304492211
GRN,-0.026428580696837838,0.01212884172337815,0.010895738500033982,-0.002248810193161285,0.06975502008182725,0.05886806574303076,0.009658961941782371,0.0792668285244515,0.03905694567910344,0.02968192383655828,0.048943040160506754,0.039198480512037254,-0.050592777633384024,0.008332354915939914,-0.09536462455578039,0.002533809521896744
MIA,-0.024978091158044623,0.04057448169399097,-0.030045333033508103,0.013600284807791312,0.07092634594688407,0.024971371078725497,-0.03937008689509844,-0.009378468340801683,,-0.026980175704384993,0.05790263803078744,-0.023875270921461373,0.0148480414412221,-0.00940514570042626,0.11563355117574305,-0.055084982432466414
COL4A4,0.06381848346052302,0.015894594037600043,0.06605823607781798,0.003790150285184594,0.0081357645271432,0.06661842388447609,-0.0010428457688716679,-0.001617656786337342,,,0.07958978679688151,-0.024297769001663607,0.04703757888293785,-0.008478623689407851,0.020468202660106374,-0.03072455274589809
TAC1,-0.01908305845941792,-0.0130001395285317,-0.03304033546440239,0.032874460069696465,-0.04256363995301941,-0.02640254474466183,0.012950920472072297,-0.07831233312876999,0.0035058351577815666,,0.05078015521795619,,,-0.027664911244327368,0.021260921369142503,0.09836450086322227
RARRES2,-0.0532816908525789,-0.038936090673926595,0.0012778430912338717,0.036166491401894804,0.13527544792626342,0.039136944196696756,0.15276021132010328,-0.0002542307031887612,-0.0013813715715123955,0.1701631538979255,-0.053403125241690885,0.014281111568894124,0.0021741790874159395,0.0019338728071041818,0.07263807048630261,0.03176844437498136
FGF7,0.04616424536067017,,0.027091322702425993,0.08864725497180823,-0.050537293518099706,0.041259262818529284,0.017929799900698613,0.023883419458181336,-9.976604985020874e-05,0.1282125405472012,-0.03087718553206657,-0.009950770842932222,-0.0408089288700814,0.04564576377897059,0.039079939229304826,0.03160761951199903
EFNA2,,,,,,,,,,,,-0.014422953277525984,,,,
HBEGF,0.02955479512137199,0.08339229407622063,0.020922791871877382,0.0404254409358845,0.03895764326437151,0.04512777371528294,0.03069398831317464,-0.062250476790336025,0.009256284645462166,-0.004021392928907941,0.05864188059395303,0.060794761119340957,-0.02488312276080977,0.026729938880127306,-0.08562837087256545,-0.023409108133396823
CSF3,,,,0.08188595210713578,-0.012371755265489344,-0.019053967002947467,,,,0.06651993449191035,,-0.0028708520033864527,,-0.022988336396604598,0.007787076943772843,0.01309822806759127
PI3,,0.03677934732359593,,0.015885684090062115,0.03435696939776603,-0.02145501833046239,,,,,,0.014015735017194846,-0.036092540886320974,0.006362281701722477,-0.06987051294627411,0.017484362057779337
PCSK1N,-0.09314906638900035,-0.020054901247709363,0.037968371252001115,-0.03544447715498637,-0.09765593099968035,0.004760101022020614,-0.006483063339738554,-0.16574743300979103,-0.016680706612276962,-0.034362213893915104,-0.039088955586810116,-0.018510353877674378,0.017729907777640424,0.03946746148205193,0.07736322075371384,-0.020475739908517317
NTS,,,,,0.17209563230850583,-0.023419617474318002,0.09823254719493732,0.06472298007433538,-0.022514861106690147,,,-0.01757163161966976,,0.055736667659839194,0.174589835523179,
SFRP1,-0.02776633209244402,-0.03821385551756592,-0.01393938774592979,0.02214593065156493,-0.0002791396074796674,0.03824332962241644,0.0722514437148733,-0.026013895737652573,0.07217486339388948,0.03567144807990477,0.0288673404818512,-0.013580936646893985,-0.044211442186094914,0.017293793140790076,0.004881854772958829,0.026520790342691888
CXCL13,,,-0.019426031070987938,,0.04753505087340303,,,,,0.034471382929605825,,-0.03705667852201308,,-0.037498760440710335,,0.054172209272569403
MICA,-0.02475912653970859,0.0636013100345743,-0.071729172606984,0.00851520625538654,0.07428462590643084,-0.003694192103329282,0.02496778581154981,0.0286849539603541,0.09665720158629731,0.06245543107405669,0.004836438094429547,0.05233176879732083,-0.04116862070426306,0.019326884243273695,0.03887493073688978,0.020328393535669516
TG,-0.022100513997839438,0.06839191381437196,-0.03207412433489997,0.12200752049255949,0.0003856552846215509,-0.02299643345270707,-0.006503517773429898,0.053939780729770015,,0.019849701002968612,-0.01859779309528981,-0.0216413852075925,,-0.018919754106534716,0.02240080712403534,0.04103512543618984
ADA,-0.04799281843968783,0.08415272898010356,-0.00363035487133086,-0.010186754231242672,0.004373288334181302,0.020863434831723482,0.010923629656420047,0.04037445318126812,0.0729773118568942,-0.023837896857976555,0.010433944019793563,0.0632364857928317,0.05026480645820572,-0.005407118387836919,0.03424823373620767,0.02521609067308644
LAMC3,0.0013922014586855043,0.08255449360388228,0.025188437203983463,0.01992191449395468,0.044137227512531955,-0.035831754553875744,0.013549344504051401,-0.039903285027000926,0.07794971151710724,-0.0006560670632354694,-0.00100993710314464,0.016431302994865584,-0.04649752481883834,-0.013960527142971493,-0.02830484837125641,-0.05217836777112543
CCL7,,0.0249912084122103,,-0.019926449228362866,0.019526838122976186,,,,,,,,,,-0.04209422107656205,0.03228089663069925
NGF,,0.07050564452695558,,0.014908254689976209,0.012407350178991836,,,,-0.022514875931232345,-0.02132691864454776,,-0.01422908452050883,,0.05476632890385381,0.010297512403818989,0.00472588012730187
TNFSF15,,,,-0.00935963769504095,-0.030040079209050243,,,,,0.018750749493215115,,,,-0.014275362241250983,-0.0010669718266339307,0.03779757498550734
HMGB1,0.03848326623023387,-0.01267957319469421,-0.02294897623581245,-0.0255613268246179,0.09460545107365403,0.01766770290299799,-0.0668544782795176,0.025824230707097398,0.029775722520258865,0.07134125420691152,-0.02886601345608563,0.038436244292331695,0.038908988073866,-0.10659494604684384,0.04488018046688775,-0.017090359672034556
ITGB3BP,-0.031693090744814786,0.04485310023614432,-0.010147131789453137,0.05693499163943794,0.008175453826734581,0.0419462727273216,-0.00498534157119306,0.07710812637865752,0.05542285263176535,0.02461274337778877,0.021594230173728232,-0.050520121577684096,0.01592026392603814,-0.023449424616296725,0.06581596888693646,-0.011078394403738924
AANAT,,-0.0241320260975608,,-0.02018979178344249,-0.02858811997716732,-0.017187193873600102,-0.01887987001865037,0.02901084573956233,-0.021167294552527305,,-0.01660773444678449,0.06648929466446707,-0.021985010015069268,,0.03640821537273122,-0.06561331674068832
RELN,0.03144867079723542,-0.015364249154120378,0.040460458215127115,0.02438155047917464,0.05119789293022806,-0.042253723838805234,0.0009635928291821738,-0.021069715160965587,-0.013271179517136326,,-0.018386195504941374,,-0.05790549375585191,-0.017243090533192562,,-0.003416938770830036
IL15,-0.022035397690436005,0.055191731287387406,-0.04086194369716547,-0.04032569671028717,-0.0053420730360688,-0.017413767571462326,-0.024507321264453617,-0.008554531921600779,-0.018315231408471945,0.10506265058649066,-0.01540290610239307,-0.035189041216423564,0.009665719400989106,0.12401641825421136,0.06685380075181924,0.10247184827556055
UTS2,,,,,,-0.0016747593107524698,,,,,,,,,,
BSG,-0.060316217417476704,-0.0081320224910355,-0.031462555008403836,-0.0005186578787797454,-0.05015302211661068,0.06039887092889783,-0.12640181495675065,0.057747923203078144,0.04463409460097499,0.03540825892612941,0.011034443531489455,-0.013565588198685329,-0.06067003940954652,-0.005776284087763877,-0.0030136147631377027,-0.02769074501564441
ADAMTS3,-0.031832656914154954,0.010625258162650386,-0.02602900809528493,0.038244766290216094,0.033809235552901856,0.0061961998642041305,0.0051170703118699635,0.057795721514827654,0.027271417848920187,0.02225582248691553,0.07047863909642173,0.0163116175990507,0.022178497303854565,-0.004092796732829633,0.1330947546400408,0.04739567515104903
CD34,0.045700826196626756,0.023964305065108476,-0.02323690986698922,0.012586599556851256,0.01997548647363012,0.020825624650771254,0.06193469859900764,-0.03190922805689794,0.09476785390439943,0.008688475484447218,0.054448812274921744,-0.012731038058463318,-0.04750313384271257,-0.016408912050524686,-0.060456825776866854,-0.022352052943993575
CCL23,,,,,,-0.019556298340703025,,,,,,,,,,
PLAT,0.0012716816331604117,0.07795543305161247,0.014912551359574006,0.02756732839285518,0.0100030426318824,0.08374100512551493,-0.06274118039421234,0.009816311664487534,0.026130479899415526,0.00648147803831797,0.01025641284449863,-0.037918925899284694,-0.0046307430268111545,-0.13268666810377797,0.01588615794430843,-0.11737326786795593
NTF3,,,,,,,,-0.012402746965787623,,-0.0475774405045972,,-0.02319226718401369,,0.09356025007510134,,
LTA,,,-0.023587411852623513,0.008312538383660915,,,0.020853039442003347,,,,-0.015402908003734988,,,,-0.008657767149524515,
CKLF,-0.04917142938841925,0.00507566511280933,0.0295409922786803,0.026926441923476187,0.0525103145676108,0.006527291291217224,0.04878955568844475,0.009702327977032965,-0.0019072347441667827,0.08230125571734333,-0.010427139861580007,0.009205826144023134,0.07384594959572255,-0.03365602093800901,0.08812447169924698,0.01034044633604476
APELA,,,,,,,,,,0.05657939045896674,,,,,,
CD24,0.00907463316766923,-0.050886100355371465,-0.05205547327284913,-0.03022037783374586,-0.06793664611504585,-0.05479929355364354,0.12188834831314581,0.20029318787921774,-0.015283906231527188,-0.06382381603954536,0.001184047506940884,-0.07840556056753589,0.03788657229936399,0.010137758696378417,0.01703330234676719,0.07157054951033436
HSP90AA1,0.06484315682631964,-0.0706121118593432,-0.0439833286332628,-0.01941886148684101,-0.11821419955394707,-0.0501111282782332,0.13533544549069704,0.008439684993188144,0.0055386583443692225,-0.04488396567317054,0.009172137741377488,-0.043058523453779564,0.029505821397796877,0.03560677423969088,-0.026066266435642547,0.021849073786368495
BMP4,-0.002672392065285299,-0.021972176793844323,-0.025004039257998014,-0.01843248825951917,0.0669320809241964,0.02567659568236546,-0.02942151713517552,0.03361145289913522,-0.033762294117771194,-0.02841929639814209,-0.01312486849968595,-0.04776836885865178,0.0028112891850529584,-0.03432552414320311,0.008336095391815177,0.02134885321368096
SCGB3A1,,-0.01663304908761695,,,0.00938765913682464,,,0.0907651728758101,-0.008207882838028495,0.01996158918573694,-0.010747945510066997,-0.02760923896146991,,-0.029645422869803918,-0.0687667167463987,0.009886605836503394
IGFBP4,-0.023982891331623544,0.059086022841442605,0.03099300797384859,-0.03831918570896442,0.028680161201305877,-0.006959755862983426,0.03689627022419505,-0.0749648555564716,0.06079642312922362,-0.032557482961823155,0.06310622505344864,0.027172540393740792,-0.02166737343370888,-0.06190874362885274,-0.03349008724435847,-0.025399501039550357
RSPO4,,,-0.019287812757001043,-0.00831224867039051,0.05428121025011413,,-0.021985097550111545,-0.025136159216785605,,,0.009420909271780006,,,-0.0199649306629658,0.07847432864780203,0.007294421551395028
LEFTY2,0.19404835146181346,0.0737927990030284,-0.010076141364224996,-0.03390310542814919,0.13189776931870864,0.03466586023448956,-0.01181601576833044,0.020306748309350187,-0.022514875931232345,0.07084168359957474,-0.000977901872081451,-0.016583804938178702,-0.05564164660226384,0.04077252704167609,0.08049304024798438,0.03875915455654959
PF4,,-0.017254118433477177,-0.02145595694453534,-0.01738543437728848,,,,,,,,-0.013219635226425783,,,0.11503952267568027,-0.03831960928467498
ANGPTL2,0.08282399481329367,0.02077135347560474,0.06270851811200726,-0.035172935862740166,0.025383752171861947,0.06667606955628412,0.05832964919317297,0.039825143417287066,-0.0037792918046825517,-0.1634236046686341,-0.003308811316391664,-0.01300613541597999,-0.009911123332839392,-0.042392761008544055,-0.034368694732672976,-0.09032981977150792
LRIG2,-0.004995060874133726,0.03969157035421029,-0.0021183564292943974,0.046428405705293045,0.01672878628322738,0.01036552038420863,-0.013081917308005066,0.05510851974767275,0.10840767898323095,-0.03937269778419686,-0.04321603640359569,0.023348556574250407,0.03070151388408111,-0.008498380625597775,0.055117095978964775,-0.046598156179822776
ICOSLG,-0.058730556651401374,-0.04026206849163587,0.03331753367006843,0.0008147109943676982,0.06639408930918374,-0.023627325777143826,-0.017515319231290523,0.05336760980386426,0.06448984076295775,0.0027567013173328027,0.01906183532410318,-0.0004911467195907681,-0.014034375284845791,-0.03505918244692403,-0.057647946937363755,0.020063833722751463
WIF1,,-0.0310459855479498,,,-0.041603192938900954,0.01076978979068696,-0.03597513638600143,-0.019196267853068175,0.0017411432047930392,,0.02539736529163895,,,-0.018559336892465413,,-0.012852597377007752
NPPC,-0.04116293191268923,-0.051600173459199615,,0.09443714135566544,-0.0006202945303983699,-0.046275839380753976,-0.005083131721984608,-0.019818850409085393,0.040245914582191934,,-0.052801363176587804,0.12130927634689415,-0.010199155254656388,0.03736537522655221,,0.04491220021859148
LYZ,0.10750489611743788,0.015469797816243561,-0.010784505775031405,0.02850392038441838,0.08393345606509393,-0.01246579726052568,-0.010255925640867684,-0.00715934584219466,0.03780274260429026,0.15268638989162753,0.12708974218721425,-0.015038524989747691,-0.008340024537362878,-0.01608507820995622,0.02538074460101911,-0.008408968587736725
EREG,,,,,0.034149512079671124,,,,-0.02316122762276085,0.006388687414774906,,-0.042005958118645485,,-0.02486665775086201,-0.06075067767711509,-0.04107646410028611
SPTAN1,-0.06468355152151176,-0.03561259648856376,-0.006876701716199128,-0.06855929957999099,0.0026511378635294745,-0.062140712561105226,0.05476601877637655,0.047919054623410264,-0.008061210735394397,0.023846971751285296,-0.057811892615758746,-0.053224225205702955,0.014264507782664918,0.02829870774079125,0.12713237234742353,0.021403654214145175
PTH2,,,,,,,,,,,,,,0.030746418577954446,,
LIPC,0.005755160802500472,-0.02112357611774425,-0.0322923619059921,0.007847295219429128,0.02712674146963058,-0.026327191080175304,0.031442750003163884,,-0.04148133653202795,-0.012050714922346857,0.06560829066053607,,0.02626790624360891,,0.011095455873306397,-0.028734453988688808
COL8A1,0.03188818600270975,0.04216571619779274,0.10369771620571856,-0.0011530852548498167,0.050096630670009634,0.023888407677081544,-0.07070100190439745,0.010772676748969265,-0.004021834341636438,-0.03212249087745985,0.009270179347983874,0.014480777891026909,-0.00338451573261231,0.04557382519897205,-0.06962681800799002,0.039778230414521866
GSTM2,0.04148782042196208,-0.020535697024502586,-0.01875409615171381,0.04443990006087488,0.05586829766299543,-0.03682535641909395,-0.018138096278979852,-0.001126937401430753,0.05245767374613104,0.06446078356068817,0.024355911830994413,-0.016309364013982627,-0.0307441800072615,0.005219761736836868,0.14276859054492436,0.019933532558192326
SPX,0.001257934059210089,0.07892139810560474,0.02157366146074689,0.0013938230301410116,-0.04591635597314273,0.07389850372258065,0.06838936221538745,0.08838967765478428,-0.013736032136949617,,0.046841956268537356,-0.016413866848704106,0.060085342989607556,0.05393363514342528,0.14404010076690885,0.08012190282788063
MFGE8,-0.0045246964529880185,0.04019795765885234,0.07453352589698801,0.008834189201138699,-0.00931786633452582,-0.0011175649976457374,-0.04206714758956916,0.04531499170074093,0.07102349610567397,0.04789245704391701,-0.014814433495989496,-0.009960611593128041,-0.014379662879643899,-0.07240333987165239,-0.03368978198931051,-0.046099609902919184
TGFA,0.05203591468231192,-0.00047563391165246206,-0.012200043864915118,0.03461098185460531,-0.058349412846605865,-0.021034493892899603,-0.06846144701632506,-0.023571572525983013,-0.012866642794814708,-0.01809971410304396,0.016803193455870048,0.024915033965844144,0.09082787495134498,0.029399751485791402,0.08886489784098005,0.002463086632984803
SLIT2,-0.02274463371492664,0.044640204874814876,0.044247728638958615,0.008634630223271503,0.009410101888266464,-0.0276924359074766,0.009042916105000597,0.05819440959134425,-0.01757530821923753,0.08833046677161732,-0.02478562885051781,0.08194766908291343,0.01079359905409443,0.06900242373067603,-0.06501906624159585,-0.009235428797563863
PLTP,-0.0659495661805107,-0.010559728115184597,0.018187181342297992,-0.03938757204528915,0.19943158132174107,-0.018165138706684507,0.08245390252712068,0.19544945038841863,0.04334954506896672,0.025420550529525063,0.03638905600767509,0.04218525629989368,-0.03633747994571643,-0.026510322620544636,0.07104727140782974,-0.01948358011219817
APOD,0.09233813334173664,0.023931041820975316,0.0038137480134169998,0.003863399547790833,-0.09290347448291726,0.060583833248737236,0.12767004038660026,-0.03240737263953681,0.0743891280521838,0.03017913858030849,0.01694146982383154,-0.030881374550815088,0.04860785316486391,-0.10456034049655441,0.0005620515077838895,-0.013207639471929586
B2M,-0.05456387285455783,0.10848992450867988,0.08992954738280043,0.016621989673926325,0.1714984960435547,0.013649405341884224,0.18742813381006776,0.12625048568820565,0.02583938718544598,0.19403259034217415,0.018462580656373125,0.0687757627414972,-0.11609011678571603,-0.02074200679450249,-0.09139078696959074,-0.10362574996431793
OMG,0.019086152522218857,-0.04678635170223857,0.018778123458816878,0.005953806477232028,-0.03128023105340224,-0.03226125820781823,0.09718432334704481,-0.025964058873463057,-0.030340201233841395,-0.02606903929812109,-0.0011652386264424737,0.02462666924602954,0.07581333931311222,0.020168609107551885,0.17208818670247988,0.028430211186969225
CXCL3,-0.017797614017330037,-0.010036128516443433,0.02576401293383016,0.08742530439479876,-0.027471931359673112,-0.022565963963784137,-0.061093741786777706,0.02394007964268058,-0.0007737376500561601,-0.023662385621633166,-0.011092883019683529,0.060139137569159035,-0.03700202182132056,-0.024495770011658643,0.056585775303354825,0.0024064326382256416
CXCL10,-0.04982329703309136,0.024431178592504318,-0.012617130587269869,0.0012969975026345254,0.023235189672043677,-0.006452980633204827,0.13480513646608963,0.03796543260747836,-0.007052038887934968,-0.012757598603738986,0.002030888688329965,-0.017731363164468803,0.07919441806093916,-0.02728024052656968,0.009640061952549378,0.004418030470039395
RSPO3,,0.05387507041594417,,-0.020189790291645464,-0.05630716846614918,-0.028222283680681172,0.02221996074246734,-0.04957924679066146,-0.04974340022712371,,0.017187544301815117,-0.02466925552469982,,0.04929975967444945,-0.023299199147450402,0.061292537563084
CORT,-0.02210051862253087,-0.03413383339790134,-0.0383189804132053,-0.026190680524723977,-0.032211558655890295,0.03028765412975352,0.03626185023375652,0.0009292796134907933,-0.05667500547603205,,-0.030752815320385905,-0.013833676361900415,,-0.010455544013802052,,
NCAN,0.04023452661579074,0.009095998905847603,0.0025229784382170715,-0.07758716240154011,-0.09979255903636068,0.02055587774248433,-0.10790015612403463,0.017406135459838122,-0.06051128891358976,,-0.0288609128351074,0.000320065222840829,0.0027447267975572198,0.012728118686916555,0.16054863669579314,0.06583734693092605
PRG4,,-0.025014121918689177,,0.08321147595626374,-0.00017178642540338705,-0.024448165291733513,0.024195828530520793,,,,-0.013552787638953342,-0.020412436010607854,,-0.0394213760818302,0.005813516330396493,-0.03156175142557742
ZG16B,,-0.02306501890983574,0.02702313776204255,-0.023127084933108576,,0.07464093076760908,0.05310249587264544,,,0.06826157730330719,,,,,0.035233862827062874,-0.04378403686968142
TGM2,0.040600627596333254,0.06326651431221808,-0.01898946742462937,-0.0125179827913511,0.017267371882399258,0.021527207747431616,0.005684680856085425,-0.02865926245275974,0.08901302094221325,-0.007952107412682582,0.0139056616118368,-0.0025737244627699997,-0.058559893901107475,0.0065889256400000285,-0.029170493401400155,0.017060974245473263
VEGFC,-0.0013767759854918927,0.02311960004929519,-0.012145199594532693,-0.0037194283361522526,-0.05006252098504614,-0.007741391431614937,0.06486556880247296,0.04365085569121774,-0.026172086366698877,-0.028389602074789584,0.08399167885520982,-0.027717645630976614,-0.048806276507161926,-0.010694603743666499,-0.05981672369603155,0.1379475984114009
WNT6,,0.02353880943358177,-0.01059513730986293,0.044736709482251544,0.0400441548110236,-0.024041569215701983,-0.031552262156520815,,,-0.044183823127462406,-0.01207113801502443,-0.025710505831830543,,-0.02649672124673492,0.005289225718942723,-0.04762868007723658
NRG4,,-0.015319623686996168,,-0.02425140404295625,-0.031003687323375915,-0.03045174081995879,-0.013664050389089624,0.0840219658871325,0.08370699126263964,,0.06854115853457875,,0.023733960203958182,-0.026364208944322585,0.07645676336372392,-0.017774997598024773
PMCH,,-0.017656690739012132,,-0.015769015467070477,,,0.07687999516327788,,,,,0.001445475274582921,,-0.015179422994227627,0.013132618851771322,-0.027075576278434495
COL9A1,-0.028140908239024653,-0.017378050558048697,-0.007157967511671148,0.02071472549062563,0.03108213774179304,0.1027650288034945,-0.028521052895979355,0.02400500681400175,-0.022840148800068377,,-0.018386202557216166,0.03517622882245756,0.0062425928734073126,-0.021455585958758648,0.12725695053854255,0.028408029543074937
GDF11,-0.03499314534162409,0.06206127936883356,0.012316433280096763,0.029690544967467175,-0.038480031491325645,0.016686820739090856,-0.029053888314414217,0.02924492334908634,0.009160130424781504,-0.040236523259417185,-0.020780723768266292,0.0014221688871421088,-0.021594824643783202,0.05138973490170447,0.07687262758711269,-0.025947830144668647
RAET1E,,,,,,,,,,,,,,,-0.015927509486384495,
IL24,,,,,,,,,,-0.029283683747778518,,-0.0130088548638501,,,,0.03180459407616606
SORBS1,-0.001737759363648675,0.05192270435376651,0.03887265525339012,0.009855497420159853,0.03478654013067986,-0.018363894254387718,0.018882017506267338,-0.019081300939625505,0.011182057112948271,0.06126016070024161,-0.039863717608335875,-0.04210026175595689,0.013125821782202084,-0.008919685329105967,0.02667279754098729,0.02198616407954749
DLL1,-0.031224009329507384,0.02570583984860478,-0.020384265936529672,0.018738190959609817,0.02530507963282321,0.03095938072054465,0.05797448759249191,-0.0359880185486835,0.07459983693098567,-0.012216978549170358,0.019677799108680474,0.019212498033819993,0.02095075567032347,0.05289634079415106,0.0761564367726415,-0.022024580650612486
TLN1,0.03501872299276373,0.029524954879332883,0.0019856812038264015,-0.011247822627285166,0.082378572378165,0.04288814869165578,-0.030190420003733863,0.03242652947815271,0.03665226694306839,0.02210406458521292,-0.010460724271633977,-0.026278124337447726,0.011475957438824461,-0.07179294140215736,-0.05193142899340656,-0.05681482917112275
COL2A1,-0.020758038993893224,-0.05200910723021818,,,-0.03064939855924062,0.08024756113190482,,,,,-0.0112615536673228,0.08565859635889529,,0.15243328330912673,0.09098461884706485,-0.07039451930396742
SHH,,,,0.006859885693925088,0.010412910300705845,-0.01773959562052312,-0.02611499424789046,0.06505661367991784,,,-0.01074794457062965,0.015141486730411432,-0.03426236402036778,-0.01338379072145483,0.1126146848300173,-0.012505040994120559
PON2,-0.016729070067345763,0.03730873407167657,0.027480025758083008,0.010669158552583487,0.017067441760179967,0.04463013257885141,-0.11256079112821385,0.07828287880785618,0.10121468543584423,0.10782657810141948,-0.013219441867722127,0.013946524302117116,0.029513818412601735,-0.010525437297379136,0.1238460562834829,0.05539582481061102
ICAM5,,-0.0061691251674446685,0.03275508477866552,0.03252696458171082,-0.006041826733557819,-0.007748667939726716,-0.03437524163830756,-0.04860398600076777,0.026925734305012366,-0.02772060471615026,-0.0038648396226044135,0.0669901039554246,,0.035475200797751745,-0.014138375248042843,0.0290286972248057
HPX,-0.023578685121418475,0.06361496072925749,,0.015218411350791099,-0.05490534188685693,-0.008510947308145335,-0.005658241619370708,0.010484015106520849,,0.04314890183284994,-0.027319130006110654,-0.03075439088936767,-0.05254470514643569,-0.005120663862469562,0.03083513391268635,0.06717547007767781
SFRP2,,0.05801450693760951,,0.027001841613690018,,-0.018009742945891152,0.03603462460679122,0.0002228052591198284,-0.04924899339691436,0.07833457385820082,0.011331678672349108,0.04931885604884971,0.008977543376728597,-0.07829108761738088,0.043242782727049095,0.012585460891368791
