,UKF248,UKF259,UKF260,UKF296,UKF334,ZH8812bulk,ZH916T1,ZH916inf
RELN,-0.021179282164787233,0.05138511587463582,-0.02362322259811064,-0.049797093047117685,-0.021896425982586766,-0.03386203110049934,,0.025990336840898257
IL15,0.07722787762443514,0.023721510379103992,0.017397677860583577,0.12300809233991822,0.05531975310629082,-0.018744635467573795,-0.02756869796934656,
BSG,0.06319779506704122,-0.012791975847987413,-0.019385783165811132,0.031329863687474806,0.008429880272662922,0.01216515706418116,0.1121872910619579,0.03228634911342845
ADAMTS3,0.008393196379424915,-0.009350758796170486,-0.024028733971536813,0.008241375793328199,-0.030481104761664546,-0.041954739491129836,0.030853585693292464,
CD34,0.0151065490683935,0.033139967674143386,-0.012510756166795181,0.00012154313238354949,0.010846298538180376,-0.05618661112791511,0.03872973116171438,-0.08233218780054692
PLAT,0.05253580064523558,-0.02163341495561039,-0.017877703612035476,-0.003167381906880657,0.07102073593484513,-0.009488385652712834,0.02706177980180544,0.0875108958543797
NTF3,,,,0.007361115736092534,,,,
LTA,,0.08030892545442618,,,-0.01834357928641268,,-0.022974037057449402,
CKLF,-0.03757358910499565,0.02137027507796248,0.01884746272595935,0.024569230055089382,0.04518468490939689,-0.03659629041462539,0.024553609185775246,-0.06273131883224149
CD24,0.05019313049247111,-0.001749580877600534,-0.03907292313798446,0.05330520888119758,-0.0038715874281733454,-0.018898275682301787,0.05423426015552115,0.13701564392134022
HSP90AA1,0.017921319969653612,-0.06163367806432532,-0.050649198482645694,-0.03164485215874292,-0.08324906031856052,-0.0007108495264809753,-0.03504498360253457,0.1311584858366274
BMP4,0.04348809728557198,0.09084507105452572,-0.03875880013905514,0.03148291061243201,0.06856870938640477,0.02269292878328188,0.009812327192395989,
SCGB3A1,-0.01236217418022748,,0.0406767937348063,-0.010740765600047678,-0.012799907042368207,,0.04326644275576386,
IGFBP4,0.0029771423842623085,-0.015990472355291767,-0.035509710333927816,-0.0018674433849608526,0.0030329220550075154,-0.043180150513301596,0.019164531510734287,0.09377252944873371
RSPO4,,-0.01881729866090154,-0.027450752188192137,-0.010740764028967736,0.0015855345964109907,,0.1402263818515641,
LEFTY2,0.005517737483252614,-0.01568040802601158,0.014489463487046782,-0.011777379120193448,0.0074092666911926095,0.02496896241536002,0.042128268328114254,
PF4,0.09261006606400189,-0.008368592643502523,,,,,-0.02297403174108682,
ANGPTL2,-0.03272721583285427,0.009752296561862654,0.045020458500043235,0.032344006568066505,-0.007500659183982649,0.024841626994473072,0.015057269025117,-0.022569714184372983
LRIG2,0.029498233778358356,-0.025591473768674856,-0.0017419953008693096,0.04716114797922927,0.04388238053300656,-0.03674883050137514,0.052646654787278306,0.06465079818205323
ICOSLG,0.0631799129317526,0.0402879659159663,0.011957647157967032,-0.020383964376276837,-0.0090656581202162,-0.029092593293654937,0.02419757439091981,0.09450135755270096
WIF1,-0.023074294972550202,,0.026591806047692044,0.03666251208084547,-0.06125770078592521,,,0.013144445703724871
NPPC,0.08478478205971055,-0.012981750938790608,-0.008533264121946415,-0.014927033507189871,0.01451707691939232,-0.005263451859612877,,0.03253995375153454
LYZ,0.023705372082972503,0.022591937969026997,0.03288263716317852,-0.009703720634579702,-0.04187411904412144,0.003957998968571099,0.021024751682713352,-0.08025071648037874
EREG,,,-0.038629721554857,,,,0.013134520021958404,
SPTAN1,0.041832208865591344,0.01673154085383086,0.0012904324626138357,-0.019637122427590723,-0.045033758250420525,0.0012765007645007876,0.0292873124099205,0.0014231098536849397
LIPC,-0.01569966672383944,0.06364774523718604,0.04566367542978691,,-0.02881604766595152,0.019593120098830075,0.07014493053237653,
COL8A1,0.07043266783873192,0.04075812928008937,-0.04577851734319852,0.0170237439490326,0.05554130240603257,0.012318393452659906,0.0614717036627434,
GSTM2,0.016253606477845645,0.05537053577319605,-0.014521224208879838,0.013965542341629828,-0.019759385715553707,-0.045389283746025036,-0.012277083888378103,
SPX,0.046657946015787106,0.02262299527458282,0.033083918824209746,-0.0013055544769074662,-0.022958497905751024,-0.06320469488631593,-0.0011761399647521775,-0.02341993681408919
MFGE8,0.019523332660422384,0.000766557636853417,-0.04215351880201755,-0.029066728605511554,0.03944805624775729,0.02043189084230505,-0.0104534686510355,-0.07078135010025474
TGFA,0.0463166158271165,-0.03900292401257154,-0.01814740140207702,0.005553473159186593,0.030992695732035457,0.04166236536097217,0.02104363331229828,0.03209395207415736
SLIT2,0.012093346269791529,-0.02848235101164393,-0.0475792488163676,-0.04018450013071488,-0.041261759184185565,0.05637030093540923,0.07360385109574986,0.11976380940984258
PLTP,0.025375314873659224,0.04515179985545977,-0.03190914080070118,0.05309402521740335,-0.047954967849424,-0.027516242892486702,-0.009155724909046115,-0.002501753652660604
APOD,0.015189076388626554,-0.003570905658429306,0.0231832172339958,-0.011422774397670601,0.020261130218344633,0.0016987273524793959,0.04066232205243232,0.013381565260689152
B2M,0.06592484747137771,0.042829739608236966,-0.041669546950169965,0.0311825333175123,-0.004461849987578113,0.0375062460365241,0.03281460629110479,0.006157244732352166
OMG,0.02880868102373938,0.015436935343553563,0.09998640232210897,-0.026928687357827472,0.030742274740614715,-0.021087901923244053,0.04025720535966546,-0.110628964431507
CXCL3,-0.031667917125548964,0.0067235855714563916,-0.09077397487149541,-0.011490347163869747,-0.013210698858756012,0.0331833247235901,0.007779707769399301,
CXCL10,0.022570262242039802,0.0508482548867622,-0.019717323044235745,-0.01745467833996914,-0.020993399215762713,-0.006106549152134467,0.02020191287200668,
RSPO3,-0.016792442885317373,-0.009718487720343907,0.06997583678085784,-0.02790205126710962,-0.013804925696120428,,-0.016372706135297514,0.07923243436230659
CORT,-0.03665826660269261,-0.021794454948296803,0.014624775831309299,-0.03775166176236384,0.002447082678384015,,,0.20634744346183115
NCAN,0.05900812838758041,0.06160799351364184,0.04457304068525066,0.010599946264941802,0.09387070627985206,0.008549921248417027,-0.03527577605473126,0.0034787690262209382
PRG4,-0.018591235467133795,-0.009591728270416204,0.05600366317294723,,-0.016140240177164644,,-0.002414765756903062,
ZG16B,-0.01714260444562192,0.16886777181294968,,,,,-0.020415002522026927,
TGM2,0.029929976243795686,-0.047366431556985764,-0.06384535525389406,-0.043993724583809436,0.026328440699675576,-0.04382831097634635,0.046158159657614085,0.00089370788079146
VEGFC,-0.023605272011068185,-0.01709502805650955,-0.0292918054030323,0.12223896089829324,0.024222424846048425,0.05470288767046494,-0.02421408271120456,
WNT6,-0.0199460967438378,-0.013266595256389466,0.056379382822054604,,-0.014375719000732695,,-0.007276737850066926,
NRG4,0.10628826051670712,-0.011673572087080872,-0.027104200629638708,0.058344697141984654,-0.01921622748306316,0.1302169057061225,-0.01637270797028725,
PMCH,0.09189967717828629,-0.016174871407185758,,,,,-0.023104397150383874,
COL9A1,0.08951175050023452,-0.012192194040815741,0.0538596166996103,0.004258263498375742,-0.021896434381258087,0.003464201283585958,0.06893499331375559,-0.05134662088855199
GDF11,-0.03216538828431084,-0.024502782958835997,0.0524804070953982,-0.036324486473429556,0.04114324598378607,0.03749224143588572,0.08248295696961185,0.09117786600963386
RAET1E,,,,,,,0.005289759280008378,
SORBS1,0.021476590775550385,0.031969228674270087,-0.010847093074274353,0.023392495910942748,-0.03503713753420665,0.06016060674632604,0.08176094815081432,-0.046824384136080005
DLL1,0.038583056073896026,-0.07592962865890561,0.03841777521458376,-0.03374956083850108,0.016120313057664138,-0.024440043070204608,-0.07467427936777224,0.04430434759760195
TLN1,0.05069631777963786,0.020791477905517792,-0.006841086385901587,0.0044803919780121,0.02243465714692841,-0.032631186872973034,0.02979052805276849,-0.11952910449399487
COL2A1,0.007483177206233575,,-0.016995707609644042,,-0.013411571537961221,,-0.02382782124873147,
SHH,,-0.009967380501092762,0.025386207540020782,-0.012332314442941254,-0.012799905923576648,-0.05086011404324632,-0.009239518572268514,
PON2,0.020408892301664452,0.036526575687435385,-0.008411882386767643,0.016707494752367047,0.10599908690653588,0.02481106220053461,0.004896511603499702,0.03248798259693111
ICAM5,-0.012096680628798394,0.05991925521553529,0.05385945181544522,-0.012927841263851072,-0.024997524856568063,,-0.0230945444185874,0.10869841852108388
HPX,0.003173945674479194,-0.011418902232321459,0.04080251573026497,-0.010740764505052491,-0.03253480623148495,-0.008220340187294967,-0.025765998078404052,
SFRP2,-0.01643554351706529,-0.011351766227112092,,-0.03781272548354285,0.0032984054726098414,0.024446435371966526,0.015338277361951947,-0.07091757403181295
CD70,0.004320751509146941,-0.01929477269167798,,,,,-0.024979524331839618,
HP,-0.036543211177231055,0.0016060653876492708,-0.046367640123972334,-0.025649900456577685,-0.005319408101023117,0.05166474179088713,0.08112259739397855,
CXCL2,0.020810562785847708,-0.031714531960767366,-0.06858904050884919,-0.014927032338954139,-0.011983237372356244,0.01774925783926175,0.025882645595462384,-0.013997773237287764
NPPB,-0.015948401160717704,0.008981068125867764,,,-0.016471759646602288,,0.034006670879254394,
CCK,-0.014975398709488734,-0.012475168146857065,0.054139579933007165,-0.02781528710930392,-0.06904981435041511,-0.04692145742412211,-0.0018178846400939807,0.05607648208864934
SEMA6A,0.04525150925382659,-0.010208838636012602,-0.019010822464077703,0.030554551560646164,0.04931870447358335,-0.05380892476462247,0.013425792024039063,0.007365722663230312
IRAK4,0.03970108836188683,0.0002199803089283213,-0.03796671735930665,0.04128145225397773,-0.030723747056286072,0.03587040867593187,0.0593983301442223,0.06321418209473904
GSTP1,0.07911959748659736,-0.05474479668694037,-0.01155411295171455,-0.007863499821797005,-0.01738903567248924,0.056931972084202684,-0.0028104934850051444,0.05724300508356521
VCAM1,0.011823567416819274,0.07882550807893295,0.02237919301880582,0.003264372196735408,0.027197847571744156,0.07788961132671078,0.02723202002652207,0.12880046758962518
NXPH3,-0.007116999993799197,-0.06743580649683094,-0.0483309737180488,-0.009484699537035257,0.029070821303156937,-0.023018484631409986,-0.00453136235370921,0.005952809168897188
MTMR4,-0.010027523583104837,0.03063933870022275,-0.03405047769622001,-0.036067850475571275,-0.025332445591965527,0.03853898892909973,-0.036900373365524014,0.10953635481303255
LAMC2,-0.012517827295870622,0.09941942628603512,,,,0.10957448575942362,-0.03164388330747871,
IL10,-0.02644879315100027,0.0245411111681613,-0.044813117973800345,,-0.014744566684565343,-0.018834959181545565,0.021486358824385966,
SEMA4D,-0.04293676351646096,0.009104852168156935,0.053732195338834374,-0.052490246956336924,0.03944940404778442,0.0443825425254354,0.027416264969459838,0.03846166474414177
TRH,-0.023069312492532103,-0.02362758464887052,0.047516457288564164,,-0.023761747963746093,0.008622536048864678,-0.018602397236541328,
SEMA6D,0.0438649410660474,0.019850552969807825,0.03552726348837376,0.033216092243234914,0.011824035037583586,-0.049337007608182826,0.038826854872355654,0.15990356208358877
CEL,,,0.05704102015447021,,,0.04541817974905912,0.059667959147585735,
PDCD1LG2,-0.03491595151188637,-0.024741828268951004,0.04847202553999825,0.03838507554146324,0.042965136920003665,-0.015132591999113846,-0.008207549914126692,
SPINT1,-0.03166792549597076,-0.027775456019424053,0.06436021329611327,-0.017552772225745736,0.009474883603002098,0.054091404452551194,0.030726446708767403,
CTHRC1,0.007149563662290615,0.03617880134366569,-0.009068611553400085,-0.027902048068017476,0.0632224268993157,0.1539927610298864,-0.009161978060468779,0.050555201302348765
PODXL,-0.0037139908270805025,-0.00247216228013211,-0.026234330203858156,-0.00043031507515359506,0.013772435035890268,0.06359592087401009,0.015903326749297682,0.027612806692178672
JAM3,-0.0272432482644278,0.0204701551882994,0.022279942962577525,-0.01957077846561469,0.023914093804928434,-0.026391676122526013,0.04643383029022095,-0.029572269587773856
TGFB2,-0.01736885807545658,-0.03474639094311756,-0.0530497353564311,0.04132902167237469,-0.01994192312178036,-0.001842085098218447,0.017500516632014983,0.25145069587996005
COL18A1,0.029367873906472032,0.0022679328605794075,-0.0076860066438369954,0.04922878031432535,-0.010833323011616035,-0.023020040564649784,-0.02623120117317223,0.20966470085295544
NODAL,-0.025720629643003957,-0.01962984105562681,-0.040282232176274746,,-0.022644941241604988,-0.029373772722897123,0.007848708903288417,
INHBB,0.045644680762756046,0.027729523774293583,-0.014407254694744055,0.07145159561579056,0.006520376726815662,0.005220551421950859,-0.022758756509236436,0.025055319502007567
LCN1,0.09714576910888381,,,,,,0.02562134098286968,
ARF4,0.04448155315855156,-0.06643873032335544,0.0038209221819443737,-0.017110865346119233,-0.007174604181037087,0.0012381989726112047,-0.05494312416820914,-0.006266158111616368
CXCL14,0.016287961357395835,-0.05566631938824193,0.028205704259112466,-0.004317226311071928,-0.05243845512435865,-0.0019597936222936407,0.06525776768429346,0.07234254072372467
LIF,0.026036609292293802,-0.0471977635796691,-0.04343736363017901,0.07777612194432157,-0.01420532644174405,0.03845866917182532,0.02448921099508672,
IL17B,,,,,,,-0.003782214872997908,
MMP1,-0.017257895901046975,,-0.016725061193136624,,,,-0.06042061349290692,
MATN1,0.06588350731764862,,,,-0.013411569868955316,-0.019751762139304452,-0.022624490136015238,
ADAM28,0.011371078081907385,-0.00846046046496096,0.029870075837209485,0.022866274023881732,0.02318625059465378,0.007380159995965612,0.019636962563523236,0.05570988661785305
TCN2,0.025504813092590905,0.07430899203004777,0.05131546971081132,0.0014479598909756287,0.009047533730583458,-0.023599422664866955,0.036485999610422,-0.03593619001964653
THPO,-0.021416196640255614,-0.020221262697399867,,-0.013250334299203914,-0.013411571409576129,,0.025959326119724964,
CUBN,0.002558579241431548,-0.025621415287168343,-0.04200529639752125,-0.014511518189074417,0.007534043682926174,0.06777900462319986,0.055623288667141994,
TIMP3,0.017286167855279783,-0.03653104444489709,-0.013952047714253726,-0.010352745339838954,-0.05159286989050361,0.002508059797875253,-0.024090443011797677,0.13319712056440666
PIGF,0.06510464290596896,0.02438675722061636,0.014851757466374281,0.018531651314805966,-0.009461292451639555,0.02559876196860018,0.03433875320206861,0.03269320150333568
CRH,-0.014666128330885013,-0.011242574365750992,0.025372979102925294,-0.023973720072611823,-0.018343575331791765,-0.0018919536746601327,0.0022393872589184273,0.22761329733700447
BDNF,-0.0344551208494252,0.014065444679431816,-0.027377122319627044,0.031300142545876555,-0.015104873995083251,0.037637000820657754,0.11101272475688682,0.03314047611207478
CCL5,0.0451860250605416,0.05674479676538293,-0.00878210475824954,0.06508299821034513,0.018694912851193384,0.018620486946228566,-0.021291246825086152,
GAD1,0.0343342363800403,-0.0018708400886832523,0.036506249139579214,0.004196371726681214,-0.04537816965352777,-0.015472228542618493,-0.04575295413403346,0.05779460366470159
COL14A1,0.007140928604706424,-0.0334167638341541,-0.007118068628033922,-0.017356083626437657,-0.04492854380285077,-0.039347302831606555,0.016959298695233885,
HLA-A,0.05329903888241727,-0.001713495866975371,-0.054236138921990536,0.019215724278780617,0.0209668862438488,0.03334679732178174,-0.015861499249857167,0.008799461660819519
CD5L,-0.014666126634125679,,,,,,,
FGF18,-0.013270193789145558,-0.008932141259032212,0.05577034989572415,,,,-0.01860239872899706,
ADM,-0.032977225466913236,-0.005374269307165522,-0.06718494076744175,-0.02195154428730234,-0.0004706461797834283,-0.00045281845489946967,0.070565467421974,0.0024790142798765385
CCL15,-0.024469133180141753,,,0.02919854197732432,,,0.009738332149997456,
GNAI2,0.03330989033047597,-0.0400020681849104,-0.016780260116983213,-0.018234421211077042,0.08799150589545626,-0.02505600468585882,-0.0032042115853259346,0.04446824101685029
HDC,,,,0.08990843419389692,,,0.008060070074879098,
COL11A1,0.07770161640327172,0.016794847853354153,-0.0029167831877192556,0.0073653182986072275,-0.04041001613222318,0.06484314274989822,-0.0009696652312475697,0.06053130934731989
NUCB2,0.025676935148182284,0.025752450570803668,0.04740746552898412,-0.017377868944971328,-0.015348069569443998,-0.0418180682233545,-0.02522350151851474,0.2111878720819999
CXCL1,0.06356448513796839,-0.029569809629675942,0.014476424325007608,-0.012057883317622824,-0.01819441251821431,0.03741425277395548,0.04115504594696142,-0.036379468406531924
VCAN,0.04496238397191845,0.041875702914600355,0.009675387813362928,0.024820895888527702,0.0985957661823545,-0.013838094211256109,-0.009693496649574519,-0.0644584948005667
MMP7,-0.02216646681599799,-0.0009830830843387958,,-0.02329321839241488,-0.02072894996242331,,0.0032470567904114033,
PTPN6,-0.006627849862729024,0.03812816075646678,0.03136172468083379,0.04747704258528181,0.043415495400932175,0.018336807571885997,0.031736265907755794,-0.07952015306259094
PTGS2,0.0443802857038593,0.004263832952366788,-0.010991305436512704,-0.025715788500228657,-0.030957178753559345,0.057195961446060935,0.060723621049977416,-0.006499787834637572
XCL1,0.004624855975168376,0.10763492584289118,-0.017784054893493505,,,,,
CD58,-0.016149859501772286,0.0373150514404559,0.028655830842979502,0.04158698585982826,-0.02158810350761022,0.005122067291133317,-0.006097468289291266,0.02711804109278353
TNFSF14,-0.016193644307337843,0.003464733885555599,-0.05005617602919254,-0.011777379120193448,,-0.04109813042889526,-0.0153029406922722,0.022355242121112128
CNTN4,-0.028470373032249644,-0.01746587382796119,0.11036590798116988,-0.02265367770397024,-0.03436804861188815,-0.024786933680612636,-0.027452764372038772,-0.055147391778727704
NTF4,,-0.012293463439936977,,,,,,
INSL3,0.033340655787440936,-0.008932139507044837,,,,,-0.022090912508687884,
BTLA,,-0.014178019914697455,-0.018540469255881174,-0.01504011595277216,,,0.018197379651840234,
MFNG,0.008093858622644537,0.028572986867464432,0.047870440307466185,0.0037355501747651206,0.024814104663882616,0.02603534617358575,-0.00819588703055279,0.07761458447786068
ICAM1,-0.034722133975992255,0.01050598728180069,-0.02357993274017713,-0.005459423655573731,-0.03462518945042986,-0.0014679586762075985,0.04783674039733457,-0.0748559408759946
PROS1,0.0009018403130621395,0.012802841381584905,-0.024169332920086297,0.0045361291056102435,0.004015349352245082,0.012536137511873744,0.04883318879710442,0.1684494509634018
CLCF1,-0.040601441970173645,-0.015943110958236837,-0.04745762412962303,0.048073614083245564,-0.0014120148112312517,0.018240838884999888,0.02403317888299033,
PSAP,0.008947023876436781,0.048346156430165446,0.0012718335746783039,0.012227608659950972,-0.040874181505287904,0.05013441809375717,0.08286931530485141,-0.13767083568263902
EFEMP1,-0.011149174585481607,-0.01944557411411737,-0.02748056899800834,-0.010607732537090967,-0.008078700020918046,0.03830043084651017,0.07514029907758894,-0.058147327996176425
C1QTNF1,-0.0348110375736882,0.002095731510211903,0.011900049445176522,0.0619194138289285,-0.008333695868586594,0.020005270173100904,0.04035455601744044,-0.0037591322757543925
ALB,0.008729736421851968,-0.0158577384731937,0.06003676816860501,0.07221471129855961,-0.029015911450939676,0.0002895886171880538,-0.008254264316899474,0.013314687810358763
EFNA3,-0.001454976841365355,-0.025059871497586077,0.06516358898623392,-0.020927093827509274,0.012991849897669378,-0.05013715438432424,0.05898260436842399,0.09271703302332901
DRAXIN,0.03795884904040971,-0.04529139083187004,0.01640333072459858,-0.010740765600047678,0.0022493114733480825,-0.009070891250369851,-0.0030550399513788284,0.07323029208951005
RAET1L,-0.011215445283613243,,,-0.012864484029582481,,,,
NPTX2,0.024123420609134562,0.03713999645922302,0.02941207763744261,-0.03512573466204469,0.00796595295843281,0.03801106605075243,-0.051411210922731404,0.08592425691575206
FGF11,0.01933977380035219,0.028275105501181338,-0.0185086133576262,-0.0008745248311471099,-0.016495252984403068,-0.03356574081131089,-0.03526660795207612,0.05302007208347654
CD59,-0.034632906195463276,0.010250640704780142,-0.029412341956377014,0.05694571050123383,0.01123544273307278,-0.02969169957604162,0.004736551885646122,-0.06889329245877523
COL9A2,0.05259085595972582,0.055766235894275644,0.0010306490409027892,0.019532916435528926,0.012137453555922339,-0.01837134058350129,0.045598768120604156,-0.040011056448323874
DLL3,0.041699541410835685,0.06217617982783022,0.023271968507252692,-0.018607288544736547,0.009110165552217468,-0.02853850100905431,-0.006175006235337355,-0.10800696814166223
FGF5,,,,,,,0.12493536176231833,
LIN7C,0.03189126534037763,-0.01288658947026872,0.006598292214110123,0.009134308366826268,0.009058211053424815,0.043122997661080555,0.0027218788967879434,0.03205854146839128
GDF7,0.05323806506515021,-0.015937544625698928,,-0.011777378662524476,,-0.016222634620662556,0.0764870625564878,
PSPN,-0.006009231916925975,-0.0374456669553559,0.010957435367905319,0.012828124886482424,0.016545173425272567,0.008392622264599279,-0.007421778219200321,0.02205642721511534
ANGPT1,0.026780871941634053,-0.03835151953450579,-0.009864822018935961,0.036495453711716454,0.011289554400226987,-0.022450558451207442,0.032559649289021136,-0.0277062650080883
PNOC,0.04470565707726484,0.006261578515846206,0.024765077617000978,0.03884190561163903,0.06067438605738944,,-0.022799872494654875,-0.062234424672745974
L1CAM,0.03226404046965178,-0.02119518819343333,-0.007103433685187743,-0.051882740864119585,-0.06393596975801416,-0.014680319505701098,-0.027748533439377724,0.04910979999856376
APOA1,0.009540210180000641,-0.01391033149125612,0.048583200630801196,-0.019060556616201874,0.02808451377701097,-0.02724681530899303,-0.0011034528731195276,0.11407104174425209
PSEN1,0.00442670064358069,-0.023558128045609233,-0.0131873066092595,0.003787362537774765,0.0503722946998288,-0.0187734624714193,-0.011812008761640416,0.03154657738018124
CALM2,0.01366008825011643,-0.02319269413781131,0.03168265840403388,-0.03238231827013839,-0.03542232317873439,0.039752115616166615,-0.005973284439409525,-0.0015405314984902735
CLEC2B,0.005369871946201692,0.02877879400076744,-0.030078000308069647,-0.01891167145000354,0.008614238441384004,0.04140459424952961,0.018212515463920248,-0.03932825029728592
NTNG1,-0.0007697234355341907,-0.005999639856519936,-0.01299721220751291,-0.0310454378445462,-0.04056574376107651,0.05079215180261701,0.027515121475106687,0.11443136675665479
LRIG1,-0.009934008627727114,0.013182469409263526,0.03665812079892691,-0.02575469939426085,0.033475922184907546,0.012780683760847173,0.026710974993279003,-0.11916450631831889
CPAMD8,-0.02253298925751797,-0.010565127222089557,0.07409940796875361,0.017527642287283707,0.04619238431303239,-0.026385622129999405,-0.023147032226210798,-0.04447810060624334
GHRL,-0.029881630402851533,0.012781031980676602,0.16307834443377842,0.1727231293836175,0.06012810379372652,-0.0125254374124845,0.10537620854085153,
NPY,-0.00600264845991505,-0.0034080919549574207,0.027814476269439496,-0.00492917009044761,-0.03553647411252207,-0.005674569537615428,-0.012056341684799007,-0.10964426131984799
