,MGH258,UKF243,UKF255,UKF259,UKF260,UKF275,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.005841924649454872,0.010547305262876325,0.018864480946644016,0.002964368554872139,0.040507367941261155,-0.0025606254455212375,-0.010564160752099414,0.10060668742223634,-0.054044642914943784,-0.04357606304700741,0.004536598829025099,0.025167356624022048,-0.01972238083571687,0.031049570569538682,-0.021645815821830203,0.0207047555410612,-0.09744987844380708
QDPR,0.059906400166013514,-0.03781953886615623,0.04641979283931875,-0.007998965394851421,-0.04388543188661135,0.008431589722491582,-0.08638007534676066,-0.07921590301951244,-0.008814361708153532,-0.024698007333642084,-0.0005127947964087978,0.020337328243602983,-0.055796205153914605,-0.0734658768091594,0.03150783024466241,-0.011317364732193937,0.033177411708647776
POMC,0.022550488378897622,-0.036972456942573215,,-0.016175610884402055,0.024919994971045818,-0.012354528249030876,-0.07331437173390624,0.007572952205108576,-0.028095801518045683,-0.0019834353623098488,0.012800439149845301,0.012500166792353072,-0.030882007161267794,,0.0567334678689764,0.020019008011638317,-0.03445650579618857
CCL18,,0.1265289629595911,,,,,-0.054123290645239276,,-0.02726600563614574,0.05246104689859754,0.0594795012857598,,0.00825108071341722,,,,
CCL17,,,,-0.01669895680813275,,0.028433790581196182,,,,0.022752955209884237,-0.02085376130011599,-0.03258413935932815,,,-0.021455936353090496,,
VEGFD,,0.0865418157642633,,-0.01860448194539237,-0.013932175682348641,-0.014148202783512946,0.03460579395162595,0.06701700676444468,,,0.026663296295811652,-0.018841771465747552,,,,,
TNFSF13,,,,-0.011518566672560836,,,,,,0.0585279541431032,-0.02761184464471718,-0.034942275580629345,-0.009639713330384833,,-0.011098126213255599,0.00442158539307643,
WNT5A,0.019785375281015777,0.049440653162555234,-0.026796471966691583,-0.07646773144023539,-0.03312472731141434,0.04326457463286275,0.00039623667290996853,-0.050861884607035925,-0.0010739434476872204,-0.008119919349634101,-0.0006559941953457742,-0.006895883802662325,-0.028784041999472876,-0.01873485076835179,0.03194505028686851,0.0155991711854571,0.09330751542637541
CXCL8,,0.04854725383027813,-0.06917094206264218,0.08753234763227852,0.027052766097992217,0.024598100251494278,-0.017087739095263933,-0.017299570900046593,0.02957687628414416,0.15288161626384533,0.11294735840716096,-0.0004947360409983245,0.025702455274655648,1.8221678749079355e-05,0.051012448719023606,0.048358977012793944,-0.002543951010203636
GRN,0.014442901099345751,0.06063349884657841,0.0761037934029789,-0.06177353082510732,-0.004006480202932677,0.047750093895481883,-0.09716385037195009,-0.07821337936003726,-0.010437582518852571,0.015821896587496838,-0.01299420634293808,0.03873417218987502,-0.04552165539190449,0.10733121040883217,-0.04169198597977527,0.04502539214754693,0.06397208803448103
MIA,0.026443459044503306,0.009329344921480359,-0.04987349696593961,0.0004901653922311052,-0.021889129334225137,-0.026101067462027047,-0.062437964931920095,-0.0010308169955407574,0.026785871465675556,-0.009072048871357746,0.011088506089425194,-0.030400800660425633,-0.010190900153905618,,0.04970923122804891,0.03124057087745158,
COL4A4,-0.01591298019844147,-0.029784731251675772,-0.009219520263395299,-0.011835632212768564,-0.03037860966130211,-0.013864227203243833,,-0.058578113193865654,0.09441657299146272,-0.007028312373554319,0.017856163723514715,0.025162201174159356,0.03175965196910789,,0.03585450225360249,-0.039267065512320884,
TAC1,-0.03545371034758986,-0.037303053846328656,0.005367187121139273,-0.039409913698360687,0.03443888093268004,-0.016740990161091887,,,,,,,-0.023909887194258697,0.008252443130366143,0.016383392703293278,0.027539985186980274,-0.02991121730717318
RARRES2,-0.0674973382342625,-0.09780408548131106,0.07723792092498358,-0.039054677134158944,-0.01843058636162557,-0.020995358200767526,-0.16286354517528595,-0.05945650726096186,0.026452725938435638,0.10684125868131304,0.047806789290745,0.036955189521094334,-0.002761291859442089,-0.05406763988183236,0.10813784496570193,-0.05126333243746338,0.05225435933164424
FGF7,0.06337077473178901,0.0021481749020266913,-0.04513037056742277,0.008978597386367587,-0.026676064565282914,-0.0031875533997372265,0.004613884150757157,0.022074627789300534,-0.06501131370024572,-0.057622302625005395,-0.04442177978831529,-0.016036861366323943,-0.017376533743574327,-0.03865033413016388,0.07730867270231043,0.012529393279637637,-0.12099131261139688
EFNA2,,,,,,,,,,,0.004473067006921088,,,,,,
HBEGF,-0.024029222236861915,-0.013022279499056582,-0.054390750299814765,0.01959513998795637,-0.002954338536475781,-0.047173680726538755,0.11642413873846945,0.005258246169983554,-0.03066210888446044,0.06698643268056222,-0.015879544666190057,-0.0038023417135812404,0.023562860976212803,0.05844767226578041,-0.059635064725010074,0.0559368073089518,-0.0375316184470709
CSF3,,0.07024342308874877,-0.026564240044555994,0.1599579882940558,-0.003046540396131369,,,,,0.07346447813073259,0.0020048120681498954,,0.04432563450423112,-0.03806267333416948,-0.022589791010950207,0.02356740133244957,
PI3,,-0.035284427761213176,-0.025374514313637117,0.09206641521756179,0.03249623808968596,,-0.0560320569470442,,,0.15284027515543447,0.04902612997070309,-0.027685540738817113,0.07288077658547257,,0.003675711891735693,0.004000898429278457,
PCSK1N,-0.09302850021986406,-0.0010137585092948435,0.023327528361795396,-0.04897350527807183,-0.022488200012258406,-0.04680503688487625,-0.03584847032164288,0.08142449284997326,0.09191060602761261,-0.14625377660003464,-0.06072576396354384,-0.028248906497409895,-0.029296269599048682,-0.010029535792541648,0.055511282195456604,0.02750643247695866,-0.014246571687921495
NTS,,,,,-0.008890957188112501,0.07150955968207556,,,,-0.04831184206784616,-0.033729870275623235,,0.011754238806417598,,0.018287294320124006,,
SFRP1,-0.05158604410891305,0.03592955141285735,,-0.014570485289733877,-0.015894199723569036,-0.019734828003206237,-0.10047951615842965,0.17000079775173838,0.003956592153548432,3.1182496100056645e-05,-0.06530354080043821,-0.024034588178389178,0.0007178999407465363,0.017759312363507702,-0.02008513525081375,-0.04812076033712673,0.005229470876995055
CXCL13,,,-0.019288781427403513,,-0.01575135490425956,,,,,0.028184018908276924,-0.012793392985169495,,0.0004333029911995126,,,-0.012413099481345616,
MICA,0.08515259535888231,-0.021159353800896927,0.014167541455793124,0.0804920641795251,0.0031009956387174045,0.013113040308545602,0.03406686898077727,0.014085087664997381,-0.010221374624087733,0.04977787162962237,0.012205402775328722,-0.0486633463333755,-0.0494666686833585,-0.06331789911280804,0.004025915893665571,-0.04273726805034169,-0.003304382501277303
TG,0.04474173953587962,-0.023743166004061983,,-0.015723862091437953,-0.010402645129983953,0.007456900820129712,-0.07189238597627484,0.05741238449165238,-0.04439543190931128,0.005834776269273027,-0.0030598048692849706,,0.10530547426666757,,0.013157748965281593,-0.01717282766951433,
ADA,-0.02624559463919931,-0.035112263691482765,0.023262283597362175,0.012784574615449762,-0.018405915053785395,0.015154810174868577,0.055013050012551704,-0.052242360083707376,-0.0054746563080648025,-0.006808202638132524,-0.014712909819147345,-0.04799534221939659,-0.05812360009249926,-0.019675969784799182,0.00567719728143886,0.019996651779260834,-0.07997086683018109
LAMC3,-0.009174983022520533,0.021528905490010894,0.04226732431292761,-0.03858314187085056,0.017862541903744433,-0.01425606718370143,-0.03875221300310104,0.023997384640296715,-0.0053365473075162595,0.006904742429492628,0.018619972679200954,-0.09251943370871431,-0.01898860419974424,-0.03378719417841102,-0.02845788224078771,0.01573223989191477,-0.07810205744834893
CCL7,,,,0.038892066467363096,-0.02088338847595878,,,,,0.06685461010542916,,,,,-0.023671911245080904,0.02466092533688264,
NGF,,-0.01715981676421886,,0.01943144108379511,-0.005972244229474529,,,-0.014561173827888928,-0.04051900581891476,0.001111715109204401,-0.02731363742456271,,-0.023003998561775575,,-0.011026465604457946,-0.005338463048497729,
TNFSF15,,0.033784498660904654,,-0.012659188321147246,-0.01546198996143768,,,-0.02281331915411727,-0.023834564305289626,0.029229817521136032,,,0.0002377903810826019,,-0.00023850374327494885,0.014145586473597748,
HMGB1,0.09709418148587223,-0.03446098171908824,0.025985824708688994,-0.10562628543677177,0.02916626877713048,-0.0032173443119493193,0.03975385894995848,0.0614053122910592,-0.053663110007996215,-0.08126195195862568,0.004956872642241603,0.031908223792347576,0.017580895196838975,0.11223787428079914,0.03296030670258002,0.020795045248177338,0.028173872603786614
ITGB3BP,0.024165504543764673,0.06708148802851971,0.02605111839230208,0.04458561465736954,0.027786660638972168,-0.010187358278565001,-0.028716173902926023,-0.039035461741569154,-0.06683120480901758,0.0439163077996088,-0.049548446663144924,-0.031365170083831106,0.05582847882131602,0.10648486495215917,0.04495433498237333,0.05672749860376924,-0.05797850169081052
AANAT,,-0.030756258245896197,,-0.011518567901915534,-0.013932177671245232,-0.012031463432730795,-0.00770807663585403,,0.09798740222343565,-0.02722904332961229,0.017677557719825404,-0.027223365167712205,,,0.09678969474417683,0.0399674734957482,
RELN,-0.005462620343160124,-0.029587235170760666,-0.029915393108893143,-0.01999365435155693,0.042581368098212086,-0.006012497312539519,,0.006212893287663231,,,,0.026030085651330945,0.021163910021423253,0.033567921070007486,,-0.0614467283590118,-0.013190480412699311
IL15,0.04683428790176378,0.050925339307684954,,-0.011623240652256502,0.07021717756915812,0.0024364121023294927,0.032944684367878285,0.10683427034089144,0.01695624027534841,0.0669561580280778,0.0718830753656875,0.002061825485065587,-0.017298618144282414,0.01368231765665896,0.056507690970680174,-0.018365174099653464,
UTS2,,,,,,,-0.042017424525611274,,,-0.0048946783926415525,,,,,,,
BSG,-0.03823067559599358,0.026002992092357777,-0.08157638037267152,0.03646957629615759,-0.056664365515088695,-0.021235359844107158,-0.02026040663810259,-0.08374664393856716,0.02980684762309972,0.05633339681319619,0.015115737563832672,0.01088322457611812,0.033377481872089935,-0.002593201008773503,0.04816317135000962,-0.024501618513796633,0.008232798011311208
ADAMTS3,-0.008842921405908396,-0.05628416986990635,,-0.03132802233105998,0.01849356118100951,0.009349738279482047,-0.0760124501084701,,0.07243968072753615,0.012425943736880348,-0.07761009421056911,0.04661196251094497,0.007231207299965568,0.10469042774290176,0.07223067741362159,0.002664568290577618,
CD34,-0.020678675660266856,-0.04940494793014155,-0.03223214705648592,-0.028098610940133485,-0.02699656550571037,0.008402326243633454,0.03758705128038263,0.0009726766462939654,-0.000632624781513579,-0.040638721351319025,-0.005154320966486739,-0.036410941467797824,-0.0385521827662892,0.024698576976051587,-0.04739901260880425,0.059080861619597004,0.012122519994044387
PLAT,0.026326075527129605,0.014802158489287006,0.08891205419254065,-0.09741725528740346,0.05363406138411418,0.02905796103821728,-0.043399051923935464,-0.09338601240442639,-0.04956439113956995,-0.10302234762211607,-0.0206797007575034,-0.03181826397800082,0.029901902854975595,0.07432350490986145,-0.053219901291865754,0.0005554932229896363,-0.03649612426100609
NTF3,,,,,,,,,,-0.043389181632998125,-0.01291835348847169,,-0.0025745929209525366,,,,
LTA,,,,-0.014570484608103673,,-0.011587553160305459,,,,,,,,,-0.03370796553104415,,
CKLF,0.07184466364533337,-0.008355920313695362,0.003099856178239598,-0.03836731544602792,0.010632950028395089,-0.006454925271174039,-0.053164135013181936,0.15615203171210199,0.06524738971090249,-0.01517253237322908,-0.0074631643768814345,-0.010245805597212082,0.04718077022129194,0.0025444626487438264,0.043532446215506816,-0.002214365458598756,-0.0652990846826097
CD24,-0.041216346101138834,-0.006947422930191097,-0.03280830232438394,0.0509163750797399,-0.06738878790040358,-0.037212953181203656,0.02436044078965757,-0.0805335314038787,-0.03159032442710015,-0.0599818399810504,0.017955653238408444,0.04721951060879596,0.01979172916661835,0.00014951213457596441,0.0523365056457252,-0.018369804100675964,-0.08119986764259815
HSP90AA1,-0.005322845535478836,0.04144714801320763,0.04469544745028657,-0.0400520151607746,-0.017135084629777243,-0.006286247354744031,0.10267060766674858,0.030146725219405108,-0.0588071028702494,0.11180800838009174,0.09164977538184632,0.013341219947723233,0.0029944844680102637,-0.06465312786875106,-0.00841966308179681,0.05561972093390607,0.04387684851516642
BMP4,0.06255406480348015,-0.03713804099027973,-0.06907397652549563,0.06177740564426611,-0.027037641353344653,0.03246061815282297,0.021712012310298248,0.0032881595600162015,-0.0010384577430190074,0.012177572273415503,-0.008038368176874932,-0.04158029970768445,-0.005644564411309115,,-0.0065525154900485175,-0.01281011386776928,
SCGB3A1,,,0.0081887598513793,,-0.01659150368465955,,0.017190631591644603,-0.019450047127870875,,-0.009147673285336723,-0.029521354705080338,,0.0795916752122032,,0.0813927200012537,-0.02299042808875034,
IGFBP4,-0.04245119406692739,-0.007867493795152744,-0.030243838774179972,-0.004395888402922104,0.022880357031577585,0.05167838021897789,0.04227712451232161,0.025720452998878356,-0.02749432122838626,-0.01090881965893501,0.009346624639260497,-0.036203885872994876,0.026722839676111856,0.08039050763404405,-0.0041976586774110465,-0.014119456637088449,-0.01828299295381984
RSPO4,,-0.02096247546668616,,0.004758608581949923,-0.019149292286682575,-0.013477029757715937,,-0.044905358099913154,,,,,-0.01571272415718643,,-0.044457278088770515,-0.03147325838876879,
LEFTY2,-0.016662819295736805,0.03580836100600842,-0.03329741037755895,0.046427534694936365,0.008489562940611789,-0.01385660137095743,0.03878283724787752,,0.13747013511256817,0.04066764451647443,-0.006386907632985609,-0.03471640128326144,-0.01711822429148479,-0.029890148651946752,0.013039607964772158,0.0594561706350298,
PF4,,,,0.01864145661719327,,,,,,,-0.02537593496891104,,,,-0.033707957730770906,-0.019080256005293013,
ANGPTL2,-0.06691724784027464,0.010534703421562168,0.0017548389197953962,0.02204224888199358,-0.058735630514817824,0.053669910430138246,-0.06200428408415901,-0.05228292031827599,0.0733917967470516,-0.0797139007729899,-0.045394245152584015,0.005802362280629802,0.044808698662061025,0.010581583714965141,0.02410065107157849,0.06983879724684325,0.05731073625525478
LRIG2,0.03787975840459457,-0.020601476721035003,0.07238774392504736,-0.03173332859132333,0.023012358795218218,-0.017412622485340475,-0.020602746310894284,-0.05213620096826535,0.015250736744756839,0.004862588790178312,-0.05754274402204358,0.00046692753278738415,0.018781459860405268,0.057829112716551834,0.11941880584432102,-0.04634060892267673,-0.08071530035603765
ICOSLG,0.007284892677939962,0.10855367597830076,0.014618550491047072,0.0003500235279126291,-0.022923466395857253,0.0070271698556511894,0.024183036288111904,-0.01777684574984787,0.005496657460495872,0.02867318730789549,-0.08655607909895617,0.016965924901986687,0.007312739566321745,0.04179328345617247,0.0686129901260929,0.009143415745138732,0.03469424530390378
WIF1,,-0.04878303070993037,-0.04604499730367819,,-0.008391100559640973,-0.01039990465138052,,,,,,,-0.04537357082353836,-0.04096504829187758,,-0.0011418194688174062,-0.03513993148364883
NPPC,-0.014380649430801978,0.039727760046807906,-0.0069138392086851375,-0.01538625894567295,-0.03340446493396163,-0.02028690954289496,0.07062324005786494,0.00011991791507580468,0.07573429304526057,0.005774178926280596,-0.005671431390036517,-0.02501420450962598,-0.03141526145935184,-0.0023974286101488464,,0.004292547614061439,-0.03354594254185515
LYZ,-0.021617334883771912,0.08083677209998626,0.06642818177368752,-0.004322152488066993,0.01211620956513387,0.03770732128617844,-0.08474483727962012,0.03081970208358655,-0.04837393638994608,-0.016204292874375067,-0.04704485836292026,0.0007484952596847682,0.013120576335643312,0.006499258738719119,0.017180851513212008,0.050463332739702604,0.008720851620939966
EREG,,,-0.021195590372098994,,0.0009034982549618769,,,,,0.0478754084766561,0.03545701122461644,,-0.0011429632701463147,,0.02545738838238189,0.03661708206691371,
SPTAN1,-0.032594540588201625,-0.008962835890811793,4.539412209134257e-06,-0.07647856809480766,0.03308189453779527,0.008823885023405913,-0.08594562698288079,-0.09921841575847934,0.10588402374899869,-0.08220233863975204,-0.07357255491789479,0.004908253861369473,0.002632353329629767,-0.029584768461626627,0.04760591073809565,0.061941253927264114,-0.13534696440835783
PTH2,,,,,,,,,,,,,-0.01688442263881227,,,,
LIPC,-0.03360520491621435,0.05591176836459342,,-0.017824537464692706,-0.01853966672670888,-0.02519667960178463,0.025525719649718028,0.06647390160640858,0.11135067491121228,,,0.046207856854404455,,,-0.002186121332912674,-0.024178469513567547,
COL8A1,0.03430864713739464,0.028358551145143653,-0.033165938504078514,0.01598923650032174,-0.03976958299213546,-0.008189464807839063,-0.05468846256972752,-0.031130425573112314,0.03149611985450432,-0.08758687702031806,0.08050849750857557,-0.01730937776457264,0.011265949411476555,0.04112648551862181,-0.09798783356358985,-0.02642911741939039,
GSTM2,-0.04379162589336713,-0.002939637422623178,0.09254396292558346,-0.035558696815520985,-0.014347957065596606,-0.004611159601890834,-0.062377473455126654,-0.02763422417650205,-0.021465270023857695,-0.016494908422564687,-0.006131535208131375,0.023528659881700373,0.005184108431564011,0.010381400185115585,-0.04976718445553409,0.028933820440438553,
IL4,,,,,,,-0.031697283218412385,,,,,,,,,,
SPX,0.009235147945938566,-0.03627775210001055,,-0.009493054773347082,0.004014931042254382,0.10003588452747027,,,-0.05066717271995379,-0.03129389479478805,-0.03150746678005689,0.02823005437326397,-0.03209871966191351,0.015139844646476339,0.029612845612972984,-0.039178493206441664,0.054668521827297895
MFGE8,-0.05518071952034248,0.024693926807216143,-0.05213294688369042,-0.027299620016123953,0.04613381431355614,0.05032074967472288,0.015555222597057584,-0.032242526844434016,-0.04088914255344775,0.06547835701996227,-0.011305860254159767,0.0908141276115502,0.0005189163578226646,0.0971048036847447,-0.04221907223107903,-0.013341841582773607,0.0778447671877503
TGFA,0.03261188366668871,0.04582661484826625,-0.03292933646089818,-0.02199849869349074,-0.02968198663832004,0.0077651499271054235,0.026496586242644574,-0.059069473542341815,-0.02655947993553142,-0.0176225239563887,-0.08510577769932312,-0.023189799486976206,-0.05884597756948126,-0.03064991045695557,0.039845179637893365,0.03896813464407068,-0.016090563526647676
SLIT2,-0.03072724389529501,-0.04248187256045027,-0.021104819174977876,0.0036838835073838895,0.011985703613255754,-0.01849594824033067,0.004000677713562531,-0.028431594593718343,0.05428444537021265,-0.018624207286495827,-0.06095476852566416,-0.047495906826220055,-0.04762605630751495,-0.05805756826633182,0.010908386723588327,0.006196853453983723,-0.0007708191082388373
PLTP,-0.03765784638510536,-0.04506831721420628,0.008242852345619464,-0.06711906099601089,-3.3992647865471566e-05,0.024473248355969597,-0.09052367784661922,-0.038086357066982754,0.05363628322748678,0.0015221931911666197,-0.023393974203988706,0.04596122511616735,-0.04594824333814393,-0.05248242911286435,0.030851985720804297,0.015180646675969536,0.037595548436259056
APOD,-0.02498857148909393,-0.03179045181992986,0.030908345218668233,-0.07512125288249952,-0.004973899456197069,-0.023517397647801575,0.00612376015500485,0.05005048779193958,-0.003615496388580477,-0.026075294631638015,-0.018575159158746603,-0.03976428102956578,0.0009696626719240339,-0.042421656163136354,-0.030186664163448347,-0.0016000379421177038,-0.008171454606733354
B2M,0.018438900494886487,0.040349550066969504,0.01514073663842317,-0.07473842714989988,0.042176119428227764,0.012191735139687028,-0.18909149028297803,0.052588497965444146,-0.011299193069903329,0.0498742964220009,0.017414007158153146,0.04895140429579016,-0.051777625816167044,0.016253573170531818,-0.07171497150602953,0.017309113139011238,0.12096119142048645
OMG,-0.07673641381006702,0.05808518632171928,-0.018389645016696095,-0.07319450894438541,0.008587863397219096,-0.002899893808206703,-0.028428331590476183,-0.018127448288497005,0.030124716733310814,-0.05992237726259112,-0.08632338527941164,0.010956734314574045,-0.01719341522926843,-0.0889252957210959,0.12382716844532207,0.02774963175483353,-0.004820645333742575
CXCL3,-0.03306553053801581,0.16142440225790963,0.019851455214844976,0.0864991247393478,0.051421764053858406,-0.04438190164704376,0.11266410797110805,,,0.08388939759930315,-0.017811384733971897,0.11734940899918343,0.08167965105692732,-0.038615857398908125,0.036881228695178535,0.017903187447639798,
CXCL10,-0.02408804351635922,-0.0010392495511385754,,0.015210069266092084,-0.0379655814924655,0.012667056598460442,-0.02364517696372349,0.05979553374922013,-0.030748413225225955,0.050586322372656554,0.04998900860740329,-0.03823819392768407,-0.020232869269861464,,0.03688226218164537,0.038847762541871056,
RSPO3,,,-0.02656424087312426,-0.011518567050823778,0.022269336835279718,-0.020355016207720004,,,,-0.012750851484643716,-0.010960890710418187,,-0.04713077365351002,0.03856277909217694,-0.006720583987348855,0.038579833822213375,0.016722959033243688
CORT,-0.04105973827209169,-0.023502628344015536,-0.0352543667978015,-0.014818445933281918,-0.022500670915420847,-0.038995141814607455,,,,-0.009978331340497044,-0.02655462618505691,,-0.043246085804627944,-0.06443258503396733,,,0.1386840450396394
NCAN,-0.012338085333147609,-0.009658830546757605,-0.026482100855135155,-0.08329339252877847,0.013906135034044429,0.041621150489696924,-0.07143872445915421,-0.02557767529251226,0.009669420989812202,-0.11177187831844092,-0.09092175886855682,0.06519761912078167,-0.04889641307403122,-0.04250946085464553,0.08310992018792293,0.038250073973945545,-0.1398049489771179
PRG4,,-0.03207556950229923,-0.029702252967904182,-0.011368328941219408,-0.013274326631222593,0.04951538493731484,,,,0.03206588413430317,0.013307403935713632,,-0.0022454236710972644,,0.041284671680483415,-0.0017437187691700738,
ZG16B,,,,-0.013194336079971074,,-0.009207362886350112,,,-0.007555473381601797,,,,,,0.06663233464349712,-0.00037395508939235363,
TGM2,-0.010059879028905134,0.09358015252694474,-0.05021166070466233,-0.008444943356667305,0.03561262793961202,-0.014446497382944675,0.08184826759487102,-0.047451613385571245,-0.01958991994424033,0.0888851887644571,0.021077414843675427,-0.0345581357884561,-0.004671695266567841,0.17378419095657538,-0.0040133033512510284,0.02128237134716907,-0.03576289990688547
VEGFC,-0.004405215606861647,0.02562946145971452,-0.039498772001943676,0.022189487936611463,0.016537651606330212,-0.0014698488993256052,0.017565657444534446,-0.07269600658445613,0.028862535829362483,0.018026176511676345,0.06078143329152048,0.01973684251909644,0.01763035658723337,,0.043881004615007,-0.037112556481633946,
WNT6,,0.13154383258578545,-0.006061051777672751,-0.01572386274430105,-0.01829074411803927,0.0628666936345084,0.04076144849342867,,-0.03002291508945207,-0.04633407412995988,0.02052598163116922,,0.033471678500015256,,0.03395885108463812,-0.04190823461060404,
NRG4,,-0.021752660185742026,0.03194231186544834,-0.013835776375597221,-0.018907542368806016,-0.017688834909469545,,-0.0585780485770265,,,,-0.030062075596082465,0.020854408616684122,,-0.00594081436564122,-0.02752517560659519,
PMCH,,,,-0.019170816098487448,,-0.013477029107303687,,,,-0.031547943553650266,-0.03725756119457559,,0.030062079943622186,,0.005645409689671727,-0.007744197146428916,
COL9A1,0.02049703036160261,-0.03388793035351134,-0.013157469720845338,-0.014450458610120117,-0.030119912649329696,-0.024676935075396696,-0.020214695524362593,0.10343040561606479,0.008179080554603703,-0.01668105371196992,-0.07001276682643405,-0.03297682678715024,0.01557641648944596,,0.04465508371480793,0.0660593190624043,0.18616600683179352
GDF11,-0.011600264584099532,0.0728569266248074,-0.004053846107149954,-0.03630246496378523,-0.02493646934694791,0.00849821339614581,0.07752454235657841,0.08106450246751622,0.020082975647885314,-0.06056482675222357,-0.0766350170521661,-0.009364589836426207,0.03373415519639673,0.021119214509483633,0.0735284969888901,-0.008853612614442714,0.01391673369771895
RAET1E,,,,,,,,,,,,,,,0.11566487083809991,,
IL24,,,,,,,,,,0.05135113119848392,0.04353594302094396,,,,,0.009291265698563192,
SORBS1,0.011840807460892423,-0.06088684762831565,0.041895666865218756,-0.07568269785074824,-0.06563509041782468,-0.0068594485454217076,-0.03385904830786809,0.043979104552237296,-0.02152506841202677,0.013893233524346115,-0.04883124459974333,0.008862721392793422,0.012296649255494313,-0.006742265836438717,0.08102802049117955,-0.01619660808371599,-0.07904531044712218
DLL1,-0.08109856130437981,-0.019234660879242946,0.025148666918369773,-0.09027338414193978,-0.00839875362324783,-0.003851298399706039,-0.06486294664815304,0.03517857881696693,0.0027707882344346997,-0.019661943842790127,-0.011560033507109378,0.0621029950898379,-0.04644760784667419,0.057238388003424255,0.05516925306788605,0.03136211037277404,-0.12447029274499978
TLN1,-0.027310569947568177,0.05211936489822393,-0.03304163369625775,-0.038987166050494786,-0.003709968716456832,0.01942175027695837,-0.03292692181712311,-0.04801076865861486,-0.035499936750024254,0.08862854005595441,-0.022867033468466982,0.04308851143801671,-0.030643204709459783,-0.040847692078391756,-0.04568087524740231,0.0030941900463500654,0.014251996030954544
COL2A1,0.08900540336517046,0.030210929148645288,,,-0.011855987420849722,,,,,-0.0428814729611137,-0.050112831163931525,,-0.03310840261079129,,-0.03496065473054009,-0.015123785596108448,
SHH,,,,0.08382921136072034,0.03405858865980557,-0.009907046764943086,0.09643903522466114,,,0.07457819525434131,-0.017745473586602025,-0.03127246299135218,0.02511217154546935,,0.019078802590780788,-0.027911586582578172,
PON2,-0.07328346862034876,0.018997092802769466,0.0026982957949766525,-0.1349762392122959,0.013129204873664408,-0.024891147938535106,-0.009769716035459564,-4.204084287044869e-05,-0.08203710919607392,-0.04652306285642862,-0.027025911869916458,0.028287106406293266,-0.001640029669437741,-0.008113103472366904,-0.009526078140205738,0.007937944274789105,0.02695502145467482
