,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
NGF,-0.029499254890527106,,-0.028739732730003534,-0.02683169028810227,-0.01670434184984282,,,-0.01812072279001801,-0.044947032818098344,,,-0.029542750722747722,-0.01932207441235987,,0.019293721730103415,0.05846493180348578
TNFSF15,,,-0.013967494793327288,0.12250926351619175,-0.02028273314964793,,,,-0.01370927579557416,,,-0.024937541983609285,,,0.1364647159966449,-0.01654282059842634
HMGB1,0.013753712068795698,0.03515770782503471,0.014584173896117818,0.003975577991242257,0.067428591352355,0.07838079667861443,-0.0531313234862473,-0.04826746052685154,-0.07676040788455521,-0.010955510172386775,-0.04770497438284588,-0.01284222644978799,-0.019498317656418882,-0.05779222177814229,0.04705694677816384,-0.04899343402420826
ITGB3BP,-0.019430726101023327,0.02604008734335253,0.037482940693286615,-0.06980564900205341,0.09131255346740372,0.08962675231200173,-0.03965083193195586,0.0002890290432552436,0.020084127453731355,0.08672179443497388,-0.03482056472052215,0.07070307520649864,0.042764815689961856,-0.007076483660815197,0.013305384748976213,-0.006532821504404256
AANAT,0.031775872362729454,,-0.012708993113549928,-0.0167702884001964,,0.005657827610644885,-0.013032486624204313,-0.017036144368396317,,-0.021195965494929966,0.06851102742350898,-0.003001845962396185,0.03492119535947982,-0.026279526130974402,,-0.0220752384472619
RELN,-0.020452887390318673,0.028179329718300745,0.004810808459749673,0.0035748125928248315,0.018478859046764575,-0.027159439512587036,0.02818821035360939,0.09056663686753175,,0.02074324871875943,,,,0.08918239345552369,-0.020536220701858787,
IL15,0.055513482638570345,,-0.016482230010600715,0.0035615540493575855,0.037150503044768204,-2.0923815523581835e-05,-0.0035816200096662806,-0.03491086510166766,-0.03223578453695912,-0.019658278334958635,0.19018807283469455,0.045727610793144996,0.03605854050225765,0.03055406499770107,-0.023071619282016877,0.04733029723251128
UTS2,,,,,,0.04288949804722977,,,,,-0.06869556526994124,0.0037543815067520173,,,,
BSG,-0.016801399025598702,-0.08223699439668304,0.028870334279050894,0.01836530624712826,0.025112831747094208,0.028847158668358398,0.006214143466671167,-0.003158126721410817,-0.04626217356218205,0.02527173523185921,0.09015550786477786,0.030939629108320873,-0.013575688458322693,0.08133776876008075,0.023818077969867214,0.015448424061426819
ADAMTS3,0.0034731977037115074,,-0.018880673302674355,0.013644190038032952,-0.007481519332812126,0.07641159429733445,0.01366936376483244,-0.006805382844416411,-0.026896976965568687,-0.03266571403389891,-0.10134779617163256,0.011698274917027155,0.08009072212915086,-0.02846439095623573,0.004709271482183247,0.05185129801695642
CD34,-0.0201287648294199,0.08746598126314249,-0.04933932092846542,0.026334213393686787,0.04908385026435746,0.0361160579963943,0.015357952569013579,-0.03582821730363069,0.02224795710005515,-0.028845615370697904,-0.0065970182967832,0.0026848624665531543,0.019940419454937082,0.048284343572781524,0.041402814623698755,0.02399450390044193
CCL23,,,,,,0.07852307464203784,,,,,,,,,,
PLAT,-0.006332550050884177,0.0004988068886000387,0.01137186685049126,0.012452982771660848,0.07226505001876787,0.10681642286630895,0.04803551676369443,0.06897035599158052,-0.008118256838994366,0.029034558145602216,-0.03967018713088188,0.03262176152938257,0.11737667480100838,0.057967315685056635,0.06668658507228593,0.08069835970037081
NTF3,,,,,,,,,-0.02920157053077196,,,0.08042358667557202,0.08580437949589531,,0.00779738763726543,
LTA,,,-0.016076320435171463,,,,-0.012551642816626286,,,0.015484334068226873,,,,,,0.027017489329980056
CKLF,0.024653903908690773,0.022632808843146078,0.027591962292659197,-0.02220025246960876,0.07277852136316135,0.056569698569791736,0.035233570812375534,-0.10019872057991051,-0.025560065859759545,-0.03970941818052012,-0.02555676882652275,0.05232383894316655,0.010282022726463646,0.015565234826504655,0.04709055325361727,0.009682901734317914
APELA,,,,,,,,,-0.025272315190150305,,,,,,,
CD24,-0.005007701587268484,0.050212725286203026,0.013430605518811681,-0.02692020957063382,0.08810091683446593,0.058643010277584624,-0.020397455562747992,0.024812512688987712,0.028852843218161252,0.04808878327724385,-0.053985521601512466,0.047762795810883385,-0.01895626244206209,0.02133310926444758,-0.002160818118063757,0.026304359816702018
HSP90AA1,-0.018007517086682974,-0.0992855949960416,-0.037637037353975514,-0.03132857858256508,-0.07475750640062949,-0.05666366036234275,0.020115338668367278,0.0338711463941047,-0.03843817779667183,-0.07015465450406873,0.028714849652734967,-0.08663511186109867,-0.08813060756392195,-0.017260960338167663,-0.07998419369126629,-0.061205833411394864
BMP4,0.057023643914041036,0.06377803838929152,-0.029725190754573617,-0.03254545368686356,0.03970746550789062,0.000490353180531501,0.03337603806448221,0.3021068468464969,-0.012164571138918969,-0.0167508856031052,-0.014282702225693016,-0.01610377399934565,0.009165040549019633,0.012950313539545493,0.09253963122090436,0.08581085270440958
SCGB3A1,-0.01718119111408979,0.05201129883962705,,-0.019971343199199448,-0.018423176109997427,,,-0.011939288456792011,-0.02870151979226567,-0.013717288345544063,0.004762922440021762,-0.004196891051117393,0.030847516588975894,,0.00982172901546953,-0.0026496681240180003
IGFBP4,0.051651056578037306,0.022566575425029604,0.017400835874945317,0.010857600585952464,0.04731239402254967,0.06496804333794416,0.05669222805350267,0.008560215817358507,-0.01280450123258763,-0.03328909604767681,0.07183629620835597,0.04918420282632158,-0.07677101594469528,0.03097821887788066,0.027065988317806287,0.08255450349762394
RSPO4,,,-0.024607625003836477,-0.02305017649682473,,,-0.014598324720301408,,,-0.014748734952193074,,,,,0.007751609560180278,0.049439532225428226
LEFTY2,0.09295373770579379,0.04549972526210114,-0.03592113986157332,0.06608251310510936,0.08488611108565287,0.08778321356961856,-0.00485861125424627,0.010768811256307919,-0.015500939136231958,-0.024267928063686293,0.04969553664183809,0.11997580227823144,-0.022519615551773484,0.07013652323316422,0.017107102505942166,0.014639651678765112
PF4,-0.017822727796277037,,-0.010943716911346959,,,,,,,,,,0.026931088200608258,,,-0.02970993725663516
ANGPTL2,0.04042856520729639,0.04007902609719476,-0.008452149962091832,0.0522974866244281,0.07803960047122784,0.05765735401484559,-0.0011044041068449342,0.022031272764938048,0.05569021038161972,0.03632315516284359,0.03472515602863165,0.05425694472455268,0.07739168360865724,-0.04748304557587538,0.06905476938053365,0.03586718120312609
LRIG2,-0.01346354905042476,0.029915885140369233,0.04399985168519143,4.609091534487182e-05,0.037288548389529094,0.08093950652454768,0.026435064121270474,0.059521967371599836,0.011058183218528677,0.06114182175298156,0.049997071632072655,-0.014479900622669734,0.05573836954625088,0.027603125801782008,-0.002307298998232207,0.07323812455483
ICOSLG,-0.04068160904627152,0.06373291941596868,-0.020235724905686817,0.028059678246042174,0.0708574179972821,0.04132731669891671,-0.02422038985425698,-0.02423175528209805,0.010181418902371323,-0.03667178852119657,0.012239983880513264,0.02278048912404696,0.07355189560620382,-0.0009679188644234754,0.00042323654481733384,0.07835311856998313
WIF1,-0.03206910580343976,-0.004044731657748268,,-0.04607031399725509,-0.03443255719298564,-0.004735839024649379,-0.011265181415371174,0.04374060207981595,,-0.026426093923933334,,,,,-0.02210384720593657,
NPPC,0.020290615375911286,-0.04582190108626747,-0.016976403720408213,-0.04020925687396249,-0.012310006309247163,0.014006884892092977,-0.021974789579210213,0.0492646560705796,,0.08036826755636327,-0.05526655485190855,-0.038186195942223736,0.026206464239854673,0.05955989642232762,-0.06123903496384661,
LYZ,0.03875635366477584,0.0290520732254312,-0.008197058979499912,-0.04586372156060456,0.03338191900536367,0.031527518222578904,0.019900711648914878,-0.0509217879816264,-0.09125946565806373,0.029577573961113747,0.08684842334835183,0.046842613178586665,-0.06489721958894465,0.006010160212089329,-0.020548124130681383,0.07704126407394378
EREG,,-0.046057718457333974,,-0.03243706743473722,,,,-0.018640928180570487,-0.018125928938470932,,,0.04002030451329676,-0.04205888589402015,,-0.02961575656673998,0.0026924176359941683
SPTAN1,-0.09068540696216223,0.026471278091538486,-0.06277164838774638,0.03638479708396332,-0.04011127192194159,-0.04710944179512001,0.001622495025146788,0.04066758866679951,-0.04618044899979149,0.015257233417919867,-0.10196288635874191,0.03301025137305236,0.049557489485481394,0.05705141212118348,0.002823534303030507,-0.030632966564913988
PTH2,,,,,,,,,,,,,,,-0.028041888939211012,
LIPC,0.0437638482321853,,-0.004292804730213651,-0.022316364690936646,-0.02238090588489149,-0.017262553516264188,0.03639478574652891,-0.03338556261878468,0.04583969133662399,-0.02008449934143898,0.04561067679448398,,,0.08774637168973771,,0.08791724418928838
COL8A1,0.12807403029226938,0.03391024818273015,-0.023280914761871076,-0.011211997469221668,-0.028839227929780678,0.04265484051223207,0.0439892940867223,-0.006683062277166602,0.008331054488720176,-0.03796005234055571,0.01634438018352305,-0.022681119010952475,-0.026250040257334954,-0.0048427933346406864,-0.0035506191539143705,0.08880571168328928
GSTM2,-0.051411096703570455,-0.02706439979675409,-0.04824263480205316,0.05239710042439812,-0.012204512555376643,0.020420964069757287,-0.002670164110918781,-0.029648625929060562,-0.03322859170057629,0.049566547875832714,-0.07529844804692111,-0.0005358853740012263,0.03712355195885158,-0.044051729642640605,-0.02518158619326631,0.040694943726215786
IL4,,,,,,,,,,,-0.03808823274269293,,,,,
SPX,-0.015671111292812363,,-0.013529973765818666,-0.01753170232536766,0.004542168165310031,-0.003719385760031576,0.008553715640338019,-0.07460553065471262,,-0.038729301572059116,,-0.025790845767276326,-0.004245706478910335,-0.045685789113482214,0.020426565876448137,0.017750095190183838
MFGE8,-0.028789721884960536,-0.012108376421352679,0.0025626145357003347,-0.02142972437783628,0.07203404659231212,0.026040890467509896,-0.004727600342866451,-0.012002593436014217,0.034912947669417875,0.02032293852210856,0.0794280290230735,0.017725153571194672,0.04450889140739823,0.09728693723122973,0.05707197058473488,0.005842282968071009
TGFA,0.02407278043981335,0.03739918364088746,0.006156103565147606,0.0013832181466431018,0.08161831159639873,0.04806233750818361,0.013212869721899783,0.020933806569344376,-0.024428163109163275,0.03806689327361417,0.03268357842688575,0.05039866535236568,0.02702097928250163,-0.010393026967450198,-0.04572178901611251,0.05555962586946025
SLIT2,0.09700833600220526,-0.027146915684358112,-0.0033781740202217998,0.05247771272040308,0.04042628778129987,-0.05078720828218635,-0.0031911766035308342,0.050827341381562446,-0.030021297107906113,-0.01736701719675034,0.03458308612974073,-0.05073227867500579,0.07609160769469778,0.017684742056217624,0.01746974723517321,0.03985036369417537
PLTP,-0.04529938866264514,0.09163288295850354,-0.05599784082146826,-0.06876028655278764,0.06058300375624771,0.04434401923414533,-0.03987810526262668,-0.039906249193800494,-0.005177686597890201,-0.0007397379568866851,0.0385164575873515,0.0316390835338707,-0.04230655789370444,0.05886024157674714,0.027994393237117783,0.012335370350209117
APOD,-0.046310099876692414,0.04066361481808908,0.005355208100871111,-0.0053390035586627065,-0.019620293959847608,0.0437664664219705,-0.005671173027354558,-0.015032943130133524,-0.02636462190323362,-0.007026575698519828,0.07399546174517532,0.11486313546330393,0.12255557783666392,-0.10117877554099136,0.0717498443570304,0.0006482805291667688
B2M,0.11026938753410899,0.06386952209878874,-0.015661754878386433,0.013591678463673025,-0.0037975946600664998,0.08161146681208653,-0.001819641367579507,-0.02754192054046987,-0.05076727140645985,-0.08380595837871067,0.033842273670519195,0.07294220663120328,0.015429733740474067,0.03994684492335883,0.06420363890148892,0.06662655529182028
OMG,-0.0969226643759128,0.02390391617431592,0.03742908002502934,0.0176918076084019,-0.041023234978534835,-0.01277182760835941,-0.03781615911577305,0.007877457719668374,-0.011479250387667802,-0.04900178047157796,0.07754095013736144,-0.001483803339009019,0.07732211472554179,0.027653266388595468,0.03460765857167903,0.036989708071788203
CXCL3,0.00464590095100816,0.022275882291020503,0.016669474019919882,0.08484216129502148,,-0.022740553604287034,-0.03640408311830031,-0.02624166966488729,-0.05471105532012911,-0.014157521995423658,-0.06104839793155341,0.07471783884748995,-0.04790359804057542,0.00857206874632892,-0.014567504381448555,0.010741731251719247
CXCL10,0.036304293689197624,,-0.05298722908687373,-0.04569951417027104,0.053608843127283014,0.08917715317708917,0.013288521601949252,-0.052072044995143923,0.008526840806827893,-0.02249801576234383,-0.03844587231569769,0.053765666454332235,-0.024077917170471023,-0.024931603463657435,-0.03249029164319421,0.014196251508296042
RSPO3,-0.023338465085416406,-0.019260055684257194,-0.012708992174499228,-0.0055232815959870545,0.023144500408742625,0.02716364321601042,-0.022048562749308276,-0.026109529238771807,,-0.014794337625709695,,-0.05077193843260506,0.05618993337100727,,-0.011579180954709216,-0.02117312614011403
CORT,0.010039035969636196,-0.010315316305529879,0.013672323763494892,-0.02708426129450821,0.035511167040276057,-0.03188163525380269,-0.027681673139453345,-0.021222856832903578,,-0.02181478429872585,,0.03223887992306053,0.06795545509879551,,0.002402480991108597,
NCAN,-0.05633901581608832,0.03305012281252962,-0.06271733725560973,-0.011471246770998813,0.03822203394458369,0.06843116468973415,0.007248775443898767,-0.004555550225868216,,0.008423979448581082,0.0017021520332963925,0.0594703516402142,0.0932125102277601,0.0606315524962232,0.05128505034068071,-0.030489797383168826
PRG4,0.0015324685162737626,-0.03820570791296607,0.07911965992788189,-0.015978427147355895,,-0.024637317255110282,-0.01865607946110099,,,-0.01729702627867988,,-0.02801708250092699,-0.02771862145916856,,-0.035335872981408195,0.07309091458580383
ZG16B,0.034128968246341394,,0.024779387544722375,,,0.05949114391865047,-0.00997341963689264,,-0.02044855393911665,,,,,,,0.03839024892062491
TGM2,0.0006419295820799316,-0.008389908289692985,-0.03602744463957213,0.04928042168575569,-0.0005994686051305713,0.024661542254598955,0.04125795807208041,0.02760676089942109,-0.004607945351235479,-0.015061446649232566,0.13618211669615413,-0.004356793205455508,-0.06814677340671704,-0.005334248013338588,0.02512289697795219,0.06327352461948942
VEGFC,0.012405538646081318,-0.05080687137294906,0.003025118368929329,-0.02459609411872386,-0.015899353905807614,-0.007867119045968906,-0.006829929122285246,-0.021064167679000028,-0.009243419823451846,-0.017652304774496266,-0.043175679990445685,0.02047130199907207,0.0059259702774037155,0.057868669713850976,0.007188441290378112,0.053340007198467765
WNT6,0.02081000465881599,0.011265157739712631,-0.017348898321161425,0.09358968044802628,-0.01480316513284604,-0.024227575403305196,0.028649938125948717,,-0.022865663191249413,0.006707819438531192,0.02006572647640988,0.00891650699373768,0.036177596942271704,,-0.006720968174407141,-0.018227353541370096
NRG4,0.005892206980523115,0.0542733681217367,-0.015265681304777474,0.010143307880087193,-0.018121810658847628,0.018441534019970736,-0.019160553962893657,-0.02346672921070184,,-0.020593472470248207,,,,-0.019600709946538397,-0.019679189980045666,-0.0012577350756372014
PMCH,-0.018238566869570285,,-0.021152088684244463,,,,0.06231388502001777,,,,,-0.02600021990878698,-0.026356554370061777,,0.022499947574327023,0.04080059927572158
COL9A1,-0.040748654860988616,0.039084746884913264,-0.015943889945998733,-0.017310870849866863,0.08687227808205256,-0.0032004217184545512,-0.026730067218719983,0.09852195334605345,,-0.023465772302314326,-0.022383960978744483,0.03654322882452687,0.08650269545030308,0.029171138004865423,-0.009871140737552492,0.04334199903846434
GDF11,-0.006840288550284255,-0.007576639045170767,-0.0044372476585005025,-0.030325220367835037,0.07883117957815619,0.043730962769778225,-0.007468015422248607,0.05247843494372259,0.03591318105007218,0.021989566455518177,-0.021032659484273606,0.0862796382924893,-0.0024916297963442752,0.009092502475171382,-0.003925213332912712,-0.006810979956642423
RAET1E,,,,,,,,,,,,,,,,-0.023226771539752486
IL24,,,,,,,,,-0.012894788111284791,,,0.06894267736124532,-0.01766509021269857,,,
SORBS1,0.0805556573389574,0.0673582568648239,-0.015946906377861215,0.05654250907240293,-0.025535316927549113,-0.050167239603022,-0.06352726161239436,-0.09977992875804344,0.033253492758551086,-0.01886295797085619,5.47866061875148e-05,0.0008867111568226618,0.022992019117075,-0.023607928765911,0.023056519404223274,0.004894766846169657
DLL1,0.013254906271993425,0.08970958586101822,-0.00016295457319247229,-0.017442353775428025,0.059804859063090916,0.09410020040039783,-0.0028590720356746575,-0.023677569861631043,-0.028028577183566897,0.07248695932776253,-0.04890794620576512,0.02143530990566107,0.09125738438768417,0.08333680215293025,0.04900894981655754,0.025300301506038958
TLN1,0.05282206433181461,-0.04316921805833883,-0.0468233462036643,0.007213602558195494,0.033868409573660434,0.01893972670344238,0.06632840956036859,-0.026241979379962834,0.024120489102258155,0.00037608846266874436,0.08801445910456111,0.039148147279093826,-0.0028989960103507646,0.0334461404956477,0.08833296722621796,0.038737092747895975
COL2A1,-0.0066486393910101735,,,-0.014271159398656998,0.07690281158740113,-0.02274056134314946,,,,0.12742058070636844,,0.106644736329105,-0.0049983865160273915,,0.0012895654398136407,-0.030814054852900657
SHH,,,0.030306812080349157,-0.003900990269403284,-0.017504872673740627,0.026885639755199038,0.01107278682992929,,,-0.013717287146567668,-0.030779672264878072,-0.00450994843352102,0.02410328562769804,0.09319411883549951,-0.03142077720302037,-0.027758792720146468
PON2,-0.025458502504934068,0.054971797098849876,0.024893133073700547,0.020715782014118223,0.017757506742655662,0.035672169129295564,-0.002445591161425911,0.023008553653739355,0.01029697787038489,-0.018927361381393205,-0.00020466831842245946,0.0533605603138656,0.026852139176275665,0.04390114702736587,0.019127506656920666,0.04280804610867367
ICAM5,0.0015684535418014586,0.09600540396685935,-0.02031515050525837,-0.037847033582156436,0.00526602740962073,-0.04443727913748196,0.02179501046522291,0.043778831488602635,-0.012206501313502134,-0.02678912083091245,,0.010865016450612903,0.0436162413809784,,-0.07014672560208592,0.004853043276043958
HPX,-0.010574056379749602,0.011666699312347322,0.007273580996780626,0.045067764197921516,0.03457354001681242,-0.03311499505240305,-0.005127733202073285,,-0.02423736193714537,0.005359312397998036,0.10743183777810633,0.0334217968765386,-0.012750110846270007,-0.02627951536908908,0.010142431126379175,0.048557683067443465
