,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
SCGB3A1,,0.014281733056976784,,-0.015573893650372674,,,-0.009935719099587485,-0.03524920402863742,0.007077610943013967,0.053214725513164016,0.10573717749291393
IGFBP4,0.05747497721651438,0.03942534817750194,-0.022684431751604943,0.040043707716362315,0.10037368415228239,0.04767352438723046,0.00982243662039113,0.04371714082347838,0.09991515184372371,0.05335305404610512,0.08278702507777061
RSPO4,-0.02277527631844901,,0.0014096678043941835,-0.01797480488935055,,-0.014777271459424151,0.21600781209653705,,,0.09489044556435983,0.06700902053383968
LEFTY2,-0.03814873515921343,0.0009877972584170637,-0.01283483739105416,0.028236040230354326,0.05878571555582638,0.03183075304404159,-0.010894635915624996,-0.1037967953000243,0.028761750645582947,0.02266808287254122,0.0016939738784554083
PF4,,-0.02044922505091568,-0.013225410878739645,,,,,,,-0.036206565883021874,-0.030829173064716272
ANGPTL2,-0.0425847904165285,0.0031957507459397885,0.00384053894497386,0.03546946837609018,0.061744306397770135,0.024937167544080027,0.020223711450733345,0.07182462359376085,0.1232502486277418,0.06598958389986842,-0.03187697987512185
LRIG2,-0.02204796882959566,-0.040097817938167316,-0.03801814878471299,0.004324977105523941,0.03191868829897125,0.007437216852605913,0.02369192351423223,-0.049812925749659315,-0.03343271086802122,0.04514728114885327,0.008396715443246718
ICOSLG,-0.06347121678371581,0.050884668895216645,-0.05618423230088762,0.049841039110368725,-0.04113298312460051,0.026941033861292707,-0.018856136677797498,0.0021879290956947715,0.08134095040091188,0.06845143849167369,0.03221279735484124
WIF1,0.02474123241899891,-0.027027809117460982,,-0.06970045114726686,-0.058693209533977816,-0.011403270375476535,-0.018696963466998714,,,,-0.05657087388766584
NPPC,0.0032631580724049687,-0.022287234779087294,-0.020515873744227628,-0.004856117360419078,-0.033015121278034514,-0.022244157264437785,-0.013808216047179207,-0.02523651063591601,-0.053695129208325025,,0.032010246634178105
LYZ,0.03589690340402538,0.027063914770211934,0.023405574425470223,0.041175017600802104,0.1002371161903119,0.005181358038835179,0.035370849592258606,0.026868520336528593,-0.0904351338396413,0.06679217925926427,-0.03752345586797329
EREG,,,,0.035617991371865075,,,,,,-0.0052197748642555135,-0.03549351080943884
SPTAN1,0.02683449508364323,0.07829349243226753,-0.039212042892425664,-0.053134502899527994,0.005658428218162016,0.027522997167662138,0.009641419608627955,0.002960497252402559,0.08385842962228512,0.028908091905266647,0.03454330790234014
LIPC,-0.047767348877242176,-0.02503522643462278,-0.011057883684810893,-0.017402569616524883,-0.006599332880681199,-0.017400938959355686,,-0.0267607362161636,-0.03871228327246517,0.08396108656165413,0.052040458627128576
COL8A1,-0.024521925605011805,0.06015569193063991,-0.011317767991182429,0.0292538804057091,0.03583360326919913,-0.018815333639493677,-0.014553822650685779,-0.01710219401354796,0.10519547430745207,0.0892596182933028,0.11652625083314751
GSTM2,-0.02402004969155555,-0.010739572362069547,0.025255663988319504,-0.011386819101308891,0.054075588238058914,-0.03513359719751528,-0.007844157804278567,-0.05254297668330006,-0.016051811035532763,0.030841977449716132,0.03912342347038267
IL4,,,,,,,,,-0.03700524818157769,,
SPX,0.049487335741422216,0.019443493794459393,-0.009984724929237757,-0.03490249248673296,-0.04300417978875508,0.009992628534265184,0.028798837368254282,0.01053355735588508,,0.09203201799881582,0.12289629270860754
MFGE8,-0.0006237670237967055,0.057539346561711814,0.00445035474393483,0.013351491602019688,0.07052808937586348,-0.027357156027423318,0.008330567691402392,0.0889615137927115,0.09388592541631567,0.03867630480447728,0.050767258170171664
TGFA,-0.057728727080663636,0.008895217305703565,0.043107000813804294,-0.022822465384116437,0.019464982406704273,0.03389387735508906,0.07227120884242733,-0.0673533491728477,-0.016147907689853323,0.11492368872685772,0.005949964157001556
SLIT2,0.025828208860645734,0.03579416572496794,-0.012922181137780861,-0.06298861953451565,-0.04074495929193252,-0.038027348298684635,-0.0032233150441303253,0.10427738821615672,0.020669369995669592,0.07289971869258127,-0.03543541001470791
PLTP,0.06753253270060301,-0.022010410613832895,0.009824592606639473,0.059139135487760744,0.11567958886231239,0.02058207846717303,0.019543379013464163,0.06775653949733991,-0.04300335247138433,0.07721977405412125,0.0780678437574916
APOD,0.058470265110224816,0.05975334270867859,-0.02725188374880006,-0.04534018982039833,-0.013037272122013142,0.04924871753508931,0.07045672854961525,-0.10384326749014303,-0.07124733646595509,-0.03387136661347418,0.04593104603570943
B2M,0.05908538827295271,0.07762583749672666,-0.0380822488886641,-0.0076392066489473056,0.1317493395289457,0.11639930845210002,0.04125896495430422,0.04421031273147605,0.03987425980117699,0.04976642771724026,-0.03579687529575999
OMG,0.08011028132234196,0.008834637439217701,-0.04329529175921931,-0.07614068010734261,-0.06843557006916759,0.02874891426507921,0.014222563997697476,-0.08260222544665059,0.14751723583554566,0.09605154533010213,0.0094692454825837
CXCL3,-0.02651380651140692,0.00370814308789763,0.04516457831133017,0.06608745872476916,-0.016099503477184706,-0.011133187433001047,-0.010629117702414505,-0.026008754995177116,0.009112734402177813,-0.016747755868051883,-0.03749044525888852
CXCL10,-0.017135471554236045,0.014266562730609517,-0.014002376537057607,-0.035637030842774226,0.10441265640696798,0.09562442956116461,-0.01614640775316962,0.0253371854480335,-0.06339100373748222,-0.007365481565888135,-0.010775168281884805
RSPO3,,0.0403696480352406,-0.015358734580219649,-0.01740255888698703,-0.020134958780419245,-0.02231883474845384,0.019048663398621463,,,-0.019066575819070182,0.023033399577547388
CORT,0.021069355855152783,0.03070779036216865,-0.034443141618704445,-0.02112063273823685,-0.03484805728871197,-0.02870873612485181,0.024667439479976534,,,,
NCAN,0.10718943705983668,0.06818493537952079,-0.0034025459685855025,-0.024100128211796804,-0.00462066204106768,-0.0220139824467517,-0.046277452701935666,-0.039453009199924824,0.0498586940213199,-0.01804915720575134,0.08585816632956493
PRG4,-0.034849412687325436,0.005354183064494674,-0.01515840868559524,-0.012460169684687173,0.13660950867530713,-0.018884766289784565,,,,0.06512869480247527,0.06413644104455105
ZG16B,,-0.0149644885711505,0.014846451822640373,,-0.018831814083939566,-0.010095674139112524,,,,-0.00870931962828445,-0.026300446458386986
TGM2,-0.060726550115312465,0.0736977766258894,0.012847242821705102,0.021972395327532517,0.07763914076531696,0.002126304088598411,0.045231041326836356,-0.020135621654473704,-0.11282402579912733,0.030202186113417122,0.1064398968253514
VEGFC,-0.0014198097163893894,0.036467109390180275,-0.004509389965718713,-0.019180330045848744,0.16223967768095335,-0.027185159678401655,-0.021084129489473913,0.08196448195576062,0.011078714342638395,0.07383921330311918,0.03790381883584119
WNT6,-0.031713191020603666,-0.031806729228883356,0.037007755640311675,-0.017168914228304816,-0.01715226204412782,0.02705257391247149,,,-0.04692517081358416,0.021948940935461337,-0.00813272870437485
NRG4,-0.023633794929369456,-0.018156501804397894,-0.01844847680500967,0.02364938412147159,-0.004388879705223645,-0.019395424656424465,-0.025277829424832424,,,0.023407679186529525,-0.0281202121681652
PMCH,,-0.020926345438543114,-0.025562161928971285,,,-0.014777270746261196,,,,0.10116402323254008,0.00011393120135431712
COL9A1,0.027108855294885773,-0.0011758426396479634,-0.019268087547349207,-0.043452519226492674,-0.04470881644900218,0.00300724253028648,-0.021046964405340214,0.03887753075125278,0.04590855224370194,0.07597985849042205,0.1453988219727213
GDF11,0.07537353102597576,0.014359827009393786,-0.014994484987599005,-0.06240546837069542,0.046869649888691564,-0.01996475194513939,0.024840837552635327,0.03204315324640982,-0.11474225866511854,0.10162805071988185,0.03758132324209172
RAET1E,,,,,,,,,,0.07249067714918747,
IL24,,,,,,,,,,,-0.002513815187789591
SORBS1,0.042690953171138725,0.06357459293944764,-0.018478930044692816,-0.0097259334345725,-0.014595845211358356,-0.0006034793094090076,0.025723902743529238,-0.032009099303972374,0.09581217202370579,-0.0025209208749352426,0.009361135642601251
DLL1,0.0002880216992694897,0.09578748577050139,0.007631788738194584,-0.013599309603133268,0.024810743804384642,0.008597283710435699,0.01392785094461483,0.07454014307451665,0.16170099012298506,0.04322168181812584,0.033161109335375034
TLN1,-0.02216440893477062,0.03656321371267475,-0.02289317215560516,0.09020242930583271,0.07869779549123417,0.0062066147236263984,-0.0008501627349662718,0.03128583648345607,0.018140935626156495,0.013990366575248287,0.015609667282222956
COL2A1,0.07057753246018555,0.0036857690905359747,,0.022179955083627807,0.07999709372977909,,,,,0.020875531109174866,0.02147957228586185
SHH,,,-0.01575207542382152,0.027057090881074164,-0.01265617023207237,0.029981302155780706,-0.011407977486475089,-0.01983118450708005,-0.02951342957134912,0.0062344530912060245,-0.03182580510447257
PON2,0.10913291377462779,0.04923958299238929,-0.04914394774411578,-0.036059743912124895,0.0662351446323594,-0.03969736827600003,-0.03440644553971463,0.05008895391825179,0.1444730234060847,0.09892883952240593,0.16941745944469686
ICAM5,0.029274615473714183,-0.03222306684659085,0.022578504689885905,-0.02951357202725426,-0.03146001379032602,0.03976436721441419,0.02169321053032362,,,0.029909071630854104,-0.06252587085665104
HPX,-0.022108140652012068,0.027127173308024454,-0.005900036231738303,-0.004972004108710723,0.11334088338877508,0.007500526718840842,0.018474296848002968,-0.02600874138795547,0.06864961425314767,0.013013592667163862,0.028196917391773112
SFRP2,-0.03149495081563434,-0.012647604281726213,0.046010832304906144,,0.19269974781006902,-0.016512118777726396,0.05303108564896965,0.0020643128202771973,0.08448789508905277,0.05145718278906178,0.04050877912220545
CFC1,,,,,,-0.012705502030279838,,,,,-0.006866189598154158
CD70,,-0.008750742648214288,0.05800255203225619,,,-0.02370020989235951,,,,0.001486048530294748,0.055501040322376606
HP,0.08551898095245933,-0.004092531990898762,-0.032191152454385426,0.09684904079618181,0.048604826221526766,0.09984181666532699,0.04561381731490935,0.1333513561898359,0.023418070384155852,-0.03119928299853245,-0.04211704540700988
CXCL2,-0.05401533520148399,0.1006983052981805,0.09382461469217863,0.03119900036898209,0.0338594931893411,0.009187679508708147,0.0065841661163339,-0.04668025634677779,-0.00911982687699622,0.00113509707349709,-0.007506045010122679
NPPB,,-0.02543186688940899,0.051342656177797666,,,-0.011125454293810207,,,,-0.03335823836355381,
CCK,0.07064381001327016,0.0417895194436907,-0.07123484679113029,-0.07283250081449735,-0.07487144044765828,-0.07507021279513233,-0.015436586820648556,-0.026760757815741193,,0.03431454379238917,-0.03136385609422182
SEMA6A,0.0738217357967331,0.028843328518077072,-0.02465894199222981,-0.016571551997888796,0.04170301084356856,-0.034387061583179085,0.04547226704360436,0.044359820950637126,0.00493957925647757,0.06403034161208382,0.046182856383598904
IRAK4,0.05052414544364192,-0.004875486109979157,-0.05364242933034469,0.007965058125563708,0.04752604949814937,0.05551617917318346,0.007760833199473134,0.020624363881269276,0.0014948131903726528,0.11274025556320925,0.05995633265402685
GSTP1,0.03946616128498691,0.05060438454103414,-0.012464831191397631,-0.0036028766440529647,0.08661073532923187,0.10526344861171848,0.045196149471329376,0.07399077890104397,0.028593967753342688,0.030601461299027712,0.07955474115190812
VCAM1,0.0028590789694585487,-0.0030206826588205036,0.07699526288625012,0.0905218175838826,0.09622031814688788,0.018369549445155193,-0.02102684535831412,-0.011248859000930722,-0.07803889081149948,0.13802168744716709,-0.022570205346723462
NXPH3,-0.09502986848689014,0.0009449841379940648,-0.04617709563697584,0.03818043534170598,0.04644191253688554,0.07818252056260318,0.027244806033464214,0.04822967638638519,0.01672935263240615,0.10907906079323897,0.07334224822432467
MTMR4,0.08543956215675008,-0.05703521756227655,-0.02623629721580378,-0.0346484392022506,-0.028278030424096774,-0.0015049623857275503,-0.026975407313290366,0.008196432544803714,-0.047105879209726566,0.0882757225519498,0.0314750067222242
LAMC2,-0.021582304204411176,-0.01996135627170704,0.006123183253126763,,,-0.014005705753663401,,,,0.08225516395514597,-0.03935524464677171
IL10,0.0008936482053831356,-0.007968250280966791,-0.0075299344946553205,0.00026189861617604963,0.1629857616706647,0.10378866922108189,,-0.04899216483116387,0.08477893761053408,0.1633749593001756,0.04650991092849172
SEMA4D,-0.016584632934606356,0.01466134577797755,0.005209265767176902,-0.03925193838737959,-0.02659788767017314,0.027884428939683247,0.04331367222855017,-0.0321490431774008,0.022588724504441396,0.13851760755224243,0.0697442002512368
TRH,0.04105683337388982,0.040771966859032636,0.002257469071061569,-0.010951604357854833,-0.03335360726292542,0.06430283046090737,,-0.0515553503723387,-0.07220075113729894,0.10707784243927947,0.000350541523030803
SEMA6D,0.041075865980202395,0.05075221542618544,-0.02762597421416049,-0.01790152557653182,0.011258871021593845,-0.057959711501103954,0.06659864951560615,0.07973111192251786,0.02724166059865413,0.05381319774444746,0.07386108785969785
CEL,,,,0.011956806522701516,,,,,-0.047399648549280485,0.020783865335927996,0.0696028021697423
PDCD1LG2,0.022168996830373735,-0.030357307463105058,0.007003999958307742,-0.024349943052662526,-0.038562544064775536,-0.01051172705007945,-0.00039032092177016453,0.018716545304786232,0.05390992002142261,0.14938442849493244,0.010154227152611215
SPINT1,-0.03341598949642883,-0.04278180601514222,-0.010217016928289652,0.024400640936591476,0.05614390221354587,-0.01318000906801029,0.0010216361699932565,0.06875838458109894,0.07513535197811981,0.11599995176503314,0.05232825924590472
CTHRC1,0.04944762189199105,0.047173955790653685,-0.015356425017304347,-0.019273973770288333,0.0649797535792523,-0.030731354639457007,-0.025810721714826238,0.063967449561249,0.12453766852313757,0.06809981202864555,0.023971866559289623
PODXL,-0.023125378972725187,0.02925623992048253,-0.020261746832886295,-0.015416416748457602,0.13834513878366084,-0.008473610941392259,0.038667254791166436,0.05699377536744901,0.13500010186319428,0.02291533822321198,0.06040163055577971
JAM3,-0.007450934365961689,0.08756216209570172,0.014600310208734967,0.043243659793709324,0.03888765886726845,0.012060048399216015,0.016118371443835808,-0.010112758984994771,0.028815686425597228,-0.024584850040176805,0.02604898474258756
TGFB2,0.030631353707825507,0.04170871673875434,0.01804282144158848,-0.059971277630952044,0.11525148680850805,-0.0013008871948090423,-0.03038803596196605,0.04151317153396048,0.0508641045904691,0.03527965234393186,0.08319828687409232
COL18A1,-0.05055734996986284,0.06612611422270748,0.0076644797836661165,-0.04780383256846624,0.07943472784389483,0.028338026621831523,0.00915134034026444,0.04702022726495472,0.1470759624389174,0.027260504628627606,0.09955229886538801
NODAL,,0.030788217667032575,-0.031022266766274426,-0.02637688245888985,-0.02344323689140293,,,0.0859882839396148,0.1028813817398206,0.08962906154681052,-0.033639181045367804
INHBB,0.03021541579016053,-0.021112429209153568,0.07032650068545482,-0.04315470942870995,0.08286288590660364,0.013447484069571315,0.0017191363136629522,-0.06655399333141468,-0.009255113957010975,0.018030406411151497,0.120217723338937
LCN1,,0.03289911132821968,,,-0.014128252962629326,,,-0.034362295769177285,,-0.02677204029592976,0.06696133844350552
ARF4,0.030396442293305216,0.014775096425061675,-0.009195161157864182,0.01718222767964072,0.010546947233464006,0.014174428850516282,0.0448920066105126,0.006960892980321393,0.11972712883010643,0.016771843059512806,-0.03436267532714016
CXCL14,-0.03838009184911958,0.03192359357119886,-0.021649992845649,-0.03907106421383943,0.05240921376045559,0.008022650152101124,0.06152156815999912,-0.02312470460673237,-0.005897082285669544,0.03224035622404114,0.06703217716336403
LIF,0.011929090794216583,0.06081248521903106,0.006946178255388297,0.05621307867711934,0.08591286030808648,-0.03412735158778159,-0.011779020619614214,0.0891209326630685,-0.032140918880360116,-0.08917960624673639,0.03066093037119297
IL17B,-0.003701628124805122,,,,-0.023333019658026408,,,0.03494549513436728,-0.0035637797470055676,0.028124581220906865,0.08809918393093549
MMP1,,-0.02752003206614552,,-0.010951601968793932,,,,0.07992512658647201,0.06612819825186314,0.05952165343038257,-0.06268677639987627
MATN1,-0.02032519712689273,-0.026208684352092428,,,0.01075731462418786,-0.011265181275693866,,,,-0.005818014656994604,-0.01065945916117253
ADAM28,0.0013995415808088832,0.10696454531516147,-0.015328776150805357,0.08721681710437916,0.0891735794992781,-0.030851047096922424,0.016821331224450974,-0.007941071241235482,0.0791964597094153,0.07095354834832973,0.033350607619646346
TCN2,0.027380858665104132,0.0753360801238769,-0.03359999061343466,-0.06523101992083782,0.12229881536057503,0.01750916754962096,0.06645255329164218,0.06255402315053336,0.11425233790501604,0.12362885281461188,0.08443875549876853
THPO,,0.04976006834769191,-0.03195692741331887,,-0.0005710545297075708,-0.023126928693510962,-0.012257189522126346,,0.04443673469695907,0.14706476168097274,0.004224237589967301
CUBN,-0.03320824567715442,0.015432648428119372,-0.04641683345079366,-0.027505148197343784,0.12462629269804006,0.003645996401437937,0.006630920652952691,0.15259974626586578,0.032544412551265924,0.08067301889654753,0.05294670740763564
TIMP3,0.024219198095637363,0.01401166314687963,-0.0021926640978546627,-0.04902442973439711,0.050914362757603006,0.004800370289632487,0.03735241470079046,-0.038525276711080816,0.12171136228221527,0.018099911531017577,0.14279359321145052
PIGF,0.06716584678384996,0.05352814135921549,0.03271562362903714,-0.03598328377299841,0.03188092294394437,0.06418553836862798,-0.017652641847691664,0.017895063765665763,0.07542898545011287,0.044884909444199476,0.014769086915204762
CRH,,-0.02338711070378372,-0.0015600487672978412,-0.011128823800483816,-0.02172553783790754,-0.017734024920571086,0.0036356566335006136,,,0.017154688344982866,0.008674580103701326
BDNF,-0.0038454844868439676,0.008983318479314356,-0.04090293248742254,0.02208577625685408,-0.07296637426245056,-0.010822801069369975,-0.019939449060722855,-0.03157744382858647,-0.061720166415919014,0.038315460320358145,0.034161824304596175
CCL5,-0.03204364255740702,0.02334349588840514,-0.036709948124287316,0.02357101316049073,0.0273300821418481,0.0775622461219504,-0.030628874164450818,-0.047787994608078005,0.10457882867753643,0.08929235589809775,0.042939074495653165
