,UKF259,UKF260,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CXCL8,-0.02784077504831332,0.0034913771608091814,-0.015291618160905249,0.1257505222490187,0.003835136432078671,-0.03174709764451474,-0.002523236211588404,-0.01890714962443911,-0.08702694011912851,-0.058904266519836095
GRN,-0.011172491411642112,0.09305746857778292,0.03345603149608665,-0.014572818862097223,-0.03247430059943422,-0.030324101761016783,0.002487260632369561,-0.045218138651860904,0.018765325058217663,0.07369630242418111
MIA,0.011756153432728574,0.018615713113942518,-0.021869727586615012,0.004043319052735392,0.06562739783323786,-0.022722784202114807,0.01880109361707028,0.05179524560340153,-0.012367309771769383,
COL4A4,0.01914744027390167,0.01688521521142845,0.011885333499492402,0.0042831725038930055,-0.008376891570622744,0.03999244283438232,-0.027242752328947763,0.026061519128279347,-0.03243205346439306,
TAC1,-0.02766835582127576,-0.013717538285132336,-0.037596440079491776,,,,-0.02332181041532054,-0.002262923661946712,0.04900720654990655,0.030452376967716924
RARRES2,-0.01159899831696191,0.06305572734760594,0.023109101090580942,0.07339765755064842,-0.025290149187608385,0.04277945020095118,0.029624916177177118,0.06340275318314732,-0.051827231120270274,0.03081167397350692
FGF7,-0.007689124832923402,0.027106191833154315,-0.0011577820138946261,-0.04367259387111557,0.07484837042042233,-0.008069052968026881,-0.02121213962792042,0.018507854204549375,0.0458484121183627,-0.09451178576940682
EFNA2,,,,,-0.014636427481561054,,,,,
HBEGF,-0.01797553356902047,0.01958802402280795,0.0018206727133250778,-0.01716742668332813,0.011967403784409462,0.06814080205591214,-0.01619081767958937,0.021576552018997944,-0.035096206098032476,0.017422662375947088
CSF3,-0.019903700482529502,0.02075568153081213,,0.11361288237812113,-0.0005031940490162211,,-0.019379408756106446,0.030949448770829942,-0.03411480950242348,
PI3,-0.034347777918672544,-0.058658722356316764,,0.09809701336124282,-0.03582769809298645,-0.006789266233038746,-0.02786839816186113,-0.036983097992109054,-0.0479496954431492,
PCSK1N,0.05537691772345074,-0.004508422121061475,-0.030493956820518753,-0.02722185493545988,0.03548722195648335,0.015733984607482848,0.009059726159573678,0.06754612645262074,0.05798241929058155,-0.052415712469874275
NTS,,0.05587386228774213,,-0.030602179834058746,-0.017831709427690638,,-0.006950537018271458,-0.025207224733316654,,
SFRP1,-0.014570485289733877,-0.01621882927053775,-0.04254558507065166,-0.05511793591870773,-0.07731635840191402,0.0008468721887009133,0.018869066703062175,-0.02462147269155314,-0.04256097163185413,-0.040532898909097774
CXCL13,,0.021924132488862862,,-0.02946499675370723,-0.025553132844721358,,0.026668266320051308,,-0.027671744625435486,
MICA,-0.025924000259890476,-0.01706230131828404,0.05648936344570223,0.03212682616700906,0.006542952820747209,-0.0039349257990814795,-0.00034434204714814664,0.0007638363529833336,0.03785718128926437,0.04369531586847427
TG,0.021358298092218172,0.05205555916429596,-0.007683964218293068,-0.017430115912649695,0.014457338719107801,,-0.01594955120152648,0.054614528518565145,0.01970521239030782,
ADA,-0.03379763011178579,0.026847719598831365,0.03476299227363967,-0.0210127759285496,-0.004889041525826445,-0.07120032988472723,-0.03315212982536548,0.009238875339654371,-0.0006413096677579049,-0.05116654709671237
LAMC3,-0.0270410723816058,0.0119991513649211,0.06341730454395793,-0.012787108257188203,0.010030831183779669,0.03212469272250091,-0.03291737569137325,-0.004541801303870775,-0.033204738223790775,0.046355193170348086
CCL7,-0.011368327169634374,-0.017186108569396404,,0.06717008969352724,,,,-0.01783738041384453,-0.038389597750511616,
NGF,-0.026047741152720034,-0.031438864447653606,,-0.022706161888266192,-0.014439689272095768,,-0.03327020987398998,-0.03749345610828151,-0.025798185689079278,
TNFSF15,-0.012659188321147246,-0.0025137300617412432,,0.0709553562907975,,,-0.012034280134144542,0.058082681773859335,-0.02422684007655167,
HMGB1,-0.03616071592966802,0.01822854258106998,0.029597122357367726,0.04102509083017306,-0.0397490763484122,0.044080086311973105,-0.03426821230611443,0.0035131053159121865,0.03051038496201904,-0.015013194879084011
ITGB3BP,0.028654288971185955,-0.012824774246949356,0.01945622671674098,0.043010408746946636,0.0313638081311973,-0.0015551242993257519,-0.03018779638443369,0.047857077739647716,0.019571786740964013,0.08941166816362298
AANAT,-0.011518567901915534,0.00418836172276433,-0.01998668335973776,0.03215332700153291,-0.019696667177696612,-0.03775988039164681,,-0.018872692335464087,-0.02083046066472037,
RELN,-0.01999365435155693,-0.007730889261782172,-0.02212698360062269,,,0.0780853021727504,-0.014536106219093087,,0.15278473921372362,0.023257359514578357
IL15,0.011399437203684389,0.04380095541131977,0.01729235889631662,0.0380970872182094,-0.03570987439253449,0.01966783240384203,0.02155422327838458,0.009373430286034856,-0.03509879735797355,
UTS2,,,,0.014318798359717565,,,,,,
BSG,-0.04441500534037474,0.03490031965206774,0.04618606088862316,0.03354888966231671,-0.0035639599743776586,-0.027377608856715533,-0.021143111099210795,0.04500969763263049,0.017448763956260986,-0.019937146280350454
ADAMTS3,-0.036570801458003115,0.01059516208236285,-0.030802054441513745,-0.005363875402670788,0.032777197507229905,-0.04077030858116421,-0.018996568852936973,0.03972283484321957,0.02986597321426414,
CD34,-0.036343101307033346,0.033372763951805495,0.04383438689686109,-0.04808761359642995,0.046542077677713005,-0.02028476394373029,-0.000644559269129583,-0.010847529633308048,-0.07576252246568181,-0.08490930202043902
PLAT,-0.01275930232113207,-0.014682926502767294,0.01144866857373297,-0.0851571752872609,0.010910170845951615,0.004973337898315052,-0.05158571363845583,0.021212292971244422,0.020280821116953812,0.02228015141089952
NTF3,,,,-0.02041193548209211,0.07275149475008556,,0.07153524524868722,,,
LTA,-0.014570484608103673,,-0.01853672733486094,,,,,0.00890546636406302,,
CKLF,-0.013596338387074957,-0.040142243206166016,0.03702622670438466,-0.052982114152403864,0.03232329324508856,0.009849743246428542,0.04459977118652036,0.0023852920825299714,0.00781997568196064,0.04982119887428942
CD24,0.011051358976517654,0.009772470739077773,-0.013578368244290349,-0.07427894025061749,0.01787938718848955,0.005786831049455178,0.04876105494847929,0.03903176275515557,-0.045295911519194,-0.05195288005073635
HSP90AA1,0.010383669514585166,-0.021928620322564492,-0.0670381378116234,0.10245830972580248,-0.020948095089041285,0.02637767229643599,-0.04308439786991907,-0.07339877526777798,-0.007157839164085864,0.03852168369108409
BMP4,0.0124377448198488,0.04284068368364178,-0.015795206244534402,0.016474343842166214,-0.0403324144194372,0.04203398677906811,-0.013222092679766328,0.018569422299655528,-0.03762323604911415,
SCGB3A1,,-0.030252086199155828,0.08881691473266481,0.02971079761883197,0.030571062322685104,,0.005717855764274024,-0.014666600457520078,0.03219651173880621,
IGFBP4,-0.054875932966333654,0.08459874767846523,0.03403794299767578,0.0034539310435226663,-0.04704246763197186,-0.052533951535021065,-0.0327991869968265,0.002963417676395243,0.020642952805341525,-0.0565104415447148
RSPO4,-0.00877486377036771,0.0077090579751045805,-0.02571335908434034,,,,0.02628042443004673,0.06987921229981688,0.013075759104270083,
LEFTY2,0.057168065959364425,0.017938300425884582,0.07774192700837541,0.11329222600770043,-0.01682926191851622,0.0022037536940139463,-0.0067162479960028425,0.04344318693664096,-0.03314504643277302,
PF4,-0.009918641486105962,,,,-0.013415299113931582,,,-0.008498512378717502,-0.020575946260549316,
ANGPTL2,-0.044888020043617416,0.02824546879763152,0.06812009679152656,-0.06294291356710119,0.018997861389137182,-0.04206913824417216,-0.04911666058975467,-0.041605223654161666,-0.03466308446442622,-0.05231459301317505
LRIG2,0.0011136361714685853,0.012995745758903405,0.0002633201839152554,-0.055242380813123826,0.010530885415515907,-0.027077565503331718,-0.029301777826325398,-0.045380326770385226,0.031561106974500534,-0.0014212792132602035
ICOSLG,-0.024172192585716016,-0.02284195695738249,0.09992483398238951,0.01940834702336657,0.04796861653308497,0.01260744936583365,-0.005744590366506393,0.03949973292664309,0.0670451173249582,-0.013793103225762259
WIF1,,0.0004978798941236461,-0.022352910574964385,,,,-0.015645715708879966,,-0.02339269284946323,-0.06532617600969648
NPPC,0.061515689901290194,-0.04045012637368128,-0.008722129047111329,-0.029349397931775996,-0.00931380323401915,0.007775331670898668,-0.029226204228003184,,0.04039284415084772,-0.0019971474281487156
LYZ,-0.03614308838417776,0.0013487634705032306,-0.025750606706122534,-0.024500795968046284,0.08456593828500458,-0.021563708880633307,0.04530934070580727,-0.0022097314286056236,-0.07920863694235471,0.2049441333604371
EREG,,0.012236722619558865,,-0.03990704067270588,0.025993445165733233,,-0.02096285336347065,-0.038359572190147295,-0.023689009415859958,
SPTAN1,0.06424138170962145,-0.01550169791693152,-0.003733648749464326,-0.053690839804154136,0.05373548910083861,0.05474167368476352,0.07048605289970926,0.031360941431035745,0.062226322976409995,-0.05675633134565693
PTH2,,,,,,,-0.026766334139950953,,,
LIPC,-0.017824537464692706,-0.02261333747722895,-0.01751065323099865,,,0.003651932050095492,,0.16308974220176412,0.0002400314676650802,
COL8A1,-0.028164948055794607,-0.001379911223252671,0.06751755905688493,-0.029809425951524294,0.04864993806784703,-0.037633516186563534,-0.003691507991536418,0.02072040208398835,0.054945881641937894,
GSTM2,-0.013548621670446412,0.012066537156871173,-0.006000189868960929,-0.038080396913082515,0.0017093492401984729,-0.009445843880670896,-0.025610105983767586,0.01140013204402086,-0.01587830882032039,
SPX,-0.029207508509065616,-0.03185512242622743,-0.05047472367929312,-0.019822498071452924,0.031365937880939346,0.05334754580638127,0.019086811954823528,0.028981056364532874,0.10042883221786834,-0.0440239718530425
MFGE8,-0.008353021387305478,0.015041013063505903,-0.04279195799092365,0.017341040478433666,0.03654363672151161,0.04556878222064594,-0.04623092341937187,-0.010808731874884502,-0.027096181683311495,-0.046398793946377664
TGFA,-0.04622713001700355,0.018916716363635146,0.024119544500864475,0.026352364230997214,0.03481467723786665,-0.0032788982941508583,0.016483820652374394,0.08210718336931365,-0.0022491157696323837,0.11123147828596255
SLIT2,-0.033757913713874564,0.0391562693116665,-0.0416962233712197,0.028093059321315797,0.015016411147485103,0.02034676552053459,0.05277722219692378,-0.0006812084040075,-0.049251454925656794,0.06711597776005118
PLTP,-0.010263986017647856,0.03506548945829,0.07037328234209406,-0.0688986448180325,-0.05834724069707081,-0.08273621980659678,-0.0050148569029833815,-0.05834272351898308,0.07436747551535976,-0.021046430762672003
APOD,-0.015585556391760524,-0.0039871597883373204,-0.0567446311863567,-0.10903861137121011,0.018990442886839085,0.04854143321767447,-0.06250030908363494,0.011130443803648386,-0.06749891662048992,0.013242042955748972
B2M,-0.09580725444046072,0.06487659596669165,0.07799403451714532,0.01676405176465191,-0.05344591960851006,-0.046422529087339875,-0.022728944713409582,-0.06169258417892086,-0.06068059917136811,-0.005974397656781849
OMG,0.009095473709124967,0.018278784011657043,0.01027876924245375,-0.10306306751063367,0.046806309552911866,0.05146610195268765,0.0392050210764903,0.013809313962881112,0.09242962985227827,-0.07859222644834628
CXCL3,-0.03057284285901048,-0.03990816637196064,-0.013349800430121446,0.11244497992089728,-0.028059791089231647,0.06800081779167506,-0.022752784093326518,-0.03913969143323543,-0.020316967618986274,
CXCL10,-0.009590521080642522,-0.006847298760010066,0.10666378635301117,0.08980594647755906,-0.017993805159888,-0.03582311035852632,-0.022997528964617913,0.014191896996213923,0.07687642253968299,
RSPO3,-0.011518567050823778,-0.03380424467727241,-0.01395028415727713,-0.021246748972346217,0.02400112852378814,,0.06970341911270342,-0.018101453190504855,0.14143532058267924,0.017045240087425185
CORT,0.022747045513718978,-0.041026554856599035,0.012095345972972148,-0.022418033028766195,-0.014038428675342147,,-0.01501307669803806,,,-0.02979311368427938
NCAN,0.030969933196214976,-0.030418618441034773,0.024937258302194173,-0.0897173097787931,0.052452252373572754,0.03120572807699615,0.01921905549507467,0.008920349838439442,0.11920268151433026,-0.02652951867973719
PRG4,-0.011368328941219408,-0.024203717825454944,-0.01631018824689685,-0.02153355375987784,-0.020714560578713563,,0.009493830348073124,-0.010969771789238414,-0.02863891398406595,
ZG16B,-0.013194336079971074,,,,,,,0.013664856392329637,-0.017553392425422348,
TGM2,-0.014289819243059325,0.0479974248290478,0.003803406640602419,0.04677681527803861,0.0030983579380672536,-0.025213972279644926,-0.013195967312744842,0.02261411677779977,0.052358071123882834,-0.0023248302786981873
VEGFC,-0.02026140615400715,0.005116169666026675,0.022861439984794465,-0.02530177618813426,0.002639851233262449,-0.035073341898699026,-0.02872514489272567,0.03827758457104978,-0.012318662864924635,
WNT6,-0.01572386274430105,0.04636150155183225,-0.014527087609153016,-0.029349401891536175,-0.026091047158019364,,0.11075578920983484,-0.02725859486945171,-0.018137920773205432,
NRG4,-0.013835776375597221,-0.034475030860775635,0.05154546020951391,,,-0.028163386945562446,0.0434897968412499,0.09691573461820999,0.04638155500800497,
PMCH,0.08771036133341076,,,-0.01998342022785514,-0.0196966664792131,,-0.012796412833528368,-0.016480414750982438,-0.03493167701999824,
COL9A1,-0.014450458610120117,0.025122625900989348,0.03761745024741555,-0.03271575136145906,-0.010765358518457223,-0.06547144128407091,-0.015469756589720864,0.11319323700547931,0.06120094307014927,-0.018549730769513145
GDF11,-0.04321570545274386,0.02286999901820146,0.02708686273724376,0.003939108053037842,-0.03314743565314885,0.021442469698890413,-0.04056008616817729,0.0010289403628003192,-0.05148255785455891,-0.024551345639058416
RAET1E,,,,,,,,-0.019857167761204095,,
IL24,,,,0.044363320715152796,-0.013201398990148794,,,,-0.03049438826608218,
SORBS1,0.04113325919612491,0.05319056648166012,0.022788387699607917,0.01580065918457536,0.007418694497878375,0.06728106795570796,-0.0035603814192738305,0.04375772933558164,0.03849571902574039,0.030389231797604534
DLL1,-0.04232650695931923,0.014539610630003396,0.06265294697536458,-0.04461675144092801,0.0010343181266865666,0.06796715003780399,0.036847892150263295,-0.018805967573023556,0.07462146247388489,0.01864378549491588
TLN1,0.02932395917825399,0.07782497237620095,0.0413161412849441,-0.011940346061127123,0.002841796388640127,0.03031665734126602,-0.006316216323933683,0.02672637281469052,-0.0210668049675717,0.0954082925198095
COL2A1,,0.046212707473626304,0.03631215531558344,0.08091610958518233,-0.03440688417517057,,-0.012441892885546927,-0.026343732514429074,-0.0245747983719387,
SHH,-0.011813560291132183,-0.04120841132921709,-0.012934682065727458,0.02486968237312387,0.05299856597678568,-0.03100556328045894,0.009499579520623072,0.01745301105847281,0.07167951456723935,
PON2,0.04482134911798201,0.03117678838597241,0.04135433780909079,-0.06873981579892728,-0.007221587986056488,0.057238881674449425,0.04144238159831972,0.047422789311020834,0.09588543040107317,-0.06083207081459574
ICAM5,-0.018412272195109405,-0.05732973044875807,-0.011637421304639618,-0.021125866489532078,-0.022367621951878913,,0.04711494348305197,-0.03903361237512313,0.008637349193406954,0.0031554417451868217
HPX,0.014233341822363443,-0.00033814561422822593,0.01768437387201672,-0.0377329391962151,-0.04938855996774752,-0.03775986492837321,0.007112991217215467,0.00022072913989615937,0.006950621896152813,
SFRP2,-0.01345436493772104,,0.001579345626136014,-0.03337178169194324,0.003189652118929848,0.04825260157253771,-0.05395280011853276,0.03213539620742289,0.022030796115206742,0.07880819822096252
CFC1,,,,,,,,,0.05910396490592591,
CD70,0.030296312337728077,,,0.04937083689549812,0.027098863729968826,,-0.020473677543081034,0.033361747764546076,-0.04791735849224934,
HP,-0.0180144321807568,0.00927412158093753,0.0352264423017836,-0.04033843167301117,0.014486984149338264,-0.03607004732794648,-0.020143069480065032,0.03423778395956762,-0.07197390313411357,
CXCL2,-0.0403696940705383,-0.0029584747477602214,-0.025600844587654905,0.08935202455183729,-0.043865606272721284,-0.018338511020005117,0.03343082136357486,0.01673902511831862,-0.07230558531561947,-0.05037165670939973
NPPB,-0.04208265794016826,,0.0633162330321164,0.04114676067044735,0.0319884311058533,,-0.019125561548563298,-0.018361910356867406,,
CCK,-0.00972844755109033,-0.02139432944403017,-0.0510239160548079,-0.07798958485209367,0.0021099174128453224,-0.05808588695023382,0.06755052533207194,0.01195115974532259,0.02621287838800732,-0.029485906002561745
SEMA6A,0.0030670732181285773,-0.01876809450347921,0.05372741851184392,-0.07041752516278553,0.04457278956450703,-0.01756826255713941,-0.04483518453668017,0.024977036860708055,0.03398119925142097,0.03637683576725754
IRAK4,-0.04666806821902931,-0.014335185819113461,0.020420587036237208,-0.049461178447673816,0.037226521832070716,0.00013003054105231333,-0.04533106672547522,-0.004829909865870072,0.011065090226251906,0.04134226987531988
GSTP1,0.03243951940856269,-0.01656187845737905,0.010121268369304381,-0.0338614148900137,-0.0009891083373667535,-0.02173694837399292,0.008770383566783243,0.04707049832600535,0.018443223043699917,0.03181269124452988
VCAM1,0.04628108352931022,0.06056975624575719,0.10769328784426564,0.022035485501756612,-0.0379059758411733,0.02406083360998965,-0.01713050571139453,0.03792721973602992,-0.03060128422675664,0.03876232388398318
NXPH3,0.023118135626944643,-0.014284335268661926,0.008686098676170383,-0.01427206496422597,0.02242523681947709,0.009505259254821792,0.04326537791244847,0.1332446384866648,-0.029455934269670112,-0.0834067845245242
MTMR4,0.02231817937135214,-0.05774045199908058,0.023425318518572245,-0.0615016919803473,-0.005532961872166855,0.025419472548333072,0.056623186209760035,0.0372264144837614,-0.03025035298688947,-0.08743562444482968
LAMC2,-0.0026878507095993106,,,-0.01831715387989067,0.0778442309171635,0.009470720900203717,-0.012420914611446841,0.014575448543535482,0.10838757698120158,
IL10,-0.0296655601580472,-0.010588338376914577,0.007285078069941119,0.014464755974242117,0.05251285246251485,0.05003758300643267,-0.00642672703583939,-0.022779083124477552,-0.04569243751478027,
SEMA4D,0.056883306967661924,0.012510434769698478,0.015566459078335882,-0.06872158419964669,-0.018064048455328854,0.014868364935896956,0.010248996271565367,0.0470753290101701,0.06428940819991892,-0.016632790344222152
TRH,-0.028003937017620575,-0.021273349265804636,0.11826983441360248,-0.08813291163064275,-0.002684941856426651,-0.041850176133573454,0.03554564827666734,-0.020566570976466796,0.013244513655971566,
SEMA6D,0.03573223613914244,0.010754640768251004,0.01999772859620348,-0.062190172721794376,0.0029735018786796324,0.010910928067161605,0.07179716079010502,0.04028635083280791,0.025263673010645957,0.01389480107918084
CEL,,-0.0046791924880150906,,0.017953047470564035,-0.021553034399911176,0.044506816541195274,0.015211018673675194,0.025660768116085888,0.1211685057415059,
PDCD1LG2,-0.00731290464809382,0.009486324973967947,0.04199517993537221,0.049253578287483404,-0.04847539742390394,0.02301551757156389,0.037838226785434075,0.07386436504760711,0.042281757422125775,
SPINT1,-0.032920086101175985,-0.03530471955489269,-0.021869726726280205,-0.011825540872039547,-0.024668733855311018,-0.04310750192710622,0.08492999621363527,-0.026254823859755656,-0.04363253958134007,
CTHRC1,-0.031418554984379614,0.011916094715854102,0.06761685592039933,-0.03396129160022806,0.011139786023191295,-0.023399938763049452,-0.0056155485052465275,-0.0015725232675061305,0.03709082494392149,0.0452007088491137
PODXL,0.033180597705391016,0.005471489204972929,-0.018769816285214787,-0.0800394758755678,-0.039944237985550225,-0.023088383193663256,0.011738239811953915,-0.011790925165311113,-0.0016958894459877963,0.020289458627294227
JAM3,0.014590159218063493,0.040138124076806996,0.04672380507411031,-0.020468267038585595,-0.041989491819711545,-0.008743772307890344,-0.012575335589667056,0.09071638411713367,0.014252503857999779,-0.033711110624909744
TGFB2,0.008579692265335599,0.07165258869596794,-0.002022166118774874,-0.03688760996053069,0.009800068668907388,0.04217966339632388,0.01791767256240082,0.0709071620602498,0.10796732925227041,0.0575067370480841
COL18A1,-0.0018265455690944508,0.011717035293019875,0.029759659692596533,-0.009909403075327547,-0.014023977799751048,-0.018544238616381808,-0.024723045565789015,-0.07153931705150877,0.002655464817259814,0.0048164490898096055
NODAL,-0.023265722703228322,-0.028121072645067604,0.03488829197423922,-0.022272752672169792,-0.01630683750907554,0.046383740877320286,-0.014204247444002874,0.017330692236794898,-0.02547062647144134,
INHBB,-0.010838414759479269,-0.039174274050589986,0.04880701784860154,0.03562390208498369,-0.0316913226752864,0.002282258391778124,-0.0076944347977148326,0.07862419844594298,0.06823630807828021,-0.006689902273146724
LCN1,,,,0.10227139925113804,-0.015399745481237674,,,-0.02079803598660747,0.1459195985798599,
ARF4,-0.024011645589118478,-0.05727929851790563,0.026036859660970996,-0.026073411354141523,0.06084398991365617,0.05307795443659476,0.019199589192127026,-0.023472353262727084,-0.07730980206941455,-0.06482469579712785
CXCL14,-0.009786491863403851,0.011450640924770836,-0.020204046103136027,0.010451552018920751,-0.0020063625363220695,-0.00015581783784753518,0.008511760754945943,0.13479044544713628,0.09320712068077591,0.010290411854528789
LIF,-0.04177880956958374,0.02655315947403849,0.021436278228633757,-0.0007260750098457955,0.015063124643803225,-0.017161182897273062,-0.04080208356783613,0.07160040124078991,-0.008273932087959329,
IL17B,,,,-0.02061589717682416,0.045331974045775485,,-0.017671403707761723,-0.03513079289128616,-0.020830456481393856,
MMP1,,0.01362050314580502,,-0.018170610189191826,-0.025382643639695193,,-0.012796411820130773,-0.04655986386390147,-0.0029628274867831224,
MATN1,,,-0.013552786504289673,-0.029809709261247763,-0.027237878162146775,-0.02754409849881505,-0.01821227863533342,-0.02501334512278393,-0.01898300416153158,
ADAM28,-0.026637068568800416,-0.005962901586549577,0.01324830827037542,0.002366295452065706,-0.053688963129330865,-0.05965521519692034,-0.01899221152394451,0.011885873238421711,0.03080521069614978,-0.007545299037903427
TCN2,0.06294087510917315,0.018808999393693678,0.00473898237377033,0.0030718053434829595,0.04049527345000275,-0.033065402304059015,0.023180339913382197,0.09810667785656628,0.04806671728872405,-0.09141656587838594
THPO,-0.023966688741577154,,-0.013552788061132397,,,,-0.015798308163063705,0.003246223199275937,-0.02844775767839934,
CUBN,-0.038726637600273624,0.014997521896594599,0.05182397571001926,-0.01829687978193196,0.03421141519871494,6.647291984329554e-05,0.036916388920139806,0.03644896081775694,0.0742956968076303,
TIMP3,0.007741912619821549,0.03297230885480101,0.019870070667766717,0.030536646420123707,0.005462637020317268,0.002528480596241359,0.014410542385508984,0.04843909283963238,0.04987855334798011,0.01329429418844813
PIGF,-0.008682590987417632,0.02605979718240539,0.002259948768276111,0.023443710222950567,0.008464091810447823,0.02234918001883929,0.009681430890712894,0.062244193682029575,0.006266019267740341,-0.01495969135800172
CRH,-0.013324948323461266,-0.021617595732034364,-0.018536723338599986,0.07040042281056838,-0.04319943798698928,0.020757303833791468,0.051286904030399816,-0.03084082548311787,0.06065133102297325,-0.03000084529433785
BDNF,0.009020210145736575,0.06161743423629734,-0.01526392021439816,0.02949531504299327,-0.018974088913889794,-0.040369642615706504,0.0033652760881418024,0.09914487679415282,-0.013317369906003036,0.058369085093224415
CCL5,0.008551559683836175,-0.0023686256635617985,0.017903991205445748,-0.03849827865754494,0.06625046930131348,-0.02132959456815243,-0.03219924768474278,-0.015697594763148283,0.01619757073721444,
GAD1,0.025090198774483083,-0.026485529038349165,-0.04139203120628304,0.01892692797336366,0.06400095894178844,0.025635261834033734,-0.029833282918484295,-0.019821208002523332,0.03027008677738756,-0.08153749729788043
COL14A1,-0.022088177425763824,0.06345659482883403,-0.029967446919647225,0.08323369068852002,0.06330358983746184,-0.01667189287594857,0.019031527847808382,0.011529900538756403,-0.08339144105393252,
HLA-A,-0.04257081045428065,0.07141486036250987,0.07460074360278601,0.09010663064924831,-0.025736662678725344,-0.05372581349576,-0.03567011406404994,-0.023686961869869974,-0.0929105355915026,0.022957254202078153
FGF18,-0.01058657179596161,0.0631042261296551,,-0.006791806668855931,0.009224336699344986,,-0.022113110189695872,-0.020566572626506647,0.051569486799057616,
ADM,-0.026482889591267517,0.0035045147409399993,0.013192046261068248,0.1498019727604809,0.012574401987713727,-0.09679242573219675,-0.027067753213162137,0.01905627057415847,-0.03512311908599211,-0.007063113374220597
CCL15,,,,,,,,-0.01783738684231939,,
GNAI2,0.031836103799462966,-0.02038131198320746,-0.012736791974600837,-0.023553400471192094,0.031531456103687024,-0.03451382483415447,-0.08695664633037702,-0.018639850137908563,0.05757901103782438,0.14273021872400654
HDC,,,,,,,,0.05579095454267187,-0.018982995564308658,
COL11A1,0.02888941296029239,0.06489740181477575,0.0914817354879809,-0.014498450001137387,-0.004357097890293359,0.05225414447027043,-0.03748286548647659,-0.005842512733063488,0.015685954238806296,0.0056560600851537635
NUCB2,-0.03297907807549007,0.0137571929906264,0.021811617585548778,0.07582672417654798,-0.02402767280363467,0.10193529614738209,0.02495264487266763,0.022043582126379368,-0.008707662491620593,-0.04859887428148152
FGF16,,,,,,,,,-0.018705274354626947,
CXCL1,-0.026286417088728514,-0.04889246038922044,0.1281302618094318,0.07714653469462657,-0.05455392927748147,-0.0414028022390573,-0.015123400954847486,-0.026730747050264243,-0.04086142189731405,-0.03216194036124898
