,UKF248,UKF251,UKF275,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1,ZH916T1
ADA,-0.009596045938538446,-0.047095187829537644,0.040235414578515066,0.0487758851455271,-0.05952680107835923,0.025735268025250935,-0.022897096939693214,0.016169750466122575
LAMC3,0.008260809449853218,-0.009007565366048489,-0.04336278428232046,-0.005241524607260748,0.006880622147972878,0.018687494722172123,-0.006717090538138857,-0.0264263180476114
CCL7,0.009537555377508633,,,,,,,-0.01863550129069848
NGF,0.027276400730662082,,,,,0.07900297225188085,0.011404068253781995,-0.03331447363135062
TNFSF15,,,,,-0.028497813355952223,,-0.012546249406106555,0.04343484191303553
HMGB1,0.05791954692312244,0.005701932965975273,-0.017388776494793628,0.0075201819615284635,0.0068540158193854525,0.06216848278178325,-0.021379515011746956,0.06074256985858931
ITGB3BP,-0.037038127233305344,-0.058071394810360076,0.0287676933755662,-0.030637178078084727,-0.012770034984506393,-0.0188573697703105,0.029896728630567956,0.03870332544525826
AANAT,0.010906871248022868,,0.0904337301807297,-0.01610657138452878,,0.08166474811028943,,-0.019717137506554596
RELN,-0.04395532693595284,0.04218321747884809,-0.02436934398289075,-0.0178313647378663,,,0.05763553038424389,
IL15,0.023816887551924584,0.016189538746586022,-0.01716706718527311,0.029935071483986633,0.03176092258424148,-0.010314550067213258,-0.030604163672026855,-0.010795882241573185
UTS2,,,,,0.0428548375955448,,,
BSG,0.01472504516845804,0.024782013309345183,0.003587330275769895,-0.014213206006349908,-0.16313378833591316,-0.015165101188764903,0.02010898765703849,-0.025562590294221126
ADAMTS3,0.029361465295430156,0.04386276196746543,-0.03466799921684702,0.01620027313855527,-0.03344600919310578,-0.029022699161430732,0.04092976650619236,0.026698454687774775
CD34,-0.012617304299925077,-0.05711148702788007,0.0034310503378211458,-0.015101260545743072,0.08900070439902799,-0.024931763359100165,-0.04105992834082028,0.0009488560185002356
CCL23,,,,,-0.026890807805999867,,,
PLAT,-0.009097930298153688,-0.011531009582262533,0.01244796972418544,-0.03242120012342442,-0.008237760100643685,-0.01758595404006824,-0.005768815497239396,-0.059328379372427686
NTF3,,,,,,0.01821497471953053,0.015189799289412815,
LTA,,-0.01676485057055138,0.09693782650987785,-0.01493810236949694,,,,-0.01038951056412117
CKLF,0.03321858840246312,-0.005109510377684455,0.0051334227248001655,-0.014157492174168245,-0.008869827604884292,-0.04683122064179131,0.04972768590338206,0.0005689477121677006
CD24,-0.03187674062804039,0.05300171304312348,-0.014266262027726854,0.028554325768991383,-0.038559518491819766,0.06780105769412265,0.008865937303789415,0.046526521050986175
HSP90AA1,-0.0045195529546533785,0.03203071408341614,0.018998528675158634,-0.025327499256082506,-0.02106937226221487,-0.019118886614196445,-0.02559976282433663,0.07649371089019091
BMP4,0.015908319848186095,0.01808549790281168,-0.002175626606285179,-0.012728806092132242,0.02219571001282932,0.06269794563553506,0.0034575475018058543,-0.027669922592515314
SCGB3A1,-0.022519557136424846,,,-0.010423610285293124,-0.03318541713825685,-0.008342221379645227,0.0033590332871807765,0.044293760662927145
IGFBP4,0.01725435689258325,-0.0044810760377718105,0.02653625079414586,0.004232957884994241,0.08043152856087368,-0.0684579715361008,0.03184972615447574,-0.042532764761170114
RSPO4,,-0.027102295668715658,-0.019835083855149278,-0.020721499719270245,,,-0.017546665033085888,0.05069058459522965
LEFTY2,0.050132069530476324,-0.016970748442831144,0.010172846385138054,-0.01844092055187902,0.02181526727775169,-0.019759432185688697,-0.023862305209680593,-0.0005809182100444711
PF4,-0.009057420145247333,-0.015249910175427359,,,,-0.015751058743747447,,0.00574607071986713
ANGPTL2,-0.01593806449689113,0.009651498226607979,-0.01187522090340771,0.007224377265458706,0.014008329157162679,-0.01050911346083929,-0.04475810078295336,-0.014823714815581744
LRIG2,0.014563845201357298,0.017680923670198925,-0.013560058561267876,0.034099432002464104,0.033459991984595705,-0.03053851053657947,0.03278202820392004,-0.0028621802385345647
ICOSLG,0.01623982431508813,-0.006142964625067033,-0.017731671459243183,0.0520868369920732,0.08965098217392663,0.029240283752094986,-0.008109380283005695,0.01913736957186424
WIF1,-0.04203329417960871,,-0.015306264403518698,-0.023590199179567315,,,-0.016311324751673725,
NPPC,0.015779660026200418,,-0.029857658488493716,0.0075640000611675775,-0.023758951603177574,-0.0024503157657396386,0.045898936372856365,
LYZ,0.0022001959331768065,0.05435957547592039,0.013304319212574467,0.05231584793198577,-0.03643265313333443,-0.020638007819962157,-0.012616045562995655,-0.033034191202468775
EREG,,,,,,0.07201771085295207,-0.02185466713671762,-0.019424965702945586
SPTAN1,0.04623019801456122,0.00015948212473921756,0.01593211109792421,-0.007010560506424569,0.03810713819887264,-0.005674570157764987,-0.05116035128522804,0.0033169309088544774
PTH2,,,,,,,0.012379202942820411,
LIPC,-0.01572263823795715,-0.02295192983896233,0.018718354321354665,-0.008245878288623509,-0.025193936110975923,,,-0.033551913852131535
COL8A1,0.031403727995631896,-0.023203154713788834,0.008879816695424463,-0.011315928419009347,-0.057641514710742046,0.09177160213175346,-0.019858427022243195,0.012776751570194866
GSTM2,-0.06420148743063996,-0.023293010405599907,-0.004814176977792511,0.0168819368976027,-0.003230932750668391,0.0614385416137746,0.026290516371481016,0.004899379240012674
SPX,-0.008284539306510583,0.021198397689790986,-0.04672535641365614,-0.040675820266037714,-0.031497047966376646,-0.019556952708436263,-0.04318138713002751,0.014490015858482285
MFGE8,-0.03855774770173373,-0.03292421703243321,0.027687370535882008,0.031012621317654483,0.007926487982046603,0.001250543392783028,-0.028082332717343794,-0.03983181125906939
TGFA,-0.045433269859550623,-0.04801715201135601,0.013601445567512254,0.011907371906876815,0.06720166492590272,-0.04346545455528102,0.034256364413131415,0.02284965432409353
SLIT2,-0.02724584872085587,0.003057060154033425,-0.0077290595321521435,-0.0336015328859755,0.04230940505380574,-0.0002915858522421167,0.039154497363145566,0.01608595560967616
PLTP,0.03333326201528217,-0.02978341024963497,-0.06138057149299604,-0.026471552556860414,-0.04590233632694457,0.011186109698485163,0.05474060978882171,-0.03196724013765858
APOD,-0.0067188422854887655,-0.034783169772938,-0.013548704207328772,-0.011536537097180945,-0.01677983418756223,0.036809973753945034,-0.03965541955000432,-0.04129077899973263
B2M,0.005477486949403439,-0.07555510398489612,-0.016001334069461127,-0.00588579073404325,-0.08043509689902914,0.04388969405587011,-0.007101223538449117,-0.03586362772912073
OMG,-0.003096974882417047,0.0058594404071689345,0.012668348704806749,0.009741297893998989,-0.04169127970709636,0.06580873592704999,-0.037831878608570436,0.01298811541537292
CXCL3,0.05325394387838385,0.03297812448770273,-0.011757498579260521,-0.010758138793058123,-0.0244859822383637,-0.02973190114969151,-0.01709573113985746,0.022984165554705893
CXCL10,-0.04774620481189976,-0.01829008991979062,0.0025762184559780417,-0.01709598446804048,0.04268604698496021,0.09619595382307236,-0.023975903078374383,-0.0008796788818568153
RSPO3,-0.019571565665627077,,-0.020728940603417293,-0.011242047695931135,,0.09236716163823169,-0.026437477599887887,0.06933875672043664
CORT,-0.004087522632477324,-0.027235373878962466,-0.026980325400565188,-0.02982480342638956,,-0.01648268241038271,-0.0015883382698133335,
NCAN,-0.009231561328448993,0.06739646091624846,0.02492521082726514,0.045147355780290374,-0.04011398522716549,0.03767244784751587,-0.050589966912233116,-0.009645691075720456
PRG4,0.005830834789409924,,0.019065971043401887,-0.013143812135581525,,-0.024321206538540727,0.031212071701962208,0.0185821830117413
ZG16B,0.012764131401851063,0.052484477368321306,-0.013551117584420576,,,,,-0.005855790579391693
TGM2,-0.017530130572672734,0.02132570268712968,0.0014746355975804224,-0.044825352302803725,-0.029958652752575574,-0.03363688743398284,0.011309103575716333,-0.024246914213376373
VEGFC,0.005652323619839712,-0.023563118920414104,-0.005477786831836541,-0.013413784194916279,0.03645887656054769,-0.033025288299874445,0.022591527221193636,-0.0021118659402490966
WNT6,-0.036334811233281576,-0.016970748888220005,-0.010948027584132066,-0.011706873490449722,,-0.004238399555391342,0.092783034672294,0.0013870617571103677
NRG4,-0.020741304802898604,,0.06274063953927846,-0.01564874383649665,,,0.05661721034664941,-0.0189113919351049
PMCH,0.09040354728584285,,-0.019835082897892244,,,0.04619355783708416,-0.013340805193443517,0.013419657606189841
COL9A1,0.014812688493406159,0.04321364443176026,-0.019903900880666382,-0.017831371577328222,0.03390461073054678,0.07695121439938815,0.03168025393930864,0.036904352441638325
GDF11,-0.013475519464189558,-0.0034587754106161143,-0.008424267876216602,0.002791646425669097,-0.007647438587994865,0.023444135760213418,0.012407697874488135,-0.05146602785804349
RAET1E,,,,,,,,-0.02074566258374583
IL24,,,,,,-0.015499916120211106,,
SORBS1,-0.025418051250258998,-0.0052531372944226145,0.01487534388262277,0.004596620585219464,0.07937118090692054,0.06341885548813596,0.06398643280921958,-0.0057521869976655295
DLL1,-0.03497673440609038,0.024974259292828115,0.005833026057790067,-0.0051067888334583415,0.006470084113190763,0.05316321454403211,-0.017719266752275253,-0.03454136778198522
TLN1,0.028793679917666862,0.005441261609001301,0.005480335506209677,0.0100449851023086,0.0023198534024639786,-0.02459165987975199,0.03260622195633893,-0.08555995880047337
COL2A1,-0.021319596039850654,,,-0.010921719553298582,,-0.029559096113562087,0.026473288630477664,-0.027522464054947387
SHH,,,0.011807866969499667,-0.010423609374204695,-0.0009235184305490445,0.046945030097891874,0.01708301935078425,0.09300376968602397
PON2,0.0127022889979265,0.02782040838308104,-0.02820806381555647,0.05872539061925959,-0.0014325526504649242,0.0694191102414206,0.008025772951560385,0.000633441112437996
ICAM5,-0.04846771659194128,0.08018702016756193,-0.0029088595888858175,-0.02035674605599201,,0.017354758832389492,0.004739051754342661,-0.04078014354802062
HPX,-0.017135644163791427,,-0.0057832643251295255,-0.0007183089019577892,-0.024485969427824043,0.02280588078600753,-0.025941705382687804,0.019303669094811397
SFRP2,0.03023634204849617,,0.027707320378783415,-0.020448454049635748,0.01858815493311772,0.015895494995754652,-0.03947441543997355,-0.04070515715862693
CFC1,,,-0.017054210507288777,,,,,
CD70,0.011872585440334461,,0.05001229249856596,,,-0.0406254852308909,-0.03374257839776692,-0.028852745425448422
HP,-0.019015090311893728,,0.025143587902508917,0.04301634698399572,-0.06200869963248037,-0.03370265665258822,-0.02169400774574494,0.07566797444705473
CXCL2,-0.01731124008990147,0.018680886488227463,-0.007729742870421282,-0.020630828208642885,0.026951965545193645,-0.04421342725601919,0.022275608925977308,0.02356271889409979
NPPB,-0.029052408252574696,,-0.014933360292547227,-0.013413785170539268,,0.0121081955995276,-0.01993921219594194,0.09191967432324277
CCK,-0.0386127019235732,-0.02652489064167663,-0.04274989631749501,-0.05328019137771366,0.17727267833703889,0.01140162154653974,0.07001627562671155,0.007549473242120848
SEMA6A,-0.051618747936998804,0.056603333708010795,0.02464658006977526,0.06543902257827135,-0.05078616812312403,-0.023317783205909184,-0.019110754776276464,0.05928858361911895
IRAK4,0.01630243170868027,0.016502199694222452,0.03758737413296144,-0.01855155264228728,-0.018037826473015092,-0.04162824581402844,0.016719175563518037,-0.018842655456837273
GSTP1,0.029064364398279436,0.03707202415721376,0.014726643694449286,0.021004352007223552,-0.06883794110771135,0.044584100664943345,-0.05487413813048854,-0.01596029739234607
VCAM1,-0.00965045871484994,-0.002352252528774463,-0.07672098803854101,0.0474128818063714,-0.010619419993762539,-0.015187587448848527,0.0065067918797385126,0.051325382439047856
NXPH3,0.008380722644901764,-0.015145287809241147,0.04656827647102332,0.02796174235012714,0.038865105417288284,0.021294884424640805,0.004121844913561256,-0.043770544731446294
MTMR4,-0.0445272830778504,0.003393928629587496,0.03165389376360019,0.0027531044622151227,-0.006934128460768691,0.004744862537225658,-0.021216739022795052,0.014175087990352955
LAMC2,0.007042291629015113,,-0.018799434580143114,,,0.0215038866660383,0.043354518015880646,-0.036550452170921746
IL10,-0.009210949952535106,0.05594546653607328,0.011559790625735892,-0.012007244774255016,0.003169388600939882,-0.01054746910231001,0.013174348480812375,0.01507765002782438
SEMA4D,0.06301435078862873,-0.0007701020864082405,0.006189320922564478,0.05867244454718638,-0.010699958135180515,0.054772961308258795,-0.04246373389307897,0.01400596331994945
TRH,0.003484486415951501,,0.07833579866664449,-0.04054499928416301,-0.025067832936258208,-0.010127625224858806,0.0003305252551411599,0.057897916673863535
SEMA6D,0.01595516894001904,0.029375239518229873,0.019258777550132503,-0.009715783213552322,0.012295510846508411,-0.01764912345636602,-0.05224187072262859,0.015581169620133471
CEL,,,,,,0.006833783592447693,-0.00825376057661745,-0.029522090841370065
PDCD1LG2,-0.03351989559924724,0.042248917044274234,0.03352207483639813,0.012068432078150886,-0.06744372436405977,0.024229264886460874,-0.015456531236380366,0.006102864260969988
SPINT1,-0.025152787379943017,-0.02857233990111067,-0.015801672997375397,-0.01762405039079935,-0.03671717557785739,0.04520412945210752,0.003388749276300588,0.10651455400382726
CTHRC1,0.04433269239565174,-0.025458038437328263,0.01722903134253265,-0.02263811621524444,-0.035369041813527284,0.007864704079676306,-0.061122739441477995,-0.04287382229789261
PODXL,-0.03452211488527816,0.02783394819925111,0.03191108944192382,-0.027620229618483812,0.07062839885258396,-0.009333415939164296,-0.007260196943693533,-0.010613602853898906
JAM3,-0.03430241175455315,0.025656978968561794,0.04395722040475161,0.04718090450372347,0.010511126152651904,0.039867927718093096,-0.010596928102492622,-0.0053905744036338915
TGFB2,0.001666384686680409,0.008494157698577162,0.008568940636604978,0.0900599643731698,0.01854457963029115,-0.01092236332942368,-0.03862166847308524,-0.02320216451329316
COL18A1,0.018556752485431902,-0.056298855136670746,0.0018334599209413648,-0.013984936628742492,0.04186612505361081,0.020673879056554947,0.06898377333196112,-0.055618183002248536
NODAL,0.021892357281817265,-0.016345676501106098,,-0.018440918489059606,0.029783756695170974,-0.019146047609438572,-0.014808532714215372,0.014184414541060487
INHBB,-0.0331574004243311,-0.03064830671189494,-0.013508473714091054,0.01925516962124332,-0.012111915007844894,0.033736962730916684,0.04051013883241009,0.015649602012431
LCN1,-0.022803107797321222,,,,-0.03235043599855117,-0.01808102030776464,,-0.02172862928749304
ARF4,0.00479085729953083,0.004234731484697811,0.019387094196138543,0.004716331784485707,-0.021794633768585835,0.035635127160321835,-0.03998283090935821,0.02098048522549947
CXCL14,0.0267922023153831,-0.12342813230252674,0.032656091386481866,-0.026989058697644713,-0.015569911356612854,-0.03268229908977389,0.03205191975369409,-0.012225653151635192
LIF,0.015367157931437924,0.01092447445414752,0.01796573967110337,0.007634919010057854,0.04901204370216725,0.011581115975076243,0.0002675386788671881,0.06088392374236898
IL17B,,,,,-0.03861272487374151,-0.028950542350873847,-0.018423190735316466,-0.012869719226506262
MMP1,0.013263927579112792,,,,-0.01668093318562041,-0.029802057162128918,0.042391843660467325,0.007921240921814864
MATN1,-0.006435239748172709,,-0.01512091158779814,-0.010921718194142845,,-0.03198030959603974,-0.018987075875364915,-0.02613254942741108
ADAM28,-0.06197460848582485,-0.0016276706622895497,0.0015880706350038937,0.02479104017237918,-0.04127052847503519,-0.03925729143361219,0.019926704240408055,-0.015317290009472673
TCN2,-0.011106619342409063,-0.0020823740117383183,-0.00753441305863953,-0.04140451458420081,0.004415843723150418,-0.06628827394521097,0.01568294369773451,-0.007974843572770333
THPO,-0.020357879331917485,,-0.021800005741012454,-0.010921719448748125,,,-0.016470408881870038,0.0005710935235225931
CUBN,0.005279142748088993,-0.03937184312333956,0.0116368395709096,0.001611790532976136,0.024821091837572435,-0.0021133442423692276,0.028858086412245684,-0.007855529716913086
TIMP3,-0.025858597515652195,0.004630352977290908,-0.019783356226422383,-0.042669817582040435,-0.051681753401487444,0.03383268363791123,0.06821475334047267,-0.054752471955206966
PIGF,0.019723932246658627,-0.012974425335826226,0.022526277687257554,0.028111656569683414,-0.006354637222310824,0.006956201362412497,-0.01477597928959703,0.0419986065229841
CRH,0.038940159732949224,-0.020513780908031194,-0.02380384446172595,0.07316285475089802,,-0.04254436410745697,0.06031238180890952,-0.03222077624418259
BDNF,-0.01993816118938329,0.034905994848613675,0.03444299902756064,-0.0123006612010579,0.021861045426760213,-0.006526997483314672,0.021582713857209865,0.011835190408850008
CCL5,-0.014306696406869119,-0.020339084513224852,-0.03007444289903705,-0.014816625830029805,-0.03414532151271479,-0.019051125777142186,0.033403406740959145,-0.024743536322583908
GAD1,-0.024544679444610102,-0.019668003710650153,-0.05136122634765333,-0.05742592907292316,-0.03443056005491216,0.03856879993669767,0.02963289789336679,0.008005872562634997
COL14A1,-0.008528536249471275,-0.013105039236640336,-0.024199292738674473,0.0046005860858477745,-0.0882641805978087,0.016663400132706965,0.07056075734243351,0.000381383053100919
HLA-A,0.018557124786544164,-0.10039910686181842,0.015466220346663511,0.01637654845651607,-0.08287447610382202,-0.05062914342631487,0.011164082687559671,0.008211763612405894
CD5L,-0.026716552597640067,0.02373673057692304,,,,,,
FGF18,0.04887987992205592,,-0.01620265248368965,,,0.01767848511420782,-0.023053858850890237,0.017934202296533232
ADM,-0.017575468817955766,-4.2483302427690516e-05,0.007803200842948723,0.014404841951036595,0.01298415753864784,-0.0007520870378829959,-0.02029225617117265,0.039337350039292715
CCL15,-0.005413633459336269,,,,-0.0244859822383637,,,-0.018635508006810873
GNAI2,-0.01464015519048069,0.01999235865444669,0.009980317571592994,0.01325499238782886,-0.009280651850292107,-0.009699481717670015,0.0027158989271304722,0.05512488441558917
HDC,,,,,,,,-0.00856803439281274
COL11A1,-0.03219924334901457,0.030543355541490784,0.007070166368843975,-0.03290791553332795,-0.03367899270361502,0.031851868696213995,0.0377822758297069,-0.021591709147750777
NUCB2,-0.03757987371078412,-0.0637993268107563,-0.014709372767389975,-0.004123951931601784,0.009950373472198725,-0.04041403666460177,-0.01875880263928561,0.077202886606379
CXCL1,0.03304927947565159,-0.02200638107763962,0.060636326114557625,-0.014816628342063001,0.196042477579904,-0.032862467279896036,-0.0174562938834958,-0.03654840498806384
VCAN,0.00478868017506298,-0.01608703304633344,-0.016682528971155297,0.07667001974585645,-0.023551011505677805,0.08008159766470631,-0.07278859959751462,0.014830004807761163
MMP7,-0.013549930414133342,,0.11378346528393198,-0.016880630094924916,-0.049629799474358735,-0.06416719934641023,0.014088515851251338,-0.006808248201430568
PTPN6,-0.006943889524561438,0.016659259333568138,0.01798276048450866,-0.051024400962118605,0.028688315329408205,-0.02059966365752214,0.012350902052861863,0.007216017815344624
PTGS2,-0.0027990579685400418,-0.01963954074116003,0.016305512746439484,0.000994962988084855,0.21781607469400896,-0.046137283597599485,0.08266763302464002,0.04198731315811058
XCL1,0.054615983979487186,,-0.012983524537223182,,,,,
CD58,0.005344374719068647,-0.02114778254070438,0.05331099364416645,0.05749702417770629,0.015261590847793766,0.014137609708451852,0.004372821144882606,-0.031128668091103744
TNFSF14,-0.017295465230935843,-0.02295192996132042,-0.011312173924202421,,-0.031208237061261856,-0.0026694985396983274,-0.019263421033085946,-0.0035657082327040105
CNTN4,-0.003209576904614674,0.05292850280090637,-0.02076315938830466,0.05196367730848237,0.022764242485462025,-0.04289066946558646,-0.026926557104258737,0.022617868587102026
INSL3,-0.02622639730217429,,0.014553152691216657,,,0.0961870093002297,-0.019263419171929305,-0.025516237473609475
BTLA,,,,,,,,0.1800939724092767
MFNG,-0.0011009275153336022,-0.0005341037656297342,-0.004284215121454395,0.04352107601245897,-0.08329792735922856,-0.05499792350047246,0.03885800865805833,0.05133407216672032
ICAM1,-0.013509199972557475,-0.017565042438519606,0.021636650534055547,-0.02802200404967604,-0.014175774597864552,-0.028676924652039346,0.05572075069129871,0.011939783766601797
PROS1,0.014083702596227887,0.02428761592198791,-0.032701106330076925,-0.0275761436615124,-0.042400874520247524,0.022470052137356113,0.08966531656737306,-0.009507509256881388
CLCF1,0.00083431041658637,-0.015531286427078583,0.02715956354366315,0.008639735755108043,-0.06759556185971592,0.024463057555589803,0.040769558547166296,0.031286469807421974
PSAP,-0.0399103270135274,-0.06788230188308192,-0.01932002107213015,-0.042819371243912545,-0.04522283958882506,-0.0008281197658425986,0.07114315067673732,-0.044463615953597296
EFEMP1,-0.009569201417032542,0.046398807621347474,-0.006610827781266757,0.012959555426453584,0.006709736999756726,-0.04024597017293244,0.04248275260547934,-0.016169272362844513
C1QTNF1,-0.08450390979749299,-0.02755908568325282,0.06972265553596925,0.04149517094114897,-0.002293546843889605,-0.09176417400405006,-0.02929366787768169,0.044498319910529056
ALB,-0.021626978725554257,0.023516964618698667,-0.018799434098926454,0.02107689887440355,-0.010353980957886463,-0.02147005990211222,-0.00796799714969695,-0.02885275443003902
CCL13,,,,,,,-0.021607927464622628,
EFNA3,-0.025811137248988397,-0.033287776356329256,-0.005047492974439188,0.0030409868841506215,-0.03981780041435769,0.0004446359718240759,0.02986589349855708,-0.013943349246980775
DRAXIN,0.06406020114149245,0.11616163339730994,-0.01584087210010453,-0.00971679028196626,-0.03766743510759117,0.030512141428922272,-0.021935594980894653,0.006382486642265197
RAET1L,-0.02043061820620031,,,,,0.026372543661136262,-0.023403258171290763,
NPTX2,-0.027247040286803442,-0.055687445236371785,0.028593966449746763,0.024904649400867132,-0.0497193649454973,-0.006699681199024602,-0.05607478436386607,0.0024144045415676737
FGF11,-0.0484620850553421,-0.02338301491485938,-0.0011267386840457668,-0.05131421144088251,0.03449927483799372,0.0008652552165420933,0.03807923285667318,0.044926832866516005
CD59,-0.005680374019565117,0.01694863641629617,-0.023415998787160133,-0.0532804854825959,-0.07662750754842144,-0.0411955228935469,0.0520479179668137,-0.07088762790496979
COL9A2,0.01908841696915092,0.02048887318884227,-0.00025027983638727216,0.013069930660835893,-0.045368115863291654,0.05902431206765905,-0.04930824418165707,0.01689311405250942
DLL3,0.025005291971347238,0.06652705650796871,-0.03507665936356973,-0.023803193099358626,0.024451596599172214,0.03324410843834879,0.012947720933563845,0.037666241342220214
FGF5,,,,,,,,0.046808368324199504
LIN7C,0.027903393944376718,0.023153842275272053,0.0069303451734108795,0.0033260462052848603,-0.06309005895853326,-0.025963648686386388,-0.009253320973520246,0.023039756330991614
GDF7,0.006144513174451528,-0.019279544967347396,0.0110766133956106,,,-0.015499921030898374,0.0313729416263121,-0.036397692249015665
PSPN,-0.03013952348826946,-0.015549404407695058,-0.023419646915953593,0.08722852243094531,-0.07893682849929987,-0.00554953870020612,0.00704605780658253,0.05298587123485304
ANGPT1,0.008656592063938859,-0.059856470666169295,-0.0477799414041532,-0.017308935879806548,-0.007342737706999733,0.013853486382246795,0.0954963430365384,0.01894956165452682
PNOC,-0.02177095066751383,-0.02392658259727598,-0.006311773755937644,-0.02161042477254151,,-0.016482684203648325,-0.018565611562131525,-0.02633512584474879
L1CAM,0.002888334404132309,0.029732470309119168,-0.003419182329444317,-0.05206628686941797,0.005428731671484604,-0.0247261882150059,0.003418465939294372,-0.005696247944252524
APOA1,0.02023010884809198,0.04910077289607918,-0.02242309041253507,-0.022590182722658104,-0.00037662573316950645,-0.006403411176790287,0.01930547168395638,0.04223800505835208
