,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADA,0.01800948717295016,-0.01631485948118774,-0.025384697385748587,-0.01628891663630779,0.010127721156995222,-0.02973268517734538,-0.19356523190196306,0.0647213355450797,-0.007854071746790488,-0.1900277984848907,-0.015952166528235355,0.042748746310241476,0.01856514866967582,-0.002624129633463384,0.05609926543356871,0.043736796417150565,0.06494984612423349,-0.00020912799138581695,0.13462884210908815,0.15311527843215697
LAMC3,0.0429952731602441,0.0026344759196275562,-0.026345737205543902,-0.03739649446336104,0.04210235432140834,-0.04383150482843781,-0.1923983684969263,-0.007753392873901608,0.0018033131103946936,-0.060227717335311896,0.061799460354665575,-0.05076801079598353,-0.04370839366361605,0.004484207844438481,0.0965986961802484,0.10770219762651914,0.0556063187192882,-0.04170976503543445,0.05109513949817859,0.024172094747137485
CCL7,,-0.04789627297903372,,-0.021356967245653342,-0.04061945732039761,,,,,,,,0.023126373469995062,,,,,-0.008115539869967232,0.0004234859801027478,
NGF,-0.028362398162479794,0.003013995896040855,,0.04726526400101682,0.032425990197732214,0.013819783590761182,,,,0.09857626040004477,,-0.02788430838332506,-0.028502141895070665,0.0338763757416245,,0.05908033839661771,,-0.026025006355527715,0.044282154938981966,
TNFSF15,-0.03508782625088954,,,-0.023782027583922397,0.023941505168690615,-0.030297701324249467,,,,,,-0.028160793891013097,0.012000266044573049,,,-0.012604759952342753,,0.005704198958162164,-0.0032330292836147047,
HMGB1,0.13703687157354122,0.03832275855405721,-0.03888343606525293,-0.017135677935537292,0.028454695704951346,-0.17782467721977704,-0.2874462740147447,-0.04160200064519578,0.04544584681695752,-0.18208911086954466,0.004850705611876533,0.0042501375783792214,-0.01898042253917768,0.00746614570524394,-0.12912339727626018,0.012400402460640163,0.10665989181322044,-0.029495705209091422,-0.03286894669109848,-0.06468953236878733
ITGB3BP,-0.1329897187957692,0.06407866866062008,0.03843274675502769,0.009103877981965339,0.03388210470683193,-0.11509945158514638,-0.2129650641922979,-0.022401205380745595,0.0031269265408698332,-0.06371369091364965,-0.09612523057743151,-0.013314890013314597,0.0856048985311891,-0.005764327524798698,-0.021396817338299446,-0.06111844156421326,0.0067087028058078445,0.0891047394830807,-0.005593677399655045,0.07632335708070564
AANAT,0.01897952684221948,-0.03321232877824698,,-0.02163921513933311,0.0005512121986875394,,0.029938250415523636,-0.01862852136045896,0.010531812165345423,-0.06071283575349281,0.007823800018190904,0.11995726900309313,0.045947930255808636,-0.01778180548237207,0.06508179369459438,,,0.03772967564028387,-0.062071615022255944,
RELN,0.2557833391117238,0.010191954347869639,0.03624962516432243,-0.029453775115045974,0.07401386032867034,-0.014593004056029495,0.1411643193856601,-0.04880851232573461,-0.008500622814206731,0.09295547050825627,0.05099345351731922,,,,-0.06611808915757893,0.0021699880875043877,0.03998974263927425,,0.007723628160461805,0.1261171069830352
IL15,-0.023983945861990954,0.04795618726769086,-0.0317328384500947,-0.008852062719470952,-0.021395540565964506,0.014774451959041774,-0.09030736854344452,0.002070982211846069,0.019828054375780165,-0.04532295850155374,-0.008088705805057292,-0.033036849011568385,-0.014124347901845876,0.06314910216962302,0.06236350666201916,0.027552737688727614,-0.07626079690840587,0.014129706685456933,0.06308299408534741,
UTS2,,,,,,,-0.12733712400223443,,,,,,0.017771571116898706,,,,,,,
BSG,-0.11734191522796175,0.08700842147409522,0.021540333258764015,0.05216377838167911,-0.029713006860237843,0.012124546326696318,0.12710475567764698,0.1660213917530311,0.06449044990021903,0.2865685399703955,-0.14305296042953392,-0.0005827178837247492,0.04396149129423966,0.014381208301241922,0.11754811736546757,0.02866157982815427,0.05504027807546812,0.10949991285431733,-0.0005433879887018904,0.12455517221851507
ADAMTS3,-0.06986043576069487,0.017881424896772437,0.05293118523973755,0.06629350350171133,-0.049585212733547886,0.03344980059189595,-0.3257255115747235,-0.014922638056085392,0.03544685688389681,0.12072111877223886,0.03428416040629396,0.00572250241891503,-0.011689682313661976,0.05929863513622393,0.10860384352193966,0.0523578610923165,-0.01715057235610541,0.09495105608154704,0.0725330370186816,
CD34,0.06502764451844337,-0.026874207956550284,-0.005885949139259428,0.0019513328005245892,0.09907881201153211,-0.0274509212999651,-0.1596852178431889,-0.0032841413437868254,0.02024097561559703,0.035428459854901104,0.06680939249641085,0.00022206046869601695,-0.01635039199187982,0.015323049556113013,0.12483358167292354,0.024543628606392115,0.05879740671431561,-0.03777550733268835,-0.04898053610546569,-0.002918310135072838
CCL23,,,,,,,-0.0571938037266127,,,,,,,,,,,,,
PLAT,-0.06215915498046572,-0.020787417700668307,0.02702859914569088,0.005256441204734227,-0.024635695747939924,-0.1720167010311314,-0.2796926207323707,0.0932026827361153,0.002511212941138578,0.01675652468053309,-0.09067626871642756,0.06020198874108734,0.10557732291856146,0.028930955669351374,0.0818307779634378,0.04917913062381884,0.0350439394388134,0.0634889445404743,-0.02575635695031158,-0.049844214071934456
NTF3,,,,,,,,,-0.014586003154566594,,,,0.04945680450077368,0.034071257131886655,,0.07870342903262453,,,,
LTA,,,0.03695595454600334,-0.006044291763050248,,,,-0.017149574306282122,,,-0.03162454358355429,,,,,,,0.023610044519685673,,
CKLF,-0.009545338414072905,0.001950302621266641,-0.013569406816944756,-0.026497109360652686,-0.06514768743618102,-0.16768948431907532,-0.3590496877640586,-0.07729826667639854,-0.022377695543221318,-0.1650555215149857,-0.18392823240596579,0.05196317181525386,0.09491781755634643,0.07958636946368791,0.06857599808570092,0.0685745186308715,-0.04547367430149772,0.03450701184559661,-0.0005297403143036646,0.07565028762961883
CD24,-0.10348079570162932,0.02166711981047405,-0.04783551739500884,-0.05927787940604292,0.10759647504333689,-0.016311846960846612,-0.04723087442618688,-0.1550038628602645,-0.030420025930489748,-0.029331516408485046,0.07015888137833909,-0.0376952062402117,0.07276354151933213,0.08456815662500121,0.03534299498185635,0.0512063629360258,0.15828511497298,0.04645376715008308,-0.006173598466019001,0.040234433764187255
HSP90AA1,0.11394714097512978,0.005566214122033681,0.008417382311936636,0.026430361213130017,0.2929817727561821,0.26209414030261086,0.35962641346364466,-0.10965813457570643,0.04331746001093561,0.44799334158698256,0.30045905646748444,-0.005311602435887235,-0.028046233590309763,-0.0842262864655915,-0.06593140670659482,-0.004400023178949663,0.0949869375302954,-0.024501861022751422,-0.04460992170268111,0.06455474825107789
BMP4,0.12526914959081212,0.02201012014444442,-0.028507728650550956,-0.014906239529135692,-0.05550720828226313,-0.09078354528276551,0.07271680690017815,-0.04967019867496191,-0.08934839120434003,0.055742175336510325,0.08466935201500603,-0.06434864410331785,-0.0076201974177608905,0.08557551784883631,-0.0009480908783496516,-0.026133972159399152,,-0.0243312527558207,0.012134067888340374,
SCGB3A1,,0.04990263971342106,,,-0.02765299060213089,0.004648487327142758,,,-0.028806811996622973,-0.015380448697039474,0.042957392684847204,,0.010677516434797014,0.07852456518019413,,0.04594935239323351,,-0.007380975337908221,0.05728098567058667,
IGFBP4,0.007895212348811437,-0.045307006763632154,-0.04620541453141277,-0.05171563673037846,-0.07430490081761476,-0.1438988009485731,-0.2002105855830644,-0.06022882391930873,-0.007574777398807389,-0.10448058584663793,-0.055449668959389666,-0.00753847680358803,-0.026588889812709883,-0.01610447367226306,0.10614587054914534,0.04120498332515781,0.030357519969667554,-0.057431558701538564,0.006679823712073121,-0.03694365293881942
RSPO4,-0.03464757717559649,,0.0051453824906516,-0.02745379148610466,-0.05957895992227576,,,0.06277434599590698,0.04456807361848007,,-0.039656746693429154,,,,,0.1008210964196755,,-0.030826643219492158,0.07196384356234505,
LEFTY2,-0.02727204416766153,-0.03517793550638,-0.027222878421548233,0.01837825845598935,-0.05155464236133083,-0.086141395800882,-0.22150348248842777,-0.033104545387898865,0.016557273193453393,-0.03156651841837235,0.010741725943015094,0.06414824332214793,0.04951321322856907,-0.060291970071736936,0.10316760565465997,-0.03480010600353137,-0.013760167365882786,-0.02730676641125838,-0.007617132431382962,
PF4,,-0.025727670296561433,0.05508229852213984,-0.018633533164488996,,,,,,,,,,0.0013252390379320808,,,,-0.011427901232065186,-0.013509978685739448,
ANGPTL2,-0.010243840633293687,-0.05597389027380634,-0.02859505830882029,0.015509542048937062,-0.0867568644085,-0.18525464980721476,-0.2601685263769615,-0.049026629153547795,-0.024625235473194337,-0.21901139683195064,-0.2189184726876952,0.007212727803927913,0.03562126061959116,0.08145813836847117,0.023419682806877465,0.0005772553134252872,0.08380951887768127,0.04688806848505306,-0.008776802185609243,0.007564008269875246
LRIG2,-0.0414087341067043,0.018165932231373264,-0.009988575378562736,0.060763287501615165,-0.04321671366864196,-0.019643590651424295,-0.12895826595539037,-0.012712702786706586,-0.02365499826948142,0.11411358654133821,-0.04561818631650671,0.04108048197153149,0.029234084215344413,0.030859341723166876,0.035204426025643096,0.01791683873178219,-0.011090012822581988,0.09211502686307228,-0.05324104543420192,-0.018828929714306712
ICOSLG,0.015807960893754393,-0.04948242174555745,-0.05814222726991361,-0.0052800057406834295,-0.03545282670725514,-0.09970111297999927,-0.19935407851815973,0.018152928012235,-0.03166443609139091,-0.12127377205087737,-0.05931335234680907,-0.020411415682527904,0.054986004484083785,0.07207613914532517,0.050943365485076726,-0.017268510788884733,-0.05534423581460291,0.09058538357852619,0.015366299426010185,0.06980445567370226
WIF1,0.34019218714653415,0.08329644210484866,,,0.14975881327310459,0.14417161717184238,0.3486236284260921,-0.05067584809582091,0.061318273565025824,0.10189604191688327,0.2534697481529081,,,,,-0.01799527383560594,-0.01297678434197003,,-0.009871923331904738,0.14567198312220567
NPPC,-0.007617759949680508,0.07857372161958555,,0.05576801778990517,0.12798798666097408,0.03453021389234022,-0.07129078323320649,-0.015485130467749924,-0.035245144058298955,0.12214485394826913,-0.11064869558881962,-0.02340114647819915,0.07393865502386764,0.023949955539843408,-0.008984470629946362,0.06489406646717238,0.09297533563237721,,0.0411014173506535,0.10229619623011489
LYZ,0.001528095788155048,-0.012005618579410099,-0.085038280697554,-0.09426733806628873,-0.13308478659222997,-0.037848003069916876,-0.1696463708442684,0.023167844499112324,-0.03283703584250597,-0.3094684031939234,-0.022738794693451095,-0.009209681270847364,0.024874196243455514,-0.00561027827284445,0.02224552491410753,-0.04020722272477842,0.11368851989698799,-0.020106427456104053,0.05253037067176926,0.09483712355618523
EREG,,,,,-0.08384173288029204,,,,,-0.0003455965846522275,,,-0.019813265491625254,-0.010239358401124174,,-0.08475353400848895,,-0.02034781696924586,0.05382215842266902,
SPTAN1,0.1470592335641645,0.14608744530533566,0.05628707729436382,0.06746287168433943,0.11726303135604128,0.09435776501502305,0.23688461628238627,-0.06354834248859235,0.08759518038617013,0.36955407725852235,0.19437371686301377,0.06872437426446376,0.0890756498096657,-0.009767158156081257,0.05137031129553566,0.049575469771837216,0.027604840931779378,-0.008949694508189861,0.13562716138783953,0.18430697078037545
PTH2,,,,,,,,,,,,,,,,0.041538678869247954,,,,
LIPC,-0.05415520685555704,0.03617594535730957,0.03686089421472825,-0.033485846872808325,0.021332231860631785,0.0542666476472739,-0.06769807133330835,-0.006798112046147576,,0.003615573246572855,0.06682813972508449,-0.03356999393714719,,,0.015213489063708176,,,0.049374091337934425,0.023195476433432616,
COL8A1,-0.21213328325473435,-0.03223463010924436,0.03536700395996956,-0.03081889200450979,-0.1301262310241763,-0.15833698579490893,-0.12884785105913737,0.06314477587382478,-0.010720123795765703,-0.13825780787787606,-0.11619978419413038,-0.000764544885124543,0.01159095497782926,0.01170782595561391,0.06836643322146074,-0.03048457009811065,0.0677246028560635,0.003004086680694542,-0.051653881044189505,
GSTM2,-0.0027967946149396322,0.02454634928169664,0.09230314825377693,-0.02315760468230352,-0.036624545859478844,0.050513858047911364,-0.03532118632244698,-0.0003055389164054284,0.04565064683093086,0.008233703895799704,-0.054095116807869464,0.14195006583262434,0.07016683077870481,0.09382098429829726,-0.006472059513079921,0.008196322897535939,-0.006189019368897795,-0.009207544007548108,0.057333084045780906,
SPX,0.1547877380916135,0.018258492034845565,-0.02042830537228578,-0.014568636164010735,0.23210059704461977,0.03863190397437246,0.12111803020565531,-0.03851570983041393,-0.029492824413296467,0.10256789731714884,0.19013349582760955,-0.04131422272095763,-0.03808027370123445,0.03735619735392456,-0.06759598801438932,-0.012830648908658784,-0.028444554827256538,0.09333091555629329,0.15279980816530178,0.009195155287143462
MFGE8,-0.13143215927701538,-0.09225967631787363,-0.048379119119017946,0.0035671741896409737,0.11031702982808865,-0.08997255926017833,-0.09683521002139078,0.08024586141878153,-0.08307453396964946,0.1722667183170365,-0.09635242665747328,0.007480810107382532,-0.04651319829157287,-0.06503013303499316,0.12068963103748813,0.008415692936336872,0.16866498598066368,-0.03886813521553534,-0.08313741031297908,0.1313816995610861
TGFA,-0.19855314425161238,0.08418892526156319,-0.02965677148323005,-0.00779075765964715,-0.10453834204492816,-0.09404742368720623,-0.15775112099855668,0.14598787306453134,-0.012435541472830335,-0.15881530145103787,-0.027745728730832968,0.023412763142817695,0.06750883518430208,-0.04344631338818091,-0.07866002153102054,0.06771554635462762,0.034755325044097694,0.13360802125957835,0.03065426114019082,0.00907695808035072
SLIT2,0.35701202752644295,0.017516455830081122,0.03634602673837945,0.02727506551730851,0.12386359936576498,0.06553453244666405,0.17590877073431851,0.014461403212343814,0.0027141030882170433,0.18531384304653487,0.26981860945419833,-0.026464627131966647,0.09357097916013601,0.05397196103320522,0.014980915401323907,0.07302086934585757,0.04070079601062774,0.04213154949218448,-0.018516650646175102,0.22357585055820137
PLTP,-0.09764255589967269,-0.03336876258734514,-0.0514468747591815,0.03164627652549972,-0.22444149915613026,-0.10393699788554905,-0.33678243347051184,-0.07068307348042721,-0.02758746542528396,-0.3949134190706052,-0.0014448787803279528,-0.09923955317293102,-0.007992097639195728,-0.00873251622140361,0.13405210589006286,0.005083490956261839,0.007641980169019809,-0.06582012846639272,0.0006604021063072432,-0.019589280164099946
APOD,0.16868823307530242,-0.024324555068815756,0.00341933620531428,0.06531407029941402,0.02807510413179867,-0.07163081624317194,-0.26221906583858506,-0.09277252184618383,-0.07745492745399675,-0.22996868198330708,0.17383353446959224,0.03186262362496789,0.06790637150913188,-0.010403446231206662,-0.1339482276026713,0.0033426057132502785,-0.0486292122465965,-0.09208637812620117,0.07105272822504935,-0.092669785128117
B2M,0.07320216281211467,-0.07496842197076613,0.03529243810026181,0.012954424495481884,-0.17243031850046386,-0.2242615767696657,-0.41972409272391437,-0.23329276651471018,-0.04706826274948682,-0.43876842910749364,-0.23212236871798878,-0.029064517622293416,0.030499504195511767,0.04400595961733657,0.13375318606637737,-0.005675193181989616,0.021365673368700745,-0.13160228264037516,0.09349560378248901,-0.15859189191477127
OMG,0.2354314490616569,0.10118847957518018,0.0703659660258556,-0.018091447678481986,0.1785061951898106,0.019701626687544556,-0.12402390442650114,-0.0819964160965762,0.0662589771675642,-0.019590939553615745,0.1442450688539656,0.07430515842119292,0.03792581134478331,0.06536863002331643,-0.07559354962624656,0.003344952613950736,0.05993632225263389,0.10069697175068136,0.11568257299559646,0.04414747669353016
CXCL3,-0.12277615177075574,0.014547823002742035,-0.0032895895561697876,0.02663611072642235,-0.11511349746381627,,-0.031113172602829694,0.11822668298008548,0.0007605993905167739,0.036295698117413275,-0.012793584296946875,,0.03483218753742684,-0.007218656867134705,0.11005619413664766,-0.022812439947271695,0.010333092869920128,0.07215747961374101,-0.007369935809445852,
CXCL10,-0.002134814390796891,-0.033684170846560474,-0.014770216097201274,0.01724015570837695,0.03948586167864885,-0.0270842225954444,-0.32942799032100767,-0.14842601568601607,0.01786401301401367,-0.06494748579196637,-0.0326851572981206,-0.031565333661438315,0.01655328280604659,0.009919702815515035,0.06076692181138554,0.009996499090302546,,0.007617759860855656,0.11046669841503531,
RSPO3,,0.006073309715351618,,0.033059805495456805,0.20621434988024326,0.06220940681564251,0.20015466935349244,-0.051084667377374236,0.01645049768147092,0.13881033213412514,0.021402108285276125,,0.05336077382435309,0.039523496120154114,,0.07977826550635857,-0.002471574454642093,0.015195129792614582,0.044275037424650554,0.03998911437781714
CORT,0.0899545534283627,0.11318633634303212,0.05955270277028606,0.014856901741824911,0.24033183262527286,0.07933751928035356,0.17595988706429744,0.010442057920082785,0.02666790445835106,0.06126009122925766,0.052828665873520086,,0.023340220053360956,0.012669665164517068,,0.015164064080393553,0.04347461389371784,,,0.03231157285013565
NCAN,0.05044364420388203,0.034688413142234524,0.001136973701326745,0.01379212611004124,0.33871747765652543,-0.06008968973549588,-0.18451403656522186,0.12005594780280357,0.043935751638022894,0.18595937978682842,-0.23121190050977958,0.07591449496291852,0.10897370921721658,0.019408207978193065,0.09929334414150817,-0.06933383098044216,0.049760409979115613,0.07914262159201763,0.10452405632126739,-0.06418000015411793
