,MGH258,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
PI3,,-0.03357757045135365,-0.031324110537252245,-0.017059878953496654,,,,-0.07885712755123261,-0.10029656351289615,0.03333971527257065,0.037005021138532636,-0.03630199007887919
PCSK1N,0.08767372360343756,-0.02723093620821503,-0.03858300706687437,-0.05021156585474451,0.019988310294572615,-0.0032494447624753374,-0.023288174616658247,-0.029024759202915404,0.004839339011069157,0.05900119387632161,0.024294140094801294,0.03320074106929808
NTS,,,,0.08265209143011978,-0.015838265299929523,-0.034485164286255476,,-0.04757815975604154,0.0050539492500689,,0.02892270610120159,0.09284644563152544
SFRP1,-0.03666238575576914,-0.023311797092045422,-0.013287831686745421,0.0339762877529214,-0.010618823265519347,-0.012438720314796457,-0.010810455598967969,-0.01800906593800625,0.0744477428141173,-0.06715580603936636,-0.054462347792633765,0.06116370356269121
CXCL13,,,,,,,,-0.012489182229961772,0.05145142044669874,,0.011586206831838797,
MICA,0.07648483263977164,0.10761319638196101,-0.037989062388195084,0.14578001495398116,-0.004500928832912309,-0.01340884886990236,0.012898381958657874,-0.0031543064664219414,0.08082757345465688,0.0860125130890065,0.04960680433514174,0.05483192350012178
TG,-0.0250132527512365,0.012446838379578842,0.005707793177554841,0.10834638340680461,-0.013378609165148483,-0.009001847784512542,-0.014063569461351212,0.03952772960308236,0.003075690129578598,,0.0717414818161224,0.020248263095155063
ADA,-0.0014325604658733918,0.012658956136997544,0.04648388648280727,0.1602792990380826,0.011092560256394511,-0.014619724731129035,0.06863968184620703,0.11145862151941573,0.05444177315215777,0.07045021964835393,0.05067420596571314,0.08527684662227489
LAMC3,0.09615002182495216,0.12661958252084585,-0.04009925751580488,0.1705038210819444,0.04947992549867648,0.006158190202474819,0.01239133794480863,0.05922798250625657,0.07119726421687125,0.13679364111960535,0.040086279750728614,0.11280352582909951
CCL7,,0.01369234065850768,-0.01036756257503593,,,,,0.0074381513548311224,,,,-0.01750887410661864
NGF,,0.03575526423654272,-0.02375473385921641,,,,-0.06419717658584648,0.016151463387848647,0.03203036346077765,,0.16589334682151116,0.0164266423535132
TNFSF15,,,-0.011544787998292559,,,,-0.05016283146412493,-0.015341324687550683,,,-0.019603338611168423,0.027402621615517438
HMGB1,-0.015178610204442012,-0.012050641528643706,-0.04077679540337354,0.14341309537434213,-0.035867854152079076,-0.013268610976927305,0.008325387443293438,-0.07650171149251843,-0.08635472233192588,-0.07432867464303776,-0.029882432490327536,-0.07350410151020258
ITGB3BP,-0.005556671452082249,0.01999985163782006,-0.00560713055085157,0.1827040628524182,0.025865093882008777,0.04551494932175226,0.029884764842796868,0.014084160368712469,-0.004374147767119848,0.03586041526228686,0.02114874866737337,0.006586662582778603
AANAT,,-0.029454577352957777,-0.01050457747353434,-0.004691102842770273,0.01095078535932835,-0.010376574133384848,,0.05434312438190243,-0.006586432284034876,-0.023773267010538533,,0.004069930290880625
RELN,0.061020791355353744,-0.021574986312315598,0.014346780706517341,-0.09053533850553842,-0.026489394249709843,0.02773086217077319,0.1187993200680253,,,-0.013506360698903324,-0.023678708582850285,
IL15,0.008625093809656205,-0.024042068624107685,-0.008770805022457306,0.042318519685569614,-0.02608833570658852,-0.022302658419311353,-0.011789357692753294,0.059221347102707926,0.08786485841555595,0.030870813605844778,0.024924209735713142,0.031731436666387614
UTS2,,,,0.14086658538434457,,,,0.015290429717783716,,,,
BSG,0.07992806073902599,0.014658345791848899,0.003320063877249865,-0.01919317793952911,0.043340759275898415,-0.02869529575480445,0.010057667093117909,0.11750516969957327,0.01448704025037396,0.1257188932983908,0.03686478111375869,0.015859813334919537
ADAMTS3,0.06608185159976522,0.02642227150412778,-0.01610284264433837,0.21078775182130194,0.021281579395731356,-0.01699742809411846,,0.05321907638150564,0.022212930592610026,0.08851464847483285,-0.012879328219590338,0.021162682240757794
CD34,0.01093266924936344,0.05512636781512278,0.03574083265179558,0.15819873279402455,-0.0017989497423123188,0.07353137395811371,0.06842058528731322,0.10023188422216797,0.1475148771119903,0.10430091115758028,0.0945293862548147,0.02119082276383485
CCL23,,,,0.08569930045571579,,,,,,,,
PLAT,0.0896139975023409,0.09959773188336848,0.03500845753572173,0.11790234111610144,0.04556339091728932,0.010613174973148749,0.09942991472409644,0.033818177851192475,0.03836726649209969,0.13542391103809442,-0.08507040310129399,0.05844647476330993
NTF3,,,,,,-0.016750266029972673,,0.033859123606723926,0.15688667247913748,,0.016634106418208918,
LTA,,,0.07462005039610575,,-0.011587551209366975,,,,,,,0.09390480964784416
CKLF,-0.037045646369569564,0.061384009558829764,0.023496349732103648,0.24934206434667147,0.025286963967088207,-0.023706628999044285,0.09208359166778375,0.0452426641316302,0.05966904327631755,0.011010117902833629,0.06324277007442727,0.04980595908110648
CD24,-0.011585397976010752,0.023570892081736624,0.014846344265768134,0.014972390120798325,-0.016900615502677706,-0.04338544859769494,-0.19035150355564398,0.004105611276302189,0.048357916757348796,-0.002158580748191227,-0.019791774874251485,0.009794188943942584
HSP90AA1,-0.05616894571384985,-0.0944161676216646,0.0028916978555057803,-0.1858932363415426,0.04670709794753396,-0.027912616292000616,-0.03214675559923635,-0.13642099965374846,-0.1406011980258238,-0.020931776232421727,-0.042312177104310046,-0.07297690367173801
BMP4,-0.001204556395131009,0.10409521034721295,-0.031002105013136497,-0.03686629958645645,-0.033236461866610154,0.03333474148228578,0.03219394093285498,0.07973826908688708,0.043288339089600406,0.09530514582698395,0.024179383791723033,0.046865061130446854
SCGB3A1,,0.045225418145753066,,,,-0.008752741771559441,0.03606318673868276,-0.01376206801805843,0.12026734164012652,,0.032770758495599774,0.05815255611919764
IGFBP4,0.03863317068576093,0.0768565591782695,-0.0006961358639462646,0.16707386506985836,0.006424504319643986,-0.010823372670909711,0.025353224799486065,0.013519927817613776,-0.014303876055222356,0.1425122480972733,0.07732936860683497,0.1177795456676373
RSPO4,,,-0.005676193817846619,,0.006499361390326449,-0.008752740491272957,-0.043735965173500466,,,,-0.027416417847784178,0.05675859861269186
LEFTY2,0.029626831215916208,0.08541826008553206,0.012396881891300981,0.20102676052564156,0.020583255738782596,-0.009597486997049036,,0.046942216157288594,0.007434453167447069,0.1618846368225555,0.003448126054736362,0.08492031227081946
PF4,,0.11113278450842615,-0.009045494093556969,,,,,,-0.0011226373073275435,,,0.14599377854055373
ANGPTL2,-0.05108083331606652,0.0894708250446143,0.005373447515449215,0.14769276754713848,-0.03566570386424281,-0.062158811240315665,0.027017771726005183,0.089898988540421,0.08295913044944085,-0.02581806486807183,-0.07221363417217685,0.07541551475987981
LRIG2,0.030020177931620276,0.02127106706263433,-0.0014448795742038796,0.01097232178500285,0.015419437819212834,-0.01087860549121499,-0.037276512273463125,0.13330461224400222,0.07768552903863922,0.08199142048608814,0.06487505487724088,0.027238243065767564
ICOSLG,0.018085486807204378,0.08133374179355987,0.023576858700636815,0.02016033957007161,0.06347487197140685,-0.016611066949028835,0.07924582324143123,0.031219530835575122,0.07834895569072044,-0.019569271917377916,-0.05160550057912515,0.08428720881443702
WIF1,,-0.01877434516387998,,-0.14536116096627855,-0.010399902900400486,-0.016470845391121706,,,,,-0.025486215996005927,
NPPC,0.061267236582625936,0.009253751292602577,0.04709479428144439,0.036085817081681085,-0.020286906127289263,-0.012164167301376375,-0.06388745590565999,0.06614805195356302,0.024857418781088308,0.05164489752559441,-0.006835112271842245,
LYZ,-0.06115040256687581,0.04589867696538387,-0.03493168853046037,0.22319928140614617,-0.031973178664575004,0.012168229767555265,-0.007266385923883319,0.002680426763305114,0.030512748583807467,0.02801834880254229,0.04603444289936179,0.03273818644144828
EREG,,,,,,,,0.025531713442364334,0.06704132208975021,,-0.034147610672152426,-0.026046385075001267
SPTAN1,0.07112433034259118,0.017617423700536938,-0.002917597107658018,-0.05615022679223482,-0.04828478254636995,-0.05040978030745052,-0.07332418926684448,-0.016746886996657193,0.053593664414385296,0.011965425982305088,-0.05791954926530219,0.021285819667151953
PTH2,,,,,,,,,,,0.0008967636255856017,
LIPC,-0.02819355307810351,-0.025782584695367892,-0.01625542657057585,0.0010650019885797672,0.06335830269923073,,0.013174562613648329,,,-0.020622847957576584,,0.04799580113499774
COL8A1,0.02099403526610247,0.07819834761916558,-0.02934902347458922,0.0612442000768675,-8.275926153076352e-05,-0.010670700271109137,-0.012656935933447857,0.025143098603029223,0.07166691687212595,0.12876047864897716,0.07248132019472694,0.00814250914555391
GSTM2,0.016901482082192616,-0.017911820827339185,0.026303275403212676,0.07271958991218591,0.10327473236633951,0.059523681891481654,0.07792011994654355,0.04840269166868563,-0.02661972436719481,0.010985645576639445,-0.025370299652013373,-0.054926785404921796
SPX,-0.004429115733142435,0.031916636566440115,0.05034082989312852,-0.08964913045430407,-0.04461718277704951,0.026146192132222475,,-0.01794515660536451,0.052308871134550725,-0.04257003854055779,0.016045757262968516,-0.007971256573986665
MFGE8,0.07334896487549734,0.06935274380880813,-0.010340530208902307,0.07778416248984706,0.01632321327983292,0.010432568915616235,0.09161191450319155,0.05134299714330192,0.0680265233807707,0.11402358028870514,-0.046391677975620015,0.047201517777680974
TGFA,-0.06481822399981452,0.011282769722693847,-0.04215771203310821,0.08291822767748216,0.09122356517553039,-0.029208059948271272,0.12482403524754362,0.03847396198523719,0.06529760659511447,0.011234199991023128,0.11172933530567537,0.01953579276099247
SLIT2,-0.012962225155823976,0.03225116734970766,-0.03078617263638397,-0.0780028203157236,-0.03468134288182244,-0.05643451414769514,-0.03642139852151442,0.06410642821309483,0.04514054833906856,-0.013261492863958032,0.054826139997491155,-0.024317918673197395
PLTP,0.05044359032568004,0.06255435810066003,0.03069021548219888,0.17053259414077293,-0.02940339177211833,-0.06092249683515527,-0.033060307354327655,0.0016656274523985663,-0.04402361439782237,0.1262843803841061,0.15659444652369145,0.08940878011261855
APOD,-0.1539745855348844,0.024731982305561166,0.0454184221540667,0.05142070926425486,-0.03446736132579279,0.03432948470984001,0.04380430958102321,0.14594782057703176,0.12462647285622343,-0.11043797495491613,-0.0906459589340031,0.059479052093091914
B2M,0.051827835495505716,0.13041589100575907,0.001880166919631066,0.24131796322833413,-0.01341602826921913,-0.030586254063892277,0.11009701198471007,0.07266377170817837,0.006563589149692851,0.13889924421276081,0.10986930351959637,0.027167627824172886
OMG,0.0074155299339131965,-0.004151696446164106,0.022256006540785352,-0.0572807287511603,-0.0731340429036596,-0.01308835740616235,0.10874793778404543,0.11542934010304515,0.1528780311370554,-0.08240188351343193,-0.010781981960906012,0.05496816382597146
CXCL3,-0.030169511365916644,-0.010651470873648738,-0.02587071987368801,-0.04050983683248447,0.06401600203610548,0.021034236253145655,,-0.020179074557599746,0.0055889491844858,-0.02638483596570101,0.013311484782606072,0.07283863362947911
CXCL10,0.019023580737895254,-0.005833621020603057,0.04420447433562423,0.18680007318011727,-0.014127503170759137,-0.014223966698863954,0.014872924197342869,0.026217459763747397,-0.01978832530637226,-0.035546002066782614,0.003204793074572687,0.03348283636810404
RSPO3,,-0.027577182914042275,-0.010504576697364997,-0.05066391618719772,-0.020355012780647528,-0.022737620271383565,,-0.017944264381656035,-0.011067938022736853,,0.0251856453489621,-0.017768083524944564
CORT,-0.02460401069060277,-0.01794480407649588,0.0006429584538444787,-0.06544311983838433,0.004173939892795268,0.010115559876353939,,-0.014012179611347804,0.02673537892774989,,0.12042586802069322,
NCAN,-0.023222769464812592,0.10581376207575563,0.0030340220469899466,0.12200591890586407,0.09148869978065234,0.006227128500717811,0.14576759605069448,0.10333231159745018,0.08809722908218923,0.11858376224564729,-0.10348103772293941,0.028542209923803002
PRG4,,0.1136888383971582,-0.010367564190666659,0.12389298745594925,-0.0013145412733070573,,,0.10475221264753821,-0.0006394992135262542,,0.002332192452855961,0.011477020356872149
ZG16B,,0.02247650563796702,-0.01203282619368474,-0.01502250261932078,-0.009207361336152383,,,,,,,0.09145570454869206
TGM2,0.019374952703309786,0.02152610796947461,0.025076337098492753,0.0927566740243411,-0.06065917164802814,0.004925333216697402,0.07964129100577008,0.05192131884328057,0.024060804467688546,0.085768038998856,-0.03723555202976321,0.054970943500698664
VEGFC,-0.03746355494936238,0.048073385993709104,-0.01847777540401691,0.03882721433376196,0.05307553412060887,-0.01870269065289696,-0.03733369256574892,-0.014293176857782336,0.022272691177455995,0.0826253345540419,0.07365841039299348,-0.051964503053491616
WNT6,,0.009507431529587607,-0.014339676232951015,0.03415831775243665,-0.020490654248846732,,,0.002560970699822286,0.030969713428646854,,0.08959673708517372,0.051662790962852985
NRG4,,0.054139811576396746,-0.012617799893317235,0.030079977098711377,-0.017688831931288708,-0.032466898461829305,-0.006940872303198269,,,-0.027945530149541827,-0.03620409110584224,-0.017768085516322814
PMCH,,0.12300865624672948,-0.01748319102272697,,0.08867249403103288,,,0.037285960776218846,-0.006864149071464767,,-0.020844820877338643,0.16104135126295946
COL9A1,0.10944786174277892,0.04109798727657629,0.030007422158688336,0.0759369671043955,-0.012903945153181301,-0.01854104797737231,-0.017079751734897574,0.0525291292343128,0.10833371430810115,0.016321686154806166,0.05387398775864472,0.036502213664829454
GDF11,-0.058996812781667574,0.08998654736584788,0.015804920609226756,0.15148795053979264,0.012648321346366197,-0.012957954500503892,-0.014580477689465883,0.027784620895676116,0.001742481031710402,0.07827255711216555,0.02370376950082528,0.05077897234651139
RAET1E,,,,,,,,,,,,0.15102623604059076
IL24,,,,,,,,-0.029853750535068526,0.04440945624593603,,,
SORBS1,0.018168142132433087,0.04483408386621368,-0.01505073054752256,-0.018182743137785392,0.0051607633758972895,-0.02142578035411564,-0.01520131591481823,0.0430255393997197,-0.04773183399998889,-0.03252519637943054,0.03118565440474215,0.01316465833901783
DLL1,-0.012625389879259439,0.08222298614793594,0.06781241284878796,0.1058181472525476,-0.036014233063491115,-0.027502805844829514,0.09131193150720204,0.05984087385462859,0.07797554471086855,0.044525868802147886,-0.025626880577113653,0.08081022052122622
TLN1,-0.013297500104907592,0.05274190401976398,0.005686183663918613,0.14352013569181396,0.04933118914433897,0.0020689117815008056,-0.0020741872301916495,-0.04452931944133812,0.006581046024412626,-0.009661610047490363,0.033107243793174514,0.019783654877567534
COL2A1,-0.035187856796455724,0.11132304555772941,,-0.011294928670960389,,,,0.08284185550308609,0.019393127123708512,,0.05420377513063599,0.11713791623316173
SHH,,,-0.01077360140368055,0.0633944971133238,0.08276563326634474,-0.010049708538864168,,0.0270723631520549,-0.018719415302349905,0.10835973815583902,0.03798430587115561,-0.0216132246846869
PON2,0.03656019968498997,0.027403634196816153,0.02633045309118268,0.18768058154616934,0.036831381980764605,-0.005539557057050217,0.037571505711902965,0.1150653343558187,0.08693810598081424,0.10738721165137527,-0.019073358865251612,0.0007891513808115685
ICAM5,,-0.017976327457847184,-0.016791422456706995,-0.06885705565156933,0.041075375641126656,0.03433212080797784,,-0.009785837459467789,0.013687360923378513,,0.03276713021127527,0.07278552586473476
HPX,-0.0004984742700160167,0.01228182371271757,-0.02621363788294473,0.13231012653715418,0.05830374790981215,-0.008752740879238496,-0.04541005535526762,0.04802112091851345,0.06347047825928406,-0.01002764394553625,0.06381701009663336,-0.020990484369683534
SFRP2,,0.022761027114888692,-0.012269964465112988,-0.00827548905146774,0.13318912021195176,-0.015534229970304791,,0.025722535649832148,0.013446223681544937,0.0014654410302784872,-0.001859597410947857,0.10252122921851206
CFC1,,,,,-0.011587551909662552,,,,,,,
CD70,,0.0022220955468760157,-0.02085544844324634,,0.0177605551900333,,0.014878851478578222,0.03245923252774489,0.020891801142185182,,0.1000440000111136,0.08167161681221609
HP,0.07367708241499742,0.010422206186962863,-0.007335069700591923,0.06051438690763251,-0.01830683417643159,0.02204047397176205,0.13458915809696104,0.005450566877164168,0.0052972959850601685,0.1671222798215145,0.12436797802790786,-0.010805165097841516
CXCL2,0.008223557084819061,-0.01904419018408618,-0.04044326457231956,0.034685839279505824,0.034231369962227746,-0.012164166349371085,-0.034388489227565606,0.017388002857539102,0.017062904254536566,-0.041059983038248406,0.008604109815056512,0.05187257034424069
NPPB,,-0.026191065766862896,-0.038378081753655154,,-0.010146531702633126,,,0.0696370022337725,-0.021867182972060445,,0.11611584059905446,-0.018023743920709236
CCK,0.013092374618246472,-0.01688308900284876,0.012011991349708914,-0.16976866416696765,-0.07464304013912595,0.06851522508486443,,0.046114349339484564,0.1560914330238192,-0.05878796046411795,0.0173888806776754,-0.023381661472288862
SEMA6A,0.05608901127929287,-0.025606842150412937,0.02100957113493055,0.11586440572163285,0.028439647045929762,-0.019064833085598823,0.04948098484239338,0.036836992721154475,0.023756393193751054,0.0499266339855114,-0.03942578098748845,-0.00950320703364521
IRAK4,0.034274001650358085,0.029947911611494155,0.013339561193885774,0.1370427090060522,-0.021178959322362582,0.039786495970315174,-0.023076623009357512,0.09241229948996336,0.0491334232462412,0.13264301831855735,0.08282747738398881,0.0590116579310275
GSTP1,0.059956622371474026,0.05053580488872113,-0.00596090219473211,0.1998461003625196,0.013913245270614471,-0.027322842571667602,0.11096942291493936,0.04655637755800562,0.08416366775650397,-0.05779112797505914,0.002252263775264829,-0.005834169195122489
VCAM1,0.017500428686737724,0.04976497552791653,0.07904685693836216,0.16682670223842716,-0.03133983560836392,0.0007974351512021475,-0.06711138615295806,0.09104828125315566,0.05569225582319254,0.10044670476712593,0.023480418013501807,0.04470785805756785
NXPH3,-0.05496132165501488,0.09546026203304434,-0.007969146317049248,0.07370735500390932,-0.0210089981401266,-0.04312989903319877,-0.035930022793635885,0.07304945499843578,0.03286720481242085,-0.017049247547178795,0.01034370883054249,0.03070795693299015
MTMR4,0.029077425953440313,0.05145876371301153,0.03142860631015225,0.06138923803125169,0.01515733332798148,-0.03726982644592939,0.006633515861896315,-0.054268500627038634,0.06401009078681583,0.0810852655786115,-0.014429706391560026,0.019915381290198715
LAMC2,,-0.020557248006271307,-0.024080890616922503,,-0.01277335142407275,,-0.03490650098939525,0.009865231161676532,0.004986628416238514,0.028637869949227786,-0.002041506642454788,0.0035294501184011855
IL10,0.0082052395637074,0.06311208404645585,-0.02705407283523305,0.024064279222378703,0.006248394485337276,,0.10658924586006972,0.03204348389857227,0.07147100969158805,-0.006644408027327261,0.010299957047969948,0.035626022148627465
SEMA4D,0.010643738161196264,0.012412977364278854,0.04817296302860065,-0.09162778355698978,-0.004189431419459517,-0.04888452173248527,-0.005720938373501784,0.02722563592963267,0.10784616380638999,-0.18070863311007326,0.0034879959210403076,0.00970979508631823
TRH,-0.006275964096492264,0.028928810468022672,0.02156423794107178,0.10831857246017089,0.03790952824332976,,,0.015088781131208862,0.05455511236180475,0.0267011803546171,0.061456897413371576,-0.020187801890029958
SEMA6D,0.008481791688643329,0.03438388106722228,0.04748710948555892,0.08573308514480088,0.07398397458608427,0.01840648277551981,0.03214221058133668,0.0267917107137808,0.04063671911458468,0.06279440865870453,0.003287196349452089,-0.026116411878195633
CEL,,,,,,,0.020068301746928092,0.03606493660163172,0.04236871067014445,-0.0231935272121604,-0.011435110602723356,0.07204993549740249
PDCD1LG2,0.023499399225355908,0.06816798754122949,0.016222313795786553,0.06716637411385615,0.005251945958015853,-0.013623098165446905,0.045361259530227176,0.06489585009865691,0.027174553979830544,0.051196579420174464,0.04191999754042679,0.09121900793696118
SPINT1,0.06038800123864221,-0.017188919483342547,-0.030022099780973272,0.043749134879584935,-0.022190906827691394,0.005758080623022699,0.026022968538168177,0.007243184397776222,0.09415553693066962,-0.025430413467538163,-0.0027504163121905463,0.06077411143743655
CTHRC1,0.00130056277067386,0.049362222617844294,-0.018992115467342873,0.1148713652370467,0.09190470419524824,0.016956802287172994,0.02962744309259988,0.08806852340945034,0.06610506906003646,0.07446917340769002,0.08315619664801968,0.06534058718249165
PODXL,0.03457589589009431,0.10577242745040409,0.07262207681475852,0.18943798910642645,0.06312834982231867,-0.018666573576618155,-0.0317183058009453,-0.025088235306952176,0.03130251189445796,0.10805219310323791,-0.015473041027749422,0.06868867287584514
JAM3,-0.021273721164895214,0.03291129046189244,0.035740066710087955,0.12185392906558298,-0.020599103103142127,-0.00858032736864178,-0.07007585956401204,0.036247679504912374,-0.021179060412377076,-0.07866999435762097,-0.010082401537984073,0.01656778329039887
TGFB2,-0.11586971700049548,0.06436669184772742,0.00039602527330809246,0.20062428282831876,-0.05289399449209713,-0.032829997709266624,-0.048903941406174295,-0.061740311320901756,0.0339691687730084,0.09649376508933603,-0.04941386685098627,-0.04587139232060269
COL18A1,-0.031246719538188018,0.12527043639396654,-0.048098199250117664,0.13522422398828185,0.05824262227061557,0.04424178044599298,-0.030213614697568388,0.021051422643451466,0.00037470931333330335,0.12875720967839283,0.09140874212807718,0.07286342678514689
NODAL,-0.05442056200118784,0.009090944421793586,-0.021217619125480487,0.07386871406645734,,,0.05558943550016802,-0.025616544849804215,0.10431920315271676,0.013424306597406732,0.042318384609678586,0.04978487586485082
INHBB,-0.06454052100805295,-0.05042666317164727,-0.02626113147523742,0.1099082770123046,0.012733601730065942,-0.02321752506967586,-0.025474331445264398,0.029398337430493623,-0.015170333559221863,0.061112674507119644,0.06797822357664304,0.03136553552444311
LCN1,,-0.02055725263173581,,-0.0013971539888577255,,,,-0.047469494344841094,-0.008674850200216291,,,0.06137614029845282
ARF4,-0.007639671219251812,0.025590922995672817,-0.01350615960306854,0.1557226776290326,-0.04311161331778989,-0.005553633116328526,0.03623698104197371,0.1551015338732159,0.08563173572432092,0.09459482670632256,-0.014400287093720779,-0.0363540709405095
CXCL14,-0.06238040128770927,0.05543684369272989,-0.009154864255874104,-0.04347633563982716,0.03828907443938081,0.01980541160806382,0.01691963412692477,-0.12076080750680859,-0.02398681562479148,0.13031527676755886,0.09907766883794743,-0.005348018445666121
LIF,0.027609182693328807,0.03470758113385944,0.010383021393521749,0.08338254685478862,0.043810565580498555,-0.010376574133384848,-0.001816025541365702,-0.030972301035100354,-0.052498488874023225,0.03840276517537802,-0.07212497361564837,-0.01640617758643509
IL17B,,,,0.07651421759774704,,,0.19906656136563358,0.03166024478146187,-0.0002878191569078279,,0.051240423895329415,-0.022786740358155675
