,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.024932747864886303,-0.012055896488437145,,-0.019847336204798713,-0.03078876186226851,,0.0011503686938617275,-0.0241193840038876,,,,,,-0.04129786095511797,0.05300690872684617,-0.023813497881109,0.08745082661360119,-0.0053520877303715846,,-0.03318742349065224,,
PDAP1,-0.0530372056186806,0.01732435551943646,-0.0391890596500499,0.019044296754394657,-0.009289351917526861,-0.0765029408330709,-0.028251498413203482,-0.08038125818235238,0.002244796191095209,-0.04688346645406328,0.0012335174857268367,0.028894002975759465,-0.0372487326183045,0.026304195438952686,-0.09689093657144045,0.06736811556138594,0.011609303670593459,0.07661034528984127,0.02796247348021403,-0.04917624515737966,0.055713798130701396,0.07914111376132837,-0.009176330112971802
QDPR,-0.04402687803944504,-0.009878460467081886,-0.0224477885486553,0.0871058789474356,-0.050084916465859455,0.08413810112781106,0.07145409857039406,0.02974134923536048,0.027559920222919955,0.0045452352951470395,-0.2518385999805381,0.0714880917148727,0.050710311145780694,0.11824324026459697,-0.0020999151305561084,-0.016311811236493896,-0.020778453684290352,-0.00646386513692254,-0.007920593895963546,-0.02482535267506298,0.031135220710835732,-0.002773349232488039,-0.09450778711291817
POMC,-0.02064380459168308,0.058752719877487196,-0.021421404630910947,,-0.0038377752748672287,0.006626272814349521,-0.00428657284973158,0.06601619933981395,-0.007154118363141033,0.03527479749380882,-0.0700363231594439,0.04900428588717874,0.019726544943141418,0.06613683644098418,-0.013653112771223892,-0.052818852806683365,0.09257494195560541,0.05231000761771061,0.02573547476465716,,-0.0009773532554115982,0.055369157685289876,-0.017610164093673615
CCL18,-0.033596620849348696,-0.006007174640959303,,,,,,,,,-0.09470033258957002,0.03511506147558426,,,-0.04994048195484826,,0.009479780847912194,-0.02217340414652292,-0.07209463236593072,,,,
CCL17,,,,,0.029840333572168882,,,,-0.04103054186139718,0.03849917575528014,,,0.009954709235056154,,,,0.031835877836973045,0.019329230664443208,,,0.0016100882003284838,,
VEGFD,0.028878905475163696,0.0881648737621251,0.05881533928290528,,-0.03340593272786581,-0.017342401292831627,,-0.03872130120143062,0.09309429272396764,-0.0349380339631097,0.012377344305417315,-0.023314474001231163,0.03979198078240549,,0.03813678231847302,0.028750254784194684,,0.048330067942535325,,,,,
TNFSF13,,0.02490241803028049,,,0.07713279419670697,,0.0047689505996256,,,,,,,,,,-0.01723793988101977,-0.02054318223112253,-0.05522041709556353,,-0.02669843875005479,0.02531393102445711,
WNT5A,0.027120137817090002,-0.005222120251849667,-0.0010601040830088295,-0.023196791118250598,-0.06413126801612301,-0.06551941350936868,-0.11072065789993064,-0.05163266707038998,-0.00212798380570682,0.09706835331784332,0.031167946665321515,-0.0012478639302833934,-0.03761521920236329,0.08251511541664028,-0.03657590232791123,0.134207985271449,0.037693702276170464,0.0790073125241796,0.053473041106183374,0.10968802149445155,0.050405364016270854,0.02713728305653667,0.03194343762969474
CXCL8,0.1488593778420124,0.048947643863433324,0.06371718576811716,-0.025135226341376566,0.08652663515842211,0.008155124374153343,-0.005974431978608002,-0.010700152318736816,0.009795541174111235,0.01111476765972883,-0.062340760125633735,0.016550084690028024,-0.027391090787269742,,0.2564531040664706,0.030124911237881052,0.09070615678300156,-0.08629854685854643,-0.030874918157051835,0.07144087799254416,0.040779984815860836,-0.0073699315223214506,0.08186930713505966
GRN,0.08181032356290721,-0.03875879308201631,-0.012515217953145346,-0.030410645824356253,-0.0008709533580347837,0.016914737761301743,-0.08519717185426062,-0.08881375077764028,-0.003190714140808202,0.012839193846711268,-0.18695674696918743,0.027161587316733134,-0.019982096910699174,0.053504012600288885,-0.13281414190789417,0.0433552599036305,0.058716495946051786,-0.035312530149584374,-0.07240736958381389,-0.054037394828220925,-0.02189808046161146,-0.05724330888132781,0.07292358047816448
MIA,0.00633672683627732,0.028151513927699573,-0.015356642960508524,-0.017940444281570045,0.017460343267062466,-0.05461909949096193,0.034459071034323455,-0.030118792929885983,-0.038720956111639955,0.04172166024839058,,-0.01897303291107986,-0.03296339998878912,0.004356751616708084,0.09047927056430782,0.023178508966406067,0.023759226692899434,0.06619301153029271,0.027325372898304653,,0.07573325848437557,0.048249902349656516,
COL4A4,0.02605059498646883,0.00946095905123568,0.0521839919276379,0.09971261947134723,-0.04408734653000875,-0.019656899640577572,0.007520869704112011,-0.04015008993180724,0.018085628679960355,-0.05836147435827542,,,-0.0010764787098027089,,,-0.045009581114422124,0.0877346621401711,0.03375790957563531,0.021329779134158615,,0.061796960689988786,-0.022729683917570527,
TAC1,-0.047725077738346944,0.09474767930935844,-0.021766647439688737,0.09062812847219338,-0.007971736320465992,0.07067078630297456,0.2047693933417822,0.17443347895676814,0.06861497104158282,-0.025837658010852037,0.22174505570102868,,0.08323456912049816,,,,,,-0.015376023296784221,0.11817813727103867,-0.025717594406155096,-0.003281100860059466,0.24776281651947482
RARRES2,-0.009633358495654037,0.059139329567982075,0.030863083841438335,-0.003724006213314663,0.016000340834178763,-0.08499732167198394,-0.1665467246139589,-0.07761303129495178,0.11545327177807123,-0.02646903756692003,-0.004639451864378074,-0.019821657296411374,-0.02077746691213759,0.0456421555015612,0.0745107494747079,0.01070937783350149,0.14940453963415404,-0.018966147019223348,-0.011697682061056404,0.019638166506071468,0.08642551118205476,0.03984827465869309,0.032831268812028726
FGF7,0.007598596933026175,,0.170036287073039,0.01090780283144842,-0.019519707445985888,0.0517001578781276,0.027558599207527353,0.0804729198933737,0.045029363111524875,-0.07541997672096014,0.007860674908743379,0.035971996681868824,0.009998295037143244,0.08374642514281314,-0.03789295429437673,0.014768441988170632,0.009876005890728318,0.004073748221414533,0.029710682851587764,0.10794012029194759,0.03661990871104018,0.08438921123823451,-0.00733052637535462
EFNA2,,,,,,,,,,,,,,,,,,0.011184145729640903,,,,,
HBEGF,0.03342815645610005,-0.0155719540176817,0.03905461654438854,0.0201462495572103,-0.030752591989261193,-0.0332691902845135,-0.05118001829010754,-0.052246304198628635,-0.02708465646176235,0.014036626669559212,-0.08840749225493093,0.029985469498106886,0.05080478299703837,0.1010052663130351,0.012585795567370418,0.026101715284131567,0.08915634193485374,-0.006319153901972382,-0.0056466719268226774,0.051211658262822264,-0.007693455959590002,0.023706731270124792,0.03620902056059559
CSF3,-0.021931584229924996,,,0.023085876749476694,0.06251071650904781,0.060625128045474846,,-0.010772328866439604,,,,0.012284690473476523,,,,,0.1563784182072571,-0.06776207182314163,-0.05960849448896937,-0.013781113934382099,-0.029583410415849498,0.07424360026311626,
PI3,0.021917407107002476,-0.02775479316285332,,0.02556723109480318,0.06694401618340767,0.0926842565324701,,-0.01568569598043689,,,,,,,0.09076856736567802,,0.16198262533289967,-0.06088504282384979,-0.05184958064300507,,-0.006882676098932579,0.11589717972785998,
PCSK1N,-0.09540121353204332,0.09859529707836331,0.044025355970425534,0.01902320427548396,-0.0928175017570803,-0.009881722933554406,0.13811017062886966,0.06258168348948431,-0.029301569227584926,-0.04174879927442788,0.3240451411356785,-0.00048564269993612343,0.11411358855510471,0.005745937636077126,-0.09146034356492748,0.11073313780170305,-0.036914608484806335,-0.01975557497328568,0.05195887981448145,0.09649762756580475,0.06053375610168989,-0.018240008702241947,0.042382650847293174
NTS,,,,,,0.006312291094540537,0.046836769831066986,-0.022721191942911043,-0.031733146714764605,0.010031630017890888,-0.018397398523381167,,,,,,-0.0879306344740335,-0.03267826332715593,0.030441172291210624,,0.0587396674040947,,
SFRP1,-0.014512944008476938,0.009608913533555988,-0.001939645474500578,,0.021115981410780988,0.1297956237270313,-0.07423426614797199,-0.01733519567378176,-0.006767047495846317,0.002014717815640877,-0.04982573540147259,0.026107616185473866,0.06645253766145748,0.05573175044000661,-0.026946075473013434,-0.008936555713504301,0.04409906685201182,0.01865595943626928,0.021439594728213284,-0.05461073043652142,-0.04279098669801922,0.03286826929208818,0.021447182321916464
CXCL13,,,0.016994836247393435,-0.026153736242220574,,0.012776999406444615,,,,,,0.013280110503043155,,,,,0.05213644845786076,0.011655975067878351,0.011025119427592404,,,-0.02023076423011428,
MICA,0.01334789328475488,-0.03431275967273291,-0.03436322442907673,0.022011789760154107,0.010355617327719785,0.11272700045965481,-0.004800105442427813,-0.011169998756023846,-0.0006569407177302372,0.023191247850467167,-0.009167779231088672,-0.016568077027448044,-0.03208636601305617,-0.0550335750804747,-0.06475218102010381,0.008780960294010164,0.08877760843417801,0.09050808409482922,0.008571538536192608,-0.03117509454012135,-0.01122642452977965,-0.0441574726451877,0.05480017873573303
TG,0.05083678754958957,-0.011764118880664618,-0.016393590150347106,,0.0028874712373811754,0.048796545390364064,-0.006533769469687147,0.045489380761748265,0.07342987532749767,0.001354997815449062,,-0.0005359637994642981,0.0012132468857014838,0.09682027819940686,-0.08286460460134536,-0.007560713295435302,0.02742241491303844,0.053882564144011595,0.03178924951988407,,0.03190606059732089,0.025888080529877316,
ADA,-0.0449222072044988,0.0037342887931179473,-0.03386697456388912,0.060673349926625514,0.03121634587191091,0.00516105774746537,0.017803649961742482,-0.05497293756679641,-0.05148321629555457,-0.006829857107549343,-0.08678229605704438,0.020571496573298837,-0.004198131222773499,-0.02520175474821994,-0.14180669544588453,0.05215517378880144,-0.013408996096529829,0.0374405746663675,0.0008404783908884417,-0.02123952607028769,0.006219839311508695,0.05617620695143702,-0.0560305030264758
LAMC3,-0.02629783345191872,-0.03729068980147948,-0.029152192132817736,0.02745190590335601,-0.02797675757345287,-0.0056630465983130394,-0.014521031266846582,-0.018127225928805373,-0.01471914319937449,0.03369127625892405,-0.06382362343551559,-0.0011307460239564637,0.01762926775739903,-0.06161992286280188,-0.09642835633418492,0.00979310416650243,0.0008892787601108687,0.019832783466290325,-0.006259768377310535,0.07778972568857105,-0.024198067936241532,0.02941896679387713,0.08121458232791581
CCL7,,0.04496780166199479,,,0.007615144410440532,0.04443997726379573,,,,,,,,,,,0.01565519316616894,,,,-0.004277643712561527,0.09033443377598241,
NGF,-0.021954062860961587,0.00970146802574189,,,0.03900139845253512,0.04542639067532789,-0.05197546938987354,,,,0.1351609118131267,0.03195704850409374,,,,-0.057469592144050806,-0.008471078806700321,0.04549740663464851,0.03905761384729728,,-0.005576900841992617,0.061269310924141604,
TNFSF15,-0.02715991570083705,,,,0.11929488116617966,-0.009819715977238576,-0.003689041019331381,,,,,0.0121544623114112,,-0.02088351948111649,,-0.006962117144883311,0.05054238105357106,,-0.013231476322210535,,-0.0766035102711093,0.06996175419228935,
HMGB1,-0.13969105286975209,-0.01149507018630143,-0.0022439316977424656,0.0492867226389601,-0.07189593568307108,-0.005957877810468696,-0.06920325204759378,-0.11105674507762456,0.019813601718683526,-0.024430517569613692,-0.12856848350147623,0.022520591526341196,-0.03176541646579824,0.07910568341839339,-0.1900937910349347,0.0840698729843676,-0.0851080844181467,0.04998338414078228,-0.0067067547677204424,-0.035753439731289686,-0.0001309420701869672,0.05179779805519985,-0.028018341362099294
ITGB3BP,0.02272298250292756,-0.03310284913161986,0.02371728543338691,0.014955055701886618,0.046092642535207805,0.016535821093044953,-0.04640338014416925,-0.07020951235888871,0.03974697245988985,0.015584650758140112,-0.0604591102701226,-0.05708787022087012,-0.06238155870441785,-0.0059312797519872375,-0.02400806936276428,0.01842356416365361,0.04910566263553508,0.029293896422774076,0.06397815308320114,0.011731878638922565,0.02206359446988268,0.10125473707036321,-0.03557151924982779
AANAT,-0.00756833240664148,0.07634476932813386,,,-0.020682570231311516,-0.017310499442726307,,0.009214366086175473,0.000455103842624404,0.0002479119250168318,0.015144987818083554,,-0.018542802950112756,,0.010941476164148839,,0.03859732766709861,0.10271560800863613,,,0.1524965657770201,0.08339413607604691,
RELN,-0.037853552269589294,0.0073854375609716935,0.025515148548795625,-0.040562401720244605,-0.019178174318077702,0.12158633939598419,0.0647719239245467,0.10504007070525968,-0.029515259393725884,-0.018929015367903337,-0.02189593921904967,,0.11395626799043804,,,0.003399433381487572,,,-0.01823520444131328,0.00810396288924177,,0.014957188541303878,0.010600764936129999
IL15,0.019489224192786817,0.038897161296235556,-0.004967689966949824,,-0.0011875334128760287,0.03356552374647495,0.0680979613740046,-0.027379828661471,0.05696380068435507,0.033979116804342145,-0.01833337418204192,-0.014498121868773303,0.05986431167466181,0.012195103259812465,-0.02931390854588693,-0.06565955377388312,0.05371006631429058,0.011093717586927919,0.022763110986087805,-0.04100958842812924,0.09678286086326379,0.02941985054011835,
UTS2,,,,,,,,-0.02792650599622538,,,,,,0.0988107561128079,-0.028377045463572635,,0.02158265380460445,,,,,,
BSG,0.07498051110463942,0.012861847044023012,-0.03271921955150493,0.04340713088675778,0.08435984919134523,-0.045386095320209936,0.005183835724133488,0.0951378201790989,-0.09257584288867424,0.031456559063456485,0.2468417976989995,-0.0015308743616583333,-0.037731201461013796,0.09019574870224925,0.1653328526536815,-0.05011799242116435,0.15893411630189702,0.02235933143521021,-0.016135527209036774,-0.021336400392290383,0.048611779746565845,0.029110623440281227,0.029557597423671984
ADAMTS3,-0.052588596199726466,-0.0022268028594119313,-0.01694095416041029,,-0.010265524590486996,0.0018442769376645334,0.10133152331696457,-0.06417192939578312,-0.008112456583919486,0.022979072657755124,0.07842100727148843,0.11832734978173892,0.03654306396870046,0.020476016844345402,-0.11815263465878502,,0.024199151829002383,-0.014811759308456842,-0.030193721301642718,-0.04714903075454026,0.008310952678644427,-0.005679977417834653,
CD34,-0.02565548439124955,-0.055307554474311967,-0.016724765783435173,-0.00382208123061037,-0.03432503546295467,-0.030688336279612944,0.030177919604743163,-0.08058637982030806,-0.005791834900729215,-0.034937298693057804,-0.023245386195564127,-0.003429807479712349,-0.0012502479122979714,-0.06010064571833865,-0.16812505294027638,0.050369456854683546,0.0018761069644426598,0.10368993710057675,-0.016283610347328163,-0.055790359090618115,-0.058309334642198604,-0.007488303556740295,-0.06851850358200244
CCL23,,,,,,,,-0.03487053695514933,,,,,,0.0015675510274921127,,,,,,,,,
PLAT,-0.0823861803658074,-0.044868589326053136,-0.01096099611197352,-0.02489748766583545,-0.06489678922549602,-0.02310862628035275,-0.08143746568696196,-0.11010107350435036,-0.07470758459247001,0.014515206957957686,0.011736944113091003,0.0006289943539921946,-0.01874035341821445,-0.0024026035057627846,-0.14899012249869267,-0.07540804555166775,-0.023944240313157488,0.00882316845530035,0.04368662449818699,-0.09097753889849312,0.029301073120229237,-0.0037027076255558115,0.0656103296973642
NTF3,,,,,,,,,,0.025093080143748725,,0.07653202324239385,,,,,0.033051347556725084,0.039659418408379374,0.05260855557227529,,,,
LTA,,,-0.012055897725588065,,0.007570352753948875,,,,-0.0033796264947710554,,,,-0.00623126813183832,,,,,,,,0.03500643497534653,,
CKLF,0.0666494571936281,-0.06216745001666096,-0.04968831379693452,0.1033849441663259,-0.029124795134014444,-0.035272108245146136,-0.1101408106323289,-0.06647113393881268,0.07558267169856718,0.09132855713303015,-0.09792759216978784,0.004596636960302286,-0.024511101858003814,0.004319981379855181,-0.11677860879612863,0.05684410420157051,0.046837010809131815,0.09606058655159654,0.01596937763837936,-0.08657383346811447,0.04740106719989946,-0.05382764922917807,-0.030296353052370266
APELA,,,,,,,,,,,,-0.04111846086178232,,,,,,,,,,,
CD24,0.06495894997686803,-0.0439853552402963,-0.018072461104760653,0.013610843330608038,-0.013600999622997352,0.012055197008169856,0.030328772285701383,0.06688021532938078,0.07849138725873474,0.1548471712194357,0.0950355401912818,0.052294165225279875,0.019027273553454595,0.062026534557475484,-0.14501944958737886,0.06467928490954493,-0.10480001518627242,0.053140014592385286,0.04537471730469726,0.13231648468084017,0.0770334588505658,0.07673625924147029,0.09197379293910135
HSP90AA1,-0.05204322542033759,0.025872991779799258,0.041326155120143315,0.0006665279311370621,-0.04268940942945232,0.12547837977647405,0.13842864762258095,0.14246173403785123,0.08925615818892597,-0.01563664183744977,0.3558518192418684,-0.011685127293052903,0.11082793778146471,0.05215674607121926,0.11542978339240655,0.08920997745111799,0.0022029789632108136,-0.11924494326966353,-0.04515121107963305,0.04743221282441013,-0.004557873663003923,0.09252641011824309,0.05564316489469
BMP4,0.003187062272342482,-0.002383823777024895,-0.012779958305916658,0.04857307058601647,0.07704712158575805,-0.05716596670656623,-0.07523155335195389,0.06376712937321469,0.002667983828922512,0.0825713237139911,0.12354343825813449,-0.021064623979064424,-0.03401130384352413,0.10296002966868288,-0.07670899306347705,-0.01725572219168472,0.044161415888678945,0.049199567089997696,0.037404973191953274,,0.04665843820399752,0.017236208561744744,
SCGB3A1,,-0.037695559533252015,,-0.024633564476138403,,-0.0036056835839034245,-0.026803215680840688,,,0.01998243803645012,0.01973545582477017,-0.03794385053455669,0.13417370109816967,0.06559236834047727,-0.10229873916968861,-0.06167694767450624,0.03324047785760224,0.0266690206115307,-0.032147346355312224,,0.05734765642538703,-0.007885926715973266,
IGFBP4,0.01762003664931067,-0.045742277289067504,-0.005657001533572432,0.0039861786391766785,-0.026930839597950177,-0.04327707121732229,-0.0896201914960639,-0.03056277950519026,0.007766057116524077,0.003297402623977456,-0.08198204630398391,0.006347858914251269,-0.028525809081768237,-0.06897166276467752,-0.13509325898535282,0.01752330031639304,0.04327634022427317,-0.02515085382962603,-0.05002665476769951,-0.09220357820952295,-0.040096442934987354,-0.008596978781930631,0.12974580161663762
RSPO4,-0.02681913859806548,,-0.019489735583127124,,-0.008746360495947904,-0.04048754811888887,,,-0.04164080738221239,0.005307700365551312,,,-0.04929617565110172,,,0.09892318843479436,,,0.004946905192654882,,0.040341414984536444,-0.0007875870031499247,
LEFTY2,-0.044922230635993106,-0.033330859130709885,0.03978632750135961,-0.101941878718599,-0.047747694971182586,-0.06284293325418787,-0.010074786439955298,-0.057937059518184696,0.013060043024318135,-0.036693438912275333,0.011684473595761951,-0.025220275799758766,0.028730249969657208,0.005474641176222002,-0.040983541687612396,,-0.0034272600887154444,0.018021463176241852,-0.04180815305755378,0.07418440872822846,0.07406282177348227,0.045334976704184855,
PF4,,-0.03910309199334569,-0.010966477549302144,,-0.017809766012793254,,,,,,,,,,,,,0.020917658398538715,,,0.03543570426826362,0.01569468227341124,
ANGPTL2,0.010377776105971601,-0.006456977866544271,0.03156884922660442,-0.05725041334293734,-0.03692186738731531,-0.011177567938795274,-0.1478031652041987,-0.055761543246803165,0.050511412028331176,0.06988993270533757,-0.20426532239264023,-0.00040024520753702606,-0.05551908149669001,0.02680352385015999,-0.10061273074823404,-0.003959860464173339,-0.011162011944915808,0.014738794423762268,-0.0620191450795581,-0.01882233553719832,-0.00010768933870391565,0.05811815868951706,-0.05652062377284129
LRIG2,-0.014700162548254972,0.010174604649485164,0.1051051921360793,0.0018529637058747194,-0.0182985042807555,0.010521548048223455,-0.04770775311017889,-0.03462841330398884,-0.011603539644045952,0.021908089985148645,-0.014926566274843938,-0.0040481902964133055,-0.006645297800106685,0.04052772007168154,0.08361806654995761,0.008009961481442382,0.02356879804807664,0.05783501885008468,-0.02223842573887058,0.043294722476431576,0.020970529150644002,0.056396477782907115,-0.025776206712347788
ICOSLG,-0.005491433095278066,0.05022706381233747,-0.00045041542250031025,-0.0048139632653149715,-0.019915798680865824,0.006437430615038443,-0.028431173628347295,-0.040062231480753586,0.026005231390865757,0.0026958497759555825,-0.11174780613176633,0.008261561337837568,-0.018338972478484785,0.02502351226084722,0.07088854140457022,-0.031286911280451836,0.07709087406354993,-0.0039213997729869955,0.019531065091263827,0.008156007356743539,0.019791872998062208,0.03442062648051538,-0.04717875542799539
WIF1,-0.06241242184981944,-0.05419485001670134,,0.033005914928889,,0.0020220537852854116,0.15575778040386118,0.14636563514609988,0.012349235658301566,-0.005367670306816112,0.13217193603457858,,0.006783986812378465,,,,,,-0.05002909184971853,0.08117215267215606,,-0.0809469175377906,0.1417053809316002
NPPC,-0.05473396278585449,0.08894091114429731,,-0.0054485622951093,-0.006048457341201938,0.08505344435360901,0.04313998507071231,0.03708293493861697,-0.0027108448867569864,-0.004765143662895867,0.09813146723839192,,-0.0049826169503553105,-0.010900236233814684,0.12336047397231224,0.038903756005578785,0.04706291470210028,0.017036407941109888,0.04537828955431137,0.1419686820821169,,0.015254339404981493,0.026374304397624195
LYZ,0.11519789925999367,-0.013801603240925565,0.02538692970712353,0.04862413950191138,-0.06008535353544664,0.015163593377121263,-0.03303104171735851,-0.07386107809550474,0.023124175113516738,0.02898855935429291,-0.22307929796586634,0.0507054217131839,-0.001944312470836217,0.06710623079041249,0.004911886091280081,-0.024009557896431805,0.037878144729586366,0.05871991703426424,-0.014674722733349388,-0.017588852984009765,-0.04284272221772111,0.0674218488560213,0.0043738757117052
EREG,,,,-0.026265190543984268,,0.04037739196352151,,,,,0.02703541758020332,0.022983236204525755,,,,,0.0879819473470675,0.016052861620706665,-0.0013949085700730912,,0.023954573046404165,0.0986963174775354,
SPTAN1,-0.13844505246521607,0.01204270033113208,0.0004549489825957958,0.005258764055595084,-0.08644007164990632,0.04967855433170746,0.1387972744523806,0.06999180954202837,0.054270573586303515,0.03031895934126519,0.29003140768291574,-0.008798027044991379,0.04827495944535712,-0.0426033552140116,-0.09110459187256259,-0.03408286888014966,-0.007770330569898385,-0.009973733595479208,-0.007070052041807257,-0.04799728481882438,0.018975650636089015,0.03042067098442311,0.10195550841420034
PTH2,,,,,,,,,,,,,,,,,,,0.028564625263562772,,,,
LIPC,-0.033012733484974834,-0.026489425628608735,-0.01650513481041437,,-0.004294835328050728,-0.008860615141820547,-0.034655361017506936,-0.023118446920187722,0.03581749210528509,,-0.043907633838198956,0.0049935546574687555,0.07393169971633584,-0.03574820020472478,-0.03431825002501177,0.0647687137811,,,,,0.0381021948837288,-0.05218521913549152,
COL8A1,-0.05981683058785974,-0.0720144525140765,-0.022398267164631686,-0.044969829282685836,-0.0022425657980995168,0.01226387917739487,-0.08299864068520907,-0.020571873591601297,-0.06102290434111574,0.014935758232232211,-0.15434360460535923,-0.022577595329239065,-0.0030869955268678674,0.0043683961836624395,-0.03484568367292318,-0.025466299767013638,0.022209973025435575,0.05096087984459296,-0.021716100913575537,-0.030935775332385868,-0.05247369622236929,-0.011725096991195847,
GSTM2,-0.042645805168709555,0.01358056129639666,0.046887129669305534,-0.050056561864931175,0.03131208584869734,-0.017466762871939562,-0.008408678140245892,-0.056198931391537706,-0.03175507638255779,-0.03959621194985639,-0.045301504473211913,-0.007334754044537174,-0.024046302805966445,-0.04909811629585362,-0.04691817062457861,-0.0408649598039733,0.017050568586025692,0.022672043411815123,0.058273443917704254,0.06409640724006842,0.030053458227232422,0.06547628995280777,
IL4,,,,,,,,,,,,,,,-0.026522810753396856,,,,,,,,
SPX,-0.08007362426288188,0.01135329483397044,-0.04095694002166679,,-0.04695580943225419,0.1116031398510707,-0.013074677621404462,0.021085185526239024,0.04447198906965785,-0.008361308812255244,0.04072361155773968,,0.0099537133718226,0.02639869894987208,,,0.008801682428542781,-0.02763317487012818,-0.022006677708091178,-0.08066551991783168,0.03594106406057297,-0.06138253852164782,-0.05719016295811797
MFGE8,-0.008530248654862514,-0.03611033411081166,0.025333839108991785,0.054178741856718136,-0.02402218560622867,0.04876233400453893,-0.03235709265852791,-0.09087409795928592,-0.05986353415644597,0.015937871792308673,0.07240490359949926,-0.08162452864510684,0.044429013079536325,0.0023943598675869398,0.027822017041238413,-0.03545927794267917,-0.0007902807855249422,-0.021484458301705874,-0.0024876707617046043,0.014699718160584449,-0.0385691346421701,0.08057826722666464,0.019046358293079883
TGFA,0.024300659503688316,-0.004224279097220422,-0.00442700400242305,0.029604020603483182,0.013820760975615281,-0.09184367632036108,-0.052158794064853936,-0.07881582384967485,-0.08025674360520162,0.079293755150916,-0.055874676448199656,0.05962971218015008,-0.0547116741946171,0.002843813182805359,0.2216921003470731,-0.023773022702193714,0.004935139843011374,0.021991130628994788,0.021675673267083858,0.04085541258544734,0.10787244467279636,0.02003282666689309,-0.1106784586384104
