,UKF255,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CXCL8,-0.11097082083924047,-0.014634072992208097,,-0.0033269941115957706,0.004108104900511507,-0.02593479189226421,0.03073467617557749
GRN,-0.009178763819510442,-0.009526270423962794,0.01712604044791081,0.05028379208010064,0.0453843255018996,0.08049930111895717,0.04616718369929274
MIA,-0.04338308242690321,-0.029168808529338702,0.008276219799411054,-0.08765309151661897,0.035246938342461474,0.055238196699077355,-0.001731005503857273
COL4A4,-0.03301212841678189,-0.03597255341039699,,-0.03517406010712907,-0.028641683342994533,-0.011197817440383723,-0.00301370818165398
TAC1,0.10626464980978746,0.06781501782068053,,,,-0.029612666186633788,-0.02144719488027883
RARRES2,-0.11310449074022641,0.05169951082248987,-0.006937562904517933,0.0045227670613869324,0.0326656210599781,-0.03261155682793775,-0.005555970108889446
FGF7,-0.039257214861438426,0.046827922593156344,0.11126215888167597,0.044330650270300816,-0.008954013894855213,-0.0010547774067496479,-0.015912533728843017
EFNA2,,,,,-0.01700146464547509,,
HBEGF,0.03356489107454118,0.01234154066681747,0.015734878558720414,0.04035297727824681,-0.013433808592703605,0.04229892857863793,-0.05902539158885317
CSF3,-0.023107235015985682,-0.02107001239559112,,0.022100331255434452,-0.0077439245750165015,-0.009329537081577534,0.1543733105424725
PI3,-0.017111111843926906,-0.028488383581801613,,-0.023009691173992475,0.01693671400195844,-0.03408102345063043,0.010977097242043833
PCSK1N,0.09742228555773234,0.014042833999495654,-0.015487008758043954,0.005148257596604079,0.01700686786463554,-0.007763825836676136,-0.011429996863390319
NTS,,,,0.04014338496431679,-0.020713058414370183,0.028707417870241975,-0.02543642800871226
SFRP1,,0.059168392493539584,-0.008637487486484581,0.0672390515747513,-0.025432401432885058,0.08262375537086736,-0.024845349863501724
CXCL13,-0.016778586734173696,,,0.001631313215773203,0.007476535050755063,0.018825290578919313,
MICA,0.01242070196019785,-0.0047901635474951855,0.04247213644328387,0.0077603501080569185,-0.0030527156559951446,-0.014387637541561273,0.011316316530242036
TG,,0.10465973628565184,0.06333984937260084,-0.017688315249389443,-0.025510395714816086,0.017277817201428253,-0.020310759500851823
ADA,0.05451943866811932,0.03961198993738756,0.0178622108712476,0.027808644090626243,0.11171848430499431,0.055152606595675044,0.052935521336933966
LAMC3,0.13262306784107852,-0.00595972323619099,0.00651728439817618,0.08895127297400492,0.004153568677253716,0.025694438283896923,0.05241060314135627
CCL7,,0.011470309128418663,,-0.019951614432400636,,,-0.01799957145465066
NGF,,0.016495859435203042,,-0.023042517421920494,-0.016772936357622607,0.10748626545609076,0.025512320577956164
TNFSF15,,-0.013400988176988335,-0.028950083841849505,0.025780707870270782,,-0.015280422662845954,-0.04755798410577199
HMGB1,0.1083841757669456,0.012683500678048005,-0.036099741806555175,0.011588481012027271,-0.026033547743531053,0.07065412378077938,-0.035607260973869445
ITGB3BP,0.03879075884958746,-0.004850545451575562,0.03934915168652955,-0.05897537542647492,-0.016288564701287332,0.05226337633054201,-0.014460376748319256
AANAT,,0.08147028910968056,,-0.017503195503049865,-0.02287936664033419,,-0.019044297220356658
RELN,0.012976083570660163,0.04760110898468129,,,,-0.018457094601741653,
IL15,,0.008696744309871884,-0.04941744847462655,-0.03206657129698187,-0.041480078915697174,0.07205657995274818,0.06615011367245484
UTS2,,,-0.0535035748106165,-0.014905251987513381,,,
BSG,0.06176498095953703,0.011952864696940513,-0.004499226712114216,-0.012451002780398466,0.009646961126962896,0.03047366430399337,0.0046070149631085204
ADAMTS3,,0.06410980387386153,0.11287186156561822,-0.011077370706273222,0.08245765975023621,-0.004398916123687309,0.014224722454538609
CD34,0.13008836282508943,-0.004517582100006878,-0.026944080537440247,0.025676872828222265,-0.0053185066794980765,-0.020893534583275714,0.07370376919087
CCL23,,,-0.027317574539316613,,,,
PLAT,0.10028611440564865,-0.03597175536549406,0.042777918679133956,0.03892350990338159,0.004251203482996995,0.06992974474820267,-0.007205260014736999
NTF3,,,,0.04396321445077483,-0.034408070724257916,-0.04426805902124995,
LTA,,0.040467132247176615,,,,,0.15741215999762637
CKLF,0.059217875452659975,0.027199496128409332,0.01879586153831676,0.00363960743661228,0.004792714062460957,0.07703905678252805,0.020576214470934814
CD24,0.009653768023510161,0.029639685910501368,0.04211801453499698,0.06363005540956629,-0.04387240534229028,-0.040962060399237256,-0.008561225146420846
HSP90AA1,0.023783690025883104,0.014278834019792344,0.022687040163882163,0.012151199294352516,-0.028370412647832247,-0.07182320792408266,-0.04406789709650872
BMP4,0.013228798335182566,0.07888798315651903,-0.04684114787486252,0.0036335876808084493,-0.030717913189758615,0.04111378674384822,0.0014520431046267787
SCGB3A1,0.05717812331913465,,0.1160104237368332,-0.015304732050304701,0.01994385004005758,0.015903758361629855,-0.015988929328166247
IGFBP4,0.041832944335070524,-0.018046317061509283,0.03953119193288325,0.10525289800316909,-0.025348044364968954,0.08140152768948969,0.0696933033981153
RSPO4,,-0.02360956611186388,,,,-0.021370566561384606,-0.008057049857443885
LEFTY2,0.012679073737007177,-0.01629864872791866,0.009818419315207478,-0.01693666131119351,0.022790580179298168,-0.02906255865886727,0.08001123367306907
PF4,,-0.01049985148455759,,,0.08940247287288444,,-0.025630748082981058
ANGPTL2,0.11231244032230918,0.06329235669484531,0.043523350408350384,0.04699305501844959,-0.0013771365320423105,0.010502784298869696,0.05502414333881576
LRIG2,-9.139971223053858e-06,0.03266087115601778,-0.04398586861000121,-0.06356243466943565,0.07990700973766106,0.02765702790422596,-0.00649269018571237
ICOSLG,0.02626104393234646,-0.023989907658305058,0.04821521505440372,-0.0005138517126979681,-0.03302347834433259,0.01693265669880234,0.027480998714247074
WIF1,0.0384205411273364,,,,,-0.019866011612618067,
NPPC,0.08735605969481801,0.0016672299543920473,-0.02413601465892023,0.047782539966454214,-0.029484117416635935,-0.009827743014382157,
LYZ,-0.05666856519159096,-0.0188493866369413,0.02215132773867118,0.018625203051599273,0.0031416542228186435,0.007408290057447256,0.082436170192488
EREG,-0.031146851159421056,,,-0.01677813600544003,0.004970066065252214,-0.026617400961462954,0.05655006467599533
SPTAN1,0.115358660439385,-0.013460957901291827,0.027206041400946377,-0.05883844718111844,0.032300519298223834,-0.02008769450450535,-0.035194692444023755
PTH2,,,,,,0.012006191409356338,
LIPC,,0.011812320869154362,0.09614785738955683,,,,0.0208972338123054
COL8A1,0.05969894006788862,0.01681126125646188,0.009562274237313166,-0.02969117583691354,0.027630628317221115,0.04861770585774268,-0.0010958897589931084
GSTM2,-0.023972774882167144,0.01576215042720148,-0.03392340279914307,0.007414968627792994,-0.012796191516022603,-0.019140533733309758,-0.048965480528031236
SPX,,0.028995270443063034,-0.006907659866434154,-0.020116136729980697,-0.0193483104017686,-0.0368636756489589,0.04682766946491455
MFGE8,0.046394444317136636,0.023068958085922197,0.04532878997103139,0.078254282446767,0.03733363707501362,0.08114717448064737,0.07416840063616732
TGFA,0.011842703481889153,-0.035432924031174574,0.06329090703112292,0.021120245002494018,0.071774430739838,-0.0007701842512098911,-0.04249419646186257
SLIT2,-0.018358289784617326,-0.000976599995523878,-0.01766911130190982,0.019276925390379743,0.018517008898259923,0.05925152118596571,0.012565120817248917
PLTP,0.052397950497170956,0.023788535774818792,-0.019760711149428126,0.10273710040859806,0.049664512711426946,0.08689352582064017,0.04621275829815723
APOD,0.05761876120594021,0.006555107763879936,-0.10896818393901482,0.0031116821726384497,0.01955214700495963,0.04382284633205103,-0.03487589101952037
B2M,0.06218841938785359,0.04066883854955062,-0.010648531492779278,0.042461117537773735,0.011052067330278626,0.08067000677322923,0.08141458052043311
OMG,0.0771961013991651,0.02081345562422927,-0.09450908798638477,0.02312529276891488,-0.022434777055767213,0.025479271900604825,0.01807242736856109
CXCL3,-0.031608482823275615,-0.04168132405791411,0.03312389995912378,-0.022715067684993154,0.008647432324277718,0.01918442879767613,-0.01860765184174416
CXCL10,,-0.015192139080250917,-0.015109435127581877,-0.020602601446045178,0.09837953328836838,0.02230113085838251,0.03711760933019722
RSPO3,0.07010641841519268,0.011601218972731451,,0.04595830295291714,-0.025212006309522816,0.02001104156219014,0.07399181035589776
CORT,0.07302246258932883,-0.027344925233237474,,0.056149031928222626,-0.01630683779238712,-0.024542060983061414,
NCAN,0.1459712588902108,0.007119470803431354,-0.07975638495965473,0.018065907600574894,0.05258432721214734,-0.0547480894370846,-0.014535835623570968
PRG4,-0.025836874636068357,0.01218339399853197,,-0.021852538976402717,0.028007611343677952,0.054123118522162665,-0.04137751555431427
ZG16B,,-0.013967494386312977,,,,,-0.02277579280173581
TGM2,0.007525513160500172,-0.016659527361749586,0.0021821662112058763,-0.016892504676159922,-0.012016689907752742,-0.020820511873333718,0.08190285171992545
VEGFC,-0.03435849871710506,0.11487115350893994,-0.0411708379187802,-0.025676581603247567,-0.03267295977344312,-0.036473503202486365,0.0901328998254352
WNT6,0.010100154625971058,0.03477678358097379,,-0.00024661951874047875,0.06514991299946972,0.08176081844773465,0.019084831688688866
NRG4,0.10073236267118245,-0.014646521635127212,,,,0.05146359313221038,-0.018266047429200457
PMCH,,-0.020294182641226833,,-0.02027944269118708,-0.022879365828985743,-0.0162481340375146,0.06226515520557068
COL9A1,0.04588595570324482,-0.015297222860867377,0.020273014585988812,0.004513832781758872,0.030897681147088216,0.03630954723085848,-0.014004614887495298
GDF11,0.06151071166477621,0.031102150896922597,0.0931783508331196,0.024162105202240373,-0.01103472650064715,-0.002204697555041572,0.056976688585486324
RAET1E,,,,,,,-0.02003772424606506
IL24,,,,-0.015119863798231919,-0.015334556091954702,,
SORBS1,0.021543517571877113,-0.00885839381036069,-0.030969821440124577,0.001087226220972672,0.06102997080133783,0.04508703959781251,-0.05249514295129099
DLL1,0.011689048549632689,-0.0031632335056356264,0.0014701928329328125,-0.006235332742070882,-0.0017125885409978038,0.009770471847341044,0.06275969983973075
TLN1,-0.05084217175340191,-0.03609644840869172,0.027086008237689977,0.07894511476647,0.024214990112929217,0.004199406537367099,0.01936093724992892
COL2A1,,,,0.009440560910759814,0.0010900001351727324,0.054295787175569925,-0.02658326978369745
SHH,,-0.012505808253530589,0.048585302843543246,-0.019612136108064518,-0.06291795557312467,-0.02988813451019288,-0.0020347734885426626
PON2,0.12162352038626657,-0.00460329983262646,-0.06632398722902752,0.015888016600598368,0.024487782105304785,0.03976954679188189,-0.00032334000013958233
ICAM5,-0.024699350896393465,-0.019491189777623194,,-0.019758166060205525,-0.04894228753484617,-0.019628171634531098,-0.0393885356918132
HPX,-0.023107241811540967,-0.0009240838086795307,-0.024874570516351942,0.035305949209584506,0.04495282310431268,0.027555340266444885,0.020955698874922914
SFRP2,,-0.014242760348077834,0.022854383804348694,0.053857702178571894,-0.04907355310508858,0.0777535782907761,0.03091791576495476
CD70,,-0.024208640128780955,,0.020391609087404627,-0.015230203846009498,0.0069216783317044995,-0.027868155776814004
HP,0.14113000143437013,-0.015723866797590146,-0.010911612545729069,-0.029838106146991648,-0.018925791367639888,0.06619601516185132,-0.0273240091181494
CXCL2,-0.04288205221049281,-0.021742473783400055,-0.02572747454389379,-0.038363926908061674,0.03144844732525103,0.0024285930262521005,-0.01268873273663267
NPPB,-0.08884912731030398,-0.017203110565059517,,0.030271082608355798,0.017416572405725483,0.08190231563885,-0.018528870823195615
CCK,0.012814135477286138,0.072331308080475,0.21092870267006056,-0.009434876064863821,-0.015802659979050886,-0.06628640143431455,0.06268004743760541
SEMA6A,0.08046376897579614,-0.020511890322484332,0.0377957577723535,-0.0172503334122653,0.06073004540585908,-0.03934580410225198,-0.05622118178274707
IRAK4,0.022882085428794982,0.009158553817874638,-0.018722236976673492,0.0016707357943999464,-0.03819846421057583,0.0080305390396551,0.08223036116474532
GSTP1,0.002710173270808694,-0.05195575061795012,0.00643456754494628,-0.0623690261379864,0.026151142686172774,-0.030689246195876364,-0.0030057721472119886
VCAM1,-0.03763055991898309,0.024330891005066902,0.007931774600456328,-0.02341549399133007,0.05248749567260828,0.026574336543609644,0.03173551415067378
NXPH3,0.09612111923030114,-0.0034003384690012572,0.00983818735295777,0.016114224353994323,0.01578616301583565,-0.018265591988262803,0.004131620773464241
MTMR4,0.08222685913278822,0.04222050945608217,-0.0022484542628483477,0.028298014430095962,0.014750727351228189,0.023186800978405055,0.03493447558234135
LAMC2,,-0.017210945533894587,,-0.01858849326778971,-0.020138574942608872,-0.015771348431845234,-0.01129347023717751
IL10,0.06293127487641964,0.017185456309993657,0.016173424976963367,-0.03538096986803693,-0.008207199832720282,0.10025458690593883,0.04288673733810094
SEMA4D,0.12253431433143543,0.040913116613582864,-0.07218513896698625,0.048469592362087324,-0.03804171906183199,-0.04117952136289292,0.03933837981930212
TRH,-0.01784624200191854,0.06196521924852358,-0.06768242455857032,-0.03211379924431657,0.03146080089995492,-0.0018277419764963214,-0.020753577895369375
SEMA6D,0.07622541107797966,-0.039191476260977555,0.09608349855027681,0.025385184883655123,-0.047673661518539176,-0.018438624558934313,0.019902664275339932
CEL,-0.019584105745268348,,,-0.022896722584917605,0.008003518002945485,-0.021258215996533426,0.036591749568211596
PDCD1LG2,-0.02411314002861135,0.005481625820980257,0.04423829599131596,-0.048258215413919295,0.039534115250837346,0.032597199947362356,0.019002114139672236
SPINT1,-0.023514162251180252,0.028565743932109085,0.02418922247161004,0.05358196178689623,0.01848699104353094,-0.004214325736257589,0.033617095554331705
CTHRC1,-0.020968013254710188,-0.03660006543348159,-0.03384673636868917,0.0588356963583318,-0.044083143697176086,0.028775376637325874,0.04783493370940139
PODXL,0.10960116849562933,-0.05244627386169068,0.09652202575778365,-0.019692685228860054,0.014973091560863358,0.05172369009416406,-0.027272056499811747
JAM3,0.07324323158968675,-0.04027597804230947,0.007732815282881373,-0.005332573652092583,0.02827768195046513,0.05623960702683736,-0.029911916096404353
TGFB2,0.10308359610750263,0.03643147036395088,0.05397394823035904,0.025496699734835305,-0.04754995299510231,-0.022493163632991357,-0.06321446948424028
COL18A1,0.06408334734715038,-0.005449106555360524,-4.410115153369567e-05,0.03911236401738207,-0.006205249997438229,0.08240882677430711,0.05124507479694011
NODAL,,-0.0012873430118285286,0.047651495510508936,0.1169294089567079,-0.01894178902189906,-0.018035719804809246,-0.028403158669548734
INHBB,0.027668886187216205,-0.014929166195994594,0.0047591137719229,0.020704120414010364,0.03713049039676331,0.04102404054157012,-0.02257678446827319
LCN1,,,-0.03286384898309504,-0.024041612065520333,-0.01788812390717716,,0.07577135560698854
ARF4,-0.051383472308342545,-0.03801872902018231,-0.011890405814576194,-0.0004881409333325133,0.022409874297908878,-0.014395736316610074,0.0018781168881823896
CXCL14,-0.04375639666768711,-3.732222160666697e-05,-0.011252586404443795,0.05458253223552684,-0.01783284043640994,0.0308773198614922,-0.0906840120736415
LIF,-0.03843408243989332,-0.010236668007929578,0.14339689964069843,0.062360582939611886,0.025841805264955355,0.017364783958381643,-0.049048304615750736
IL17B,-0.01784624200191854,,0.0028766191862703207,-0.020921288776284942,0.0002867410175160447,-0.02243811135277159,0.06351142388999041
MMP1,-0.007389468324581521,,0.0629455915071086,0.023352989154840492,0.05436118370759076,-0.016248132750761805,0.028360545875422593
MATN1,-0.028509322347190467,,,-0.014523739654221674,-0.018534767213569586,-0.023124882593668857,-0.025240785497176486
ADAM28,0.0018012056579466186,0.0031476339599531694,0.038727280399993985,-0.027320286312056394,-0.009165694071883392,-0.0349957177861045,0.03480941115711817
TCN2,0.07292884326271074,-0.030457367364111795,-0.02159893287344257,0.021986997849069587,0.05794049344688976,0.07734260031326065,0.014181144174778627
THPO,,0.022228675513584286,,,,-0.02005976455580184,-0.027324017436170283
CUBN,0.06314341282666704,-0.0241996125114497,-0.010558496927954644,0.020696853157768248,0.01730510723197735,0.016405066832052027,0.01141023063789216
TIMP3,0.021820180449398856,0.05641615824891912,-0.05418020748348615,-0.010109174616484105,-0.01317583943727808,0.027053384510840228,0.03155843005560345
PIGF,0.02747433824761433,0.0008434244586771569,0.01511227948490021,-0.010531664353347216,-0.01961772094367162,-0.0846858089275249,-0.009932683737267987
CRH,,-0.014105760212397423,,0.08236738760404579,-0.032471090444211315,0.014393100241787596,-0.017345054419384203
BDNF,0.0667577544701416,0.015953098688663896,-0.006143600974066084,-0.02022390117298093,-0.021579568537196243,0.016882294898962192,-0.05625947230481205
CCL5,,-0.005728548434772413,-0.014019059684325548,-0.03906856918600815,0.03263053530666361,0.05971683243570064,0.07210682812499442
GAD1,0.04983877498033524,0.06253774614067546,0.06346437643331786,-0.031218497527362107,0.022674154398995998,-0.006289755367119932,0.06211204871311468
COL14A1,0.07955392572449894,0.0005763841438407145,-0.08186150395889259,-0.06124010991845298,-0.03275171351193266,0.022427409970743814,0.05173196679469281
HLA-A,-0.08653467458937818,0.00628702660677913,-0.03167330377293345,0.0031016873890640493,0.030410995851469638,0.060933165308970416,0.07399640809341593
FGF18,-0.017846222072812678,-0.011206921002630491,,-0.02473397466022039,0.04581980551663821,-0.002111739893630044,-0.020753579560412648
ADM,-0.06734405964339785,-0.023232548160526157,0.0033263731918504427,-0.00539096058298635,-0.022133071766776848,0.006301072117197625,-0.04456327682936862
CCL15,,,-0.024874583530199446,,,,-0.01799957794157811
GNAI2,-0.014737478689377081,-0.002117110331036762,0.012443350317198556,0.013073403602068587,0.0260228708526202,0.004966484532740088,0.04608770919587088
HDC,,,,,,,0.0025357661161699335
COL11A1,-0.01152994502262605,0.010505330924115043,0.030767657750866293,0.021531659491196967,0.0060485821180819,0.05148849535472487,-0.07313462149445606
NUCB2,-0.011335657055383721,0.011811159710716208,0.05408237942275725,-0.0111566448778817,0.03150156570198813,0.01392998400207387,-0.004940340430986722
CXCL1,-0.017585008551422848,0.044358882878194554,-0.026639976089129398,0.000955422332647788,0.015111701857624829,-0.020929239597787305,0.023766868614882954
VCAN,0.12065855880846266,-0.0025928501742096743,0.007041324325638073,-0.0005577263699459313,0.028944206672906404,0.032364169230668385,0.018952023996058616
MMP7,,-0.02228012127989458,0.1307597518590256,0.021764151140661235,0.0021204339822519153,0.11775842392014593,0.03330157115917839
PTPN6,0.03720350938101497,0.031624634763202354,-0.010712375483929148,0.06385986628853524,0.018301488863108173,0.035071953886725446,0.08698917266617395
PTGS2,-0.04801692126817354,-0.006906941326976264,0.010435847938890536,0.010721095781838946,0.01945053801641214,0.015375955083801183,-0.007697398626576632
XCL1,,-0.01219353112752168,,,,,
CD58,0.08001944224422852,0.049790852771105225,0.0643865881175811,0.07229418523179126,0.0354029163941408,-0.01991738526212549,0.027758947267888467
TNFSF14,0.020433126663342915,-0.007779722646247127,0.05928352922810757,-0.01978587879168236,0.024162097803229046,-0.0234614509715263,0.07939693507297896
CNTN4,-0.02051616629855444,-0.021913969176645173,-0.0295810013415274,0.041835386224216536,-0.04243309264647598,-0.0025112403135043987,0.14956630429210527
NTF4,,-0.01542428289306155,,,,,
INSL3,,0.09058950329051701,,0.01883535642976317,-0.017670368967524844,0.00828784061307,0.04528255821349022
BTLA,,-0.017788785975262563,,,,,-0.005880450711948079
MFNG,0.09245833042313975,0.03340654700709333,-0.09600048665478209,-0.019341187021986603,-0.005975034433966339,-0.057131554499498145,0.03109810888304715
ICAM1,-0.0715089490188904,0.02842362570014513,0.03118353733226986,-0.0022685373426318627,0.06431994740279717,0.03001220917707365,-0.006745722419786074
PROS1,-0.05256669784079928,-0.035743289775951204,0.004642730186265622,-0.061812422944686043,0.06677839121379256,0.07483809563606045,-0.011200404321069404
CLCF1,-0.031748524897189684,0.016890779847978744,-0.00514288404322433,0.01269477054564363,0.015589820642926518,0.054263524201898485,-0.03396840419817695
PSAP,-0.024625295785485436,0.015332772467187748,0.07071427746925775,-0.04778698399382719,0.04645209375590989,0.038296242754664284,0.060300426763599285
EFEMP1,-0.034839473702467406,0.004074211898340227,0.012271356414076357,-0.013084140523589121,0.039241465637937324,0.050739077722237506,0.012980853903404786
C1QTNF1,-0.06261641428273851,0.03503691747396719,-0.028796244001323773,-0.036104109957805886,-0.008740622499190493,0.0829682309483671,-0.0671011320146143
ALB,,-0.019896284350602787,0.06042451711365491,-0.03261791987129866,-0.04051165224887777,-0.01905603277916516,0.10527714493006693
CCL13,,,,-0.014687671058414979,,-0.026316889919854897,
EFNA3,0.04063844355523792,-0.005273526233197323,0.015084604642869566,0.04272358292711448,-0.026593126925735816,-0.07066142607825039,-7.569393007555094e-05
DRAXIN,-0.02036321276439038,-0.03208056190385644,0.0011318554299614267,0.009442388704204194,0.0002663392247336263,-0.02558518641162506,-0.03956585671385518
RAET1L,,,,,-0.017888112184049794,-0.028503472629116403,
NPTX2,0.0013195430943038929,0.03608924956232647,-0.11146598566926923,0.0349410066285609,0.011407003553006162,-0.014688996843257094,0.08837265751180756
FGF11,0.009340047563309927,-0.007650170541606923,0.06110796237798493,0.004761068810389279,0.02959376694098542,0.07543750074917041,-0.0030331206270220704
CD59,0.01856477385223491,0.02939617053097958,0.06848260439643787,0.010062902562130086,0.07380462258448856,0.017092360972453688,0.015043921984928677
COL9A2,0.03954562662895642,0.04637123090608648,-0.0011761809234007929,0.04239952131008722,0.012170662643460997,-0.04888520452182462,-0.019642253811048605
DLL3,0.08730440077598778,0.004579245223663363,-0.037874941637517805,-0.012034007330367361,0.0017542639888126358,-0.015380156609419944,0.02211941338713756
FGF5,,,,,,,-0.018553880517431974
LIN7C,0.053533414987005784,0.033860147214850055,0.008961409827302085,0.0749924256350814,0.008911674544430188,-0.07535354625997247,-0.028455499392356365
GDF7,,0.009100107709643021,,,-0.015334560950252565,0.058865173888601845,0.05043506328561908
PSPN,-0.02076620418248894,-0.033557887262984254,0.01749106787856545,-0.050254883305843,-0.020381458749861137,-0.004017685906888012,0.04947488609594631
ANGPT1,0.07619300640974905,-0.026592599444637318,-0.013813497279866768,0.029076886208816398,-0.013878245896522621,0.043407699173424456,0.0475962279166291
PNOC,0.11646503333209446,0.04142825291559801,,,-0.01630683956652138,-0.022611569599876646,0.03989052527261457
L1CAM,0.03940535746805122,0.021896694198347767,-0.03872752423996814,-0.0632438623248643,0.0028146753228889755,-0.021447907022414045,0.024331047659576072
APOA1,0.05510271611565135,-0.017452924402116016,0.02373328777624187,-0.014469400745550925,0.025823199669855638,0.00720261565549729,-0.038437160795808105
PSEN1,-0.013280307950036385,0.03079543020546061,0.01636750268526535,-0.03724319672627055,-0.05521650479355173,-0.021499162980127322,-0.03267215086687504
CALM2,0.05932013865967839,0.001110416455949307,-0.07485790090589016,0.032235396092794986,0.00325247820980333,0.019725047399956522,-0.04763323336146002
CLEC2B,-0.053551817081168754,0.021954085281300075,0.08971388266753003,-0.017767150379036218,0.021303695840275808,-0.011486265459354435,0.01078477074486437
NTNG1,,0.024047544937851995,-0.03469996307026643,0.03118295646326588,0.006792142682009736,0.08198772142567645,-0.025343569616268352
LRIG1,0.12596583703382924,0.0032608850880983197,0.02164594560496688,-0.038062025036699795,0.03495682448901713,-0.0628406221655718,-0.08456029127005453
CPAMD8,,-0.013255785228538515,-0.026639972592190305,,-0.017227140800518178,,-0.025823754339019095
GHRL,,0.08286635156985596,-0.03589256096117231,,,-0.020630923622524205,-0.023695883288257818
NPY,-0.016501601553268814,-0.018048677118997127,-0.03110971906865278,-0.05580118664015015,-0.009336603601847921,-0.0588006679458114,-0.0311212450446271
MMP2,0.09088883759791172,0.0009453045199592994,0.0273367607523064,0.019119677785801505,0.02822568029883787,0.049068553902402424,0.06555534299919617
LHB,,0.08755841055361763,,,,,
PPY,,-0.020096108579107017,,-0.02658268995935328,0.0502544232604498,-0.012452315147928435,0.01602387353151507
ALKAL2,,-0.01137706009294389,0.026123766015926968,-0.04397600114885165,-0.03262129885568051,0.04128660604329069,-0.05539710980149213
CSF1,0.11384811571027992,-0.020467235659295792,0.03284057821585551,-0.026867600492921258,0.05359778957875914,0.048557321889741205,-0.033626891877547464
SEMA4C,0.04131628458039399,0.04995606225081709,0.00043378330145791064,0.041682844914016005,-0.004680868847424341,-0.03368100350949527,0.052068184473781906
BMP8A,,,,,,,0.1263173829303101
ICAM2,0.02081186088855707,-0.02324222413068948,0.01381953147668688,-0.07090606659820808,-0.03475671875705853,-0.00645352544874894,0.03167932270944573
SYTL3,-0.03377590013720653,-0.02418960848589005,-0.013170843111121914,0.0061932655725898044,0.01924372298470185,-0.03992215463388228,-0.0012939891409086501
IL1A,-0.047855998163796536,-0.04655432852520382,0.01822872525352072,-0.01154490531700998,-0.040403049451089204,-0.030422074581548823,0.05943865815513051
HLA-G,,-0.012193530026343406,,-0.03239822397676881,0.010141354512239034,-0.03459124577052605,
PGF,0.038499146034425655,0.020115059709255596,-0.012490258188677095,0.05790194993934939,-0.013807847834592811,0.036500376920200146,0.06193214634008129
LGALS8,0.035171633837066535,-0.0051089015809998905,0.016691470216327307,-0.018372723857610778,-0.014918307774299026,0.026078894316539605,0.013421935542949895
DKK3,0.04186543963045453,0.022038750642219475,-0.03801583989869492,-0.03597234757940778,0.040854982505892264,-0.004074279504547563,0.0187536953295177
COL16A1,0.062488142950764256,0.007061233261640757,-0.05537881092514171,-0.011686809780436755,0.10675015388124298,0.06368615443555344,0.03980389364865817
TPH1,0.23086448184158126,0.06860120576231979,,-0.022468260263261704,0.004756234844623858,-0.05401751817630827,0.00896230826185808
TNC,-0.05938933930958768,0.061502946255052676,0.029879268345392736,-0.007042479641424149,0.008158348874309815,0.06282890451283935,-0.016069123826920512
TNFSF9,0.051736169607427135,0.009124857279537522,,-0.036098498238166764,-0.005231914016769553,-0.002510845122100856,-0.022749099121706133
C4A,,0.00742764152071892,,-0.016352016868823913,,0.019737528391168557,0.027386226083063063
