,ZH1007nec,ZH916T1,ZH916bulk
RNASE2,-0.05383379035125412,0.04064380409297396,-0.07436997116672886
ADM2,,-0.016880318249535245,0.0912124648374317
GAL,0.05279210599863862,-0.016653368407327264,-0.017213622872167364
IL36B,,,0.020535765281204637
CXCL6,,-0.03050022217453781,-0.039919900616918164
PDGFC,-0.0010973014208848551,0.03668416359158809,0.022557614506607555
COL8A2,-0.041802190956921,0.030073387982203752,0.013925572831809962
SPON2,-0.11293878179979921,-0.0979099581912402,0.012699818890317753
SEMA3D,,,-0.04152873183873502
BMP6,,-0.00896373133966377,-0.02300463946881589
TIMP2,-0.021394340840312522,-0.04512302592591685,0.03925659521505928
EFNA1,0.004956310739778681,0.05109016998762969,0.030400353431370025
S100A12,,0.026138199666460582,-0.019710796443447514
TFPI,-0.07323967700691163,-0.04973903149322776,-0.03528946607469061
GPC3,,0.0004958460487511205,0.003401382726520761
NMU,0.11676212723354981,0.03621568905071584,0.06054485747789576
SCGB3A2,,-0.026554052733043936,-0.02300466006063957
LAMB3,-0.04742287965925826,0.03080809966938884,0.08725909091253892
LGALS9,0.006183435852716154,-0.05270293364701121,0.026335632657397298
VIM,0.0646485000437111,0.009826341401867682,0.022673522682487204
PLAU,-0.047943565329254,-0.00976088401751479,0.029549696055178046
TGFB3,-0.015492618196025635,-0.11316305669710561,0.023198442756655318
APLN,-0.058572768546182846,-0.010898883715274147,0.00011626950641874852
SHANK2,0.02718143084992789,0.005936363445348018,-0.04433637350197673
LTF,-0.015625132891614595,0.028880837053244936,-0.01488279404038387
PYY,,-0.013095636081254698,-0.02096437854045053
PENK,,0.10443060492438758,0.0101287034238221
CTF1,0.008566868871756875,0.13818276115871714,0.09632314086396718
COL3A1,-0.09237675421709635,-0.15433587563902973,-0.004337570898787183
S100A10,0.05792777444230241,0.08388953235326768,0.07730471141605516
FGF13,,-0.027584979100808496,0.009791531401779312
SEMA4A,0.007337452475156029,0.05545807596024219,0.017385424438717725
EFNA4,0.11680446899316597,0.02734041139737416,0.07697417397235709
HSPA8,0.017231090830999014,0.07783055050753557,-0.03456753600482785
NPB,-0.04924453131090091,0.07330963428512763,0.042751933318609735
ULBP1,0.027243849820331827,0.0003451795065306513,0.02258942845281808
SEMA3E,0.02716037625030298,0.09653275733165091,0.05096729649727818
ADAM9,-0.06012004234477329,0.004669119297564981,0.12482442828551604
ASIP,0.06216496992244955,0.01851812060167931,0.08041239191362931
IBSP,-0.030430575180105623,-0.07626032524494651,-0.023267372236319687
FAT4,-0.0041773770218702785,0.01737405106633593,0.0599640412292675
MDK,0.01700394372163507,-0.0706806538430108,0.09061544191415631
BMP5,,0.004378371955184433,0.0470739194711601
CAMP,,-0.002927874848957908,0.07751707641739476
HSPA1A,0.01024050095356142,0.06314230740843325,-0.04806684717388618
SEMA3F,-0.11489308789016903,-0.03680415341564813,0.01683435103401059
ARF6,0.07094855147873953,-0.015531630574031145,-0.008260069170351254
IL6,0.10467101674233079,-0.026254159082012212,0.11146917485558169
CALM1,-0.21708625694043698,0.09961934246546585,-0.061455981836971825
VIP,,-0.023059372155185737,0.029573901344456918
NMB,0.0019880273517450756,0.10748170456603245,0.15234623893552618
CCL26,-0.03563015449480923,-0.044752410069852554,-0.044488576068975626
FBLN1,-0.0762193503131463,-0.050137948646601926,-0.04319552937155512
SAA1,0.10725595526091038,-0.06047773897416044,-0.08689601817455181
MICB,0.08402573721373537,0.011458314661926386,-0.042196074520225335
MMP13,,-0.01999595059463111,
F13A1,0.15809898567265632,-0.04579349639574634,-0.02426090680476894
CXCL11,-0.04028349769231968,-0.03257620939573728,-0.022855084016344382
COL5A2,-0.16647666750902235,-0.12608945063328172,0.00012489878098416828
EFNA5,-0.0870755472740588,0.04614245453229641,0.0030700303507997
AREG,,-0.054052969669869416,0.003802165306417383
EDIL3,-0.032140784613405804,-0.04001251114199148,-0.09187991883012571
CD86,-0.114845415329847,0.016498038429470913,-0.036638774063052944
AHSG,-0.03840397921019273,,
HRAS,0.05870191130269804,-0.006615031020696384,-0.007955244601967363
C1QTNF5,-0.05280243796940104,0.08946043951512975,0.05838485643284177
RLN1,-0.012978227398941694,-0.015714764491149124,
COL4A1,-0.1174312144063156,-0.1401183507812486,-0.058476212690851986
CCL3,-0.019359157974120224,0.02274599183152193,-0.0029473427258800582
BGN,-0.08209166625042509,-0.1012344314334648,-0.10215920597759254
RETN,0.06067445983559052,-0.011217465808466668,0.008702740397310013
S100A9,0.09655926352432663,0.010538437436915645,0.0324157865425662
HCRT,0.03708654240290044,-0.002006551657481239,-0.02393307974763427
FADD,-0.047969193224032584,0.029686837481355484,0.07203772500443119
ACTR2,-0.16184651778853867,-0.10474576010778716,-0.08970658213797836
BMP2,0.04476171322530822,-0.023517020176020382,0.05282202022015915
PDYN,,,0.05641284834337383
CD55,-0.08140779704911777,-0.05050685556988691,-0.04288719389337474
OSTN,,,0.021788138192611706
CD6,-0.0408933516054671,-0.03853232973585076,0.011346823294920025
IL16,0.11639301356881868,-0.01198199529511584,0.003966908819887497
LAMA5,-0.01629899618528712,0.005830672332287853,0.08935082328682588
RGMB,-0.02862775059139966,0.08891348440322708,0.017326790637031016
INSL5,,-0.011414068796796172,
IL12A,0.028627925841815262,-0.015342750697205724,0.10047723995232566
S100A8,0.03174303672333194,0.03379443706276007,0.009001310436124328
TAC3,,-0.03270243361226512,-0.033847292972120774
MFAP5,,0.01672951116801535,-0.019127600146731386
CXCL16,-0.042269489166308384,0.0004796543553510832,-0.03834014842526954
AGRN,-0.11182182749765888,-0.0728151270463033,0.015246219495814875
COL4A6,0.041814101535142825,-0.004882270693811268,0.07743211722309115
FST,0.007492829714085963,0.00040111867086829175,0.03937807061559808
MEGF10,-0.030335756614739667,0.0778021467802844,-0.00446469779233433
C1QB,-0.09428835697639514,-0.031827221956865485,0.01351976402451657
HLA-B,0.01056734206308234,-0.11579632701269874,-0.07984183424705615
PDGFA,-0.11441584436431838,-0.01946728604657661,-0.08067450980562375
LAMA3,,-0.030098142782107127,0.02703484175573703
DKK1,-0.05178869933572619,-0.07791646688706433,0.037210288759636896
INHBA,-0.04166154485815484,-0.03941546563634648,-0.07849338526364524
LEP,,0.03543433616159955,
IL7,,0.011810470892154529,0.0661807179406199
FABP5,0.07113261574002493,0.0692830712547256,0.07273598532670786
CCL4,-0.10189931715866772,0.010741586983443354,0.04211575163680265
FBN1,-0.0830224666389563,-0.05055333134749197,-0.007129808848406774
TCTN1,0.026250526439480306,0.049686132660782464,-0.005127068475092805
NCR3LG1,,,-0.025911854394651275
BMP7,0.032723054126071204,0.10021233370347339,0.06613034239645074
NLGN2,0.004553979168588248,0.03710484435906758,0.05172519699655204
CCL25,-0.005420046506731187,0.04374361360159792,0.011391448078736759
NPNT,-0.00689477594498147,0.08805019319895369,0.07736561753590564
KITLG,-0.09831184482177337,-0.01289653140023434,-0.021249596757248534
MADCAM1,-0.06115728142455723,0.06680332975584208,-0.029247154035485615
F12,-0.004953547698829001,0.05268684984843231,-0.011199318542095556
S100B,0.04866201692521426,0.07796606570552185,0.013866214621197978
IL27,0.2435172558885969,-0.02844329773377254,-0.022151583482411294
CD99,0.056972872321723725,0.04711289768678381,0.11988719060579202
PDGFB,-0.05598062832590558,-0.05151117962734668,-0.006561602073736414
CLEC2D,0.08319397667726955,-0.03757859397462236,-0.0017056447540288785
F8,0.014819572712308295,0.06262970455821606,0.08087735794424306
C3,-0.15505583039213824,-0.042894283155083805,0.0023084752573129088
DLK2,0.06041722417507069,-0.017760856983444536,0.01918974724092717
TSLP,0.016400790368724473,0.024182050928832893,0.03940704854319904
OSM,-0.07523990853603937,0.05532969544475963,-0.03271519105812669
PRND,,-0.020753579252157973,
SLPI,0.020239635938678783,-0.013782487702731654,-0.003991531664363129
AFDN,0.022061530710866126,0.03264899965072862,0.04722274122716322
KISS1,-0.04325883866535984,,
ULBP2,-0.02100692065367822,0.11610148432427748,0.05580050695681692
ICAM4,,-0.01901017810558216,-0.02462913353003218
ANGPTL1,,-0.028159636137995412,0.014566381298120792
LTBP1,-0.029533155581335416,-0.005530532998507889,-0.01009281319691851
NTN4,-0.025380273217853827,0.010008864507377502,0.03965501207471647
APP,-0.08062902140083837,-0.08347414024637151,-0.05760988922719656
RIMS2,-0.05029870437437728,-0.01960712693685577,-0.042216748878272606
WNT7A,-0.004337667931604967,0.09741213948825231,0.03252309915874932
GAST,,0.055921084658619384,0.022883052447941404
GPI,0.06154526385144692,0.0268783020804829,0.03030853954824499
IL1B,0.01767067663349698,0.002418544273262847,0.03662320207371195
SFTPA2,,,0.07563129740792954
HAS2,0.0538299553610227,0.06796476273434086,0.0061947026505245525
IL11,-0.05755528613747639,-0.03127027216917707,0.009451808780632807
SEMA4B,0.06199359471883568,0.07618124042581355,0.02277690577833512
FGF12,0.003832900609525173,0.05657398802648701,-0.0030259401129276377
CP,0.09562831078921721,-0.019520039334987128,0.01576805074419478
NLGN3,-0.03546954729667534,0.11684502598993532,0.07755049112713663
GZMB,,-0.015496385967314546,0.004809080664766328
PROC,-0.04454707362779432,0.11965539362843276,-0.031628146318278906
TNFSF11,,-0.03811342101531869,-0.02186039535817083
AGT,-0.02957549791816721,0.1119840661928972,0.045934161830292336
PTHLH,-0.0029657329417502537,-0.015375927139884546,0.025642347695117598
COL1A1,-0.08279634676829555,-0.16875968442474673,-0.015684569055377243
LAMB2,-0.029995823039307454,-0.05423928287798049,0.04095491904228328
DSC2,0.0478284586962261,-0.025565730175233847,0.038937604110550576
WNT5B,0.1408366662334102,-0.0077296548183032835,0.0013825034631662404
LEFTY1,-0.00448509984175622,0.035258025617341995,-0.03347714726475542
FGL1,,,-0.027379497859712748
CXCL5,0.05846354257782077,0.006193808544497756,-0.018382057368067212
S100A1,0.028161382620845832,0.0980026934204558,-0.021280763403036262
C4BPA,,0.0869983251174653,
NPTX1,0.035471131911520064,,-0.04761018345826795
TGS1,-0.04754502385613307,0.03008300319937634,0.04920493986932562
SST,,,0.014647829594272745
IL34,-0.07556822729123769,0.014212767381499816,0.02943478425767485
DHH,,-0.023562642258539553,
XCL2,,-0.016653364284375183,-0.024890457113390302
TF,-0.021902724775789844,0.10073872621760875,-0.07560653404626556
IL33,-0.001706474939084314,0.040549644852087015,0.0036546845164612957
RBP4,-0.06998196487173451,0.027739552072873066,-0.05313386944816794
CCL19,,-0.030500228022481087,-0.03204681467749708
CCL20,0.07223287668058567,0.015603853891706945,0.054689288509837994
NAMPT,-0.006779142884037958,0.02174379595713802,0.043419415629326934
