,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
MIA,-0.022231980655166288,-0.0006976091679257466,-0.010236840542391648,0.007130853838718057,0.018678559249683202,-0.03055603433598879,-0.011802800304455735,-0.07826065726672424,-0.03809358624081792,-0.028333553350299773,,-0.04308833364290431,-0.001259459644901775,,-0.04309956612081576,
COL4A4,-0.019670770968258488,-0.032771659665643556,-0.00043169013020065346,-0.0246820143363513,0.09584753282466825,-0.13321684983089874,-0.04559914496859699,-0.026997226382497956,-0.006214027431157462,0.01933098110986263,,-0.04179728217194721,-0.04127339355818078,,-0.06249734865254724,
TAC1,-0.016985052373569714,0.1531723327368991,0.07215279564435535,4.356497569412055e-05,0.08330363973073181,0.302211436708045,0.15911127719579304,0.24026298919008165,0.14625358674407535,0.059647336023063185,0.15813278427533486,0.35212832084691836,,-0.059090836463268646,0.1702231485295754,0.03215407880010981
RARRES2,0.031049174219059658,0.039956882224590894,0.01586819184459426,0.04684589983442579,0.03191513175666691,-0.18816167399949243,-0.07570191461005117,-0.23799950724792193,0.050810915553287365,-0.020781835039909317,-0.029949836630346907,-0.1704949065710532,0.04149657492175272,0.06812974019765912,-0.15208277533307865,-0.04550351633458702
FGF7,0.04327798104378883,-0.05365646810147133,,-0.01862692913658623,0.032635153208987834,0.1098259404391478,0.0169504151677116,-0.01752110478677204,0.04233997587498183,0.007003615567049908,0.015199066046889531,-0.016895342039411503,0.018002945868533776,-0.035674626151029315,-0.018014084138063345,-0.0743244543091207
HBEGF,-0.00019875055298502477,-0.004967775180831861,-0.02707336960383667,0.043874172704779175,0.042252931144782215,-0.08301102358086425,-0.09278580914484036,-0.11177715877335326,-0.0703583107327754,0.00611045120608431,-0.030884989856655488,-0.060632903484822705,-0.043705636384348386,0.07266351298469373,-0.03471109960620493,0.08418502622672629
CSF3,,-0.03277163372022271,,,-0.01734886122859221,0.03243761648992996,,-0.02856254588060143,,,,,,-0.02843895238723446,-0.08015352382539259,
PI3,,-0.03882288707984918,-0.046187430231930775,,0.009270431231246509,-0.016333442295179645,,-0.032161803646357776,,,,,0.02039540394075149,,-0.09787952891412051,
PCSK1N,0.03609548222040566,0.08715990627891078,0.08803663337742267,-0.022237945693192693,0.0012014017090816343,0.025506302849987447,0.06647006440228925,0.1316335949371826,-0.023171998605628085,0.1247994118732913,0.2016647022943847,0.34727006879181205,0.06836342858332713,-0.004502303453042134,0.2116316070331342,0.042412780473761194
NTS,,,,,,-0.06928358377344028,0.09001170825167533,-0.035106804714885184,-0.030671818240006008,-0.02332294103674701,-0.03722211185272644,,,,,
SFRP1,-0.024713680242348143,0.07353521575572025,-0.04490752422024521,-0.007546192312247261,-0.012700217607611022,0.1295297385924922,-0.06285784121899073,0.002578245945140934,0.019632667794882246,0.045881567027498495,-0.04593690351836242,0.03558813316646348,-0.07286072390395087,0.02294047421135212,-0.0392448238143348,0.014109668941105323
CXCL13,,,,0.03230326405355169,,-0.01766537618088801,,,,,,,,,-0.04725765305954472,
MICA,0.025153652452598787,-0.02875702476269306,0.0032956815506477548,0.021780834473567923,-0.006380751302118643,-0.028568658400221766,-0.00467153909125011,-0.09054425688639656,0.02488851783763448,-0.04807094143532209,-0.03990728860794291,-0.11992413990045063,-0.004177038923995154,-0.04730867698965196,0.04696149229491272,-0.017726951635454964
TG,-0.01967076653537451,-0.026124222813869415,0.10361541112391286,-0.015667846428666424,-0.013705546947981932,-0.022978663710139482,0.04837654897297658,0.04709844514344425,-0.0030655252858773616,0.02247606365849275,,-0.010581178521287635,,,-0.027057072347447947,
ADA,0.012048040383262137,-0.03863345772921371,0.0024309207223714687,-0.0323676846623698,0.09042188836841444,0.007935836403076017,-0.03640096129408707,-0.1494520746805346,0.011873090594861472,-0.0322401698461506,-0.09269071099288277,-0.10822808660211203,0.0408969578125619,0.18261800784174145,0.01735989464206143,-0.07784403328018626
LAMC3,-0.04201961968330036,0.06061879566104571,-0.012303122167814925,0.04490685846831353,0.045736422550339925,0.0845694912905978,-0.04025735867438071,-0.1342955333822722,-0.03498211607637058,-0.05489004125956362,0.01795182761211229,0.02684093206525021,0.02788176017386594,-0.05590105784295831,0.056529616927497195,0.004944689270579765
CCL7,,,-0.0012635511543218072,,-0.009909088545636923,-0.0394948397051164,,,,,,,,,-0.08186741320676381,
NGF,,-0.018880669769016152,-0.047947192960390565,,0.00464870690677589,0.020005262864898885,-0.0027450322604111125,,,,0.03877491479670554,,,,-0.0004528889029425884,
TNFSF15,,-0.02335774487617372,,,-0.01103425474287923,0.05987992293091851,-0.04128102799148404,,,,,,,,-0.026990545050336393,
HMGB1,-0.03208661757237117,0.10751779700274083,0.04150813932660771,0.01044103110799228,0.05953192285346892,0.010891030172295917,-0.05153061316436609,-0.17213141502069448,0.06722065305013318,0.026436233397568572,-0.058209731854395305,-0.008339182477067622,-0.011816430757410868,0.009077674460357496,0.061831760536956465,0.046900980246700516
ITGB3BP,0.009899187448845133,-0.020397357544852102,0.03159107650296895,0.023014547809668506,-0.032594692277012956,-0.016459615544159343,-0.06063399494449485,-0.13421716204529718,0.012220503915505759,0.0005354383466142115,0.06154745972404976,-0.19928812354995917,0.03109244593324855,0.026743487676583053,-0.05492659794140868,0.13538803420802054
AANAT,,0.03351445447388344,-0.040516071240821454,,-0.010040044375559897,0.030932553274321973,,-0.02576418934165025,-0.023299697943589163,-0.02833355492628435,-0.03499428229737832,-0.03937830855956991,0.06199674206982893,,0.023496165753929935,
RELN,-0.016307586972184086,0.11611881159121834,-0.002948529122223626,0.12493872966191238,0.016015479067477984,0.08991378009377876,0.16006325612848976,0.16598349099659868,0.04313466595196815,0.06450405179653936,0.05967442234137562,0.15716627426842147,0.08879910016297451,-0.006639663682737199,0.006124746552669523,-0.03088384103399509
IL15,0.004692190870051805,-0.03320263115376847,-0.004109869026000322,-0.019960596646043993,0.01868726826502983,-0.03642573614489011,0.10298752316954383,-0.06720350460215992,-0.025496379546636413,-0.030941883923245348,-0.032291363657948824,-0.006947670882293906,-0.01577237296565869,-0.030078514069473948,0.0478043442113357,
UTS2,,,,,,,,-0.08009595989186977,,,,,,,,
BSG,0.01242864370750403,-0.12381656575733525,0.058926868657918484,-0.018072374007696828,-0.049828368977928736,-0.041295984694026726,-0.025990910100548836,0.1924099198081142,-0.04249956504089862,0.030536633479939793,0.1196803623870203,-0.22179710676316372,0.05840603978696407,0.032620365758692996,-0.03905902527029924,0.1507140830020775
ADAMTS3,0.0467686488215533,-0.061928564805702656,-0.001787642895552869,0.07240186605418925,0.04823297807383806,-0.040751150282439946,0.05488027467552163,-0.16791925971427865,-0.00026503655304049595,-0.011689465275002009,-0.027386640542102658,-0.025495492940636823,0.008111769025373871,-0.03458149275011371,0.047444927699908296,
CD34,0.015329503237400201,0.048939896370658445,-0.05686047214126025,0.03512840743587663,-0.018335254938319737,0.06531677983144246,-0.010815634958856643,-0.06107181765181595,-0.02918934447670175,0.028409688308909466,0.028250723712653684,-0.03635985114859812,0.10214882945711548,-0.06604954815183303,0.01036787847769992,-0.011657163045926164
CCL23,,,,,,,,-0.029315557674926867,,,,,,,,
PLAT,-0.0005980051747908091,0.01799101723444546,0.03221733023368071,0.059945630761542724,-0.016177042357669504,-0.01684182297415062,-0.12965343519623984,-0.15813408761454298,-0.0806149316665208,-0.004514517574926272,0.03575638911143136,-0.17735650287353966,0.030231826220720178,0.022382880426104274,-0.0077866014153550175,0.07512005712251213
NTF3,,,,,,,,,,-0.019527197227233638,,,,,,
LTA,,,,-0.011522183511475869,-0.01270021701347488,,,,-0.009624083962234534,,,-0.036521565661424754,,,,
CKLF,0.010291906733210508,-0.049145348182982065,-2.976467292923525e-05,-0.03725600257561129,-0.002830520275047825,-0.12057597803123263,-0.0522218564244896,-0.2064160758329195,-0.015461786280273547,-0.08246185963739415,-0.12034584506568387,-0.20558459513770652,0.028638487565557307,0.009409686641914146,-0.0162695849705494,0.041888225763925
CD24,-0.04545314415562434,-0.02055778722207186,0.03764672626450546,0.025250180965148767,-0.04548753930287917,-0.03927854176732197,-0.1651244108644784,0.02662585596379692,0.04050033808151424,-0.18139235649739865,0.006399744046520036,-0.04307075505019797,-0.03991381566318384,-0.004669340651792759,0.05103861029876886,-0.004688381262319691
HSP90AA1,-0.06621918806967297,0.09550990771724921,-0.038459813422572764,0.036330322577653645,0.0626057147287513,0.24809691113632207,0.08921595273852319,0.19454430854298432,-0.015409154847275746,0.01052276758289902,0.18547042884806345,0.34837522020958034,-0.006846774885746258,0.021282372948824013,0.1505464469444735,0.0013407006195593416
BMP4,-0.02024407447600947,0.09462994155271472,-0.0277363967144578,-0.01221418995262746,-0.029631130890496626,0.009486159981300374,-0.10518434229364985,0.011548952390571608,0.018395630722307207,-0.01057721998083893,0.01728889477348373,0.004045914753246968,0.11792440939912403,,0.019251438170885593,
SCGB3A1,,,-0.027925786217100314,,,0.016127504980251013,0.037407552441645425,,,-0.023899630702023056,-0.01677719090056018,0.11109641442411743,,,0.09227235269222464,
IGFBP4,0.021090604288401423,0.0022470006640180383,-0.04056858861690976,0.007443621930409474,-0.02903214921789379,-0.05901421268403675,-0.10609164788263203,-0.11124571514733383,-0.06034475829729374,0.07229270889651324,-0.060089994887805746,-0.11983039471658341,0.045516122391662035,0.014358602507253985,0.09863968367103836,0.0292021916557701
RSPO4,,-0.02306467384039231,,-0.018626925600264913,-0.01943990722225242,-0.002884304298613706,,,-0.014890491762769494,-0.00025674172899922926,,-0.04357590367925237,,,-0.008261035081191154,
LEFTY2,-0.019476276191120353,-0.007528834664078459,-0.003972485586453848,0.17788804056187726,0.04412038755427879,-0.026425651769553866,-0.045174123241270896,-0.11857434078486012,-0.01989101947491586,-0.026206233530419017,0.022043135019964005,-0.04508546494953815,0.07550547962271341,-0.003490868164059832,0.03664003758661671,
PF4,,,-0.004315746162584005,-0.010480991932218466,-0.0086454845353833,,,,,,,,,,-0.04834365552320547,
ANGPTL2,0.00012373086516063485,0.013661244707682067,0.04000037787056665,0.011352015652415576,-0.010466880851687926,-0.09598664811819071,-0.14181975786211365,-0.10161732518330326,0.00460623193738656,-0.06612469536892214,-0.025387219112154684,-0.27766906771029987,0.039136777222972464,0.023933280042520728,0.06561287717108934,0.02298222070485315
LRIG2,-0.02988448601322301,-0.040796453505953206,0.02270886353888315,0.005927784073671135,-0.014550419087601164,-0.008057398670669017,-0.04590478957031141,-0.07870330180725,-0.012050122378160083,-0.08248258039910344,-0.022252929536143752,-0.04517668422799685,-0.05817223117336179,-0.09690126893280405,-0.007870087343501055,0.12836115997208833
ICOSLG,0.06167049438369829,-0.06427772347962159,0.05214811085159431,-0.003855117649762658,0.015964214525604842,-0.029834638039517948,-0.05610145625119681,-0.1026087351333178,-0.016436514609250594,-0.0453570293754523,-0.06453095203924711,-0.12100545965553418,-0.03747262901671943,-0.0035279779852027677,0.031840560892178044,0.03491341506510134
WIF1,,0.23064963739773245,0.11899999523900787,,,0.16229518466948298,0.21575557252382865,0.3033970331037226,-0.02014008008037436,0.06889559701003506,0.2211394618345916,0.45945319264980883,,-0.030607494320889564,-0.02630089750139817,0.20428120377727574
NPPC,0.014367804317438655,-0.005269810791029434,0.10154994872033596,,-0.013411278546417396,0.21098767937649573,0.005414241637404213,-0.004835947894598134,-0.0019643629238408123,-0.02470676460510842,0.161247015047966,-0.19612126336972935,-0.03144288806039505,0.02786483592920865,0.1830996552551012,0.07012628126274767
LYZ,-0.050906393945431394,0.015273302436368215,-0.03668725613703064,-0.025284049008228022,0.0008394531891683343,-0.029591974660321704,-0.02752553887137491,-0.12582996702536578,-0.010444240601634137,-0.014454293857622251,-0.19745782824296684,-0.06522036532162848,0.06236000748496053,-0.06125941678388938,0.00856748406694594,-0.009322260611306298
EREG,,,,,,-0.050963523299341125,,,,,-0.03829070057930277,,,,-0.01741700190099678,
SPTAN1,-0.04250887927313555,0.053741256364311686,0.052907337056031054,-0.014522551895172807,0.0343845719743128,0.07176187200815957,0.11195262901031579,0.08811889178981867,0.004890088467636726,-0.04410728085322815,0.19763679691096286,0.27847416950196197,0.08092951524202334,0.11515916819071315,0.14876971182492232,-0.007006839880451326
LIPC,0.013972577074697842,-0.04837431198063501,-0.03546508326269161,-0.01577445301013172,0.0034627348154452086,-0.0038634618625657813,0.05282688672293022,-0.04779607718222211,-0.019939605697393666,,-0.0186154452577788,-0.01756277042732264,-0.025420918928280557,,-0.010465237820449549,
COL8A1,-0.03355587538383574,-0.08985771621073307,-0.051193964586241585,-0.02744995943006758,-0.005353020700800401,-0.1383758300635404,-0.10442807041380477,-0.06879038782086426,-0.022122575031984653,-0.005944160577980725,-0.0921654601028607,-0.20882513118487295,-0.008125275106923834,0.0015263591560371762,-0.06670283549910387,
GSTM2,0.011711253856375309,-0.04483331061807811,-0.01417285221072852,-0.022966560358416512,-0.038111453037938656,-0.027672915437224218,-0.04479794318571213,-0.025043596978605854,-0.041674453892326845,0.02784676591825594,-0.04246360943854156,-0.055097837664095546,-0.004436739292931464,0.09670389172174408,-0.07140098496870421,
SPX,-0.020950730226639406,0.11424975499401566,-0.01596629172172238,-0.001730885627028691,-0.0008485811637091944,0.3063513519174976,0.022991345424444445,0.11886331137771709,0.06891541162954035,-0.026060376744156115,0.01986738729731297,0.33367469712500347,0.0404288494810648,0.006516205582484512,-0.09352634798785547,-0.03907510745779474
MFGE8,-0.012212444847984373,-0.15626170301319475,-0.015502294843074282,0.028224101565373475,-0.030006361476808633,0.10629538380365451,-0.03074061419691323,-0.08698193725251886,-0.01317487617693875,-0.059279080204997586,0.04024489295132056,-0.14824807189040815,0.06692727145930266,0.0676274529253096,-0.042652098024475234,0.10538963823757981
TGFA,0.05453637867386024,-0.11760688859949299,0.07150423735178242,0.02418304195661826,-0.033168049586364504,-0.1673040397943521,-0.07343130020741705,-0.12797490888848295,-0.044518313990947134,-0.030752276954524895,-0.1272330576121982,-0.10951202629412744,0.019157479561997575,0.07245546795522194,0.03822642131102986,-0.05155347089389931
SLIT2,-0.020244071236653966,0.11305902866665088,0.043384619648223245,-0.02732886002115894,0.009881466720370099,0.11337588284082899,0.06374104687460742,0.17392758996092503,0.07142442798716918,-0.05622984816509237,0.11012512603673667,0.3097081072456313,-0.024094777950914668,-0.07781553294514891,0.10723876414011699,0.11639053337605453
PLTP,0.022502797411200287,-0.019602518314857348,-0.02821804472627749,-0.025898545910288187,-0.024831578184448387,-0.14176466429843015,-0.058694411342947485,-0.20632492277897016,0.06446549626016804,-0.18019530940186815,-0.17973803766037094,0.007344646598034967,0.06104677101486102,0.07102715189832719,-0.06379038819220278,-0.028572446638511773
APOD,-0.04058967655914233,0.15448645341521217,0.04269925245990378,0.01008917116884691,0.020464981277886728,-0.11543254843829648,-0.11563148005461095,-0.22898903707266813,0.027765779711611236,-0.07539675951021747,-0.08979537047311517,0.10410132003652227,-0.04390305998709508,-0.02876607874209511,0.03677347632582895,-0.013964119242130969
B2M,0.04080752923643094,0.015703996824476863,-0.03675606555628387,-0.03893387721362683,0.08391852748236206,-0.11292953239302796,-0.22072865589290597,-0.25874769262977415,0.04529661961919717,-0.1324288877281128,-0.22783975012966223,-0.36259227087428497,0.05892118781579713,0.02664313042757063,0.05854184839004952,-0.1821950108985563
OMG,-0.017781677695377453,0.12787770438645457,0.10814362901378607,0.05702334368560719,-0.003469428606120277,0.07102115078671349,0.026646274601579454,-0.06980609249755675,0.06864793413906194,0.06983150198224773,-0.014082053351791714,0.22594876743782952,-0.054068072159833926,-0.066682371774516,0.13959864970954536,-0.07101179909945103
CXCL3,-0.01584093067952326,-0.09022663640378592,-0.04107685199841471,-0.0215479219553684,0.04925431309940834,-0.08709697304195418,,-0.03382714901080066,-0.061777438639283956,-0.025567549286552343,-0.05390353452927795,-0.026302140834681183,-0.023339202872822328,0.005618441194970605,-0.10558358629744982,
CXCL10,0.08136543051413536,0.06974006452060877,0.020417974090996,0.008060944884116657,0.06883969391947369,0.03981682250046257,0.01760882979235513,-0.19690887226914203,-0.019626575322643443,-0.03883897869868899,-0.04977672540226064,-0.04179728481250625,-0.031442884641498636,,-0.03917306174464189,
RSPO3,,,0.00038500039858734665,,0.21733966170644498,0.2990559154286499,0.0650505576584421,0.1586449999172262,0.03186653094639584,0.04535244604752058,0.09123992718630093,0.010015287465011423,,0.02746067506661013,0.0375531553511799,0.07764857444767026
CORT,0.004614703848619448,-0.0258595631039931,0.06445025093862927,-0.018718387886396824,-0.02251556877474523,0.1356419068937525,0.002002628503485231,0.17570030337715095,-0.005666124464649404,-0.037936860338495096,0.12623421460638165,0.021687347914773836,,0.09171248784193388,,0.008827417122275982
NCAN,0.013123019842984397,-0.009542700761613213,0.10641171493147535,0.037931126935577666,-0.07099546019119168,0.25077666126292003,-0.10329447295608593,-0.07870483776092158,-0.02015800065378811,-0.04666388058132338,0.10587074249098082,-0.2646243028123207,0.05508630180831034,0.12860143998200024,0.12693545220150865,-0.10479229316126426
PRG4,,-0.035292232064437525,0.00721682722539201,,-0.00990909008982128,0.019450421976614722,,-0.015716531731818306,-0.03335365143962231,,,-0.03213477763623318,,,-0.06728778228095128,
ZG16B,,,-0.01215866243647945,-0.012612170329170221,-0.011500710928389855,,,0.031552425852217084,-0.017830646729587327,,,,,,-0.012735247423226546,
TGM2,-0.057238406641252224,-0.025344881499882867,-0.06439443767139438,-0.058607070998658105,-0.01866872350372089,0.01608968149758994,0.04164219483607835,-0.052107714498424024,0.001961289513776667,-0.017629117799198745,0.08101300205307356,0.10106848899527036,0.1182847639827466,0.0005423543871421616,0.03968919081720168,0.06439726670225333
VEGFC,0.07773803222550806,0.11289779492768394,-0.039651396538419224,-0.016194512391338962,0.04939080591767171,-0.03864417207919294,0.007502062582832675,-0.031577407025336124,0.07030808570573505,-0.022252470994695246,-0.00661203243370502,-0.03279482146562061,-0.01479758835560334,,0.007022444451469845,
WNT6,,-0.03211615951880989,-0.03753425912093032,-0.011663693761799798,-0.013705547517043512,0.08756761016969443,0.005538196111612662,-0.036039131570812455,-0.02527414516720994,,,0.06934466557979155,,,0.004320207848117389,
NRG4,,-0.023934101348973037,0.0018642466506364683,,0.10602083097201703,0.0783522262727048,0.004308902519806619,0.040955623241707914,-0.03425555940630165,-0.02091243861822776,0.05049512949193135,0.08302897187754735,-0.024719744265099534,,0.0162629509637756,
PMCH,,,-0.02964441265589699,,0.05240611685814177,,,,-0.02609912826754638,,,,,,-0.04749817186764762,
COL9A1,-0.005845894133713479,0.07306369332966221,0.010718321463235649,0.028495901140260668,0.00990611177120821,-0.015293003436313676,-0.09137626838406637,-0.05463420080287533,0.022829086867778965,-0.008081181960039307,0.11243445627477523,0.02166957744168145,0.04319244881861304,,-0.0765052560278366,0.002338572838652778
GDF11,0.03527739476557873,0.0629963547807848,0.09951809010436509,0.033974783115253974,-0.024948246530703076,0.0149607724029224,-0.14504268387957062,-0.08217135435024109,0.04700497919816742,-0.004606944050631037,0.06068826538739441,-0.12936523251711501,0.009860381590247198,-0.026983961585156254,0.022252621227100953,0.08697048148411372
IL24,,,,,,,,,,,,,,,-0.06381866212230777,
SORBS1,-0.029707778793711143,0.0445829078041781,0.03341801608915289,-0.023538131200050827,0.014648235413581507,0.0206041235365925,-0.039165991148321457,0.020431376531890193,0.029737675883246963,0.011559040751011992,-0.06100711517420133,-0.028524106052738127,-0.04502042326166407,-0.026749782370167646,0.10050324601413388,-0.049777272225226425
DLL1,-0.08561619225988448,-0.0649606984865072,0.08157554636682336,0.028366248567035606,0.029539817363714846,-0.03409653340979253,-0.08651965950817182,-0.07690349691878087,-0.03636628927868061,0.03252768530892489,-0.04167524058718386,-0.11880128800183395,-0.029514408047854362,0.004384522103195236,0.00964420475228914,0.08516614857253556
TLN1,-0.010372305809158178,-0.005732205376598021,-0.08936526489583106,0.0010901922684327027,-0.03699680715489408,-0.17974627582210514,-0.05209978116776683,-0.23001783599410547,-0.008821346767918925,0.029220981220494317,-0.13016274600273686,-0.29107152958034593,-0.015342314389657335,0.001171346156725165,-0.08558435168947581,0.03207175964858186
COL2A1,-0.018475884263189184,-0.024498128835394567,0.06068653085334937,,,-0.022422142999992168,-0.037922969164532985,-0.03382716052255437,,,,0.05524915052045561,,,0.025829399556701965,
SHH,,,,,-0.010297171537843245,-0.03146322338504869,-0.0027864029897841968,0.0035976732052149887,-0.061677770487325,-0.004997913905248576,,0.29799539433729233,0.08121638598527808,,0.023763287981476693,
PON2,0.00490523812140515,-0.05056057124677987,0.045570101771694876,0.07179011494248903,0.0893232868495256,-0.10716965303418585,-0.015281272916400662,-0.23842979634077374,0.03773036323930333,-0.08066032647884651,-0.028679645063082477,-0.20128131966526971,-0.004578635940011459,0.07184713998541982,-0.019461309570545676,-0.04273266896857446
ICAM5,,0.19934286444468222,0.049387981671651024,0.07025796012707529,0.0021749647999561397,0.3431245508006053,0.14767317957752718,0.183195203137696,0.012337092468578852,0.033112714127786345,0.06689863934872262,0.2816252526645834,,-0.032832235952620595,0.060726722734075166,0.21202825272315232
HPX,0.06860545110762968,-0.022785614564305737,-0.03731037983393142,,-0.02505441920464719,0.025212732463789047,0.016766442214656816,-0.0492593932241996,-0.034991539101305924,-0.023899628265513267,,-0.04205090243527489,0.026790274428332084,,0.031015952739633767,
SFRP2,,0.02418978895956755,0.030464286879021755,,-0.011727362478562304,,0.010655661546945652,0.018139023611365837,-0.029163159648941107,-0.012711704982492295,-0.020958329745740637,0.02588864382093624,0.052094187068745676,-0.05190323343829926,-0.028877649579583657,-0.031088232062227276
CFC1,,,,,,,0.10407033630849727,,0.07669048215259144,,0.09974963789607895,,,,0.023992274097836948,
CD70,,,0.012263756448835622,,0.09763505398587527,,,,0.03032995075818097,,,,,,-0.11258292781278885,
HP,-0.03666026646751082,-0.011397914424404116,0.03453891966245141,,-0.014231842338883,-0.03430688957261119,,-0.04891384996612141,-0.03853025090301513,-0.012940962185131256,-0.08219871437042472,-0.027464068221160747,-0.03165962770388187,,0.022178507970955063,
CXCL2,-0.046542218698627597,-0.032691900875863475,0.057920327479237886,0.014941702573945151,-0.016117330346697253,-0.023135852295221297,-0.025084135250652666,-0.04010788730326434,-0.0824136914563118,0.07236818258088785,-0.016199421151975892,-0.03563542480428833,-0.05407601056577724,-0.04409211226573001,-0.11627729341359187,0.014230509858703434
NPPB,,,-0.03602696700642683,,-0.036680927417247225,,,,-0.019649410478747745,,,0.02181078551291757,,,,
