,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TAC1,0.33193712695763283,0.10572066905590613,0.036976401859612006,0.34650076904392285,0.1650837914481058,0.46654781535153356,-0.0420336817354704,0.2176152872140788,0.35152777790551915,,,,-0.02323600020262514,0.031884345161968926,0.10528202428596747,0.0530344427626648
RARRES2,0.1021171730784779,0.01142060111248537,-0.0694734655863966,-0.20906433585729997,-0.09508287659074584,-0.3828938111154412,-0.09113279413881444,-0.011507041373728034,-0.16021055692731032,0.04597056076612922,0.03437890299205008,-0.01751627033632404,-0.029634232507928914,0.03332838984794251,-0.25734601601546525,-0.0849496277648427
FGF7,0.011663696035385054,,-0.013359413449788275,0.17194385658234185,0.01630478557272498,-0.0809922699483041,0.0035453883275618847,0.06671170634456103,-0.006142754155038297,0.06655807070285423,0.03484667831345566,0.029509265079530674,-0.06154659577578071,0.006080657389702738,0.022263101596416687,0.06689130702995574
EFNA2,,,,,,,,,,,0.13679676109982347,,,,,
HBEGF,-0.06697839243275375,0.050683637167948825,-0.02695685715779115,-0.13347377410434655,-0.05418540003864255,-0.16485957928172829,0.05253768071240381,-0.13971024782135624,-0.06431451391636073,-0.009850778910822904,-0.0009066800548218224,0.037537329126748245,-0.00620263408401328,-0.004237296038339644,-0.014385688232549054,0.0997881912878879
CSF3,-0.04894118549566369,,,0.030516381861229895,,-0.04214582869073445,,,,-0.05731448711441406,-0.04048544423683489,,-0.03466338586147598,-0.02605961634553905,-0.0788975219572845,
PI3,-0.047353386772166474,-0.040626613437176703,,-0.05797274942195598,,-0.06030879930815713,,,,-0.10297030895179761,-0.10901217594774107,0.023538876472292965,-0.005288564440816428,,-0.05969782268983245,
PCSK1N,0.19007770276178024,0.024228990142497443,0.12963622912294703,0.07128493993750591,0.01253116019130248,0.28368290563699256,-0.035790676726147164,0.24522920012721172,0.3103269750459079,0.02984098030977863,0.007463529151550166,0.013204922691732509,0.041734733619787946,0.06537390542040497,0.23605009317994596,0.15571073886729583
NTS,,,,-0.08500150435421461,0.02997955405811461,-0.08703702186065855,-0.02915119305781159,-0.03077571145704397,,-0.03130297771172054,-0.015299492102928768,,0.006616238822226832,,,
SFRP1,0.20807696212867274,-0.007427063037202561,-0.009261962119450816,0.1474054746298208,-0.044180571603456155,-0.014776959498450223,0.039703070679671874,-0.08942806478456207,0.029427729779814327,0.027954233532927534,0.04291776500408164,-0.04070791168812835,-0.015557263232617982,-0.025683531323969604,0.025435492154264987,-0.018525884804080368
CXCL13,,,0.06688725682665071,0.01390727424046543,,,,,,-0.0016391506155377874,0.03163894576961192,,0.004727968064730378,,-0.06399660766174205,
MICA,-0.034153354156847816,0.014184313615440555,-0.03912931491113853,-0.04032525988074258,-0.04808513783943594,-0.10384261396666258,0.031562220326981395,-0.06943043157679092,-0.13552315166694706,-0.011386534935674188,0.009841229108083627,-0.0315508104743914,0.005557080758753917,-0.020173301292831188,-0.029036807902758643,-0.020711355843413305
TG,-0.008866730642059194,-0.0026414877878919887,0.008018522389604106,-0.02659200552189752,0.04389005369812219,0.02119913024301937,-0.013127823723525615,,-0.040922506441114774,-0.02055001563531259,0.12630749613096273,,-0.0030855297295775126,,0.015261191807292216,
ADA,-0.047480300009813396,0.012539714206515475,-0.021262663120720778,-0.026909397081984462,-0.04276339208286678,-0.23653976314132635,0.013228273805656146,-0.1161812811500328,-0.09288154796455178,-0.0066154425612983125,-0.006454998844045993,0.049964203909088276,-0.030978943184096688,0.013573666930773285,0.03518924398213407,0.014360590668258323
LAMC3,0.038675855997254704,0.09125198169456267,0.03353512315453657,0.03947399521880142,0.009129776483706963,-0.16802458581065732,0.03859344467411822,-0.03138012272610746,-0.06562665104172033,0.061668660333057373,0.016452153733871665,0.011520859626876873,-0.05579493260536312,0.03391122012390071,0.19950543563883194,0.06800673293940351
CCL7,,-0.024563614587904566,,-0.06633189854104149,,,,,,-0.03826969113960548,,,,,-0.09179819160873497,
NGF,-0.028196408190586532,0.008071536748311554,,0.01395062623991593,-0.004175467163189433,,,0.022330242608015805,,0.04839823493764361,-0.01708672676585763,,0.018062959782681232,,0.01273635997479747,
TNFSF15,-0.03488247593954366,,,0.05548572945286963,0.048925308777192256,,,,,0.013486861133570196,,,-0.004215576024154201,,0.013783691360952532,
HMGB1,0.07812568964424225,-0.024996606248945976,0.08001458539057953,-0.017885176384381175,0.06318186342790115,-0.3376556676617915,0.015741822635822227,-0.10148360251460072,-0.04612062484532305,0.004232248237252104,-0.012644443862747821,-0.002421341419674237,-0.018609534412495046,0.06461194493572053,0.18275749879662265,-0.2082845817952378
ITGB3BP,-0.1809057357460847,-0.058024175154646924,-0.030930411109368897,-0.004556203405273782,-0.0003398603814304961,-0.24109971376721323,0.017625144415165866,-0.04444311189970719,-0.1626945124994904,0.01972448787046251,-0.04456454788895302,-0.0008838039127390773,0.06357859122409668,0.13354293404543563,-0.041174999845040444,0.034623812723853904
AANAT,0.010118405124756608,-0.005105492395631007,,-0.010593954021418382,,0.04166227482771162,0.003924691183024052,0.07026187826725921,-0.03654358968231501,0.06382345881242901,0.027598998405283792,-0.039710567993415075,,,0.05963020247751707,
RELN,0.04981498240356254,-0.07258361717502813,0.08667474649860743,0.04455241347942062,0.015856919605733995,0.20419208076881332,-0.030159858166120334,-0.02377820619852099,0.1890147917200997,,,-0.0377047585996146,-0.026000311213676984,0.1538483491643702,0.07713485333306794,0.022857142549011878
IL15,-0.04958483742719074,-0.0401596527356003,-0.028144675601947746,-0.03965064304081114,0.042097032681524545,-0.07594316265317015,0.000991022014573945,-0.014228865498688346,-0.023030597013964517,-0.05360507809968765,0.07781817070543555,-0.010007887365221887,0.030224661855362787,-0.027562004613300505,-0.0056868946350624614,
UTS2,,,,,,-0.13721010797557576,,,,-0.028590136996321923,,,,,,
BSG,-0.06976669387942978,0.10117167036556743,0.05297685326819233,-0.0868050269491511,-0.012867084249809523,0.2345627995293404,0.06713239208777767,0.17666976383911445,-0.1757088151263803,0.09523900546972393,0.04386665899575916,-0.05138393974521846,-0.019253321389868835,0.06106949308073694,0.11843824357516113,0.13498285308932423
ADAMTS3,-0.011832423599816073,0.05583915228911093,-0.03881697757608317,-0.030352289142370727,-0.007633668075463691,-0.3332539818180832,0.005368886139902629,0.10004170161841147,0.010844744848402697,0.021587702836254604,0.02908724650985765,0.0135517581093562,0.004711587427667633,-0.03168824299338541,0.09433793466487683,
CD34,0.10615614172194472,0.07991129160836485,0.021187113315624746,0.0686129775330588,0.02565436760172849,-0.15608553403311315,0.04721001185682076,0.1027034762971152,-0.007049696864930024,0.07934527410060208,0.028683206234240442,0.06646159365488258,-0.0453653284703008,0.07593332581227318,0.06502485120272074,-0.13727990905747522
CCL23,,,,,,-0.07267932399237008,,,,,,,,,,
PLAT,-0.06473999983249165,0.04578374677189987,-0.06532469944604302,0.013199751028579928,-0.08074649412613707,-0.2935129712421491,0.1007923318285169,0.005900245391939865,-0.16528193964493937,0.1697797532564219,0.057698687078956264,-0.032526404407950085,0.009687855852217923,0.028720916805455302,0.2505946325032035,0.02348033698570861
NTF3,,,,,,,,,,0.14703864331708533,0.12692598342610975,,-0.008455766841356273,,,
LTA,,,-0.016246414017933197,,,,-0.021327521415684204,,-0.03389249459681233,,,,,,,
CKLF,-0.0050476412963022825,0.014813506649300073,0.028652560243564572,-0.08923554112247081,-0.09330795136287133,-0.35517654651129865,0.0364543403994107,-0.07566303848313688,-0.22950940914643955,0.12007659410972289,0.04934640394759043,0.0073065917318383255,-0.023252811436318643,-0.06824077325411237,-0.020511107980380645,0.15913867800602846
CD24,-0.02762740163236954,0.00912231558363738,-0.09690825006472865,-0.07955951694828677,-0.1105747737822037,-0.02227042758731103,-0.06872739943559512,-0.021686765940220586,-0.10204503177435151,0.11669035105998334,0.04885238327403415,0.00491394026809741,0.022713019689660045,0.04973543248591858,-0.04341276909435131,-0.023121957487261986
HSP90AA1,0.07569771901275653,0.0429123802925071,0.025880099026701155,0.342031562470422,0.08839584533836205,0.3629471035875805,-0.03432140025763551,0.23556135735142528,0.3048121474140976,-0.1422145795845258,-0.08644387831605435,-0.03879896671330645,-0.022025842686357995,-0.0016444446992072892,0.11435030792827615,0.0975467646777437
BMP4,0.10412154947381808,0.03254151108453754,-0.017222151223891414,-0.07679113950135963,-0.09216291915433651,0.1335906907698805,-0.03745368454607201,0.024026093546394966,0.009086144782745444,0.15671509614545756,0.082439744721692,0.05908632692520942,-0.047551294403778706,,0.02576354797269288,
SCGB3A1,,0.0033944709624658532,,-0.027653902711042948,0.04652685561823839,,,0.0030633944424692822,0.06766375283207203,0.011330929367126994,0.03265057979210587,,-0.0106879560792328,,-0.031857051079682036,
IGFBP4,-0.059504810059479045,0.10509374457624612,0.0018902835277922819,-0.045083521875113386,-0.08043874689652197,-0.16082677934596531,0.07152726784091606,-0.07473922961581159,-0.07725260007520354,-0.026617785103529107,-0.07499805936916581,-0.012194395511279623,-0.019461709771598605,-0.044923464392700056,0.16180093925021613,0.013816430873927331
RSPO4,0.031114834518290516,,-0.0008377540099140251,-0.043790051466604286,,,-0.002756398227609446,,-0.03939504146625255,,,,-0.017626950569240376,,0.007912488635093869,
LEFTY2,0.0522393554526712,0.02977234425922929,-0.016445944700559406,-0.03291657000676973,-0.060258077701841856,-0.2189825422208899,0.04422358468361045,-0.030775731720808025,-0.041839906080778394,0.02025968012106969,-0.03552508490380824,-0.06703619134927195,-0.031824387487662247,0.05218731311934926,0.14083800981189912,
PF4,,0.06975728040628315,-0.014778321667923857,,,,,,,,-0.028318511075524428,,,,-0.035630674906244414,
ANGPTL2,0.01408053731525878,0.017729594366949177,-0.029448162345720848,-0.09324482781659015,-0.14547787271989168,-0.2382284515424332,-0.04840263310796224,-0.1412919087079547,-0.25005327078912326,0.13355297155748208,0.0026714899969400388,0.051411048124536673,0.01965962276348026,0.031161999931382817,0.23720117701800367,0.016143710876875893
LRIG2,-0.05746434455502213,-0.033541362023555885,0.009908557141049774,-0.01608538407827057,-0.05297480810571882,-0.1287151996952574,0.06057964695173706,-0.012168615212184696,-0.07165029293916624,0.07197639143248646,0.10449094315284028,0.05998342050330579,-0.019811546654102525,-0.02678568608996659,0.052417976481798786,0.004508961695753958
ICOSLG,-0.0572433656957772,0.004851383054651789,-0.04793707200295253,-0.030944390734188604,0.010035279932650276,-0.15116520662963553,0.019813429617988203,-0.11438512738213903,-0.10326612522927686,0.02123517579145252,0.08451534733426506,0.06489074916200756,-0.03137650191879452,-0.05341839055722861,0.06631620480075157,0.001249669313167061
WIF1,0.3199961906875195,0.017786421510870936,,0.17254279362288139,0.1374305654765772,0.5447375391590076,-0.019141589782147316,0.2619629289019621,0.4076781668536342,,,,-0.027985037496305102,-0.02804672789770832,-0.051505617822562036,0.13256149521810057
NPPC,0.08926978088435406,-0.0028906897653375183,,0.17541471176549658,0.04771671712958349,-0.00486395840563573,0.04745087651608397,-0.013082342701091378,-0.15776882810102008,0.03420807843712755,-0.015010020049972414,-0.011583315570597103,0.011683454092539871,-0.005189334374767242,0.04809398465732802,0.06667257303007552
LYZ,0.007600839200499679,0.06241924785742046,-0.05630736947955472,-0.05308496508727687,-0.020482317760366645,-0.20947288402693992,0.04852782569508574,-0.18209409561764758,-0.04567223638693295,0.06783515189332254,0.07439536845065094,-0.014522273189837513,0.02515479794592892,-0.056134166870936364,0.07690168667428679,0.060253989961499325
EREG,,,,-0.04164210919130175,,,,-0.013599239487116676,,-0.020503150695250577,0.05118456165174886,,-0.0374956472635708,,-0.006163777377979053,
SPTAN1,0.16400823566035497,0.01786836036384006,0.061536064166972305,0.11439061676211179,0.07116124151120436,0.20166356720011522,9.99381208864685e-05,0.21971451177104462,0.23967275378244327,0.07616574331046796,0.08013827008798927,-0.020191878371554044,0.006000468007725132,0.02877409547059968,0.16650549412090448,0.2309988300032646
PTH2,,,,,,,,,,,,,-0.007773358413542162,,,
LIPC,0.03993121811828521,-0.031195202265974314,-0.02224216393132294,-0.0024499338894861974,0.09370972732982831,-0.09390036764216568,-0.0463758583349644,-0.05670111123105664,-0.05324193956755014,,,0.08322917831836112,,,0.005562316509219977,
COL8A1,-0.1866074823343914,-0.000178136993973264,-0.012543252351784684,-0.1347222371324251,-0.09511070095656189,-0.1297738388514406,0.04810791883151659,-0.09521480847090162,-0.16332550102199936,0.10067566373835338,0.0767558965861556,-0.09916139028357449,0.052613074213388414,0.11284965979163715,-0.17987918664723385,
GSTM2,0.005727118142594721,0.061177422279620274,0.008506033571275558,0.003337172061824229,-0.02028280809100233,-0.036684030162073895,0.05623638989717943,-0.02944699258770522,-0.05354280664493627,0.12495936738897426,0.03825178704237322,-0.0203546422473742,-0.000586248808182421,-0.007725355618683508,-0.05592796078104123,
SPX,0.10941487001316949,0.11115878765918365,-0.07343247644203037,0.32907929637100886,0.07875741470556757,0.23026932433708683,-0.05775640369249314,0.06348492470981675,0.29321435761999864,0.16174938472875264,-0.03516105113233776,0.0028164340894032557,-0.023904903197378022,0.021512593288529818,-0.13625077892535922,-0.21382715234205915
MFGE8,-0.13456164026012693,0.059281283077652895,0.026622461436187017,0.12538152851896486,-0.043305245549538435,-0.05669131137634025,0.05096891297285751,0.1271411736963249,-0.1096188442930901,0.028442872912757215,-0.014413534525497188,-0.05245301639311084,-0.025388355742916546,-0.01042476200492326,0.0762421625365107,0.1617221848333692
TGFA,-0.17558029446790738,0.014515408307790467,-0.04185930896752774,-0.2101316881702255,-0.02171314362931593,-0.19699654421041363,0.0329713517271224,-0.07889336504891854,-0.12850161379068747,0.06941899370759479,0.03207140825815264,0.10462534859580758,0.04452886833952391,-0.019234854512565548,0.09103667306043264,-0.13260484513596396
SLIT2,0.31609872772104747,0.018261733268875594,0.04348486444886797,0.10210408559923718,0.015248318008358139,0.19107437464121632,-0.009751189700719315,0.1089634471787497,0.34279541521940576,0.0338508032728076,0.06859445102829222,-0.054226555893858025,0.03161930714594745,-0.0713051207605131,0.11181124248327577,0.11574112365754702
PLTP,-0.044031232003285785,0.04381566916500423,0.032054172782683285,-0.12247817648511063,-0.08373055638251041,-0.3745996622884031,-0.05715238613202419,-0.20793261460173604,-0.03329862183013033,-0.01841977578721859,-0.07253628706212578,-0.032364180493993956,-0.021619116694539565,0.07430290361844952,0.015287267533363206,-0.04972248610378005
APOD,0.09829988859266138,-0.003509511109653227,0.032637139412532865,-0.11292638461968453,-0.035831701531450356,-0.42650686634548846,-0.04253964017426732,-0.14052818848259468,0.07187815579456745,0.16366103365527823,0.06759817427407522,0.07345141293384777,-0.03787875226862289,-0.018824231083642253,0.03519612519431179,-0.25665526741836414
B2M,0.01728943021492013,0.0788357466290701,0.08346594549686415,-0.09303469799554201,-0.09994651738356786,-0.48667496946213573,-0.13556551264126326,-0.24668131186095849,-0.32618247087119207,0.1209645195984066,0.06731108345408518,-0.012378536559576728,-0.02849819565354461,0.085084715868942,0.2368013099070327,-0.24591172942375825
OMG,0.24277278331133165,-0.020926064414837613,0.005543895590565457,0.09405836606828706,0.010197753069092872,-0.11459485422692817,-0.056533572443079036,-0.02469530745546328,0.20581117237057392,0.026199147717178357,0.10463168549074986,0.07528522111404296,0.022026622623776144,-0.04676753956976782,0.15982491191521223,-0.13501789083059051
CXCL3,-0.10856487224379564,0.008135102815683533,0.012201445338472679,-0.09287170130802327,,-0.057513272201326855,0.03886992019051009,0.004257908616230684,-0.02440873357917406,-0.024382372563286195,-0.013145852643729264,0.027317560516262895,0.013987612194736924,-0.012922389662277874,-0.06967423802673624,
CXCL10,0.021260532200931378,0.020821665699617492,0.0037880921297307915,0.05920609780334608,0.026163505338697535,-0.30894368093902075,-0.027429829370581672,-0.061381190773029844,-0.038788431547598395,-0.03951836562820291,-0.016664932721692515,-0.02505039215030374,0.014246502064921727,,-0.0024178757384745817,
RSPO3,,-0.02285367756880394,,0.28497834651289844,0.03547079362680019,0.27009496050813114,-0.014256919391063085,0.14491417412263982,0.01478172210718561,0.09905841352064494,0.08478682782871122,,0.009113405864633354,-0.048184754601433184,0.040825615064665394,0.11029266013953003
CORT,0.05653208077694857,0.08357918566579123,0.024422206482977465,0.190179596187734,0.01601582744596785,0.3274010228430705,-0.007140929301213519,-0.004385576294188379,-0.016927273955364548,0.031126956742436786,-0.016135858887025695,,0.003808273712641766,-0.05328120300353105,,-0.052058179186894614
NCAN,0.001991271239666932,0.010092543989977536,-0.03868735201383718,0.28720146012214187,-0.10056796783836437,-0.1979873469224109,0.13947127330177933,0.13557676386278258,-0.2551094501575147,0.08537353566507841,0.06684178433151373,-0.04160887589577499,0.03324334190703147,-0.023579866299690295,0.16363620104177432,0.004465705574758011
PRG4,-0.05270544919326985,-2.7707618692172795e-05,,0.07794497745793501,,-0.0573082937084573,-0.03170006827411335,,-0.0298214974544799,0.020359101183932304,-0.03400622708667338,,-0.03787920131654441,,0.031210383133824494,
ZG16B,,0.1048756429083885,-0.01778330822697914,,,0.09288199445929478,0.06710306758251243,,,,,,,,-0.04059583460992821,
TGM2,-0.03467108072857859,0.027338721891764946,-0.0653545807824185,-0.009631621661719937,0.05505101547284309,-0.09133367087846508,0.05076069909023328,-0.02493551590467769,0.1088037051991654,-0.018017793703083266,0.004796698089975308,-0.014721313140746747,-0.026201826735739196,0.05785223845167586,0.02618359868210003,0.055964941843765485
VEGFC,-0.03781721209555979,0.022157488118806638,-0.008404526650025373,0.015243059543187902,-0.042890319200282835,-0.025940261100636866,-0.032637492686162076,-0.035774796674673696,0.016492241201572555,-0.014210266409715462,-0.05937550025731635,0.08858615307480501,0.006926540788997134,,-0.03418675772483253,
WNT6,-0.04796229976928103,0.05959923839115409,-0.016445945132175056,0.10249439040256432,0.03525758007332962,-0.0690388037900924,-0.0013457620813216204,,0.02590935479171554,0.03587203997738886,0.0955031493883287,,0.02744095760962974,,-0.041947676781305274,
NRG4,-0.019799491454649404,0.03920687863823607,,0.05499468610640676,-0.02304820394470735,0.027705532894755566,-0.02392704580487242,0.09908699625262278,0.06421500944783651,,,-0.036994145144590866,-0.002481822650378583,,-0.053257758161362356,
PMCH,,0.0019352221910337274,,,,,0.02089753075019161,,,0.00667702552761959,0.05082303288317254,,-0.022888572157887387,,0.06356525100983193,
COL9A1,0.03528622231862698,0.06666552764291736,-0.00026049820407999646,-0.016383646917654687,-0.047151466791767814,-0.052650215300148726,-0.026994548516745216,0.056380179008499585,-0.031289563128008215,0.08055309935312929,0.056470129000001,0.018044408804634506,-0.05380432082872348,,-0.010174144003809116,-0.10690176474588291
GDF11,0.05464391347704068,0.034782426793219655,-0.06988834573726672,0.016982051521364238,-0.05299458133964849,-0.18359379645121468,0.03548780442627557,0.04725786882031921,-0.05057024272621102,-0.02767832159043359,-0.01615859828498183,0.033812758329685576,-0.07720677979098273,0.07048793806341332,0.12421376730025162,0.006230903341968406
IL24,,,,,,,,,,-0.029001789283355502,-0.02786698681408559,,,,-0.07052455232459272,
SORBS1,0.1506523532182256,0.051127485890919006,0.011877969325407313,0.07442233734653446,-0.020996584642435027,0.011510071397466846,0.020584876095026877,0.025317951372051242,0.059486146164925674,0.055772849481224296,0.0278941055587612,-0.0075939901691203385,-0.005707218236965703,0.09792962933326423,0.028572971438278014,0.05472577574194557
DLL1,0.17001409658894245,-0.008887429860410107,-0.012398195846442271,-0.003738273583949097,-0.08597822501207127,-0.127367650200531,-0.022178370757825402,-0.009203597543282609,-0.11197409411151406,0.05997622923874364,0.09588514802767636,0.0009732544109828789,0.0034470051610158347,0.01350281403143141,0.13556925210311976,-0.08662590491582305
TLN1,-0.0337614546521318,0.07108608186739007,-0.006365832259987368,-0.20641179961775358,-0.10215341635564464,-0.37990691461091547,0.03254459872626879,-0.19535324138369228,-0.27006812284878523,-0.017725993442164942,-0.046277379561131315,-0.04479262517826566,0.019981352667711384,0.032131354578422935,0.07145565266257747,-0.05898603128359336
COL2A1,0.06105318866991766,0.07423933196500934,,-0.04067559315986961,-0.054748964797298245,-0.03544756844351313,,,0.060821970248793746,0.026153478753022714,-0.04556239728087685,,0.06858293924154792,,0.017523477302777368,
SHH,,,,0.039970195231947774,0.022880709972551014,0.06328148952256574,-0.06537615393651866,,0.1362178701810836,-0.001235103131799126,0.09163214257364743,0.021091996928079393,-0.018501200702477696,,0.05674456774618653,
PON2,-0.013569532563519482,-0.003937181340969226,0.09447259361610351,-0.1441462281128817,-0.013306013173332099,-0.44716135435998816,0.06707510253367917,-0.12096829988663334,-0.21036894913761436,0.0946201215223885,0.10122594793270161,0.032113141272660316,-0.030122174429272796,0.0047205622043052205,-0.06740426864286599,-0.06162157966679871
ICAM5,0.3577000843237142,0.007011548118320191,0.13515995650062218,0.3722378283802979,0.06278075743364361,0.29024412973969455,-0.04506374488180679,0.1588704339006928,0.17887393264381235,0.05373397058151333,0.02427863992541685,,0.05925420422531283,-0.0583532046227214,0.01729708097378861,0.24769025097143363
HPX,0.01576993844380996,-0.015769480139600903,,-0.006682854949698611,-0.04335930135879264,-0.06020490692984944,0.009470357914791087,,-0.02908770485068445,-0.004002201342493686,-0.004218961581599827,-0.009485677521689025,0.03616923513718082,,-0.029074092777021124,
SFRP2,0.13743516464996608,0.03344340388977204,,,-0.024074207878806098,0.06115734491912265,-0.007580424634384421,-0.05832127221319327,0.036195185558800476,0.07627386964964963,0.0333786735518888,0.04980324629773881,0.028001995513527913,0.04024454547983,0.10123333229999947,-0.02949065598124575
CFC1,,,,,0.09956631522089322,,-0.0213275227046165,0.08346109374021003,,,,,,,0.0030786829615064445,
CD70,,0.09085473238524389,,,,,0.07041914306423064,,,-0.015902491475843886,0.009891385580400728,,-0.014542961198872594,,-0.11081875874196946,
HP,0.09046385997339047,-0.005784258332080694,,-0.058141112644483024,,-0.13564772621057833,-0.024846982031533543,-0.05870354150919903,-0.016800812855643985,0.07337716896049758,0.0526918118582125,-0.0031599579462302995,-0.04305288683546016,,0.028421747623928535,
