,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
TAC1,-0.01698505590042557,-0.04104396692110661,0.03319247162494227,-0.019647189081020377,0.08286249061519875,-0.037566364942923855,-0.07994548393850216,0.03073099266310243,-0.025786549743776827,,-0.05849058360228178,,,,-0.009332862887800214,-0.017444485453138175
RARRES2,0.07989558290629784,0.05560682120448741,-0.0271185942410438,-0.04071962329016673,-0.019153495326462,0.0416492347073272,0.08643470852529973,-0.027219733362233392,-0.00937720350624105,-0.08875018090930782,0.09694643963905573,-0.08150611192433231,0.00037949658062191524,0.0428205262839689,0.02328969765839792,0.0032423588220095
FGF7,-0.03742434670278696,0.033080012162935414,,-0.054756261731385564,0.05587864746973265,-0.026465512684796952,0.03361661891211791,-0.0037652802989545644,-0.013476124041428332,-0.028085905406978494,0.008298012087971707,-0.028484836148666565,0.07469752154869105,0.06046942815735994,0.0351411107339193,0.03957904517867047
HBEGF,-0.009946725304042874,-0.03634784371052938,0.08469906286870874,0.04345366774866396,0.051520448105066646,0.021927065760193463,0.07225876894481287,-0.05067364514227475,0.023627896489636438,0.004527805695449301,0.009022852994758931,0.12644027043229342,0.06309911458882571,-0.038104627580919634,0.02916796840547427,-0.0616088717669338
CSF3,,0.08839744401175387,,0.1626945833037433,0.04354003533662777,-0.021112413566274798,0.05313172467548597,,,-0.012384758003020694,,,,0.010734484597501287,-0.020471686653671224,0.07555164704332211
PI3,,-0.008894990844096316,-0.022947357611310504,0.017933596849758447,0.004032384870517812,-0.004146957019736172,-0.023066472239709365,,,,,,,0.05346599507733817,-0.008843331093454665,-0.030354427402052585
PCSK1N,0.05818925537587901,-0.03399160848950461,-0.04170231114104618,0.05392007212413301,-0.03139255117238209,-0.0026572315192112702,-0.07534459427122829,-0.03255774612491254,-0.055725175702997155,0.0028100328792982016,-0.02614857038092731,-0.010306648671515319,0.030121952583630422,-0.05297514262767836,0.09793930794755966,0.06085225910571072
NTS,,,,,,-0.015442630164396938,-0.025178629447683447,0.03478647695543282,-0.02760994385917493,,,,,-0.034069880147518716,-0.028737319017522932,-0.020689204385688352
SFRP1,0.0503262232590663,0.03565861779247916,-0.012956163255956079,,-0.01311583648613217,-0.025818812813996225,0.008448978729305784,-0.02995251313531952,0.004199211435375243,0.0002089516406306009,-0.055158121134188484,0.04951828875944833,0.0053884503412673325,0.0402618214272332,-0.015441132380971286,-0.020208439690661766
CXCL13,,,,-0.023402900331618303,,0.0029019807439112423,,,,0.10122280052661847,,,,0.03805289333183388,0.04962839685172347,
MICA,0.07124652257359944,-0.020485794752085514,0.11450618275299156,-0.04569601693286165,0.07087683326254472,0.047130608449156314,0.049892569465961316,0.047369164269192875,0.008832436261442549,-0.020663957250145786,0.10163816932417477,0.025508689462090617,0.015362559112956285,0.036730616987229625,0.03177530936594424,0.09010364156372
TG,0.07365260821199791,-0.026124234334475922,-0.00868801950872526,,-0.00505146800374751,0.001515482197065786,0.006047921553003775,0.04750725577536923,0.041456738130114336,0.07462864838083105,-0.034820177616811776,0.045533712339527334,-0.0074943729902043794,-0.01940521764532658,-0.01684851269579888,-0.027246191886606496
ADA,0.06046281660960428,-0.038633474766308656,-0.015672317345900435,0.07670707278235563,0.02644361611643256,0.009481758840775373,0.07620778331667843,-0.005883068221429875,-0.01772299494386812,0.06210987532445762,0.04038181307259866,0.04908118038382361,-0.006586136347537406,0.07908947793408105,0.05162527874379854,0.01925481275524698
LAMC3,0.10357392967094005,-0.009988250861809659,0.03989980780961027,0.023075772464707895,-0.010133914563078392,-0.0023369884397004123,-0.007979825095616679,0.03913619426479673,0.02766550134539565,0.07319844009210989,0.042921884738540646,-0.011365343681144342,0.11391228775046228,0.03810637074945491,0.026102383634775808,-0.022175203957297947
CCL7,,,-0.003001510088792613,,0.039191066126549545,-0.0339233372777621,,,,,,,,0.11667218969375075,,-0.014640295113469516
NGF,,-0.0188806780952645,0.015204377363095425,,0.018824307503849055,-0.025815341842493338,,,,0.021800809931926866,,-0.029722325480959592,-0.028789295794774985,-0.025279121237056824,0.10350733560031862,-0.003612494147792995
TNFSF15,,-0.02335775517678207,,,0.07273381648114623,0.0036908790627158843,,,,-0.017026757472920026,,0.07503175788592249,-0.0046542613414984274,-0.0015606606084259712,-0.012712565956434503,0.04063768406781431
HMGB1,-0.018863932392718073,0.020626103956474854,0.00966601639716656,0.006513538286122333,-0.01696303756925584,-0.0521586680409719,0.09409373013117699,0.01864850413658744,-0.020526428704629354,0.023783655111871794,0.02179183095500858,-0.03517653880435628,0.035004702775042,0.021044973056423655,-0.06434207131898242,-0.04821495517690875
ITGB3BP,0.05552303659704211,-0.028257389735593007,0.05476468585429276,-0.01030728086410659,0.012244844335773532,0.06082266220927042,0.10463474667325265,-0.00013609860594256844,-0.027220046927472114,-0.0017123278924670146,0.032104583533003245,0.0835924067981762,0.07738909406197404,0.04756156422926447,0.06049956774695484,0.012738936941287025
AANAT,,-0.03384063007982968,-0.029115720882406854,,0.03955891430147351,-0.022631670272257362,0.12684919490812716,0.11403053426625327,-0.012579167821749409,,0.026065349066196196,,-0.02017764767496926,0.025207998935016143,,0.03849056457844516
RELN,-0.01630759035836785,-0.015132819584187409,-0.028077003203578442,0.06964112864081315,0.0008673919002479992,0.03531820417272596,-0.025494467695610853,0.07405083273804039,0.004709213949472816,,-0.03442400880035752,0.010261158307678434,,,-0.015355401985005774,
IL15,0.019471549587532208,-0.033202645795905435,0.03218296292450006,,0.053546841948068497,0.012776262626909627,0.05497082601176937,0.03288470957127151,-0.027036754088717203,-0.0189620513946106,0.09072760047204885,-0.03617510861702323,0.008382313148243092,-0.03517908779801933,-0.018242011094987347,0.01338290159497237
UTS2,,,,,,,-0.01958524066808361,,,,,,,-0.016352018538685734,,
BSG,0.09735475461255194,-0.03575086405970314,0.010629410902314944,-0.06190976218931178,0.043505828477468214,0.021123387633349266,-0.024081602611288513,-0.022336157687892284,0.0606072751146364,-0.0490779047672586,0.0012148812722683397,-0.04100910669609125,0.040718473354981154,0.06433763969718134,0.05672034243367672,0.07763029288758172
ADAMTS3,0.032893346333977336,-0.04994212574470076,0.030509084224936502,,-0.024656825182647737,-0.017007256257964367,0.07763156683534048,-0.034911572647887905,-0.0012907952122842195,0.013136776826128575,0.00964887120266124,,0.09163815908672715,0.06631778022919042,-0.05477101848288416,0.04442983452735736
CD34,0.012742937394295812,0.023159752267978145,0.0014537902731382823,-0.023989474215497263,-0.04215518667956658,-0.04353078592396116,0.03641767943254081,0.005476271091959561,-0.023535281443764856,0.05261833869353977,0.08881555592335288,0.09324021591627536,0.087309905625488,0.0478188796089277,0.036885834458881474,-0.0447904970470347
CCL23,,,,,,,0.05252606580320328,,,,,,,,,
PLAT,0.04184427924851043,-0.11561901956037332,0.03147064353399457,-0.06575528269062417,0.011545243434760367,-0.029380714331197176,0.09500817538892566,-0.03576005688315314,0.08159766854236304,-0.0045707874480607966,0.06228223374133186,0.05938848993294722,0.1518369365427205,0.028547392754011174,0.0650829441877016,-0.04487401129331882
NTF3,,,,,,,,,-0.020305777681679082,0.04165590302534954,,,,0.08461451363120114,0.02713373453975527,
LTA,,,,,-0.02479493287568152,,,0.05890425404415118,,,-0.01700791290978811,,,,,0.10164991510165831
CKLF,-0.0119856037308187,0.05341550831009814,0.03459937373686124,0.07188939044459598,0.05909545670072735,-0.03374711691689326,0.08102721810101757,-0.021999466786094164,-0.025921791376940364,0.031119746292695757,0.06438672203464231,0.10666286147607398,0.1139187877572313,0.07748672585505444,0.028383380101302397,0.04485618278650789
APELA,,,,,,,,,,-0.03138791486424104,,,,,,
CD24,0.017245292089532724,-0.03916457328490312,-0.003982179341892586,0.0013098130856428437,-0.009531005290583311,-0.01669311575645495,0.00918988207253175,0.06500571214189924,0.017769262438108495,0.08917681509173392,0.026472713469514096,-0.12853750485375118,-0.016233972511659298,-0.014221266236314895,-0.014315298471476078,0.03244088516387307
HSP90AA1,-0.016228524253746348,0.02262803448821852,-0.03065195391585979,-0.014567016519280402,0.01580822951719263,-0.01721640988083578,-0.08940468970174689,0.00020966581038525604,-0.003200952292458947,0.03522389411317103,-0.0636742596903757,-0.04553831889636488,-0.0169527396832395,-0.049822655150234665,-0.04998869780498836,-0.08876872188148771
BMP4,-0.020244078679583943,-0.04086240585553997,-0.011704474376555736,-0.015493214281416404,0.02329868772871128,0.045718552264521865,0.02400822095942834,-0.029427146764447083,-0.04625767964791297,-0.05294966779853414,-0.024573359323591344,-0.04235086261717651,-0.011126393333895085,0.013473630900719107,0.013437840601714079,-0.06185256668269133
SCGB3A1,,,-0.02006807106459151,-0.03445083996252641,,0.08211789699959894,,,0.042775342549828815,0.008627742678743127,-0.020123106529835046,0.10340979357730477,,0.1256941368528444,-0.026399988117271636,-0.030696784659491706
IGFBP4,0.030590310525266024,0.049115180218993824,0.04666035396753013,0.03166938996189689,-0.03698329084382457,0.04865554614729756,0.062372080902398395,-0.010305978633769784,-0.024129882113989583,0.028673553450410533,0.011977693529341672,0.038577906531359674,0.11463030483989062,0.06896866199308267,0.040806513404667795,-0.0317439838817769
RSPO4,,-0.0230646840117583,,,-0.004989500260727156,0.01592448202554826,,-0.0170955607256016,-0.010610649538532082,,0.14941264526432257,0.07259780121871351,,,0.0032136155316291404,0.06864515864940789
LEFTY2,-0.019476280235265594,0.03769322573121203,0.03885388596396799,0.040938587821035204,-0.031875291698651005,-0.00023126878375689163,0.024336760825175163,-0.0159027832110132,-0.011634706990095571,-0.01925198203105099,0.03657104401478899,,0.11187016139043718,0.07415659242695716,-0.024178630523874887,-0.008931743175051297
PF4,,,-0.020817402332906076,,0.05209931487617242,,,,,,,,,,,-0.020847258328302157
ANGPTL2,0.05759372929237924,-0.008969735759626665,0.02496487465073765,-0.051596867419227636,-0.05271946317198526,0.012002324170453008,0.09717375281920045,-0.027474621032516647,-0.0017025178719975865,-0.00543131771981623,0.0769620886574638,0.1838609052933764,0.03397976938405077,0.0861849183061819,-0.005179802652880109,-0.041147850062110095
LRIG2,0.060958745335032705,0.013573918288340907,0.0259592113406193,0.01763875735056563,0.05311970692502953,0.04301917286347215,0.04975747852864689,-0.027175698324824173,0.001171875328800341,0.000161058541019554,0.08885954133374237,-0.07678216700168891,0.012545182241435504,-0.0075870929074167825,-0.04513365111658353,0.017193720189770716
ICOSLG,-0.031226395540741494,-0.0642777518256652,0.05970183716781267,-0.0021968531721578296,-0.02123419558285494,-0.03221514043243733,0.03202807927388973,-0.04798064281033109,0.007661781534510316,0.012174078303628856,0.026428805695941658,-0.04180476076187673,0.08733487264119284,0.0748408775366626,0.028152445090980027,0.02050262719786034
WIF1,,0.06079835330591631,-0.0002726439596441062,-0.015802889977796802,,-0.07265031867194546,-0.08552673363961644,-0.013192239291922002,-0.0199670455467967,,-0.049998002580389264,,,,0.07430666904406048,
NPPC,0.03991989210596771,-0.047071666815508124,-0.027503329994371044,0.05657947230779809,0.017881221825209695,0.04714189342739243,-0.04975154754027219,-0.02573386719924593,0.0624476593819843,,0.048183389034905266,-0.023607895124490047,-0.024160632519062558,-0.032675138678342375,-0.01524748345028416,
LYZ,-0.03282074341683434,-0.04734960857571606,0.01299072287852162,-0.019102621755055428,-0.04031274025624458,0.008908876142344393,0.05071514557762218,-0.03507031330314145,0.022529234505576107,-0.05972702780784105,0.050433536029641575,-0.059235051355279046,0.14459307735888283,0.022795803605719943,-0.02735971459620705,0.02258623273792156
EREG,,,,-0.01987900541609342,,-0.010723950328102836,,,,-0.02251218814245189,,,,0.07065793954284551,-0.022144378645638788,-0.0314841890603124
SPTAN1,0.07822838622629963,-0.045371371265202146,0.02993226319817529,0.02634429338528779,-0.01087700326133294,-0.03157738378201373,-0.02310482938307291,-0.02708890635887082,0.025654851016455076,0.04311122347068225,0.013627971413925685,-0.05862802073006416,-0.058604456167401106,0.007166627755556981,-0.01324660697975587,0.03367759944631778
PTH2,,,,,,,,,,,,,,,0.09099642475353723,
LIPC,0.030929931950912284,0.002729019226390815,0.002446863948292847,,0.010223440290096562,0.04561399991655564,0.12501657286243267,-0.031961891749123755,,0.027594780960313203,0.0034153854239844486,0.06642460343010421,-0.04964223669353254,,,0.057577457601652934
COL8A1,0.07807657723277299,-0.047507966760478255,0.037083766898189804,-0.040239926826731325,-0.03461868924268233,0.026830418391260956,0.009188645012243772,-0.02906182329933322,-0.001607352259664781,-0.07975697963977602,0.08390345219389278,0.046614422147895046,0.05465650315365919,0.052649899079722846,0.02137211088236255,0.040823276292358684
GSTM2,0.10353003189957324,-0.059360615489361876,0.00921900741636553,-0.05363042640931643,0.02995118770218099,0.0288131273160773,-0.0012198460080139716,-0.024699547207802146,-0.021259123726534927,-0.041269515654141845,-0.03603867251940942,-0.0034971996391732515,-0.02512651138014185,-0.026204047571516686,0.039523568180279744,0.03489398869008433
SPX,-0.032347391386837364,-0.03787628887637326,0.0006408861808939162,,0.0173024613121983,-0.003819993532811301,-0.015704332332652157,0.024262443041453675,-0.004548231003730407,,-0.06078270832684165,,-0.008962612423745004,0.016388921014231065,-0.02684318220172893,0.013089534927406731
MFGE8,0.032127892680445455,-0.024450595331071277,0.034997042654125794,0.03251532131551846,-0.05577065054047963,-0.032422978239746554,0.01995842065135223,-0.028700519051698622,-0.00937261615524879,0.011179695460299644,-0.05633640893934056,0.05547140363221335,0.06850264311496618,0.05012906620839428,0.03138307307490823,0.04773855188746317
TGFA,-0.012612470444535085,-0.03927255028863987,-0.035638460581204484,0.019421849575341894,0.03210650464648987,-0.01805796105624431,0.06413876790734852,-0.06842230656901933,-0.027336682498173885,0.058394616472954505,0.05178905959378278,-0.065195830829274,0.05496200019691661,0.05166659679620508,0.004778565532462167,0.04013794813357632
SLIT2,0.025046344199104748,0.07454319993745691,0.05736764491550893,-0.025606282155654067,-0.04094090334041586,-0.041060850959219325,-0.053666742986980195,-0.0146625559755433,-0.032768543978574836,-0.016011153428255268,-0.05928592919477936,0.14849391677632484,-0.027323538677266734,0.062402732555904526,0.011595357708666291,-0.02074439964485937
PLTP,-0.026464521217482814,-0.017826920273034393,-0.03818341823241315,-0.0014747582504319298,-0.0467534413596094,0.02811732375480716,0.07032896413110297,0.01513132865789189,-0.008644281566347221,0.022627511775479406,0.003715738095946161,-0.11783129529803618,0.007088527883705382,0.12341450794938674,0.019795041443742983,0.03549680360251129
APOD,-0.060922256632964106,0.03995729646609284,0.014866882224566435,0.007190412718732471,-0.0019060991986972538,-0.04908896607138495,0.09385014813799007,0.02177090183662969,-0.06203857598362501,0.00929767322197213,-0.051804156425854994,0.03130862773701747,-0.0007182317340643244,0.06513809189059423,0.043054029714469685,-0.024978440007933075
B2M,0.02165842696525086,0.09163126299296964,0.07518038347436751,-0.05719313033439407,-0.011776564288327076,0.04152588382461901,0.10959994325821502,0.015674909027030403,0.0417468654796678,0.030479193644727225,0.0794429144651516,0.0767603289603499,0.12774633161877752,0.17007970015430823,0.01604650741308088,-0.006454017836337614
OMG,-0.002448323891901914,-0.044669761551254954,-0.0001771889243308795,0.07024505566022855,-0.00670557382802255,-0.03941478113180394,-0.0061481201337231384,0.035619944185971655,-0.05401584767309237,0.09412929623073657,-0.02091680474865796,-0.016510249511576057,0.013589590261633448,0.02318771503806581,-0.04586310706643261,0.06994328321724545
CXCL3,-0.015840933968808327,-0.04031189553904841,0.03352982509873673,0.0501410826990368,0.013337055036641855,-0.021989774002139424,0.03965724026654445,-0.040062664707235504,-0.011351152162273632,0.06319512633651132,-0.020768924304557474,,,0.09473134258303254,-0.0052105083152335216,0.04497378085097929
CXCL10,-0.03698821187952998,0.06421733346084223,0.049495896989872265,,0.031041481340295413,0.013386448679443766,0.07663461199573761,0.009076772561860657,0.01575169050977673,-0.019426748967429137,0.009836000150983517,-0.001403908541212943,0.16523101585505562,-0.003931227188691858,0.006181013886150271,0.0638594618406802
RSPO3,,,0.04873163704851246,0.07985827907960229,-0.019601413716217028,-0.03011613658132653,-0.030342016633812162,-0.025820260243207868,0.013499426014269325,,-0.021703125616456903,,,-0.03006961598449615,-0.034661656732005754,0.013406414755134296
CORT,-0.0196707747361548,-0.025859574507886455,-0.021375519241488245,0.09501469945841433,0.031971047541508923,-0.03655047883242089,-0.052513657735341134,0.0014001418586921304,0.006917861998016408,,0.014308997742453323,,,-0.024958342921151334,-0.02956930797225458,
NCAN,0.050116575160776104,-0.03930873920150491,0.015970016153431573,0.016741956124490046,-0.06070243465708818,-0.07049210636443967,0.058609966841708265,0.023501301896429298,-0.015327821778736976,,0.09854087378286906,0.0878256297264895,-0.05280301238969792,0.04798548657099431,0.031109269965951026,0.03107445031626585
PRG4,,-0.03529224762807443,-0.006463354086984502,0.021796688287178956,-0.01934575002738283,-0.021563045669745873,0.03301628710620492,-0.021847447939376683,,,-0.025374541504647956,,,-0.02397363847044246,0.01747742047139259,0.044565835444614885
ZG16B,,,-0.02782835763608313,,0.003357238108732252,,-0.028378266000495637,-0.011679504622012907,,-0.025396860766756554,,,0.19172144613974468,,,-0.018525125939845247
TGM2,-0.018700566678053185,0.04077651851525747,-0.015384617501591922,-0.00192683902962533,-0.027153107645678402,0.022473968651340964,0.00010032628069648521,0.023442149774472856,-6.279311646477286e-05,0.0275816773645514,0.014924197899786296,0.04487483641434734,0.09173972838402489,0.017840387558107695,0.0043662514954195715,-0.022928199377709194
VEGFC,0.09737051222787058,-0.001735154251905544,-0.020744408306139463,0.026534809731011348,-0.00021913811694677482,-0.010228832996781135,0.0558780859187544,0.053938753164857044,-0.023796529123215168,0.01673641607897373,0.09128206376923097,0.08108270645548366,0.04178697513863266,0.11160521932956309,-0.030344174723075032,-0.03023297656479181
WNT6,,-0.03211617368182017,-0.032379392255836074,-0.043299324145866985,0.015600253922107772,-0.02971180096045226,-0.025847295041723204,-0.015366285896631837,,-0.028398881707563814,-0.022600486389250773,,0.20839911695825158,-0.019291521984500307,0.10287318507394952,-0.0223728969169451
NRG4,,0.07520505070486383,0.057160881146318614,-0.02415822852576881,-0.02354466277155085,-0.030713738702365257,-0.008497671063206237,0.002303639360560527,0.0027888329327249075,,-0.030210390705437455,0.08042021673359095,,,-0.023477985316928164,0.012723904532245669
PMCH,,,0.07529261381062294,,0.023003365036463594,,,0.04608341037025907,,,,,,0.05583824668158149,-0.013517654594930045,0.03150113241466602
COL9A1,0.13089373137298047,-0.03728635993675289,0.008501728508352353,0.030382662347300728,-0.012907676253134732,0.03298148458176938,0.10417215746112067,-0.031302597804359934,-0.022476681715990748,,-0.01379123709166056,-0.02503046403965978,0.07932844079558973,0.007238152424538414,0.008578496556520496,0.05018587364012631
GDF11,0.015320099185763747,-0.06736681051326096,0.016642453519358284,0.00393902721365475,0.014939088634441393,-0.01304960636906244,0.08501722577464178,0.01498704653762976,0.08924947854869623,0.04414654955227227,0.03375177804794278,0.09341553611294899,-0.04863227307384786,0.003756629645952458,0.017627983307877827,0.07287172796207259
RAET1E,,,,,,,,,,,,,,,,-0.016298065601385147
IL24,,,,,,,,,,0.08250299525831999,,,,0.1158015102934558,,
SORBS1,0.0307109525990381,-0.012266520873879319,0.04594066654598124,-0.04036526817616093,0.023244615368795272,0.05530170659051985,0.00213056590893383,-0.010252858788254222,0.006446881281073646,0.053108564123819126,0.044536844103729815,0.06614245481925853,-0.01463774607809401,0.02717201079117681,0.030713801383280226,0.011320161395419664
DLL1,0.052581777662031474,0.04655621561735209,0.0628104874087586,0.06703285423396915,0.03570925340427643,-0.0034792418825380354,0.08914652530723695,0.03175585205514709,-0.02405128897040036,0.08322894983450621,0.0189642440860002,0.11043086326333072,0.022777474067459155,0.01525559814054958,9.240778451083223e-06,-0.04943631912127734
TLN1,0.05066606472820623,-0.03662572716888739,0.04189310231030544,0.0013037338925192521,0.03070166638591724,0.08931856678446497,0.11983878696329932,-0.04756741411683092,-0.043298573444016886,0.003218388873670354,0.031047772520073864,-0.06615995908651877,0.04729722967778565,0.02880189095850948,0.026707608031081218,0.021760010006526616
COL2A1,-0.018475888099608356,-0.02449813963890457,-0.0016217190110330495,,,-0.0002666372967794214,0.039654359099846645,,,,-0.02108472209193202,,,0.026595243685823066,0.0618345381921466,0.21064990375934523
SHH,,,,,-0.0058980299254274525,-0.007603519537549801,-0.019071989761178063,0.030934303143353624,-0.012182919781136198,,-0.02012310477095026,,,0.0135600731526586,0.023547689551522897,-0.0015050377089731413
PON2,0.0783504840410384,-0.04989534564718882,0.04721383365963499,0.023437662598783375,-0.0025958416524318913,-0.04763466866628679,0.10203188025012738,-0.02556523001165438,0.01652919528824709,0.04947223059157644,0.09360992325907554,0.04440554615049902,-0.021003903671636723,0.08205404375406994,-0.015548032874064054,0.02961151965418778
ICAM5,,0.057846196781459004,0.028946012333997333,-0.034450842400608805,0.05814017337453648,-0.05107494661835301,-0.03133517468532696,-0.030439760956512466,0.06104434213903452,-0.015160329440959805,0.05868939805447799,,,0.05225146760583127,0.09564636380903623,-0.032037417561215184
HPX,0.06750594946398739,0.08627473866394081,-0.021165019692429538,0.016835639211439095,-0.02493133831901105,0.038061330307843505,-0.03532887766011852,-0.022920303949878467,-0.010610650008849509,0.021348261383367272,0.0036573629440584212,-0.052782325127281635,-0.03676066326711657,0.07588044126556921,0.02489192883374368,-0.007795672796803335
SFRP2,,0.07968879922880755,-0.0013157030314149766,,-0.022895606048008697,,-0.019362427442715064,-0.019102574521153735,0.06518313865810385,-0.01580556157304812,-0.03947638178605269,,0.0600988520196652,0.10484055550871269,0.017874445390646913,0.0005305551282220824
CFC1,,,,,,,,0.00398268419295785,,,,,,,,
CD70,,,0.0031770179005589606,,-0.0006132016981398546,,,0.014453514203416205,,-0.013329791443633101,,-0.05637772424454389,,0.05831601826920751,-0.012143006692003501,-0.02266709659552925
