,MGH258,UKF248,UKF259,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
FGF7,-0.04035831604134927,,0.03598109973909746,-0.03225742392077239,0.04251244086869157,-0.07480224108422509,-0.03419194571504712,0.014923088631490306,0.04081497672095105,0.07816704773786938
EFNA2,,,,,,,0.02497463878670991,,,
HBEGF,0.06807860935680046,0.08302275218614943,0.0014595711263700906,0.06122181256214644,0.15316221040037492,0.0031380057087628532,0.03832150275042805,0.030893028521198837,0.0276765077254689,0.04824398345528911
CSF3,,,-0.02129599049163633,-0.022242042595546716,,0.0023613951492881093,-0.01813186519988853,,-0.022830781657615054,-0.03369797965226536
PI3,,0.007391896192134781,-0.0060337082509204195,,,-0.03263231678071538,-0.09380279220733541,-0.0218509191727609,-0.04960370375835967,-0.08102189399197438
PCSK1N,-0.009889267628101309,0.012958086258828707,-0.002514238899740889,-0.007708268009075382,0.012659832524103916,-0.007670375430106452,0.13984009752135004,-0.05408797387283292,-0.0394910157992679,0.04567568990221005
NTS,,,,,,-0.04424520098770684,0.10535621221310061,,0.01686195818685562,
SFRP1,0.018693100188947816,0.014102621162007231,0.11191692799706773,0.009549229512488102,0.0031974256570783963,-0.011866720058313563,0.05253663160703466,0.038427779373674364,0.13746518982156003,-0.04204094283243699
CXCL13,,,,0.06943940855358388,,0.06354857677478844,0.027811661337832628,,,0.048112177196779564
MICA,0.1554611881671875,0.018990425307140357,-0.07309946695567361,0.05105496726602398,0.07820876996473344,0.06995866447430912,-0.031792576887966995,0.09173576265816373,0.025411086493274573,0.0016946596360364638
TG,0.008377468955943436,-0.03364741454406773,-0.016823766911333055,-0.019327974980772124,0.11791688136415206,0.045271349362972224,-0.02840100282564201,,-0.03488585938365909,-0.030121811622669158
ADA,0.08485868865985759,0.03405955587095174,0.029385558927485362,0.06926163457732132,0.13511028732124167,0.0846075700167392,0.027549449863447078,0.06440472891987886,0.12053111388225807,0.0013426039119559794
LAMC3,0.09360200933292345,0.13300197317940993,-0.0315113884325758,0.07884808038360142,0.15304221185320763,0.0786446502330692,0.14036069187165137,0.07538641394573264,0.07606736290294837,0.059051009931415224
CCL7,,-0.01359104463301799,-0.012163556597068368,,,-0.02842533934976703,,,-0.02392444608243197,-0.039229558946893305
NGF,,0.03749195855701206,0.00402360272026951,0.08951041012227406,0.03320857533961882,0.04797648716103499,-0.018673493669503733,,0.05667179215664872,-0.011411453392837478
TNFSF15,,,-0.013544715182768067,-0.014164169906547614,-0.02347534483368268,-0.02771151397570543,,,0.0920856243481819,-0.007727678518753746
HMGB1,0.11276461608174772,0.01917112439531896,0.009614967149370785,0.10868746255298238,-0.028479517551596577,-0.026872801822968022,-0.09220071897006775,-0.06391637191942312,-0.05021432518104311,0.05266052223537997
ITGB3BP,0.05627057672535309,-0.03514260650003775,-0.02318747077037756,-0.016526116589918913,0.0682861467396114,-0.034941156072376765,0.03974120948700085,0.03799149874535209,0.014203196643258245,-0.014457977020158216
AANAT,,-0.019718538029432815,-0.012324306866040935,,0.01943298797879845,-0.024937043243554894,-0.025471849353698492,0.015380454997943516,0.04095203426795723,-0.020575944871601748
RELN,-0.015080754468779897,0.036200626727488416,-0.021392236752032757,,,,,0.09032181177934226,,0.12048284109502953
IL15,0.037827698840400686,0.0018202989022425011,0.015427030744524351,-0.03330541569524436,-0.01970088151886983,-0.035902479062322135,-0.046180225962091155,-0.02620056505413627,0.06886870779929366,-0.02360592900099471
UTS2,,,,,,0.059497585477291115,,,,
BSG,0.03589887043145136,0.031386597268446,0.002819029625843125,-0.08149474650737534,0.025436443383520017,-0.04634828025975081,-0.03930963278450006,0.11409770224090107,-0.02638626832147218,0.0031566383845600147
ADAMTS3,0.011841252434193828,-0.009917365423669472,-0.016203236338278068,-0.02778945856759291,-0.03428093348899219,-0.001292246200285369,0.11450113504284014,-0.02919510877910108,0.0025620634812085854,-0.06454680932758076
CD34,0.021257526362675742,0.13036934623374766,0.07453045547241817,0.0574720318973564,0.09557549936462985,0.10203644596027568,0.04016634469810341,0.030664976674458135,0.12412529279919295,0.0209768788705544
PLAT,0.07391896927266656,0.10018715758947566,0.015662349519223736,0.07508189932432588,0.0626004368840166,0.026959549887911962,0.046524559947173735,0.1114882960205331,0.09861158256527247,-0.008890221069329504
NTF3,,,,-0.030170521966551855,,0.0070996887059642305,0.0012261279601703833,,,
LTA,,,0.09518336093290222,,,,,,0.028714159207268438,
CKLF,-0.0113592776988445,0.030636585303837463,0.03765815154347154,0.03103319070214868,-0.017646012998002707,0.019255329212621054,-0.00819421491575231,-0.025617875881461426,-0.008123894434458725,0.006204627738757346
APELA,,,,-0.02611088810400005,,,,,,
CD24,-0.042033668623949916,0.023145927903532426,-0.004903361614139654,0.03855620502184821,-0.001425261391245199,-0.021359725829659466,0.0019678443165748968,0.0018015312935825,-0.06870825673503396,-0.007595330241612787
HSP90AA1,0.019076089538753352,-0.040844370890952254,0.056752280990679985,0.010392109021099227,-0.012304460670851022,-0.03282650646516175,-0.05836249518036926,0.017488766881771235,-0.07137642674618773,0.028247319086986654
BMP4,0.03176741074593894,0.02931070059099187,0.03012455211734563,0.009068896699272223,0.06654753794863656,0.025439647638870157,0.10383089634506498,0.03941363545165727,0.0842541620462549,0.061571365660777096
SCGB3A1,,0.08667933171659488,,-0.029653878802630363,,0.047867434616961094,0.09534567900131716,,0.09346702406148144,0.14404227243584525
IGFBP4,0.07886184573623677,0.11148385220089321,0.022074777188250946,0.07819823050749085,0.05476409080827053,0.034611929060018386,0.08344628138262714,0.048915191279591166,0.09751181945481116,0.09863480285898317
RSPO4,,,0.013746312651025468,,,,,,0.03502416971566944,0.09791443572629749
LEFTY2,0.008369686209934923,0.08965362978213368,0.02396056455888933,-0.016015283295090173,-0.03658609796635624,-0.024129894192468044,0.11421058248797475,0.051362724847928226,0.04097558226497732,0.04152414247470738
PF4,,-0.014098525715138633,-0.010612463494588218,,,,-0.017348746109281166,,0.12338299723581983,-0.02032454023713192
ANGPTL2,0.06413973122508881,0.08203810607896889,0.006478541422795812,-0.054461350414564944,0.057642578618655994,0.03119619853580267,0.14040775753080173,0.00031814531216131875,0.08544358510784283,0.021101551123547876
LRIG2,0.004445697671292831,-0.02962213885417637,0.04195820803420096,-0.007920234486056235,-0.0039719678620571686,0.022184799990078764,0.06338318810271379,0.024473833689395416,0.04701593459288206,0.027467135792969707
ICOSLG,-0.025333798038474922,-0.012075474503359615,-0.027220774281278764,0.09977849594637923,0.1111816186801586,0.010726001134705128,0.07368258952114487,0.017071681013644455,0.057695605865025694,0.03046824008449101
WIF1,,-0.02536800864600206,,,,,,,,-0.007088749780890842
NPPC,0.05716226933064513,0.010038981511472466,-0.016462547981794366,,-0.034280867650406624,-0.042433905604148205,0.01775765879169213,-0.030179644441832746,,-0.0488445648980131
LYZ,0.08620738100591203,0.028656113397563313,-0.012814376318871999,0.08240058641831084,0.06990966441410137,0.043311609576996396,0.030508799976109738,0.04655421137580533,-0.006634740197545158,-0.09723471867893071
EREG,,,,-0.018727374153592775,,0.022372516216562995,-0.0383681649871014,,-0.01791860637328224,-0.023399566608198794
SPTAN1,0.01029566180379164,0.04399481865223117,-0.0013437847676915178,0.06050485854983844,0.07198733139429475,0.011134744487494295,0.06436298808992558,0.03399279679386525,-0.001998426579681978,0.07441538537193886
LIPC,-0.023289822274828058,-0.017260301199386655,0.01159121951663491,-0.023416175672132666,0.034857298088189055,,,0.029827718628412898,0.027481206543045672,-0.031694903893851135
COL8A1,0.08118541084518748,-0.0016665016456420309,-0.021806684949109936,-0.11245502862426059,0.07797536962139923,0.007868507118840769,0.03616741986367782,0.088069352287122,-0.04369935031399767,-0.01679820005966749
GSTM2,-0.05200917513361061,-0.012694140135325967,0.010403271583541235,0.09803097847563605,-0.03570698031150534,0.028150315917437635,0.044931009098080545,-0.053324504179729025,0.05469222117228511,-0.02760814980718492
SPX,-0.046632555656751666,-0.027915810255852685,0.05860029987039453,,0.006592814425652501,0.0017298088351221678,-0.021540685786888055,0.01823896241123587,0.008157653353208973,0.0650649011761584
MFGE8,0.01357844084628104,0.06506511712804425,-0.06530888263896784,0.034613989813312276,0.02980511976423143,0.031169932984444374,0.09753035693869355,0.05553191462142982,0.13112859795003112,0.028943335763513437
TGFA,0.013831454115697023,-0.037954482305212124,0.017196230537866168,-0.02523872580452059,0.08324406075676331,0.03873582002372033,0.02178634891746334,-0.020189525338696,0.033866342777296124,-0.02223958276810021
SLIT2,-0.0187210939478178,0.054838190395547715,0.06576414193908087,0.03128260128778506,-0.03876862960425883,0.010182674063235765,0.03067873489712435,0.01058814519779597,0.002292227187892201,-0.05790309607641916
PLTP,0.09413007501866597,0.026011421211990685,0.027732457324560936,0.050027767225206174,0.10665004273096336,-0.025890135513910117,-0.03041777906882479,0.09199343561134891,0.02240439581805763,-0.05409850568084783
APOD,-0.05665997872331066,0.014924169196569208,0.08798966880450644,-0.022714931324236617,-0.05964356622020636,0.020347164543306442,0.09496832106772221,-0.08291202461168816,-0.08806118256258177,0.030456227341498138
B2M,-0.003976148784222886,0.07642394956604363,0.06538623417683845,0.0998434092089608,0.038133562454159164,0.054621112813929014,0.0003525035828614927,0.056893602267217985,0.023969548520589176,0.03174619831479037
OMG,0.05062701184838853,-0.04498085574941059,0.031363982854467974,-0.011860148946979421,-0.07101042663294627,0.0657677864306627,0.06248283345292673,-0.08237359158214527,0.01693444177163192,0.06529312009568566
CXCL3,-0.014649205093453372,0.034547557370128795,-0.04292749771848629,0.09910924530620872,,-0.010220730766995558,-0.02207046569926722,-0.022401531402097594,-0.006919963278266054,-0.01456942085340307
CXCL10,0.00802469620978479,-0.012935778846527936,0.0452399968312016,0.10037828211819103,0.052798694261764596,0.02824631693640068,-0.023269697873123572,0.004760743882202958,0.0779107644843849,-0.02317530250047544
RSPO3,,-0.01846170540894086,0.07968023554745034,,,0.007479106737254216,0.11490932103169443,,-0.024278634576508397,-0.053113124323129084
CORT,-0.018190923213521257,-0.03168187560350696,0.0998561200573348,,,0.10547620923392786,0.1394059947340909,,,
NCAN,-0.018780128221171158,0.07267331968662046,0.004428478198514979,,0.09156279580764327,0.07170884269709059,0.13603125300280222,0.09320482948407305,-0.015370105464574018,0.01471933334100246
PRG4,,-0.020439308010544423,-0.012163558492578103,,,-0.031133612678957395,-0.026788195268208668,,-0.02248275738885494,-0.028288991050337668
ZG16B,,0.016448826570836406,-0.014117297230691064,-0.021127067297774894,0.05547145220696543,,,,0.02540713810007672,-0.01733891730329289
TGM2,0.060864202399723163,0.04201563856265322,0.06479727632920759,0.03970270665844085,0.12930736267723414,-0.020314838442286643,-0.06098117795668025,-0.004681869198293387,0.04017858356351943,0.06889150367610879
VEGFC,-0.018190924384777322,0.0010523812837498288,0.05726198557106797,0.0002642948505362409,0.06145913602735858,-0.036581778777211346,0.009267277466133327,0.12143968202083043,0.11745523707667138,-0.05239004934654344
WNT6,,-0.021928850058197377,0.00021512289603059766,-0.023624379821092095,0.06879382281481755,0.08778812101374144,0.02624395914888148,,-0.014252789257904951,-0.01791630362486585
NRG4,,-0.01251782925508966,-0.014803607118070904,,,,,-0.023726608420345113,0.010391285398221027,0.10645674220459211
PMCH,,-0.014427471875075438,-0.0205118398816667,,,-0.013524097884647292,-0.00981003564571151,,0.005342620099485418,0.07225861865546981
COL9A1,0.0013100323798265032,0.058330236570052534,-0.015461287182803957,,0.08126632012961353,0.007151286679181073,0.10553612026883852,0.07253995995257062,0.0031219545403987302,0.019562770670180307
GDF11,-0.04189868255832956,0.01037455594937125,0.012943971419324655,0.033899949412799654,0.015564436480331944,0.10719347228428139,0.023049656336998146,0.07255519747545246,0.029662709333041257,0.05933971358243101
RAET1E,,,,,,,,,0.06968008218936095,
IL24,,,,-0.013322656312460499,,-0.021541477800866186,0.007502495822955529,,,-0.03012179432588411
SORBS1,-0.012303080539262611,0.05605823254041612,0.009121217475423358,0.025568419521473738,0.016875706525962972,-0.022172586303926684,0.01068281400206433,0.006843268880495403,-0.025458081529323173,-0.040547408034522274
DLL1,-0.00930730643712466,0.03627044584186434,0.0224910050637704,-0.021700011088651057,0.05586247908029204,0.056379428058328865,0.06046085303225711,-0.032344625264238376,0.087762780119794,-0.04042213305434083
TLN1,0.022998209808686353,0.09168874384538292,-0.03311951836376335,0.03982906022731129,0.03105222183507295,0.003519873391913637,0.06338751459629642,-0.030976983750348623,0.021692405635005164,0.015133574586779492
COL2A1,0.03866641862466024,-0.013009020807819951,,,,-0.04709249439761339,-0.044495191117027696,,0.02353677068446923,0.058730539639902116
SHH,,,0.10086171265916478,,,-0.0037446764198530835,-0.04811191382182791,0.07531049398947717,0.029440627206337937,-0.04909381166230192
PON2,0.00944026319868099,0.10108480062308581,0.033657727847750875,0.057380965046664144,0.09200902066409367,0.054299366397851434,0.06923842761342595,0.059241727339471924,-0.038988629663762604,-0.024221774432178406
ICAM5,,-0.006444689762192059,-0.019700234835258033,-0.012611531137535178,,0.012528790981565693,-0.05448798451069306,,-0.007607898371604883,0.02377424527387791
HPX,-0.01940760114480977,-0.012389791364773674,0.00757773770271653,-0.025041593566528672,0.004805295553327503,-0.023484825711407413,0.0699204618778878,0.14944559504775645,0.021589070145818023,-0.042998500872380656
SFRP2,,-0.018069328252007476,-0.01439551544880859,-0.013148284982922248,-0.004661260040147286,-0.05001747707613378,-0.011021356848782006,-0.02154403470547579,0.121619920720099,-0.007967260409735355
CFC1,,,,,,,,,,-0.023840645472989922
CD70,,-0.012585869609170823,-0.024468280336932435,0.05170910621304663,,-0.044185966769002986,-0.05396489435193329,,0.018086437891072244,-0.04733188298610945
HP,0.123111633865332,0.028617026406699345,-0.02227340045525197,,0.009065921833562479,-0.007432721959131502,-0.021227262664932686,0.135381179321033,0.05808194276747299,0.05634288362336996
CXCL2,0.04708946274221412,-0.007252444824315893,0.04456416400350899,0.053278391721155456,,-0.036319491668562576,-0.06928178184437118,0.04605913427678444,0.06622545623934353,-0.05870904565869037
NPPB,,-0.01753376122721384,0.021436424691680007,,,-0.05675375298206129,-0.015240047565645136,,-0.024627973621191634,
CCK,0.027544583341089113,-0.06973254490069448,0.02934923709138397,,0.03864574584877459,0.06327305340380907,0.07975843996934634,-0.020341487102631364,-0.005028841907216331,0.05763083707083519
SEMA6A,-0.007335721504121228,-0.0052898150974412875,-0.03861683947974481,0.035392589720065766,0.0251192424082037,0.008552384197857496,-0.0011573573708770482,-0.03754617251130412,-0.0389721836968033,-0.04212627741239532
IRAK4,0.04146735550781517,-0.011495298570397685,-0.007045404245935756,0.042524249973906546,0.013112103018804912,-0.04834584555129731,-0.02340044085776736,0.05966407296696854,0.01554270364853355,-0.06316537370680265
GSTP1,0.017763031396691654,0.04394856619636995,-0.012742388875663289,0.0027962452622835683,-0.032545449802767745,-0.03758753676500543,-0.030883882290396913,-0.05005126948979536,0.01304009103105401,-0.04678389516976058
VCAM1,0.010367764035481813,0.0407879519925593,0.009219842575410383,-0.0012934639769457607,0.0668711447576373,-0.020162709228850675,-0.041553180403431166,0.05730850897382764,0.10636854250189785,-0.08513404405682037
NXPH3,-0.03408636750252243,-0.04006895499454937,0.07719445083345738,-0.025140312945700394,0.06151030372993494,0.03966178994358452,0.0756592028045374,0.009796548568243354,0.08541141276332853,-0.04587212709693906
MTMR4,-0.05716849403184443,0.011558486842252457,-0.011726871077289352,0.009558618200838758,0.09254821294792419,-0.004243000746690997,-0.02208345081683615,0.024775062378537962,0.002401537944801484,-0.0031392818731535146
LAMC2,,0.11104976030902068,-0.005788797289203413,0.020121970013922925,,0.04303105381327235,0.06852075734420483,0.06556109503680169,-0.0276996501365392,-0.02594546573423777
IL10,-0.018894831447348576,-0.0041763283120722,0.03576694471762862,0.0826668909793708,-0.0005922996381785611,-0.011485382569324066,-0.052326445488701724,0.04463519445051686,0.008957652860411823,0.08306104041146875
SEMA4D,-0.08730435708692119,0.050678617224198065,0.02013601369200352,0.018151264530046732,0.018339754556614622,0.045270291514498955,0.08249781861536522,-0.07382465108853258,0.02308563503495543,-0.004915587671929824
TRH,-0.01670275932443846,0.009788817403928982,0.029777424272165162,,,-0.006699113436179599,0.05066886640366655,0.09590706252570137,-0.027584982043949064,0.039755213698220646
SEMA6D,-0.057509682656347205,-0.01653283748006812,0.019361837861285015,0.07031127181931666,0.006602906286923847,-0.01909748262159332,0.018578766349972523,0.050528153877268146,-0.03221477297145535,0.0864131598304028
CEL,,,,,-0.011192759097594275,0.034409285324076666,-0.027872514694834788,-0.02215283007400425,0.05634257529225546,-0.027719190411514855
PDCD1LG2,-0.05089616899656453,-0.020381791902082735,0.03211026677310319,-0.028331659558198007,0.026067011534224065,-0.013113647501190595,-0.05603159826547649,-0.048103671957227354,-0.011992655914035305,-0.013567025125580097
SPINT1,0.01986291165866073,-0.03481589399539291,-0.0026256574565200986,0.02612140180059257,0.043539848792737965,0.04229356608668472,0.024620639757333022,-0.045325075255701494,-0.012912588078524365,0.04535170143816113
CTHRC1,-0.060373699857122945,0.12196226770353555,-0.04956643396313259,-0.046186694510492475,0.11389436135728463,0.04499630007132622,0.1097066091425212,0.16022670853657076,0.09975987025597162,0.03281998865796252
PODXL,0.1094995529544308,0.08825746803878727,-0.028448882968223066,0.07022373526715726,0.09794652124758192,0.054358736691643955,0.052091859780622245,0.07248292518831649,0.060957965601192474,0.0367522587741093
JAM3,-0.004326863368628316,-0.004549072307739484,0.01467503859342432,0.02515906049689904,-0.024762940419795754,-0.07625539180544168,0.004305902382124704,0.0073306963508507446,0.025801109966870673,-0.03328828446642781
TGFB2,0.0642613390000521,0.016598920895399306,0.009386862317268882,0.03113881501737907,-0.0321371415523592,0.06141420134437426,0.07497018707287025,0.048771092491631696,-0.053956062353410876,-0.0259613806595393
COL18A1,0.09425273476556428,0.11780325763538171,0.015828885916483265,0.10887694489085833,0.15200184220633625,0.08309815309344545,0.07273854198342916,0.045409113854956266,0.10860454192358618,0.08856620770640695
NODAL,-0.026424623335366177,0.02099394978838986,0.009409636934342849,,0.0503293817432831,0.06174104709243608,0.13433673239227772,0.037906567988951076,0.08438743351376209,-0.03234261479023816
INHBB,0.03753583954010492,-0.043234487302574016,0.016141627368636453,0.09047074953618339,0.013732359631688769,-0.07817491638352085,0.011820471022527389,0.04442318243043905,-0.06441352407950372,-0.03665181210906237
LCN1,,-0.013762172274348896,,,,0.017886283143605075,0.04210529074819063,,0.15121028092238759,0.036249105663377634
ARF4,-0.02587038181850268,0.04128587663670622,-0.07723901614752035,0.005554291605771249,-0.006806045591863161,0.09010781714468613,0.06020232715939512,0.0255594191495519,0.060174024763994506,0.03144254226519274
CXCL14,0.0700026911236054,-0.01610744732337494,0.030523573535526035,-0.04144918890649933,-0.058229271267241166,-0.03249112770266233,-0.047743014632961524,0.1121406520827619,-0.10554028430504026,-0.03319129887657237
LIF,-0.022560215001565936,0.026582408621438822,-0.0057486987280113535,0.09577513218341958,-0.0432732016992108,-0.08440360137513986,-0.033890109079445806,0.022444284282467957,0.040702027466984814,-0.00473676567312044
IL17B,,,,0.05404099594480124,,-0.02980684771727599,0.007831381593588245,,0.042588219391831404,0.10142933942105571
MMP1,,-0.018973427051633858,,-0.07931994491403868,,-0.017217545894575935,-0.03282498857070792,,0.15710750092203668,-0.04604737786811177
MATN1,,0.00033815003121293936,,-0.013322658232765763,,-0.010746487440629018,-0.0352241890976467,-0.0232048808843914,-0.03354923272628269,-0.018751061410110383
ADAM28,-0.003943261232155054,-0.014793089333444745,-0.03488919805657564,-0.03707144687592721,0.15959225042416944,-0.0383733681521787,-0.0010488789455264055,0.005897615365119674,0.04343283341859965,0.07332387024344443
TCN2,0.03392433954025054,0.1328974215455454,0.008300915563161244,-0.019688810889047014,0.027968630160437442,0.04831889248932822,0.058106081191775946,0.03857412844704597,-0.002236562863160111,0.03204917952761747
THPO,,0.03484735931154937,0.11255421585650592,,-0.03282828370733553,,,,0.07414229465588389,-0.028100170377066785
CUBN,0.1187509594610269,0.01897232389804278,-0.035087983395549686,0.11279970081889595,0.010689406723632507,-0.03551971038895591,0.025035421469831287,0.07458299662677623,0.028486719614465496,0.02814975398852652
TIMP3,0.02430857227260279,0.02125060072881422,-0.0047538139235986715,-0.04489976627202411,0.010890960370233776,0.005045705881776339,0.04830479261327613,0.09418545150605155,0.0974926617137338,0.05587269155766953
PIGF,-0.0028388215037563904,0.016335659790585356,-0.006546253308519531,0.06720573775605233,0.01577838009345027,0.09654645109093549,0.07031239757726497,-0.0035173926803099844,-0.034478314756333346,0.10388489577434122
CRH,,0.06678250338826625,0.06684736994902689,,,-0.009471868163545736,0.009288855597046267,-0.039111535790992684,0.022271397516409316,0.038516439874037
BDNF,,0.011954411952464652,-0.03823656569889854,0.053584291336456244,,-0.04665328578496049,0.019868895852904085,0.0791423449201136,0.011971054639447433,-0.057273448125867606
CCL5,-0.009395632857593199,-0.0002505684224870346,0.04656154041320569,0.06742929505045514,0.07835523691471886,0.07793042237188993,0.0019693115270509997,0.02811164924253147,0.093820940375494,-0.02135780315322991
GAD1,0.00438733039867388,0.04565966855303996,-0.022985484675069924,0.0795885397720054,0.002227236001507684,-0.009173775743056712,-0.0005287615366414897,0.08730816319094512,0.021111225893443872,0.04347986852424934
COL14A1,0.08042203961144126,0.0029518348759420467,0.028152175076232112,-0.030009343101062843,-0.034300633900089285,0.013252883873994818,-0.06224404818387907,0.11480170818518498,0.06990067786668165,0.04141887169948585
HLA-A,-0.011760897765309187,0.012779800487127168,0.024279858216312046,-0.05785308751350823,0.0759910980881681,-0.08416735768433709,-0.06305022745701536,0.07301323027014661,0.027123030172974353,-0.03484706552053434
CD5L,0.02642605835463799,-0.016124021457663708,,,-0.03747258372002549,,,,,
FGF18,,-0.014589325098671113,-0.01132711640750996,-0.013833330321820533,,-0.03523883370778971,0.09361426330785597,,-0.027584984257070528,-0.025741822372281484
ADM,-0.038138088054854746,-0.0930372878376269,-0.033695245090680455,-0.07437322358242276,0.04297938782727781,-0.05789034570354781,-0.10144504557983146,0.053634963119632964,0.0074173813575433975,-0.0260986349200256
CCL15,,-0.014429228397270864,,,,,,,0.09542067346781277,
GNAI2,0.014761230567073595,0.05317591920517057,-0.04562277226431395,-0.01811613943094603,0.13264750127960162,-0.04937110059005951,0.07352935909379177,0.012791228625651622,0.04286499920136297,0.03725429224387514
HDC,,,,,,,,,0.09169786998582012,-0.018751052917932134
COL11A1,0.11404108000232824,-0.0022542174194147904,-0.0060098948676625364,-0.05908027887284389,0.022206265546067375,-0.05832532385676784,-0.08375940702526957,0.042214930166957765,0.023529343196124177,0.032051665034407165
NUCB2,0.009424387758946386,0.021368133004738162,0.019150935741196355,-0.024748506542986343,0.002050519821358234,-0.00014945287166689196,0.03624544885365358,-0.010580508985600739,0.046302281238344636,0.045021445353349766
FGF16,,,,,,,,,,-0.018476725028978454
CXCL1,,0.036730621659315024,-0.0021833999400987375,0.1266948123452015,,-0.05208981048149563,-0.027292346441354677,-0.034880324519557956,-0.010996940282814102,0.0397840177140091
VCAN,0.0826182706535135,-0.020538170687550525,0.012349806936378596,0.04771645342095101,0.0002604879994146205,0.05558600230050786,0.05373570789699611,-0.04340527900181689,0.04391962521475387,-0.03582226749265037
MMP7,,-0.014938780208111164,-0.02251907792082852,0.04214233560664137,,0.0012319591405516438,-0.06211130475473622,,0.11631393176222182,-0.05006896311328716
PTPN6,0.008645736181905218,0.043824823921851566,-0.03040056575615579,-0.03294508852815459,0.14804280595853106,-0.007834119250274886,0.028457938409641125,0.058282344134965317,0.020963921376682494,-0.00510347234039471
