,UKF266,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SLIT2,0.012951587111124705,0.004285856548837021,0.00984139733637686,-0.00864405100070832,0.01596372071061502,0.05122237969090222,-0.04811298210720872,-0.024566882572357198,-0.04672731686819239,-0.03182701052787526
PLTP,0.01711819476029192,-0.03753951439810856,-0.03519868170239534,0.002677798755472791,0.05253840248760386,-0.040023746715331356,0.07647745818083451,0.07030775508758787,0.05117670204187051,0.017660903035198183
APOD,-0.026474722543283334,0.032351247304185274,0.03020489845298574,-0.002729008835156584,0.007516648647810182,0.07259665203796947,-0.046668290152370735,0.015973782746647024,-0.11668605458059692,-0.10820393325480505
B2M,0.04848980749829166,0.06277187580818819,-0.056046268270607214,-0.08981765079878998,0.014879567199875142,-0.017019265618568764,0.08806007652317156,0.04253682779081358,0.04663203198511276,-0.07628220039165841
OMG,-0.03314454647882309,0.20236318614978235,0.09875712346604414,-0.036562584354659054,-0.02034147172406439,0.03571608440297578,-0.008602284975699964,-0.0021313703964742537,0.01851289811714286,-0.02603162029718934
CXCL3,,-0.016171535565472222,-0.025635767022149307,,0.06171751333716114,0.008949220547954068,0.12321147890828817,0.0230013569711557,0.007978077245472455,0.018275738712750705
CXCL10,0.07411858679248472,-0.016910713050449538,0.06704405136831162,-0.04123611707331444,0.01775563927024438,-0.027975847478461456,-0.032361078265406296,0.008148391895001236,0.06486122173887283,0.0032332506694480673
RSPO3,0.0271498110428026,,,,-0.02692006303698988,0.012928886642640606,,-0.0020925483576399533,-0.015632037589619046,0.0011048766232591243
CORT,0.013610952996692982,,,,-0.03712088071423072,0.015027140261233326,,-0.035174493192763535,,
NCAN,0.03178166106030406,,0.017633099164890077,-0.08256663524437595,-0.06096167560172032,0.06369386758055043,0.018677520056501796,-0.08770973118361633,0.02357728978794625,-0.011104856172967897
PRG4,,,,,0.0266888399469912,-0.03220593877637874,,0.050141026873636446,-0.035410778030094923,-0.03318293675248374
ZG16B,,0.03008639414274792,,,,,,,-0.019491468556226767,-0.02033851950420996
TGM2,-0.0055532186096449955,-0.03944953895024974,0.01067346932926776,0.008346671655237684,0.08791195064322962,-0.020616864631686566,0.0006304940087084379,0.0367381662855665,-0.043405823360864175,-0.022168042685104736
VEGFC,0.021527240112425572,0.0473460786409193,-0.04243070070745649,0.01713954815884,0.0029510711387845845,-0.043731811222957134,0.03605053177949944,-0.028632204677626238,-0.018637831953630606,0.021704341227489227
WNT6,0.03425007446213759,0.006530640009548088,,,-0.020210592710050285,0.010864593523168178,,0.10546830269497685,-0.023539954232126584,-0.021015792644012387
NRG4,-0.018350258864802276,,,-0.03352604806446837,,,-0.0054716992826542524,-0.03537362177620011,-0.015632039341597508,-0.03160452875682853
PMCH,,,,,0.02155927146779607,-0.0037308142849570504,,-0.0021221671963782642,-0.008232106725754985,-0.015235468539357607
COL9A1,0.07624490633298514,,0.034782589535812335,0.034342137835112,-0.03973618842827198,0.11069391114680416,0.03604871353882975,0.09105758545112648,0.02656821946315202,-0.06833749776545674
GDF11,0.05445156979958819,0.0013502554987614068,0.034244367543312525,0.07381442497472167,0.028918932958958785,0.003996811538156041,0.0045013604278410155,0.04408008720386126,0.07547119339224044,0.01333198327560074
RAET1E,,,,,,,,,0.00777229867506732,
IL24,,0.04110739213230333,,,0.0482856126966082,-0.020524859604127033,,,,-0.03533281177149671
SORBS1,0.012983563070159269,0.10870019947830069,-0.013350877244924599,-0.050814083755607226,0.03128003855811304,0.021556376691065787,-0.0035966804308131734,0.06410737240198101,-0.05507162636118004,0.00726436983570696
DLL1,0.028970033258102965,-0.03348943609582373,-0.043329354449940655,-0.059356484464866945,0.036478262492832966,0.08589890258236273,0.014970766273639675,-0.016512575361448612,0.060370561626937026,-0.061169253179057685
TLN1,0.07549252818189091,0.044926738999963314,-0.0294736795460967,0.010122562294710463,0.04325280510088768,-0.01707182194634757,0.008558318812344866,0.07385690326259994,-0.04164492871928008,-0.039345120751224136
COL2A1,-0.01623955855372331,,,,0.022298622981410242,-0.005878934678450975,,-0.007314618589054463,-0.02274989817571323,-0.010784822029973468
SHH,0.003102640625760005,,0.06284129517862044,,-0.004580333407360954,0.07497499936833352,0.009958915205950077,-0.0041553731883052355,0.025604502807384886,-0.03720681171154399
PON2,-0.014385457011720915,0.005274293817257317,0.027973238181532516,-0.07983954263068625,-0.04296607053990583,0.06589078814458633,-0.009756059843315349,0.028644106170799866,0.010339147767896871,0.0010735011930734493
ICAM5,-0.029672258396415484,0.015406318125106205,,,0.04781784330811311,0.012722830046834614,,0.015033879318250294,-0.033708613860163016,0.06081347219384303
HPX,0.08239250237384675,-0.011391811453198777,0.088063940801302,-0.04361424284866865,0.05700261772179881,0.04941050250845625,0.03989467951090432,-0.04090964892422424,0.0006189647966250367,-0.003355209845224874
SFRP2,-0.03543579034001232,-0.013758520111170194,0.016421887106458574,,-0.009522389418780454,0.009283121943863729,0.008295482079869116,0.005375595685995739,-0.027051575985358043,-0.05107154547820313
CFC1,0.04831014409399727,,,,,,,,,-0.027965035213200696
CD70,,-0.040737150776423925,,0.015530427058020137,0.029569680647424965,0.04109051350289295,,-0.0035308679054031015,-0.02384950051013817,-0.0038339828354905575
HP,,,-0.004545269217954869,0.016028312391294253,0.01801008394467881,-0.0041791777094163495,-0.032584150648402935,0.07042604515825006,-0.023383821111854892,0.059097159880984296
CXCL2,0.024297585282527685,0.03520280263504463,0.0580608648656605,-0.03302854199661067,0.07208478176060588,-0.03977355281871374,-0.0738144074329596,0.03738808141394535,0.05507391742934555,0.06234818614755969
NPPB,,,,,-0.0221399560020138,0.022744951243841564,,-0.030440094688362816,-0.015856962968383705,
CCK,-0.024134480728598598,,-0.026376985473842,,0.014759591311845566,0.08808700168592215,0.04049440327879517,0.0003768384965481383,-0.020570761642888395,-0.014308503283897768
SEMA6A,0.016468037305795182,-0.005993996464545273,0.01946045754221074,-0.13649250418861986,-0.00688243669351146,0.028839989238708324,-0.04857999204218919,-0.0011973526757702443,0.01661772835577521,-0.05452308883171456
IRAK4,0.008376436006618835,0.026835907095826134,0.0014001552178560923,-0.09927958419216025,0.004767069387039716,-0.02758457398876871,0.10827667071745602,0.0017132893740871762,0.0032892544705559953,-0.010979069491314622
GSTP1,0.05819420876414116,-0.06435760759099164,-0.01387072724769001,-0.05999120010353389,0.018076557964695823,0.10857846492574737,-0.020111260214745127,-0.013637246772072729,0.0032277093773118663,-0.06465895515010361
VCAM1,0.031429646328236124,-0.04283707176792729,9.811603310468241e-05,-0.025587178698203747,0.07723641822234466,0.05422629297035681,0.030279307533445588,-0.004606810741741428,0.08188596874337063,0.06021352471973943
NXPH3,0.053800796788897674,-0.02630711927173755,-0.040987943957155215,-0.08009761275564549,-0.016726272139963652,0.07083311749254723,0.014535771876221048,-0.010064441593822693,0.08088915254525843,-0.05618525654434538
MTMR4,0.014545259191953501,0.02864546688003682,-0.030118656802292903,0.07688805716689937,0.03428725407986428,0.04308982476652052,-0.025674089212821553,0.0071646008830174145,-0.01400474800704651,-0.08733018146092456
LAMC2,-0.0025763726898224448,0.09558590307563787,,0.05432632806234782,-0.030330443501762113,0.03599068336817345,0.05904622737257591,-0.01976903088196714,0.039820109556512294,0.0032811178679888944
IL10,,0.07906340423118338,-0.048289574943335384,-0.021443356101454637,-0.0015623911884041074,0.08537439208628965,0.23461383292668084,0.09778981873676969,-0.05913111030223701,-0.009877826249755991
SEMA4D,-0.02155206038215541,-0.03886970184772726,-0.0226338600060538,-0.0508312305612391,0.004203192093655678,0.07169709322543869,-0.004477906111988005,-0.04796802305874615,-0.026804980686599478,-0.030553184386554296
TRH,0.07774437697149011,,0.00466648610791979,,0.0008922185757533836,-0.0011592480419661902,0.029064683482102158,0.045718215519166265,-0.01776086191590071,-0.061570102667505455
SEMA6D,0.041058005720480045,-0.018785916000193546,-0.03335906474329796,-0.05990927554114992,0.1045518746195437,-0.0008982590644325104,0.04262403207410431,-0.0746990665627972,-0.01578125304639663,-0.08839445314868166
CEL,,,,-0.006691260612869072,-0.014812902016977663,-0.008629672408482163,-0.016124746743929892,-0.03381327712989593,0.0734084468634523,-0.03251456160520692
PDCD1LG2,0.08640930598466798,0.05941413651528096,-0.027694206389933924,0.1024972442117904,0.05119689720830167,-0.006528875459779317,0.012064615881642338,0.004262883144895837,-0.008016649794711247,0.06381202121200247
SPINT1,0.06125207652892268,-0.023375978877891397,0.07258673296768416,-0.04232892550307005,0.06534190588320851,-0.028465495742445394,0.07322360676057203,0.04567216224752871,0.023804024076431198,-0.04474513863752382
CTHRC1,0.07598156567742774,-0.02102596334213826,0.016260980318846496,0.01941328948815638,0.02783731480496203,0.007729087871780622,-0.0019715670374137926,0.014463172572618968,-0.014748773825131857,-0.09667297108463604
PODXL,0.055385435746191466,0.04098167539693967,-0.035696775890538386,-0.0431152995717147,0.010032949775495875,0.004153622626885409,0.0343852719206632,-0.015841507784194322,0.03560111267621759,-0.044381990229233274
JAM3,0.014305909902409007,0.006497583690012653,-0.019694582950961926,-0.017286569578093578,0.05483973097716425,-0.02123473164976414,-0.028236145099649904,0.011976242269399336,-0.025877307995153663,-0.04073246624906641
TGFB2,0.019604539649336845,-0.03230141719141964,-0.10054784290388967,0.12847205922387556,0.04435947309043379,-0.026504885974170098,0.03891492483255686,-0.0191775071820445,-0.02027456376473327,0.014778847970677555
COL18A1,0.08004652250726348,0.05820496736625983,-0.042852370260829296,0.033795443822935485,0.04784641759061709,-0.017817494057961524,0.03627260869263001,0.122358844678329,-0.0038964546197105643,-0.05596622865142711
NODAL,0.15684236369045293,,-0.026608951532948125,0.049528023755879357,-0.03688031836068186,0.00682117812163782,-0.022516632404861882,-0.02260736951824889,-0.024307354695588722,0.05104560239303749
INHBB,0.018606295392926644,0.03132509503560053,-0.07850470662785614,-0.03716796993572199,0.032563687260033426,0.02351012199132556,0.004471991541880888,0.03304344197553871,0.033302324610262994,-0.03318304309722453
LCN1,,,-0.03386951081849801,,0.004268286193215175,-0.023942736234058057,,,0.07234104623780896,0.001859762958008697
ARF4,0.029342410853393334,0.010662561521402244,0.03102871613732337,-0.0743211800879553,-0.002251043876085025,0.06745711619807339,0.017050622026772422,-0.013089643298887994,0.026510472498088043,0.11818352478514199
CXCL14,-0.02458480170668396,0.03603822472778757,-0.005879592315776767,0.005486499510473272,-0.03574602410548517,-0.06675258191293146,0.09361414048799065,0.08383469524050662,-0.031165614177797778,0.10236193533879638
LIF,-0.018195925894427357,-0.02787854842607594,-0.016233335766462655,-0.007410443962017158,0.03471745811079398,-0.0631331306546761,-0.013664787620938798,0.01377929452488615,-0.037913285485612014,0.028418685044091056
IL17B,,0.054640959095384654,-0.0037530045704879875,-0.032013236915015675,0.14305728754640196,0.05953787677176039,,-0.0012404949465330622,0.05766872451590501,0.01723625250284525
MMP1,,-0.045863598140917824,0.0013601183612878412,,0.010893843123426982,0.003356805859724215,,0.05485146699672813,-0.01378351769028114,0.044110207130714285
MATN1,0.023657865967241738,0.04000884489086161,,-0.006621191628069053,0.05224767301921527,0.0885988530554579,-0.024882170150757464,-0.028986520722161044,-0.021601003360690253,-0.021994962058083167
ADAM28,0.05014233093988897,0.03436503242549857,0.04583911092186347,-0.010902408827983854,0.0836290017214671,-0.023085251742440062,-0.05427639103974976,0.024026960519007854,0.005150283320954571,-0.0601814581547411
TCN2,0.051952744868367755,0.03310069132799156,0.02058288386269902,0.005073112036917324,-0.014446850986657106,0.057934607029433774,0.057761633557105056,-0.003921653073899493,-0.0855301548566656,-0.028817325547003027
THPO,-0.024979872517697795,,,0.024602012233078095,,,,-0.025144464133954776,0.050909940177644906,-0.0026950987169721704
CUBN,0.03060833161721672,0.014971675126144302,0.06783610811580443,-0.001570208482665613,0.03805446256477148,0.1065238676631263,0.04158544015455013,0.022217157147750553,0.013480220637769193,-0.039697452631972364
TIMP3,-0.027623348526194413,-0.008278789752709596,-0.013290626106609952,-0.07616239415808052,-0.015454648681259904,0.017285634071201084,0.008107988030539616,0.11689330786901449,-0.03150126600127326,-0.062385223971770966
PIGF,0.03873440948082841,-0.009517218648339324,0.012678982928838345,-0.0342083897364731,0.035446979057599,0.04896129653997645,0.011823091266865367,-0.02722791676494727,-0.014083405455100846,-0.023487262431225956
CRH,-0.014803164679584214,,,,-0.024176135237588058,0.004528731530250741,0.08641811444560084,0.009073167693511052,0.0880515886095504,0.05278349353455893
BDNF,-0.04788727929476465,-0.021503944991507457,0.15992079004805873,,0.013643752346902823,-0.03133144403897669,-0.053310265701423463,0.054599244418102655,-0.023884903609547904,-0.038081679045414735
CCL5,0.07890529848540695,-0.024553696358816032,-0.05654877975652122,-0.06050430862142019,0.07180019400565035,0.018319184291808028,0.07249683483051264,0.03472914349821244,0.031423147016200574,0.017318725477332646
GAD1,-0.04543915526285003,-0.020885175403209288,-0.038396812574299964,-0.03684339618060448,0.013963174550393786,0.0729926594064741,0.06202727687435411,0.024206598297515976,-0.03974568676851511,-0.08321904721078659
COL14A1,-0.02291640667171608,0.018065578990054888,-0.018775149993849286,-0.02934142010084281,-0.0005796171378229704,0.035845272606352625,0.015271096143130441,0.05598107169661902,-0.02777478253486528,0.0399291035286945
HLA-A,0.029938795033969515,0.004945131312514719,-0.11379744310137027,0.13426072689164933,0.0626470505850595,-0.06973503572336301,0.09851168434795064,0.09972254235591314,0.008278249029609143,-0.02981871140648059
FGF18,-0.020538417489874543,-0.014475359614157655,,,0.024212296169668954,0.08600569215494762,,-0.03519505381943192,-0.017760863340840725,0.0036470806562201655
ADM,0.1262753944778261,0.01910139856283535,-0.013990528182349637,0.045484585532913895,0.037339040116006576,-0.046728538188129144,0.009185747304350733,0.00046997265088357494,0.07802422129989002,0.07866813340544235
CCL15,,,0.08806398687448729,,,,,,-0.015403995396677661,
GNAI2,0.04268380046261512,-0.029585670957725314,-0.0716701449538183,0.041197769822357844,-0.025946924669026594,-0.015826725047711404,0.06997616414302589,0.06993297317891818,0.003746883833821094,0.02435351817705748
HDC,,,,-0.03992296151795264,,,,,0.024671701736896708,-0.02199495209677302
COL11A1,0.08225861670493204,0.0057863061895453835,0.07239781785708281,,-0.017102069375379645,-0.03223451549065834,0.03531272227612895,0.043888123317779484,0.027306420535094442,-0.04123794109599825
NUCB2,0.012200392824918173,-0.04498096599886804,-0.013892840830932231,-0.004329849503233746,-0.013987133557041077,-0.02582095060278833,-0.07034269790536234,0.010266304640178704,0.020549000482986517,0.018728194262190516
FGF16,,,,,,,,,,0.02660106072650326
CXCL1,,0.04233786165626525,-0.0002008150462210427,0.007678984721096619,0.12210360889690153,-0.03281822768191671,-0.010238199700287349,0.07415479857786696,0.11127359952003475,-0.06958732549635997
VCAN,0.08533535901781379,0.036236692146020294,-0.08498148380054614,0.02392526273570921,-0.049398985635407386,0.03059736811265844,0.021395918203060634,0.05867989499751142,-0.044341014631560066,0.01732427016781198
MMP7,0.0415752313673138,-0.014916899243111193,0.08239066146249578,,0.05166609946951248,-0.011937077641463125,,0.026628351116264822,-0.023866674063655273,0.1149537433601433
