,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
GRN,0.010260812456656653,-0.0058233357805753784,0.024542041886004035,-0.01081399292961335,-0.011724367810194218,0.09315041030239772,-0.015848055003009027,0.029916431812346607,-0.05726858170776246,-0.07100112405008964,-0.01803125800032031,-0.011419914155643739,-0.018039586268196264,0.05523029437804747,-0.035813465947071105,-0.04281131620264654
MIA,-0.0630271557158845,0.0660652688027304,-0.02135484264575684,0.03355805860317322,0.09612626211413669,0.06763294912989486,-0.024076584001647763,,-0.00472950243637732,0.03260343516893325,0.09539489214195114,0.08405379388500228,-0.05451196596715503,-0.03242511405812597,0.025508928430627204,
COL4A4,-0.03358029811515418,-0.0165553559687185,-0.03591248486428591,0.005612448110686495,-0.03790474448889631,0.0008381845547100099,0.05874450277016975,,-0.038378122663373704,-0.02524180289465725,0.03079333403188757,0.0050124579967686005,-0.007965369608395848,0.015186841457713138,-0.033211489945406424,
TAC1,-0.042056705436779376,0.045336197539674605,-0.0052545713917089764,0.023300760311319293,0.07727378279661147,-0.10175433431071987,-0.03590196019854782,-0.0744984522768897,,,,,,0.04877146356786545,-0.007835237617811193,0.029190136201311938
RARRES2,-0.06346147428583737,-0.02299552834727883,-0.03281395812303753,0.023535559360121798,0.0011595385540878569,0.11840521653986347,-0.012778272099913186,0.03678425395715542,-0.02021982475838125,0.07180824757822915,0.008243550600393397,0.042165484792965884,-0.001241716164473597,0.009247838676596861,0.02369595862242406,0.03150304675907161
FGF7,0.060440892420298084,,-0.0271022981175639,0.03722447917253785,0.07578627206278812,0.04127248448566566,-0.029766495702231856,-0.027823809928299015,-0.10241201894506473,0.03763292971988635,-0.004554139795597796,0.0637569479168748,0.0101724197015303,0.037357212716775674,0.08587912793837343,0.005350043480666834
EFNA2,,,,,,,,,,,,-0.022755963281046062,,,,
HBEGF,-0.010371084459041975,0.0324464835280432,0.057306465837218476,-0.05576819190752863,-0.05947385272194576,0.012061524769939247,0.0677367319908355,0.10586127132990773,-0.06095400050440076,-0.03180360949927246,0.04518996318409043,0.003389459976438383,0.045141355288578044,0.016106475847772434,0.04952894860812294,0.08598558952539426
CSF3,-0.03358027152953185,,,-0.00323761943808129,-0.04372448402195755,-0.02048508274443395,,,,,-0.005504434741372884,0.1113706809671604,,0.04639287413778959,-0.034934687500534314,
PI3,-0.024710847560351117,-0.02560851798745375,,0.02907513014598556,-0.039627151667428966,-0.02306647354405944,,,,,-0.011524392649553773,0.040180284679841825,-0.019907887400057132,0.013593896978417602,-0.04313330496445275,
PCSK1N,0.00891070903039185,-0.0034801528599297947,-0.07277028121949736,0.005576231593576335,0.03609541115563381,-0.0033836464471010174,0.06026236133872799,-0.12257007830784943,0.07087573012384697,-0.09342958748365798,-0.027566796659405934,-0.012783615972533647,-0.0033367624181703795,0.03177233957586755,-0.028580141358247796,0.01340031129230136
NTS,,,,,0.011201028872817908,0.035343217886420995,-0.023936752362860327,0.03391336043107201,,,-0.03528800627649832,-0.027723823008449913,,0.044907683916087876,,
SFRP1,-0.015530789704369621,-0.020078207377072353,0.03148076422421372,0.032181109098084026,-0.017690655475622676,0.00208113559682287,0.014688863935966624,0.06816638284024536,-0.047528462897634544,0.06644861964109944,0.10231797537925935,0.03469715053974707,-0.011504088708126699,0.0486165612411085,0.11205818991019623,0.03609161528543466
CXCL13,,,-0.04053883879663428,,0.025665022879624248,,,,,,-0.03397669695492148,0.09084934947323607,,,0.09804708265322465,
MICA,-0.026823260429292957,-0.03094792999820418,-0.019673782442105,0.013705878489233806,-0.0303192554213196,0.016202977921242156,0.003252600921590693,0.05533314770177056,-0.020722529450746083,-0.0015531689811910867,0.04779533717906386,0.04220729905889741,0.010626983100482238,0.0373737906693587,0.023894258121285296,0.012648453803379846
TG,-0.026768836216010415,0.016480854319868128,-0.02279681431416824,-0.031513192154204575,0.0009614669010300002,0.05422234741613289,0.007441999506803425,,0.0019746573757870216,-0.03250743634262163,0.1769091915850423,0.04077862263795926,,0.043282528225301445,0.048729743849159915,
ADA,0.022023842291397564,0.008762595309771222,-0.047095183143839425,0.0027722584070517583,-0.010730952043515372,0.05980384738794768,0.020485749911561574,0.040306777506590334,-0.0012554775560591049,-0.022431456241820216,-0.003791742941241728,0.06544649325186176,-0.048721649254978294,0.025411298403974318,-0.0024568584391164872,0.14213306618999824
LAMC3,0.00994771081467256,0.022590081668529757,-0.004992310353209816,-0.041711712598063534,-0.016644677490842138,0.008290771770730086,0.05700674946646062,0.06337633417629321,-0.0021595177451612796,-0.10056563106427968,-0.029698464832077786,-0.00837609901895778,-0.05989050929141741,0.025093666474106727,-0.06393405263598766,0.043080268361107045
CCL7,,-0.015483391619238786,,0.027077867515891002,-0.023243751627453308,,,,,,0.05325603650629652,,,0.06180903882753221,-0.03423111008390172,
NGF,0.09877046613601954,-0.02658421451915338,,-0.0178941837511184,0.00609344872870702,,,-0.02018195285480582,0.023074119182698718,-0.02966902101584084,-0.026182944730511196,-0.022450084850246545,,-0.008035859384706164,0.013717008196096038,
TNFSF15,-0.023934095625371056,,,-0.02537108451859318,-0.017209594829094597,,,,0.020093596614631056,-0.029963202755097364,-0.02210147218853545,,,0.014984126946186452,0.012124543710778929,
HMGB1,-0.005897001834658338,0.048892919891175696,0.028985294606018987,0.037494711245963305,-0.004628949926027361,0.09189303037114192,0.005836515463408042,0.09047880915274194,0.007274196525691255,0.045405546662055304,-0.00010083963728776824,-0.07584179118603011,-0.0022255847253697535,-0.04693333227575791,-0.00977457425374799,-0.03604558502912998
ITGB3BP,0.06504302469828016,-0.020184649652488888,-0.05775599754559818,-0.053640556282106594,-0.006828402949637596,0.06934385746926001,0.03558744347988814,0.032336200103490614,0.024517775259502328,0.05421664546010323,0.06378356090371363,0.0592567522381616,-0.02565175083140321,-0.019855166317330537,-0.012555265691620824,0.11814281535274114
AANAT,-0.017487782120406952,-0.022464045605945823,,-0.023085094585761655,-0.015506874173833394,-0.018478099001161426,0.027228012686228643,-0.018974003766562688,,-0.020794223560950915,0.06669675194476822,-0.030623363222979906,0.005871974820136292,-0.0015208754920637598,-0.02133107716056521,
RELN,-0.0333576344551176,0.04544280805712973,-0.0342965054690235,0.0647203740370275,-0.031250474982605414,-0.05422054015860386,0.012769745534797709,-0.03029674866124569,0.01973262022142509,,,,-0.0362444877236436,,-0.05496111097933276,-0.041537464922385914
IL15,-0.0340219037951234,0.07542580180918446,0.0485491186854537,0.026084275679817366,0.05014351076613744,0.05152693824537731,-0.03525385240041082,0.0061194500315528266,0.09656287315568897,-0.03515134584465898,-0.03643687226497044,0.0010801986033760406,-0.03609252600463601,0.057167269826567446,0.013011312781808412,
UTS2,,,,,,-0.010871067492427968,,,,,0.18876014843495367,,,,,
BSG,0.06075038175359148,0.009428529977953817,-0.04060809932259355,-0.04090231236824018,-0.06358126584202055,-0.06484188208580896,0.09061165345760538,-0.050829696660786405,-0.056683307497879074,0.03882412837933432,0.09455287021527206,0.10949799679455294,-0.044862360433666267,0.019803367821086108,0.0047349887059809056,-0.011433900379811656
ADAMTS3,-0.013793075830744586,0.0239718252246148,0.01836616271413912,0.014211791803452162,0.022537355173128597,0.05320868243582665,0.015999018564261242,-0.030467791647892567,,-0.024898965774529106,0.06286357954069595,0.031551113164046435,-0.04490658094081361,-0.04365382743594357,0.03478196821876348,
CD34,-0.01416403539363923,0.056947183555620534,-0.04328234277622838,-0.05598018921185354,-0.007738922306832676,0.03820463418216702,-0.010410235610841378,-0.03684479173753212,-0.060891587355916175,-0.0039004215124187037,0.08969494811696208,-0.041492721329894414,-0.06071732228137502,0.060433310708219244,-0.00026673045573357004,-0.04612048116383432
CCL23,,,,,,0.052642053902982114,,,,,,,,,,
PLAT,-0.003014660387712922,0.04410558705679862,-0.055871878181659645,0.013703351918734933,-0.037771506101319643,0.049161218752569465,0.0876774789382229,0.113806229796971,-0.1039836951902973,-0.07211715476185987,0.08685986354825603,-0.017859504844768823,-0.08811362438882824,0.02602099490140235,-0.03195426052718664,-0.0015100986789251267
NTF3,,,,,,,,,,,0.024728205466046402,-0.021470532724989815,,,,
LTA,,,-0.016764848902545922,-0.019335216401281656,,,0.013965565902951194,,,,,,,-0.02826853600284632,,
CKLF,0.05867530573676434,0.03731856303460477,-0.03146882631715702,-0.007202677880577472,0.005345192478103346,0.11689280947441605,0.002898143524684439,0.1251991987297822,0.06017743844626686,-0.041232357267139086,0.09684897341564358,-0.02637916931606633,-0.08755953335886524,0.025526717405569315,0.005458609261041348,0.14411400086897397
CD24,-0.019470127362578128,-0.0414069538509946,-0.02356716026477283,0.0156535804851648,0.004434857852259006,0.004993650181580587,-0.04253231538099602,0.11639320466088936,-0.005544262755938439,0.08353991940225193,0.04505520948431655,-0.03142085141817288,0.07885861323887293,0.025216244742301313,0.018347777722944564,-0.05397575720659153
HSP90AA1,0.018004589564259856,0.05290227101837152,0.009395015542602598,0.010999385308895528,0.04927769759458853,-0.06484475539530396,0.046290308337435054,-0.0916349332320396,0.08954829374673633,-0.057604742499153296,-0.08428052652542925,0.0254275394476006,0.058990121176949135,-0.05602428880276911,-0.04681153958862286,0.08136774577537398
BMP4,-0.041870664446443294,-0.014108423177967963,-0.017771722592236788,0.005356039009682787,-0.03009359429063873,-0.006892027142095836,-0.00034523054400521303,-0.03026394772221383,0.12803787852394455,-0.008889731465080505,0.009722174544190235,0.004592685928268126,0.026098398911945472,0.0427297041770333,0.00879234284502579,
SCGB3A1,,-0.015483390070920311,,,-0.018466772823584967,,,0.07627431029611847,0.020096101693719785,,0.004669325061986029,0.03499395089597699,,-0.03123731141318747,0.011979297990492854,
IGFBP4,0.003117530885856387,-0.022553943915016795,0.02217057765783748,-0.03339426790055911,-0.06185897602872423,0.041964861402110996,0.04585169673604598,0.0653640091415563,0.0211386669237041,-0.061401407707448875,0.0006825911354649442,-0.03444920494906163,-0.05034696136695227,0.04697772300366596,-0.04995627979739971,-0.05871077540794732
RSPO4,0.07272927387050893,,0.00924906195830982,-0.044698218471679006,-0.021313657707683002,,-0.006498554615629069,,-0.048085695884305106,,,,,0.03025211456374456,0.12140234752162556,
LEFTY2,0.03407523023195256,-0.008064727105177822,-0.016970746754340037,-0.03067717742450185,0.03382365620752699,0.06154373887132952,0.06217262727639771,0.006327087488151609,,-0.026573255403922608,0.024991401332387496,-0.026165269274030283,-0.03196466317226739,-0.004900085955212273,0.0024340414389667927,
PF4,,-0.016061531750920788,0.006206059632877026,-0.019878580290431557,,,,,,,,-0.020857415815810625,,0.029606449335342348,-0.021070446035731615,
ANGPTL2,-0.0013808036151773376,0.0050205513802530745,-0.03574158987833298,0.07713435098900467,0.0017981667195651784,0.13401281674308307,0.038084188312076016,0.0310379120386007,-0.040643173698327095,-0.050622164967365116,0.06305432877201857,-0.04453869860856053,-0.07619328424067717,0.03332995683392578,0.005945578698659932,0.0664476101603919
LRIG2,-0.04461720157628834,-0.010708580842267964,-0.0033793136893075656,0.03809776280177426,0.010272804553503743,0.09169379396673318,0.01688965925352289,-0.049874397772383346,0.0026910605315401464,0.07812581999220296,-0.0013837277485999643,0.03429084555053119,-0.018608919537468765,0.021329004880993506,0.05287110920984468,0.08402325903385062
ICOSLG,0.0631278093176056,-0.012167446541641855,0.03479804900854585,-0.017528436578964933,-0.021533874856615887,0.09331583848179648,0.021357379093602552,0.02913268617463715,0.04039885448105775,-0.0010844772937190572,0.04365134914685524,0.07962157038417922,-0.0678405868877113,0.02943409150808307,0.06790633535086608,0.10559112502666008
WIF1,-0.03277984955246233,-0.004378278275980468,,,0.009597340122344988,-0.09727846419240653,-0.015717624096484042,-0.04623112959153771,,,,,,,0.052811213666815515,-0.032856892419123505
NPPC,0.017950752424400092,0.009735123185072428,,0.006512066889419938,0.0032111809773980814,0.017203041316688386,-0.021842428616309455,-0.05010606490427617,0.05946688611672471,0.1713911534602698,0.11337167588885613,0.03786266772990932,-0.027496004107265784,,-0.0019311700440857698,0.060123949492867236
LYZ,-0.00505933540625992,0.0026128732407796887,0.025620306631275565,0.042918842151782884,0.02604152068202832,0.041103164691707515,-0.022584436214043768,0.0947465239282582,-0.032057778310482274,-0.07780293708315181,-0.021582281354467166,-0.004580045473428021,-0.015500041370452567,0.011517215034878606,-0.004215621127739435,-0.0737095784888821
EREG,,,,,-0.029993373475481075,,,0.1348671512071117,,,0.00619920642790633,0.22025470942628225,,-0.02299914802857581,-0.024258325144142837,
SPTAN1,-0.05561815331517948,0.05552420932404976,-0.055652920364987556,0.025334325174985177,0.016801456712079985,-0.060891827263737576,-0.024011109088927615,-0.0952893998807854,0.02031085266479426,0.01586630606394167,0.052877025172989485,-0.06160934795163698,-0.0461891775884335,-0.03463280396091769,-0.03423788885261089,0.05285239299913183
LIPC,0.0886115140992372,-0.019663536553096887,-0.02295192755537834,0.006843754953530808,-0.020635128688405866,0.04338706780567972,-0.03027670522088965,-0.03718316640077083,0.025961755567563683,-0.05115917298682483,,,-0.01815340675606503,0.0832369015658657,-0.002786596770641498,
COL8A1,0.028960256980857576,-0.011825587137803009,0.08136355181925511,0.011820346075036268,-0.027209187220778565,0.06035663270587585,0.05982955164652446,0.06962557774034743,0.09594839281580782,-0.06332465205831955,0.05533923590334816,0.07018210060102346,0.02203209465274321,0.04740034259917776,-0.021467953235824087,
GSTM2,0.0036345514274921395,0.02288960989261167,0.008952361698328325,-0.007500987525940976,0.04165370562607574,0.004874597190095147,-0.022562950984655144,-0.033021153606504615,-0.028236553752985366,0.015301609862246872,0.03673329069170058,-0.025764556726300063,0.034146875130302096,-0.03186912195064546,0.015813709942848853,
SPX,0.009741431008724585,0.03614741447180181,-0.008952056927240043,0.03292089146130687,0.09672512500112809,-0.058743003871538094,-0.005344275244374289,-0.0724385700542002,,0.03798927489397879,-0.004220682333658267,0.0671036677544668,0.08596566874825262,-0.060550106043344244,0.0007044306903777611,0.03795407407657526
MFGE8,-0.02751567943352007,-0.04939631855767742,0.018382912424968194,0.022767230374137755,-0.05450569593570822,0.038886227283685994,0.02910490242123938,-0.04795239163479282,-0.029652852565530862,-0.010049673931875325,-0.013192668923158884,0.05556532737537063,-0.004843772819675471,0.03159608483158812,-0.058550319935704725,-0.031292887262001814
TGFA,0.0011971509115227329,0.021831634782468353,0.02856207702146254,0.035378489111271956,-0.018507798620766926,0.0400464776947454,0.07134897537514324,0.039641968198823575,0.16318921425903654,-0.029260441408438694,0.03831388493690422,-0.011409419861073323,-0.035526024897796875,0.03675377468123001,-0.027615220000339218,0.02997542173608007
SLIT2,-0.047895478156770234,0.04203242274680392,-0.039763661850831925,0.05099713968355683,-0.005921031042925703,-0.00468534963619504,-0.008935426340338625,-0.04688233572906887,0.006756453720449729,-0.02815847421283904,0.1668373654030283,0.022217063156029226,-0.04087980625792684,0.0951228494868049,-0.015571105178829854,0.013744574863421968
PLTP,-0.03539594987353458,-0.022755295079584598,0.02554857837199415,-0.045885404804920114,-0.0023009967263233366,0.0749269035227899,-0.015638030161323934,0.1521081739194023,0.12632806292146215,0.05259024007479395,0.019477605275404392,-0.044299015462662676,0.00811059840522919,0.009441629883673043,0.05505226397526557,0.04793709083533846
APOD,-0.05131581083395554,-0.018153058559338527,-0.046874394476929954,-0.011978344526611468,-0.041836774211810264,0.10169597015754506,-0.020845796834782618,0.0492292246966219,0.11802023906825561,-0.05772777633119797,0.10906076013625335,-0.045274604941087336,0.03612794127643192,-0.019969541573015823,-0.010747054680786797,-0.04530653758545599
B2M,0.008195177520825467,0.00011222098492356337,-0.0004430814288470543,-0.007095169372568373,0.001373253778486661,0.08256278544953506,-0.05870514273723636,0.17434032221357793,-0.029483135983488493,-0.15040499153077247,0.11268079495230429,-0.006826889954291492,-0.12139817204681769,0.027890122152024244,-0.02071164199652168,-0.009890757288734788
OMG,0.01964881819668164,0.03125995535266514,-0.07192362417510756,-5.182794606837618e-05,0.05446686765540791,0.05817310138028582,-0.04326076707066237,-0.041609548179758475,-0.007220072953884523,0.022425213224971645,0.021390510329784722,0.004393982680833561,0.04144060527524833,0.014134401449515601,0.0914454314893715,-0.01341359352595059
CXCL3,0.0004380132620242574,-0.03966346909855863,-0.009272514932305128,0.004656272424505534,-0.07047986940077686,-0.02426086068767332,0.11570052931384273,0.008331083633879726,,,0.039580512561387386,0.06273834169104094,-0.020409537979424696,0.015008092305144365,0.008880079580321401,
CXCL10,0.05349375702739903,3.439009404075579e-05,-0.030610649797525254,-0.039957781049368396,0.12704005294197313,0.07231431658871122,0.002236155034929184,0.03756401031611792,-0.04911194190548954,0.008813254141097267,-0.023410496565508997,-0.027975841100606923,-0.02749600111752802,0.05153378198236489,-0.03847257014188089,
RSPO3,,0.09225970591989373,,-0.02308509288003454,-0.020635115965836774,-0.030342018349575686,-0.03076302177331156,-0.032427179773630604,,,-0.023574056745382436,-0.01755554367963096,,-0.020145890410654052,-0.007739779683719547,-0.02898675669178454
CORT,-0.02649764604598573,0.011942629846305683,0.03420411671170275,-0.045715896282074786,0.004318408252639116,-0.025885592203058742,-0.03157080183969747,0.005302227571616196,,,0.006795345231729764,-0.021826225550061487,,,,-0.030953161193000137
NCAN,0.07129779140210435,0.03862312292194286,-0.016414421841707088,0.000895608324030524,0.0598014681566631,0.03769164136300009,0.05241497188426872,-0.015593761311345686,0.028617707808911142,-0.06858441239225785,0.05581985798007336,-0.04577863769510287,0.04641247340842823,-0.07495657839475237,-0.015435110742919983,0.06397204478029472
PRG4,-0.03616306546462307,-0.023285171883305724,,-0.022783991128485528,0.08187313503990165,-0.02628443141909959,0.017253170273975174,,,,-0.024830786053618898,0.019331755238120012,,-0.006423863022751509,0.02194239825346202,
ZG16B,,-0.021470788842919593,-0.018350786523328708,-0.026443608180823093,,0.02560918358783057,-0.013915307266625663,,,0.0996703087626442,,,,0.04020686618445466,-0.017975251449456667,
TGM2,0.03689734347432256,-0.004181891783146776,0.07406739178611785,-0.013810647439788524,-0.06844375558972705,0.015437686181968177,0.038215115971814526,0.049786404875848275,0.0009202369515935843,-0.0882322185586735,0.018344026738572727,0.02855230738737099,-0.04657900534019282,0.023670139900546002,-0.0483869328932527,0.050354339241875996
VEGFC,0.0421340314818089,0.0877387987067328,-0.023563116576020345,-0.033629283872249796,-0.022743111362494375,-0.023203183337787585,-0.022815864087440383,-0.02346021425025511,-0.0007476172076460183,-0.029963205427115277,-0.02917600124484399,0.026068341982290185,0.052402382469828555,0.037001857842896335,-0.036148070632224874,
WNT6,0.040154866819825275,0.017045027954168814,0.021252156460618198,-0.004257027156666864,-0.020358071385323327,0.0036335070558295305,-0.030968019995839983,,,-0.02198352305894794,0.045114799666605226,0.023046481366109508,,-0.030337269566647156,-0.018573827711873,
NRG4,-0.024524673654517687,-0.014260747265037751,,-0.027729159476933957,-0.021044583795010795,0.06059786250859949,0.0050620744087260415,-0.026136066870785585,-0.03837808032891047,,,,-0.021616786235990466,-0.02014589266852772,-0.027932188044856632,
PMCH,,-0.016436278678288896,,-0.02189433302368005,,,-0.020368155723221423,,,,-0.023043295028337494,-0.0034993658963533647,,-0.04344219781972466,0.007293509270522825,
COL9A1,-0.02258271176888295,0.054888005721451354,-0.003348839074278591,-0.009091366941164105,-0.014214609673044356,-0.028230467055205058,-0.03729484090192509,-0.0204735219366807,-0.03226557170283053,-0.03878372897361647,0.02183211323903817,-0.048179775539333135,-0.03241016690715658,-0.05529763342096372,0.050270466519730904,0.006195473961760633
GDF11,0.11225029765303673,0.03086798809900198,-0.048846089981704297,-0.010332373675438577,0.008138398948960401,0.06281472277004825,0.06638819726442803,0.0362814935942421,-0.0853751559302163,-0.029087133579732617,0.004129787095116149,-0.0130021066617359,-0.003951395355755295,0.06116836882017961,0.04967212613730709,-0.04660886560352061
RAET1E,,,,,,,,,,,,,,-0.022099901116946354,,
IL24,,,,,,,,,,,-0.01718052550045412,0.019629220623357563,,,-0.0312272570221992,
SORBS1,-0.06761046085639387,-0.03531554791794114,-0.03962683284898236,0.034049845546596125,0.09122627750496945,0.02352678166578506,0.000608825873245131,0.05681599513925143,-0.015890186208409048,0.05180547541901182,0.014279463519564793,0.017549272343904316,0.05073938295213017,-0.012857647918549889,-0.01621815177848491,-0.00438016023784152
DLL1,0.0007799011362846878,-0.037145399880455975,-0.02219273346177432,0.005512695497667512,-0.016272816375831042,0.070611594380174,-0.02428808959485339,0.013815569883304672,-0.04743617763822803,-0.007566003628399258,0.07925913132194104,-0.055889149654610344,0.025316485835215195,0.04551139793248525,-0.02228629078054399,0.04110624255097262
TLN1,0.07396794500247217,-0.03477142878416231,0.019644774989665232,0.005988762845425174,-0.019956299413273492,0.08176572610833749,0.03547596275688012,0.06028818266390997,-0.0651334615935925,0.037469198876285845,0.036391377023438684,0.04486262130128407,-0.03198266702783244,0.0544715182207027,-0.03242573554045209,0.019754891925229962
COL2A1,-0.025102618480395154,0.025201626637543068,,,-0.01319602071405654,0.03956153436510065,,,,,-0.001883154261737702,-0.023817797954055836,,0.09828534381159282,-0.025165402182630685,
SHH,,,,-0.02367630759636636,-0.022797318892724138,-0.01907199083965036,0.04168252216550022,,,,0.002983102579193336,0.09479699947724193,-0.054438517689400265,-0.0326046251042332,0.0290031830696923,
PON2,0.06431161291712773,0.027963738951240453,-0.07675396635599827,-0.04288368423997785,-0.011451771407203498,0.08534907718455054,-0.043704735006256525,0.012578614193017179,0.026849193831683077,-0.04189908465025923,0.12197183270000374,0.003018586354419875,-0.026719444189692906,0.02497996833443688,0.02184992912798265,-0.013530488272297258
ICAM5,-0.011653657934475944,-0.03306050060377186,-0.021845163000278247,-0.003867319652147348,0.06121369058350142,-0.04740810875819934,-0.0008001714361555701,-0.06579695720304692,,,0.007222187628317527,0.027556554159328183,,0.034792236562099586,0.012959470613107335,0.07629622328489255
HPX,-0.03997429593276856,0.029905135004564903,,0.01182299294930241,-0.037436115818385594,-0.024548340969905182,0.04424050783746123,,-0.04992628156805562,0.035436763910377644,0.11961034487282331,-0.0001786817020825332,-0.028982555614999586,0.027921719690977835,0.01217958401308506,
SFRP2,-0.032682156751671756,-0.020585208361594585,,-0.016209849760887973,,0.061323844694345646,-0.022759372306293612,0.0940259405819709,,-0.057159366032787234,0.051017537417618115,0.0029483018876892675,0.016693946522370596,-0.00045128015823704687,0.00256131081617602,0.01116335613945675
CFC1,,,,,,,-0.017512546689984795,-0.021326129047665583,,,,,,,-0.024715591498493335,
CD70,,-0.018244900066714566,,-0.04583240031822339,,,0.08035938819437269,,-0.041651359683524306,,0.04009427307916445,0.040688987855046134,,0.036028308761006385,-0.04906895184799104,
HP,-0.015513884796549854,0.028669811041281322,,0.09703987583349821,-0.023745109157678235,-0.049530329512152645,0.02506148407055931,0.19630592245828066,-0.048426006908439435,0.008572028179773278,0.10828715636923934,-0.05251572284157436,-0.00860498162531955,0.013024767530920328,0.025060370735793074,
