,UKF248,ZH1007inf,ZH8811Abulk,ZH881T1
CLEC2B,0.02341107291596696,0.029413522227642253,0.042519015240934294,0.031005630403524595
NTNG1,-0.006388559685140512,0.02304545288910213,0.03585127028230134,-0.012117965587597581
LRIG1,-0.020462774365123615,0.02840390742004597,0.010234649181232977,-0.008103331891613887
CPAMD8,-0.024153089885380615,-0.027455163722226932,,
GHRL,-0.032030091382615554,-0.036990884062992016,,-0.017821542291538563
NPY,-0.02788079169914769,-0.03206168577788775,-0.04245182379134675,-0.003808456517017783
MMP2,0.0004142499985608391,-0.02176235631674932,0.038578477296104946,-0.017557472261636994
PPY,0.047278555831953756,,-0.04424763612000213,-0.014747023248047149
ALKAL2,0.0399072671057344,-0.04388846109825698,0.004081355256771839,0.04093580670808871
CSF1,0.05677108476993982,0.0873695555239152,-0.02287408070593959,0.026250904048991303
SEMA4C,0.08342835540598828,-0.058838490130131774,0.007479078300614356,-0.0003567497322470336
ICAM2,0.00761119029284775,0.03670991948673707,0.0009463424657640443,0.023111754221291848
SYTL3,-0.04820349031115299,0.022294573493780567,-0.052458281648550854,0.013630993840714574
IL1A,-0.030598362187049435,-0.0599470039404798,-0.012864889720034526,0.0013188616193743547
HLA-G,0.09474016879318498,,0.009866314979861786,0.04940188611617059
PGF,-0.032205884688879444,0.03755610890308373,0.011435655244862336,-0.045523711245940617
LGALS8,0.003980882417884648,-0.011562399783401905,0.04366390966901209,-0.009047347797235537
DKK3,0.01478931405156111,-0.009385118540945708,-0.04652015400070983,-0.07109018245738599
COL16A1,-0.022036864561903742,0.004027717899153378,-0.005144755248512154,-0.014340940844900335
TPH1,-0.01358275734959143,,0.029762704871635536,0.06843059237963181
TNC,0.002104637722165951,-0.02063330774423341,-0.06469321912171745,0.05223419325739473
TNFSF9,-0.024153087377893952,,-0.010642560427806794,0.0036179019799922017
C4A,,,-0.01611332709245171,-0.01664934563171021
CNTN2,-0.03642441313125356,-0.02705400729645607,0.0030904412956963743,-0.05933173370409425
F7,-0.01325100348073797,,0.08558661428929451,0.027565844863521715
LUM,0.04503838829962395,0.05371484456320867,0.0748759608734206,-0.05197343829766433
BTC,0.016440485709205532,,-0.014687683283623123,-0.01594374167095082
APOC1,-0.029568989922009598,-0.01046335121690988,0.05063533980376966,-0.025128116296417567
PKM,0.009164140200720606,-0.0063204902649559745,-0.08863377906861962,-0.01034746013867368
TNF,-0.030920760666759382,-0.034716399070638,0.044910165750008516,
GNAS,-0.04234563959144526,0.04842859437081522,-0.06193227575055326,0.034026437811942416
BMP8B,0.020512011452672858,0.04121505131735029,-0.017615648529911848,0.008678710799552401
LIPH,-0.013582754005622763,,-0.014473280998275748,0.032668472803427835
CCL28,-0.01910583310661902,,,
PTPN11,-0.04876290556079218,-0.02720079910373623,-0.008299378373894165,-0.030239873021047678
ADAM12,-0.003708420509973605,0.04098830231973521,-0.0249921586587538,0.009460426310098143
EPO,-0.018250805142871647,,-0.015718352793323592,0.078536775794366
EDN3,0.07565689631649891,,0.008602951358498145,-0.00398415325280988
CCL22,,,-0.017789789905282915,-0.013831101173833241
CCL2,0.0184556597615293,0.016320537421343415,-0.03594817675737495,-0.024937104212942977
DSCAM,-0.05834503668568573,0.1114774730412047,0.047626931546450195,0.04340793762265726
GPHA2,-0.015138669514692985,,,
ANG,-0.020857793319004583,-0.06072635588050646,-0.04741292650828223,0.05108288563489901
FBLN2,0.030640205294707772,-0.045862936621359394,-0.004662842052662559,0.0008877137519594148
VTN,-0.025676138622486255,0.008102199171064127,-0.017967152902174596,-0.020410595743222532
VEGFA,0.015369962406180208,0.0014126289478725747,-0.08279570797182774,0.023296291929674102
F10,,-0.02525774712204637,,-0.027300015899540647
SERPINA1,0.07774850707200472,0.0642613644311416,-0.029408283726520986,-0.010295497211848602
VWF,0.029135167598205218,0.039320734381740684,0.05056061856393281,-0.009092979828698368
GDNF,-0.02127157666289379,,0.06309182920109901,-0.004904874802861726
VASP,-0.03811309108875637,0.04381178811490661,-0.014738325912071455,-0.010249751956625756
ADAM15,0.048575120845761544,-0.0053368410077419505,-0.04449045563572793,0.006463171834590594
WNT2,0.03274931038666191,,-0.0194970562258862,0.059785111206137664
CALCB,,,-0.017063490306047823,0.022748116899607217
OLFM2,-0.04820602458176772,-0.027181448287586243,0.04132848059126808,0.011614767768827075
MFAP2,-0.03591667253353568,0.03522262813396335,-0.017907030147121902,0.01296398020681787
HLA-C,-0.006391686626687245,0.08145030368742015,0.01260790311582267,0.0129459611606074
THBS1,0.03700295661196482,-0.047716730704437625,-0.03646535417370122,-0.06878551259203458
HSPA4,-0.0212261138336189,-0.04180189704316893,0.04643183423486386,-0.029610928756866037
LMAN1,0.03784241537229316,0.059637180943467906,-0.04755068457595459,0.009438826774827628
LYPD3,0.03005030502324309,0.06357323887866581,0.01912277291483652,-0.02510501744692041
APOE,-0.04793820666229573,-0.05737720387306983,0.02797713231144587,-0.06574674100982253
SOSTDC1,-0.03059836311112893,,0.06180925268977974,0.003914321224228162
ANXA1,0.02423118920535394,0.023416688214960808,-0.002164871260449248,-0.06276602844897354
WNT2B,-0.02389067340353156,0.04524057901109605,0.10374555188260201,-0.0018179054964340632
AMH,-0.025302478778393773,,-0.018118471784317917,0.027424815491368017
GDF10,-0.015720607996903856,-0.024325794832506305,-0.024237792526809455,-0.009987574652998852
EFNB3,0.027605695743370642,0.028273928954466027,0.01746286098188415,0.09468131436687952
LTB,-0.013689485096588162,-0.014104390287690081,0.06558828800498519,-0.03364247999921566
ANGPT2,-0.02495518153513067,0.024430053361903157,0.058113365977986386,-0.019111696106897644
NRTN,,,,-0.014035571708094231
ADAM17,0.049560303240925425,-0.03671534720645022,-0.02958268833557101,0.008571564014480311
LRPAP1,-0.01863432169437872,0.030203527501252957,0.01315655883218082,-0.016109748921997437
NID1,0.07205886962070668,0.09028636542821002,0.017638756473043662,-0.03904240862030278
MST1,0.02523275984399234,-0.03451698724386752,-0.03835537872529679,0.011260259425306233
DCN,0.035655111959070555,0.027743117401947747,0.045904803252014674,-0.003546524992757557
COL7A1,0.032650490679419754,0.015626194146095455,0.005563409463139404,-0.04876126933103621
CALR,0.03837752427677756,0.015289911037061822,-0.06443907795070916,-0.007225211014703541
PIGA,0.01702438924815686,0.023614328303430476,0.010566272404290944,0.010563202671148617
CD200,0.0341631618617185,-0.06254993559171453,0.0015834464595250969,0.008725002760382546
GRP,-0.02520835468815352,-0.040169856647379584,,-0.015394728044461256
CDH1,-0.0075860234413429265,0.008704977855735008,0.015965907152398616,-0.04485957256744549
LPL,-0.0018174564729329307,0.04047198267380161,0.037063605351869304,-0.022096109587047285
SEMA5A,0.013059002108269274,-0.0307318556804454,0.0336445492900353,-0.056599858012874774
SEMA7A,0.030531405186627225,0.04826499178383837,-0.015111063084901457,-0.03467692566367741
SEMA4G,-0.026376396240491925,0.05573497484563855,0.06970685570012516,0.026690140270925537
SEMA3B,0.005954520627520595,0.011717473161276583,-0.050983337947077184,-0.039485298672974484
RPH3A,0.007282738156140688,0.004274336704973324,-0.03603448054293303,0.0021327858730673683
JAG2,0.05202503581180428,-0.016606932787195553,-0.036561114047490115,0.016814047417870612
CGN,0.007036043327599117,-0.0029970283072124656,-0.025709396460164485,0.03619894037241129
GDF15,0.02494762491414748,0.06251639672035844,-0.0633235977449446,-0.03995252411490424
SEMA4F,-0.0055581195327587245,0.03370258910834589,0.00464229598073956,0.03609781808633273
NXPH1,0.01880412100062658,0.005169750804877006,-0.01142821596066306,0.005871987821602737
ARF1,-0.02419777983049808,0.016856186943430943,0.0010543293461062427,0.003406985743387426
DSC3,-0.011456645627429388,,,
EBI3,0.06360944283556541,0.051353563246367445,0.00753415874916255,-0.006665993133929217
TIMP1,0.038909048307669086,0.11020085211452027,-0.09774285367053782,-0.026807627474879015
SEMA3C,-0.03486236698398251,0.041992645466900846,-0.0016953733823038952,0.06280512156628903
GAS6,-0.0016063289908061567,-0.007001678297898743,0.011135577771037656,0.06179386868877242
MEPE,-0.030679202877768475,-0.027455173813280637,0.0364462607367279,-0.02375675830899278
SERPINE1,0.026068276879676326,0.02515201904487382,-0.10510537279666099,-0.05845809902599203
RSPO2,0.016075097222994942,,-0.021979701401788083,0.027676692021931418
SHBG,-0.014839742619564696,-0.025635753226864913,0.014153536029024872,-0.022338910469020964
LGALS3BP,0.025559815452974807,0.00987693965483044,-0.06680929684110251,-0.05219228838516942
LAMB1,0.015705100605390744,0.07275633824832164,-0.018176498806544202,-0.04337938885184644
SPTBN2,0.0158581138424858,0.0158580590483662,-0.030853834077220768,0.007743782026412376
COL1A2,0.050298314068964685,0.0009430847845707043,0.006387587018166653,-0.018642417786037355
WNT11,-0.016421093863944806,,0.040882052280021515,0.010888840201030958
LGALS1,-0.019131681847300668,0.10130777155149848,-0.09494362993798826,0.016082424365121677
BCAN,-0.02365575159883945,-0.09503138682959748,0.07187285144054324,-0.03826137357999704
ANOS1,-0.0060088943611698335,0.001969581021691856,0.0487946576065679,0.026944689154149753
EDA,0.10011003659197695,-0.035599973840206245,-0.03203369419433742,-0.03160623539707061
FGF22,-0.017095081150736335,,-0.023965569670594364,-0.007441945326565347
SHANK1,-0.01642109280973088,,0.0027705045658552264,-0.006492568525329561
NPVF,,,0.006077049144439353,
TGFB1,0.07019015187194262,0.08657208531316334,0.006301781012103769,-0.03796429883007015
MSTN,0.038750436059992996,-0.024874597709893274,0.0013132943732100562,0.0528927768880375
WNT4,-0.01106449637190991,-0.03048619343435619,-0.0153163466861288,-0.003884042995411495
TNFSF4,0.06099932409051896,0.0075848836743900895,0.03686973282242585,0.0024840198916790688
NTN1,0.00246197185905786,0.02821492581020065,-0.0006245936285863596,-0.007506622101168114
CXCL12,0.019129610994743595,0.03519133661322705,0.045573585345793824,0.017136892563833037
GNRH1,-0.03203009614279366,0.0003747600345438254,0.05444185174573456,-0.02220610386954062
FGF8,,,-0.026831157954135907,-0.028398406708727127
RIMS1,-0.004750779827430901,-0.011439943802592825,0.0670386227850995,0.03719920633945187
FGF14,-0.038128715927027636,-0.00558292508131427,0.023894845712588587,0.05129813860541309
IGF1,-0.024608665918210725,0.02873751227784359,-0.013209377369162188,-0.0746242685342018
TNFSF10,0.009123004529597646,0.05670490978051691,0.006752018343107064,0.030551713577016647
GDF5,-0.016962249108775956,,0.012829306804769064,-0.012472032574752477
CHAD,,,0.028189687438817775,0.013126477874253844
RGMA,0.012473392470860621,0.02087663839221629,0.012272229824811336,-0.013369745652524244
WNT16,-0.014557016299590105,,,-0.014035569855542045
CX3CL1,-0.015594294923866298,0.0629835638162338,0.01147061288837953,-0.045336822779348675
FGF1,0.0729074426992133,0.050982166528210235,0.03213215943289798,-0.06209981460544488
ALOX5AP,0.06745144227170823,-0.031722438572705645,-0.00428001811800386,0.025264335074195125
IL1RN,0.022634879809632406,,-0.04055361411316994,-0.0182132563797466
PCSK9,,,-0.015517359014050543,-0.013623713105137327
NPW,,-0.03175195740207276,-0.021926886552059436,0.05365386770913569
CXCL9,-0.010428231083094916,0.03945038712045859,,
ANGPTL4,0.03926401152401523,0.052996191503358644,-0.07348733647335164,-0.03223832624944919
UCN2,,,-0.026831162471733894,0.03320093386643153
OBP2A,,0.07014300459661663,,
COL4A3,-0.022232585293458562,,,0.04728681222828087
NRG3,-0.03306833308622566,0.11434050093940738,0.061660004519993365,-0.04352137986038652
IL23A,0.056313265734082615,-0.027455168046962866,0.0966389469982998,
COLQ,-0.0026215816527591102,0.010497552310532256,-0.010010548720249892,0.0033796908671415724
SCGB1A1,,,,-0.0157627205517555
TNFSF12,-0.040340390322303785,-0.014541964154338774,0.04159048603863714,0.012670754127623534
DKK2,0.05547294470613256,,-0.018317158584887368,-0.018143584055353004
FYN,0.03508371523220761,-0.012027184470730336,0.06037651938679038,-0.015118276546107387
ACE,-0.011287107629149598,0.07035148388871172,0.048722207427400216,-0.0015316655163369933
IL18,-0.022460232776670926,0.04056085563411486,0.047080834829636396,-0.03147811862125962
PPBP,,,-0.018999507203609177,
CCL27,-0.012021824390226055,-0.027455167326173407,0.05062498346771472,0.0019954587053553578
SERPING1,0.053199547379894276,-0.07317971176257719,0.025954330493874272,-0.01632047846394209
AZGP1,0.007866669977672023,0.06787398313232398,-0.01395150515438544,-0.030362571296945036
INHA,0.03732739973079504,,-0.037249276824556525,0.013071639867190859
SEMA3G,0.03242189205281556,0.06158365043594904,,-0.022602457938705967
OXT,,,,-0.013199636746432087
COL6A1,0.06607132481476582,0.05286819661881082,-0.045239232611351,-0.028853173703349853
FGF17,-0.03468960547050164,,-0.039253722516886934,-0.025741259673627646
TNFSF8,,-0.03357391539953085,-0.02061589546588392,-0.014035571708094231
FGF20,-0.023858565647764226,-0.023691396270722538,-0.0032037752907597833,-0.01549613721632896
ICAM3,0.047962640020324895,0.13129418510826352,0.004132418141618428,-0.014217244566096524
LAMA4,0.008081060330240416,0.00972218376991054,0.019483286709065906,-0.03913253698608018
