,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
TRH,-0.017825692434126333,-0.014002173450058924,-0.042479791643185424,0.003202619655551362,-0.008662293358952704,,-0.032393564090994906,0.036732059099811545,0.07016315141276412,0.10788968109860415,-0.0349306070382461,
SEMA6D,0.06839030292598546,0.059691988205485345,0.020511473223432195,-0.15123836977086585,-0.0210517181549762,0.03484437833861044,-0.040978387336083735,0.0577340083932322,0.0871745319856198,-0.06875215104202546,0.11182000887747497,-0.09257447150015324
CEL,,,,,,,,-0.021488311800246226,0.005297119301128479,0.07944354296338545,0.03703061396943384,
PDCD1LG2,0.01765376475950255,0.049854423344032374,0.0454096254894958,-0.042895367409609635,0.05481308375932037,-0.05173131936758651,-0.04637579904417233,0.042272296039409823,-0.028107035215855947,0.04550635516260731,0.02443235810925294,
SPINT1,-0.007894568544209515,0.020341513195576328,-0.014550782891306777,-0.0718674630439219,-0.006574850568427841,0.025826255346848907,0.03926832509032177,0.07999965044205504,0.13639692333854733,-0.035674560797670826,0.0608594784019545,
CTHRC1,0.020748528876576855,-0.035005185696286585,-0.04980051172259539,-0.13399983665085557,-0.019510820870884297,0.002356865450402752,-0.04416130879964074,0.05418159867502659,0.0770346518910554,0.06349703581086204,-0.036331714786692657,-0.0402537797831733
PODXL,0.013719317504996897,-0.022831064841516504,0.022249657302482063,-0.23795806145710344,-0.06198550611652398,0.011092079317460368,-0.02330393642183615,-0.002119519578503411,0.007530450208503422,0.11525796914562683,0.02386962812970177,0.04818081261179418
JAM3,0.05566236184968183,-0.03373019937833855,-0.021696555955887275,-0.22774974324016628,-0.05000721837217006,-0.021042937825926224,-0.08842083655157033,-0.010456327080890324,-0.028417949180877373,-0.040550962344455606,-0.036382639319177845,-0.08350097783723813
TGFB2,-0.016812856950535367,0.03330486996669452,-0.006042229265995496,-0.19693023110798527,-0.034035290172569344,0.06501969849897571,-0.06228967963503095,0.09598052995602908,0.016923287653152645,0.019263282570557202,0.05274665161880158,0.06549424145317169
COL18A1,0.011594567660895935,-0.015588902535858469,-0.04539494375592843,-0.12702306505208105,-0.07628721174397718,-0.008783450202205544,-0.018778530767632393,-0.03358367107922915,-0.04028422677810639,0.07605292183794461,-0.16064783618584774,0.014024568940474649
NODAL,-0.035181056665863804,0.032271038824264235,0.07378313950989977,-0.08121900595662519,,,,-0.013510315037883355,0.057022363821637806,-0.027161473584589365,0.03629331367655056,
INHBB,0.027140351919437318,-0.016054098006382272,0.08568145165698682,-0.08102057634547916,0.0012606437789780447,0.00029105254536489715,-0.03952954081044942,0.005853521669339734,-0.005622856839090442,-0.06072684104005618,-0.09222805803356536,-0.02365363645980187
LCN1,-0.017122072695406935,,,-0.01363503545532495,,,,-0.0075683949129562176,-0.04056677936847107,,,
ARF4,0.005649951119746626,0.017092055491219914,-0.026056041038090703,-0.07880763200724009,0.0030670258586205446,-0.09365827729835666,0.002455780779705617,0.09683921425382633,0.08864374984932828,-0.08241430717488815,-0.007982890077452323,-0.007764954317179097
CXCL14,0.04145661324751295,-0.014537062911233009,0.0359142143102677,0.10219780735158404,-0.007082468405398336,-0.00771320960118749,0.00592353000527109,-0.10690849994777016,-0.03511460658963731,0.03482682161286478,-0.10714528618792714,0.08138437677722514
LIF,0.00789716886185822,0.010597716437093715,-0.027510424525204014,-0.07382883734283716,-0.04535267779325644,3.084919744811886e-05,-0.02830141028843145,-0.06534213798205203,-0.0801024942415088,-0.004505314837837836,-0.026658428258566125,
IL17B,,,,-0.05948994496541249,,,,0.029116061364048124,0.04184222201216818,,-0.045606746988717244,
MMP1,-0.008627651405988406,,,,,,,-0.02107621693879676,-0.04119316361082679,,-0.008151186457110396,
MATN1,-0.022480781949354284,,0.04540289822827301,-0.026347360068063402,-0.015120916065398263,,,0.0981390071928626,0.06083777378026509,-0.01826414913252235,-0.01203482285782412,
